,Concept_ID,en,en
934,hinzufügen::V,add,add
935,bekommen::V,get,get
936,erhalten::V,receive,receive
937,nehmen::V,take,take
938,wählen::V,choose,choose
939,auswählen::V,select,select
940,bewahren::V,preserve,preserve
941,behindern::V,hinder,hinder
942,verderben::V,spoil,spoil
943,beschädigen::V,damage,damage
944,zerbrechen::V,break,break
945,zerreißen::V,tear,tear
946,zerstören::V,destroy,destroy
947,verbrennen::V,burn,burn
948,geben::V,give,give
949,reichen::V,hand,hand
950,schenken::V,give,give
951,versprechen::V,promise,promise
952,wünschen::V,wish,wish
953,loben::V,praise,praise
954,küssen::V,kiss,kiss
955,wiegen::V,rock,rock
956,zudecken::V,cover,cover
957,wecken::V,wake,wake
958,zeigen::V,show,show
959,führen::V,guide,guide
960,lehren::V,teach,teach
961,unterrichten::V,instruct,instruct
962,aufziehen::V,bring up,bring up
963,leiten::V,lead,lead
964,antreiben::V,urge,urge
965,lassen::V,let,let
966,einladen::V,invite,invite
967,vereinigen::V,unite,unite
968,besuchen::V,visit,visit
969,treffen::V,meet,meet
970,sich versammeln::V,assemble,assemble
971,spielen::V,play,play
972,singen::V,sing,sing
973,tanzen::V,dance,dance
974,sich trennen::V,separate,separate
975,verlassen::V,leave,leave
976,retten::V,rescue,rescue
977,bewachen::V,guard,guard
978,schützen::V,protect,protect
979,verteidigen::V,defend,defend
980,sich schlagen::V,brawl,brawl
981,schießen::V,shoot,shoot
982,siegen::V,win,win
983,ärgern::V,annoy,annoy
984,schlagen::V,beat,beat
985,treten::V,kick,kick
986,stechen::V,sting,sting
987,stoßen::V,shove,shove
988,stehlen::V,steal,steal
989,stören::V,disturb,disturb
990,belästigen::V,bother,bother
991,verbergen::V,conceal,conceal
992,täuschen::V,deceive,deceive
993,betrügen::V,cheat,cheat
994,töten::V,kill,kill
995,wohnen::V,dwell,dwell
996,arbeiten::V,work,work
997,sammeln::V,gather,gather
998,pflücken::V,pick,pick
999,jagen::V,hunt,hunt
1000,fischen::V,fish,fish
1001,fassen::V,catch,catch
1002,hüten::V,herd,herd
1003,treiben::V,drive,drive
1004,anbinden::V,tie up,tie up
1005,füttern::V,feed,feed
1006,melken::V,milk,milk
1007,hacken::V,chop,chop
1008,gießen::V,water,water
1009,reifen::V,ripen,ripen
1010,zubereiten::V,cook,cook
1011,kochen::V,boil,boil
1012,backen::V,bake,bake
1013,braten::V,fry,fry
1014,umrühren::V,stir,stir
1015,stricken::V,knit,knit
1016,nähen::V,sew,sew
1017,färben::V,dye,dye
1018,reinigen::V,clean,clean
1019,waschen::V,wash,wash
1020,abwischen::V,wipe,wipe
1021,spülen::V,rinse,rinse
1022,fegen::V,sweep,sweep
1023,kehren::V,sweep,sweep
1024,baden::V,bath,bath
1025,sich waschen::V,wash,wash
1026,ausziehen::V,take off,take off
1027,anziehen::V,put on,put on
1028,sich anziehen::V,get dressed,get dressed
1029,kämmen::V,comb,comb
1030,schmücken::V,decorate,decorate
1031,sagen::V,say,say
1032,sprechen::V,speak,speak
1033,reden::V,talk,talk
1034,sich unterhalten::V,chat,chat
1035,fragen::V,ask,ask
1036,bitten::V,request,request
1037,erzählen::V,tell,tell
1038,mitteilen::V,convey,convey
1039,nennen::V,name,name
1040,rufen::V,call,call
1041,prahlen::V,brag,brag
1042,übersetzen::V,translate,translate
1043,denken::V,think,think
1044,glauben::V,believe,believe
1045,bemerken::V,notice,notice
1046,erkennen::V,recognize,recognize
1047,begreifen::V,grasp,grasp
1048,verstehen::V,understand,understand
1049,lernen::V,learn,learn
1050,wissen::V,know,know
1051,sich erinnern an::V,remember,remember
1052,vergessen::V,forget,forget
1053,messen::V,measure,measure
1054,zählen::V,count,count
1055,rechnen::V,calculate,calculate
1056,lesen::V,read,read
1057,malen::V,paint,paint
1058,zeichnen::V,draw,draw
1059,schreiben::V,write,write
1060,besitzen::V,own,own
1061,kaufen::V,buy,buy
1062,verkaufen::V,sell,sell
1063,bezahlen::V,pay for,pay for
1064,zahlen::V,pay,pay
1065,beherrschen::V,rule,rule
1066,ertragen::V,endure,endure
