,Concept_ID,en,sq
368,Heim::N,home,shtëpi
369,Ofen::N,stove,sobë
370,Ofen::N,stove,stufë
371,Fußboden::N,floor,dysheme
372,Tisch::N,table,tryezë
373,Stuhl::N,chair,karrige
374,Wiege::N,cradle,djep
375,Bett::N,bed,shtrat
376,Regal::N,shelf,raft
377,Kiste::N,box,kuti
378,Fenster::N,window,dritare
379,Tür::N,door,derë
380,Tor::N,gate,portë
381,Zaun::N,fence,gardh
382,Dach::N,roof,çati
383,Leiter::N,ladder,shkallë
384,Besen::N,broom,fshesë
385,Spaten::N,spade,lopatë
386,Schaufel::N,shovel,qyrek
387,Gabel::N,fork,pirun
388,Löffel::N,spoon,lugë
389,Messer::N,knife,thikë
390,Nagel::N,nail,gozhdë
391,Netz::N,net,rrjetë
392,Haken::N,hook,grep
393,Haken::N,hook,grremç
394,Griff::N,handle,dorak
395,Griff::N,handle,dorezë
396,Schloss::N,lock,bravë
397,Bild::N,picture,tablo
398,Bild::N,picture,pikturë
399,Figur::N,figure,figurë
400,Puppe::N,doll,kukull
401,Beutel::N,pouch,qese
402,Beutel::N,pouch,trastë
403,Bündel::N,bundle,deng
404,Tasche::N,bag,çantë
405,Eimer::N,bucket,kovë
406,Deckel::N,cover,kapak
407,Deckel::N,cover,mbulesë
408,Geschirr::N,dishes,enë
409,Sack::N,sack,thes
410,Sack::N,sack,torbë
411,Tasse::N,cup,filxhan
412,Topf::N,pot,kusi
413,Topf::N,pot,tenxhere
414,Kessel::N,kettle,kazan
415,Essen::N,meal,ngrënie
416,Nahrung::N,food,ushqim
417,Speise::N,dish,gatesë
418,Fleisch::N,meat,mish
419,Getreide::N,corn,drithë
420,Brei::N,mush,qull
421,Brot::N,bread,bukë
422,Scheibe::N,slice,fetë
423,Fett::N,fat,lyrë
424,Fett::N,fat,yndyrë
425,Butter::N,butter,gjalpë
426,Öl::N,oil,vaj
427,Salz::N,salt,kripë
428,Suppe::N,soup,supë
429,Suppe::N,soup,çorbë
430,Honig::N,honey,mjaltë
431,Milch::N,milk,qumësht
432,Tee::N,tea,çaj
433,Leder::N,leather,lëkurë
434,Wolle::N,wool,lesh
435,Stoff::N,cloth,pëlhurë
436,Nadel::N,needle,gjilpërë
437,Faden::N,thread,pe
438,Faden::N,thread,fije
439,Knopf::N,button,kopsë
440,Knoten::N,knot,komb
441,Farbe::N,paint,bojë
442,Kleidung::N,clothes,veshje
443,Hemd::N,shirt,këmishë
444,Kragen::N,collar,jakë
445,Ärmel::N,sleeve,mëngë
446,Hose::N,trousers,brekë
447,Gürtel::N,belt,rrip
448,Mütze::N,cap,kësulë
449,Schuh::N,shoe,këpucë
450,Stiefel::N,boot,çizme
451,Ring::N,ring,unazë
452,Band::N,ribbon,shirit
453,Kamm::N,comb,krehër
454,Spiegel::N,mirror,pasqyrë
455,Riemen::N,strap,rrip
456,Schnur::N,string,litar
457,Schnur::N,string,cikomë
458,Leine::N,leash,rrip
459,Decke::N,blanket,batanije
460,Kissen::N,pillow,jastëk
461,Tuch::N,scarf,shami
462,Handtuch::N,towel,peshqir
463,Kraft::N,force,forcë
464,Stärke::N,strength,koll
465,Gesundheit::N,health,shëndet
466,Krankheit::N,illness,sëmundje
467,Schmerz::N,pain,dhimbje
468,Wunde::N,wound,plagë
469,Fieber::N,fever,ethe
470,Arznei::N,medicine,ilaç
471,Brücke::N,bridge,urë
472,Brunnen::N,well,pus
473,Weide::N,pasture,kullotë
474,Pfad::N,path,ravë
475,Pfad::N,path,shteg
476,Weg::N,way,udhë
477,Weg::N,way,shteg
478,Straße::N,road,rrugë
479,Dorf::N,village,fshat
480,Dorf::N,village,katund
481,Stadt::N,town,qytet
482,Brief::N,letter,letër
483,Buch::N,book,libër
484,Buchstabe::N,character,shkronjë
485,Zeitung::N,newspaper,gazetë
486,Leben::N,life,jetë
487,Tod::N,death,mortje
488,Grab::N,grave,varr
489,Kirche::N,church,kishë
490,Sünde::N,sin,mëkat
491,Sünde::N,sin,gjynah
492,Gott::N,god,hy
493,Gott::N,god,zot
494,Arbeiter::N,worker,punëtor
495,Chef::N,boss,shef
496,Chef::N,boss,drejtues
497,Meister::N,master,mjeshtër
498,Arzt::N,doctor,mjek
499,Arzt::N,doctor,doktor
500,Lehrer::N,teacher,mësues
501,Lehrer::N,teacher,arsimtar
502,Geld::N,money,para
503,Geld::N,money,holla
504,Geschäft::N,business,ujdi
505,Geschäft::N,business,biznes
506,Laden::N,shop,dyqan
507,Preis::N,price,çmim
508,Ware::N,ware,mall
509,Nutzen::N,profit,dobi
510,Nutzen::N,profit,leverdi
511,Reichtum::N,wealth,kamje
512,Reichtum::N,wealth,pasuri
513,Welt::N,world,botë
514,Land::N,country,vend
515,Staat::N,state,shtet
516,König::N,king,mbret
517,Macht::N,power,fuqi
518,Macht::N,power,pushtet
519,Grenze::N,border,kufi
520,Krieg::N,war,luftë
521,Feind::N,enemy,armik
522,Gewalt::N,violence,dhunë
523,Kampf::N,fight,luftim
524,Bogen[Waffe]::N,bow,hark
525,Pfeil::N,arrow,shigjetë
526,Gewehr::N,gun,pushkë
527,Fehler::N,mistake,gafë
528,Fehler::N,mistake,gabim
529,Lüge::N,lie,gënjeshtër
530,Schaden::N,damage,dëm
531,Schaden::N,damage,zarar
532,Unglück::N,misfortune,fatkeqësi
533,Schuld::N,fault,faj
534,Alter::N,age,moshë
535,Schluss::N,conclusion,fund
536,Zeit::N,time,kohë
537,Tag::N,day,ditë
538,Morgen::N,morning,mëngjes
539,Mittag::N,noon,mesditë
540,Abend::N,evening,mbrëmje
541,Nacht::N,night,natë
542,Woche::N,week,javë
543,Monat::N,month,muaj
544,Jahr::N,year,vit
545,Frühling::N,spring,pranverë
546,Sommer::N,summer,verë
547,Herbst::N,autumn,vjeshtë
548,Winter::N,winter,dimër
549,Januar::N,January,janar
550,Februar::N,February,shkurt
551,März::N,March,mars
552,April::N,April,prill
553,Mai::N,May,maj
554,Juni::N,June,qershor
555,Juli::N,July,korrik
556,August::N,August,gusht
557,September::N,September,shtator
558,Oktober::N,October,tetor
559,November::N,November,nëntor
560,Dezember::N,December,dhjetor
561,Montag::N,Monday,hënë
562,Dienstag::N,Tuesday,martë
563,Mittwoch::N,Wednesday,mërkurë
564,Donnerstag::N,Thursday,enjte
565,Freitag::N,Friday,premte
566,Samstag::N,Saturday,shtunë
567,Sonntag::N,Sunday,diel
568,groß::A,big,madh
569,klein::A,little,vogël
570,lang::A,long,gjatë
571,kurz::A,short,shkurtër
572,breit::A,wide,gjerë
573,schmal::A,narrow,ngushtë
574,dicht::A,dense,dendur
575,dick[Gegenstand]::A,thick,trashë
576,dünn::A,thin,hollë
577,fein::A,delicate,imët
578,fest::A,firm,fortë
579,flach::A,flat,sheshtë
580,glatt::A,smooth,rrafshët
581,hart::A,hard,fortë
582,weich::A,soft,butë
583,rund::A,round,rrumbullakët
584,spitz::A,pointed,majëmprehtë
585,scharf::A,sharp,mprehtë
586,stumpf::A,blunt,topitur
587,schwer::A,heavy,rëndë
588,schön::A,beautiful,bukur
589,heiß::A,hot,nxehtë
590,warm::A,warm,ngrohtë
591,kalt::A,cold,ftohtë
592,kühl::A,cool,freskët
593,frisch::A,fresh,pastër
594,feucht::A,damp,lagësht
595,nass::A,wet,lagur
596,trocken::A,dry,thatë
597,voll::A,full,plotë
598,leer::A,empty,bosh
599,leer::A,empty,zbrazët
600,offen::A,open,hapur
601,geschlossen::A,closed,mbyllur
602,sauber::A,clean,dëlirë
603,schmutzig::A,dirty,ndyrë
604,roh::A,raw,gjallë
605,reif::A,ripe,arrirë
606,lecker::A,delicious,shijshëm
607,süß::A,sweet,ëmbël
608,bitter::A,bitter,hidhur
609,sauer::A,sour,thartë
610,hell::A,bright,me dritë
611,dunkel::A,dark,errët
612,schwarz::A,black,i zi
613,weiß::A,white,bardhë
614,rot::A,red,kuq
615,gelb::A,yellow,verdhë
616,blau::A,blue,blu
617,blau::A,blue,kaltër
618,grün::A,green,blertë
619,grün::A,green,gjelbër
620,grau::A,grey,hirtë
621,grau::A,grey,bojë hiri
622,bunt::A,colourful,shumëngjyrëshëm
623,bunt::A,colorful,shumëngjyrëshëm
624,billig::A,cheap,lirë
625,teuer::A,dear,shtrenjtë
626,wertvoll::A,precious,çmuar
627,wertvoll::A,precious,vlershëm
628,blind::A,blind,qorr
629,blind::A,blind,verbër
630,taub::A,deaf,shurdhër
631,kräftig::A,powerful,fuqishëm
632,stark::A,strong,fortë
633,schwach::A,weak,dobët
634,fett::A,fat,dhjamur
635,schlank::A,slim,hollë
636,hübsch::A,pretty,bukur
637,hübsch::A,pretty,hijshëm
638,böse::A,evil,keq
639,dumm::A,stupid,teveqel
640,faul::A,lazy,dembel
641,fleißig::A,diligent,zellshëm
642,geizig::A,stingy,kurnac
643,geizig::A,stingy,dorështrënguar
644,klug::A,clever,mençur
645,geschickt::A,skilful,aftë
646,geschickt::A,skillful,aftë
647,lieb::A,dear,dashur
648,lustig::A,merry,gëzuar
649,sanft::A,gentle,butë
650,hungrig::A,hungry,uritur
651,krank::A,sick,sëmurë
652,nackt::A,naked,lakuriq
653,nackt::A,naked,zhveshur
654,traurig::A,sad,trishtuar
655,lebendig::A,living,gjallë
656,gut::A,good,mirë
657,schlecht::A,bad,keq
658,richtig::A,correct,drejtë
659,schlimm::A,nasty,keq
660,wahr::A,true,vërtetë
661,alt::A,old,vjetër
662,neu::A,new,i ri
663,ehemalig::A,former,dikurshëm
664,alt[Lebewesen]::A,aged,plak
665,jung::A,young,i ri
666,arm::A,poor,varfër
667,arm::A,poor,vobektë
668,reich::A,rich,pasur
669,bekannt::A,familiar,njohur
670,berühmt::A,famous,famshëm
671,fremd::A,foreign,huaj
672,verschieden::A,different,ndryshëm
673,nah::A,near,afërt
674,fern::A,far,largët
675,linker::A,left,majtë
676,rechter::A,right,djathtë
677,anderer::A,other,tjetër
678,erster::A,first,parë
679,zweiter::A,second,dytë
680,dritter::A,third,i tretë
681,letzter::A,last,fundit
682,allein::ADV,alone,vetëm
683,auf einmal::ADV,at once,njëkohësisht
684,zusammen::ADV,together,bashkë
685,zusammen::ADV,together,së bashku
686,lange::ADV,long,për një kohë të gjatë
687,plötzlich::ADV,suddenly,befas
688,sofort::ADV,instantly,menjëherë
689,sofort::ADV,instantly,aty për aty
690,später::ADV,later,më vonë
691,jetzt::ADV,now,tash
692,heute::ADV,today,sot
693,morgen::ADV,tomorrow,nesër
694,bald::ADV,soon,shpejt
695,bald::ADV,soon,së shpejti
696,dann::ADV,then,pastaj
697,gestern::ADV,yesterday,dje
698,einst::ADV,once,dikur
699,damals::ADV,at that time,atëherë
700,danach::ADV,afterwards,mandej
701,vorher::ADV,before,më parë
702,zuerst::ADV,at first,së pari
703,einmal::ADV,once,njëherë
704,manchmal::ADV,sometimes,nganjëherë
705,oft::ADV,often,shpesh
706,immer::ADV,always,përherë
707,immer::ADV,always,gjithnjë
708,niemals::ADV,never,kurrë
709,niemals::ADV,never,asnjëherë
710,hier::ADV,here,këtu
711,hierhin::ADV,hither,knej
712,hierhin::ADV,to here,knej
713,hierhin::ADV,here,knej
714,von hier::ADV,hence,që këtej
715,von hier::ADV,hence,prej këtej
716,dort::ADV,there,aty
717,dort::ADV,there,atje
718,dorthin::ADV,thither,anej
719,dorthin::ADV,there,anej
720,dorthin::ADV,to there,anej
721,geradeaus::ADV,ahead,drejt
722,vorwärts::ADV,forward,mbroth
723,vorwärts::ADV,forward,përpara
724,rückwärts::ADV,backward,mbrapsht
725,zurück::ADV,back,prapa
726,zurück::ADV,back,mbrapsht
727,unten::ADV,below,poshtë
728,hinab::ADV,down,përposh
729,oben::ADV,above,lart
730,oben::ADV,above,sipër
731,hinauf::ADV,up,lart
732,hinauf::ADV,up,përpjetë
733,überall::ADV,everywhere,kudo
734,nicht::ADV,not,s'
735,nicht::ADV,not,nuk
736,ein wenig::ADV,a little,një tis
737,kaum::ADV,hardly,mezi
738,sehr::ADV,very,fort
739,sehr::ADV,very,shumë
740,so::ADV,so,ashtu
741,so::ADV,so,kështu
742,noch::ADV,still,ende
743,noch::ADV,still,akoma
744,nur::ADV,only,vetëm
745,schon::ADV,already,tashmë
746,wieder::ADV,again,përsëri
747,vergebens::ADV,in vain,kot
748,vor::PRP,in front of,para
749,hinter::PRP,behind,prapa
750,hinter::PRP,behind,mbrapa
751,unter::PRP,under,nën
752,durch::PRP,through,nëpër
753,neben::PRP,next to,pranë
754,neben::PRP,next to,përbri
755,zwischen::PRP,between,midis
756,zwischen::PRP,between,ndërmjet
757,wegen::PRP,because of,për
758,dies::PRN,this,ky
759,das::PRN,that,ky
760,alles::PRN,everything,gjithçka
761,ich::PRN,I,unë
762,du::PRN,you,ti
763,du::PRN,thou,ti
764,er::PRN,he,ai
765,wir::PRN,we,ne
766,ihr::PRN,you,ju
767,sie::PRN,they,ata
768,was::FPRN,what,ç'
769,was::FPRN,what,çfarë
770,wer::FPRN,who,kush
771,wo::FADV,where,ku
772,wohin::FADV,where ... to,për ku
773,wohin::FADV,where to,për ku
774,wohin::FADV,where,për ku
775,wie::FADV,how,si
776,warum::FADV,why,pse
777,warum::FADV,why,përse
778,wieviel::FNUM,how much,sa
779,eins::NUM,one,një
780,zwei::NUM,two,dy
781,drei::NUM,three,tre
782,vier::NUM,four,katër
783,fünf::NUM,five,pesë
784,sechs::NUM,six,gjashtë
785,sieben::NUM,seven,shtatë
786,acht::NUM,eight,tetë
787,neun::NUM,nine,nëntë
788,zehn::NUM,ten,dhjetë
789,elf::NUM,eleven,njëmbëdhjetë
790,zwölf::NUM,twelve,dymbëdhjetë
791,zwanzig::NUM,twenty,njëzet
792,dreißig::NUM,thirty,tridhjetë
793,vierzig::NUM,forty,dyzet
794,fünfzig::NUM,fifty,pesëdhjetë
795,sechzig::NUM,sixty,gjashtëdhjetë
796,siebzig::NUM,seventy,shtatëdhjetë
797,achtzig::NUM,eighty,tetëdhjetë
798,neunzig::NUM,ninety,nëntëdhjetë
799,hundert::NUM,a hundred,qind
800,tausend::NUM,a thousand,mijë
801,und::CNJ,and,e
802,und::CNJ,and,dhe
803,oder::CNJ,or,a
804,oder::CNJ,or,apo
805,stehen::V,stand,rri
806,sitzen::V,sit,rri
807,liegen::V,lie,rri shtrirë
808,hängen::V,hang,varem
809,werden::V,become,bëhem
810,passieren::V,happen,ndodh
811,beginnen::V,begin,filloj
812,enden::V,end,përfundoj
813,wechseln::V,change,ndërroj
814,aufgehen[Sonne]::V,rise,hapem
815,untergehen[Sonne]::V,set,hyj
816,untergehen[Sonne]::V,set,perëndoj
817,scheinen[Sonne]::V,shine,ndriçoj
818,donnern::V,thunder,gjëmoj
819,donnern::V,thunder,bubulloj
820,wehen::V,blow,fryj
821,strömen::V,stream,derdh
822,fließen::V,flow,rrjedh
823,sich drehen::V,revolve,rrotullohem
824,schwanken::V,sway,dyzoj
825,schwingen::V,swing,dridhem
826,fallen::V,fall,bie
827,brennen::V,burn,digjem
828,rauchen::V,smoke,nxjerr tym
829,regnen::V,rain,bie shi
830,gefrieren::V,freeze,ngrij
831,tauen::V,thaw,shkrij
832,schmelzen::V,melt,shkrij
833,trocknen::V,dry,thaj
834,sieden::V,boil,ziej
835,faulen::V,rot,kalbem
836,faulen::V,rot,prishem
837,verfaulen::V,decay,kalbem
838,reißen::V,snap,grisem
839,reißen::V,snap,shqyhem
840,versinken::V,sink,humboj
841,vergehen::V,pass,kaloj
842,erscheinen::V,appear,dukem
843,verschwinden::V,disappear,zhdukem
844,sinken::V,drop,ulem
845,abnehmen::V,decrease,pakësohem
846,abnehmen::V,decrease,zvogëlohem
847,zunehmen::V,increase,shtohem
848,steigen::V,rise,rritem
849,wachsen::V,grow,rritem
850,glänzen::V,shine,vezulloj
851,funkeln::V,sparkle,xixoj
852,funkeln::V,sparkle,xixëlloj
853,lärmen::V,be noisy,oshtij
854,lärmen::V,be noisy,zhurmoj
