,Concept_ID,sk,vep
111,Moor::N,močiar,so
112,Wiese::N,lúka,nit
113,Wald::N,les,mec
114,Wald::N,hora,mec
115,Hügel::N,vŕšok,kukaz
116,Anhöhe::N,výšina,kukaz
117,Anhöhe::N,vyvýšenina,kukaz
118,Berg::N,hora,mägi
119,Gipfel::N,vrchol,ladv
120,Höhle::N,jaskyňa,mägionduz
121,Abhang::N,úbočie,paute
122,Quelle::N,prameň,lähte
123,Bach::N,potok,oja
124,Fluss::N,rieka,jogi
125,Ufer::N,breh,rand
126,Küste::N,pobrežie,randišt
127,Festland::N,pevnina,kuivma
128,Meer::N,more,meri
129,Bucht::N,záliv,laht
130,Bucht::N,zátoka,laht
131,Insel::N,ostrov,sar'
132,Blume::N,kvet,änik
133,Blume::N,kvetina,änik
134,Gras::N,tráva,hein
135,Wurzel::N,koreň,jur'
136,Baum::N,strom,pu
137,Stamm::N,kmeň,tüvi
138,Rinde::N,kôra,kor'
139,Ast::N,konár,oks
140,Zweig::N,vetva,oks
141,Zweig::N,vetva,barb
142,Blatt::N,list,lehtez
143,Birke::N,breza,koiv
144,Kiefer[Baum]::N,sosna,pedai
145,Kiefer[Baum]::N,borovica,pedai
146,Weide[Baum]::N,vŕba,raid
147,Tanne::N,jedľa,kuz'
148,Horn::N,roh,sar'v
149,Feder::N,pero,höuneh
150,Fell::N,koža,nahk
151,Fell::N,kožušina,nahk
152,Flügel::N,krídlo,suug
153,Klaue::N,paznecht,künz'
154,Kralle::N,pazúr,künz'
155,Schwanz::N,chvost,händ
156,Ei::N,vajce,muna
157,Ei::N,vajíčko,muna
158,Nest::N,hniezdo,peza
159,Bau::N,nora,uru
160,Tier::N,zviera,živat
161,Herde::N,stádo,kogo
162,Kuh::N,krava,lehm
163,Bulle::N,býk,härg
164,Pferd::N,kôň,hebo
165,Schaf::N,ovca,lambaz
166,Schwein::N,sviňa,siga
167,Hund::N,pes,koir
168,Katze::N,mačka,kaži
169,Bär::N,medveď,kondi
170,Eichhörnchen::N,veverička,orav
171,Elch::N,los,hirb'
172,Fuchs::N,líška,reboi
173,Hase::N,zajac,jäniš
174,Maus::N,myš,hir'
175,Wolf::N,vlk,händikaz
176,Vogel::N,vták,lind
177,Schwarm::N,roj,parveh
178,Huhn::N,kurča,kana
179,Huhn::N,sliepka,kana
180,Hahn::N,kohút,kukoi
181,Gans::N,hus,hanh'
182,Adler::N,orol,orl
183,Ente::N,kačka,sorz
184,Ente::N,kačica,sorz
185,Eule::N,sova,hir'pulo
186,Kranich::N,žeriav,kurg
187,Krähe::N,vrana,variš
188,Kuckuck::N,kukučka,kägi
189,Schwan::N,labuť,joucen
190,Fisch::N,ryba,kala
191,Barsch::N,ostriež,ahven
192,Hecht::N,šťuka,haug'
193,Schlange[Tier]::N,had,kü
194,Schlange[Tier]::N,had,mado
195,Wurm::N,červ,mado
196,Spinne::N,pavúk,hämähouk
197,Ameise::N,mravec,murahaine
198,Laus::N,voš,täi
199,Mücke::N,komár,säs'k
200,Fliege::N,mucha,kärbhaine
201,Schmetterling::N,motýľ,lipkaine
202,Beere::N,bobuľa,marj
203,Apfel::N,jablko,jablok
204,Pilz::N,hríb,sen'
205,Pilz::N,hríb,babuk
206,Zwiebel::N,cibuľa,lauk
207,Saat::N,osivo,semned
208,Korn::N,zrno,jüvä
209,Korn::N,zrno,vill'
210,Heu::N,seno,hein
211,Schale::N,šupa,kor'
212,Schale::N,škrupina,kor'
213,Grube::N,jama,kop
214,Falle::N,pasca,rida
215,Falle::N,klepec,rida
216,Schlinge::N,slučka,rihm
217,Spur::N,stopa,jäl'g
218,Asche::N,popol,tuhk
219,Dreck::N,kal,redu
220,Dreck::N,kal,pačak
221,Dreck::N,blato,redu
222,Dreck::N,blato,pačak
223,Eisen::N,železo,raud
224,Gold::N,zlato,kuld
225,Silber::N,striebro,hobed
226,Kohle::N,uhlie,hil'
227,Glas::N,sklo,stökol
228,Lehm::N,íl,savi
229,Lehm::N,hlina,savi
230,Sand::N,piesok,lete
231,Mensch::N,človek,mez'
232,Mensch::N,človek,ristit
233,Mann::N,muž,mez'
234,Mann::N,chlap,mez'
235,Frau::N,žena,naine
236,Kind::N,dieťa,laps'
237,Junge::N,chlapec,poig
238,Junge::N,chlapec,prihaine
239,Mädchen::N,dievka,neičukaine
240,Familie::N,rodina,kanz
241,Familie::N,rodina,pereh
242,Großvater::N,dedo,ded
243,Großvater::N,starý otec,ded
244,Großmutter::N,babička,bab
245,Großmutter::N,stará mať,bab
246,Eltern::N,rodičia,vanhembad
247,Eltern::N,rodičia,kazvatajad
248,Vater::N,otec,tat
249,Mutter::N,mať,mam
250,Mutter::N,matka,mam
251,Sohn::N,syn,poig
252,Tochter::N,dcéra,tütär
253,Bruder::N,brat,veik
254,Bruder::N,brat,vell'
255,Schwester::N,sestra,čiža
256,Schwester::N,sestra,sizar
257,Onkel::N,ujo,däd'
258,Onkel::N,strýko,däd'
259,Tante::N,teta,tädi
260,Tante::N,tetka,tädi
261,Ehemann::N,muž,mužik
262,Ehemann::N,manžel,mužik
263,Ehefrau::N,žena,ak
264,Ehefrau::N,manželka,ak
265,Freude::N,radosť,ilo
266,Freude::N,radosť,ihastuz
267,Gelächter::N,smiech,nagr
268,Glück::N,šťastie,oza
269,Kummer::N,žiaľ,gor'a
270,Kummer::N,zármutok,gor'a
271,Wunsch::N,prianie,taht
272,Lust::N,chuť,himo
273,Geist::N,duch,heng
274,Gedanke::N,myšlienka,meletuz
275,Gedächtnis::N,pamäť,mušt
276,Verstand::N,rozum,mel'
277,Sinn::N,zmysel,jüvä
278,Grund::N,dôvod,sü
279,Grund::N,príčina,sü
280,Wahrheit::N,pravda,tozi
281,Gespräch::N,reč,lodu
282,Gespräch::N,reč,pagin
283,Gespräch::N,rozhovor,lodu
284,Gespräch::N,rozhovor,pagin
285,Märchen::N,rozprávka,sarn
286,Erzählung::N,poviedka,sanutez
287,Nachricht::N,správa,tedotuz
288,Neuigkeit::N,novinka,uzištuz
289,Name::N,meno,nimi
290,Rätsel::N,záhada,ozoitez
291,Rätsel::N,hádanka,ozoitez
292,Rede::N,reč,pagin
293,Rede::N,reč,sanad
294,Sprache::N,reč,kel'
295,Sprache::N,jazyk,kel'
296,Stimme::N,hlas,än'
297,Wort::N,slovo,sana
298,Zeichen::N,znak,znam
299,Ruf::N,volanie,kida
300,Ruf::N,volanie,kucund
301,Ruf::N,zavolanie,kida
302,Ruf::N,zavolanie,kucund
303,Lärm::N,hluk,judu
304,Lärm::N,hurhaj,judu
305,Laut::N,zvuk,kulund
306,Ton::N,tón,kulund
307,Ton::N,zvuk,kulund
308,Lied::N,pieseň,pajo
309,Ruhe::N,pokoj,lebu
310,Leute::N,ľudia,rahvaz
311,Volk::N,ľud,rahvaz
312,Volk::N,národ,rahvaz
313,Arbeit::N,práca,tö
314,Arbeit::N,práca,rad
315,Arbeit::N,robota,tö
316,Arbeit::N,robota,rad
317,Gast::N,hosť,adiv
318,Geschenk::N,dar,lahj
319,Spiel::N,hra,vänd
320,Gesellschaft::N,spoločnosť,sebr
321,Hilfe::N,pomoc,abu
322,Freund::N,priateľ,sebranik
323,Kamerad::N,kamarát,sebranik
324,Angelegenheit::N,vec,azj
325,Angelegenheit::N,záležitosť,azj
326,Anzahl::N,počet,lugu
327,Anzahl::N,množstvo,lugu
328,Art::N,druh,rod
329,Art::N,druh,rodsugu
330,Stück::N,kus,pala
331,Stück::N,kus,supal
332,Stück::N,kúsok,pala
333,Stück::N,kúsok,supal
334,Teil::N,časť,pala
335,Hälfte::N,polka,pol'
336,Hälfte::N,polovica,pol'
337,Kreis::N,kruh,ümbruz
338,Kreis::N,kruh,kehkruz
339,Kreuz::N,kríž,rist
340,Linie::N,línia,pird
341,Strich::N,čiara,pird
342,Abstand::N,vzdialenosť,keskust
343,Entfernung::N,vzdialenosť,matk
344,Gegend::N,kraj,taho
345,Gegend::N,krajina,taho
346,Platz::N,miesto,avaruz'
347,Ort::N,miesto,koht
348,Seite::N,bok,pol'
349,Seite::N,bok,kül'g
350,Seite::N,strana,pol'
351,Seite::N,strana,kül'g
352,Mitte::N,stred,kesk
353,Gegenstand::N,predmet,kalu
354,Sache::N,vec,azj
355,Rand::N,kraj,röun
356,Rand::N,okraj,röun
357,Kante::N,hrana,röun
358,Ecke::N,roh,saum
359,Spitze::N,hrot,agjaine
360,Spitze::N,špička,agjaine
361,Ende::N,koniec,agj
362,Loch::N,diera,reig
363,Winkel::N,kút,čoga
364,Winkel::N,kút,saum
365,Muster::N,vzor,kirjam
366,Muster::N,vzorka,kirjam
367,Größe::N,veľkosť,suruz'
368,Länge::N,dĺžka,piduz
369,Höhe::N,výška,korktuz'
370,Gewicht::N,váha,jügu
371,Gewicht::N,váha,vedäduz
372,Menge::N,množstvo,äjüz'
373,Haufen::N,hŕba,kogo
374,Reihe::N,rad,rivi
375,Boot::N,čln,veneh
376,Ruder::N,veslo,air
377,Schlitten::N,sane,regi
378,Schlitten::N,sane,regut
379,Ski::N,lyža,suks'
380,Lagerfeuer::N,táborák,nodj
381,Lagerfeuer::N,táborák,pažag
382,Last::N,ťarcha,jüguz
383,Last::N,bremeno,jüguz
384,Gang::N,chôdza,astund
385,Schritt::N,krok,hašk
386,Norden::N,sever,pohjoine
387,Süden::N,juh,suvi
388,Westen::N,západ,päivlaskm
389,Osten::N,východ,päivnouzm
390,Holz::N,drevo,pu
391,Brett::N,doska,laud
392,Platte::N,doska,keitim
393,Platte::N,platňa,keitim
394,Stütze::N,opora,tugi
395,Stange::N,tyč,arz'
396,Stock::N,palica,kalu
397,Stab::N,palica,seibaz
398,Rohr::N,rúra,torv
399,Haus::N,dom,pert'
400,Heim::N,domov,kodi
401,Ofen::N,pec,päč
402,Ofen::N,kachle,päč
403,Fußboden::N,dlážka,lava
404,Fußboden::N,podlaha,lava
405,Tisch::N,stôl,laud
406,Tisch::N,stôl,stal'c
407,Stuhl::N,stolička,ištim
408,Wiege::N,kolíska,kätte
409,Bett::N,lôžko,sija
410,Bett::N,lôžko,magaduzsija
411,Bett::N,posteľ,sija
412,Bett::N,posteľ,magaduzsija
413,Regal::N,regál,palič
414,Regal::N,polica,palič
415,Kiste::N,debna,mülütim
416,Fenster::N,okno,ikun
417,Fenster::N,oblok,ikun
418,Tür::N,dvere,uks'
419,Tor::N,vráta,verai
420,Zaun::N,plot,aid
421,Zaun::N,ohrada,aid
422,Dach::N,krov,katuz
423,Dach::N,strecha,katuz
424,Leiter::N,rebrík,pordhad
425,Leiter::N,rebrina,pordhad
426,Besen::N,metla,lud
427,Besen::N,metla,vast
428,Spaten::N,rýľ,labid
429,Schaufel::N,lopata,labid
430,Gabel::N,vidlička,hangoine
431,Löffel::N,lyžica,luzik
432,Messer::N,nôž,veič
433,Nagel::N,klinec,nagl
434,Netz::N,sieť,verk
435,Haken::N,hák,kouk
436,Haken::N,háčik,kouk
437,Griff::N,rukoväť,kägä
438,Griff::N,rukoväť,varz'
439,Schloss::N,zámka,lukkol
440,Bild::N,obraz,kuva
441,Figur::N,figúra,figur
442,Puppe::N,bábka,tätüine
443,Puppe::N,bábika,tätüine
444,Beutel::N,vrece,havad
445,Beutel::N,vrecko,havad
446,Bündel::N,uzlík,toppaz
447,Bündel::N,uzlík,käč
448,Bündel::N,zväzok,toppaz
449,Bündel::N,zväzok,käč
450,Tasche::N,taška,sumk
451,Tasche::N,kabelka,sumk
452,Eimer::N,vedro,vädr
453,Deckel::N,vrchnák,katuz
454,Deckel::N,pokrývka,katuz
455,Geschirr::N,nádoba,astii
456,Sack::N,mech,havad
457,Sack::N,vrece,havad
458,Tasse::N,šálka,čašk
459,Topf::N,hrniec,pada
460,Kessel::N,kotol,katil
461,Essen::N,jedlo,sönd
462,Nahrung::N,strava,söm
463,Nahrung::N,potrava,söm
464,Speise::N,jedlo,sömine
465,Fleisch::N,mäso,liha
466,Getreide::N,obilie,vill'
467,Brei::N,kaša,pudr
468,Brot::N,chlieb,leib
469,Scheibe::N,kotúč,bibaleh
470,Scheibe::N,kotúč,šlik
471,Scheibe::N,krajec,bibaleh
472,Scheibe::N,krajec,šlik
473,Fett::N,tuk,razv
474,Fett::N,masť,razv
475,Butter::N,maslo,voi
476,Öl::N,olej,voi
477,Salz::N,soľ,sol
478,Suppe::N,polievka,lem'
479,Suppe::N,polievka,keitoz
480,Honig::N,med,mezi
481,Milch::N,mlieko,maid
482,Tee::N,čaj,čai
483,Leder::N,koža,nahk
484,Wolle::N,vlna,vill
485,Stoff::N,súkno,kangaz
486,Nadel::N,ihla,negl
487,Faden::N,niť,nit'
488,Faden::N,vlákno,nit'
489,Knopf::N,gombík,nübl'
490,Knoten::N,uzol,sol'm
491,Farbe::N,farba,muju
492,Kleidung::N,šaty,sobad
493,Kleidung::N,šatstvo,sobad
494,Hemd::N,košeľa,paid
495,Kragen::N,golier,kagluz
496,Ärmel::N,rukáv,hijam
497,Hose::N,nohavice,štanad
498,Gürtel::N,pás,vö
499,Gürtel::N,opasok,vö
500,Mütze::N,čiapka,šapuk
501,Schuh::N,obuv,keng'
502,Schuh::N,topánka,keng'
503,Stiefel::N,čižma,sapug
504,Ring::N,prsteň,rengaz
505,Band::N,stuha,lentaine
506,Kamm::N,hrebeň,suga
507,Spiegel::N,zrkadlo,zerkol
508,Riemen::N,remeň,vö
509,Schnur::N,šnúra,nor
510,Leine::N,vodidlo,talutimnor
511,Decke::N,deka,sijakatuz
512,Decke::N,prikrývka,sijakatuz
513,Kissen::N,poduška,pöluz
514,Tuch::N,šatka,paik
515,Handtuch::N,uterák,käzipaik
516,Kraft::N,moc,vägi
517,Stärke::N,sila,vahvuz'
518,Gesundheit::N,zdravie,tervhuz
519,Krankheit::N,nemoc,läžund
520,Krankheit::N,choroba,läžund
521,Schmerz::N,bolesť,kibu
522,Wunde::N,rana,čapatez
523,Fieber::N,horúčka,säru
524,Arznei::N,liek,zel'l'
525,Brücke::N,most,sild
526,Brunnen::N,studňa,kaiv
527,Weide::N,pastva,omaluine
528,Pfad::N,chodník,tehut
529,Weg::N,cesta,te
530,Straße::N,hradská,te
531,Dorf::N,dedina,külä
532,Stadt::N,mesto,lidn
533,Brief::N,list,kirjeine
534,Buch::N,kniha,kirj
535,Buchstabe::N,litera,kirjam
536,Buchstabe::N,písmeno,kirjam
537,Zeitung::N,noviny,lehtez
538,Leben::N,život,elo
539,Tod::N,smrť,surm
540,Grab::N,hrob,kaum
541,Kirche::N,kostol,jumalanpert'
542,Sünde::N,hriech,grähk
543,Gott::N,boh,jumal
544,Arbeiter::N,robotník,radnik
545,Arbeiter::N,pracnovík,radnik
546,Chef::N,šéf,pämez'
547,Chef::N,riaditeľ,pämez'
548,Meister::N,majster,mastar
549,Arzt::N,lekár,lekar'
550,Lehrer::N,učiteľ,opendai
551,Geld::N,peniaze,rahad
552,Geschäft::N,obchod,biznes
553,Laden::N,obchod,lauk
554,Preis::N,cena,arv
555,Ware::N,tovar,tavar
556,Nutzen::N,osoh,liža
557,Nutzen::N,úžitok,liža
558,Reichtum::N,bohatstvo,kodielo
559,Reichtum::N,bohatstvo,kal'huz'
560,Welt::N,svet,mail'm
561,Land::N,územie,ma
562,Land::N,krajina,ma
563,Staat::N,štát,valdkund
564,König::N,kráľ,kunigaz
565,Macht::N,moc,vald
566,Macht::N,mocnosť,vald
567,Grenze::N,hranica,röun
568,Krieg::N,vojna,soda
569,Feind::N,nepriateľ,vihanik
570,Feind::N,nepriateľ,vastustai
571,Gewalt::N,násilie,vägivald
572,Kampf::N,boj,tora
573,Bogen[Waffe]::N,luk,taug
574,Pfeil::N,šíp,nol
575,Pfeil::N,strela,nol
576,Gewehr::N,puška,oružj
577,Fehler::N,omyl,viga
578,Fehler::N,chyba,viga
579,Lüge::N,lož,kelastuz
580,Schaden::N,ujma,pahuz'
581,Schaden::N,škoda,pahuz'
582,Unglück::N,nešťastie,bed
583,Unglück::N,nešťastie,gor'a
584,Schuld::N,vina,värhuz'
585,Schuld::N,previnenie,värhuz'
586,Alter::N,vek,igä
587,Schluss::N,záver,lop
588,Schluss::N,koniec,lop
589,Zeit::N,čas,aig
590,Tag::N,deň,päiv
591,Morgen::N,ráno,homendez
592,Mittag::N,poludnie,keskpäiv
593,Abend::N,večer,eht
594,Nacht::N,noc,ö
595,Woche::N,týždeň,nedal'
596,Monat::N,mesiac,ku
597,Jahr::N,rok,voz'
598,Frühling::N,jar,keväz'
599,Sommer::N,leto,keza
600,Herbst::N,jeseň,sügüz'
601,Winter::N,zima,tal'v
602,Januar::N,január,viluku
603,Februar::N,február,uhoku
604,März::N,marec,keväz'ku
605,April::N,apríl,sulaku
606,Mai::N,máj,semendku
607,Juni::N,jún,kezaku
608,Juli::N,júl,heinku
609,August::N,august,eloku
610,September::N,september,sügüz'ku
611,Oktober::N,október,reduku
612,November::N,november,kül'mku
613,Dezember::N,december,tal'vku
614,Montag::N,pondelok,ezmärg
615,Dienstag::N,utorok,tožnarg
616,Mittwoch::N,streda,koumanz'päiv
617,Donnerstag::N,štvrtok,nellänz'päiv
618,Freitag::N,piatok,pätnič
619,Freitag::N,piatok,videnz'päiv
620,Samstag::N,sobota,sobat
621,Sonntag::N,nedeľa,pühäpäiv
622,groß::A,veľký,sur'
623,groß::A,veľký,järed
624,klein::A,malý,pen'
625,klein::A,malý,pičuine
626,lang::A,dlhý,pit'k
627,kurz::A,krátky,lühüd
628,breit::A,široký,leved
629,schmal::A,úzky,kaid
630,dicht::A,hustý,tihed
631,dick[Gegenstand]::A,tlstý,paks
632,dünn::A,tenký,hoik
633,fein::A,jemný,hen
634,fest::A,pevný,luja
635,fest::A,pevný,ninev
636,flach::A,rovný,lapak
637,flach::A,plochý,lapak
638,glatt::A,hladký,siled
639,hart::A,tvrdý,kova
640,weich::A,mäkký,pehmed
641,rund::A,guľatý,kehker
642,rund::A,okrúhly,kehker
643,spitz::A,končitý,nügu
644,spitz::A,končitý,terav
645,scharf::A,ostrý,terav
646,stumpf::A,tupý,tül'c
647,schwer::A,ťažký,jüged
648,schön::A,pekný,čoma
649,schön::A,krásny,čoma
650,heiß::A,horúci,räk
651,warm::A,teplý,läm'
652,kalt::A,studený,vilu
653,kühl::A,chladný,raibak
654,kühl::A,chladný,viluhk
655,frisch::A,svieži,lahed
656,feucht::A,vlhký,neps
657,feucht::A,vlhký,toreh
658,feucht::A,zvlhnutý,neps
659,feucht::A,zvlhnutý,toreh
660,nass::A,mokrý,märg
661,trocken::A,suchý,kuiv
662,voll::A,plný,täuz'
663,leer::A,prázdny,joudai
664,offen::A,otvorený,avoin
665,offen::A,otvorený,avol'jaine
666,geschlossen::A,zavretý,saubaline
667,sauber::A,čistý,puhtaz
668,schmutzig::A,špinavý,redukaz
669,roh::A,surový,rohk
670,roh::A,surový,toreh
671,reif::A,zrelý,küps
672,lecker::A,chutný,magukaz
673,süß::A,sladký,maged
674,bitter::A,horký,karged
675,sauer::A,kyslý,muiged
676,hell::A,jasný,kirkas
677,hell::A,jasný,valgei
678,hell::A,svetlý,kirkas
679,hell::A,svetlý,valgei
680,dunkel::A,temný,pimed
681,schwarz::A,čierny,must
682,weiß::A,biely,vauged
683,rot::A,červený,rusked
684,gelb::A,žltý,pakuine
685,blau::A,modrý,sinine
686,blau::A,belasý,sinine
687,grün::A,zelený,vihand
688,grau::A,šedý,hahk
689,bunt::A,pestrý,kirjav
690,billig::A,lacný,odav
691,teuer::A,drahý,kalliž
692,wertvoll::A,cenný,arvokas
693,blind::A,slepý,soged
694,taub::A,hluchý,kurdiž
695,kräftig::A,silný,vägev
696,stark::A,silný,vahv
697,stark::A,silný,vägekaz
698,schwach::A,slabý,väll'
699,schwach::A,bezvládny,väll'
700,fett::A,tučný,razvakaz
701,schlank::A,štíhly,kapos
702,hübsch::A,šumný,čoma
703,hübsch::A,švárny,čoma
704,böse::A,zlý,äred
705,böse::A,zlý,käred
706,dumm::A,hlúpy,el'getoi
707,faul::A,lenivý,lašk
708,fleißig::A,snaživý,radonnavedii
709,fleißig::A,usilovný,radonnavedii
710,geizig::A,skupý,ažlak
711,geizig::A,lakomý,ažlak
712,klug::A,múdry,melev
713,klug::A,múdry,melekaz
714,klug::A,bystrý,melev
715,klug::A,bystrý,melekaz
716,geschickt::A,zručný,mahtokaz
717,geschickt::A,šikovný,mahtokaz
718,lieb::A,milý,izo
719,lieb::A,milý,sula
720,lustig::A,veselý,ilokaz
721,sanft::A,nežný,laskav
722,hungrig::A,lačný,näl'ghine
723,hungrig::A,hladný,näl'ghine
724,krank::A,chorý,läžui
725,krank::A,nemocný,läžui
726,nackt::A,nahý,alastoi
727,traurig::A,smutný,opalahine
728,lebendig::A,živý,eläb
729,gut::A,dobrý,hüvä
730,schlecht::A,zlý,huba
731,richtig::A,správny,oiged
732,schlimm::A,zlý,paha
733,schlimm::A,nepríjemný,paha
734,wahr::A,pravý,todesine
735,wahr::A,pravdivý,todesine
736,alt::A,starý,vanh
737,neu::A,nový,uz'
738,ehemalig::A,bývalý,edeline
739,alt[Lebewesen]::A,starý,ravaz
740,jung::A,mladý,nor'
741,arm::A,chudobný,gol'l'
742,reich::A,bohatý,elokaz
743,bekannt::A,známy,tutab
744,berühmt::A,slávny,tetab
745,berühmt::A,povestný,tetab
746,fremd::A,cudzí,veraz
747,verschieden::A,rôzny,erazvuitte
748,verschieden::A,rozličný,erazvuitte
749,nah::A,blízky,läheline
750,fern::A,ďaleký,edahaine
751,linker::A,ľavý,hura
752,rechter::A,pravý,oiged
753,anderer::A,iný,toine
754,anderer::A,druhý,toine
755,erster::A,prvý,ezmäine
756,zweiter::A,druhý,toine
757,dritter::A,tretí,koumanz'
758,letzter::A,ostatný,jäl'gmäine
759,letzter::A,posledný,jäl'gmäine
760,allein::ADV,sám,üksnäze
761,auf einmal::ADV,zároveň,ühten aigan
762,zusammen::ADV,spolu,ühtes
763,zusammen::ADV,spoločne,ühtes
764,lange::ADV,dlho,hätken
765,plötzlich::ADV,náhle,äkkid
766,sofort::ADV,hneď,kerdalaz
767,sofort::ADV,ihneď,kerdalaz
768,später::ADV,neskoršie,möhemba
769,jetzt::ADV,teraz,nügüd'
770,heute::ADV,dnes,tämbei
771,morgen::ADV,zajtra,homen
772,bald::ADV,skoro,pigai
773,dann::ADV,nato,sid'
774,dann::ADV,potom,sid'
775,gestern::ADV,včera,eglai
776,einst::ADV,kedysi,ende
777,einst::ADV,kedysi,kerdan
778,einst::ADV,niekedy,ende
779,einst::ADV,niekedy,kerdan
780,damals::ADV,vtedy,siloi
781,danach::ADV,potom,sid'
782,danach::ADV,podľa toho,sid'
783,vorher::ADV,napred,ende
784,vorher::ADV,predtým,ende
785,zuerst::ADV,najprv,ezmäi
786,einmal::ADV,raz,kerdan
787,einmal::ADV,jedenkrát,kerdan
788,manchmal::ADV,občas,erašti
789,manchmal::ADV,niekedy,erašti
790,oft::ADV,často,paksus
791,immer::ADV,vždy,kaiken
792,immer::ADV,ustavične,kaiken
793,niemals::ADV,nikdy,ei nikonz
794,hier::ADV,tu,täs
795,hier::ADV,tu,tägä
796,hierhin::ADV,sem,tänna
797,hierhin::ADV,tade,tänna
798,von hier::ADV,odtiaľto,täspäi
799,von hier::ADV,odtiaľto,sid'päi
800,dort::ADV,tam,sigä
801,dorthin::ADV,ta,sinna
802,dorthin::ADV,ta,nakkale
803,dorthin::ADV,tam,sinna
804,dorthin::ADV,tam,nakkale
805,geradeaus::ADV,rovno,kohtha
806,geradeaus::ADV,priamo,kohtha
807,vorwärts::ADV,napred,edehe
808,rückwärts::ADV,nazad,sel'gin
809,zurück::ADV,späť,tagaze
810,zurück::ADV,naspäť,tagaze
811,unten::ADV,dolu,alahan
812,unten::ADV,naspodku,alahan
813,hinab::ADV,dolu,alaz
814,hinab::ADV,dolu,alahaks
815,oben::ADV,hore,ülähän
816,oben::ADV,navrchu,ülähän
817,hinauf::ADV,hore,ülez
818,hinauf::ADV,hore,ülähäks
819,hinauf::ADV,navrch,ülez
820,hinauf::ADV,navrch,ülähäks
