,Concept_ID,pt,ta
706,letzter::A,final,கடைசி
707,letzter::A,último,கடைசி
708,allein::ADV,só,தனியாக
709,auf einmal::ADV,de vez,தடீரென்று
710,zusammen::ADV,juntos,சேர்ந்து
711,lange::ADV,muito tempo,அதிக நோம்
712,plötzlich::ADV,de repente,தடீரென்று
713,sofort::ADV,imediatamente,உடனடியாக
714,später::ADV,mais tarde,பிறகு
715,jetzt::ADV,agora,இப்பொழது
716,heute::ADV,hoje,இன்று
717,morgen::ADV,amanhã,நாளைக்கு
718,bald::ADV,logo,சீக்கிரம்
719,bald::ADV,breve,சீக்கிரம்
720,dann::ADV,então,அப்பொழுது
721,dann::ADV,depois,அப்பொழுது
722,gestern::ADV,ontem,நேற்று
723,einst::ADV,antigamente,ஒரே முறை
724,damals::ADV,então,அப்பொழுது
725,danach::ADV,logo,பிற்பாடு
726,danach::ADV,depois,பிற்பாடு
727,vorher::ADV,antes,முன்பாக
728,zuerst::ADV,primeiro,முதலில்
729,einmal::ADV,uma vez,ஒரே முறை
730,manchmal::ADV,às vezes,சில நேரங்களில்
731,oft::ADV,muitas vezes,அடிக்கடி
732,immer::ADV,sempre,எப்பொழுதும்
733,niemals::ADV,nunca,ஒருபோதும் இல்லை
734,hier::ADV,cá,இங்கே
735,hier::ADV,aqui,இங்கே
736,hierhin::ADV,para cá,இவ்விடத்திற்கு
737,von hier::ADV,daqui,இனி
738,dort::ADV,lá,அங்கே
739,dort::ADV,ali,அங்கே
740,dorthin::ADV,lá,அவ்விடத்திற்கு
741,dorthin::ADV,para lá,அவ்விடத்திற்கு
742,geradeaus::ADV,em frente,முன்னாலிருக்கும்
743,vorwärts::ADV,avante,முன்புறமாக
744,rückwärts::ADV,para trás,பின்னோக்கி
745,zurück::ADV,atrás,பின்பக்கம்
746,unten::ADV,debaixo,கீழாக
747,unten::ADV,em baixo,கீழாக
748,hinab::ADV,para baixo,கீழ் நோக்கி
749,oben::ADV,em cima,மேலே
750,hinauf::ADV,para cima,மேலே
751,überall::ADV,em toda parte,எல்லா இடத்திலும்
752,nicht::ADV,não,இல்லை
753,ein wenig::ADV,um pouco,கொஞ்சம்
754,ein wenig::ADV,um bocado,கொஞ்சம்
755,kaum::ADV,apenas,அரிதாக
756,sehr::ADV,muito,மிக்க
757,so::ADV,tão,மிகவும்
758,so::ADV,assim,மிகவும்
759,noch::ADV,ainda,இப்பொழுதும்
760,nur::ADV,só,மட்டும்
761,nur::ADV,apenas,மட்டும்
762,nur::ADV,somente,மட்டும்
763,schon::ADV,já,ஏற்கனவே
764,wieder::ADV,outra vez,மறுபடியும்
765,vergebens::ADV,em vão,வீண்
766,vor::PRP,diante de,முன்
767,hinter::PRP,atrás de,பின்பக்கம்
768,unter::PRP,sob,கீழே
769,unter::PRP,debaixo de,கீழே
770,durch::PRP,por,ஊடே
771,durch::PRP,através de,ஊடே
772,neben::PRP,junto de,அடுத்து
773,neben::PRP,ao lado de,அடுத்து
774,zwischen::PRP,entre,இடையில்
775,wegen::PRP,por,ஏனெனில்
776,wegen::PRP,por causa de,ஏனெனில்
777,dies::PRN,isto,இது
778,das::PRN,isso,அது
779,das::PRN,aquilo,அது
780,alles::PRN,todo,ஒவ்வொன்றும்
781,ich::PRN,eu,நான்
782,du::PRN,tu,நீ
783,er::PRN,ele,அவன்
784,wir::PRN,nós,நாம்
785,wir::PRN,nós,நாங்கள்
786,ihr::PRN,vós,நீங்கள்
787,ihr::PRN,vocês,நீங்கள்
788,sie::PRN,eles,அவர்கள்
789,was::FPRN,quê,என்ன
790,wer::FPRN,quem,யார்
791,wo::FADV,onde,எங்கே
792,wohin::FADV,aonde,எதற்கு
793,wohin::FADV,para onde,எதற்கு
794,wie::FADV,como,எப்படி
795,warum::FADV,porquê,ஏன்
796,warum::FADV,por que,ஏன்
797,wieviel::FNUM,quanto,எவ்வளவு
798,eins::NUM,um,ஒன்று
799,zwei::NUM,dois,இரண்டு
800,drei::NUM,três,மூன்று
801,vier::NUM,quatro,நான்கு
802,fünf::NUM,cinco,ஐந்து
803,sechs::NUM,seis,ஆறு
804,sieben::NUM,sete,ஏழு
805,acht::NUM,oito,எட்டு
806,neun::NUM,nove,ஒன்பது
807,zehn::NUM,dez,பத்து
808,elf::NUM,onze,பதினொன்று
809,zwölf::NUM,doze,பன்னிரண்டு
810,zwanzig::NUM,vinte,இருபது
811,dreißig::NUM,trinta,முப்பது
812,vierzig::NUM,quarenta,நாற்பது
813,fünfzig::NUM,cinquenta,ஐமபது
814,sechzig::NUM,sessenta,அறுபது
815,siebzig::NUM,setenta,எழுபது
816,achtzig::NUM,oitenta,எண்பது
817,neunzig::NUM,noventa,தொன்னூறு
818,hundert::NUM,cem,நூறு
819,hundert::NUM,cento,நூறு
820,tausend::NUM,mil,ஆயிரம்
821,und::CNJ,e,மற்றும்
822,oder::CNJ,ou,அல்லது
823,stehen::V,estar em pé,நில்
824,sitzen::V,estar sentado,உட்கார்
825,liegen::V,jazer,படு
826,liegen::V,estar deitado,படு
827,hängen::V,pender,தொங்கச் செய்
828,hängen::V,estar pendurado,தொங்கச் செய்
829,werden::V,tornar-se,ஆகு
830,passieren::V,acontecer,நிகழ்
831,beginnen::V,começar,ஆரம்பி
832,enden::V,acabar,முடி
833,enden::V,terminar,முடி
834,wechseln::V,variar,மாற்று
835,wechseln::V,alternar,மாற்று
836,aufgehen[Sonne]::V,nascer,உயர எழு
837,untergehen[Sonne]::V,pôr-se,பொறுத்து
838,scheinen[Sonne]::V,brilhar,பிரகாசி
839,donnern::V,trovejar,இடி
840,wehen::V,soprar,வீசு
841,strömen::V,correr,பாயதல்
842,fließen::V,fluir,நீரோட்டம் போக்கில் போ
843,sich drehen::V,girar,சுழல்
844,schwanken::V,oscilar,தள்ளாடு
845,schwingen::V,vibrar,ஆடு
846,fallen::V,cair,விழு
847,brennen::V,arder,எரி
848,rauchen::V,fumegar,பகை பிடி
849,regnen::V,chover,மழை பெய்
850,gefrieren::V,gelar,உறைந்துவிடு
851,gefrieren::V,congelar,உறைந்துவிடு
852,tauen::V,derreter,உருகு
853,tauen::V,descongelar,உருகு
854,schmelzen::V,fundir-se,உருகு
855,trocknen::V,secar,உலர்த்து
856,sieden::V,ferver,கொதிக்க வை
857,faulen::V,estragar-se,அழுகச் செய்
858,verfaulen::V,apodrecer,அழுகச் செய்
859,reißen::V,romper-se,திடீரென அறு
860,versinken::V,afundar-se,மூழ்கு
861,vergehen::V,passar,கடந்துசெல்
862,erscheinen::V,aparecer,தோன்றச்
863,verschwinden::V,desaparecer,மறைந்து போ
864,sinken::V,descer,பதைவுறு
865,abnehmen::V,diminuir,குறை
866,abnehmen::V,decrescer,குறை
867,zunehmen::V,crescer,உயர்த்து
868,zunehmen::V,aumentar,உயர்த்து
869,steigen::V,subir,உயர எழு
870,wachsen::V,crescer,வளர்
871,glänzen::V,brilhar,மிளிர்
872,funkeln::V,cintilar,பிரகாசி
873,lärmen::V,fazer barulho,கொம்பு
874,läuten::V,chocalhar,மணியொலியிசை
875,klingeln::V,tocar,மணி அடி
876,klirren::V,tinir,கிலுங்கு
877,brausen::V,bramar,இரைதல்
878,rauschen::V,murmurar,சலசலப்பு
879,rauschen::V,rumorejar,சலசலப்பு
880,klingen::V,soar,சிலம்புதல்
881,bellen::V,ladrar,குரை
882,heulen::V,uivar,ஊளையிடு
883,blasen::V,soprar,ஊது
884,pfeifen::V,assobiar,சீழ்க்கை எழப்பு
885,schreien::V,gritar,கூச்சலிடு
886,stöhnen::V,gemer,வேதனை
887,zittern::V,tremer,நடுங்கு
888,leben::V,viver,உயிருடனிரு
889,geboren werden::V,nascer,பிற
890,atmen::V,respirar,சுவாசி
891,trinken::V,beber,குடி
892,essen::V,comer,சாப்பிடு
893,schlucken::V,engolir,முழுங்கு
894,müde werden::V,cansar-se,கையயர்தல்
895,einschlafen::V,adormecer,தூங்க
896,schlafen::V,dormir,தூங்கு
897,aufwachen::V,acordar,எழுப்பு
898,aufstehen::V,levantar-se,எழுந்திரு
899,sich erholen::V,descansar,இளைப்பாறு
900,krank werden::V,adoecer,விழுதல்
901,krank werden::V,ficar doente,விழுதல்
902,krank sein::V,estar doente,நருக்கலாயிருக்க
903,schmerzen::V,doer,நோவுறு
904,husten::V,tossir,இருமு
905,genesen::V,convalescer,குணம் அடை
906,sterben::V,morrer,மரணமடை
907,umkommen::V,perecer,நசி
908,sich bewegen::V,mover-se,நகர்த்து
909,sich rühren::V,mexer-se,அசை
910,sich erheben::V,levantar-se,எழுந்து நில்
911,sich setzen::V,sentar-se,உட்கார்
912,hinfallen::V,cair,விழு
913,laufen::V,andar,நட
914,laufen::V,caminhar,நட
915,schreiten::V,andar,கவடுவைத்தல்
916,schreiten::V,caminhar,கவடுவைத்தல்
917,spazierengehen::V,passear,உலவு
918,eilen::V,apressar-se,விரைந்து
919,sich beeilen::V,apressar-se,அவசரப்படுத்து
920,sich beeilen::V,despachar-se,அவசரப்படுத்து
921,sausen::V,correr,விரைந்து செல்
922,rennen::V,correr,ஓடு
923,springen::V,saltar,குதி
924,klettern::V,trepar,ஏறு
925,schaukeln::V,baloiçar,தள்ளாடு
926,kriechen::V,rastejar,மெதுவாக நடந்து செல்
927,kriechen::V,arrastar-se,மெதுவாக நடந்து செல்
928,schwimmen::V,nadar,நீந்து
929,tauchen::V,mergulhar,மூழ்கி நீச்சலடி
930,rudern::V,remar,துடுப்புப் போடு
931,fahren::V,ir,ஓட்டு
932,fliegen::V,voar,பற
933,gehen::V,ir,போ
934,gehen::V,andar,போ
935,weggehen::V,partir,விலகிச் செல்
936,weggehen::V,ir-se embora,விலகிச் செல்
937,abfahren::V,sair,புறப்பட்டுச் செல்
938,abfahren::V,partir,புறப்பட்டுச் செல்
939,anhalten::V,parar,நின்றுவிடு
940,hineingehen::V,entrar,மறையச் செய்
941,eintreten::V,entrar,நுழை
942,kommen::V,vir,வா
943,ankommen::V,chegar,வநது சேர்
944,zurückkommen::V,voltar,திரும்பி வா
945,zurückkommen::V,regressar,திரும்பி வா
946,bleiben::V,ficar,இரு
947,bleiben::V,permanecer,இரு
948,warten::V,esperar,தாமதி
949,erwarten::V,esperar,எதிர்நோக்கு
950,erwarten::V,aguardar,எதிர்நோக்கு
951,suchen::V,buscar,தேடு
952,suchen::V,procurar,தேடு
953,finden::V,achar,கண்டுபிடி
954,finden::V,encontrar,கண்டுபிடி
955,versuchen::V,tentar,முயற்சி செய்
956,vorbereiten::V,preparar,ஆயத்தம் செய்
957,lieben::V,amar,அன்பு செலுத்து
958,lieben::V,querer,அன்பு செலுத்து
959,mögen::V,gostar de,விரும்பு
960,lachen::V,rir,சிரி
961,lachen::V,rir-se,சிரி
962,rühren::V,comover,இதயத்தைத் தொடு
963,weinen::V,chorar,அழு
964,schimpfen::V,ralhar,சாபமிடு
965,sich ärgern::V,zangar-se,கோப்பபடு
966,sich fürchten::V,ter medo de,பயப்படு
967,sich fürchten::V,ter receio de,பயப்படு
968,fürchten::V,temer,பயப்படுத்து
969,fürchten::V,recear,பயப்படுத்து
970,fliehen::V,fugir,ஓடு
971,flüchten::V,refugiar-se,தப்பிவிடு
972,sehen::V,ver,பார்
973,anschauen::V,olhar,கூர்ந்து கவனி
974,ansehen::V,mirar,கவனி
975,hören::V,ouvir,கேள்
976,zuhören::V,escutar,சுவைத்துப் பார்
977,probieren::V,provar,ருசி
978,probieren::V,saborear,ருசி
979,riechen::V,cheirar,முகர்ந்து பார்
980,fühlen::V,sentir,தொட்டுணர்
981,scheinen::V,parecer,காணப்படு
982,zu sehen sein::V,estar à vista,தோன்றுதல்
983,vernehmen::V,ouvir,கேள்
984,frieren::V,ter frio,குதுகுதுகு
985,tun::V,fazer,செய்
986,können::V,saber,இயல்வது
987,wollen::V,querer,விரும்பு
988,anfangen::V,iniciar,தொடங்கு
989,beenden::V,acabar,முடி
990,beenden::V,terminar,முடி
991,aufhören::V,cessar,நிறுத்து
992,aufhören::V,desistir,நிறுத்து
993,gelingen::V,sair bem,வெற்றி
994,gelingen::V,dar bom resultado,வெற்றி
995,geraten::V,sair,ஏற்படுத்து
996,geraten::V,dar resultado,ஏற்படுத்து
997,öffnen::V,abrir,திற
998,schließen::V,fechar,மூடு
999,stellen::V,pôr,வை
1000,stellen::V,colocar,வை
1001,setzen::V,pôr,வை
1002,setzen::V,meter,வை
1003,legen::V,pôr,பரப்பி வை
1004,legen::V,meter,பரப்பி வை
1005,berühren::V,tocar,பதி
1006,verbinden::V,unir,சேர்
1007,verbinden::V,ligar,சேர்
1008,bedecken::V,cobrir,உறைபோடு
1009,aufhängen::V,pendurar,தொங்கவிடு
1010,anzünden::V,acender,எரியூட்டு
1011,aufheben::V,apanhar,பொறுக்கி எடு
1012,aufheben::V,levantar,பொறுக்கி எடு
1013,zurücklassen::V,deixar,விட்டுச் செல்
1014,verlieren::V,perder,இழ
1015,fallen lassen::V,deixar cair,அளவில் குறைவு
1016,machen::V,fazer,தயார்செய்
1017,herstellen::V,produzir,உற்பத்தி செய்
1018,bauen::V,edificar,கட்டு
1019,bauen::V,construir,கட்டு
1020,reparieren::V,reparar,பழுது பார்
1021,reparieren::V,consertar,பழுது பார்
1022,verbessern::V,melhorar,மேம்படுத்து
1023,ändern::V,mudar,மாற்றி அமை
1024,ändern::V,alterar,மாற்றி அமை
1025,graben::V,cavar,குழி வெட்டு
1026,beugen::V,curvar,வனை
1027,biegen::V,vergar,வனை
1028,drehen::V,girar,சுழல்
1029,wenden::V,virar,குடைகவிழு
1030,wenden::V,voltar,குடைகவிழு
1031,umdrehen::V,virar,சுற்றும் முற்றும் பார்
1032,umdrehen::V,revolver,சுற்றும் முற்றும் பார்
1033,heben::V,levantar,தூக்கு
1034,hochheben::V,erguer,தூக்கு
1035,hochheben::V,levantar,தூக்கு
1036,ergreifen::V,apanhar,பறி
1037,halten::V,segurar,பிடித்துக் கொள்
1038,drücken::V,apertar,அழுத்து
1039,schieben::V,empurrar,தள்ளு
1040,kratzen::V,raspar,கீறு
1041,lecken::V,lamber,நக்கு
1042,beißen::V,morder,கடி
1043,abreißen::V,arrancar,கிழி
1044,abschneiden::V,talhar,வெட்டி எடு
1045,binden::V,ligar,கட்டு
1046,stecken::V,meter,பதிய வை
1047,stecken::V,enfiar,பதிய வை
1048,brechen::V,romper,உடை
1049,brechen::V,quebrar,உடை
1050,klopfen::V,bater,தட்டு
1051,hauen::V,bater,அடி
1052,kleben::V,colar,ஒட்டு
1053,reiben::V,esfregar,தேய்
1054,streichen::V,barrar,பரவச்செய்
1055,schleifen::V,afiar,அரை
1056,schneiden::V,cortar,துண்டாக்கு
1057,rütteln::V,sacudir,மெல்ல தள்ளு
1058,schütteln::V,abanar,குலுக்கு
1059,schütteln::V,sacudir,குலுக்கு
1060,schwenken::V,agitar,ஊஞ்சலாடு
1061,schütten::V,deitar,ஊற்று
1062,füllen::V,encher,நிரப்பு
1063,einwickeln::V,envolver,சுற்று
1064,einwickeln::V,embrulhar,சுற்று
1065,tragen::V,levar,எடுத்துச் செல்
1066,tragen::V,trazer,எடுத்துச் செல்
1067,schleppen::V,arrastar,இழுத்துச் செல்
1068,ziehen::V,puxar,இழு
1069,aufbewahren::V,guardar,வைத்துக் கொள்
1070,aufbewahren::V,conservar,வைத்துக் கொள்
1071,werfen::V,lançar,வீசி எறி
1072,fangen::V,apanhar,பிடி
1073,packen::V,agarrar,பிடித்துக்கொள்
1074,verstecken::V,esconder,மறை
1075,teilen::V,partir,பாகங்களாகப் பிரி
1076,teilen::V,dividir,பாகங்களாகப் பிரி
1077,schicken::V,enviar,அனுப்பு
1078,bringen::V,trazer,கொண்டு வா
1079,hinzufügen::V,acrescentar,சேர்
1080,bekommen::V,obter,பெறு
1081,erhalten::V,receber,பெறு
1082,nehmen::V,tomar,எடு
1083,wählen::V,eleger,தேர்ந்தெடு
1084,wählen::V,escolher,தேர்ந்தெடு
1085,auswählen::V,escolher,தேர்ல்தெடு
1086,auswählen::V,seleccionar,தேர்ல்தெடு
1087,bewahren::V,guardar,கெடாது பேணு
1088,bewahren::V,conservar,கெடாது பேணு
1089,behindern::V,impedir,தடங்கல் செய்
1090,verderben::V,estragar,நாசமாக்கு
1091,verderben::V,corromper,நாசமாக்கு
1092,beschädigen::V,danificar,சேதப்படுத்து
1093,zerbrechen::V,romper,உடை
1094,zerbrechen::V,quebrar,உடை
1095,zerreißen::V,rasgar,கிழி
1096,zerstören::V,destruir,அழி
1097,verbrennen::V,queimar,எரியூட்டு
1098,geben::V,dar,கொடு
1099,reichen::V,passar,வழங்கு
1100,schenken::V,oferecer,மொயத்தல்
1101,versprechen::V,prometer,உறுதியளி
1102,wünschen::V,desejar,ஆசைப்படு
1103,loben::V,louvar,புகழ்ச்சி கூறு
1104,küssen::V,beijar,முத்தமிடு
1105,wiegen::V,embalar,ஆட்டுத்தல்
1106,zudecken::V,tapar,உறைபோடு
1107,zudecken::V,cobrir,உறைபோடு
1108,wecken::V,acordar,எழுப்பு
1109,wecken::V,despertar,எழுப்பு
1110,zeigen::V,mostrar,காட்டு
1111,führen::V,guiar,வழிகாட்டி
1112,führen::V,conduzir,வழிகாட்டி
1113,lehren::V,ensinar,சொல்லிக் கொடு
1114,unterrichten::V,instruir,அறிவுரை கூறு
1115,aufziehen::V,criar,வளர்
1116,leiten::V,dirigir,அழைத்துச் செல்
1117,leiten::V,conduzir,அழைத்துச் செல்
1118,antreiben::V,impelir,தூண்டு
1119,lassen::V,fazer,விடு
1120,einladen::V,convidar,அழை
1121,vereinigen::V,unir,ஒன்றாகச் சேர்
1122,vereinigen::V,reunir,ஒன்றாகச் சேர்
1123,besuchen::V,ir ver,வருகை புரி
1124,besuchen::V,visitar,வருகை புரி
1125,treffen::V,encontrar,சந்தி
1126,sich versammeln::V,reunir-se,தொகுப்பு
1127,spielen::V,jogar,விளையாடு
1128,spielen::V,brincar,விளையாடு
1129,singen::V,cantar,பாடு
1130,tanzen::V,bailar,நடனமாடு
1131,sich trennen::V,apartar-se,தனிப்படடுத்து
1132,verlassen::V,deixar,கைவிடு
1133,verlassen::V,abandonar,கைவிடு
1134,retten::V,salvar,காப்பாற்று
1135,bewachen::V,vigiar,காவல் செய்
1136,bewachen::V,guardar,காவல் செய்
1137,schützen::V,proteger,பாதுகாப்பு செய்
1138,verteidigen::V,defender,எதிர்த்து நில்
1139,sich schlagen::V,brigar,பூசலிடு
1140,sich schlagen::V,bater-se,பூசலிடு
1141,schießen::V,disparar,சுட்டுக் கொல்
1142,siegen::V,vencer,வெற்றி பெறு
1143,ärgern::V,irritar,எரிச்சலூட்டு
1144,ärgern::V,aborrecer,எரிச்சலூட்டு
1145,schlagen::V,bater,அடி
1146,treten::V,pisar,உதை
1147,stechen::V,picar,கொட்டு
1148,stoßen::V,empurrar,நெருக்கு
1149,stehlen::V,furtar,திருடு
1150,stören::V,perturbar,தொல்லைகொடு
1151,belästigen::V,incomodar,தொல்லை கொடு
1152,belästigen::V,importunar,தொல்லை கொடு
1153,verbergen::V,ocultar,மறை
1154,verbergen::V,esconder,மறை
1155,täuschen::V,iludir,ஏமாற்று
1156,täuschen::V,enganar,ஏமாற்று
1157,betrügen::V,burlar,ஏமாற்று
1158,betrügen::V,enganar,ஏமாற்று
1159,töten::V,matar,கொல்
1160,wohnen::V,morar,தங்கியிரு
1161,arbeiten::V,trabalhar,வேலை செய்
1162,sammeln::V,recolher,ஒன்றுசேர்
1163,sammeln::V,coleccionar,ஒன்றுசேர்
1164,pflücken::V,colher,கொய்து எடு
1165,jagen::V,caçar,வேட்டையாடு
1166,fischen::V,pescar,மீன் பிடி
1167,fassen::V,apanhar,பிடி
1168,hüten::V,guardar,காவல் செய்
1169,treiben::V,conduzir,ஓட்டு
1170,anbinden::V,atar,கட்டு
1171,füttern::V,dar de comer a,உணவளி
1172,melken::V,ordenhar,பால் கற
1173,hacken::V,rachar,வெட்டி எடு
1174,gießen::V,regar,நீர்ப் பாய்ச்சு
1175,reifen::V,amadurecer,பழு
1176,zubereiten::V,preparar,சமையல் செய்
1177,kochen::V,cozer,வேகவை
1178,backen::V,cozer,வெப்பத்தில் வாட்டு
1179,braten::V,assar,பொரியச் செய்
1180,braten::V,fritar,பொரியச் செய்
1181,umrühren::V,remexer,கலக்கு
1182,stricken::V,tricotar,பின்னியிழை
1183,stricken::V,fazer malha,பின்னியிழை
1184,nähen::V,coser,தையல் வேலை செய்
1185,nähen::V,costurar,தையல் வேலை செய்
1186,färben::V,tingir,வண்ணம் பெறச் செய்
1187,färben::V,colorir,வண்ணம் பெறச் செய்
1188,reinigen::V,limpar,சுத்தம் செய்
1189,reinigen::V,purificar,சுத்தம் செய்
1190,waschen::V,lavar,கழுவு
1191,abwischen::V,limpar,துடை
1192,abwischen::V,esfregar,துடை
1193,spülen::V,lavar,அலசு
1194,spülen::V,enxaguar,அலசு
1195,fegen::V,varrer,பெறுக்கு
1196,kehren::V,varrer,பெறுக்கு
1197,baden::V,banhar,குளி
1198,baden::V,tomar banho,குளி
1199,sich waschen::V,lavar-se,கழுவு
1200,ausziehen::V,despir,கழற்று
1201,anziehen::V,vestir,புனைதல்
1202,sich anziehen::V,vestir-se,உடுத்துதல்
1203,kämmen::V,pentear,தலை வாரிக் கொள்
1204,schmücken::V,adornar,அழகுபடுத்து
1205,sagen::V,dizer,சொல்
1206,sprechen::V,falar,பேசு
1207,reden::V,falar,பெசு
1208,sich unterhalten::V,conversar,இயல்பாக பேசிக்கொண்டிரு
1209,fragen::V,perguntar,கேள்
1210,bitten::V,pedir,வேண்டு
1211,erzählen::V,contar,சொல்
1212,mitteilen::V,comunicar,சொல்
1213,mitteilen::V,participar,சொல்
1214,nennen::V,nomear,பெயரிடுதல்
1215,nennen::V,apelidar,பெயரிடுதல்
1216,rufen::V,chamar,கூச்சலிடு
1217,prahlen::V,gabar-se,தற்பெருமை பேசு
1218,prahlen::V,vangloriar-se,தற்பெருமை பேசு
1219,übersetzen::V,traduzir,மொழிபெயர்ப்பு செய்
1220,denken::V,pensar,யோசி
1221,glauben::V,crer,நம்பு
1222,bemerken::V,notar,கவனி
1223,bemerken::V,observar,கவனி
1224,erkennen::V,reconhecer,அடையாளம் கண்டுகொள்
1225,begreifen::V,apreender,பற்றிக்கொள்
1226,begreifen::V,compreender,பற்றிக்கொள்
1227,verstehen::V,entender,புரிந்து கொள்
1228,verstehen::V,compreender,புரிந்து கொள்
1229,lernen::V,aprender,கற்றுக்கொள்
1230,wissen::V,saber,தெரிந்திரு
1231,sich erinnern an::V,lembrar-se de,நினைவு கூர்
1232,sich erinnern an::V,recordar-se de,நினைவு கூர்
1233,vergessen::V,esquecer,மற
1234,messen::V,medir,அளவிடு
1235,zählen::V,contar,எண்ணு
1236,rechnen::V,calcular,கணக்கிடு
1237,lesen::V,ler,படி
1238,malen::V,pintar,வண்ணச்சித்திரம்
1239,zeichnen::V,desenhar,வரை
1240,schreiben::V,escrever,எழுது
1241,besitzen::V,possuir,உடைமையாகக் கொண்டிரு
1242,kaufen::V,comprar,வாங்கு
1243,verkaufen::V,vender,விற்பனை செய்
1244,bezahlen::V,pagar,இறுத்தல்
1245,zahlen::V,pagar,பணம் செலுத்து
1246,beherrschen::V,imperar,ஆட்சிசெய்
1247,ertragen::V,suportar,தாங்கு
