,Concept_ID,ta,hi
238,Katze::N,பூனை,बिल्ली
239,Bär::N,கரடி,रीछ
240,Bär::N,கரடி,भालू
241,Eichhörnchen::N,அணில்,गिलहरी
242,Elch::N,கடம்பை,एल्क
243,Fuchs::N,நரி,लोमड़ी
244,Hase::N,முயல்,खरहा
245,Hase::N,முயல்,ख़रगोश
246,Maus::N,எலி,मूष
247,Maus::N,எலி,चूहा
248,Wolf::N,ஓநாய்,वृक
249,Wolf::N,ஓநாய்,भेड़िया
250,Vogel::N,பறவை,पक्षी
251,Vogel::N,பறவை,चिड़िया
252,Schwarm::N,தொகுதி,झुंड
253,Huhn::N,கோழிக்குஞசு,मुर्ग़ी
254,Hahn::N,சேவல்,मुर्ग़ा
255,Gans::N,பெண் வாத்து,हंस
256,Gans::N,பெண் வாத்து,हंसिनी
257,Adler::N,பருநது,उक़ाब
258,Ente::N,வாத்து,बतख़
259,Ente::N,வாத்து,बत्तक
260,Eule::N,ஆந்தை,उल्लू
261,Kranich::N,நாரை,सारस
262,Kranich::N,நாரை,क्रौंंच
263,Krähe::N,காகம்,काक
264,Kuckuck::N,குயில்,कोयल
265,Kuckuck::N,குயில்,कोकिल
266,Schwan::N,அன்னம்,हंस
267,Schwan::N,அன்னம்,मराल
268,Fisch::N,மீன்,मछली
269,Fisch::N,மீன்,मत्स्य
270,Barsch::N,பேர்ச்,पर्च
271,Hecht::N,கோலாச்சி மீன்,पाइक
272,Schlange[Tier]::N,பாம்பு,सर्प
273,Wurm::N,புழு,कृमि
274,Wurm::N,புழு,कीड़ा
275,Spinne::N,சிலந்தி,लूता
276,Spinne::N,சிலந்தி,मकड़ी
277,Ameise::N,எறும்பு,चींटी
278,Laus::N,பேன்,जूँ
279,Mücke::N,கொசுவினப்பூச்சி,डाँस
280,Fliege::N,ஈ,मक्खी
281,Fliege::N,ஈ,मक्षिका
282,Schmetterling::N,வண்ணத்துப்பூச்சி,तितली
283,Beere::N,சதைப்பழம்,बेरी
284,Apfel::N,ஆப்பிள பழம்,सेब
285,Pilz::N,காளான்,खुंबी
286,Zwiebel::N,வெங்காயம்,प्याज़
287,Saat::N,விதை,बीज
288,Korn::N,தானியம்,दाना
289,Heu::N,வைக்கோல்,मूखी घास
290,Schale::N,தோல்,बकला
291,Schale::N,தோல்,छिलका
292,Grube::N,குழி,गड्ढा
293,Falle::N,பொறி,जाल
294,Falle::N,பொறி,फँदा
295,Schlinge::N,கண்ணி,फँदा
296,Spur::N,சுவடு,सुराग़
297,Spur::N,சுவடு,पद-चिह्न
298,Asche::N,சாம்பல்,राख
299,Dreck::N,அழுக்கு,मैल
300,Dreck::N,அழுக்கு,गंदगी
301,Eisen::N,இரும்பு,लोहा
302,Gold::N,தங்கம்,सोना
303,Gold::N,தங்கம்,स्वर्ण
304,Silber::N,வெள்ளி,रजत
305,Silber::N,வெள்ளி,चाँदी
306,Kohle::N,நிலக்கரி,कोयला
307,Glas::N,கண்ணாடி,काँच
308,Lehm::N,களிமண்,चिकनी मिट्टी
309,Sand::N,மணல்,रेत
310,Sand::N,மணல்,बालू
311,Mensch::N,மனிதர்கள்,मानव
312,Mensch::N,மனிதர்கள்,इनसान
313,Mensch::N,மனிதர்கள்,मनुष्य
314,Mann::N,மனிதன்,आदमी
315,Mann::N,மனிதன்,पुरुष
316,Frau::N,பெண்,औरत
317,Frau::N,பெண்,महिला
318,Frau::N,பெண்,स्त्री
319,Kind::N,குழந்தை,बाल
320,Kind::N,குழந்தை,बच्चा
321,Junge::N,பையன்,लड़का
322,Mädchen::N,சிறுமி,लड़की
323,Mädchen::N,சிறுமி,कुमारी
324,Familie::N,குடும்பம்,परिवार
325,Großvater::N,தாத்தா,दादा
326,Großmutter::N,பாட்டி,नानी
327,Eltern::N,பெற்றோர்,माँ-बाप
328,Eltern::N,பெற்றோர்,माता-पिता
329,Vater::N,தந்தை,बाप
330,Vater::N,தந்தை,पिता
331,Mutter::N,தாய்,माँ
332,Mutter::N,தாய்,माता
333,Sohn::N,மகன்,बेटा
334,Sohn::N,மகன்,पुत्र
335,Tochter::N,மகள்,बेटी
336,Tochter::N,மகள்,पुत्री
337,Bruder::N,சகோதரன்,भाई
338,Bruder::N,சகோதரன்,भ्राता
339,Schwester::N,அக்கா,बहन
340,Schwester::N,அக்கா,भगिनी
341,Onkel::N,தாய் மாமன்,ताऊ
342,Onkel::N,தாய் மாமன்,काका
343,Tante::N,அத்தை,बूआ
344,Tante::N,அத்தை,फूफी
345,Tante::N,அத்தை,ख़ाला
346,Ehemann::N,கணவன்,पति
347,Ehemann::N,கணவன்,शौहर
348,Ehefrau::N,மனைவி,बीवी
349,Freude::N,கொண்டாட்டம்,आनंद
350,Freude::N,கொண்டாட்டம்,प्रसन्नता
351,Gelächter::N,சிரிப்பு,हँसी
352,Gelächter::N,சிரிப்பு,क़हक़हा
353,Glück::N,மகிழ்ச்சி,आनंद
354,Glück::N,மகிழ்ச்சி,ख़ुशी
355,Kummer::N,துயரம்,शोक
356,Kummer::N,துயரம்,दुःख
357,Wunsch::N,விருப்பம்,इच्छा
358,Wunsch::N,விருப்பம்,अभिलाषा
359,Lust::N,விருப்பம்,चाह
360,Lust::N,விருப்பம்,कामना
361,Geist::N,ஆன்மா,जान
362,Geist::N,ஆன்மா,प्राण
363,Gedanke::N,எண்ணம்,विचार
364,Gedächtnis::N,ஞாபகம்,याददाश्त
365,Gedächtnis::N,ஞாபகம்,स्मरण-शक्ति
366,Verstand::N,மனம்,समझ
367,Verstand::N,மனம்,अक़्ल
368,Verstand::N,மனம்,बुद्धि
369,Sinn::N,அர்த்தம்,अर्थ
370,Grund::N,காரணம்,वजह
371,Grund::N,காரணம்,कारण
372,Wahrheit::N,உண்நை,सत्य
373,Wahrheit::N,உண்நை,सच्चाई
374,Gespräch::N,பெசு,चर्चा
375,Gespräch::N,பெசு,वार्ता
376,Gespräch::N,பெசு,बात-चीत
377,Märchen::N,நம்பத்தகாத கதை,क़िस्सा
378,Erzählung::N,கதை,कथा
379,Erzählung::N,கதை,कहानी
380,Nachricht::N,செய்தி,सूचना
381,Nachricht::N,செய்தி,समाचार
382,Neuigkeit::N,செய்தி,ख़बर
383,Neuigkeit::N,செய்தி,समाचार
384,Name::N,பெயர்,नाम
385,Rätsel::N,புதிர்,पहेली
386,Rede::N,பேச்சு,वचन
387,Rede::N,பேச்சு,भाषण
388,Sprache::N,மொழி,भाषा
389,Sprache::N,மொழி,ज़बान
390,Stimme::N,குரல்,स्वर
391,Stimme::N,குரல்,आवाज़
392,Wort::N,வார்த்தை,शब्द
393,Wort::N,வார்த்தை,लफ़्ज़
394,Zeichen::N,குறி,निशान
395,Ruf::N,அழைப்பு,पुकार
396,Ruf::N,அழைப்பு,आह्वान
397,Lärm::N,சத்தம்,शोर
398,Lärm::N,சத்தம்,हुल्लड़
399,Laut::N,ஒலி,स्वर
400,Laut::N,ஒலி,ध्वनि
401,Ton::N,குரல்,सुर
402,Ton::N,குரல்,स्वर
403,Lied::N,பாட்டு,गीत
404,Ruhe::N,அமைதி,आराम
405,Ruhe::N,அமைதி,ख़ामोशी
406,Leute::N,மக்கள்,लोग
407,Volk::N,மக்கள்,क़ौम
408,Volk::N,மக்கள்,प्रजा
409,Arbeit::N,வேலை,काम
410,Gast::N,விருந்தாளி,अतिथि
411,Gast::N,விருந்தாளி,मेहमान
412,Geschenk::N,பரிசுப் பொருள்,उपहार
413,Geschenk::N,பரிசுப் பொருள்,तोहफ़ा
414,Spiel::N,விளையாட்டு,खेल
415,Spiel::N,விளையாட்டு,क्रीड़ा
416,Gesellschaft::N,சமுதாயம்,साथ
417,Hilfe::N,உதவி,मदद
418,Hilfe::N,உதவி,सहायता
419,Freund::N,நண்பன்,मित्र
420,Kamerad::N,உடனிருப்பவன்,साथी
421,Kamerad::N,உடனிருப்பவன்,कामरेड
422,Angelegenheit::N,செய்தி,बात
423,Angelegenheit::N,செய்தி,मामला
424,Anzahl::N,எண்ணிக்கை,तादाद
425,Anzahl::N,எண்ணிக்கை,संख्या
426,Art::N,வகை,तरह
427,Art::N,வகை,क़िस्म
428,Stück::N,துண்டம்,फाँक
429,Stück::N,துண்டம்,टुकड़ा
430,Teil::N,பகுதி,भाग
431,Teil::N,பகுதி,हिस्सा
432,Hälfte::N,பாதி,अर्धभाग
433,Kreis::N,வட்டம்,चक्कर
434,Kreuz::N,சிலுவை,सलीब
435,Kreuz::N,சிலுவை,क्रूस
436,Linie::N,கோடு,लाइन
437,Strich::N,வாத நோய்,लकीर
438,Abstand::N,இடைவெளி,अंतर
439,Abstand::N,இடைவெளி,फ़ासला
440,Entfernung::N,தூரம்,दूरी
441,Entfernung::N,தூரம்,फ़ासला
442,Gegend::N,வட்டாரம்,इलाक़ा
443,Platz::N,வெற்றிடம்,जगह
444,Platz::N,வெற்றிடம்,स्थान
445,Ort::N,இடம்,स्थल
446,Ort::N,இடம்,स्थान
447,Seite::N,பக்கம்,ओर
448,Seite::N,பக்கம்,तरफ़
449,Mitte::N,இடைப்பகுதி,बीच
450,Mitte::N,இடைப்பகுதி,मध्य
451,Gegenstand::N,உருப்படி,चीज़
452,Gegenstand::N,உருப்படி,पदार्थ
453,Sache::N,பொருள்,चीज़
454,Sache::N,பொருள்,वस्तु
455,Rand::N,தொங்கு,छोर
456,Rand::N,தொங்கு,उपांत
457,Kante::N,விளிம்பு,कोर
458,Kante::N,விளிம்பு,किनारा
459,Ecke::N,மூலை,कोना
460,Ecke::N,மூலை,नुक्कड़
461,Spitze::N,முனை,नोक
462,Ende::N,முடிவு,छोर
463,Ende::N,முடிவு,सिरा
464,Loch::N,துளை,छेद
465,Loch::N,துளை,सूराख़
466,Winkel::N,கோணம்,कोण
467,Winkel::N,கோணம்,कोना
468,Muster::N,பாங்கு,नमूना
469,Muster::N,பாங்கு,डिज़ाइन
470,Größe::N,அளவு,परिमाण
471,Größe::N,அளவு,विस्तार
472,Länge::N,நீளம்,लंबाई
473,Höhe::N,உயரம்,ऊँचाई
474,Höhe::N,உயரம்,उच्चता
475,Gewicht::N,எடை,भार
476,Gewicht::N,எடை,वज़न
477,Menge::N,தொகை,मात्रा
478,Haufen::N,குவியல்,ढेर
479,Haufen::N,குவியல்,अंबार
480,Reihe::N,வரிசை,क़तार
481,Reihe::N,வரிசை,पंक्ति
482,Boot::N,படகு,नाव
483,Boot::N,படகு,नौका
484,Ruder::N,துடுப்பு,चप्पू
485,Schlitten::N,சகடையிலா வண்டி,बर्फ़-गाड़ी
486,Ski::N,பனிச் சறுக்கல்,स्की
487,Lagerfeuer::N,மூட்டம்,अलाव
488,Lagerfeuer::N,மூட்டம்,कैंप-फ़ायर
489,Last::N,பாரம்,भार
490,Gang::N,நடை,चाल
491,Schritt::N,காலடி,डग
492,Schritt::N,காலடி,क़दम
493,Norden::N,வடக்கு,उत्तर
494,Süden::N,தெற்கு,दक्खिन
495,Westen::N,மேற்கு திசை,पश्चिम
496,Osten::N,கிழக்கு,पूरब
497,Holz::N,மரக்கட்டை,काठ
498,Holz::N,மரக்கட்டை,काष्ठ
499,Brett::N,பலகை,पटरा
500,Brett::N,பலகை,तख़्ता
501,Platte::N,பலகம்,फलक
502,Platte::N,பலகம்,तख़्ता
503,Stütze::N,அடைப்புகன்,टेक
504,Stütze::N,அடைப்புகன்,थूनी
505,Stange::N,கம்பம்,छड़
506,Stange::N,கம்பம்,बाँस
507,Stock::N,குச்சி,लाठी
508,Stab::N,கம்பு,लग्गा
509,Rohr::N,குழாய்,नल
510,Haus::N,வீடு,घर
511,Haus::N,வீடு,मकान
512,Heim::N,வீடு,घर
513,Heim::N,வீடு,गृह
514,Ofen::N,அடுப்பு,चूल्हा
515,Fußboden::N,தரை,फ़र्श
516,Tisch::N,மேசை,मेज़
517,Stuhl::N,நாற்காலி,कुरसी
518,Wiege::N,தொட்டில்,पालना
519,Wiege::N,தொட்டில்,हिंडोला
520,Bett::N,படுக்கை,खाट
521,Bett::N,படுக்கை,पलंग
522,Regal::N,அலமாரி,शेल्फ़
523,Kiste::N,பெட்டி,पेटी
524,Kiste::N,பெட்டி,डिब्बा
525,Fenster::N,சாளரம்,खिड़की
526,Tür::N,கதவு,द्वार
527,Tür::N,கதவு,दरवाज़ा
528,Tor::N,வாசற்கதவு,फाटक
529,Zaun::N,வேலி,बाड़ा
530,Dach::N,கூரை,छत
531,Dach::N,கூரை,छप्पर
532,Leiter::N,ஏணி,सीढ़ी
533,Besen::N,விளக்குமாறு,झाड़ू
534,Besen::N,விளக்குமாறு,बुहारी
535,Spaten::N,மண்வெட்டி,कुदाल
536,Schaufel::N,அடிதண்டா,बेलचा
537,Schaufel::N,அடிதண்டா,फावड़ा
538,Gabel::N,முட்கரண்டி,काँटा
539,Löffel::N,கரண்டி,चम्मच
540,Messer::N,கத்தி,छुरा
541,Messer::N,கத்தி,चाक़ू
542,Nagel::N,ஆணி,कील
543,Nagel::N,ஆணி,मेख़
544,Netz::N,வலை,जाल
545,Haken::N,கொக்கி,अंकुश
546,Griff::N,கைப்பிடி,मूठ
547,Griff::N,கைப்பிடி,हत्था
548,Schloss::N,பூட்டு,ताला
549,Bild::N,படம்,चित्र
550,Figur::N,எண்ணிக்கை,मूर्ति
551,Puppe::N,பொம்மை,पुतली
552,Puppe::N,பொம்மை,गुड़िया
553,Beutel::N,பை,झोला
554,Bündel::N,பொதி,पुलिंदा
555,Tasche::N,பை,बेग
556,Tasche::N,பை,बस्ता
557,Eimer::N,வாளி,बाल्टी
558,Deckel::N,உறை,ढक्कन
559,Geschirr::N,பாத்திரம்,बरतन-भाँड़े
560,Sack::N,பை,बोरा
561,Tasse::N,கிண்ணம்,प्याला
562,Topf::N,பானை,देग़चा
563,Kessel::N,கெண்டி,देग़
564,Kessel::N,கெண்டி,बटलोई
565,Essen::N,உணவருந்துதல்,खाना
566,Nahrung::N,உணவு,भोजन
567,Speise::N,உணவு வகை,खाना
568,Speise::N,உணவு வகை,व्यंजन
569,Fleisch::N,இறைச்சி,मांस
570,Fleisch::N,இறைச்சி,गोश्त
571,Getreide::N,மக்காச்சோளம்,अनाज
572,Brei::N,கஞ்சி,भरता
573,Brei::N,கஞ்சி,दलिया
574,Brot::N,ரொட்டி,रोटी
575,Scheibe::N,துண்டு,कतला
576,Fett::N,கொழுப்பு,वसा
577,Fett::N,கொழுப்பு,चरबी
578,Butter::N,வெண்ணெய்,मक्खन
579,Öl::N,எண்ணெய்,तेल
580,Salz::N,உப்பு,नमक
581,Suppe::N,ரசம்,सूप
582,Suppe::N,ரசம்,शोरबा
583,Honig::N,தேன்,शहद
584,Milch::N,பால்,दूध
585,Tee::N,தெனீர்,चाय
586,Leder::N,பதம் செய்யப்பட்ட தோல்,चमड़ा
587,Wolle::N,கம்பளி,ऊन
588,Stoff::N,துணி,कपड़ा
589,Nadel::N,ஊசி,सूई
590,Faden::N,நூல்,डोरा
591,Knopf::N,பொத்தான்,बटन
592,Knopf::N,பொத்தான்,घुंडी
593,Knoten::N,முடிச்சு,गाँठ
594,Knoten::N,முடிச்சு,गुत्थी
595,Farbe::N,வண்ணக் குழம்பு,रंग
596,Farbe::N,வண்ணக் குழம்பு,वर्ण
597,Kleidung::N,ஆடைகள்,पहनावा
598,Hemd::N,சட்டை,कुरता
599,Hemd::N,சட்டை,क़मीज़
600,Kragen::N,கழுத்துப் பட்டை,गरदनी
601,Kragen::N,கழுத்துப் பட்டை,गरेबान
602,Ärmel::N,சட்டைக்கை,आस्तीन
603,Hose::N,கால்சட்டை,पैंट
604,Hose::N,கால்சட்டை,पतलून
605,Gürtel::N,பெல்ட்,पेटी
606,Gürtel::N,பெல்ட்,मेखला
607,Mütze::N,தொப்பி,टोपी
608,Schuh::N,காலணி,जूता
609,Stiefel::N,காலணி,बूट
610,Ring::N,மோதிரம்,अँगूठी
611,Band::N,நாடா,पट्टी
612,Kamm::N,கீப்பு,कंघी
613,Spiegel::N,ஆடி,आईना
614,Spiegel::N,ஆடி,दर्पण
615,Spiegel::N,கண்ணாடி,आईना
616,Spiegel::N,கண்ணாடி,दर्पण
617,Riemen::N,வார்,तसमा
618,Riemen::N,வார்,पट्टा
619,Schnur::N,கயிறு,डोरी
620,Schnur::N,கயிறு,सुतली
621,Leine::N,தோல்வார்,रस्सी
622,Decke::N,போர்வை,रज़ाई
623,Kissen::N,தலையணை,तकिया
624,Kissen::N,தலையணை,गाद्दा
625,Tuch::N,துணி,रूमाल
626,Tuch::N,துணி,वस्त्र
627,Handtuch::N,தண்டு,अँगोछा
628,Kraft::N,நிர்பந்தம்,ज़ोर
629,Kraft::N,நிர்பந்தம்,शक्ति
630,Stärke::N,பலம்,बल
631,Stärke::N,பலம்,ताक़त
632,Gesundheit::N,ஆரோக்கியம்,स्वास्थ्य
633,Gesundheit::N,ஆரோக்கியம்,तंदुरुस्ती
634,Krankheit::N,நோய்,रोग
635,Krankheit::N,நோய்,बीमारी
636,Schmerz::N,வலி,दर्द
637,Schmerz::N,வலி,पीड़ा
638,Wunde::N,காயம்,घाव
639,Wunde::N,காயம்,ज़ख़्म
640,Fieber::N,காய்ச்சல்,ज्वर
641,Fieber::N,காய்ச்சல்,बुख़ार
642,Arznei::N,மருந்து,दवा
643,Arznei::N,மருந்து,औषाधि
644,Brücke::N,பாலம்,पुल
645,Brücke::N,பாலம்,सेतु
646,Brunnen::N,கேணி,कुआँ
647,Weide::N,மேய்ச்சல் நிலம்,चरागाह
648,Pfad::N,நடை வழி,पथ
649,Pfad::N,நடை வழி,पगडंडी
650,Weg::N,வழி,मार्ग
651,Straße::N,சாலை,राह
652,Straße::N,சாலை,रास्ता
653,Dorf::N,கிராமம்,गाँव
654,Dorf::N,கிராமம்,ग्राम
655,Stadt::N,நகரம்,शहर
656,Brief::N,கடிதம்,ख़त
657,Brief::N,கடிதம்,पत्र
658,Brief::N,கடிதம்,चिट्ठी
659,Buch::N,புத்தகம்,किताब
660,Buch::N,புத்தகம்,पुस्तक
661,Buchstabe::N,எழத்து,अक्षर
