,Concept_ID,udm,ku
75,Erde::N,му,ax
76,Staub::N,пыль,toz
77,Rauch::N,ӵын,dû
78,Funke::N,гизьы,çirûşk
79,Feuer::N,тыл,agir
80,Licht::N,тыл,ronahî
81,Schatten::N,вужер,sî
82,Wetter::N,куазь,hewa
83,Nebel::N,бус,mij
84,Wolke::N,пилем,ewr
85,Regen::N,зор,baran
86,Schnee::N,лымы,berf
87,Eis::N,йӧ,qeşa
88,Frost::N,кезьыт,xûsik
89,Kälte::N,кезьыт,serma
90,Hitze::N,пӧсь,germayî
91,Raureif::N,гӧр,şext
92,Regenbogen::N,вуюись,heftreng
93,Donner::N,гудыри,gire-gir
94,Strömung::N,бызён,şewl
95,Tropfen::N,шапык,dilop
96,Schaum::N,шукы,kef
97,Schmutz::N,нӧд,gemar
98,Schmutz::N,дэри,gemar
99,See::N,ты,gol
100,Sumpf::N,нюр,hezek
101,Moor::N,нюр,mafêl
102,Wiese::N,возь,sûrik
103,Wiese::N,возьвыл,sûrik
104,Wald::N,сик,çiya
105,Wald::N,сик,daristan
106,Wald::N,нюлэс,çiya
107,Wald::N,нюлэс,daristan
108,Hügel::N,выр,gir
109,Hügel::N,вырйыл,gir
110,Anhöhe::N,выр,sere gir
111,Anhöhe::N,вырйыл,sere gir
112,Berg::N,гурезь,kaş
113,Gipfel::N,йыл,sere gir
114,Höhle::N,гу,şikeft
115,Abhang::N,бам,kaş
116,Quelle::N,ошмес,kanî
117,Bach::N,пичи шур,çem
118,Fluss::N,шур,çem
119,Fluss::N,шур,rûbar
120,Ufer::N,ярдур,kevî
121,Küste::N,вудур,berav
122,Festland::N,мувыр,bejahî
123,Meer::N,зарезь,behr
124,Bucht::N,вукож,derav
125,Insel::N,вумуӵ,girav
126,Insel::N,шормуӵ,girav
127,Blume::N,сяська,kulînk
128,Gras::N,турын,giha
129,Wurzel::N,выжы,reh
130,Baum::N,пу,dar
131,Stamm::N,модос,bavik
132,Rinde::N,сул,qaqil
133,Ast::N,ул,gulî
134,Zweig::N,вай,şax
135,Blatt::N,куар,pel
136,Birke::N,кызьпу,dara sipî
137,Kiefer[Baum]::N,пужым,dara bî
138,Weide[Baum]::N,бадьпу,dara belalûk
139,Tanne::N,кыз,merx
140,Horn::N,сюр,strô
141,Feder::N,тылы,pîrtîk
142,Fell::N,ку,heyar
143,Flügel::N,бурд,per
144,Klaue::N,гижы,napîk
145,Kralle::N,пыд,dinik
146,Kralle::N,пыд,dirnax
147,Schwanz::N,быж,dûv
148,Ei::N,пуз,hêk
149,Ei::N,кукей,hêk
150,Nest::N,кар,hêlîn
151,Nest::N,пузкар,hêlîn
152,Bau::N,кар,avahî
153,Bau::N,гу,avahî
154,Tier::N,пӧйшур,heywan
155,Herde::N,уллё,hoz
156,Kuh::N,скал,çêlek
157,Bulle::N,ош,ga
158,Bulle::N,пороз,ga
159,Pferd::N,вал,hesp
160,Schaf::N,ыж,mîh
161,Schwein::N,парсь,beraz
162,Hund::N,пуны,seh
163,Katze::N,коӵыш,pişîk
164,Bär::N,гондыр,hirç
165,Eichhörnchen::N,коньы,pilûr
166,Elch::N,койык,pazkovî
167,Fuchs::N,ӟичы,rovî
168,Hase::N,кеч,kîroşk
169,Maus::N,шыр,mişk
170,Wolf::N,кион,gur
171,Vogel::N,тылобурдо,çûk
172,Schwarm::N,уллё,lufik
173,Huhn::N,курег,mirîşk
174,Hahn::N,атас,dîk
175,Gans::N,ӟазег,qaz
176,Adler::N,ӧрзи,eylo
177,Ente::N,ӵӧж,werdek
178,Eule::N,кучыран,bûm
179,Eule::N,кучыран,kund
180,Kranich::N,тури,quling
181,Krähe::N,куака,qijik
182,Kuckuck::N,кикы,pepûk
183,Schwan::N,юсь,qû
184,Fisch::N,чорыг,masî
185,Barsch::N,юш,okûn
186,Hecht::N,чипей,mesîyê lûf
187,Schlange[Tier]::N,кый,mar
188,Wurm::N,нумыр,kurm
189,Spinne::N,чонари,pîrê
190,Ameise::N,кузьыли,mîro
191,Ameise::N,кузьыли,gêrîk
192,Laus::N,тэй,spi
193,Mücke::N,нымы,mêş
194,Mücke::N,чибинь,mêş
195,Fliege::N,кут,mêş
196,Schmetterling::N,бубыли,perperîk
197,Beere::N,узы-боры,hirç
198,Apfel::N,яблок,sêv
199,Pilz::N,губи,bîrov
200,Zwiebel::N,сугон,pîvaz
201,Saat::N,кидыс,tov
202,Korn::N,тысь,dexl
203,Heu::N,турын,sap
204,Schale::N,кыд,qaşik
205,Grube::N,гу,çahl
206,Grube::N,гоп,çahl
207,Falle::N,налик,dafik
208,Schlinge::N,гиӟ,dahf
209,Schlinge::N,герд,dahf
210,Spur::N,пытьы,rêç
211,Spur::N,бервыл,rêç
212,Asche::N,пень,xweli
213,Dreck::N,дэри,gemarî
214,Eisen::N,корт,hesing
215,Gold::N,зарни,zêr
216,Silber::N,азвесь,zîv
217,Kohle::N,эгыр,komir
218,Glas::N,стекло,qedeh
219,Glas::N,пияла,qedeh
220,Lehm::N,сюй,kelpîç
221,Sand::N,луо,qûm
222,Mensch::N,мурт,mirov
223,Mensch::N,адями,mirov
224,Mann::N,воргорон,mêr
225,Frau::N,кышномурт,jin
226,Kind::N,нуны,zarok
227,Kind::N,пинал,zarok
228,Junge::N,пи,kur
229,Mädchen::N,ныл,keç
230,Mädchen::N,ныл,keçik
231,Familie::N,семья,malbat
232,Großvater::N,песятай,bapîr
233,Großvater::N,пересь атай,bapîr
234,Großmutter::N,песянай,pîrik
235,Großmutter::N,пересь анай,pîrik
236,Eltern::N,атай-анай,bavudê
237,Eltern::N,бубы-мумы,bavudê
238,Vater::N,айы,bav
239,Vater::N,атай,bav
240,Mutter::N,мумы,dê
241,Mutter::N,мумы,dayik
242,Sohn::N,пи,kur
243,Tochter::N,ныл,keç
244,Bruder::N,агай,bira
245,Schwester::N,апа,xweh
246,Schwester::N,сузэр,xweh
247,Onkel::N,агай,am
248,Onkel::N,агай,xal
249,Tante::N,апа,metik
250,Tante::N,апа,xaltîk
251,Tante::N,кенак,metik
252,Tante::N,кенак,xaltîk
253,Ehemann::N,карт,mêr
254,Ehefrau::N,кышно,kulfet
255,Freude::N,шумпотон,kêfxweşî
256,Gelächter::N,горем,pîrqînî
257,Glück::N,шуд,bext
258,Kummer::N,кайгу,derd
259,Kummer::N,куректон,derd
260,Wunsch::N,мылпотон,daxwaz
261,Wunsch::N,мылпотон,xwestek
262,Lust::N,потон,şewq
263,Geist::N,лул,aqil
264,Gedanke::N,малпан,fikir
265,Gedächtnis::N,йырсазь,aqil
266,Gedächtnis::N,тодэваён,aqil
267,Verstand::N,йырвизь,fêm
268,Sinn::N,смысл,aqil
269,Grund::N,муг,asas
270,Grund::N,ньӧм,asas
271,Wahrheit::N,зэм,rastî
272,Wahrheit::N,шонер,rastî
273,Gespräch::N,вераськон,guftûgo
274,Märchen::N,выжыкыл,çirok
275,Erzählung::N,верос,çirok
276,Erzählung::N,верос,vegotin
277,Nachricht::N,ивор,nûçe
278,Neuigkeit::N,выльивор,hewal
279,Name::N,ним,nav
280,Name::N,ним,paşnav
281,Rätsel::N,мадькыл,tiştonek
282,Rede::N,верам,gotar
283,Rede::N,верам,axavtin
284,Sprache::N,кыл,ziman
285,Stimme::N,куара,pejn
286,Wort::N,кыл,gotin
287,Zeichen::N,пус,şanek
288,Zeichen::N,тодмет,şanek
289,Ruf::N,ӧтён,hawar
290,Ruf::N,чортон,hawar
291,Lärm::N,ӵашетон,xarbalix
292,Laut::N,куара,deng
293,Laut::N,куара,hês
294,Ton::N,куара,awaz
295,Lied::N,кырӟан,sitran
296,Ruhe::N,чалмыт улон,rihetî
297,Leute::N,адямиос,xelk
298,Volk::N,калык,xelk
299,Arbeit::N,уж,xebat
300,Gast::N,куно,mêvan
301,Geschenk::N,салам,diyarî
302,Geschenk::N,кузьым,diyarî
303,Spiel::N,шудон,lîstik
304,Gesellschaft::N,калык,komal
305,Hilfe::N,юрттон,alîkarî
306,Freund::N,эш,heval
307,Freund::N,юлтош,heval
308,Kamerad::N,тодмо,heval
309,Angelegenheit::N,уж,pirsgirêk
310,Anzahl::N,лыд,çend
311,Art::N,тус,çeh
312,Stück::N,юдэс,lib
313,Stück::N,юдэс,parçe
314,Teil::N,люкет,parçe
315,Hälfte::N,ӝыны,nîvî
316,Kreis::N,котырес,çemil
317,Kreuz::N,крест,xaç
318,Linie::N,гож,xezik
319,Strich::N,гож,xezik
320,Abstand::N,вис,dûrahî
321,Abstand::N,кусып,dûrahî
322,Entfernung::N,кусып,dûrahî
323,Gegend::N,инты,dever
324,Platz::N,инты,çih
325,Ort::N,инты,dever
326,Ort::N,места,dever
327,Seite::N,пал,rûpel
328,Mitte::N,шор,nav
329,Mitte::N,шор,nabênê
330,Gegenstand::N,арбери,tişt
331,Sache::N,котыр,tişt
332,Rand::N,дур,kevî
333,Rand::N,шаер,kevî
334,Kante::N,дур,kevî
335,Ecke::N,сэрег,qunç
336,Spitze::N,йыл,derzî
337,Ende::N,пум,talî
338,Loch::N,пась,qul
339,Winkel::N,сэрег,kurnîşk
340,Muster::N,пужы,desen
341,Größe::N,быдӟала,mezinî
342,Länge::N,кузьдала,dirêjahî
343,Höhe::N,ӝуждала,bilindayî
344,Gewicht::N,сектала,giranî
345,Gewicht::N,секытлык,giranî
346,Menge::N,лыд,qas
347,Menge::N,лыдпус,qas
348,Haufen::N,люк,lod
349,Reihe::N,чур,rêz
350,Boot::N,пыж,kelek
351,Boot::N,лодка,kelek
352,Ruder::N,полыс,bêrik
353,Schlitten::N,додьы,xîjik
354,Ski::N,куас,lakan
355,Lagerfeuer::N,тылскем,agir
356,Last::N,секыт,bar
357,Gang::N,ветлон,fîtêz
358,Schritt::N,вамыш,gav
359,Norden::N,уйпал,bakur
360,Süden::N,лымшор,başur
361,Westen::N,шунды пуксён,rojava
362,Osten::N,шунды ӝужан,rojhilat
363,Holz::N,пу,dep
364,Brett::N,пул,dep
365,Platte::N,плита,dep
366,Stütze::N,пыкет,destek
367,Stange::N,пуӵ,sing
368,Stock::N,боды,çam
369,Stab::N,пуӵ,qat
370,Stab::N,боды,qat
371,Rohr::N,труба,borî
372,Haus::N,юрт,mal
373,Haus::N,юрт,xanî
374,Heim::N,корка,mal
375,Ofen::N,гур,sobe
376,Fußboden::N,выж,binpê
377,Tisch::N,ӝӧк,mase
378,Stuhl::N,пукон,kursî
379,Wiege::N,кӧкы,derguş
380,Wiege::N,зыбка,derguş
381,Bett::N,валес,qerewêle
382,Regal::N,ӝажы,rêbaz
383,Kiste::N,ящик,sindoq
384,Fenster::N,укно,çam
385,Fenster::N,укно,şibeke
386,Fenster::N,косяк,çam
387,Fenster::N,косяк,şibeke
388,Tür::N,ӧс,derî
389,Tor::N,ӟезьы,derge
390,Zaun::N,забор,hejik
391,Dach::N,липет,sere xanî
392,Leiter::N,падӟа,pêling
393,Besen::N,ӵужон,melkes
394,Besen::N,исьнер,melkes
395,Spaten::N,лопатка,mer
396,Schaufel::N,ютырон,bêr
397,Gabel::N,тэчы,çetel
398,Gabel::N,вилка,çetel
399,Löffel::N,пуньы,kevçî
400,Messer::N,пурт,kêr
401,Nagel::N,кортӵог,bizmar
402,Netz::N,сеть,tor
403,Haken::N,курик,çenqel
404,Griff::N,ныд,destî
405,Schloss::N,тунгон,qonax
406,Bild::N,суред,dimen
407,Figur::N,фигура,figûr
408,Puppe::N,мунё,bûk
409,Beutel::N,пуйы,kîsik
410,Bündel::N,керттэт,pêçek
411,Tasche::N,пуйы,bêrîk
412,Tasche::N,сумка,bêrîk
413,Eimer::N,ведра,dewl
414,Deckel::N,ӵоксэт,devik
415,Geschirr::N,тусьты-пуньы,ferax
416,Sack::N,пуйы,tûr
417,Tasse::N,ӵаша,kada
418,Topf::N,миска,beroş
419,Kessel::N,пурты,şîril
420,Essen::N,сиськон,xwarin
421,Nahrung::N,сион,xwarin
422,Speise::N,сиён,xwarin
423,Fleisch::N,сӥль,goşt
424,Getreide::N,ю тысь,zad
425,Brei::N,ӝук,hewdêl
426,Brot::N,нянь,
427,Scheibe::N,шорем,parçe
428,Fett::N,кӧй,rûn
429,Butter::N,вӧй,rûn
430,Öl::N,вӧй,rûn
431,Salz::N,сылал,xwe
432,Suppe::N,шыд,şorbe
433,Honig::N,чечы,hingiv
434,Milch::N,йӧл,şîr
435,Tee::N,чай,çay
436,Leder::N,сурон,çerm
437,Wolle::N,гон,herî
438,Wolle::N,ыжгон,herî
439,Stoff::N,куэм,paç
440,Nadel::N,вень,derzî
441,Faden::N,сӥньыс,ta
442,Knopf::N,бирды,bişkok
443,Knoten::N,герд,girêk
444,Farbe::N,буёл,boyax
445,Kleidung::N,дӥсь,çil
446,Hemd::N,дэрем,qutik
447,Hemd::N,дэрем,miltan
448,Kragen::N,сирес,stûvang
449,Ärmel::N,саес,hûçik
450,Hose::N,брюки,şewel
451,Hose::N,штань,şewel
452,Gürtel::N,кускерттон,qayiş
453,Mütze::N,ызьы,fîno
454,Schuh::N,ботинка,şêkal
455,Stiefel::N,сапег,gizme
456,Stiefel::N,сапег,çizme
457,Ring::N,зундэс,xelek
458,Band::N,лента,band
459,Kamm::N,сын,şeh
460,Spiegel::N,синучкон,eynik
461,Riemen::N,е,qayiş
462,Schnur::N,гозы,doxin
463,Leine::N,думет,şirît
464,Decke::N,шобрет,bataniye
465,Kissen::N,миндэр,balgî
466,Tuch::N,кышет,şar
467,Handtuch::N,ӵушкон,dezmal
468,Kraft::N,кать,hêz
469,Kraft::N,кать,qewet
470,Kraft::N,ӟигар,hêz
471,Kraft::N,ӟигар,qewet
472,Stärke::N,юнлык,xurtî
473,Gesundheit::N,тазалык,nojdarî
474,Krankheit::N,висён,nexweşî
475,Schmerz::N,висён,êş
476,Wunde::N,яра,kul
477,Fieber::N,кезег,ta
478,Arznei::N,эмъюм,derman
479,Brücke::N,выж,kopî
480,Brunnen::N,колдэч,çal
481,Brunnen::N,колдэч,kani
482,Weide::N,возь,beyar
483,Pfad::N,сюрес,xaçirek
484,Weg::N,сюрес,rê
485,Straße::N,сюрес,rê
486,Dorf::N,гурт,gund
487,Stadt::N,кар,baçar
488,Stadt::N,город,baçar
489,Brief::N,гожтэт,name
490,Buch::N,книга,kitêb
491,Buch::N,книга,pirtûk
492,Buchstabe::N,буква,herf
493,Zeitung::N,газет,rojname
494,Leben::N,улон,jiyan
495,Tod::N,кулон,mirin
496,Grab::N,шайгу,mezel
497,Kirche::N,черк,gilyas
498,Sünde::N,сьӧлык,guneh
499,Gott::N,ӥнмар,xwedê
500,Arbeiter::N,рабочий,hîşçî
501,Chef::N,начальник,bêg
502,Meister::N,кибашлы,hoste
503,Arzt::N,врач,doktor
504,Lehrer::N,дышетӥсь,mamoste
505,Geld::N,уксё,pere
506,Geld::N,коньдон,pere
507,Geschäft::N,уж,firoşgeh
508,Laden::N,магазин,dikan
509,Preis::N,дун,buha
510,Ware::N,вуз,tişt
511,Nutzen::N,пайда,fêde
512,Reichtum::N,узырлык,serwet
513,Welt::N,дунне,dinya
514,Land::N,шаер,welat
515,Staat::N,кун,dewlet
516,König::N,эксэй,şah
517,König::N,эксэй,qral
518,Macht::N,власть,qewet
519,Macht::N,власть,destihilat
520,Grenze::N,кунгож,kevî
521,Krieg::N,ож,çeng
522,Krieg::N,ож,sêwaş
523,Feind::N,тушмон,dijmin
524,Gewalt::N,эриктэман,zor
525,Kampf::N,нюръяськон,şer
526,Bogen[Waffe]::N,пукыӵ,kêvan
527,Pfeil::N,пукыӵ вень,çîrik
528,Gewehr::N,пыӵал,tifing
529,Fehler::N,янгыш,şaşî
530,Lüge::N,пӧян,derew
531,Lüge::N,алдан,derew
532,Lüge::N,ӧрекчан,derew
533,Schaden::N,изъян,xisar
534,Unglück::N,куректон,bêbextî
535,Unglück::N,шудтэме усён,bêbextî
536,Schuld::N,янгыш,suç
537,Alter::N,арлыд,temen
538,Schluss::N,пум,girtin
539,Zeit::N,дыр,çax
540,Tag::N,нунал,roj
541,Morgen::N,ӵукна,sibeh
542,Mittag::N,лымшор,nîro
543,Abend::N,ӝыт,êvar
544,Abend::N,акшан,êvar
545,Nacht::N,уй,şev
546,Woche::N,арня,heftî
547,Monat::N,толэзь,meh
548,Jahr::N,ар,sal
549,Frühling::N,тулыс,bihar
550,Sommer::N,гужем,havîn
551,Herbst::N,сӥзьыл,payîz
552,Winter::N,тол,zistan
553,Januar::N,выльартолэзь,çile
554,Februar::N,тулыспал,sibat
555,März::N,южтолэзь,adar
556,April::N,оштолэзь,nîsan
557,Mai::N,куартолэзь,gûlan
558,Juni::N,вожотолэзь,hezîran
559,Juli::N,пӧсьтолэзь,tîmeh
560,August::N,гудырикошкон,tebax
561,September::N,куарусён,îlon
562,Oktober::N,выльӝуктолэзь,çotmeh
563,November::N,шуркынмон,mijdar
564,Dezember::N,толсур,kanûn
565,Montag::N,вордӥськон,duşemb
566,Dienstag::N,вторник,sêşem
567,Mittwoch::N,вирнунал,çarşemb
568,Donnerstag::N,покчиарня,pêşemb
569,Freitag::N,удмуртарня,în
570,Samstag::N,кӧснунал,şemî
571,Sonntag::N,арня,yekşemb
572,groß::A,бадӟым,mezin
573,klein::A,пичи,çûçik
574,lang::A,кузь,dirêj
575,kurz::A,вакчи,kin
576,breit::A,паськыт,fireh
577,schmal::A,сюлэг,tenik
578,dicht::A,ӵем,gir
579,dick[Gegenstand]::A,зӧк,şîşman
580,dünn::A,векчи,zirav
581,fein::A,векчи,tenik
582,fest::A,юн,saxlem
583,fest::A,чурыт,saxlem
584,flach::A,ӵошкыт,pahn
585,glatt::A,гылыт,dûz
586,glatt::A,гылыт,şayîk
587,glatt::A,вольыт,dûz
588,glatt::A,вольыт,şayîk
589,hart::A,чурыт,hişk
590,weich::A,небыт,nerm
591,rund::A,котырес,gilover
592,spitz::A,йылсо,pîj
593,scharf::A,лэчыт,tûj
594,stumpf::A,ныж,ne tûj
595,schwer::A,секыт,giran
596,schön::A,чебер,xweş
597,schön::A,чебер,xweşik
598,heiß::A,пӧсь,kelandî
599,warm::A,шуныт,germ
600,kalt::A,кезьыт,sar
601,kühl::A,юзмыт,jemîrî
602,kühl::A,салкым,jemîrî
603,frisch::A,выль,ter
604,feucht::A,мускыт,şil
605,nass::A,котмем,şilek
606,trocken::A,кӧс,zuwa
607,voll::A,тыр,tijî
608,leer::A,буш,vala
609,leer::A,тырттэм,vala
610,offen::A,усьтэм,vekirî
611,geschlossen::A,ӵогам,asê
612,geschlossen::A,пунням,asê
613,sauber::A,ӝикыт,pakij
614,sauber::A,чылкыт,pakij
615,schmutzig::A,нӧд,lewitî
616,roh::A,ыль,xav
617,reif::A,вуэм,gihaştî
618,lecker::A,ческыт,xweş
619,süß::A,ческыт,şîrîn
620,bitter::A,курыт,tahl
621,sauer::A,чырс,tirş
622,hell::A,югыт,ronî
623,dunkel::A,пеймыт,tarî
624,schwarz::A,сьӧд,reş
625,weiß::A,тӧдьы,sipî
626,rot::A,горд,sor
627,gelb::A,ӵуж,zer
628,blau::A,лыз,şîn
629,grün::A,вож,şîn
630,grau::A,пурысь,gewr
631,bunt::A,куӵо,rengîn
632,billig::A,дунтэм,erzan
633,teuer::A,дуно,biha
634,wertvoll::A,дуно,hêja
635,wertvoll::A,дуно,giranbiha
636,blind::A,сукыр,kor
637,blind::A,синтэм,kor
638,taub::A,пельтэм,kerr
639,kräftig::A,кужмо,gir
640,kräftig::A,кужмо,xurt
641,stark::A,юн,xurt
642,stark::A,кужмо,xurt
643,schwach::A,ляб,kesad
644,schwach::A,начар,kesad
645,fett::A,кӧй,qelew
646,schlank::A,веськыт,zirav
647,schlank::A,веськрес,zirav
648,hübsch::A,чебер,xweşik
649,hübsch::A,синмаськымон,xweşik
650,böse::A,лек,xerab
651,böse::A,лек,aciz
652,dumm::A,шузи,gêj
653,dumm::A,визьтэм,gêj
654,faul::A,азьтэм,têmbêl
655,fleißig::A,сюлмо,jêhatî
656,geizig::A,сук,destgirtî
657,klug::A,визьмо,baqil
658,geschickt::A,усто,zîrek
659,geschickt::A,усто,ziring
660,geschickt::A,быгатӥсь,zîrek
661,geschickt::A,быгатӥсь,ziring
662,lieb::A,мусо,delal
663,lustig::A,шулдыр,kêfxweş
664,sanft::A,мусо,nazenîn
665,sanft::A,эрке,nazenîn
666,hungrig::A,сютэм,birçî
667,krank::A,висись,nexweş
668,nackt::A,гольык,rût
669,nackt::A,гольык,tazî
670,traurig::A,мӧзмыт,xemgîn
671,lebendig::A,улэп,bisaxî
672,gut::A,ӟеч,baş
673,gut::A,умой,baş
674,schlecht::A,урод,xerab
675,schlecht::A,алама,xerab
676,richtig::A,шонер,rast
677,richtig::A,шонер,saxlem
678,schlimm::A,алама,nebaş
679,wahr::A,зэмос,rast
680,alt::A,вуж,pîr
681,alt::A,вуж,kevn
682,neu::A,выль,nû
683,ehemalig::A,азьвылэз,kevnar
684,ehemalig::A,азьвылэз,peşidar
685,alt[Lebewesen]::A,пересь,pîr
686,jung::A,егит,xort
687,jung::A,пинал,xort
688,arm::A,начар,feqîr
689,arm::A,начар,desteng
690,arm::A,куанер,feqîr
691,arm::A,куанер,desteng
692,reich::A,узыр,dewlemend
693,bekannt::A,тодмо,naskirî
694,berühmt::A,дано,navdar
695,fremd::A,ят,xerîb
696,verschieden::A,пӧртэм,çîhê
697,nah::A,матысь,nêzîk
698,fern::A,кыдёкысь,dûr
699,linker::A,паллян,çepê
700,rechter::A,бур,rastê
701,rechter::A,бурпал,rastê
702,anderer::A,мукет,yê din
703,erster::A,нырысетӥез,yekemîn
704,zweiter::A,кыктэтӥез,duda
705,dritter::A,кунньметӥез,sisêya
706,letzter::A,берло,paşîn
707,letzter::A,берпум,paşîn
708,allein::ADV,огназ,tenê
709,auf einmal::ADV,огдыре,jar kê
710,zusammen::ADV,ӵош,tev
711,zusammen::ADV,ӵош,bi hev re
712,zusammen::ADV,валче,tev
713,zusammen::ADV,валче,bi hev re
714,lange::ADV,кема,dirêj
715,plötzlich::ADV,мапламтэ шорысь,ji nişkave
716,sofort::ADV,али ик,yekser
717,später::ADV,бергес,paşiyê
718,später::ADV,берлогес,paşiyê
719,jetzt::ADV,али,nuha
720,jetzt::ADV,табере,nuha
721,heute::ADV,туннэ,îro
722,morgen::ADV,ӵуказе,sibeh
723,bald::ADV,ӝоген,nêzîk
724,dann::ADV,берло,paşê
725,gestern::ADV,толон,do
726,einst::ADV,огпол,jar ke
727,einst::ADV,одӥг пол,jar ke
728,damals::ADV,соку,hîngî
729,danach::ADV,собере,piştra
730,vorher::ADV,азьло,pîşî
731,vorher::ADV,азьвыл,pîşî
732,zuerst::ADV,азьло,bere
733,einmal::ADV,огпол,çarik
734,manchmal::ADV,куддыръя,çarna
735,oft::ADV,ӵем,gelek çaran
736,immer::ADV,пыр,daîm
737,immer::ADV,котьку,daîm
738,niemals::ADV,уз ноку,tu çar
739,hier::ADV,татын,li vir
740,hierhin::ADV,татчы,vir
741,von hier::ADV,татысь,ji vir
742,dort::ADV,отӥ,li wê derê
743,dort::ADV,отын,li wê derê
744,dorthin::ADV,отчы,wêda
745,geradeaus::ADV,меӵак,rastê rast
746,vorwärts::ADV,азьлань,ber bi pêş
747,rückwärts::ADV,берлань,paşpê
748,zurück::ADV,берен,paşdo
749,zurück::ADV,берен,paşvê
750,zurück::ADV,берлань,paşdo
751,zurück::ADV,берлань,paşvê
752,unten::ADV,улын,jêrî
753,hinab::ADV,улэ,berjêr
754,oben::ADV,вылын,banî
755,oben::ADV,вылӥын,banî
756,hinauf::ADV,вылэ,banî
757,hinauf::ADV,вылӥе,banî
758,hinauf::ADV,выллань,banî
759,überall::ADV,котькытын,li her derê
760,überall::ADV,пасьтана,li her derê
761,nicht::ADV,уз,ne
762,nicht::ADV,уз,nîn
763,nicht::ADV,уз,tine
764,ein wenig::ADV,ичи,hebkî
765,ein wenig::ADV,ӧжыт,hebkî
766,ein wenig::ADV,огшап,hebkî
767,kaum::ADV,муртса,tema
768,kaum::ADV,муртса,himangi
769,sehr::ADV,туж,gelek
770,sehr::ADV,лекос,gelek
771,so::ADV,озьы,weha
772,so::ADV,тазьы,weha
773,noch::ADV,на,hêj
774,noch::ADV,на,dîsa
775,nur::ADV,гинэ,tenê
776,nur::ADV,гинэ,bes
777,schon::ADV,ни,hew
778,schon::ADV,ини,hew
779,wieder::ADV,нош,jar din
780,wieder::ADV,нош,dîsa
781,wieder::ADV,кайта,jar din
782,wieder::ADV,кайта,dîsa
783,vergebens::ADV,юнме,deya çun
784,vergebens::ADV,юнме,îfleh bûn
785,vor::PRP,азьын,li ber
786,hinter::PRP,берын,li pişt
787,hinter::PRP,бӧрсьы,li pişt
788,unter::PRP,улын,li bin
789,durch::PRP,пыр,kura
790,durch::PRP,пыртӥ,kura
791,neben::PRP,бордын,li ba
792,zwischen::PRP,вискын,nabeyne
793,zwischen::PRP,вискын,di nav...da
794,wegen::PRP,сэрен,ji bo
795,wegen::PRP,сэрен,ji ber
796,dies::PRN,та,ev
797,das::PRN,со,ev
798,alles::PRN,ваньмыз,hemû
799,ich::PRN,мон,ez
800,du::PRN,тон,tu
801,er::PRN,со,wî
802,wir::PRN,ми,êm
