,Concept_ID,ar,is
71,Wind::N,ريح,vindur
72,Welle::N,موجة,alda
73,Welle::N,موجة,bylgja
74,Wasser::N,ماء,vatn
75,Stein::N,حجر,steinn
76,Boden::N,تراب,botn
77,Erde::N,أرض,jörð
78,Staub::N,غبار,ryk
79,Staub::N,غبار,duft
80,Rauch::N,دخان,reykur
81,Funke::N,شرارة,neisti
82,Feuer::N,نار,eldur
83,Licht::N,نور,ljós
84,Licht::N,ضوء,ljós
85,Schatten::N,ظل,skuggi
86,Schatten::N,فيء,skuggi
87,Wetter::N,جو,veður
88,Wetter::N,طقس,veður
89,Nebel::N,ضباب,þoka
90,Wolke::N,غيمة,ský
91,Wolke::N,سحابة,ský
92,Regen::N,مطر,regn
93,Schnee::N,ثلج,snjór
94,Eis::N,جليد,ís
95,Frost::N,صقيع,frost
96,Kälte::N,برد,kuldi
97,Hitze::N,حر,hiti
98,Hitze::N,حرارة,hiti
99,Raureif::N,صقيع,hrím
100,Regenbogen::N,قوس قزح,regnbogi
101,Donner::N,رعد,þruma
102,Strömung::N,تيار,straumur
103,Tropfen::N,قطرة,dropi
104,Schaum::N,زبد,froða
105,Schaum::N,رغوة,froða
106,Schmutz::N,وسخ,óhreinindi
107,See::N,بحيرة,stöðuvatn
108,Sumpf::N,مستنقع,fen
109,Moor::N,مستنقع,mýri
110,Wiese::N,مرج,engi
111,Wald::N,غابة,skógur
112,Hügel::N,تل,hæð
113,Hügel::N,تل,hóll
114,Anhöhe::N,تل,hæð
115,Anhöhe::N,تل,hóll
116,Berg::N,جبل,fell
117,Berg::N,جبل,fjall
118,Gipfel::N,قمة,tindur
119,Höhle::N,كهف,hellir
120,Abhang::N,منحدر,hlíð
121,Abhang::N,منحدر,brekka
122,Quelle::N,منبع,lind
123,Quelle::N,منبع,uppspretta
124,Bach::N,مجرى,lækur
125,Fluss::N,نهر,á
126,Fluss::N,نهر,fljót
127,Ufer::N,ضفة,árbakki
128,Ufer::N,ضفة,sjávarbakki
129,Küste::N,ساحل,strönd
130,Festland::N,بر,meginland
131,Meer::N,بحر,haf
132,Meer::N,بحر,sjór
133,Bucht::N,خليج,vík
134,Insel::N,جزيرة,eyja
135,Blume::N,زهرة,blóm
136,Gras::N,حشيش,gras
137,Wurzel::N,أصل,rót
138,Baum::N,شجرة,tré
139,Stamm::N,جذع,stofn
140,Rinde::N,قشرة,börkur
141,Ast::N,فرع,grein
142,Zweig::N,غصن,angi
143,Zweig::N,غصن,kvistur
144,Blatt::N,ورقة,blað
145,Birke::N,قضبان,birki
146,Kiefer[Baum]::N,صنوبرة,fura
147,Weide[Baum]::N,صفصاف,víðir
148,Tanne::N,شوح,greni
149,Tanne::N,تبوب,greni
150,Horn::N,قرن,horn
151,Feder::N,ريشة,fjöður
152,Fell::N,فرو,skinn
153,Flügel::N,جناح,vængur
154,Klaue::N,مخلب,kló
155,Kralle::N,مخلب,kló
156,Schwanz::N,ذيل,rófa
157,Schwanz::N,ذيل,skott
158,Ei::N,بيض,egg
159,Nest::N,عش,hreiður
160,Bau::N,جحر,greni
161,Bau::N,جحر,bæli
162,Tier::N,حيوان,dýr
163,Herde::N,قطيع,hjörð
164,Kuh::N,بقرة,kýr
165,Bulle::N,ثور,boli
166,Pferd::N,خيل,hestur
167,Schaf::N,شاة,kind
168,Schwein::N,خنزير,svín
169,Hund::N,كلب,hundur
170,Katze::N,قطة,köttur
171,Bär::N,دب,björn
172,Eichhörnchen::N,سنجاب,íkorni
173,Elch::N,موظ,elgur
174,Fuchs::N,ثعلب,refur
175,Hase::N,أرنب,héri
176,Maus::N,فأرة,mús
177,Wolf::N,ذئب,úlfur
178,Vogel::N,طير,fugl
179,Schwarm::N,سرب,sægur
180,Huhn::N,دجاجة,hæna
181,Hahn::N,ديك,hani
182,Gans::N,وزة,gæs
183,Adler::N,نسر,örn
184,Ente::N,بطة,önd
185,Eule::N,بوم,uggla
186,Kranich::N,كركي,trana
187,Krähe::N,غراب,kráka
188,Kuckuck::N,وقواق,gaukur
189,Schwan::N,إوز عراقي,svanur
190,Fisch::N,سمك,fiskur
191,Barsch::N,فرخ أوربي,aborri
192,Hecht::N,سمك الكراكي,gedda
193,Schlange[Tier]::N,حية,naðra
194,Schlange[Tier]::N,ثعبان,naðra
195,Wurm::N,دودة,ormur
196,Spinne::N,عنكبوت,kónguló
197,Ameise::N,نملة,maur
198,Laus::N,قملة,lús
199,Mücke::N,ناموسة,mý
200,Mücke::N,ناموسة,mýfluga
201,Fliege::N,ذبابة,fluga
202,Schmetterling::N,فراشة,fiðrildi
203,Beere::N,حبة,ber
204,Apfel::N,تفاح,epli
205,Pilz::N,فطر,sveppur
206,Zwiebel::N,بصل,laukur
207,Saat::N,زرع,fræ
208,Saat::N,زرع,útsæði
209,Korn::N,حبة,korn
210,Heu::N,دريس,hey
211,Schale::N,قشرة,hýði
212,Grube::N,نقرة,gryfja
213,Falle::N,فخ,gildra
214,Falle::N,مصيدة,gildra
215,Schlinge::N,عروة,snara
216,Spur::N,أثر,spor
217,Asche::N,رماد,aska
218,Dreck::N,قذر,óþverri
219,Eisen::N,حديد,járn
220,Gold::N,ذهب,gull
221,Silber::N,فضة,silfur
222,Kohle::N,فحم,kol
223,Glas::N,زجاج,gler
224,Lehm::N,طين,leir
225,Sand::N,رمل,sandur
226,Mensch::N,إنسان,maður
227,Mensch::N,إنسان,manneskja
228,Mann::N,رجل,maður
229,Mann::N,رجل,karlmaður
230,Frau::N,امرأة,kona
231,Kind::N,طفل,barn
232,Kind::N,طفل,krakki
233,Junge::N,ولد,drengur
234,Mädchen::N,بنت,stelpa
235,Familie::N,عائلة,fjölskylda
236,Großvater::N,جد,afi
237,Großmutter::N,جدة,amma
238,Eltern::N,أبوان,foreldrar
239,Eltern::N,والدان,foreldrar
240,Vater::N,أب,faðir
241,Mutter::N,أم,móðir
242,Sohn::N,إبن,sonur
243,Tochter::N,بنت,dóttir
244,Tochter::N,إبنة,dóttir
245,Bruder::N,أخ,bróðir
246,Bruder::N,شقيق,bróðir
247,Schwester::N,أخت,systir
248,Onkel::N,عم,föðurbróðir
249,Tante::N,عمة,frænka
250,Tante::N,عمة,móðursystir
251,Ehemann::N,زوج,eiginmaður
252,Ehefrau::N,زوجة,eiginkona
253,Freude::N,فرح,gleði
254,Freude::N,سرور,gleði
255,Gelächter::N,قهقهة,hlátur
256,Glück::N,سعادة,gæfa
257,Kummer::N,غم,sorg
258,Wunsch::N,منية,ósk
259,Lust::N,شهوة,fýsn
260,Lust::N,شهوة,löngun
261,Geist::N,روح,andi
262,Gedanke::N,فكرة,hugsun
263,Gedächtnis::N,ذاكرة,minni
264,Verstand::N,عقل,vit
265,Sinn::N,معنى,merking
266,Grund::N,سبب,ástæða
267,Wahrheit::N,حقيقة,sannleikur
268,Gespräch::N,محادثة,samtal
269,Märchen::N,خرافة,ævintýri
270,Erzählung::N,قصة,saga
271,Erzählung::N,حكاية,saga
272,Nachricht::N,خبر,frétt
273,Neuigkeit::N,خبر جديد,frétt
274,Name::N,اسم,nafn
275,Rätsel::N,لغز,gáta
276,Rede::N,خطبة,ræða
277,Sprache::N,لغة,mál
278,Sprache::N,لغة,tungumál
279,Stimme::N,صوت,rödd
280,Wort::N,كلمة,orð
281,Zeichen::N,رمز,tákn
282,Zeichen::N,رمز,merki
283,Zeichen::N,إشارة,tákn
284,Zeichen::N,إشارة,merki
285,Ruf::N,نداء,kall
286,Lärm::N,صخب,hávaði
287,Lärm::N,ضجة,hávaði
288,Laut::N,صوت,hljóð
289,Ton::N,نغمة,tónn
290,Lied::N,أغنية,ljóð
291,Lied::N,أغنية,söngur
292,Ruhe::N,هدوء,ró
293,Ruhe::N,هدوء,kyrrð
294,Leute::N,ناس,fólk
295,Volk::N,شعب,þjóð
296,Arbeit::N,عمل,vinna
297,Gast::N,ضيف,gestur
298,Geschenk::N,هدية,gjöf
299,Spiel::N,لعب,leikur
300,Gesellschaft::N,صحبة,selskapur
301,Hilfe::N,عون,hjálp
302,Hilfe::N,مساعدة,hjálp
303,Freund::N,صديق,vinur
304,Kamerad::N,زميل,félagi
305,Angelegenheit::N,أمر,mál
306,Angelegenheit::N,أمر,málefni
307,Angelegenheit::N,شأن,mál
308,Angelegenheit::N,شأن,málefni
309,Anzahl::N,عدد,tala
310,Anzahl::N,عدد,fjöldi
311,Art::N,نوع,tegund
312,Stück::N,قطعة,biti
313,Stück::N,قطعة,stykki
314,Teil::N,قسم,hluti
315,Teil::N,قسم,partur
316,Hälfte::N,نصف,helmingur
317,Kreis::N,دائرة,hringur
318,Kreuz::N,صليب,kross
319,Kreuz::N,صليب,krossmark
320,Linie::N,خط,lína
321,Strich::N,شرطة,strik
322,Abstand::N,مسافة,millibil
323,Entfernung::N,بعد,fjarlægð
324,Gegend::N,ناحية,hérað
325,Platz::N,فراغ,pláss
326,Ort::N,مكان,staður
327,Seite::N,جانب,hlið
328,Mitte::N,وسط,miðja
329,Gegenstand::N,موضوع,hlutur
330,Sache::N,شيء,mál
331,Rand::N,حافة,brún
332,Kante::N,حافة,rönd
333,Ecke::N,ركن,horn
334,Spitze::N,سن,oddur
335,Ende::N,طرف,endi
336,Loch::N,ثقب,gat
337,Loch::N,ثقب,hola
338,Winkel::N,زاوية,skot
339,Winkel::N,زاوية,krókur
340,Muster::N,عينة,munstur
341,Größe::N,حجم,stærð
342,Länge::N,طول,lengd
343,Höhe::N,علو,hæð
344,Höhe::N,ارتفاع,hæð
345,Gewicht::N,وزن,vigt
346,Gewicht::N,وزن,þyngd
347,Menge::N,كمية,magn
348,Haufen::N,كوم,hrúga
349,Haufen::N,كوم,haugur
350,Reihe::N,صف,röð
351,Boot::N,قارب,bátur
352,Boot::N,زورق,bátur
353,Ruder::N,مجذاف,ár
354,Schlitten::N,مزلقة,sleði
355,Ski::N,زلاجة,skíði
356,Lagerfeuer::N,نار المخيم,varðeldur
357,Last::N,حمل,byrði
358,Last::N,حمل,farmur
359,Gang::N,مشية,ganga
360,Schritt::N,خطوة,skref
361,Norden::N,شمال,norður
362,Süden::N,جنوب,suður
363,Westen::N,غرب,vestur
364,Osten::N,شرق,austur
365,Holz::N,خشب,viður
366,Brett::N,لوح,fjöl
367,Platte::N,صفيحة,flötur
368,Stütze::N,سند,stoð
369,Stütze::N,دعامة,stoð
370,Stange::N,عود,stöng
371,Stock::N,عصا,prik
372,Stock::N,عصا,stafur
373,Stab::N,قضيب,prik
374,Stab::N,قضيب,stafur
375,Rohr::N,أنبوبة,rör
376,Rohr::N,أنبوبة,pípa
377,Haus::N,دار,hús
378,Haus::N,بيت,hús
379,Heim::N,بيت,heimili
380,Heim::N,مسكن,heimili
381,Ofen::N,مدفأة,ofn
382,Fußboden::N,أرضية,gólf
383,Tisch::N,مائدة,borð
384,Stuhl::N,كرسي,stóll
385,Wiege::N,مهد,vagga
386,Bett::N,سرير,rúm
387,Bett::N,سرير,hvíla
388,Regal::N,رف,hilla
389,Kiste::N,صندوق,kassi
390,Fenster::N,شباك,gluggi
391,Fenster::N,نافذة,gluggi
392,Tür::N,باب,dyr
393,Tür::N,باب,hurð
394,Tor::N,بوابة,hlið
395,Zaun::N,سياج,girðing
396,Zaun::N,سياج,limgarður
397,Dach::N,سطح,þak
398,Leiter::N,سلم,stigi
399,Besen::N,مكنسة,sópur
400,Spaten::N,مسحاة,spaði
401,Schaufel::N,مجرفة,skófla
402,Gabel::N,شوكة,gaffall
403,Löffel::N,ملعقة,skeið
404,Messer::N,سكين,hnífur
405,Nagel::N,مسمار,nögl
406,Netz::N,شبكة,net
407,Haken::N,خطاف,krókur
408,Haken::N,صنارة,krókur
409,Griff::N,قبضة,tak
410,Schloss::N,قفل,lás
411,Bild::N,صورة,mynd
412,Figur::N,تمثال,stytta
413,Puppe::N,دمية,brúða
414,Beutel::N,كيس,poki
415,Beutel::N,كيس,baggi
416,Bündel::N,ربطة,böggull
417,Tasche::N,شنطة,veski
418,Tasche::N,محفظة,veski
419,Eimer::N,سطل,fata
420,Eimer::N,جردل,fata
421,Deckel::N,سداد,lok
422,Geschirr::N,أوان,leirtau
423,Sack::N,زكيبة,sekkur
424,Tasse::N,فنجان,bolli
425,Topf::N,قدر,pottur
426,Topf::N,طنجرة,pottur
427,Kessel::N,قدر,ketill
428,Kessel::N,غلاية,ketill
429,Essen::N,طعام,matur
430,Nahrung::N,غذاء,fæða
431,Speise::N,أكل,réttur
432,Speise::N,أكل,matarréttur
433,Fleisch::N,لحم,kjöt
434,Getreide::N,حبوب,korn
435,Brei::N,عصيدة,grautur
436,Brot::N,خبز,brauð
437,Scheibe::N,شريحة,sneið
438,Fett::N,سمن,fita
439,Butter::N,زبدة,smjör
440,Öl::N,زيت,olía
441,Salz::N,ملح,salt
442,Suppe::N,حساء,súpa
443,Suppe::N,شربة,súpa
444,Honig::N,عسل,hunang
445,Milch::N,حليب,mjólk
446,Tee::N,شاي,te
447,Leder::N,جلد,skinn
448,Wolle::N,صوف,ull
449,Stoff::N,قماش,dúkur
450,Nadel::N,إبرة,nál
451,Faden::N,خيط,þráður
452,Knopf::N,زر,tala
453,Knopf::N,زر,hnappur
454,Knoten::N,عقدة,hnútur
455,Farbe::N,صبغة,málning
456,Kleidung::N,ملابس,búningur
457,Kleidung::N,ملابس,klæðnaður
458,Hemd::N,قميص,skyrta
459,Kragen::N,ياقة,kragi
460,Kragen::N,ياقة,flibbi
461,Ärmel::N,كم,ermi
462,Hose::N,سروال,buxur
463,Hose::N,بنطلون,buxur
464,Gürtel::N,حزام,belti
465,Mütze::N,طاقية,húfa
466,Schuh::N,حذاء,skór
467,Stiefel::N,جزمة,stígvél
468,Stiefel::N,حذاء طويل,stígvél
469,Ring::N,حلقة,hringur
470,Band::N,شريط,band
471,Kamm::N,مشط,greiða
472,Spiegel::N,مرآة,spegill
473,Riemen::N,سير,ól
474,Riemen::N,سير,reim
475,Schnur::N,حبل,snúra
476,Schnur::N,دوبارة,snúra
477,Leine::N,قيد,band
478,Decke::N,بطانية,teppi
479,Kissen::N,وسادة,koddi
480,Tuch::N,منديل,klútur
481,Handtuch::N,فوطة,þurrka
482,Handtuch::N,فوطة,handklæði
483,Handtuch::N,منشفة,þurrka
484,Handtuch::N,منشفة,handklæði
485,Kraft::N,قدرة,afl
486,Kraft::N,قدرة,kraftur
487,Stärke::N,قوة,styrkur
488,Gesundheit::N,صحة,heilsa
489,Gesundheit::N,صحة,heilbrigði
490,Krankheit::N,مرض,sjúkdómur
491,Schmerz::N,ألم,sársauki
492,Schmerz::N,وجع,sársauki
493,Wunde::N,جرح,sár
494,Fieber::N,حمى,hitasótt
495,Arznei::N,دواء,lyf
496,Brücke::N,جسر,brú
497,Brunnen::N,بئر,brunnur
498,Weide::N,مرعى,hagi
499,Pfad::N,درب,stígur
500,Weg::N,سكة,vegur
501,Straße::N,طريق,gata
502,Straße::N,طريق,stræti
503,Dorf::N,قرية,þorp
504,Stadt::N,مدينة,borg
505,Brief::N,خطاب,bréf
506,Brief::N,مكتوب,bréf
507,Buch::N,كتاب,bók
508,Buchstabe::N,حرف,bókstafur
509,Zeitung::N,جريدة,dagblað
510,Leben::N,عيش,líf
511,Leben::N,حياة,líf
512,Tod::N,موت,dauði
513,Tod::N,وفاة,dauði
514,Grab::N,قبر,gröf
515,Kirche::N,كنيسة,kirkja
516,Sünde::N,خطيئة,synd
517,Gott::N,إله,guð
518,Arbeiter::N,عامل,verkamaður
519,Chef::N,رئيس,yfirmaður
520,Meister::N,أسطى,meistari
521,Arzt::N,طبيب,læknir
522,Lehrer::N,مدرس,kennari
523,Geld::N,نقود,peningar
524,Geschäft::N,صفقة,viðskipti
525,Laden::N,دكان,búð
526,Laden::N,دكان,verslun
527,Preis::N,سعر,verð
528,Ware::N,بضاعة,vara
529,Nutzen::N,فائدة,gagn
530,Reichtum::N,غنى,auður
531,Reichtum::N,ثروة,auður
532,Welt::N,عالم,veröld
533,Welt::N,دنيا,veröld
534,Land::N,بلد,land
535,Staat::N,دولة,ríki
536,König::N,ملك,konungur
537,Macht::N,سلطة,vald
538,Grenze::N,حدود,landamæri
539,Krieg::N,حرب,stríð
540,Feind::N,عدو,fjandmaður
541,Gewalt::N,عنف,ofbeldi
542,Kampf::N,قتال,bardagi
543,Bogen[Waffe]::N,قوس,bogi
544,Pfeil::N,سهم,ör
545,Gewehr::N,بندقية,byssa
546,Fehler::N,خطأ,villa
547,Lüge::N,كذب,lygi
548,Schaden::N,تلف,skemmd
549,Unglück::N,نحس,óhamingja
550,Schuld::N,ذنب,sök
551,Alter::N,سن,aldur
552,Alter::N,عمر,aldur
553,Schluss::N,ختام,lok
554,Schluss::N,ختام,endir
555,Schluss::N,نهاية,lok
556,Schluss::N,نهاية,endir
557,Zeit::N,وقت,tími
558,Tag::N,يوم,dagur
559,Morgen::N,صباح,morgunn
560,Mittag::N,ظهر,hádegi
561,Abend::N,مساء,kvöld
562,Nacht::N,ليلة,nótt
563,Woche::N,أسبوع,vika
564,Monat::N,شهر,mánuður
565,Jahr::N,عام,ár
566,Jahr::N,سنة,ár
567,Frühling::N,ربيع,vor
568,Sommer::N,صيف,sumar
569,Herbst::N,خريف,haust
570,Winter::N,شتاء,vetur
571,Januar::N,يناير,janúar
572,Januar::N,كانون الثاني,janúar
573,Februar::N,شباط,február
574,Februar::N,فبراير,február
575,März::N,آذار,mars
576,März::N,مارس,mars
577,April::N,نيسان,apríl
578,Mai::N,مايو,maí
579,Juni::N,يونيو,júní
580,Juni::N,حزيران,júní
581,Juli::N,تموز,júlí
582,Juli::N,يوليو,júlí
583,August::N,آب,ágúst
584,August::N,أغسطس,ágúst
585,September::N,أيلول,september
586,September::N,سبتمبر,september
587,Oktober::N,أكتوبر,október
588,Oktober::N,تشرين الأول,október
589,November::N,نوفمبر,nóvember
590,November::N,تشرين الثاني,nóvember
591,Dezember::N,ديسمبر,desember
592,Dezember::N,كانون الأول,desember
593,Montag::N,يوم الاثنين,mánudagur
594,Dienstag::N,يوم الثلاثاء,þriðjudagur
595,Mittwoch::N,يوم الأربعاء,miðvikudagur
596,Donnerstag::N,يوم الخميس,fimmtudagur
597,Freitag::N,يوم الجمعة,föstudagur
598,Samstag::N,يوم السبت,laugardagur
599,Sonntag::N,يوم الأحد,sunnudagur
600,groß::A,كبير,stór
601,klein::A,صغير,lítill
602,lang::A,طويل,langur
603,kurz::A,قصير,stuttur
604,breit::A,واسع,breiður
605,schmal::A,ضيق,mjór
606,dicht::A,كث,þéttur
607,dicht::A,كثيف,þéttur
608,dick[Gegenstand]::A,غليظ,þykkur
609,dünn::A,رفيع,þunnur
610,fein::A,رقيق,fíngerður
611,fest::A,متين,fastur
612,flach::A,سهل,flatur
613,flach::A,منبسط,flatur
614,glatt::A,ناعم,háll
615,glatt::A,ناعم,sléttur
616,hart::A,صلب,harður
617,hart::A,جامد,harður
618,weich::A,لين,mjúkur
619,rund::A,مستدير,kringlóttur
620,spitz::A,مدبب,oddhvass
621,scharf::A,حاد,beittur
622,stumpf::A,ثالم,bitlaus
623,schwer::A,ثقيل,þungur
624,schön::A,جميل,fagur
625,schön::A,جميل,fallegur
626,heiß::A,حار,heitur
627,heiß::A,ساخن,heitur
628,warm::A,دافئ,hlýr
629,warm::A,دافئ,heitur
630,kalt::A,بارد,kaldur
631,kühl::A,قر,svalur
632,frisch::A,طازج,frískur
633,feucht::A,رطب,rakur
634,feucht::A,رطب,þvalur
635,nass::A,مبلول,votur
636,nass::A,مبلول,blautur
637,trocken::A,جاف,þurr
638,voll::A,ملء,fullur
639,leer::A,خال,tómur
640,leer::A,فارغ,tómur
641,offen::A,مفتوح,opinn
642,geschlossen::A,مغلق,lokaður
643,sauber::A,نظيف,þrifinn
644,schmutzig::A,قذر,óhreinn
645,schmutzig::A,قذر,sóðalegur
646,roh::A,نيء,hrár
647,reif::A,ناضج,þroskaður
648,lecker::A,لذيذ,ljúffengur
649,süß::A,حلو,sætur
650,bitter::A,مر,beiskur
651,sauer::A,حامض,súr
652,hell::A,نير,bjartur
653,dunkel::A,مظلم,dimmur
654,schwarz::A,أسود,svartur
655,weiß::A,أبيض,hvítur
656,rot::A,أحمر,rauður
657,gelb::A,أصفر,gulur
658,blau::A,أزرق,blár
659,grün::A,أخضر,grænn
660,grau::A,رمادي,grár
661,bunt::A,ملوب,marglitur
662,billig::A,رخيص,ódýr
663,teuer::A,غال,dýr
664,wertvoll::A,ثمين,verðmætur
665,blind::A,أعمى,blindur
666,taub::A,أصم,heyrnarlaus
667,taub::A,أطرش,heyrnarlaus
668,kräftig::A,قوي,öflugur
669,stark::A,قوي,sterkur
670,schwach::A,ضعيف,veill
671,fett::A,سمين,feitur
672,schlank::A,أهيف,grannur
673,schlank::A,أهيف,spengilegur
674,hübsch::A,جميل,snotur
675,hübsch::A,جميل,laglegur
676,böse::A,رديء,illur
677,böse::A,رديء,vondur
678,dumm::A,أبله,heimskur
679,dumm::A,أحمق,heimskur
680,faul::A,كسلان,latur
681,fleißig::A,مجتهد,iðinn
682,geizig::A,بخيل,nískur
683,klug::A,ذكي,hygginn
684,klug::A,عاقل,hygginn
685,geschickt::A,ماهر,fimur
686,geschickt::A,ماهر,laginn
687,lieb::A,عزيز,kær
688,lieb::A,عزيز,ljúfur
689,lustig::A,مرح,kátur
690,sanft::A,حليم,blíður
691,hungrig::A,جائع,soltinn
692,hungrig::A,جائع,hungraður
693,krank::A,مريض,sjúkur
694,nackt::A,عار,nakinn
695,traurig::A,حزين,dapur
696,traurig::A,حزين,hryggur
697,lebendig::A,حي,lifandi
698,gut::A,جيد,góður
699,schlecht::A,سيء,slæmur
700,schlecht::A,سيء,lélegur
701,richtig::A,صحيح,réttur
702,schlimm::A,خبيث,slæmur
703,wahr::A,حق,sannur
704,alt::A,قديم,gamall
705,neu::A,جديد,nýr
706,ehemalig::A,سابق,fyrrverandi
707,alt[Lebewesen]::A,مسن,gamall
708,jung::A,شاب,ungur
709,jung::A,صغير,ungur
710,arm::A,فقير,vesall
711,arm::A,فقير,fátækur
712,reich::A,غني,ríkur
713,reich::A,غني,auðugur
714,bekannt::A,معلوم,kunnugur
715,berühmt::A,مشهور,frægur
716,fremd::A,أجنبي,framandi
717,fremd::A,أجنبي,ókunnugur
718,verschieden::A,مختلف,ýmis
719,nah::A,قريب,nálægur
720,fern::A,بعيد,fjarri
721,fern::A,بعيد,fjarlægur
722,linker::A,يسار,vinstri
723,rechter::A,يمين,hægri
724,anderer::A,آخر,annar
725,erster::A,أول,fyrsti
726,zweiter::A,ثان,annar
727,dritter::A,ثالث,þriðji
728,letzter::A,أخير,síðasti
729,allein::ADV,وحده,einn
730,allein::ADV,وحده,aleinn
731,auf einmal::ADV,بالمرة,allt í einu
732,zusammen::ADV,معا,saman
733,lange::ADV,مدة طويلة,lengi
734,plötzlich::ADV,فجأة,skyndilega
735,sofort::ADV,حالا,strax
736,sofort::ADV,حالا,þegar í stað
737,sofort::ADV,فورا,strax
738,sofort::ADV,فورا,þegar í stað
739,später::ADV,فيما بعد,seinna
740,jetzt::ADV,الآن,nú
741,jetzt::ADV,الآن,núna
742,jetzt::ADV,حاليا,nú
743,jetzt::ADV,حاليا,núna
744,heute::ADV,اليوم,í dag
745,morgen::ADV,غدا,á morgun
746,bald::ADV,قريبا,brátt
747,bald::ADV,قريبا,bráðum
748,dann::ADV,ثم,svo
749,dann::ADV,ثم,síðan
750,gestern::ADV,أمس,í gær
751,gestern::ADV,البارحة,í gær
752,einst::ADV,قديما,forðum
753,damals::ADV,حينئذ,þá
754,damals::ADV,حينئذ,á þeim tímum
755,danach::ADV,ثم,á eftir því
756,danach::ADV,بعد ذلك,á eftir því
757,vorher::ADV,من قبل,áður
758,vorher::ADV,قبل ذلك,áður
759,zuerst::ADV,أولا,fyrst
760,einmal::ADV,مرة,einu sinni
761,manchmal::ADV,أحيانا,stundum
762,oft::ADV,كثيرا,oft
763,immer::ADV,دائما,alltaf
764,immer::ADV,دائما,sífellt
765,niemals::ADV,لا أبدا,aldrei
766,hier::ADV,هنا,hér
767,hierhin::ADV,إلى هنا,hingað
768,von hier::ADV,من هنا,héðan
769,dort::ADV,هناك,þar
770,dort::ADV,هناك,þarna
771,dorthin::ADV,إلى هناك,þangað
772,geradeaus::ADV,إلى الأمام,beint áfram
773,vorwärts::ADV,إلى الأمام,áfram
774,rückwärts::ADV,إلى الوراء,aftur á bak
775,zurück::ADV,عودا,aftur
776,zurück::ADV,عودا,til baka
777,zurück::ADV,إلى الخلف,aftur
778,zurück::ADV,إلى الخلف,til baka
779,unten::ADV,تحت,niðri
780,unten::ADV,تحت,fyrir neðan
781,unten::ADV,في الأسفل,niðri
782,unten::ADV,في الأسفل,fyrir neðan
783,hinab::ADV,إلى تحت,niður
784,hinab::ADV,إلى تحت,niður eftir
785,oben::ADV,فوق,uppi
786,oben::ADV,في الأعلى,uppi
787,hinauf::ADV,إلى فوق,upp
788,hinauf::ADV,إلى فوق,upp eftir
789,hinauf::ADV,إلى الأعلى,upp
790,hinauf::ADV,إلى الأعلى,upp eftir
791,überall::ADV,في كل مكان,alls staðar
792,nicht::ADV,لا,ekki
793,nicht::ADV,لم,ekki
794,ein wenig::ADV,قليلا,dálítið
795,kaum::ADV,كاد لا,varla
796,kaum::ADV,كاد لا,tæplega
797,sehr::ADV,جدا,mjög
