,Concept_ID,ru,et
845,sich erholen::V,отдыхать,puhkama
846,krank werden::V,заболеть,haigestuma
847,krank werden::V,заболеть,haigeks jääma
848,krank sein::V,болеть,haige olema
849,schmerzen::V,болеть,valutama
850,husten::V,кашлять,köhima
851,genesen::V,поправиться,toibuma
852,sterben::V,умереть,surema
853,umkommen::V,погибнуть,surma saama
854,sich bewegen::V,двигаться,liikuma
855,sich rühren::V,шевельнуться,liikuma
856,sich erheben::V,встать,kerkima
857,sich setzen::V,сесть,istet võtma
858,hinfallen::V,упасть,kukkuma
859,hinfallen::V,упасть,maha kukkuma
860,laufen::V,ходить,kõndima
861,schreiten::V,шагать,astuma
862,spazierengehen::V,гулять,jalutama
863,eilen::V,спешить,ruttama
864,eilen::V,спешить,kiirustama
865,sich beeilen::V,торопиться,ruttama
866,sich beeilen::V,торопиться,kiirustama
867,sausen::V,мчаться,kihutama
868,sausen::V,мчаться,tormama
869,rennen::V,бегать,jooksma
870,rennen::V,бегать,kihutama
871,springen::V,прыгать,hüppama
872,klettern::V,лазать,ronima
873,schaukeln::V,раскачиваться,kiikuma
874,kriechen::V,ползать,roomama
875,schwimmen::V,плавать,ujuma
876,tauchen::V,нырять,sukelduma
877,rudern::V,грести,sõudma
878,fahren::V,ехать,sõitma
879,fliegen::V,летать,lendama
880,gehen::V,идти,käima
881,gehen::V,идти,minema
882,weggehen::V,уйти,ära minema
883,weggehen::V,уйти,välja minema
884,abfahren::V,отправиться,väljuma
885,abfahren::V,отправиться,ära sõitma
886,anhalten::V,остановиться,peatuma
887,hineingehen::V,входить,sisenema
888,hineingehen::V,входить,sisse minema
889,eintreten::V,войти,sisenema
890,eintreten::V,войти,sisse astuma
891,kommen::V,прийти,tulema
892,ankommen::V,прибыть,saabuma
893,zurückkommen::V,возвратиться,tagasi tulema
894,bleiben::V,остаться,jääma
895,warten::V,ждать,ootama
896,erwarten::V,ожидать,ootama
897,erwarten::V,ожидать,lootma
898,suchen::V,искать,otsima
899,finden::V,найти,leidma
900,versuchen::V,пытаться,püüdma
901,versuchen::V,пытаться,üritama
902,versuchen::V,пытаться,katsetama
903,vorbereiten::V,подготовить,valmistama
904,lieben::V,любить,armastama
905,mögen::V,любить,sallima
906,mögen::V,любить,meeldima
907,lachen::V,смеяться,naerma
908,rühren::V,растрогать,liigutama
909,rühren::V,растрогать,heldima panema
910,weinen::V,плакать,nutma
911,schimpfen::V,ругаться,sõimama
912,sich ärgern::V,сердиться,ärrituma
913,sich ärgern::V,сердиться,vihastuma
914,sich fürchten::V,бояться,kartma
915,sich fürchten::V,бояться,hirmu tundma
916,fürchten::V,бояться,kartma
917,fliehen::V,убегать,põgenema
918,flüchten::V,убежать,põgenema
919,sehen::V,видеть,nägema
920,anschauen::V,посмотреть,vaatama
921,ansehen::V,смотреть,vaatama
922,hören::V,слышать,kuulma
923,zuhören::V,слушать,kuulama
924,probieren::V,пробовать,proovima
925,riechen::V,нюхать,nuusutama
926,fühlen::V,чувствовать,tundma
927,scheinen::V,казаться,näida
928,scheinen::V,казаться,ilmuda
929,zu sehen sein::V,виднеться,ilmuma
930,vernehmen::V,услышать,üle kuulama
931,frieren::V,мерзнуть,külmetada
932,tun::V,делать,tegema
933,können::V,мочь,võima
934,können::V,мочь,oskama
935,können::V,уметь,võima
936,können::V,уметь,oskama
937,wollen::V,хотеть,tahtma
938,anfangen::V,начать,hakkama
939,anfangen::V,начать,alustama
940,beenden::V,закончить,lõpetama
941,aufhören::V,перестать,lakkama
942,gelingen::V,удаться,õnnestuma
943,geraten::V,оказаться,jõudma
944,öffnen::V,открыть,avama
945,schließen::V,закрыть,sulgema
946,stellen::V,поставить,panema
947,stellen::V,поставить,asetama
948,setzen::V,посадить,panema
949,legen::V,класть,panema
950,legen::V,класть,asetama
951,berühren::V,трогать,riivama
952,berühren::V,трогать,puudutama
953,verbinden::V,связать,ühendama
954,bedecken::V,покрыть,katma
955,aufhängen::V,повесить,riputama
956,anzünden::V,зажечь,süütama
957,aufheben::V,поднять,üles tõstma
958,zurücklassen::V,оставить,jätma
959,verlieren::V,потерять,kaotama
960,fallen lassen::V,уронить,maha pillama
961,fallen lassen::V,уронить,kukkuda laskma
962,machen::V,сделать,tegema
963,herstellen::V,изготовить,valmistama
964,bauen::V,строить,ehitama
965,reparieren::V,чинить,parandama
966,verbessern::V,улучшить,parandama
967,ändern::V,изменить,muutma
968,ändern::V,изменить,ümber tegema
969,graben::V,копать,kaevama
970,beugen::V,согнуть,painutama
971,biegen::V,погнуть,painutama
972,drehen::V,вертеть,keerama
973,wenden::V,повернуть,ümber pöörama
974,umdrehen::V,перевернуть,ümber keerama
975,heben::V,поднимать,tõstma
976,hochheben::V,поднять,üles tõstma
977,hochheben::V,поднять,kõrgele tõstma
978,ergreifen::V,схватить,haarama
979,halten::V,держать,hoidma
980,drücken::V,нажимать,pigistama
981,schieben::V,толкать,lükkama
982,kratzen::V,скрести,kraapima
983,lecken::V,лизать,lakkuma
984,beißen::V,кусать,purema
985,beißen::V,кусать,hammustama
986,abreißen::V,оторвать,rebima
987,abreißen::V,оторвать,ära rebima
988,abschneiden::V,отрезать,ära lõikama
989,binden::V,вязать,siduma
990,stecken::V,воткнуть,pistma
991,brechen::V,сломать,murdma
992,klopfen::V,стучать,koputama
993,hauen::V,бить,lööma
994,kleben::V,клеить,kleepima
995,reiben::V,тереть,hõõruma
996,streichen::V,намазать,silitama
997,schleifen::V,точить,lihvima
998,schleifen::V,точить,teritama
999,schneiden::V,резать,lõikama
1000,rütteln::V,шатать,raputama
1001,schütteln::V,трясти,raputama
1002,schütteln::V,трясти,loksutama
1003,schwenken::V,махать,vehkima
1004,schwenken::V,махать,lehvitama
1005,schütten::V,налить,kallama
1006,füllen::V,наполнить,täitma
1007,einwickeln::V,завернуть,sisse mähkima
1008,tragen::V,нести,kandma
1009,schleppen::V,тащить,tassima
1010,schleppen::V,тащить,lohistama
1011,ziehen::V,тянуть,vedama
1012,ziehen::V,тянуть,tõmbama
1013,aufbewahren::V,хранить,säilitama
1014,aufbewahren::V,хранить,alal hoidma
1015,werfen::V,бросать,viskama
1016,fangen::V,ловить,püüdma
1017,packen::V,схватить,kinni haarama
1018,packen::V,схватить,kinni võtma
1019,verstecken::V,спрятать,peitma
1020,teilen::V,разделить,jagama
1021,teilen::V,разделить,jaotama
1022,schicken::V,посылать,saatma
1023,bringen::V,принести,viima
1024,hinzufügen::V,добавить,lisama
1025,bekommen::V,достать,saama
1026,erhalten::V,получить,saama
1027,nehmen::V,взять,võtma
1028,wählen::V,выбрать,valima
1029,auswählen::V,отобрать,valima
1030,bewahren::V,сохранить,hoidma
1031,behindern::V,препятствовать,takistama
1032,verderben::V,испортить,rikkuma
1033,beschädigen::V,повредить,rikkuma
1034,zerbrechen::V,разбить,katki tegema
1035,zerreißen::V,разорвать,katki rebima
1036,zerstören::V,разрушить,purustama
1037,verbrennen::V,сжечь,põletama
1038,geben::V,дать,andma
1039,reichen::V,передать,andma
1040,reichen::V,передать,ulatama
1041,schenken::V,дарить,kinkima
1042,versprechen::V,обещать,lubama
1043,versprechen::V,обещать,tõotama
1044,wünschen::V,желать,soovima
1045,loben::V,хвалить,kiitma
1046,küssen::V,целовать,suudlema
1047,wiegen::V,качать,hällitama
1048,zudecken::V,накрыть,kaanetama
1049,zudecken::V,накрыть,kinni katma
1050,wecken::V,разбудить,äratama
1051,zeigen::V,показать,näitama
1052,führen::V,вести,juhatama
1053,lehren::V,учить,õpetama
1054,unterrichten::V,преподавать,õpetama
1055,aufziehen::V,воспитать,üles kasvatama
1056,leiten::V,руководить,juhtima
1057,antreiben::V,подгонять,ergutama
1058,lassen::V,заставить,laskma
1059,einladen::V,пригласить,kutsuma
1060,vereinigen::V,объединить,ühendama
1061,besuchen::V,посетить,külastama
1062,treffen::V,встретить,kohtama
1063,sich versammeln::V,собраться,kogunema
1064,spielen::V,играть,mängima
1065,singen::V,петь,laulma
1066,tanzen::V,плясать,tantsima
1067,tanzen::V,танцевать,tantsima
1068,sich trennen::V,расстаться,lahku minema
1069,verlassen::V,покинуть,maha jätma
1070,retten::V,спасти,päästma
1071,bewachen::V,охранять,valvama
1072,schützen::V,уберегать,kaitsma
1073,verteidigen::V,защитить,kaitsma
1074,sich schlagen::V,драться,kaklema
1075,schießen::V,стрелять,tulistama
1076,siegen::V,победить,võitma
1077,ärgern::V,сердить,ärritama
1078,ärgern::V,сердить,vihastama
1079,schlagen::V,ударить,lööma
1080,treten::V,пинать,sõtkuma
1081,stechen::V,уколоть,pistma
1082,stechen::V,уколоть,torkama
1083,stoßen::V,толкнуть,tõukama
1084,stehlen::V,украсть,varastama
1085,stören::V,помешать,segama
1086,stören::V,помешать,häirima
1087,belästigen::V,надоедать,ahistama
1088,verbergen::V,скрыть,peitma
1089,verbergen::V,скрыть,varjama
1090,täuschen::V,обмануть,petma
1091,täuschen::V,обмануть,tüssama
1092,betrügen::V,смошенничать,petma
1093,betrügen::V,смошенничать,tüssama
1094,betrügen::V,смошенничать,truudust murtma
1095,töten::V,убить,tapma
1096,töten::V,убить,surmama
1097,wohnen::V,проживать,elama
1098,arbeiten::V,работать,töötama
1099,sammeln::V,собрать,koguma
1100,sammeln::V,собрать,korjama
1101,pflücken::V,рвать,noppima
1102,pflücken::V,срывать,noppima
1103,jagen::V,охотиться,jahtima
1104,fischen::V,рыбачить,kalastama
1105,fischen::V,рыбачить,kala püüdma
1106,fassen::V,поймать,püüdma
1107,hüten::V,пасти,karjatama
1108,treiben::V,гнать,ajama
1109,anbinden::V,привязать,kinni siduma
1110,füttern::V,кормить,söötma
1111,melken::V,доить,lüpsma
1112,hacken::V,рубить,raiuma
1113,hacken::V,рубить,lõhkuma
1114,gießen::V,полить,kastma
1115,reifen::V,созреть,valmima
1116,zubereiten::V,приготовить,valmistama
1117,kochen::V,варить,keetma
1118,backen::V,печь,küpsetama
1119,braten::V,жарить,praadima
1120,umrühren::V,перемешать,segama
1121,stricken::V,вязать,kuduma
1122,nähen::V,шить,õmblema
1123,färben::V,покрасить,värvima
1124,reinigen::V,очистить,puhastama
1125,waschen::V,стирать,pesema
1126,abwischen::V,вытереть,puhtaks pühkima
1127,spülen::V,полоскать,uhtma
1128,fegen::V,подметать,pühkima
1129,kehren::V,мести,pühkima
1130,baden::V,купаться,suplema
1131,baden::V,купаться,kümblema
1132,sich waschen::V,мыться,end pesema
1133,ausziehen::V,снять,käest võtma
1134,ausziehen::V,снять,jalast võtma
1135,ausziehen::V,снять,seljast võtma
1136,anziehen::V,надеть,jalga panema
1137,sich anziehen::V,одеться,riietuma
1138,kämmen::V,причесать,kammima
1139,schmücken::V,украсить,kaunistama
1140,sagen::V,сказать,ütlema
1141,sprechen::V,говорить,rääkima
1142,sprechen::V,говорить,kõnelema
1143,reden::V,разговаривать,kõnelema
1144,sich unterhalten::V,беседовать,vestlema
1145,fragen::V,спросить,küsima
1146,bitten::V,просить,paluma
1147,erzählen::V,рассказать,jutustama
1148,mitteilen::V,сообщить,teatama
1149,mitteilen::V,сообщить,teada andma
1150,nennen::V,назвать,nimetama
1151,rufen::V,звать,kutsuma
1152,prahlen::V,хвастаться,hooplema
1153,übersetzen::V,перевести,tõlkima
1154,denken::V,думать,mõtlema
1155,glauben::V,верить,uskuma
1156,bemerken::V,заметить,märkama
1157,erkennen::V,узнать,ära tundma
1158,begreifen::V,понять,aru saama
1159,begreifen::V,постичь,aru saama
1160,verstehen::V,услышать,mõistma
1161,lernen::V,учиться,õppima
1162,wissen::V,знать,teadma
1163,sich erinnern an::V,вспомнить,mäletama
1164,vergessen::V,забыть,unustama
1165,messen::V,мерить,mõõtma
1166,zählen::V,считать,loendama
1167,rechnen::V,считать,arvutama
1168,lesen::V,читать,lugema
1169,malen::V,рисовать,maalima
1170,zeichnen::V,рисовать,joonistama
1171,schreiben::V,писать,kirjutama
1172,besitzen::V,иметь,omama
1173,kaufen::V,купить,ostma
1174,verkaufen::V,продать,müüma
1175,bezahlen::V,заплатить,tasuma
1176,zahlen::V,платить,maksma
1177,beherrschen::V,владеть,valitsema
1178,ertragen::V,вытерпеть,taluma
