,Concept_ID,myv,ps
195,Kuckuck::N,куко,فاخته
196,Schwan::N,локсей,قو
197,Fisch::N,кал,کب
198,Fisch::N,кал,ماهی
199,Barsch::N,окунь,
200,Hecht::N,щука,
201,Schlange[Tier]::N,гуй,مار
202,Wurm::N,сукс,چینجی
203,Spinne::N,шанжав,غڼه
204,Spinne::N,шанжав,تارکښ
205,Ameise::N,коткудав,مېږی
206,Laus::N,сий,سپږه
207,Mücke::N,сеське,ماشی
208,Fliege::N,карво,مچ
209,Schmetterling::N,нимиляв,پتنګ
210,Beere::N,умарь,مېوۍ
211,Apfel::N,умарь,مڼه
212,Pilz::N,панго,خرېړی
213,Zwiebel::N,чурька,پیاز
214,Saat::N,видьметь,تخم
215,Korn::N,сюро,تخم
216,Korn::N,сюро,دانه
217,Heu::N,тикше,بوس
218,Heu::N,тикше,پروړه
219,Schale::N,кедь,پوستکی
220,Schale::N,ваткавкс,پوستکی
221,Grube::N,латко,کنده
222,Falle::N,тувор,دام
223,Falle::N,тувор,لومه
224,Falle::N,кундамка,دام
225,Falle::N,кундамка,لومه
226,Schlinge::N,килькш,کړۍ
227,Spur::N,челькс,نښه
228,Spur::N,пильгеки,نښه
229,Asche::N,кулов,آس
230,Asche::N,кулов,ایره
231,Dreck::N,рудаз,ناپاکي
232,Eisen::N,кшни,اوسپنه
233,Gold::N,сырне,سره زر
234,Silber::N,сия,نقره
235,Silber::N,сия,سپین زر
236,Kohle::N,сэдь,سکور
237,Kohle::N,сэдь,سکاره
238,Kohle::N,уголия,سکور
239,Kohle::N,уголия,سکاره
240,Glas::N,сулика,ښيښه
241,Lehm::N,сёвонь,خټه
242,Sand::N,човар,شګه
243,Mensch::N,ломань,انسان
244,Mann::N,аля,سړی
245,Mann::N,аля,نارینه
246,Mann::N,цёраломань,سړی
247,Mann::N,цёраломань,نارینه
248,Frau::N,ава,ښځه
249,Kind::N,эйкакш,بچی
250,Kind::N,эйкакш,ماشوم
251,Junge::N,цёрыне,هلک
252,Mädchen::N,тейтерне,نجلۍ
253,Familie::N,семия,کورنۍ
254,Großvater::N,покштя,بابا
255,Großmutter::N,баба,انا
256,Eltern::N,тетят-ават,مور او پلار
257,Vater::N,тетя,پلار
258,Mutter::N,ава,مور
259,Sohn::N,цёра,زوی
260,Tochter::N,тейтерь,لور
261,Bruder::N,леля,ورور
262,Bruder::N,ялакс,ورور
263,Schwester::N,сазор,خور
264,Onkel::N,леля,تره
265,Onkel::N,леля,ماما
266,Tante::N,патя,خاله
267,Ehemann::N,мирде,مېړه
268,Ehefrau::N,ни,مېرمن
269,Freude::N,кеняркс,خوشحالي
270,Gelächter::N,ракамо,خندا
271,Gelächter::N,пейдема,خندا
272,Glück::N,уцяска,بخت
273,Kummer::N,рискс,غم
274,Kummer::N,мелявкс,غم
275,Wunsch::N,мель,هيله
276,Wunsch::N,мель,غوښتنه
277,Wunsch::N,бажамо,هيله
278,Wunsch::N,бажамо,غوښتنه
279,Lust::N,бажамо,شوق
280,Lust::N,бажамо,مینه
281,Geist::N,ойме,روح
282,Gedanke::N,мель,فکر
283,Gedächtnis::N,мель,یاد
284,Gedächtnis::N,мель,حافظه
285,Verstand::N,прев,عقل
286,Verstand::N,прев,شعور
287,Sinn::N,толк,معنی
288,Sinn::N,смысла,معنی
289,Grund::N,тувтал,علت
290,Grund::N,тувтал,اساس
291,Wahrheit::N,видечи,حقیقت
292,Gespräch::N,кортнема,مرکه
293,Gespräch::N,кортнема,خبرې اترې
294,Märchen::N,ёвкс,افسانه
295,Erzählung::N,ёвтнема,قصه
296,Erzählung::N,ёвтнема,کیسه
297,Nachricht::N,куля,خبر
298,Neuigkeit::N,куля,نوی خبر
299,Name::N,лем,نوم
300,Rätsel::N,содамоёвкс,کیسۍ
301,Rätsel::N,содамоёвкс,چیستان
302,Rede::N,кортамо,وینا
303,Sprache::N,кель,ژبه
304,Stimme::N,ваигель,غږ
305,Stimme::N,ваигель,اواز
306,Wort::N,вал,لغت
307,Wort::N,вал,کلمه
308,Zeichen::N,теште,نښه
309,Zeichen::N,теште,اشاره
310,Ruf::N,тердема,ږغ
311,Ruf::N,тердема,بلنه
312,Lärm::N,шалнома,غالمغال
313,Laut::N,вайгель,ږغ
314,Ton::N,гайнема,اواز
315,Lied::N,моро,غزله
316,Lied::N,моро,سندره
317,Ruhe::N,оймамо,ارامي
318,Leute::N,ломанть,خلک
319,Volk::N,народ,ولس
320,Arbeit::N,тев,کار
321,Gast::N,инже,مېلمه
322,Geschenk::N,казне,تحفه
323,Geschenk::N,казне,سوغات
324,Spiel::N,налксема,لوبه
325,Gesellschaft::N,община,ډله
326,Hilfe::N,лездамо,کومک
327,Hilfe::N,лездамо,مرسته
328,Freund::N,оя,ملګری
329,Freund::N,ялга,ملګری
330,Kamerad::N,оя,انډيوال
331,Kamerad::N,ялга,انډيوال
332,Angelegenheit::N,тев,موضوع
333,Anzahl::N,ламоксчи,شمېر
334,Anzahl::N,ламоксчи,تعداد
335,Art::N,вид,ډول
336,Stück::N,пакш,ټوټه
337,Stück::N,пелькс,ټوټه
338,Teil::N,часть,برخه
339,Teil::N,пелькс,برخه
340,Hälfte::N,пель,نیم
341,Hälfte::N,пелькс,نیم
342,Kreis::N,кирькс,دایره
343,Kreuz::N,крёст,صلیب
344,Linie::N,кикс,خط
345,Linie::N,кикс,لیکه
346,Strich::N,межа,کرښه
347,Abstand::N,ютко,فاصله
348,Entfernung::N,ютко,واټن
349,Gegend::N,тарка,سیمه
350,Gegend::N,тарка,منطقه
351,Gegend::N,пертьпелькс,سیمه
352,Gegend::N,пертьпелькс,منطقه
353,Platz::N,васолкс,ځای
354,Ort::N,тарка,ځای
355,Seite::N,ён,مخ
356,Seite::N,ён,اړخ
357,Seite::N,чире,مخ
358,Seite::N,чире,اړخ
359,Mitte::N,куншка,وسط
360,Mitte::N,куншка,مینځ
361,Gegenstand::N,предмет,شی
362,Sache::N,тев,شی
363,Sache::N,тев,څيز
364,Sache::N,веща,شی
365,Sache::N,веща,څيز
366,Rand::N,пе,څنډه
367,Rand::N,пе,کناره
368,Rand::N,чире,څنډه
369,Rand::N,чире,کناره
370,Kante::N,ирдез,اړخ
371,Ecke::N,ужо,ګوټ
372,Spitze::N,пряне,څوکه
373,Spitze::N,пе,څوکه
374,Ende::N,пе,څوکه
375,Loch::N,варя,سوری
376,Winkel::N,ужо,کنج
377,Winkel::N,ужо,کوتی
378,Muster::N,сёрма,نمونه
379,Größe::N,сэрь,قد
380,Größe::N,сэрь,لويوالی
381,Größe::N,покшолма,قد
382,Größe::N,покшолма,لويوالی
383,Länge::N,кувалмо,طول
384,Länge::N,кувалмо,اوږد والی
385,Höhe::N,сэрь,جګوالی
386,Höhe::N,пандо,جګوالی
387,Gewicht::N,сталмо,وزن
388,Menge::N,лововкс,اندازه
389,Haufen::N,мар,کوټه
390,Haufen::N,валявкс,کوټه
391,Reihe::N,ряд,صف
392,Reihe::N,ряд,کتار
393,Boot::N,венч,قايق
394,Ruder::N,милё,چپه
395,Schlitten::N,нурдт,ښویېدونی
396,Ski::N,сокс,سکي
397,Lagerfeuer::N,толбандя,اور
398,Last::N,сталмо,بار
399,Last::N,сталмо,پېټی
400,Last::N,кандома,بار
401,Last::N,кандома,پېټی
402,Gang::N,молема,تګ
403,Gang::N,якамо,تګ
404,Schritt::N,эскелькс,ګام
405,Norden::N,якшамо ёнкс,شمال
406,Süden::N,лембе ёнкс,سوېل
407,Westen::N,чивалгома,لوېدېځ
408,Osten::N,чилисема,شرق
409,Osten::N,чилисема,ختیځ
410,Holz::N,чувто,لرګی
411,Brett::N,лаз,تخته
412,Platte::N,плита,تخته
413,Stütze::N,неже,تکیوان
414,Stange::N,олга,ډاګه
415,Stock::N,мандо,لرګی
416,Stab::N,олога,چيخله
417,Rohr::N,турба,نل
418,Haus::N,кудо,کور
419,Heim::N,кудо,کور
420,Ofen::N,каштомо,تودنۍ
421,Fußboden::N,киякс,غولی
422,Tisch::N,столь,مېز
423,Stuhl::N,стул,چوکۍ
424,Wiege::N,лавсь,زانګو
425,Wiege::N,нурямот,زانګو
426,Bett::N,ацамо,کټ
427,Bett::N,ацамо,چپرکټ
428,Regal::N,лався,تاخچۍ
429,Regal::N,лавсяланго,تاخچۍ
430,Kiste::N,горобия,صندوق
431,Kiste::N,сундук,صندوق
432,Fenster::N,вальма,کړکۍ
433,Tür::N,кенкш,دروازه
434,Tor::N,ортат,دروازه
435,Zaun::N,пирявт,کټاره
436,Zaun::N,пирвякс,کټاره
437,Dach::N,кудопря,بام
438,Leiter::N,кузтема,زينه
439,Besen::N,тенсть,جارو
440,Spaten::N,койме,یوم
441,Schaufel::N,кече,بېلچه
442,Schaufel::N,келей койме,بېلچه
443,Gabel::N,сянгине,پنجه
444,Löffel::N,пенч,کاشوغه
445,Messer::N,пеель,چاقو
446,Nagel::N,эске,ميخ
447,Netz::N,алтыма,جال
448,Haken::N,кечказ,څنګک
449,Griff::N,кедне,لاستی
450,Schloss::N,замок,کلپ
451,Schloss::N,панжома,کلپ
452,Bild::N,картина,رسم
453,Figur::N,рунго,قدوقامت
454,Puppe::N,няка,ګوډۍ
455,Beutel::N,кескав,کڅوړه
456,Bündel::N,керькс,دسته
457,Tasche::N,юдма,بکس
458,Tasche::N,юдма,توبره
459,Eimer::N,ведра,سطل
460,Deckel::N,велькс,سرپوښ
461,Geschirr::N,кедьге,لوښی
462,Sack::N,кескав,جوال
463,Tasse::N,чакш,پیاله
464,Topf::N,кастрюля,دېګی
465,Kessel::N,котёл,دېګ
466,Essen::N,ярсамо,خوراک
467,Nahrung::N,ярсамопель,خوراک
468,Speise::N,ярсамопель,خواړه
469,Fleisch::N,сывель,غوښه
470,Getreide::N,сюро,غله
471,Brei::N,каша,اوګره
472,Brot::N,кши,ډوډۍ
473,Scheibe::N,кочом,مړۍ
474,Scheibe::N,сускомо,مړۍ
475,Fett::N,куя,غوړي
476,Butter::N,ой,کوچ
477,Öl::N,ой,تېل
478,Salz::N,сал,مالګه
479,Suppe::N,ям,شوربا
480,Honig::N,медь,شات
481,Milch::N,ловсо,شوده
482,Tee::N,чай,چای
483,Leder::N,киське,څرمن
484,Wolle::N,пона,پشم
485,Stoff::N,коцт,ټوټه
486,Nadel::N,салмукс,ستن
487,Faden::N,суре,تار
488,Knopf::N,пов,تڼۍ
489,Knopf::N,пов,تکمه
490,Knoten::N,сюлмо,غوټه
491,Farbe::N,артомапель,رنګ
492,Kleidung::N,оршамот,کالي
493,Hemd::N,панар,کميس
494,Kragen::N,сиве,غاړه
495,Ärmel::N,ожа,لستوڼی
496,Hose::N,понкст,پطلون
497,Gürtel::N,каркс,کمربند
498,Mütze::N,чапка,خولۍ
499,Schuh::N,туфля,بوټ
500,Stiefel::N,кем,موزه
501,Ring::N,суркс,ګوته
502,Band::N,лента,فيته
503,Kamm::N,сурсеме,ګمنځ
504,Spiegel::N,чавачамо,ایینه
505,Spiegel::N,чавачамо,هنداره
506,Riemen::N,кшнань каркс,تسمه
507,Schnur::N,пикс,مزی
508,Leine::N,ведьме,رسۍ
509,Decke::N,вельтямо,بړستن
510,Kissen::N,тодов,بالښت
511,Tuch::N,паця,ټیکری
512,Handtuch::N,нардамо,دسمال
513,Kraft::N,вий,زور
514,Kraft::N,вий,توان
515,Stärke::N,виевчи,قوت
516,Gesundheit::N,шумбрачи,صحت
517,Gesundheit::N,шумбрачи,روغتیا
518,Krankheit::N,орма,مرض
519,Krankheit::N,орма,ناروغي
520,Krankheit::N,сэредема,مرض
521,Krankheit::N,сэредема,ناروغي
522,Schmerz::N,сэредькс,درد
523,Wunde::N,керявкс,ټپ
524,Wunde::N,керявкс,زخم
525,Fieber::N,маштыкс,تبه
526,Arznei::N,ормаменькс,دوا
527,Arznei::N,ормаменькс,دارو
528,Brücke::N,сэдь,پول
529,Brücke::N,мадамо,پول
530,Brunnen::N,лисьма,څاه
531,Brunnen::N,лисьма,کوهی
532,Weide::N,ракшань ванома тарка,وله
533,Pfad::N,ян,تړه
534,Weg::N,ки,لیار
535,Straße::N,ки,سړک
536,Dorf::N,веле,کلی
537,Stadt::N,ош,ښار
538,Brief::N,сёрма,لیک
539,Brief::N,сёрма,مکتوب
540,Buch::N,книга,کتاب
541,Buchstabe::N,буква,حرف
542,Buchstabe::N,буква,توری
543,Zeitung::N,газета,اخبار
544,Leben::N,эрямо,ژوند
545,Tod::N,кулома,مرګ
546,Tod::N,кулома,مړینه
547,Grab::N,калмо,قبر
548,Grab::N,калмо,ډورۍ
549,Kirche::N,церькова,کلیسا
550,Sünde::N,чумочи,ګناه
551,Gott::N,паз,خدای
552,Arbeiter::N,робочей,کاریګر
553,Chef::N,прявт,آمر
554,Meister::N,кол тевень тенця,استاد
555,Arzt::N,врач,طبیب
556,Arzt::N,врач,ډاکټر
557,Lehrer::N,учитель,معلم
558,Lehrer::N,учитель,ښوونکی
559,Lehrer::N,тонавтыця,معلم
560,Lehrer::N,тонавтыця,ښوونکی
561,Geld::N,ярмак,پیسې
562,Geschäft::N,ладязь тев,سوداګري
563,Laden::N,лавка,دکان
564,Laden::N,лавка,مغازه
565,Preis::N,питне,بیه
566,Ware::N,миевкс,مال
567,Ware::N,рамавкс,مال
568,Nutzen::N,паро,ګټه
569,Nutzen::N,лезэ,ګټه
570,Reichtum::N,сюпавчи,شتمني
571,Welt::N,мир,نړۍ
572,Welt::N,мир,دنیا
573,Welt::N,мастор ланго,نړۍ
574,Welt::N,мастор ланго,دنیا
575,Land::N,мастор,هېواد
576,Staat::N,государства,دولت
577,König::N,король,باچا
578,König::N,король,پادشاه
579,Macht::N,азорксчи,قدرت
580,Grenze::N,буен тешкс,حد
581,Grenze::N,буен тешкс,سرحد
582,Krieg::N,война,جګړه
583,Feind::N,душман,دښمن
584,Gewalt::N,нарьгамо,زور
585,Gewalt::N,нарьгамо,تشدد
586,Kampf::N,тюрема,جنګ
587,Kampf::N,тюрема,مبارزه
588,Bogen[Waffe]::N,нал,لیندۍ
589,Pfeil::N,нал,غشی
590,Gewehr::N,ружия,ټوپک
591,Gewehr::N,винтовка,ټوپک
592,Fehler::N,ильведькс,خطا
593,Fehler::N,ильведькс,غلطي
594,Fehler::N,ильведевкс,خطا
595,Fehler::N,ильведевкс,غلطي
596,Lüge::N,манчема,دروغ
597,Lüge::N,кенгелема,دروغ
598,Schaden::N,зыян,زیان
599,Schaden::N,зыян,تاوان
600,Unglück::N,зыян,بدبختي
601,Schuld::N,чумочи,ګناه
602,Alter::N,шка,منګ
603,Schluss::N,пе,اخر
604,Zeit::N,шка,وخت
605,Zeit::N,пинге,وخت
606,Tag::N,чи,ورځ
607,Morgen::N,валске,سبا
608,Morgen::N,валске,سهار
609,Mittag::N,чикуншка,غرمه
610,Abend::N,чокшнэ,ماښام
611,Nacht::N,ве,شپه
612,Woche::N,недля,اونۍ
613,Monat::N,ков,مياشت
614,Jahr::N,ие,کال
615,Frühling::N,тундо,پسرلی
616,Sommer::N,кизэ,دوبی
617,Herbst::N,сёксь,منی
618,Herbst::N,сёксь,خزان
619,Winter::N,теле,ژمی
620,Januar::N,якшамков,جنوري
621,Februar::N,февраль,فبروري
622,März::N,март,مارچ
623,April::N,апрель,اپریل
624,Mai::N,май,مې
625,Juni::N,июнь,جون
626,Juli::N,июль,جولای
627,August::N,август,اګست
628,September::N,сентября,سپټامبر
629,Oktober::N,октября,اکتوبر
630,November::N,ноября,نومبر
631,Dezember::N,декабря,دسمبر
632,Montag::N,пондельник,دوشنبه
633,Dienstag::N,овторник,سه شنبه
634,Mittwoch::N,серёда,چارشنبه
635,Donnerstag::N,цетьверьг,پنجشنبه
636,Freitag::N,пеця,جمعه
637,Samstag::N,субута,خالي
638,Samstag::N,шлямочи,خالي
639,Sonntag::N,недлячи,یکشنبه
640,groß::A,ине,لوی
641,groß::A,покш,لوی
642,klein::A,вишка,وړوکی
643,lang::A,кувака,اوړد
644,kurz::A,нурькине,لنډ
645,breit::A,келей,پراخه
646,schmal::A,теине,تنګ
647,dicht::A,тусто,ګڼ
648,dick[Gegenstand]::A,эчке,پنډ
649,dünn::A,човине,نری
650,fein::A,човине,نازک
651,fest::A,кеме,کلک
652,fest::A,кеме,ټینګ
653,flach::A,лапужа,هوار
654,glatt::A,валаня,ښوی
655,hart::A,калгодо,کلک
656,weich::A,чевте,نرم
657,weich::A,чевте,پوست
658,rund::A,кеверь,ګرد
659,spitz::A,пшти,تېره
660,scharf::A,пшти,تېز
661,scharf::A,пшти,تېره
662,stumpf::A,ношка,پڅ
663,schwer::A,стака,دروند
664,schön::A,мазый,ښکلی
665,heiß::A,пси,تود
666,warm::A,лембе,تود
667,kalt::A,якшамо,ېخ
668,kalt::A,якшамо,سوړ
669,kühl::A,экше,ېخ
670,kühl::A,экше,سوړ
671,frisch::A,свежа,تازه
672,feucht::A,летьке,مرطوب
673,nass::A,начко,لوند
674,trocken::A,коське,وچ
675,voll::A,пешксе,ډک
676,leer::A,чаво,خالی
677,offen::A,панжадо,خلاص
678,offen::A,панжадо,پرانیستی
679,offen::A,виде,خلاص
680,offen::A,виде,پرانیستی
681,geschlossen::A,пекстазь,تړلی
682,geschlossen::A,сёлгозь,تړلی
683,sauber::A,ванькс,پاک
684,schmutzig::A,ливезев,چټل
685,roh::A,верек,خام
686,reif::A,кенерезь,پوخ
687,reif::A,кенерезь,رسېدلی
688,lecker::A,тантей,خوندور
689,lecker::A,тантей,مزه دار
690,süß::A,ламбамо,خوږ
691,süß::A,ламбамо,شیرین
692,bitter::A,сэпей,تریخ
693,sauer::A,чапамо,ټاک
694,sauer::A,чапамо,تريو
695,hell::A,валдо,روڼ
696,hell::A,валдо,روښان
697,dunkel::A,чопода,تیاره
698,schwarz::A,раужо,تور
699,weiß::A,ашо,سپين
700,rot::A,якстере,سور
701,gelb::A,ожо,زېړ
702,blau::A,сэнь,شین
703,blau::A,сэнь,اسماني رنګه
704,grün::A,пиже,زرغون
705,grau::A,шержев,خړ
706,bunt::A,сёрмав,رنګارنګ
707,billig::A,аволь питней,ارزان
708,teuer::A,питней,ګران
709,wertvoll::A,питней,قیمتي
710,blind::A,сокор,ړوند
711,taub::A,амариця,کوڼ
712,kräftig::A,пек виев,قوی
713,stark::A,виев,قوی
714,stark::A,виев,تکړه
715,schwach::A,лавшо,ضعیف
716,schwach::A,лавшо,کمزوری
717,fett::A,куя,چاغ
718,schlank::A,виде ронга,خوش اندام
719,hübsch::A,мазый,ښکلی
720,hübsch::A,мазый,ښایسته
721,böse::A,кежей,شریر
722,böse::A,кежей,قهرناک
723,dumm::A,чавола,احمق
724,dumm::A,превтеме,احمق
725,faul::A,нузякс,لټ
726,faul::A,нузякс,تنبل
727,fleißig::A,мелень путыця,زحمت کښ
728,geizig::A,скупой,بخیل
729,klug::A,превей,عاقل
730,klug::A,превей,هوښیار
731,geschickt::A,маштозь теезь,ماهر
732,lieb::A,вадря,عزیز
733,lieb::A,вадря,محبوب
734,lustig::A,весёла,خوشحال
735,sanft::A,сэтьме,پوست
736,sanft::A,сэтьме,ملایم
737,hungrig::A,вачо,وږی
738,krank::A,сэредиця,مريض
739,krank::A,сэредиця,ناروغ
740,nackt::A,штапо,لوڅ
741,traurig::A,нусманя,غمجن
742,lebendig::A,эриця,ژوندی
743,gut::A,паро,ښه
744,schlecht::A,берянь,بد
745,schlecht::A,берянь,خراب
746,richtig::A,виде,سم
747,richtig::A,виде,صحیح
748,schlimm::A,берянь,بد
749,schlimm::A,берянь,مخوف
750,wahr::A,алкуксонь,واقعي
751,alt::A,ташто,زوړ
752,neu::A,од,نوی
753,ehemalig::A,икелень,پخوانی
754,alt[Lebewesen]::A,сыре,زوړ
755,jung::A,од,ځوان
756,arm::A,кажов,غریب
757,arm::A,кажов,بې وزله
758,reich::A,сюпав,شتمن
759,reich::A,сюпав,دولتمند
760,bekannt::A,содавикс,اشنا
761,berühmt::A,содавикс,مشهور
762,fremd::A,лия,پردی
763,fremd::A,лия,بېګانه
764,fremd::A,асодавикс,پردی
765,fremd::A,асодавикс,بېګانه
766,verschieden::A,эрьва,مختلف
767,nah::A,а васолонь,نژدې
768,fern::A,умонь,لیری
769,fern::A,кезэрень,لیری
770,linker::A,керш,چپ
771,linker::A,керш,کیڼ
772,rechter::A,вить,ښی
773,anderer::A,лия,بل
774,erster::A,васень,لومړی
775,erster::A,васенце,لومړی
776,zweiter::A,омбоце,دوهم
777,dritter::A,колмоце,درېم
778,letzter::A,меельце,آخرنی
779,letzter::A,меельце,وروستی
780,allein::ADV,башка,یوازې
781,allein::ADV,ськамонзо,یوازې
782,auf einmal::ADV,вейсэ,په یوه وخت کی
783,zusammen::ADV,вейс,یو ځای
784,zusammen::ADV,вейсэ,یو ځای
785,lange::ADV,кувать,ډېر وخت
786,lange::ADV,кувать,ډېره موده
