,Concept_ID,ps,ja
811,er::PRN,دی,彼
812,wir::PRN,مونږ,私達
813,ihr::PRN,تاسې,あなた達
814,sie::PRN,هغوی,彼ら
815,was::FPRN,څهٔ,何
816,wer::FPRN,چا,誰
817,wer::FPRN,چا,どなた
818,wer::FPRN,څوک,誰
819,wer::FPRN,څوک,どなた
820,wo::FADV,چيری,どこ
821,wo::FADV,چيری,どこに
822,wo::FADV,چېرته,どこ
823,wo::FADV,چېرته,どこに
824,wohin::FADV,چېرته,どこへ
825,wie::FADV,څنګه,どう
826,warum::FADV,ولې,何故
827,warum::FADV,ولې,どうして
828,wieviel::FNUM,څو,どのくらい
829,wieviel::FNUM,څومره,どのくらい
830,eins::NUM,یو,一
831,zwei::NUM,دوه,二
832,zwei::NUM,دوه,二つ
833,drei::NUM,درې,三
834,drei::NUM,درې,三つ
835,vier::NUM,څلور,四
836,vier::NUM,څلور,四つ
837,fünf::NUM,پنځه,五
838,fünf::NUM,پنځه,五つ
839,sechs::NUM,شپږ,六
840,sechs::NUM,شپږ,六つ
841,sieben::NUM,اوه,七
842,sieben::NUM,اوه,七つ
843,acht::NUM,اته,八
844,acht::NUM,اته,八つ
845,neun::NUM,نهه,九
846,neun::NUM,نهه,九つ
847,zehn::NUM,لس,十
848,elf::NUM,یوولس,十一
849,zwölf::NUM,دولس,十二
850,zwanzig::NUM,شل,二十
851,dreißig::NUM,دېرش,三十
852,vierzig::NUM,څلوېښت,四十
853,fünfzig::NUM,پنځوس,五十
854,sechzig::NUM,شپېته,六十
855,siebzig::NUM,اویا,七十
856,achtzig::NUM,اتیا,八十
857,neunzig::NUM,نوي,九十
858,hundert::NUM,سل,百
859,tausend::NUM,زر,千
860,und::CNJ,او,-と
861,und::CNJ,او,そして
862,oder::CNJ,ېا,或いは
863,stehen::V,درېدل,立っている
864,sitzen::V,کښېنستل,座っている
865,liegen::V,ملاستل,横になっている
866,hängen::V,ځړېدل,掛かっている
867,werden::V,کېدل,なる
868,passieren::V,پېښېدل,起こる
869,beginnen::V,شروع کېدل,始まる
870,enden::V,خلاصدل,終わる
871,enden::V,تمامېدل,終わる
872,wechseln::V,تغییر موندل,変わる
873,aufgehen[Sonne]::V,ختل,出る
874,untergehen[Sonne]::V,لوېدل,沈む
875,untergehen[Sonne]::V,پرېوتل,沈む
876,scheinen[Sonne]::V,رڼا کول,輝く
877,donnern::V,تنېدل,雷が鳴る
878,donnern::V,غړمبېدل,雷が鳴る
879,wehen::V,چلېدل,吹く
880,strömen::V,بهېدل,流れる
881,fließen::V,بهېدل,流れる
882,fließen::V,تویېدل,流れる
883,sich drehen::V,ګرځېدل,回転する
884,sich drehen::V,چورلېدل,回転する
885,schwanken::V,زنګېدل,揺れる
886,schwingen::V,زنګېدل,振動する
887,fallen::V,ولېدل,落ちる
888,brennen::V,سوځېدل,燃える
889,rauchen::V,لوګی کول,煙を出す
890,regnen::V,باران اورېدل,雨が降る
891,gefrieren::V,کنګل نيول,凍る
892,tauen::V,وېلې کېدل,溶ける
893,schmelzen::V,وېلې کېدل,溶ける
894,trocknen::V,وچېدل,乾く
895,sieden::V,اېشېدل,沸く
896,faulen::V,خرابېدل,腐る
897,verfaulen::V,ورستېدل,朽ちる
898,reißen::V,شلېدل,切れる
899,versinken::V,ډوېېدل,沈む
900,vergehen::V,تېرېدل,経つ
901,erscheinen::V,ښکارېدل,現れる
902,verschwinden::V,ورکېدل,消える
903,sinken::V,ښکته کېدل,下がる
904,abnehmen::V,کمېدل,減る
905,zunehmen::V,زیاتېدل,増える
906,steigen::V,جګېدل,上がる
907,steigen::V,پورته کېدل,上がる
908,wachsen::V,وده کول,伸びる
909,glänzen::V,ځلېدل,輝く
910,funkeln::V,پړکېدل,ぴかぴか光る
911,lärmen::V,غال و غول کول,騒ぐ
912,läuten::V,زنګ وهل,鳴る
913,klingeln::V,زنګ وهل,鳴る
914,klirren::V,کړنګېدل,がらんがらんと鳴る
915,brausen::V,تلاطم کول,逆巻く
916,rauschen::V,شڼهار کول,戦ぐ
917,klingen::V,آواز کول,鳴る
918,bellen::V,غپېدل,吠える
919,heulen::V,انګلل,きゃんきゃん鳴く
920,blasen::V,پو کول,吹く
921,pfeifen::V,شپېلک وهل,口笛を吹く
922,schreien::V,ناره کول,叫ぶ
923,stöhnen::V,زګېروی کول,うめく
924,zittern::V,لړزېدل,震える
925,leben::V,ژوند کول,生きている
926,geboren werden::V,زېږېدل,生まれる
927,atmen::V,ساه کښل,呼吸する
928,atmen::V,تنفس کول,呼吸する
929,trinken::V,څښل,飲む
930,essen::V,خوړل,食べる
931,schlucken::V,غړپول,飲み込む
932,müde werden::V,ستړی کېدل,眠くなる
933,einschlafen::V,ویده کېدل,寝付く
934,schlafen::V,خوب کول,眠る
935,aufwachen::V,ویښېدل,目が覚める
936,aufstehen::V,پاڅېدل,起きる
937,sich erholen::V,استراحت کول,休養する
938,krank werden::V,رنځورېدل,病気になる
939,krank sein::V,ناجوړېدل,病気である
940,schmerzen::V,خوږېدل,痛む
941,schmerzen::V,درد کول,痛む
942,husten::V,ټوخېدل,咳をする
943,genesen::V,رغېدل,元気になる
944,sterben::V,مړل,死ぬ
945,sterben::V,مړل,亡くなる
946,umkommen::V,تلفېدل,死亡する
947,sich bewegen::V,چلېدل,移動する
948,sich bewegen::V,حرکت کول,移動する
949,sich rühren::V,ښورېدل,動く
950,sich erheben::V,درېدل,立ち上がる
951,sich setzen::V,کښېنستل,座る
952,hinfallen::V,لوېدل,転ぶ
953,laufen::V,منډې وهل,歩く
954,schreiten::V,قدم ایښودل,跨ぐ
955,spazierengehen::V,چکر وهل,散歩する
956,eilen::V,بېړه کول,急ぐ
957,sich beeilen::V,عجله کول,焦る
958,sausen::V,ځغستل,疾駆する
959,rennen::V,زغلېدل,走る
960,springen::V,ټوپ وهل,跳ぶ
961,klettern::V,ختل,よじ登る
962,schaukeln::V,زنګېدل,ぶらんこに乗る
963,kriechen::V,خاپوړی وهل,這う
964,schwimmen::V,لامبو وهل,泳ぐ
965,tauchen::V,غوټه وهل,潜る
966,rudern::V,پارو وهل,漕ぐ
967,fahren::V,تلل,行く
968,fahren::V,تلل,乗車する
969,fliegen::V,الوتل,飛ぶ
970,gehen::V,تلل,行く
971,weggehen::V,بهر وتل,立ち去る
972,abfahren::V,تلل,出発する
973,anhalten::V,ودرېدل,止まる
974,hineingehen::V,داخلېدل,入る
975,eintreten::V,ننوتل,中に入る
976,kommen::V,راتلل,来る
977,ankommen::V,رسېدل,着く
978,ankommen::V,رسېدل,到着する
979,zurückkommen::V,بېرته راتلل,帰る
980,bleiben::V,پاتې کېدل,留まる
981,warten::V,انتظار وېستل,待つ
982,erwarten::V,انتظار کول,期待する
983,suchen::V,لټول,探る
984,finden::V,میندل,見つける
985,finden::V,پیدا کول,見つける
986,versuchen::V,هڅه کول,試す
987,vorbereiten::V,چمتوکول,準備する
988,lieben::V,مینه لرل,愛する
989,mögen::V,خوښول,好きである
990,mögen::V,علاقه لرل,好きである
991,lachen::V,خندېدل,笑う
992,rühren::V,اغېزه کول,感情を動かす
993,weinen::V,ژړل,泣く
994,schimpfen::V,ښکنځا کول,叱る
995,sich ärgern::V,قهر راتلل,怒る
996,sich ärgern::V,قهر راتلل,腹を立てる
997,sich fürchten::V,ډارېدل,怖がる
998,fürchten::V,ډارېدل,恐れる
999,fliehen::V,تښتېدل,逃げる
1000,flüchten::V,تښتېدل,逃亡する
1001,sehen::V,لیدل,見る
1002,anschauen::V,کتل,眺める
1003,ansehen::V,ننداره کول,見る
1004,hören::V,اورېدل,聞く
1005,zuhören::V,غوږ نیول,聴く
1006,probieren::V,څکه کول,食べてみる
1007,probieren::V,چاشنی کول,食べてみる
1008,riechen::V,بويول,気取る
1009,fühlen::V,حسول,感じる
1010,scheinen::V,ښکارېدل,ように見える
1011,zu sehen sein::V,ښکارېدل,見える
1012,vernehmen::V,خبرېدل,承る
1013,frieren::V,ساړه کېتل,寒気がする
1014,tun::V,کول,する
1015,können::V,کولای شول,出来る
1016,können::V,د لاسه کېدل,出来る
1017,wollen::V,غوښتل,-たい
1018,anfangen::V,شروع کول,始める
1019,beenden::V,ختمول,終える
1020,beenden::V,پای ته رسول,終える
1021,aufhören::V,بس کول,止める
1022,gelingen::V,موفق کېدل,成功する
1023,gelingen::V,بریالی کېدل,成功する
1024,geraten::V,کېدل,当たる
1025,öffnen::V,خلاصول,開く
1026,öffnen::V,خلاصول,開ける
1027,öffnen::V,پرانیستل,開く
1028,öffnen::V,پرانیستل,開ける
1029,schließen::V,تړل,閉める
1030,stellen::V,ایښودل,置く
1031,stellen::V,ایښودل,据える
1032,setzen::V,کښېنول,座らせる
1033,legen::V,ایښودل,置く
1034,berühren::V,لاس وهل,触る
1035,berühren::V,لاس وهل,触れる
1036,verbinden::V,تړل,結びつける
1037,bedecken::V,پوښول,覆う
1038,aufhängen::V,ځوړندول,掛ける
1039,anzünden::V,بلول,燃やす
1040,anzünden::V,بلول,火をつける
1041,aufheben::V,پورته کول,拾う
1042,zurücklassen::V,پرېښودل,残す
1043,verlieren::V,ورکول,無くす
1044,fallen lassen::V,له لاسه لوېدل,落とす
1045,machen::V,کول,作る
1046,herstellen::V,جوړول,製造する
1047,herstellen::V,توليدول,製造する
1048,bauen::V,جوړول,建設する
1049,reparieren::V,ترمیمول,直す
1050,reparieren::V,ترمیمول,修理する
1051,verbessern::V,اصلاح کول,改良する
1052,ändern::V,تغیر ورکول,変える
1053,graben::V,کيندل,掘る
1054,beugen::V,ټیټول,折る
1055,biegen::V,کږول,曲げる
1056,drehen::V,ګرځول,回す
1057,wenden::V,اړول,裏返す
1058,umdrehen::V,اړول,裏返す
1059,heben::V,جګول,挙げる
1060,heben::V,پورته کول,挙げる
1061,hochheben::V,جګول,持ち上げる
1062,ergreifen::V,نیول,取り上げる
1063,halten::V,نیول,持つ
1064,drücken::V,کښېکښل,押す
1065,schieben::V,پوری وهل,ずらす
1066,kratzen::V,ګرول,引っ掻く
1067,lecken::V,څټل,なめる
1068,beißen::V,چیچل,噛む
1069,abreißen::V,شکول,剝ぎ取る
1070,abschneiden::V,پرېکول,切り取る
1071,binden::V,تړل,縛る
1072,stecken::V,ټومبل,差し込む
1073,brechen::V,ماتول,破る
1074,klopfen::V,ټکول,とんとん叩く
1075,hauen::V,ټکول,叩く
1076,kleben::V,نښلول,貼る
1077,kleben::V,نښلول,くっ付ける
1078,kleben::V,سرېښول,貼る
1079,kleben::V,سرېښول,くっ付ける
1080,reiben::V,مږل,擦る
1081,streichen::V,مښل,塗る
1082,schleifen::V,تېره کول,研ぐ
1083,schneiden::V,غوڅول,切る
1084,schneiden::V,پرېکول,切る
1085,rütteln::V,خوڅول,揺さぶる
1086,schütteln::V,ښورول,振る
1087,schütteln::V,ښورول,揺さぶる
1088,schwenken::V,خوڅول,振る
1089,schütten::V,اچول,注ぐ
1090,schütten::V,تویول,注ぐ
1091,füllen::V,ډکول,いっぱいにする
1092,einwickeln::V,پېچل,包む
1093,einwickeln::V,نغښتل,包む
1094,tragen::V,وړل,運ぶ
1095,schleppen::V,وړل,引きずる
1096,ziehen::V,کښل,引く
1097,aufbewahren::V,ساتل,預かる
1098,werfen::V,اچول,投げる
1099,werfen::V,غورځول,投げる
1100,fangen::V,نیول,受ける
1101,fangen::V,ګیرول,受ける
1102,packen::V,نیول,掴む
1103,verstecken::V,پټول,隠す
1104,teilen::V,وېشل,分ける
1105,teilen::V,تقسیمول,分ける
1106,schicken::V,لېږل,送る
1107,schicken::V,استول,送る
1108,bringen::V,راوړل,持って行く
1109,hinzufügen::V,زیاتول,加える
1110,bekommen::V,حاصلول,得る
1111,erhalten::V,اخیستل,受ける
1112,nehmen::V,نیول,取る
1113,nehmen::V,اخيستل,取る
1114,wählen::V,خوښول,選ぶ
1115,auswählen::V,چنده کول,選ぶ
1116,bewahren::V,ساتل,保存する
1117,behindern::V,مانع کېدل,妨害する
1118,behindern::V,ممانعت کول,妨害する
1119,verderben::V,خرابېدل,台無しにする
1120,beschädigen::V,ورانول,損傷する
1121,zerbrechen::V,ماتول,割る
1122,zerreißen::V,څیرې کول,引き裂く
1123,zerstören::V,ړنګول,破壊する
1124,zerstören::V,ورانول,破壊する
1125,verbrennen::V,سوځول,焼く
1126,geben::V,ورکول,上げる
1127,reichen::V,ورکول,渡す
1128,schenken::V,بښل,贈る
1129,versprechen::V,لوز کول,約束する
1130,wünschen::V,غوښتل,望む
1131,loben::V,ستایل,褒める
1132,loben::V,تمجید کول,褒める
1133,küssen::V,ښکلول,キスする
1134,wiegen::V,زنګول,揺する
1135,zudecken::V,پوښول,覆う
1136,wecken::V,ويښول,起こす
1137,zeigen::V,ښودل,見せる
1138,führen::V,بیول,案内する
1139,lehren::V,درس ورکول,教える
1140,lehren::V,تعلیم ورکول,教える
1141,unterrichten::V,درس ورکول,通知する
1142,aufziehen::V,روزل,育てる
1143,leiten::V,رهبری کول,導く
1144,leiten::V,لارښوونه کول,導く
1145,antreiben::V,چټک کول,励ます
1146,lassen::V,اړکول,～させる
1147,einladen::V,بلل,誘う
1148,einladen::V,بلل,招待する
1149,vereinigen::V,متحد کول,一つにする
1150,vereinigen::V,یوځای کول,一つにする
1151,besuchen::V,کتنه کول,訪ねる
1152,treffen::V,ليدل,出会う
1153,treffen::V,تلقی کول,出会う
1154,sich versammeln::V,راغونډېدل,集まる
1155,spielen::V,لوبه کول,遊ぶ
1156,singen::V,سندرې وېل,歌う
1157,tanzen::V,ګډېدل,踊る
1158,sich trennen::V,بېلېدل,別れる
1159,verlassen::V,ترک کول,別れる
1160,retten::V,نجات ورکول,救う
1161,retten::V,نجات ورکول,助ける
1162,bewachen::V,ساتل,見張る
1163,bewachen::V,ساتل,軽微する
1164,bewachen::V,حفاظت کول,見張る
1165,bewachen::V,حفاظت کول,軽微する
1166,schützen::V,ژغورل,保護する
1167,verteidigen::V,دفاع کول,守る
1168,sich schlagen::V,جنګېدل,殴る
1169,schießen::V,ویشتل,撃つ
1170,siegen::V,غالبېدل,勝つ
1171,ärgern::V,خپه کول,怒らせる
1172,schlagen::V,وهل,殴る
1173,treten::V,په لغته وهل,蹴る
1174,stechen::V,ټومبل,突く
1175,stoßen::V,ټېل وهل,突く
1176,stoßen::V,پوری وهل,突く
1177,stehlen::V,تښتول,盗る
1178,stehlen::V,غلا کول,盗る
1179,stören::V,ماتول,構う
1180,belästigen::V,ځورول,邪魔する
1181,belästigen::V,تکلیف ورکول,邪魔する
1182,verbergen::V,پټول,隠す
1183,täuschen::V,تېرایستل,だます
1184,täuschen::V,خطا ایستل,だます
1185,betrügen::V,غولول,だます
1186,töten::V,وژل,殺す
1187,töten::V,مړ کول,殺す
1188,wohnen::V,اوسېدل,住む
1189,arbeiten::V,کار کول,働く
1190,sammeln::V,راټولول,集める
1191,sammeln::V,راټولول,収集する
1192,sammeln::V,راغونډول,集める
1193,sammeln::V,راغونډول,収集する
1194,pflücken::V,شکول,摘む
1195,jagen::V,ښکار کول,狩りをする
1196,fischen::V,کب نيول,釣る
1197,fassen::V,نیول,捕る
1198,fassen::V,ګیرول,捕る
1199,hüten::V,پوول,放牧する
1200,treiben::V,بیول,追う
1201,anbinden::V,تړل,繋ぐ
1202,füttern::V,خوراک ورکول,餌をやる
1203,melken::V,لوشل,搾乳する
1204,hacken::V,پی کول,刻む
1205,gießen::V,اوبه کول,水をやる
1206,reifen::V,رسېدل,熟す
1207,zubereiten::V,تیارول,調理する
1208,kochen::V,پخول,煮る
1209,backen::V,پخول,焼く
1210,braten::V,وريتول,焼く
1211,braten::V,وريتول,炒める
1212,umrühren::V,لړل,混ぜる
1213,stricken::V,اوبدل,編む
1214,nähen::V,ګنډل,縫う
1215,färben::V,رنګول,染める
1216,reinigen::V,صافول,掃除する
1217,waschen::V,مینځل,洗う
1218,waschen::V,مینځل,洗濯する
1219,abwischen::V,وچول,拭く
1220,spülen::V,کنګالول,洗う
1221,spülen::V,کنګالول,すすぐ
1222,fegen::V,جارو کول,掃除する
1223,kehren::V,جارو کول,掃く
1224,baden::V,لمبېدل,入浴する
1225,sich waschen::V,ځان مينځل,洗う
1226,ausziehen::V,کښل,脱ぐ
1227,ausziehen::V,ایستل,脱ぐ
1228,anziehen::V,اغوستل,着る
1229,sich anziehen::V,کالی اغوستل,着る
1230,kämmen::V,ګمنځول,梳く
1231,schmücken::V,ښکلی کول,飾る
1232,sagen::V,وېل,言う
1233,sprechen::V,وېل,話す
1234,sprechen::V,غږېدل,話す
1235,reden::V,ګړېدل,話す
1236,reden::V,خبرې کول,話す
1237,sich unterhalten::V,خبری کول,話をする
1238,fragen::V,پوښتنه کول,聞く
1239,bitten::V,غوښتل,頼む
1240,bitten::V,غوښتل,お願いする
1241,erzählen::V,کيسه کول,物語る
1242,erzählen::V,حکايت کول,物語る
1243,mitteilen::V,خبرول,伝える
1244,mitteilen::V,خبر ورکول,伝える
1245,nennen::V,نوم ايښودل,名づける
1246,rufen::V,بلل,呼ぶ
1247,prahlen::V,لاپې وهل,自慢する
1248,übersetzen::V,ژباړل,訳す
1249,übersetzen::V,ترجمه کول,訳す
1250,denken::V,فکر کول,考える
1251,glauben::V,باور کول,信じる
1252,bemerken::V,لیدل,気が付く
1253,erkennen::V,پېژندل,認識する
1254,begreifen::V,رسېدل,分かる
1255,begreifen::V,پوهېدل,分かる
1256,verstehen::V,پوهېدل,聞き取る
1257,lernen::V,زده کول,学ぶ
1258,lernen::V,زده کول,勉強する
1259,lernen::V,درس لوستل,学ぶ
1260,lernen::V,درس لوستل,勉強する
1261,wissen::V,پوهېدل,知っている
1262,sich erinnern an::V,یادول,思い出す
1263,sich erinnern an::V,په یاد راوړل,思い出す
1264,vergessen::V,هېرول,忘れる
1265,messen::V,اندازه کول,計る
1266,messen::V,اندازه کول,測定する
1267,zählen::V,شمارل,数える
1268,rechnen::V,حسابول,計算する
1269,lesen::V,لوستل,読む
1270,malen::V,رسمول,描く
1271,zeichnen::V,رسمول,写生する
1272,schreiben::V,لیکل,書く
1273,besitzen::V,لرل,所持する
1274,kaufen::V,رانیول,買う
1275,verkaufen::V,خرڅول,売る
1276,bezahlen::V,تأدیه کول,払う
1277,zahlen::V,کسات اخيستل,支払う
1278,beherrschen::V,تسلط لرل,支配する
1279,ertragen::V,زغمل,耐える
1280,Barsch::N,,鱸
1281,Hecht::N,,川魳
