,Concept_ID,la,et
161,Bulle::N,taurus,pull
162,Pferd::N,equus,hobune
163,Schaf::N,ovis,lammas
164,Schwein::N,sus,siga
165,Schwein::N,porcus,siga
166,Hund::N,canis,koer
167,Katze::N,felis,kass
168,Bär::N,ursus,karu
169,Eichhörnchen::N,sciurus,orav
170,Elch::N,alces,põder
171,Fuchs::N,vulpes,rebane
172,Hase::N,lepus,jänes
173,Maus::N,mus,hiir
174,Wolf::N,lupus,hunt
175,Vogel::N,avis,lind
176,Schwarm::N,examen,parv
177,Huhn::N,gallina,kana
178,Hahn::N,gallus,kukk
179,Gans::N,anser,hani
180,Adler::N,aquila,kotkas
181,Ente::N,anas,part
182,Eule::N,ulula,kakk
183,Eule::N,ulula,öökull
184,Eule::N,noctua,kakk
185,Eule::N,noctua,öökull
186,Kranich::N,grus,kurg
187,Krähe::N,cornix,vares
188,Kuckuck::N,cuculus,kägu
189,Schwan::N,olor,luik
190,Schwan::N,cycnus,luik
191,Fisch::N,piscis,kala
192,Barsch::N,perca,ahven
193,Hecht::N,esox,haug
194,Schlange[Tier]::N,serpens,uss
195,Wurm::N,vermis,uss
196,Wurm::N,vermis,vagel
197,Spinne::N,aranea,ämblik
198,Ameise::N,formica,sipelgas
199,Laus::N,pediculus,täi
200,Mücke::N,culex,sääsk
201,Fliege::N,musca,kärbes
202,Schmetterling::N,papilio,liblikas
203,Beere::N,baca,mari
204,Apfel::N,malum,õun
205,Pilz::N,fungus,seen
206,Zwiebel::N,cepa,sibul
207,Saat::N,seges,seeme
208,Korn::N,granum,iva
209,Korn::N,granum,tera
210,Heu::N,faenum,hein
211,Schale::N,putamen,koor
212,Grube::N,fovea,kaevand
213,Falle::N,pedica,lõks
214,Falle::N,pedica,püünis
215,Schlinge::N,laqueus,aas
216,Spur::N,vestigium,jälg
217,Asche::N,cinis,tuhk
218,Dreck::N,lutum,saast
219,Dreck::N,lutum,mustus
220,Eisen::N,ferrum,raud
221,Gold::N,aurum,kuld
222,Silber::N,argentum,hõbe
223,Kohle::N,carbo,süsi
224,Glas::N,vitrum,klaas
225,Lehm::N,lutum,savi
226,Sand::N,arena,liiv
227,Mensch::N,homo,inimene
228,Mann::N,vir,mees
229,Frau::N,mulier,naine
230,Kind::N,puer,laps
231,Kind::N,infans,laps
232,Junge::N,puer,poiss
233,Mädchen::N,puella,tüdruk
234,Familie::N,familia,perekond
235,Großvater::N,avus,vanaisa
236,Großmutter::N,avia,vanaema
237,Eltern::N,parentes,vanemad
238,Vater::N,pater,isa
239,Mutter::N,mater,ema
240,Sohn::N,filius,poeg
241,Tochter::N,filia,tütar
242,Bruder::N,frater,vend
243,Schwester::N,soror,õde
244,Onkel::N,patruus,onu
245,Onkel::N,avunculus,onu
246,Tante::N,amita,tädi
247,Ehemann::N,maritus,mees
248,Ehemann::N,maritus,abikaasa
249,Ehefrau::N,uxor,naine
250,Ehefrau::N,uxor,abikaasa
251,Freude::N,gaudium,rõõm
252,Freude::N,laetitia,rõõm
253,Gelächter::N,risus,naer
254,Glück::N,felicitas,õnn
255,Kummer::N,aegritudo,mure
256,Kummer::N,aegritudo,kurbus
257,Wunsch::N,voluntas,soov
258,Wunsch::N,desiderium,soov
259,Lust::N,libido,himu
260,Lust::N,voluptas,himu
261,Geist::N,mens,vaim
262,Geist::N,animus,vaim
263,Gedanke::N,sententia,mõte
264,Gedächtnis::N,memoria,mälu
265,Verstand::N,ratio,aru
266,Verstand::N,ratio,mõistus
267,Verstand::N,ingenium,aru
268,Verstand::N,ingenium,mõistus
269,Sinn::N,sensus,tähendus
270,Grund::N,causa,põhjus
271,Wahrheit::N,veritas,tõde
272,Gespräch::N,sermo,kõne
273,Gespräch::N,sermo,vestlus
274,Märchen::N,fabula,muinasjutt
275,Erzählung::N,fabula,jutustus
276,Erzählung::N,narratio,jutustus
277,Nachricht::N,nuntius,teade
278,Neuigkeit::N,novitas,uudis
279,Name::N,nomen,nimi
280,Rätsel::N,aenigma,mõistatus
281,Rede::N,oratio,kõne
282,Sprache::N,lingua,keel
283,Stimme::N,vox,hääl
284,Wort::N,verbum,sõna
285,Wort::N,vocabulum,sõna
286,Zeichen::N,signum,märk
287,Ruf::N,clamor,hüüe
288,Lärm::N,strepitus,müra
289,Laut::N,sonus,hääl
290,Ton::N,sonus,toon
291,Lied::N,carmen,laul
292,Ruhe::N,quies,rahu
293,Ruhe::N,quies,vaikus
294,Leute::N,homines,inimesed
295,Volk::N,populus,rahvas
296,Arbeit::N,labor,töö
297,Gast::N,hospes,külaline
298,Gast::N,conviva,külaline
299,Geschenk::N,munus,kingitus
300,Spiel::N,ludus,mäng
301,Gesellschaft::N,societas,selts
302,Hilfe::N,auxilium,abi
303,Hilfe::N,subsidium,abi
304,Freund::N,amicus,sõber
305,Kamerad::N,socius,sõber
306,Angelegenheit::N,res,asi
307,Anzahl::N,numerus,arv
308,Anzahl::N,numerus,hulk
309,Art::N,genus,liik
310,Stück::N,frustum,tükk
311,Stück::N,fragmentum,tükk
312,Teil::N,pars,osa
313,Hälfte::N,dimidium,pool
314,Kreis::N,orbis,ring
315,Kreis::N,circus,ring
316,Kreuz::N,crux,rist
317,Linie::N,linea,joon
318,Strich::N,lineamentum,joon
319,Abstand::N,intervallum,vahe
320,Entfernung::N,spatium,kaugus
321,Entfernung::N,spatium,vahemaa
322,Gegend::N,loca,ümbrus
323,Gegend::N,regio,ümbrus
324,Platz::N,locus,ruum
325,Ort::N,locus,paik
326,Seite::N,latus,pool
327,Mitte::N,medium,keskpaik
328,Gegenstand::N,res,ese
329,Sache::N,res,ese
330,Rand::N,margo,äär
331,Rand::N,margo,serv
332,Kante::N,angulus,kant
333,Ecke::N,angulus,nurk
334,Spitze::N,cacumen,teravik
335,Ende::N,caput,ots
336,Ende::N,caput,jupp
337,Loch::N,foramen,auk
338,Winkel::N,angulus,nurk
339,Muster::N,exemplum,muster
340,Größe::N,magnitudo,suurus
341,Länge::N,longitudo,pikkus
342,Höhe::N,altitudo,kõrgus
343,Gewicht::N,pondus,kaal
344,Gewicht::N,pondus,raskus
345,Menge::N,copia,arv
346,Menge::N,copia,hulk
347,Haufen::N,acervus,hunnik
348,Reihe::N,ordo,rivi
349,Boot::N,navicula,paat
350,Ruder::N,remus,aer
351,Schlitten::N,sclodia,saan
352,Ski::N,narta,suusk
353,Lagerfeuer::N,ignis,lõke
354,Last::N,onus,koorem
355,Gang::N,cursus,käik
356,Schritt::N,gradus,samm
357,Norden::N,septentriones,põhi
358,Süden::N,meridies,lõuna
359,Westen::N,occidens,lääs
360,Osten::N,oriens,ida
361,Holz::N,lignum,puu
362,Brett::N,tabula,saelaud
363,Platte::N,lamina,plaat
364,Stütze::N,adminiculum,tugi
365,Stange::N,pertica,latt
366,Stange::N,pertica,teivas
367,Stock::N,baculum,kepp
368,Stab::N,scipio,varras
369,Rohr::N,tubus,toru
370,Haus::N,aedes,maja
371,Heim::N,domicilium,kodu
372,Ofen::N,fornax,ahi
373,Fußboden::N,solum,põrand
374,Tisch::N,mensa,laud
375,Stuhl::N,sella,tool
376,Wiege::N,cunae,häll
377,Wiege::N,cunae,kätki
378,Bett::N,lectus,voodi
379,Regal::N,foruli,riiul
380,Kiste::N,cista,kast
381,Fenster::N,fenestra,aken
382,Tür::N,ianua,uks
383,Tor::N,porta,värav
384,Zaun::N,saepes,aed
385,Zaun::N,saepes,tara
386,Dach::N,tectum,katus
387,Leiter::N,scalae,redel
388,Besen::N,scopae,luud
389,Spaten::N,pala,labidas
390,Schaufel::N,pala,kühvel
391,Gabel::N,fuscinula,kahvel
392,Löffel::N,coclear,lusikas
393,Messer::N,culter,nuga
394,Nagel::N,clavus,nael
395,Netz::N,rete,võrk
396,Haken::N,hamus,haak
397,Haken::N,hamus,konks
398,Griff::N,manubrium,sang
399,Griff::N,manubrium,käepide
400,Schloss::N,claustra,lukk
401,Bild::N,tabula,pilt
402,Bild::N,pictura,pilt
403,Figur::N,statunculum,kuju
404,Figur::N,statunculum,kujund
405,Puppe::N,pupa,nukk
406,Beutel::N,sacculus,paun
407,Bündel::N,fascis,kimp
408,Tasche::N,sacculus,kott
409,Eimer::N,situla,pang
410,Eimer::N,situla,ämber
411,Deckel::N,operculum,kaas
412,Geschirr::N,vasa,nõud
413,Sack::N,saccus,kott
414,Tasse::N,pocillum,tass
415,Topf::N,olla,pada
416,Kessel::N,aenum,pada
417,Essen::N,cena,söök
418,Nahrung::N,cibus,toit
419,Nahrung::N,alimenta,toit
420,Speise::N,cibus,roog
421,Fleisch::N,caro,liha
422,Getreide::N,frumentum,teravili
423,Brei::N,puls,puder
424,Brot::N,panis,sai
425,Brot::N,panis,leib
426,Scheibe::N,frustum,viil
427,Scheibe::N,frustum,viilukas
428,Fett::N,pingue,rasv
429,Butter::N,butȳrum,või
430,Öl::N,oleum,õli
431,Salz::N,sal,sool
432,Suppe::N,ius,supp
433,Honig::N,mel,mesi
434,Milch::N,lac,piim
435,Tee::N,thea,tee
436,Leder::N,corium,nahk
437,Wolle::N,lana,vill
438,Stoff::N,textum,kangas
439,Nadel::N,acus,nõel
440,Faden::N,filum,niit
441,Knopf::N,bulla,nööp
442,Knoten::N,nodus,sõlm
443,Farbe::N,pigmentum,värv
444,Kleidung::N,vestimenta,riided
445,Kleidung::N,vestimenta,riietus
446,Hemd::N,tunica,särk
447,Kragen::N,collare,krae
448,Ärmel::N,manica,varrukas
449,Hose::N,bracae,püksid
450,Gürtel::N,cingulum,vöö
451,Mütze::N,pilleus,müts
452,Schuh::N,calceus,king
453,Stiefel::N,pero,saabas
454,Stiefel::N,caliga,saabas
455,Ring::N,anulus,sõrmus
456,Band::N,redimiculum,lint
457,Kamm::N,pecten,kamm
458,Spiegel::N,speculum,peegel
459,Riemen::N,lorum,rihm
460,Schnur::N,linum,nöör
461,Leine::N,retinaculum,jalutusrihm
462,Decke::N,lodix,tekk
463,Kissen::N,pulvinus,padi
464,Tuch::N,velum,kalev
465,Handtuch::N,mantele,käterätik
466,Kraft::N,vis,jõud
467,Stärke::N,robur,tugevus
468,Gesundheit::N,valetudo,tervis
469,Krankheit::N,morbus,haigus
470,Schmerz::N,dolor,valu
471,Wunde::N,vulnus,haav
472,Fieber::N,febris,palavik
473,Arznei::N,remedium,ravim
474,Brücke::N,pons,sild
475,Brunnen::N,puteus,kaev
476,Weide::N,pascua,karjamaa
477,Pfad::N,semita,rada
478,Weg::N,iter,tee
479,Straße::N,via,tee
480,Dorf::N,vicus,küla
481,Stadt::N,urbs,linn
482,Stadt::N,oppidum,linn
483,Brief::N,epistula,kiri
484,Buch::N,liber,raamat
485,Buchstabe::N,littera,täht
486,Zeitung::N,diurnum,ajaleht
487,Leben::N,vita,elu
488,Tod::N,mors,surm
489,Grab::N,sepulcrum,haud
490,Kirche::N,ecclesia,kirik
491,Sünde::N,peccatum,patt
492,Gott::N,deus,jumal
493,Arbeiter::N,operarius,tööline
494,Chef::N,praefectus,ülemus
495,Chef::N,praefectus,juhataja
496,Meister::N,magister,meister
497,Arzt::N,medicus,arst
498,Lehrer::N,magister,õpetaja
499,Geld::N,aes,raha
500,Geld::N,pecunia,raha
501,Geschäft::N,negotium,äri
502,Laden::N,taberna,pood
503,Laden::N,taberna,kauplus
504,Preis::N,pretium,hind
505,Ware::N,merx,kaup
506,Nutzen::N,utilitas,tulu
507,Nutzen::N,utilitas,kasulikkus
508,Reichtum::N,opes,rikkus
509,Reichtum::N,divitiae,rikkus
510,Welt::N,mundus,maailm
511,Land::N,terra,maa
512,Staat::N,res publica,riik
513,König::N,rex,kuningas
514,Macht::N,potestas,võim
515,Grenze::N,limes,piir
516,Krieg::N,bellum,sõda
517,Feind::N,inimicus,vaenlane
518,Gewalt::N,vis,väevõim
519,Kampf::N,pugna,võitlus
520,Bogen[Waffe]::N,arcus,vibu
521,Pfeil::N,sagitta,nool
522,Gewehr::N,sclopetum,püss
523,Fehler::N,error,viga
524,Lüge::N,mendacium,vale
525,Schaden::N,damnum,kahju
526,Schaden::N,detrimentum,kahju
527,Unglück::N,miseria,häda
528,Unglück::N,miseria,õnnetus
529,Unglück::N,calamitas,häda
530,Unglück::N,calamitas,õnnetus
531,Schuld::N,culpa,süü
532,Alter::N,aetas,iga
533,Schluss::N,finis,lõpp
534,Zeit::N,tempus,aeg
535,Tag::N,dies,päev
536,Morgen::N,mane,hommik
537,Mittag::N,meridies,lõuna
538,Mittag::N,meridies,keskpäev
539,Abend::N,vesper,õhtu
540,Nacht::N,nox,öö
541,Woche::N,septimana,nädal
542,Monat::N,mensis,kuu
543,Jahr::N,annus,aasta
544,Frühling::N,ver,kevad
545,Sommer::N,aestas,suvi
546,Herbst::N,autumnus,sügis
547,Winter::N,hiems,talv
548,Januar::N,Ianuarius,jaanuar
549,Februar::N,Februarius,veebruar
550,März::N,Martius,märts
551,April::N,Aprilis,aprill
552,Mai::N,Maius,mai
553,Juni::N,Iunius,juuni
554,Juli::N,Iulius,juuli
555,August::N,Augustus,august
556,September::N,September,september
557,Oktober::N,Octobris,oktoober
558,November::N,Novembris,november
559,Dezember::N,December,detsember
560,Montag::N,dies lunae,esmaspäev
561,Dienstag::N,dies Martis ,teisipäev
562,Mittwoch::N,dies Mercurii,kesknädal
563,Donnerstag::N,dies Iovis,neljapäev
564,Freitag::N,dies Veneris,reede
565,Samstag::N,dies Saturni,laupäev
566,Sonntag::N,dominicus,pühapäev
567,Sonntag::N,dies solis,pühapäev
568,groß::A,magnus,suur
569,klein::A,parvus,väike
570,klein::A,parvus,pisike
571,lang::A,longus,pikk
572,kurz::A,brevis,lühike
573,breit::A,latus,lai
574,schmal::A,angustus,kitsas
575,dicht::A,densus,tihe
576,dick[Gegenstand]::A,crassus,jäme
577,dünn::A,tenuis,õhuke
578,dünn::A,tenuis,peenike
579,fein::A,subtilis,peen
580,fein::A,subtilis,õhuke
581,fest::A,solidus,püsiv
582,fest::A,solidus,kindel
583,fest::A,stabilis,püsiv
584,fest::A,stabilis,kindel
585,flach::A,planus,lame
586,flach::A,planus,tasane
587,glatt::A,levis,sile
588,hart::A,durus,kõva
589,weich::A,mollis,pehme
590,rund::A,rotundus,ümar
591,spitz::A,acutus,torkav
592,scharf::A,acer,terav
593,stumpf::A,hebes,nüri
594,schwer::A,gravis,raske
595,schön::A,pulcher,kena
596,schön::A,formosus,kena
597,heiß::A,fervidus,kuum
598,heiß::A,fervidus,palav
599,warm::A,calidus,soe
600,kalt::A,frigidus,külm
601,kühl::A,frigidus,jahe
602,frisch::A,recens,värske
603,feucht::A,umidus,niiske
604,nass::A,madidus,märg
605,trocken::A,aridus,kuiv
606,voll::A,plenus,täis
607,leer::A,vacuus,tühi
608,offen::A,apertus,avatud
609,offen::A,apertus,lahtine
610,geschlossen::A,clausus,suletud
611,sauber::A,lautus,puhas
612,schmutzig::A,sordidus,räpane
613,schmutzig::A,sordidus,määrdunud
614,roh::A,crudus,toores
615,reif::A,maturus,küps
616,lecker::A,delicatus,hõrk
617,lecker::A,delicatus,maitsev
618,süß::A,dulcis,magus
619,bitter::A,amarus,mõru
620,bitter::A,acerbus,mõru
621,sauer::A,acidus,hapu
622,hell::A,clarus,hele
623,dunkel::A,obscurus,pime
624,schwarz::A,niger,must
625,weiß::A,albus,valge
626,rot::A,ruber,punane
627,gelb::A,flavus,kollane
628,blau::A,caeruleus,sinine
629,grün::A,viridis,roheline
630,grau::A,canus,hall
631,bunt::A,varius,kirju
632,bunt::A,varius,värviline
633,billig::A,vilis,odav
634,teuer::A,carus,kallis
635,wertvoll::A,pretiosus,väärtuslik
636,blind::A,caecus,pime
637,taub::A,surdus,kurt
638,kräftig::A,robustus,jõuline
639,stark::A,firmus,tugev
640,stark::A,validus,tugev
641,schwach::A,debilis,nõrk
642,schwach::A,debilis,jõuetu
643,schwach::A,infirmus,nõrk
644,schwach::A,infirmus,jõuetu
645,fett::A,crassus,rasvane
646,schlank::A,procerus,sale
647,hübsch::A,pulcher,kena
648,böse::A,improbus,tige
649,dumm::A,stultus,juhm
650,dumm::A,stultus,rumal
651,dumm::A,stupidus,juhm
652,dumm::A,stupidus,rumal
653,faul::A,piger,laisk
654,fleißig::A,sedulus,virk
655,fleißig::A,sedulus,hoolas
656,geizig::A,avarus,ihne
657,klug::A,prudens,tark
658,klug::A,prudens,arukas
659,klug::A,prudens,mõistlik
660,geschickt::A,sollers,osav
661,lieb::A,carus,armas
662,lustig::A,iocosus,lõbus
663,sanft::A,clemens,õrn
664,hungrig::A,impastus,näljane
665,krank::A,aeger,haige
666,nackt::A,nudus,alasti
667,traurig::A,maestus,kurb
668,lebendig::A,vivus,elus
669,gut::A,bonus,hea
670,schlecht::A,malus,halb
671,richtig::A,rectus,õige
672,schlimm::A,malus,paha
673,wahr::A,verus,tõene
674,alt::A,antiquus,vana
675,neu::A,novus,uus
676,ehemalig::A,pristinus,endine
677,alt[Lebewesen]::A,vetus,vana
678,jung::A,iuvenis,noor
679,arm::A,pauper,vaene
680,reich::A,dives,rikas
681,bekannt::A,notus,teada
682,bekannt::A,notus,tuttav
683,berühmt::A,celeber,tuntud
684,berühmt::A,illustris,tuntud
685,fremd::A,peregrinus,võõras
686,verschieden::A,varius,erinev
687,nah::A,propinquus,lähedane
688,fern::A,longinquus,kauge
689,linker::A,sinister,vasak
690,rechter::A,dexter,parem
691,anderer::A,alius,muu
692,anderer::A,alius,teine
693,erster::A,primus,esimene
694,zweiter::A,secundus,teine
695,dritter::A,tertius,kolmas
696,letzter::A,ultimus,viimane
697,allein::ADV,solum,üksi
698,auf einmal::ADV,simul,korraga
699,auf einmal::ADV,simul,ühekorraga
700,zusammen::ADV,una,koos
701,zusammen::ADV,una,üheskoos
702,lange::ADV,diu,kaua
703,plötzlich::ADV,subito,äkki
704,plötzlich::ADV,subito,järsku
705,plötzlich::ADV,repente,äkki
706,plötzlich::ADV,repente,järsku
707,sofort::ADV,statim,kohe
708,später::ADV,postea,hiljem
709,jetzt::ADV,nunc,nüüd
710,heute::ADV,hodie,täna
711,morgen::ADV,cras,homme
712,bald::ADV,mox,pea
713,bald::ADV,mox,varsti
714,dann::ADV,deinde,siis
715,gestern::ADV,heri,eile
716,einst::ADV,olim,vanasti
717,damals::ADV,tum,tookord
718,danach::ADV,postea,seejärel
719,vorher::ADV,antea,enne
720,zuerst::ADV,primo,enne
721,zuerst::ADV,primo,esmalt
722,einmal::ADV,semel,kord
723,einmal::ADV,semel,üks kord
724,manchmal::ADV,interdum,mõnikord
725,oft::ADV,saepe,tihti
726,oft::ADV,saepe,sageli
727,immer::ADV,semper,ikka
728,immer::ADV,semper,alati
729,niemals::ADV,numquam,mitte kunagi
730,hier::ADV,hic,siin
731,hierhin::ADV,huc,siia
732,von hier::ADV,hinc,siit
733,dort::ADV,ibi,seal
734,dorthin::ADV,eo,sinna
735,geradeaus::ADV,recte,otse edasi
736,vorwärts::ADV,porro,edasi
737,rückwärts::ADV,retro,tagurpidi
738,zurück::ADV,retro,tagasi
739,unten::ADV,infra,all
740,unten::ADV,infra,allpool
741,hinab::ADV,pessum,alla
742,oben::ADV,supra,ülal
743,hinauf::ADV,sursum,üles
744,überall::ADV,ubique,kõikjal
745,nicht::ADV,non,ei
746,nicht::ADV,non,mitte
747,ein wenig::ADV,paulum,veidi
748,ein wenig::ADV,paulum,natuke
749,kaum::ADV,vix,vaevalt
750,kaum::ADV,aegre,vaevalt
751,sehr::ADV,valde,väga
752,sehr::ADV,magnopere,väga
753,so::ADV,ita,nii
754,noch::ADV,etiam,veel
755,nur::ADV,solum,ainult
756,nur::ADV,tantum,ainult
757,schon::ADV,iam,juba
758,wieder::ADV,rursus,jälle
759,vergebens::ADV,frustra,asjata
760,vor::PRP,ante,ees
761,hinter::PRP,post,taha
762,unter::PRP,sub,all
763,durch::PRP,per,läbi
764,durch::PRP,per,kaudu
765,neben::PRP,iuxta,kõrval
766,zwischen::PRP,inter,vahel
767,wegen::PRP,propter,tõttu
768,wegen::PRP,propter,pärast
769,dies::PRN,hoc,see
770,das::PRN,id,see
771,alles::PRN,omnia,kõik
772,ich::PRN,ego,mina
773,du::PRN,tu,sina
774,er::PRN,is,tema
775,er::PRN,ille,tema
776,wir::PRN,nos,me
777,ihr::PRN,vos,te
778,sie::PRN,ii,nad
779,sie::PRN,illi,nad
780,was::FPRN,quid,mis
781,wer::FPRN,quis,kes
782,wo::FADV,ubi,kus
783,wohin::FADV,quo,kuhu
784,wie::FADV,quomodo,kuidas
785,warum::FADV,cur,miks
786,wieviel::FNUM,quantum,mitu
787,wieviel::FNUM,quantum,kui palju
788,eins::NUM,unus,üks
789,zwei::NUM,duo,kaks
790,drei::NUM,tres,kolm
791,vier::NUM,quattuor,neli
792,fünf::NUM,quinque,viis
793,sechs::NUM,sex,kuus
794,sieben::NUM,septem,seitse
795,acht::NUM,octo,kaheksa
796,neun::NUM,novem,üheksa
797,zehn::NUM,decem,kümme
798,elf::NUM,undecim,üksteist
799,zwölf::NUM,duodecim,kaksteist
800,zwanzig::NUM,viginti,kakskümmend
801,dreißig::NUM,triginta,kolmkümmend
802,vierzig::NUM,quadraginta,nelikümmend
803,fünfzig::NUM,quinquaginta,viiskümmend
804,sechzig::NUM,sexaginta,kuuskümmend
805,siebzig::NUM,septuaginta,seitsekümmend
806,achtzig::NUM,octoginta,kaheksakümmend
807,neunzig::NUM,nonaginta,üheksakümmend
808,hundert::NUM,centum,sada
809,tausend::NUM,mille,tuhat
810,und::CNJ,et,ja
811,und::CNJ,-que,ja
812,oder::CNJ,vel,või
813,stehen::V,stare,seisma
814,sitzen::V,sedere,istuma
815,liegen::V,iacere,lamama
816,hängen::V,pendere,rippuma
817,werden::V,fieri,saama
818,werden::V,fieri,hakkama
819,passieren::V,accidere,juhtuma
820,beginnen::V,incipere,algama
821,beginnen::V,incipere,hakkama
822,enden::V,finem habere,lõppema
823,wechseln::V,mutari,vahelduma
824,aufgehen[Sonne]::V,oriri,tõusma
825,untergehen[Sonne]::V,occidere,loojuma
826,scheinen[Sonne]::V,lucere,paistma
827,donnern::V,tonare,kõmisema
828,wehen::V,flare,puhuma
829,strömen::V,fluere,voolama
830,fließen::V,manare,voolama
831,sich drehen::V,torqueri,pöörduma
832,schwanken::V,vacillare,kõikuma
833,schwingen::V,vibrare,võnkuma
834,fallen::V,cadere,langema
835,brennen::V,ardere,põlema
836,rauchen::V,fumare,suitsema
837,regnen::V,pluere,sadama
838,gefrieren::V,congelari,kinni külmuma
