,Concept_ID,kk,bn
701,hungrig::A,аш,ক্ষুধার্ত
702,krank::A,кеселді,অসুস্থ
703,nackt::A,жалаңаш,উলঙ্গ
704,traurig::A,қапа,দুঃখিত
705,lebendig::A,тірі,জীবিত
706,lebendig::A,жанды,জীবিত
707,gut::A,жақсы,ভালো
708,schlecht::A,жаман,মন্দ
709,richtig::A,дұрыс,ঠিক
710,schlimm::A,жаман,কদর্য
711,wahr::A,нағыз,বাস্তব
712,alt::A,ескі,পুরাতন
713,neu::A,жаңа,নব
714,neu::A,жаңа,নূতন
715,ehemalig::A,өткен,পূর্বকালীন
716,ehemalig::A,бұрынғы,পূর্বকালীন
717,alt[Lebewesen]::A,кексе,বৃদ্ধ
718,jung::A,науша,তরুণ
719,arm::A,кедей,ক্ষুদ্র
720,arm::A,дәулетсіз,ক্ষুদ্র
721,reich::A,малды,ধনবান্
722,bekannt::A,таныс,সুপরিচিত
723,bekannt::A,көзтаныс,সুপরিচিত
724,berühmt::A,атақты,বিখ্যাত
725,fremd::A,бөтен,বিদেশি
726,verschieden::A,түрлі,বিসদৃশ
727,nah::A,жуық,নিকটবতী
728,nah::A,етене,নিকটবতী
729,fern::A,алыс,দুরবতী
730,fern::A,алыстағы,দুরবতী
731,linker::A,сол,বাম
732,linker::A,солшыл,বাম
733,rechter::A,оң,ডান
734,rechter::A,оң,ডাইন
735,anderer::A,өзге,অন্যতর
736,anderer::A,былайғы,অন্যতর
737,erster::A,алғашқы,প্রথম
738,zweiter::A,екінші,দ্বিতীয়
739,dritter::A,үшінші,তৃতীয়
740,letzter::A,артқы,সর্বশেষ
741,letzter::A,кейінгі,সর্বশেষ
742,allein::ADV,серіксіз,একক
743,auf einmal::ADV,бірден,জলদি
744,zusammen::ADV,бірлесіп,একসঙ্গে
745,lange::ADV,ұзақ,লম্বা
746,plötzlich::ADV,кенет,হঠাৎ
747,sofort::ADV,әне-міне дегенше,মুহ্ণর্তমধ্যে
748,später::ADV,артынан,পশ্চাতে
749,jetzt::ADV,енді,এখন
750,jetzt::ADV,қазір,এখন
751,heute::ADV,бүгін,আজ
752,morgen::ADV,ертең,আগামিকাল
753,bald::ADV,тез,অস্পকালমধ্যে
754,dann::ADV,онан соң,তখন
755,dann::ADV,сонан соң,তখন
756,gestern::ADV,кеше,গতকাল
757,einst::ADV,бірде,একবার মাত্র
758,einst::ADV,бір кезде,একবার মাত্র
759,damals::ADV,анада,তখন
760,danach::ADV,онан соң,পরে
761,danach::ADV,сонан соң,পরে
762,vorher::ADV,бұрын,আগে
763,zuerst::ADV,әуелі,আগে
764,zuerst::ADV,алдымен,আগে
765,einmal::ADV,бір жолы,একবার
766,manchmal::ADV,кейде,কখনও কখনও
767,oft::ADV,ылғи,ঘনঘন
768,immer::ADV,өнебойы,সর্বদা
769,niemals::ADV,ешуақытта,কখলও নহে
770,hier::ADV,бұнда,এখানে
771,hier::ADV,осында,এখানে
772,hierhin::ADV,бермен,এখানে
773,von hier::ADV,бер жақтан,ত্রই স্তান হইতে
774,dort::ADV,анда,ওখানে
775,dorthin::ADV,әрі,ওখানে
776,geradeaus::ADV,тура,অগ্রগামী
777,vorwärts::ADV,ілгері,সন্মুখিকে
778,rückwärts::ADV,артқа,খিরিয়া
779,zurück::ADV,кейін қарай,পিঠ
780,unten::ADV,төменде,নীচে
781,hinab::ADV,астына,নিম্নগামী
782,hinab::ADV,төмен,নিম্নগামী
783,oben::ADV,жоғарыда,উপরে
784,hinauf::ADV,өрге,উচ্চতর অংশে
785,überall::ADV,әрқайда,সর্বত্র
786,nicht::ADV,емес,না
787,ein wenig::ADV,азырақ,অল্প
788,ein wenig::ADV,аздаған,অল্প
789,ein wenig::ADV,азғантай,অল্প
790,kaum::ADV,зорға,কষ্টসহকাবে
791,sehr::ADV,орасан,খুব
792,so::ADV,бұлай,তত
793,so::ADV,былайша,তত
794,noch::ADV,әлі,এখন পর্যস্ত
795,nur::ADV,ғана,শুধু
796,schon::ADV,түге,ইতঃপুর্বে
797,wieder::ADV,жаңа,আবার
798,wieder::ADV,қайта,আবার
799,wieder::ADV,жаңадан,আবার
800,vergebens::ADV,бекер,বিফলে
801,vor::PRP,алды,সম্মুখে
802,hinter::PRP,артынан,পশ্চাতে
803,unter::PRP,түп,নীচে
804,unter::PRP,маңында,নীচে
805,durch::PRP,арқылы,দ্বারা
806,neben::PRP,іргеде,কাছে
807,neben::PRP,жанында,কাছে
808,zwischen::PRP,арада,মধ্যে
809,wegen::PRP,үшін,জন্য
810,dies::PRN,бұ,এটা
811,dies::PRN,осы,এটা
812,das::PRN,сол,ওটা
813,alles::PRN,дүйім,সব
814,alles::PRN,күллі,সব
815,ich::PRN,мен,আমি
816,du::PRN,сен,তুমি
817,er::PRN,ол,উনি
818,wir::PRN,біз,আমরা
819,ihr::PRN,сіз,তোমরা
820,sie::PRN,олар,তারা
821,was::FPRN,не,কি
822,wer::FPRN,кім,কে
823,wo::FADV,кәні,কোথায়
824,wo::FADV,қайда,কোথায়
825,wohin::FADV,қайда,কোথায়
826,wie::FADV,калай,কেমন
827,warum::FADV,неғып,কেন
828,wieviel::FNUM,неше,কত
829,wieviel::FNUM,қанша,কত
830,eins::NUM,бір,অক
831,zwei::NUM,екі,দুই
832,drei::NUM,үш,তিন
833,vier::NUM,төрт,চার
834,fünf::NUM,бес,পাঁচ
835,sechs::NUM,алты,ছয়
836,sieben::NUM,жеті,সাত
837,acht::NUM,сегіз,আট
838,neun::NUM,тоғыз,নয়
839,zehn::NUM,он,দশ
840,elf::NUM,он бір,এগারো
841,zwölf::NUM,он екі,দ্বাদশ
842,zwanzig::NUM,жиырма,বিশ
843,dreißig::NUM,отыз,ত্রিশ
844,vierzig::NUM,қырық,চল্লিশ
845,fünfzig::NUM,елу,পঞ্চাশ
846,sechzig::NUM,алпыс,ষাট
847,siebzig::NUM,жетпіс,সত্তর
848,achtzig::NUM,сексен,আশি
849,neunzig::NUM,тоқсан,নব্বুই
850,hundert::NUM,жүз,শত
851,tausend::NUM,мың,হাজার
852,und::CNJ,та,আর
853,und::CNJ,та,এবং
854,oder::CNJ,әлде,বা
855,oder::CNJ,немесе,বা
856,stehen::V,тұру,দাঁড়ানো
857,sitzen::V,отыру,বসা
858,liegen::V,жату,শোয়া
859,hängen::V,ілу,ঝোলা
860,werden::V,болу,হইয়া উঠা
861,werden::V,түрегелу,হইয়া উঠা
862,passieren::V,болу,ঘটা
863,beginnen::V,басталу,আরম্ভ হওয়া
864,enden::V,ада болу,শেষ হওয়া
865,wechseln::V,құбылу,রূপাস্তর করা
866,wechseln::V,өзгеру,রূপাস্তর করা
867,aufgehen[Sonne]::V,шығу,উদিত হওয়া
868,untergehen[Sonne]::V,батыру,অস্ত যাওয়া
869,scheinen[Sonne]::V,жылтырау,আলো দেওয়া
870,donnern::V,күркіреу,বজ্রধ্বনি করা
871,wehen::V,огып тур,প্রবাহিত হওয়া
872,strömen::V,сорғалау,প্রবাহিত হওয়া
873,fließen::V,ағу,ছুটা
874,sich drehen::V,айналу,পাক খাওয়া
875,schwanken::V,толықсу,দোলা
876,schwingen::V,тербелу,দোলা
877,fallen::V,құлау,পড়া
878,fallen::V,жығылу,পড়া
879,fallen::V,төмендеу,পড়া
880,brennen::V,жану,সেঁকা
881,rauchen::V,түтету,ধোঁয়া ছড়ান
882,regnen::V,жауу,বর্ষণ_করা
883,gefrieren::V,мұздай қату,হিমায়িত হওয়া
884,gefrieren::V,мұз боп қату,হিমায়িত হওয়া
885,tauen::V,жібу,গলা
886,schmelzen::V,еру,গলা
887,trocknen::V,курау,শুষ্ক করা
888,sieden::V,қайнау,ফোঁড়া
889,faulen::V,иістену,ক্ষয় হওয়া
890,verfaulen::V,шіру,ক্ষয় হওয়া 
891,reißen::V,жыртылу,ছিঁড়া
892,versinken::V,малтығу,ডুবা
893,vergehen::V,өту,যাওয়া
894,erscheinen::V,көріну,আসা
895,erscheinen::V,көрініп қалу,আসা
896,verschwinden::V,ғайып_болу,অদৃশ্য হওয়া
897,sinken::V,ылдилау,হ্রাস হওয়া
898,sinken::V,төмендеу,হ্রাস হওয়া
899,abnehmen::V,кемітілу,হ্রাস হওয়া
900,zunehmen::V,көбею,বৃদ্ধি পাওয়া
901,steigen::V,қобу,ওঠা
902,steigen::V,көтерілу,ওঠা
903,steigen::V,жоғарылау,ওঠা
904,wachsen::V,өсу,বড় হওয়া
905,glänzen::V,жалтырау,জ্বলা
906,funkeln::V,жарқырау,জ্বল্জ্বল করা
907,funkeln::V,нұрлану,জ্বল্জ্বল করা
908,funkeln::V,жылтылдау,জ্বল্জ্বল করা
909,lärmen::V,шулау,
910,lärmen::V,шуылдау,
911,läuten::V,қоңыраулату,রুসুঝুসু করা
912,klingeln::V,дыңғырлау,বাজা
913,klirren::V,дыңылдату,টুংটাং-শব্দ করা
914,brausen::V,тасу,গর্জন করা
915,rauschen::V,сусылдау,মর্মরধ্বনি করা
916,rauschen::V,сыбдырлау,মর্মরধ্বনি করা
917,klingen::V,дыбыс шығару,শব্দ করা
918,bellen::V,үру,ঘেউ ঘেউ করা
919,heulen::V,ұлу,গর্জন করা
920,blasen::V,үру,ফুঁ দেওয়া
921,pfeifen::V,ысқыру,শিস্ দেওয়া
922,schreien::V,шыңғыру,চিৎকার করা
923,schreien::V,айғайлау,চিৎকার করা
924,schreien::V,байбайлау,চিৎকার করা
925,schreien::V,бажалақтау,চিৎকার করা
926,stöhnen::V,ыңырсу,গোঁ-গো করা
927,stöhnen::V,ыңкылдау,গোঁ-গো করা
928,zittern::V,қалш,কাঁপা
929,zittern::V,қалшылдату,কাঁপা
930,leben::V,жасау,বাঁচা
931,leben::V,күнелту,বাঁচা
932,leben::V,күн көру,বাঁচা
933,leben::V,тіршілік ету,বাঁচা
934,geboren werden::V,туу,জন্মানো
935,atmen::V,дем алу,শ্বাস ফেলা
936,atmen::V,ауа жұту,শ্বাস ফেলা
937,trinken::V,ішу,পান করা
938,trinken::V,ұрттау,পান করা
939,essen::V,жеу,ভক্ষণ করা
940,essen::V,тамақтану,ভক্ষণ করা
941,schlucken::V,жұту,গেলা
942,müde werden::V,болдыру,পরিশ্রান্ত হওয়া
943,einschlafen::V,үйыктап калу,নিদ্রামগ্ন হওয়া
944,schlafen::V,ұйықтау,নিদ্রা যাওয়া
945,aufwachen::V,ояну,জাগা
946,aufstehen::V,ояну,জাগা
947,sich erholen::V,тынығу,আরাম করা
948,krank werden::V,кеселдену,অসুস্থ হত্তয়া
949,krank werden::V,сырқаттану,অসুস্থ হত্তয়া
950,krank werden::V,ауырып қалу,অসুস্থ হত্তয়া
951,krank werden::V,ауыра бастау,অসুস্থ হত্তয়া
952,krank werden::V,кеселге ұшырау,অসুস্থ হত্তয়া
953,krank werden::V,сырқаттанып қалу,অসুস্থ হত্তয়া
954,krank sein::V,ауыру,রূগ্ণ হত্তয়া
955,krank sein::V,сырқаттану,রূগ্ণ হত্তয়া
956,schmerzen::V,ауырады,কন্কন করা
957,husten::V,жөтелу,কাশা
958,genesen::V,айығу,আরোগ্য হওয়া
959,sterben::V,өлу,মারা যাওয়া
960,sterben::V,қайтыс,মারা যাওয়া
961,sterben::V,жантапсыру,মারা যাওয়া
962,umkommen::V,өлу,মারা যাওয়া
963,umkommen::V,қаза табу,মারা যাওয়া
964,sich bewegen::V,жылжу,চলা
965,sich rühren::V,қыбырлау,নড়া
966,sich erheben::V,тұру,উদিত হওয়া
967,sich setzen::V,отыру,বসা
968,hinfallen::V,жығылу,পড়া
969,laufen::V,жояу жүру,হাঁটা
970,schreiten::V,кадамдау,হাঁটা
971,spazierengehen::V,қыдыру,পায়চারি করা
972,eilen::V,асығу,ত্বরাম্বিত করা
973,eilen::V,жеделдену,ত্বরাম্বিত করা
974,eilen::V,жедепдеу,ত্বরাম্বিত করা
975,sich beeilen::V,асығу,ত্বরাম্বিত করা
976,sich beeilen::V,жеделдену,ত্বরাম্বিত করা
977,sausen::V,заулау,ধেয়ে যাওয়া
978,rennen::V,жүгіру,চলা
979,springen::V,секіру,লাফানো
980,klettern::V,өрмелеп шығу,আরোহণ করা
981,schaukeln::V,тербелу,দোলা
982,kriechen::V,еңбектеу,হামাগুড়ি দেওয়া
983,schwimmen::V,жүзу,সাঁতার কাটা
984,schwimmen::V,малту,সাঁতার কাটা
985,schwimmen::V,қалықтау,সাঁতার কাটা
986,tauchen::V,сүңгу,ডোবা
987,rudern::V,есу,দাঁড় টানা
988,fahren::V,бару,চালান
989,fliegen::V,ұшу,ওড়া
990,gehen::V,бару,যাওয়া
991,weggehen::V,кету,প্রস্থান করা
992,abfahren::V,жөнелу,প্রস্থান করা
993,anhalten::V,тоқтау,থামা
994,hineingehen::V,кіру,ঢোকা
995,eintreten::V,ену,ঢোকা
996,kommen::V,жету,আসা
997,ankommen::V,келу,আসা
998,zurückkommen::V,қайту,ফিরা
999,bleiben::V,қалу,থাকা
1000,warten::V,тосу,অপেক্ষা করা
1001,erwarten::V,күту,অপেক্ষা করা
1002,suchen::V,іздеу,খোঁজ করা
1003,finden::V,табу,পাওয়া
1004,versuchen::V,талпыну,পরখ করা
1005,vorbereiten::V,әзірлеу,প্রস্তুত করা
1006,lieben::V,сүю,ভালবাসা
1007,mögen::V,жарату,পছন্দ করা
1008,mögen::V,жақсы_көру,পছন্দ করা
1009,lachen::V,күлу,হাসা
1010,lachen::V,күлісу,হাসা
1011,rühren::V,көңілін бұзу,হৃদয়ম্পর্শ করা
1012,weinen::V,жылау,কাঁদা
1013,schimpfen::V,ақырып-бақыру,নালিশ করা
1014,sich ärgern::V,ашулану,রাগ হত্তয়া
1015,sich fürchten::V,сескену,ভয় করা
1016,fürchten::V,қауіптену,ডরা
1017,fürchten::V,сақсыну,ডরা
1018,fliehen::V,қашу,পালানো
1019,fliehen::V,қашып кету,পালানো
1020,flüchten::V,қашу,পালানো
1021,flüchten::V,қашып кету,পালানো
1022,sehen::V,көру,দেখা
1023,anschauen::V,назар салу,দেখা
1024,ansehen::V,тамашалау,দেখা
1025,hören::V,есту,শোনা
1026,zuhören::V,тыңдау,শোনা
1027,zuhören::V,құлақ қою,শোনা
1028,probieren::V,тату,পরখ করা
1029,probieren::V,дәм тату,পরখ করা
1030,riechen::V,иіскеу,শুঁকা
1031,fühlen::V,сезу,অনুভব করা
1032,fühlen::V,сезіну,অনুভব করা
1033,scheinen::V,болып көріну,মনে হত্তয়া
1034,zu sehen sein::V,көріну,দেখা দেত্তয়া
1035,vernehmen::V,есту,শোনা
1036,vernehmen::V,есітіп қалу,শোনা
1037,frieren::V,тоңу,শীত লাগা
1038,frieren::V,жаурау,শীত লাগা
1039,tun::V,ету,করা
1040,tun::V,істеу,করা
1041,können::V,білу,পারা
1042,wollen::V,қалау,ইচ্ছা করা
1043,anfangen::V,бастау,আরম্ভ করা
1044,beenden::V,бітіру,শেষ করা
1045,beenden::V,адақтау,শেষ করা
1046,beenden::V,тамамдау,শেষ করা
1047,beenden::V,аяқтап шығу,শেষ করা
1048,aufhören::V,доғару,থামা
1049,gelingen::V,жолы түсу,সিদ্ধিলাভ করা
1050,geraten::V,калу,পরিণত হত্তয়া
1051,öffnen::V,ашу,খোলা
1052,öffnen::V,ашып қою,খোলা
1053,schließen::V,жабу,বন্ধ করা
1054,stellen::V,қою,স্থাপন করা
1055,stellen::V,қойдыру,স্থাপন করা
1056,setzen::V,отырғызу,স্থাপন করা
1057,legen::V,салу,স্থাপন করা
1058,legen::V,калау,স্থাপন করা
1059,berühren::V,тию,স্পর্শ করা
1060,verbinden::V,байлап алу,সংযুক্ত করা
1061,verbinden::V,сабақтастыру,সংযুক্ত করা
1062,bedecken::V,бүркеу,ঢাকা
1063,aufhängen::V,ілу,ঝুলানো
1064,aufhängen::V,асып қою,ঝুলানো
1065,anzünden::V,тұтату,জ্বালান
1066,aufheben::V,көтеру,কুড়াইয়া তোলা
1067,zurücklassen::V,қалдыру,পরিত্যাগ করা
1068,verlieren::V,жоғалту,হারান
1069,fallen lassen::V,құлатып алу,ফেলা
1070,fallen lassen::V,қолдан түсіріп алу,ফেলা
1071,machen::V,ету,গঠন করা
1072,machen::V,жасау,গঠন করা
1073,machen::V,жасап шығару,গঠন করা
1074,herstellen::V,жасап шығару,সৃষ্টি করা
1075,bauen::V,тұрғызу,নির্মাণ করা
1076,reparieren::V,оңдау,মেরামত করা
1077,verbessern::V,дұрыстау,উন্নতিলাভ করা
1078,ändern::V,өзгерту,পরিবর্তিত করা
1079,graben::V,үңгу,খনন করা
1080,beugen::V,буғу,নোয়া
1081,biegen::V,ию,নোয়া
1082,biegen::V,майыстыру,নোয়া
1083,drehen::V,айналдыру,ঘোরান
1084,wenden::V,екінші жағын айналдыру,উলটাইয়া দেত্তয়া
1085,umdrehen::V,бұру,উলটানো
1086,heben::V,көтеру,উত্তোলন করা
1087,hochheben::V,жоғарылату,উঁচু করা
1088,hochheben::V,көтеру,উঁচু করা
1089,ergreifen::V,бас_салу,দখল করা
1090,ergreifen::V,шап_беріп_ұстап_алу,দখল করা
1091,ergreifen::V,шап_беру,দখল করা
1092,ergreifen::V,шап_ете_түсу,দখল করা
1093,halten::V,тұту,ধরা
1094,halten::V,ұстау,ধরা
1095,drücken::V,басу,টেপা
1096,schieben::V,итеру,ঠেলা
1097,kratzen::V,қыру,চাঁচা
1098,lecken::V,жалау,চাটা
1099,beißen::V,қабу,দংশন করা
1100,beißen::V,тістеу,দংশন করা
1101,beißen::V,қауып алу,দংশন করা
1102,abreißen::V,үзу,বিচ্ছিন্ন করা
1103,abschneiden::V,қырқу,বিচ্ছিন্ন করা
1104,binden::V,байланыстыру,বন্ধন করা
1105,binden::V,байлап_алу,বন্ধন করা
1106,binden::V,байластыру,বন্ধন করা
1107,binden::V,байлау,বন্ধন করা
1108,binden::V,буу,বন্ধন করা
1109,binden::V,матау,বন্ধন করা
1110,binden::V,сабақтастыру,বন্ধন করা
1111,binden::V,ұштастыру,বন্ধন করা
1112,stecken::V,сұғу,বিদ্ধ করা
1113,brechen::V,сындыру,ভাঙা
1114,klopfen::V,қағу,আঘাত করা
1115,hauen::V,соғу,আঘাত করা
1116,kleben::V,желімдеу,সাঁটা
1117,reiben::V,үйкеу,ঘষা
1118,streichen::V,сүйкеу,ছড়াইয়া
1119,schleifen::V,егеу,ধার দেওয়া
1120,schleifen::V,қайрау,ধার দেওয়া
1121,schleifen::V,егеулеу,ধার দেওয়া
1122,schneiden::V,кесу,কাটা
1123,rütteln::V,қозғау,নাড়ান
1124,rütteln::V,жұлмалау,নাড়ান
1125,schütteln::V,дірілдету,নড়া
1126,schütteln::V,селкілдету,নড়া
1127,schwenken::V,бұлғау,দোলা
1128,schwenken::V,сермеу,দোলা
1129,schütten::V,құю,বর্ষণ করা
1130,füllen::V,толтыру,পরিপূর্ণ করা
1131,einwickeln::V,орау,মুড়া
1132,tragen::V,алып жүру,বহন করা
1133,schleppen::V,тарту,টানা
1134,ziehen::V,тарту,টানা
1135,aufbewahren::V,сақтау,রাখা
1136,werfen::V,лақтыру,ছুড়া
1137,fangen::V,қармау,লোফা
1138,fangen::V,қағып алу,লোফা
1139,packen::V,шап беру,ধরা
1140,packen::V,шап ете түсу,ধরা
1141,packen::V,шап беріп ұстап алу,ধরা
1142,verstecken::V,тығу,গোপন করা
1143,verstecken::V,жасыру,গোপন করা
1144,teilen::V,бөлу,বিভক্ত করা
1145,schicken::V,жіберу,প্রেরণ করা
1146,bringen::V,әкелу,আনা
1147,bringen::V,алып келу,আনা
1148,hinzufügen::V,қосу,একত্র করা
1149,hinzufügen::V,үстеу,একত্র করা
1150,bekommen::V,алу,পাওয়া
1151,erhalten::V,алмақ,পাওয়া
1152,nehmen::V,алу,নেওয়া
1153,nehmen::V,алмақ,নেওয়া
1154,wählen::V,таңдау,বাছা
1155,auswählen::V,екшеу,বাছা
1156,auswählen::V,саралау,বাছা
1157,auswählen::V,сұрыптау,বাছা
1158,auswählen::V,сайлап алу,বাছা
1159,bewahren::V,сақтау,বাঁচাইয়া রাখা
1160,behindern::V,оралғы болу,বাধা দেওয়া
1161,verderben::V,бүлдіру,নষ্ট করা
1162,beschädigen::V,бұзу,ক্ষতি করা
1163,zerbrechen::V,уату,ভাঙ্গিয়া যাওয়া
1164,zerreißen::V,жырту,ছিঁড়া
1165,zerstören::V,қирату,বিনাশ করা
1166,zerstören::V,талқандау,বিনাশ করা
1167,verbrennen::V,өртеу,দহন করা
1168,verbrennen::V,жандыру,দহন করা
1169,verbrennen::V,өртеп жіберу,দহন করা
1170,verbrennen::V,жандырып жіберу,দহন করা
1171,geben::V,беру,দেওয়া
1172,reichen::V,беру,দেওয়া
1173,schenken::V,тарту,উপহার দেত্তয়া
1174,versprechen::V,уәде беру,প্রতিশ্রুতি দেওয়া
1175,wünschen::V,тілеу,আকাঙ্ক্ষা করা
1176,loben::V,мақтау,প্রশংসা করা
1177,loben::V,дәріптеу,প্রশংসা করা
1178,küssen::V,сүю,চুম্বন করা
1179,wiegen::V,тербеу,দুলানো
1180,zudecken::V,бүркеу,ঢাকা
1181,wecken::V,ояту,জাগানো
1182,zeigen::V,көрсету,দেখানো
1183,führen::V,ерту,পথ দেখানো
1184,führen::V,жетектеу,পথ দেখানো
1185,lehren::V,оқыту,শেখানো
1186,unterrichten::V,оқыту,শিক্ষা দেওয়া
1187,aufziehen::V,бағу,পালন করা
1188,leiten::V,басқару,পরিচালনা করা
1189,leiten::V,жетекшілік ету,পরিচালনা করা
1190,antreiben::V,асықтыру,চালনা করা
1191,lassen::V,-ткізу,অনুমতি দেওয়া
1192,lassen::V,мәжбүр ету,অনুমতি দেওয়া
1193,einladen::V,шақыру,নিমন্ত্রণ করা
1194,vereinigen::V,біріктіру,এক করা
1195,vereinigen::V,біріктіріп қою,এক করা
1196,besuchen::V,кіріп шығу,দেখিতে যাওয়া
1197,besuchen::V,барып шығу,দেখিতে যাওয়া
1198,treffen::V,кездесу,সন্মুখীন হওয়া
1199,sich versammeln::V,топталу,জড়ো হওয়া
1200,spielen::V,ойнау,খেলা
1201,singen::V,сайрау,গাওয়া
1202,tanzen::V,билеу,নাচা
1203,sich trennen::V,айрылысу,পৃথক করা
1204,verlassen::V,тастау,পরিত্যাগ করা
1205,retten::V,құтқару,উদ্ধার করা
1206,bewachen::V,күзету,পাহারা দেওয়া
1207,schützen::V,жақтау,রক্ষা করা
1208,schützen::V,жақтасу,রক্ষা করা
1209,verteidigen::V,қорғау,রক্ষা করা
1210,sich schlagen::V,алысу,লড়াই করা
1211,schießen::V,ату,তীরবেগে ছোটা
1212,siegen::V,жеңу,জেতা
1213,ärgern::V,ашуландыру,বিরক্ত করা
1214,schlagen::V,ұру,আঘাত করা
1215,treten::V,тебу,লাথি মারা
1216,stechen::V,шаншу,দংশন করা
1217,stoßen::V,түрту,ঠেলা
1218,stehlen::V,ұрлау,অপহরণ করা
1219,stören::V,кесірлен,ঘাঁটান
1220,belästigen::V,мазасын алу,বিরক্ত করা
1221,verbergen::V,сездірмеу,গোপন করা
1222,täuschen::V,жалған айту,প্রবঞ্চনা করা
1223,betrügen::V,алдау,প্রতারণা করা
1224,betrügen::V,алдап кету,প্রতারণা করা
1225,betrügen::V,ақымақ қылу,প্রতারণা করা
1226,töten::V,құрту,হত্যা করা
1227,töten::V,өлтіру,হত্যা করা
1228,wohnen::V,мекендеу,বাস করা
1229,wohnen::V,өмір сүру,বাস করা
1230,arbeiten::V,істеу,কাজ করা
1231,arbeiten::V,еңбектену,কাজ করা
1232,sammeln::V,жыю,সংগ্রহ করা
1233,pflücken::V,жұлу,চয়ন করা
1234,jagen::V,аулау,শিকার করা
1235,fischen::V,балык_аулау,মাছ ধরা
1236,fassen::V,ұстау,ধরা
1237,hüten::V,жаю,যুথভুক্ত করা
1238,hüten::V,бағу,যুথভুক্ত করা
1239,treiben::V,айдау,চালনা করা
1240,anbinden::V,байлау,বন্ধন করা
1241,füttern::V,ас ішкізу,ভোজন করানো
1242,füttern::V,азықтандыру,ভোজন করানো
1243,füttern::V,қоректендіру,ভোজন করানো
1244,melken::V,сауу,দুগ্ধ দোহন করা
1245,hacken::V,турау,কাটা
1246,gießen::V,суару,বর্ষণ করা
1247,reifen::V,жетілу,পাকা
1248,zubereiten::V,даяр ету,রন্ধন করা
1249,kochen::V,асу,রন্ধন করা
1250,backen::V,пісіру,সেকা
1251,braten::V,қуыру,ভাজা
1252,umrühren::V,былғалау,নড়ানো
1253,umrühren::V,сапырылыстыру,নড়ানো
1254,stricken::V,торлау,বোনা
1255,stricken::V,тоқу,বোনা
1256,nähen::V,тігу,সেলাই করা
1257,färben::V,бояу,রঞ্জিত করা
1258,färben::V,сырлау,রঞ্জিত করা
1259,reinigen::V,аршу,পরিষ্কার করা
1260,reinigen::V,тазалау,পরিষ্কার করা
1261,waschen::V,жуу,পরিষ্কার করা
1262,abwischen::V,сүрту,মুছা
1263,spülen::V,шаю,পরিষ্কার করা
1264,fegen::V,сыпыру,ঝাঁট দেওয়া
1265,kehren::V,сыпыру,ঝাঁট দেওয়া
1266,baden::V,шомылу,অবগাহন করা
1267,sich waschen::V,жуыну,ধোয়া
1268,ausziehen::V,шешу,খুলা
1269,anziehen::V,кигізу,গায়ে দেত্তয়া
1270,sich anziehen::V,киіну,পোশাক পরা
1271,kämmen::V,тарау,আঁচড়ানো
1272,schmücken::V,әсемдеу,সাজান করা
1273,schmücken::V,мәнерлеу,সাজান করা
1274,schmücken::V,көріктендіру,সাজান করা
1275,sagen::V,деу,উচ্চারণ করা
1276,sagen::V,айту,উচ্চারণ করা
1277,sprechen::V,деу,বলা
1278,sprechen::V,айту,বলা
1279,reden::V,сөйлеу,আলাপ করা
1280,reden::V,сөйлесу,আলাপ করা
1281,reden::V,тіл қатысу,আলাপ করা
1282,sich unterhalten::V,сұхбаттасу,আড্ডা দেওয়া
1283,fragen::V,сұрау,জিজ্ঞাসা করা
1284,bitten::V,өтіну,প্রার্থনা করা
1285,bitten::V,жалыну,প্রার্থনা করা
1286,erzählen::V,айту,বর্ণনা করা
1287,mitteilen::V,білдіру,বলা
1288,nennen::V,атау,নাম দেওয়া
1289,rufen::V,шақыру,আমন্ত্রণ করা
1290,prahlen::V,бөсу,বড়াই করা
1291,übersetzen::V,аудару,ভাষাস্তরিত করা
1292,denken::V,ойлау,ভাবা
1293,glauben::V,нану,বিশ্বাস করা
1294,glauben::V,илану,বিশ্বাস করা
1295,bemerken::V,аңғару,লক্ষ্য করা
1296,erkennen::V,тану,চিনিতে পারা
1297,begreifen::V,ұғу,উপলব্ধি করা
1298,begreifen::V,аңғарып алу,উপলব্ধি করা
1299,verstehen::V,пайым,উপলব্ধি করা
1300,verstehen::V,түсіну,উপলব্ধি করা
1301,lernen::V,оқу,শেখা
1302,wissen::V,хабардар болу,জানা
1303,sich erinnern an::V,еске түсіру,মনে করা
1304,vergessen::V,ұмыту,বিস্মৃত হওয়া
1305,messen::V,өлшеу,মাপা
1306,zählen::V,санау,গণনা করা
1307,rechnen::V,санап шығару,হিসাব করা
1308,rechnen::V,санап шығу,হিসাব করা
1309,rechnen::V,санау,হিসাব করা
1310,lesen::V,оқу,পাঠ করা
1311,malen::V,сурет салу,আঁকা
1312,zeichnen::V,сурет салу,ছকা
1313,schreiben::V,жазу,লেখা
1314,besitzen::V,болу,অধিকার করা
1315,kaufen::V,алу,ক্রয় করা
1316,kaufen::V,әперу,ক্রয় করা
1317,verkaufen::V,сату,বেচা
1318,bezahlen::V,төлеу,প্রদান করা
1319,bezahlen::V,ақы беру,প্রদান করা
1320,bezahlen::V,ақы төлеу,প্রদান করা
1321,zahlen::V,төлеу,প্রদান করা
1322,beherrschen::V,билеу,শাসন করা
1323,ertragen::V,төзу,বহন করা
1324,ertragen::V,шыдау,বহন করা
