,Concept_ID,tr,de
251,Gelächter::N,kahkaha,Gelächter
252,Glück::N,mutluluk,Glück
253,Kummer::N,dert,Kummer
254,Kummer::N,keder,Kummer
255,Wunsch::N,arzu,Wunsch
256,Wunsch::N,istek,Wunsch
257,Lust::N,arzu,Lust
258,Lust::N,heves,Lust
259,Geist::N,tin,Geist
260,Gedanke::N,fikir,Gedanke
261,Gedanke::N,düşünce,Gedanke
262,Gedächtnis::N,bellek,Gedächtnis
263,Verstand::N,zekâ,Verstand
264,Sinn::N,anlam,Sinn
265,Grund::N,sebep,Grund
266,Wahrheit::N,doğruluk,Wahrheit
267,Wahrheit::N,gerçeklik,Wahrheit
268,Gespräch::N,görüşme,Gespräch
269,Märchen::N,masal,Märchen
270,Erzählung::N,öykü,Erzählung
271,Erzählung::N,hikâye,Erzählung
272,Nachricht::N,haber,Nachricht
273,Neuigkeit::N,haber,Neuigkeit
274,Name::N,ad,Name
275,Name::N,isim,Name
276,Rätsel::N,bilmece,Rätsel
277,Rede::N,söylev,Rede
278,Rede::N,konuşma,Rede
279,Sprache::N,dil,Sprache
280,Sprache::N,lisan,Sprache
281,Stimme::N,ses,Stimme
282,Wort::N,kelime,Wort
283,Zeichen::N,işaret,Zeichen
284,Ruf::N,çağırma,Ruf
285,Lärm::N,şamata,Lärm
286,Lärm::N,gürültü,Lärm
287,Laut::N,ses,Laut
288,Ton::N,ses,Ton
289,Lied::N,türkü,Lied
290,Ruhe::N,sakinlik,Ruhe
291,Leute::N,halk,Leute
292,Leute::N,insanlar,Leute
293,Volk::N,ulus,Volk
294,Volk::N,millet,Volk
295,Arbeit::N,iş,Arbeit
296,Arbeit::N,çalışma,Arbeit
297,Gast::N,konuk,Gast
298,Gast::N,misafir,Gast
299,Geschenk::N,hediye,Geschenk
300,Geschenk::N,armağan,Geschenk
301,Spiel::N,oyun,Spiel
302,Gesellschaft::N,çevre,Gesellschaft
303,Gesellschaft::N,arkadaşlık,Gesellschaft
304,Hilfe::N,yardım,Hilfe
305,Freund::N,dost,Freund
306,Freund::N,arkadaş,Freund
307,Kamerad::N,arkadaş,Kamerad
308,Angelegenheit::N,iş,Angelegenheit
309,Angelegenheit::N,husus,Angelegenheit
310,Anzahl::N,sayı,Anzahl
311,Art::N,çeşit,Art
312,Stück::N,tane,Stück
313,Stück::N,parça,Stück
314,Teil::N,kısım,Teil
315,Hälfte::N,yarı,Hälfte
316,Kreis::N,daire,Kreis
317,Kreuz::N,haç,Kreuz
318,Linie::N,hat,Linie
319,Linie::N,çizgi,Linie
320,Strich::N,çizgi,Strich
321,Abstand::N,aralık,Abstand
322,Entfernung::N,mesafe,Entfernung
323,Entfernung::N,uzaklık,Entfernung
324,Gegend::N,yöre,Gegend
325,Platz::N,yer,Platz
326,Ort::N,yer,Ort
327,Seite::N,yan,Seite
328,Seite::N,taraf,Seite
329,Mitte::N,orta,Mitte
330,Mitte::N,merkez,Mitte
331,Gegenstand::N,şey,Gegenstand
332,Sache::N,iş,Sache
333,Sache::N,şey,Sache
334,Rand::N,kenar,Rand
335,Kante::N,kenar,Kante
336,Ecke::N,köşe,Ecke
337,Spitze::N,uç,Spitze
338,Spitze::N,baş,Spitze
339,Ende::N,uç,Ende
340,Loch::N,oyuk,Loch
341,Loch::N,delik,Loch
342,Winkel::N,köşe,Winkel
343,Muster::N,örnek,Muster
344,Größe::N,büyüklük,Größe
345,Länge::N,uzunluk,Länge
346,Höhe::N,yükseklik,Höhe
347,Gewicht::N,ağırlık,Gewicht
348,Menge::N,miktar,Menge
349,Haufen::N,küme,Haufen
350,Haufen::N,yığın,Haufen
351,Reihe::N,sıra,Reihe
352,Boot::N,kayık,Boot
353,Boot::N,sandal,Boot
354,Ruder::N,kürek,Ruder
355,Schlitten::N,kızak,Schlitten
356,Ski::N,kayak,Ski
357,Lagerfeuer::N,kamp ateşi,Lagerfeuer
358,Last::N,yük,Last
359,Gang::N,gidiş,Gang
360,Gang::N,yürüyüş,Gang
361,Schritt::N,adım,Schritt
362,Norden::N,kuzey,Norden
363,Süden::N,güney,Süden
364,Westen::N,batı,Westen
365,Osten::N,doğu,Osten
366,Holz::N,ağaç,Holz
367,Holz::N,tahta,Holz
368,Brett::N,tahta,Brett
369,Platte::N,levha,Platte
370,Stütze::N,dayak,Stütze
371,Stütze::N,destek,Stütze
372,Stange::N,çubuk,Stange
373,Stock::N,sopa,Stock
374,Stock::N,değnek,Stock
375,Stab::N,sırık,Stab
376,Stab::N,baston,Stab
377,Rohr::N,boru,Rohr
378,Haus::N,ev,Haus
379,Heim::N,ev,Heim
380,Heim::N,yurt,Heim
381,Ofen::N,soba,Ofen
382,Fußboden::N,taban,Fußboden
383,Fußboden::N,döşeme,Fußboden
384,Tisch::N,masa,Tisch
385,Stuhl::N,iskemle,Stuhl
386,Stuhl::N,sandalye,Stuhl
387,Wiege::N,beşik,Wiege
388,Bett::N,yatak,Bett
389,Regal::N,raf,Regal
390,Kiste::N,sandık,Kiste
391,Fenster::N,pencere,Fenster
392,Tür::N,kapı,Tür
393,Tor::N,kapı,Tor
394,Zaun::N,çit,Zaun
395,Dach::N,dam,Dach
396,Dach::N,çatı,Dach
397,Leiter::N,merdiven,Leiter
398,Besen::N,süpürge,Besen
399,Spaten::N,bel,Spaten
400,Schaufel::N,kürek,Schaufel
401,Gabel::N,çatal,Gabel
402,Löffel::N,kaşık,Löffel
403,Messer::N,bıçak,Messer
404,Nagel::N,çivi,Nagel
405,Netz::N,ağ,Netz
406,Haken::N,çengel,Haken
407,Griff::N,kulp,Griff
408,Griff::N,tutamak,Griff
409,Schloss::N,kilit,Schloss
410,Bild::N,imaj,Bild
411,Bild::N,resim,Bild
412,Figur::N,şekil,Figur
413,Figur::N,heykel,Figur
414,Puppe::N,kukla,Puppe
415,Beutel::N,kese,Beutel
416,Beutel::N,torba,Beutel
417,Bündel::N,deste,Bündel
418,Tasche::N,çanta,Tasche
419,Eimer::N,kova,Eimer
420,Deckel::N,kapak,Deckel
421,Geschirr::N,kap kacak,Geschirr
422,Sack::N,torba,Sack
423,Tasse::N,fincan,Tasse
424,Topf::N,tencere,Topf
425,Kessel::N,kazan,Kessel
426,Essen::N,yemek,Essen
427,Nahrung::N,gıda,Nahrung
428,Nahrung::N,besin,Nahrung
429,Speise::N,yemek,Speise
430,Fleisch::N,et,Fleisch
431,Getreide::N,tahıl,Getreide
432,Getreide::N,hububat,Getreide
433,Brei::N,ezme,Brei
434,Brot::N,ekmek,Brot
435,Scheibe::N,dilim,Scheibe
436,Fett::N,yağ,Fett
437,Butter::N,tereyağı,Butter
438,Öl::N,yağ,Öl
439,Öl::N,akar yağ,Öl
440,Salz::N,tuz,Salz
441,Suppe::N,çorba,Suppe
442,Honig::N,bal,Honig
443,Milch::N,süt,Milch
444,Tee::N,çay,Tee
445,Leder::N,deri,Leder
446,Leder::N,meşin,Leder
447,Wolle::N,yün,Wolle
448,Stoff::N,kumaş,Stoff
449,Nadel::N,iğne,Nadel
450,Faden::N,tire,Faden
451,Faden::N,iplik,Faden
452,Knopf::N,düğme,Knopf
453,Knoten::N,düğüm,Knoten
454,Farbe::N,boya,Farbe
455,Kleidung::N,giyim,Kleidung
456,Hemd::N,gömlek,Hemd
457,Kragen::N,yaka,Kragen
458,Ärmel::N,yen,Ärmel
459,Ärmel::N,elbise kolu,Ärmel
460,Hose::N,pantolon,Hose
461,Gürtel::N,kuşak,Gürtel
462,Mütze::N,bere,Mütze
463,Mütze::N,kasket,Mütze
464,Schuh::N,kundura,Schuh
465,Schuh::N,ayakkabı,Schuh
466,Stiefel::N,çizme,Stiefel
467,Ring::N,yüzük,Ring
468,Band::N,bağ,Band
469,Band::N,şerit,Band
470,Kamm::N,tarak,Kamm
471,Spiegel::N,ayna,Spiegel
472,Riemen::N,kayış,Riemen
473,Schnur::N,ip,Schnur
474,Schnur::N,sicim,Schnur
475,Leine::N,kayış,Leine
476,Decke::N,örtü,Decke
477,Decke::N,yorgan,Decke
478,Kissen::N,yastık,Kissen
479,Tuch::N,bez,Tuch
480,Handtuch::N,havlu,Handtuch
481,Kraft::N,güç,Kraft
482,Kraft::N,kuvvet,Kraft
483,Stärke::N,kuvvet,Stärke
484,Gesundheit::N,sağlık,Gesundheit
485,Krankheit::N,hastalık,Krankheit
486,Schmerz::N,ağrı,Schmerz
487,Schmerz::N,sancı,Schmerz
488,Wunde::N,yara,Wunde
489,Fieber::N,ateş,Fieber
490,Arznei::N,ilâç,Arznei
491,Brücke::N,köprü,Brücke
492,Brunnen::N,kuyu,Brunnen
493,Brunnen::N,çeşme,Brunnen
494,Weide::N,otlak,Weide
495,Pfad::N,patika,Pfad
496,Pfad::N,keçiyolu,Pfad
497,Weg::N,yol,Weg
498,Straße::N,yol,Straße
499,Straße::N,cadde,Straße
500,Dorf::N,köy,Dorf
501,Stadt::N,kent,Stadt
502,Stadt::N,şehir,Stadt
503,Brief::N,mektup,Brief
504,Buch::N,kitap,Buch
505,Buchstabe::N,harf,Buchstabe
506,Zeitung::N,gazete,Zeitung
507,Leben::N,hayat,Leben
508,Tod::N,ölüm,Tod
509,Grab::N,kabir,Grab
510,Kirche::N,kilise,Kirche
511,Sünde::N,günah,Sünde
512,Gott::N,tanrı,Gott
513,Arbeiter::N,işçi,Arbeiter
514,Chef::N,şef,Chef
515,Chef::N,müdür,Chef
516,Meister::N,usta,Meister
517,Arzt::N,hekim,Arzt
518,Arzt::N,doktor,Arzt
519,Lehrer::N,hoca,Lehrer
520,Lehrer::N,öğretmen,Lehrer
521,Geld::N,para,Geld
522,Geschäft::N,ticaret,Geschäft
523,Laden::N,dükkân,Laden
524,Preis::N,fiyat,Preis
525,Ware::N,mal,Ware
526,Nutzen::N,fayda,Nutzen
527,Reichtum::N,servet,Reichtum
528,Reichtum::N,zenginlik,Reichtum
529,Welt::N,dünya,Welt
530,Land::N,ülke,Land
531,Staat::N,devlet,Staat
532,König::N,kral,König
533,Macht::N,kudret,Macht
534,Macht::N,iktidar,Macht
535,Grenze::N,had,Grenze
536,Grenze::N,sınır,Grenze
537,Krieg::N,savaş,Krieg
538,Feind::N,düşman,Feind
539,Gewalt::N,zor,Gewalt
540,Gewalt::N,cebir,Gewalt
541,Kampf::N,savaş,Kampf
542,Bogen[Waffe]::N,yay,Bogen
543,Pfeil::N,ok,Pfeil
544,Gewehr::N,tüfek,Gewehr
545,Fehler::N,hata,Fehler
546,Fehler::N,yanlış,Fehler
547,Lüge::N,yalan,Lüge
548,Schaden::N,zarar,Schaden
549,Unglück::N,felâket,Unglück
550,Unglück::N,talihsizlik,Unglück
551,Schuld::N,suç,Schuld
552,Schuld::N,kabahat,Schuld
553,Alter::N,yaş,Alter
554,Schluss::N,son,Schluss
555,Zeit::N,zaman,Zeit
556,Tag::N,gün,Tag
557,Morgen::N,sabah,Morgen
558,Mittag::N,öğle,Mittag
559,Abend::N,akşam,Abend
560,Nacht::N,gece,Nacht
561,Woche::N,hafta,Woche
562,Monat::N,ay,Monat
563,Jahr::N,yıl,Jahr
564,Jahr::N,sene,Jahr
565,Frühling::N,ilkbahar,Frühling
566,Sommer::N,yaz,Sommer
567,Herbst::N,güz,Herbst
568,Herbst::N,sonbahar,Herbst
569,Winter::N,kış,Winter
570,Januar::N,ocak,Januar
571,Februar::N,şubat,Februar
572,März::N,mart,März
573,April::N,nisan,April
574,Mai::N,mayıs,Mai
575,Juni::N,haziran,Juni
576,Juli::N,temmuz,Juli
577,August::N,ağustos,August
578,September::N,eylül,September
579,Oktober::N,ekim,Oktober
580,November::N,kasım,November
581,Dezember::N,aralık,Dezember
582,Montag::N,pazartesi,Montag
583,Dienstag::N,salı,Dienstag
584,Mittwoch::N,çarşamba,Mittwoch
585,Donnerstag::N,perşembe,Donnerstag
586,Freitag::N,cuma,Freitag
587,Samstag::N,cumartesi,Samstag
588,Sonntag::N,pazar,Sonntag
589,groß::A,büyük,groß
590,klein::A,ufak,klein
591,klein::A,küçük,klein
592,lang::A,uzun,lang
593,kurz::A,kısa,kurz
594,breit::A,enli,breit
595,breit::A,geniş,breit
596,schmal::A,dar,schmal
597,dicht::A,sık,dicht
598,dicht::A,yoğun,dicht
599,dick[Gegenstand]::A,kalın,dick
600,dick[Gegenstand]::A,iri,dick
601,dünn::A,ince,dünn
602,fein::A,ince,fein
603,fein::A,narin,fein
604,fest::A,sabit,fest
605,fest::A,sağlam,fest
606,flach::A,düz,flach
607,flach::A,yassı,flach
608,glatt::A,düz,glatt
609,hart::A,katı,hart
610,weich::A,yumuşak,weich
611,rund::A,yuvarlak,rund
612,spitz::A,sivri,spitz
613,scharf::A,keskin,scharf
614,stumpf::A,kör,stumpf
615,schwer::A,ağır,schwer
616,schön::A,güzel,schön
617,heiß::A,kızgın,heiß
618,warm::A,sıcak,warm
619,kalt::A,soğuk,kalt
620,kühl::A,serin,kühl
621,frisch::A,taze,frisch
622,feucht::A,nemli,feucht
623,feucht::A,rutubetli,feucht
624,nass::A,yaş,nass
625,nass::A,ıslak,nass
626,trocken::A,kuru,trocken
627,voll::A,dolu,voll
628,voll::A,dolmuş,voll
629,leer::A,boş,leer
630,offen::A,açık,offen
631,geschlossen::A,kapalı,geschlossen
632,sauber::A,pak,sauber
633,sauber::A,temiz,sauber
634,schmutzig::A,pis,schmutzig
635,schmutzig::A,kirli,schmutzig
636,roh::A,çiğ,roh
637,reif::A,olgun,reif
638,lecker::A,lezzetli,lecker
639,süß::A,tatlı,süß
640,süß::A,şekerli,süß
641,bitter::A,acı,bitter
642,sauer::A,ekşi,sauer
643,hell::A,aydınlık,hell
644,dunkel::A,karanlık,dunkel
645,schwarz::A,kara,schwarz
646,schwarz::A,siyah,schwarz
647,weiß::A,ak,weiß
648,weiß::A,beyaz,weiß
649,rot::A,kırmızı,rot
650,gelb::A,sarı,gelb
651,blau::A,mavi,blau
652,grün::A,yeşil,grün
653,grau::A,boz,grau
654,bunt::A,renkli,bunt
655,billig::A,ucuz,billig
656,teuer::A,pahalı,teuer
657,wertvoll::A,değerli,wertvoll
658,blind::A,kör,blind
659,taub::A,sağır,taub
660,kräftig::A,dinç,kräftig
661,kräftig::A,kuvvetli,kräftig
662,stark::A,güçlü,stark
663,stark::A,kuvvetli,stark
664,schwach::A,zayıf,schwach
665,schwach::A,güçsüz,schwach
666,fett::A,şişman,fett
667,schlank::A,narin,schlank
668,hübsch::A,güzel,hübsch
669,hübsch::A,sevimli,hübsch
670,böse::A,kötü,böse
671,dumm::A,aptal,dumm
672,faul::A,tembel,faul
673,fleißig::A,çalışkan,fleißig
674,geizig::A,cimri,geizig
675,klug::A,zekî,klug
676,klug::A,akıllı,klug
677,geschickt::A,becerikli,geschickt
678,lieb::A,sevimli,lieb
679,lustig::A,neşeli,lustig
680,sanft::A,nazik,sanft
681,hungrig::A,aç,hungrig
682,krank::A,hasta,krank
683,krank::A,rahatsız,krank
684,nackt::A,çıplak,nackt
685,traurig::A,kederli,traurig
686,traurig::A,üzüntülü,traurig
687,lebendig::A,canlı,lebendig
688,gut::A,iyi,gut
689,schlecht::A,kötü,schlecht
690,richtig::A,doğru,richtig
691,schlimm::A,kötü,schlimm
692,wahr::A,doğru,wahr
693,wahr::A,gerçek,wahr
694,alt::A,eski,alt
695,neu::A,yeni,neu
696,ehemalig::A,önceki,ehemalig
697,alt[Lebewesen]::A,yaşlı,alt
698,jung::A,genç,jung
699,arm::A,fakir,arm
700,reich::A,zengin,reich
701,bekannt::A,bilinen,bekannt
702,berühmt::A,ünlü,berühmt
703,berühmt::A,meşhur,berühmt
704,fremd::A,yabancı,fremd
705,verschieden::A,ayrı,verschieden
706,verschieden::A,farklı,verschieden
707,nah::A,yakın,nah
708,nah::A,bitişik,nah
709,fern::A,uzak,fern
710,linker::A,sol,linker
711,rechter::A,sağ,rechter
712,anderer::A,diğer,anderer
713,erster::A,ilk,erster
714,erster::A,birinci,erster
715,zweiter::A,ikinci,zweiter
716,dritter::A,üçüncü,dritter
717,letzter::A,son,letzter
718,letzter::A,sonuncu,letzter
719,allein::ADV,yalnız,allein
720,allein::ADV,tek başına,allein
721,auf einmal::ADV,birden,auf einmal
722,zusammen::ADV,beraber,zusammen
723,zusammen::ADV,birlikte,zusammen
724,lange::ADV,çok,lange
725,lange::ADV,uzun,lange
726,plötzlich::ADV,ansızın,plötzlich
727,plötzlich::ADV,birdenbire,plötzlich
728,sofort::ADV,hemen,sofort
729,sofort::ADV,derhal,sofort
730,später::ADV,daha sonra,später
731,jetzt::ADV,şimdi,jetzt
732,heute::ADV,bugün,heute
733,morgen::ADV,yarın,morgen
734,bald::ADV,yakında,bald
735,dann::ADV,sonra,dann
736,gestern::ADV,dün,gestern
737,einst::ADV,eskiden,einst
738,damals::ADV,o zamanlar,damals
739,danach::ADV,sonradan,danach
740,danach::ADV,ondan sonra,danach
741,vorher::ADV,önce,vorher
742,vorher::ADV,önceden,vorher
743,zuerst::ADV,ilk önce,zuerst
744,einmal::ADV,bir defa,einmal
745,manchmal::ADV,bazan,manchmal
746,oft::ADV,sık sık,oft
747,oft::ADV,çok defa,oft
748,immer::ADV,daima,immer
749,immer::ADV,her zaman,immer
750,niemals::ADV,asla değil,niemals
751,niemals::ADV,hiçbir zaman,niemals
752,hier::ADV,burada,hier
753,hierhin::ADV,buraya,hierhin
754,von hier::ADV,buradan,von hier
755,dort::ADV,orada,dort
756,dort::ADV,şurada,dort
757,dorthin::ADV,oraya,dorthin
758,dorthin::ADV,şuraya,dorthin
759,geradeaus::ADV,doğru,geradeaus
760,vorwärts::ADV,ileri,vorwärts
761,rückwärts::ADV,geri,rückwärts
762,zurück::ADV,geriye,zurück
763,unten::ADV,aşağıda,unten
764,hinab::ADV,aşağıya,hinab
765,oben::ADV,yukarıda,oben
766,hinauf::ADV,yukarı,hinauf
767,hinauf::ADV,yukarıya,hinauf
768,überall::ADV,her yerde,überall
769,nicht::ADV,-mi-,nicht
770,nicht::ADV,değil,nicht
771,ein wenig::ADV,biraz,ein wenig
772,kaum::ADV,dar,kaum
773,kaum::ADV,hemen hemen değil,kaum
774,sehr::ADV,pek,sehr
775,sehr::ADV,gayet,sehr
776,so::ADV,öyle,so
777,so::ADV,böyle,so
778,noch::ADV,hâlâ,noch
779,noch::ADV,henüz,noch
780,nur::ADV,ancak,nur
781,nur::ADV,yalnız,nur
782,schon::ADV,çoktan,schon
783,wieder::ADV,tekrar,wieder
784,wieder::ADV,yeniden,wieder
785,vergebens::ADV,boşuna,vergebens
786,vor::PRP,önünde,vor
787,hinter::PRP,arkasında,hinter
788,unter::PRP,altında,unter
789,durch::PRP,sayesinde,durch
790,durch::PRP,ortasından,durch
791,neben::PRP,yanında,neben
792,zwischen::PRP,arasında,zwischen
793,wegen::PRP,dolayı,wegen
794,dies::PRN,bu,dies
795,das::PRN,o,das
796,das::PRN,şu,das
797,alles::PRN,hepsi,alles
798,alles::PRN,her şey,alles
799,ich::PRN,ben,ich
