,Concept_ID,da,it
249,Lust::N,lyst,voglia
250,Geist::N,ånd,mente
251,Geist::N,ånd,spìrito
252,Gedanke::N,tanke,idea
253,Gedanke::N,tanke,pensiero
254,Gedächtnis::N,hukommelse,memoria
255,Verstand::N,forstand,intelletto
256,Sinn::N,mening,senso
257,Sinn::N,mening,significato
258,Sinn::N,betydning,senso
259,Sinn::N,betydning,significato
260,Grund::N,grund,causa
261,Grund::N,grund,motivo
262,Grund::N,grund,ragione
263,Wahrheit::N,sandhed,verità
264,Gespräch::N,samtale,discorso
265,Gespräch::N,samtale,conversazione
266,Märchen::N,eventyr,fiaba
267,Märchen::N,eventyr,fàvola
268,Erzählung::N,fortælling,racconto
269,Erzählung::N,fortælling,narrazione
270,Nachricht::N,efterretning,messaggio
271,Neuigkeit::N,nyhed,notizia
272,Name::N,navn,nome
273,Rätsel::N,gåde,indovinello
274,Rede::N,tale,discorso
275,Sprache::N,sprog,lingua
276,Sprache::N,sprog,linguaggio
277,Stimme::N,stemme,voce
278,Wort::N,ord,parola
279,Zeichen::N,tegn,segno
280,Zeichen::N,tegn,segnale
281,Ruf::N,råb,chiamata
282,Lärm::N,larm,chiasso
283,Lärm::N,larm,strèpito
284,Laut::N,lyd,suono
285,Ton::N,tone,tono
286,Lied::N,sang,canto
287,Lied::N,sang,canzone
288,Ruhe::N,ro,calma
289,Ruhe::N,ro,tranquillità
290,Ruhe::N,hvile,calma
291,Ruhe::N,hvile,tranquillità
292,Leute::N,folk,gente
293,Leute::N,mennesker,gente
294,Volk::N,folk,pòpolo
295,Arbeit::N,arbejde,lavoro
296,Gast::N,gæst,òspite
297,Gast::N,gæst,invitato
298,Geschenk::N,gave,regalo
299,Spiel::N,leg,gioco
300,Gesellschaft::N,selskab,compagnìa
301,Hilfe::N,hjælp,aiuto
302,Hilfe::N,hjælp,soccorso
303,Freund::N,ven,amico
304,Kamerad::N,kammerat,camerata
305,Angelegenheit::N,sag,affare
306,Angelegenheit::N,sag,faccenda
307,Angelegenheit::N,anliggende,affare
308,Angelegenheit::N,anliggende,faccenda
309,Anzahl::N,antal,nùmero
310,Anzahl::N,antal,quantità
311,Art::N,art,tipo
312,Art::N,art,specie
313,Stück::N,stykke,pezzo
314,Teil::N,del,parte
315,Hälfte::N,halvdel,metà
316,Kreis::N,cirkel,cìrcolo
317,Kreuz::N,kors,croce
318,Kreuz::N,kryds,croce
319,Linie::N,linie,lìnea
320,Strich::N,streg,tratto
321,Abstand::N,afstand,distanza
322,Entfernung::N,afstand,distanza
323,Entfernung::N,afstand,lontananza
324,Gegend::N,egn,regione
325,Platz::N,plads,posto
326,Platz::N,plads,spazio
327,Ort::N,sted,luogo
328,Ort::N,sted,località
329,Seite::N,side,lato
330,Seite::N,side,parte
331,Mitte::N,midte,mezzo
332,Mitte::N,midte,centro
333,Gegenstand::N,genstand,oggetto
334,Sache::N,sag,cosa
335,Rand::N,rand,orlo
336,Rand::N,rand,bordo
337,Kante::N,kant,spìgolo
338,Ecke::N,hjørne,canto
339,Spitze::N,spids,punta
340,Ende::N,ende,capo
341,Ende::N,ende,estremità
342,Loch::N,hul,buco
343,Winkel::N,vinkel,àngolo
344,Muster::N,mønster,disegno
345,Größe::N,størrelse,taglia
346,Größe::N,størrelse,grandezza
347,Länge::N,længde,lunghezza
348,Höhe::N,højde,altezza
349,Gewicht::N,vægt,peso
350,Menge::N,mængde,quantità
351,Haufen::N,bunke,cùmulo
352,Haufen::N,bunke,mucchio
353,Reihe::N,række,fila
354,Boot::N,båd,barca
355,Boot::N,båd,battello
356,Ruder::N,åre,remo
357,Schlitten::N,kælk,slitta
358,Schlitten::N,slæde,slitta
359,Ski::N,ski,sci
360,Lagerfeuer::N,lejrbål,falò
361,Lagerfeuer::N,lejrbål,fuoco di bivacco
362,Last::N,last,càrico
363,Last::N,byrde,càrico
364,Gang::N,gang,andata
365,Schritt::N,skridt,passo
366,Norden::N,nord,nord
367,Norden::N,nord,settentrione
368,Süden::N,syd,sud
369,Süden::N,syd,meridione
370,Westen::N,vest,òvest
371,Westen::N,vest,occidente
372,Osten::N,øst,est
373,Osten::N,øst,oriente
374,Holz::N,træ,legno
375,Brett::N,bræt,asse
376,Brett::N,bræt,tàvola
377,Platte::N,plade,lastra
378,Platte::N,plade,piastra
379,Stütze::N,støtte,supporto
380,Stange::N,stang,sbarra
381,Stange::N,stang,pèrtica
382,Stock::N,stok,verga
383,Stock::N,stok,bastone
384,Stock::N,stok,bacchetta
385,Stab::N,stav,asta
386,Rohr::N,rør,tubo
387,Haus::N,hus,casa
388,Heim::N,hjem,casa
389,Ofen::N,ovn,stufa
390,Fußboden::N,gulv,pavimento
391,Tisch::N,bord,tàvolo
392,Stuhl::N,stol,sedia
393,Wiege::N,vugge,culla
394,Bett::N,seng,letto
395,Regal::N,reol,scaffale
396,Kiste::N,kasse,cassa
397,Fenster::N,vindue,finestra
398,Tür::N,dør,porta
399,Tor::N,port,portone
400,Zaun::N,stakit,recinto
401,Dach::N,tag,tetto
402,Leiter::N,stige,scala
403,Leiter::N,stige,scala a pioli
404,Besen::N,kost,scopa
405,Spaten::N,spade,vanga
406,Schaufel::N,skovl,pala
407,Gabel::N,gaffel,forchetta
408,Löffel::N,ske,cucchiaio
409,Messer::N,kniv,coltello
410,Nagel::N,søm,chiodo
411,Netz::N,net,rete
412,Haken::N,krog,uncino
413,Griff::N,tag,mànico
414,Griff::N,tag,maniglia
415,Griff::N,håndtag,mànico
416,Griff::N,håndtag,maniglia
417,Schloss::N,lås,serratura
418,Bild::N,billede,quadro
419,Bild::N,billede,immàgine
420,Figur::N,figur,figura
421,Puppe::N,dukke,bàmbola
422,Beutel::N,pose,borsa
423,Beutel::N,pose,sacchetto
424,Bündel::N,bylt,fascio
425,Bündel::N,bylt,fagotto
426,Bündel::N,bundt,fascio
427,Bündel::N,bundt,fagotto
428,Tasche::N,taske,borsa
429,Eimer::N,spand,secchio
430,Deckel::N,låg,coperchio
431,Geschirr::N,husgeråd,stoviglie
432,Sack::N,sæk,sacco
433,Tasse::N,kop,tazza
434,Topf::N,gryde,pèntola
435,Kessel::N,kedel,paiolo
436,Kessel::N,kedel,calderone
437,Essen::N,måltid,pasto
438,Essen::N,måltid,mangiare
439,Nahrung::N,mad,cibo
440,Nahrung::N,mad,alimento
441,Nahrung::N,næring,cibo
442,Nahrung::N,næring,alimento
443,Speise::N,ret,piatto
444,Fleisch::N,kød,carne
445,Getreide::N,korn,cereali
446,Brei::N,grød,purè
447,Brei::N,grød,pappa
448,Brot::N,brød,pane
449,Scheibe::N,skive,fetta
450,Scheibe::N,skive,trancia
451,Fett::N,fedt,grasso
452,Butter::N,smør,burro
453,Öl::N,olie,olio
454,Salz::N,salt,sale
455,Suppe::N,suppe,zuppa
456,Suppe::N,suppe,minestra
457,Honig::N,honning,miele
458,Milch::N,mælk,latte
459,Tee::N,te,tè
460,Leder::N,skind,pelle
461,Wolle::N,uld,lana
462,Stoff::N,stof,panno
463,Stoff::N,stof,tessuto
464,Nadel::N,nål,ago
465,Faden::N,tråd,filo
466,Knopf::N,knap,bottone
467,Knoten::N,knude,nodo
468,Farbe::N,farve,pittura
469,Kleidung::N,påklædning,vestiti
470,Kleidung::N,påklædning,vestiario
471,Hemd::N,skjorte,camicia
472,Kragen::N,krave,bàvero
473,Kragen::N,krave,colletto
474,Ärmel::N,ærme,mànica
475,Hose::N,bukser,calzoni
476,Gürtel::N,bælte,cintura
477,Mütze::N,hue,berretto
478,Schuh::N,sko,scarpa
479,Stiefel::N,støvle,stivale
480,Ring::N,ring,anello
481,Band::N,bånd,nastro
482,Band::N,bånd,fettuccia
483,Kamm::N,kam,pèttine
484,Spiegel::N,spejl,specchio
485,Riemen::N,rem,cinghia
486,Schnur::N,snor,corda
487,Leine::N,snor,guinzaglio
488,Decke::N,tæppe,coperta
489,Kissen::N,pude,cuscino
490,Kissen::N,pude,guanciale
491,Tuch::N,sjaltørklæde,fazzoletto
492,Handtuch::N,håndklæde,asciugamano
493,Kraft::N,kraft,forza
494,Stärke::N,styrke,forza
495,Stärke::N,styrke,vigore
496,Stärke::N,styrke,fortezza
497,Gesundheit::N,sundhed,salute
498,Krankheit::N,sygdom,malattìa
499,Schmerz::N,smerte,dolore
500,Wunde::N,sår,piaga
501,Wunde::N,sår,ferita
502,Fieber::N,feber,febbre
503,Arznei::N,medicin,fàrmaco
504,Arznei::N,medicin,medicina
505,Arznei::N,lægemiddel,fàrmaco
506,Arznei::N,lægemiddel,medicina
507,Brücke::N,bro,ponte
508,Brunnen::N,brønd,pozzo
509,Weide::N,græsgang,pàscolo
510,Pfad::N,sti,sentiero
511,Weg::N,vej,via
512,Weg::N,vej,cammino
513,Straße::N,gade,strada
514,Dorf::N,landsby,paese
515,Dorf::N,landsby,villaggio
516,Stadt::N,by,città
517,Brief::N,brev,lèttera
518,Buch::N,bog,libro
519,Buchstabe::N,bogstav,lèttera
520,Zeitung::N,avis,giornale
521,Leben::N,liv,vita
522,Tod::N,død,morte
523,Grab::N,grav,tomba
524,Grab::N,grav,sepolcro
525,Kirche::N,kirke,chiesa
526,Sünde::N,synd,peccato
527,Gott::N,gud,dio
528,Arbeiter::N,arbejder,operaio
529,Arbeiter::N,arbejder,lavoratore
530,Chef::N,chef,capo
531,Chef::N,chef,padrone
532,Meister::N,mester,mastro
533,Meister::N,mester,maestro
534,Arzt::N,læge,mèdico
535,Arzt::N,læge,dottore
536,Lehrer::N,lærer,professore
537,Geld::N,penge,soldi
538,Geld::N,penge,denaro
539,Geschäft::N,forretning,affare
540,Geschäft::N,forretning,negozio
541,Laden::N,butik,negozio
542,Laden::N,forretning,negozio
543,Preis::N,pris,prezzo
544,Ware::N,vare,merce
545,Nutzen::N,nytte,ùtile
546,Nutzen::N,nytte,profitto
547,Reichtum::N,rigdom,ricchezza
548,Welt::N,verden,mondo
549,Land::N,land,paese
550,Staat::N,stat,Stato
551,König::N,konge,re
552,Macht::N,magt,potere
553,Grenze::N,grænse,confine
554,Grenze::N,grænse,frontiera
555,Krieg::N,krig,guerra
556,Feind::N,fjende,nemico
557,Gewalt::N,vold,violenza
558,Kampf::N,kamp,lotta
559,Bogen[Waffe]::N,bue,arco
560,Pfeil::N,pil,freccia
561,Gewehr::N,gevær,fucile
562,Fehler::N,fejl,errore
563,Fehler::N,fejl,sbaglio
564,Lüge::N,løgn,bugìa
565,Lüge::N,løgn,menzogna
566,Schaden::N,skade,danno
567,Unglück::N,uheld,sfortuna
568,Unglück::N,ulykke,sfortuna
569,Schuld::N,skyld,colpa
570,Alter::N,alder,età
571,Schluss::N,slut,fine
572,Schluss::N,slutning,fine
573,Zeit::N,tid,tempo
574,Tag::N,dag,giorno
575,Tag::N,dag,giornata
576,Morgen::N,morgen,mattina
577,Mittag::N,middag,mezzogiorno
578,Abend::N,aften,sera
579,Abend::N,aften,serata
580,Nacht::N,nat,notte
581,Woche::N,uge,settimana
582,Monat::N,måned,mese
583,Jahr::N,år,anno
584,Frühling::N,forår,primavera
585,Sommer::N,sommer,estate
586,Herbst::N,efterår,autunno
587,Winter::N,vinter,inverno
588,Januar::N,januar,gennaio
589,Februar::N,februar,febbraio
590,März::N,marts,marzo
591,April::N,april,aprile
592,Mai::N,maj,maggio
593,Juni::N,juni,giugno
594,Juli::N,juli,luglio
595,August::N,august,agosto
596,September::N,september,settembre
597,Oktober::N,oktober,ottobre
598,November::N,november,novembre
599,Dezember::N,december,dicembre
600,Montag::N,mandag,lunedì
601,Dienstag::N,tirsdag,martedì
602,Mittwoch::N,onsdag,mercoledì
603,Donnerstag::N,torsdag,giovedì
604,Freitag::N,fredag,venerdì
605,Samstag::N,lørdag,sàbato
606,Sonntag::N,søndag,domenica
607,groß::A,stor,grande
608,klein::A,lille,pìccolo
609,lang::A,lang,lungo
610,kurz::A,kort,corto
611,breit::A,bred,largo
612,schmal::A,smal,stretto
613,dicht::A,tæt,denso
614,dick[Gegenstand]::A,tyk,spesso
615,dünn::A,tynd,sottile
616,fein::A,fin,fine
617,fein::A,fin,delicato
618,fest::A,fast,sodo
619,fest::A,fast,fisso
620,flach::A,flad,piano
621,flach::A,flad,piatto
622,glatt::A,glat,liscio
623,hart::A,hård,duro
624,weich::A,blød,molle
625,rund::A,rund,rotondo
626,spitz::A,spids,aguzzo
627,spitz::A,spids,appuntito
628,scharf::A,skarp,affilato
629,scharf::A,skarp,tagliente
630,stumpf::A,sløv,smussato
631,stumpf::A,stump,smussato
632,schwer::A,tung,pesante
633,schön::A,skøn,bello
634,heiß::A,hed,caldo
635,heiß::A,hed,bollente
636,warm::A,varm,caldo
637,kalt::A,kold,freddo
638,kühl::A,kølig,fresco
639,frisch::A,frisk,fresco
640,feucht::A,fugtig,ùmido
641,nass::A,våd,bagnato
642,trocken::A,tør,secco
643,voll::A,fuld,pieno
644,leer::A,tom,vuoto
645,offen::A,åben,aperto
646,geschlossen::A,lukket,chiuso
647,sauber::A,ren,netto
648,sauber::A,ren,pulito
649,schmutzig::A,snavset,sporco
650,schmutzig::A,snavset,sùdicio
651,roh::A,rå,crudo
652,reif::A,moden,maturo
653,lecker::A,lækker,ghiotto
654,lecker::A,lækker,squisito
655,süß::A,sød,dolce
656,bitter::A,bitter,amaro
657,sauer::A,sur,aspro
658,sauer::A,sur,acerbo
659,hell::A,lys,chiaro
660,dunkel::A,mørk,buio
661,dunkel::A,mørk,oscuro
662,schwarz::A,sort,nero
663,weiß::A,hvid,bianco
664,rot::A,rød,rosso
665,gelb::A,gul,giallo
666,blau::A,blå,blu
667,blau::A,blå,azzurro
668,grün::A,grøn,verde
669,grau::A,grå,grigio
670,bunt::A,broget,variopinto
671,billig::A,billig,a buon prezzo
672,billig::A,billig,a buon mercato
673,teuer::A,dyr,caro
674,wertvoll::A,værdifuld,prezioso
675,blind::A,blind,cieco
676,taub::A,døv,sordo
677,kräftig::A,kraftig,forte
678,kräftig::A,kraftig,robusto
679,stark::A,stærk,forte
680,stark::A,stærk,vigoroso
681,schwach::A,svag,dèbole
682,fett::A,fed,grasso
683,schlank::A,slank,snello
684,schlank::A,slank,slanciato
685,hübsch::A,køn,bello
686,hübsch::A,køn,carino
687,böse::A,ond,cattivo
688,böse::A,slem,cattivo
689,dumm::A,dum,stùpido
690,faul::A,doven,pigro
691,fleißig::A,flittig,diligente
692,geizig::A,gerrig,avaro
693,klug::A,klog,intelligente
694,geschickt::A,dygtig,àbile
695,geschickt::A,behændig,àbile
696,lieb::A,rar,caro
697,lustig::A,lystig,gaio
698,lustig::A,lystig,allegro
699,sanft::A,blid,dolce
700,hungrig::A,sulten,affamato
701,krank::A,syg,malato
702,krank::A,syg,infermo
703,nackt::A,nøgen,nudo
704,traurig::A,bedrøvet,triste
705,lebendig::A,levende,vivo
706,gut::A,god,buono
707,schlecht::A,dårlig,cattivo
708,richtig::A,rigtig,giusto
709,schlimm::A,slem,grave
710,wahr::A,sand,vero
711,alt::A,gammel,vecchio
712,neu::A,ny,nuovo
713,ehemalig::A,forhenværende,vecchio
714,ehemalig::A,forhenværende,d'una_volta
715,alt[Lebewesen]::A,gammel,anziano
716,jung::A,ung,giovane
717,arm::A,fattig,pòvero
718,reich::A,rig,ricco
719,bekannt::A,kendt,noto
720,bekannt::A,kendt,conosciuto
721,berühmt::A,berømt,famoso
722,berühmt::A,berømt,cèlebre
723,fremd::A,fremmed,estràneo
724,fremd::A,fremmed,straniero
725,verschieden::A,forskellig,diverso
726,verschieden::A,forskellig,differente
727,nah::A,nær,vicino
728,nah::A,nær,propinquo
729,fern::A,fjern,lontano
730,linker::A,venstre,sinistro
731,rechter::A,højre,destro
732,anderer::A,anden,altro
733,erster::A,første,primo
734,zweiter::A,anden,secondo
735,dritter::A,tredje,terzo
736,letzter::A,sidste,ùltimo
737,allein::ADV,alene,solo
738,allein::ADV,alene,da solo
739,auf einmal::ADV,på én gang,insieme
740,zusammen::ADV,sammen,insieme
741,lange::ADV,længe,a lungo
742,plötzlich::ADV,pludselig,all'improvviso
743,sofort::ADV,straks,sùbito
744,sofort::ADV,straks,all'istante
745,später::ADV,senere,più tardi
746,jetzt::ADV,nu,ora
747,jetzt::ADV,nu,adesso
748,heute::ADV,i dag,oggi
749,morgen::ADV,i morgen,domani
750,bald::ADV,snart,presto
751,bald::ADV,snart,tra poco
752,dann::ADV,så,allora
753,gestern::ADV,i går,ieri
754,einst::ADV,engang,prima
755,einst::ADV,engang,un tempo
756,damals::ADV,dengang,allora
757,danach::ADV,derefter,poi
758,danach::ADV,derefter,dopo
759,vorher::ADV,før,prima
760,vorher::ADV,forud,prima
761,zuerst::ADV,først,prima
762,zuerst::ADV,først,dapprima
763,einmal::ADV,en gang,una volta
764,manchmal::ADV,sommetider,talvolta
765,manchmal::ADV,sommetider,qualche volta
766,oft::ADV,ofte,spesso
767,immer::ADV,altid,sempre
768,niemals::ADV,aldrig,non mai
769,hier::ADV,her,qua
770,hierhin::ADV,hid,qua
771,hierhin::ADV,herhen,qua
772,von hier::ADV,herfra,ne
773,von hier::ADV,herfra,da qui
774,dort::ADV,der,lì
775,dorthin::ADV,derhen,là
776,geradeaus::ADV,lige ud,diritto
777,vorwärts::ADV,fremad,avanti
778,rückwärts::ADV,baglæns,all'indietro
779,zurück::ADV,tilbage,di indietro
780,unten::ADV,nede,giù
781,unten::ADV,nede,sotto
782,unten::ADV,forneden,giù
783,unten::ADV,forneden,sotto
784,hinab::ADV,ned,giù
785,hinab::ADV,ned,in giù
786,hinab::ADV,nedad,giù
787,hinab::ADV,nedad,in giù
788,oben::ADV,oppe,su
789,oben::ADV,oppe,sopra
790,oben::ADV,ovenpå,su
791,oben::ADV,ovenpå,sopra
792,hinauf::ADV,op,in sù
793,hinauf::ADV,op,in alto
794,hinauf::ADV,opad,in sù
795,hinauf::ADV,opad,in alto
796,überall::ADV,overalt,dappertutto
797,nicht::ADV,ikke,non
798,ein wenig::ADV,lidt,un po'
799,ein wenig::ADV,lidt,un poco
800,kaum::ADV,knap,a appena
801,kaum::ADV,næppe,a appena
802,sehr::ADV,meget,molto
803,so::ADV,så,così
804,so::ADV,så,tanto
805,noch::ADV,endnu,ancora
806,nur::ADV,kun,solo
807,nur::ADV,kun,soltanto
808,nur::ADV,bare,solo
809,nur::ADV,bare,soltanto
810,schon::ADV,alt,già
811,schon::ADV,allerede,già
812,wieder::ADV,igen,di nuovo
813,vergebens::ADV,forgæves,invano
814,vor::PRP,foran,davanti a
815,vor::PRP,uden for,davanti a
816,hinter::PRP,bag,dietro
817,hinter::PRP,bagved,dietro
818,unter::PRP,under,sotto
819,durch::PRP,gennem,per
820,durch::PRP,gennem,attraverso
821,durch::PRP,igennem,per
822,durch::PRP,igennem,attraverso
823,neben::PRP,ved siden af,a accanto a
824,zwischen::PRP,mellem,fra
825,wegen::PRP,på grund af,a causa di
826,dies::PRN,dette,ciò
827,dies::PRN,dette,questo
828,das::PRN,det,ciò
829,das::PRN,det,quello
830,alles::PRN,alt,tutto
831,ich::PRN,jeg,ìo
832,du::PRN,du,tu
833,er::PRN,han,lui
834,er::PRN,han,egli
835,wir::PRN,vi,noi
836,ihr::PRN,I,voi
837,sie::PRN,de,loro
838,was::FPRN,hvad,che
839,was::FPRN,hvad,che cosa
840,wer::FPRN,hvem,chi
841,wo::FADV,hvor,dove
842,wohin::FADV,hvorhen,dove
843,wie::FADV,hvordan,come
844,warum::FADV,hvorfor,perche
845,wieviel::FNUM,hvor meget,quanto
846,eins::NUM,én,uno
847,zwei::NUM,to,due
848,drei::NUM,tre,tre
849,vier::NUM,fire,quattro
850,fünf::NUM,fem,cinque
851,sechs::NUM,seks,sei
