,Concept_ID,sv,ce
819,faulen::V,ruttna,дахкадала
820,verfaulen::V,ruttna,дахкадала
821,reißen::V,brista,хеда
822,versinken::V,sjunka,хичудаха
823,vergehen::V,förgå,дlаэха
824,erscheinen::V,synas,схьадала
825,erscheinen::V,synas,ӏоттадала
826,erscheinen::V,visa sig,схьадала
827,erscheinen::V,visa sig,ӏоттадала
828,verschwinden::V,försvinna,къайладала
829,sinken::V,sjunka,лахдала
830,abnehmen::V,avta,
831,abnehmen::V,minskas,
832,zunehmen::V,tilltaga,лакхадала
833,steigen::V,stiga,хьаладала
834,wachsen::V,växa,кхиа
835,glänzen::V,glimma,лепа
836,funkeln::V,tindra,къега
837,funkeln::V,gnistra,къега
838,lärmen::V,bråka,гӏовгӏаян
839,lärmen::V,väsnas,гӏовгӏаян
840,läuten::V,ringa,детта
841,klingeln::V,ringa,дека
842,klirren::V,klirra,дека
843,brausen::V,brusa,хьаьдда даха
844,rauschen::V,susa,леста
845,klingen::V,låta,дека
846,klingen::V,klinga,дека
847,bellen::V,skälla,лета
848,heulen::V,yla,угӏа
849,heulen::V,tjuta,угӏа
850,blasen::V,blåsa,хӏуп баха
851,pfeifen::V,vissla,шок етта
852,schreien::V,skrika,мохь бетта
853,stöhnen::V,stöna,узарш дан
854,zittern::V,darra,дега
855,zittern::V,skälva,дега
856,leben::V,leva,даха
857,geboren werden::V,födas,хила
858,atmen::V,andas,садеӏа
859,trinken::V,dricka,мала
860,essen::V,äta,кхалла
861,schlucken::V,svälja,къурдбан
862,müde werden::V,tröttna,кӏаддала
863,einschlafen::V,somna,наб кхета
864,schlafen::V,sova,вижа
865,schlafen::V,sova,наб ян
866,schlafen::V,sova,дижина хила
867,aufwachen::V,vakna,самадала
868,aufstehen::V,stiga upp,гӏатта
869,sich erholen::V,repa sig,садаӏа
870,sich erholen::V,hämta sig,садаӏа
871,krank werden::V,insjukna,цомгуш хила
872,krank sein::V,vara sjuk,цомгуш хила
873,schmerzen::V,smärta,лаза
874,schmerzen::V,smärta,ӏийжа
875,schmerzen::V,göra ont,лаза
876,schmerzen::V,göra ont,ӏийжа
877,husten::V,hosta,йовхарш етта
878,genesen::V,tillfriskna,тадала
879,sterben::V,dö,дала
880,umkommen::V,omkomma,хӏаллакхила
881,sich bewegen::V,röra sig,лела
882,sich rühren::V,röra på sig,меттахъхьен
883,sich erheben::V,resa sig,хьалагlатта
884,sich setzen::V,sätta sig,хаа
885,hinfallen::V,falla omkull,дожа
886,hinfallen::V,falla omkull,охьакхета
887,laufen::V,löpa,вада
888,laufen::V,löpa,хьада
889,schreiten::V,skrida,болар дан
890,schreiten::V,skrida,ког баккха
891,spazierengehen::V,promenera,доладала
892,eilen::V,ila,сихдала
893,sich beeilen::V,skynda sig,сихдала
894,sausen::V,susa,
895,rennen::V,löpa,дада
896,rennen::V,springa,дада
897,springen::V,hoppa,ирхкхийсадала
898,klettern::V,klättra,тӏедийла
899,schaukeln::V,gunga,техко
900,kriechen::V,kräla,такха
901,schwimmen::V,simma,некадан
902,tauchen::V,dyka,чулелха
903,rudern::V,ro,дига лело
904,rudern::V,ro,кема лело
905,fahren::V,köra,хахка
906,fliegen::V,flyga,тӏемадала
907,gehen::V,gå,лeла
908,weggehen::V,gå bort,дӏадаха
909,abfahren::V,resa,дӏадаха
910,abfahren::V,avresa,дӏадаха
911,anhalten::V,stanna,саца
912,hineingehen::V,gå in,чудала
913,eintreten::V,träda in,чудала
914,kommen::V,komma,кхача
915,kommen::V,komma,дӏакхача
916,kommen::V,komma,схьакхача
917,ankommen::V,ankomma,кхача
918,ankommen::V,ankomma,схьакхача
919,zurückkommen::V,återkomma,юхада
920,bleiben::V,bli,диса
921,bleiben::V,förbli,диса
922,warten::V,vänta,хьежа
923,warten::V,vänta,cобар дан
924,erwarten::V,vänta,хьоьжуш ӏан
925,suchen::V,leta,леха
926,finden::V,finna,каро
927,versuchen::V,försöka,дан хьажа
928,vorbereiten::V,förbereda,кечъян
929,lieben::V,älska,деза
930,mögen::V,tycka om,безамхила
931,lachen::V,skratta,дела
932,rühren::V,röra,хьедан
933,weinen::V,gråta,делха
934,schimpfen::V,skälla,чехо
935,sich ärgern::V,förargas,оьгӏазъэха
936,sich fürchten::V,vara rädd,кхера
937,fürchten::V,frukta,кхера
938,fliehen::V,fly,дӏадада
939,fliehen::V,rymma,дӏадада
940,flüchten::V,fly,дӏадада
941,sehen::V,se,ган
942,anschauen::V,se på,хьажа
943,anschauen::V,se på,хьежа
944,anschauen::V,betrakta,хьажа
945,anschauen::V,betrakta,хьежа
946,ansehen::V,åse,хьовса
947,hören::V,höra,хаза
948,zuhören::V,höra på,ладогӏа
949,zuhören::V,lyssna till,ладогӏа
950,probieren::V,smaka,хьажа
951,probieren::V,smaka på,хьажа
952,riechen::V,lukta,хьожа яха
953,fühlen::V,känna,хаадала
954,scheinen::V,verka,мотта
955,scheinen::V,tyckas,мотта
956,zu sehen sein::V,synas,гуш хила
957,zu sehen sein::V,kunna ses,гуш хила
958,vernehmen::V,få veta,бартхатта
959,vernehmen::V,förnimma,бартхатта
960,frieren::V,frysa,гӏоро
961,tun::V,göra,дан
962,können::V,kunna,дадала
963,wollen::V,vilja,тӏергӏа
964,anfangen::V,börja,доло
965,beenden::V,avsluta,довла
966,aufhören::V,sluta,саца
967,aufhören::V,upphöra,саца
968,gelingen::V,lyckas,кадала
969,geraten::V,bli,хила
970,öffnen::V,öppna,дӏаделла
971,öffnen::V,öppna,схьаделла
972,schließen::V,låsa,къовла
973,schließen::V,låsa,дӏачӏагӏа
974,schließen::V,stänga,къовла
975,schließen::V,stänga,дӏачӏагӏа
976,stellen::V,ställa,хlотто
977,setzen::V,sätta,дийгӏа
978,legen::V,lägga,охьадилла
979,berühren::V,beröra,хьедан
980,verbinden::V,förbinda,вовшахтаса
981,bedecken::V,täcka,тилла
982,bedecken::V,täcka,тӏетаса
983,bedecken::V,betäcka,тилла
984,bedecken::V,betäcka,тӏетаса
985,aufhängen::V,hänga,хьалаолла
986,aufhängen::V,hänga upp,хьалаолла
987,anzünden::V,tända,лато
988,anzünden::V,antända,лато
989,anzünden::V,tända på,лато
990,aufheben::V,lyfta,айа
991,zurücklassen::V,lämna,дита
992,zurücklassen::V,efterlämna,дита
993,verlieren::V,mista,дайа
994,verlieren::V,förlora,дайа
995,fallen lassen::V,tappa,охьадожо
996,fallen lassen::V,släppa,охьадожо
997,machen::V,göra,дан
998,herstellen::V,tillverka,дан
999,herstellen::V,framställa,дан
1000,bauen::V,bygga,гӏишлоян
1001,reparieren::V,reparera,тадан
1002,verbessern::V,rätta,нисдан
1003,verbessern::V,förbättra,нисдан
1004,ändern::V,ändra,хийца
1005,ändern::V,förändra,хийца
1006,graben::V,gräva,ахка
1007,beugen::V,böja,сатто
1008,biegen::V,böja,сатто
1009,biegen::V,kröka,сатто
1010,drehen::V,vrida,хьовзо
1011,wenden::V,vända,
1012,umdrehen::V,vrida om,хьовзo
1013,heben::V,häva,айа
1014,heben::V,häva,хьалаайа
1015,hochheben::V,lyfta,хьалаайа
1016,ergreifen::V,gripa,дӏалаца
1017,halten::V,hålla,латто
1018,drücken::V,trycka,тӏетаӏо
1019,schieben::V,skjuta,татта
1020,kratzen::V,riva,мӏараш тийса
1021,kratzen::V,skrapa,мӏараш тийса
1022,lecken::V,slicka,мотт хьекха
1023,beißen::V,bita,катoха
1024,abreißen::V,slita_av,схьадаккха
1025,abreißen::V,riva_av,схьадаккха
1026,abschneiden::V,skära av,кхада
1027,binden::V,binda,дӏадехка
1028,binden::V,binda,вовшахтаса
1029,stecken::V,sticka,чудахийта
1030,brechen::V,bryta,кагдан
1031,brechen::V,brista,кагдан
1032,klopfen::V,banka,детта
1033,klopfen::V,klappa,детта
1034,hauen::V,hugga,етта
1035,kleben::V,klistra,тӏелато
1036,reiben::V,gnida,хьекхо
1037,streichen::V,smörja,тlехьакха
1038,schleifen::V,slipa,ирдан
1039,schneiden::V,skära,ларга
1040,schneiden::V,klippa,ларга
1041,rütteln::V,skaka,лесто
1042,schütteln::V,rista,лесто
1043,schwenken::V,svänga,лесто
1044,schütten::V,hälla,дотта
1045,füllen::V,fylla,дуза
1046,einwickeln::V,slå in,хьарчо
1047,einwickeln::V,veckla in,хьарчо
1048,tragen::V,bära,дахьа
1049,schleppen::V,släpa,ийзо
1050,ziehen::V,dra,озо
1051,aufbewahren::V,förvara,ӏалашдан
1052,aufbewahren::V,ta vara på,ӏалашдан
1053,werfen::V,kasta,кхосса
1054,fangen::V,fånga,леца
1055,packen::V,gripa,леца
1056,packen::V,gripa tag,леца
1057,verstecken::V,gömma,къайладаккха
1058,teilen::V,dela,декъа
1059,schicken::V,skicka,дӏадахьийта
1060,bringen::V,bringa,дан
1061,hinzufügen::V,tillägga,тӏетоха
1062,bekommen::V,få,даккха
1063,bekommen::V,erhålla,даккха
1064,erhalten::V,få,даккха
1065,erhalten::V,erhålla,даккха
1066,nehmen::V,ta,схьаэца
1067,nehmen::V,taga,схьаэца
1068,wählen::V,välja,харжа
1069,auswählen::V,utvälja,харжа
1070,bewahren::V,bevara,lалашдан
1071,behindern::V,hindra,новкъарло ян
1072,behindern::V,förhindra,новкъарло ян
1073,verderben::V,förstöra,талхо
1074,beschädigen::V,skada,дохо
1075,zerbrechen::V,bryta isär,дохо
1076,zerbrechen::V,bryta isär,кагдан
1077,zerbrechen::V,bryta sönder,дохо
1078,zerbrechen::V,bryta sönder,кагдан
1079,zerreißen::V,riva sönder,хадо
1080,zerreißen::V,slita sönder,хадо
1081,zerstören::V,förstöra,дохо
1082,zerstören::V,förstöra,кагдан
1083,verbrennen::V,bränna,даго
1084,verbrennen::V,bränna upp,даго
1085,geben::V,ge,яла
1086,reichen::V,räcka,дӏадала
1087,reichen::V,räcka,дӏакховдо
1088,schenken::V,skänka,совгӏат дан
1089,versprechen::V,lova,ваӏда дан
1090,wünschen::V,önska,лаа
1091,loben::V,lova,хасто
1092,loben::V,beröma,хасто
1093,küssen::V,pussa,оба яккха
1094,wiegen::V,vagga,тахка
1095,zudecken::V,täcka,тӏетаса
1096,wecken::V,väcka,самадаккха
1097,zeigen::V,visa,гайта
1098,führen::V,föra,дига
1099,lehren::V,lära,ӏамо
1100,unterrichten::V,undervisa,хьеха
1101,aufziehen::V,uppfostra,кхио
1102,leiten::V,leda,урхалла дан
1103,antreiben::V,driva på,сихдан
1104,lassen::V,få att,-йта
1105,einladen::V,bjuda,кхайкха
1106,einladen::V,inbjuda,кхайкха
1107,vereinigen::V,förena,цхьаьнатоха
1108,besuchen::V,besöka,хьажахIотта
1109,treffen::V,möta,дуьхьалкхета
1110,treffen::V,träffa,дуьхьалкхета
1111,sich versammeln::V,församla sig,гулдан
1112,spielen::V,leka,ловза
1113,spielen::V,spela,ловза
1114,singen::V,sjunga,лакха
1115,tanzen::V,dansa,хелхадала
1116,sich trennen::V,skiljas,къаста
1117,verlassen::V,lämna,дита
1118,verlassen::V,överge,дита
1119,retten::V,rädda,кӏелхьардаккха
1120,bewachen::V,bevaka,ха дан
1121,schützen::V,skydda,лардан
1122,schützen::V,beskydda,лардан
1123,verteidigen::V,försvara,лардан
1124,sich schlagen::V,slåss,етта
1125,schießen::V,skjuta,детта
1126,siegen::V,segra,тола
1127,ärgern::V,förarga,оьгӏаздахийта
1128,schlagen::V,slå,тоха
1129,treten::V,sparka,мийра тоха
1130,stechen::V,sticka,ӏотта
1131,stechen::V,sticka,къовзо
1132,stoßen::V,stöta,татта
1133,stehlen::V,stjäla,лачкъо
1134,stören::V,störa,новкъарло ян
1135,belästigen::V,genera,сагатдан
1136,belästigen::V,besvära,сагатдан
1137,verbergen::V,dölja,къайладаккха
1138,täuschen::V,vilseleda,ӏexo
1139,betrügen::V,bedra,ледан
1140,töten::V,döda,ден
1141,wohnen::V,bo,даха
1142,arbeiten::V,arbeta,къахьега
1143,sammeln::V,samla,гулдан
1144,pflücken::V,plocka,даха
1145,jagen::V,jaga,талла
1146,fischen::V,fiska,чӏерий леца
1147,fassen::V,fånga,лаца
1148,fassen::V,fånga,схьалаца
1149,hüten::V,vakta,лардан
1150,treiben::V,driva,лахка
1151,anbinden::V,binda fast,дӏадехка
1152,füttern::V,fodra,хӏума яла
1153,melken::V,mjölka,оза
1154,hacken::V,hacka,
1155,gießen::V,hälla,хи тоха
1156,gießen::V,vattna,хи тоха
1157,reifen::V,mogna,хьекъа
1158,zubereiten::V,tillaga,кечъян
1159,zubereiten::V,tillaga,кхача бан
1160,zubereiten::V,tillreda,кечъян
1161,zubereiten::V,tillreda,кхача бан
1162,kochen::V,koka,кхача бан
1163,backen::V,baka,датта
1164,braten::V,steka,кхарза
1165,umrühren::V,röra om,кего
1166,stricken::V,sticka,
1167,nähen::V,sy,тега
1168,färben::V,färga,басардан
1169,reinigen::V,rensa,цӏандан
1170,reinigen::V,rengöra,цӏандан
1171,waschen::V,tvätta,йила
1172,waschen::V,tvätta,йитта
1173,waschen::V,tvätta,дӏадайа
1174,abwischen::V,torka av,дӏадайа
1175,spülen::V,spola,хи кхарза
1176,spülen::V,skölja,хи кхарза
1177,fegen::V,feja,нуй хьакха
1178,kehren::V,sopa,нуй хьакха
1179,baden::V,bada,лийча
1180,sich waschen::V,tvätta sig,юьхь йила
1181,ausziehen::V,ta av,духар дӏадаккха
1182,anziehen::V,ta på,
1183,sich anziehen::V,klä på sig,духа
1184,kämmen::V,kamma,ехк хьакха
1185,schmücken::V,pynta,хаздан
1186,schmücken::V,smycka,хаздан
1187,sagen::V,säga,ала
1188,sprechen::V,tala,баха
1189,sprechen::V,tala,мотт бийца
1190,reden::V,tala,къамел дан
1191,reden::V,prata,къамел дан
1192,sich unterhalten::V,prata,къамел дан
1193,fragen::V,fråga,хатта
1194,fragen::V,spörja,хатта
1195,bitten::V,be,деха
1196,erzählen::V,berätta,дийца
1197,mitteilen::V,meddela,хаам бан
1198,nennen::V,kalla,цӏе яккха
1199,rufen::V,ropa,кхайкха
1200,prahlen::V,pråla,куралла ян
1201,prahlen::V,pråla,дозалла дан
1202,prahlen::V,skryta,куралла ян
1203,prahlen::V,skryta,дозалла дан
1204,übersetzen::V,tolka,гоч дан
1205,übersetzen::V,översätta,гоч дан
1206,denken::V,tänka,ойла ян
1207,glauben::V,tro,теша
1208,bemerken::V,uppmärksamma,ган
1209,bemerken::V,lägga märke till,ган
1210,erkennen::V,känna igen,довза
1211,begreifen::V,begripa,кхета
1212,verstehen::V,förstå,кхета
1213,lernen::V,lära sig,деша
1214,wissen::V,veta,хаа
1215,sich erinnern an::V,minnas,дагадан
1216,sich erinnern an::V,komma ihåg,дагадан
1217,vergessen::V,glömma,дицдала
1218,messen::V,mäta,дуста
1219,zählen::V,räkna,дагардан
1220,rechnen::V,räkna,лара
1221,lesen::V,läsa,еша
1222,malen::V,måla,сурт дилла
1223,zeichnen::V,teckna,сурт дилла
1224,schreiben::V,skriva,яздан
1225,besitzen::V,äga,доладан
1226,besitzen::V,besitta,доладан
1227,kaufen::V,köpa,эца
1228,verkaufen::V,sälja,дохка
1229,bezahlen::V,betala,мах бала
1230,zahlen::V,betala,мах бала
1231,beherrschen::V,behärska,собаре хила
1232,ertragen::V,tåla,лан
1233,ertragen::V,tåla,сатоха
1234,ertragen::V,tåla,садетта
1235,ertragen::V,uthärda,лан
1236,ertragen::V,uthärda,сатоха
1237,ertragen::V,uthärda,садетта
