,Concept_ID,ps,ca
815,hierhin::ADV,دلته,per aquí
816,hierhin::ADV,دې ځای ته,per aquí
817,von hier::ADV,د دې ځای نه,des d'aquí
818,dort::ADV,هلته,allí
819,dorthin::ADV,هلته,hi
820,dorthin::ADV,هغه ځای ته,hi
821,geradeaus::ADV,مخامخ,tot dret
822,vorwärts::ADV,مخ پهٔ وړاندې,endavānt
823,rückwärts::ADV,بېرته,endarrera
824,zurück::ADV,بېرته,darrere
825,unten::ADV,لاندي,a baix
826,hinab::ADV,ښکته,cap avall
827,oben::ADV,پورته,dalt
828,hinauf::ADV,پاس,cap amunt
829,überall::ADV,هره خوا,pertot
830,überall::ADV,هره خوا,per tot arreu
831,nicht::ADV,نه,no
832,ein wenig::ADV,یو څه,una mica
833,kaum::ADV,ایله,a penes
834,sehr::ADV,ډېر,molt
835,sehr::ADV,زيات,molt
836,so::ADV,داسې,així
837,so::ADV,دومره,així
838,noch::ADV,نور,encara
839,nur::ADV,تش,només
840,nur::ADV,صرف,només
841,schon::ADV,دمخه,ja
842,wieder::ADV,بیا,de nou
843,vergebens::ADV,عبث,en va
844,vor::PRP,دمخه,davānt
845,vor::PRP,دمخه,enfront de
846,hinter::PRP,شاته,darrera
847,unter::PRP,لاندي,sota
848,durch::PRP,د مینځ نه,per
849,neben::PRP,نژدې,al costāt de
850,zwischen::PRP,ترمینځ,entre
851,wegen::PRP,د ... له لاسه,a causa de
852,dies::PRN,دا,aquest
853,das::PRN,دا,això
854,alles::PRN,هرڅهٔ,tot
855,ich::PRN,زه,jo
856,du::PRN,ته,tu
857,er::PRN,دی,ell
858,wir::PRN,مونږ,nosaltres
859,ihr::PRN,تاسې,vosaltres
860,sie::PRN,هغوی,ells
861,sie::PRN,هغوی,elles
862,was::FPRN,څهٔ,què
863,wer::FPRN,چا,qui
864,wer::FPRN,څوک,qui
865,wo::FADV,چيری,on
866,wo::FADV,چېرته,on
867,wohin::FADV,چېرته,cap a on
868,wie::FADV,څنګه,com
869,warum::FADV,ولې,per què
870,wieviel::FNUM,څو,quant
871,wieviel::FNUM,څومره,quant
872,eins::NUM,یو,u
873,zwei::NUM,دوه,dos
874,drei::NUM,درې,tres
875,vier::NUM,څلور,quatre
876,fünf::NUM,پنځه,cinc
877,sechs::NUM,شپږ,sis
878,sieben::NUM,اوه,set
879,acht::NUM,اته,vuit
880,neun::NUM,نهه,nou
881,zehn::NUM,لس,deu
882,elf::NUM,یوولس,onze
883,zwölf::NUM,دولس,dotze
884,zwanzig::NUM,شل,vint
885,dreißig::NUM,دېرش,trenta
886,vierzig::NUM,څلوېښت,quaranta
887,fünfzig::NUM,پنځوس,cinquanta
888,sechzig::NUM,شپېته,seixanta
889,siebzig::NUM,اویا,setanta
890,achtzig::NUM,اتیا,vuitanta
891,neunzig::NUM,نوي,noranta
892,hundert::NUM,سل,cent
893,tausend::NUM,زر,mil
894,und::CNJ,او,i
895,oder::CNJ,ېا,o
896,stehen::V,درېدل,estar de peu
897,sitzen::V,کښېنستل,seure
898,liegen::V,ملاستل,jeure
899,hängen::V,ځړېدل,penjar
900,werden::V,کېدل,fer-se
901,werden::V,کېدل,posar-se
902,passieren::V,پېښېدل,succeir
903,beginnen::V,شروع کېدل,iniciar-se
904,enden::V,خلاصدل,acabar-se
905,enden::V,خلاصدل,terminar-se
906,enden::V,تمامېدل,acabar-se
907,enden::V,تمامېدل,terminar-se
908,wechseln::V,تغییر موندل,canviar
909,aufgehen[Sonne]::V,ختل,sortir
910,untergehen[Sonne]::V,لوېدل,posar-se
911,untergehen[Sonne]::V,پرېوتل,posar-se
912,scheinen[Sonne]::V,رڼا کول,brillar
913,donnern::V,تنېدل,tronar
914,donnern::V,غړمبېدل,tronar
915,wehen::V,چلېدل,bufar
916,strömen::V,بهېدل,afluir
917,fließen::V,بهېدل,fluir
918,fließen::V,تویېدل,fluir
919,sich drehen::V,ګرځېدل,girar
920,sich drehen::V,چورلېدل,girar
921,schwanken::V,زنګېدل,vacil·lar
922,schwingen::V,زنګېدل,oscil·lar
923,fallen::V,ولېدل,caure
924,fallen::V,ولېدل,tombar
925,brennen::V,سوځېدل,cremar
926,rauchen::V,لوګی کول,fumejar
927,regnen::V,باران اورېدل,ploure
928,gefrieren::V,کنګل نيول,gelar-se
929,tauen::V,وېلې کېدل,fondre's
930,schmelzen::V,وېلې کېدل,fondre's
931,trocknen::V,وچېدل,assecar-se
932,sieden::V,اېشېدل,bullir
933,faulen::V,خرابېدل,podrir-se
934,verfaulen::V,ورستېدل,podrir-se
935,reißen::V,شلېدل,trencar-se
936,versinken::V,ډوېېدل,enfonsar-se
937,vergehen::V,تېرېدل,passar
938,erscheinen::V,ښکارېدل,aparèixer
939,verschwinden::V,ورکېدل,desaparèixer
940,sinken::V,ښکته کېدل,baixar
941,sinken::V,ښکته کېدل,descendir
942,abnehmen::V,کمېدل,decréixer
943,zunehmen::V,زیاتېدل,augmentar
944,steigen::V,جګېدل,pujar
945,steigen::V,پورته کېدل,pujar
946,wachsen::V,وده کول,créixer
947,glänzen::V,ځلېدل,brillar
948,glänzen::V,ځلېدل,resplendir
949,funkeln::V,پړکېدل,espurnejar
950,lärmen::V,غال و غول کول,fer soroll
951,läuten::V,زنګ وهل,sonar
952,klingeln::V,زنګ وهل,trucar
953,klirren::V,کړنګېدل,dringar
954,brausen::V,تلاطم کول,rugir
955,rauschen::V,شڼهار کول,murmurar
956,klingen::V,آواز کول,sonar
957,bellen::V,غپېدل,lladrar
958,heulen::V,انګلل,udolar
959,blasen::V,پو کول,bufar
960,pfeifen::V,شپېلک وهل,xiular
961,schreien::V,ناره کول,cridar
962,stöhnen::V,زګېروی کول,gemegar
963,zittern::V,لړزېدل,tremolar
964,leben::V,ژوند کول,vīure
965,geboren werden::V,زېږېدل,néixer
966,atmen::V,ساه کښل,respirar
967,atmen::V,تنفس کول,respirar
968,trinken::V,څښل,beure
969,essen::V,خوړل,menjar
970,schlucken::V,غړپول,empassar-se
971,müde werden::V,ستړی کېدل,cansar-se
972,einschlafen::V,ویده کېدل,adormir-se
973,schlafen::V,خوب کول,dormir
974,aufwachen::V,ویښېدل,despertar-se
975,aufstehen::V,پاڅېدل,llevar-se
976,sich erholen::V,استراحت کول,descansar
977,krank werden::V,رنځورېدل,posar-se malalt
978,krank sein::V,ناجوړېدل,estar malalt
979,schmerzen::V,خوږېدل,doldre
980,schmerzen::V,درد کول,doldre
981,husten::V,ټوخېدل,tossir
982,genesen::V,رغېدل,recuperar-se
983,sterben::V,مړل,morir
984,umkommen::V,تلفېدل,perir
985,sich bewegen::V,چلېدل,moure's
986,sich bewegen::V,حرکت کول,moure's
987,sich rühren::V,ښورېدل,moure's
988,sich erheben::V,درېدل,aixecar-se
989,sich setzen::V,کښېنستل,asseure's
990,hinfallen::V,لوېدل,caure's
991,laufen::V,منډې وهل,caminar
992,schreiten::V,قدم ایښودل,procedir
993,spazierengehen::V,چکر وهل,passejar
994,eilen::V,بېړه کول,anar corrent
995,sich beeilen::V,عجله کول,afanyar-se
996,sausen::V,ځغستل,córrer
997,rennen::V,زغلېدل,córrer
998,springen::V,ټوپ وهل,saltar
999,klettern::V,ختل,escalar
1000,schaukeln::V,زنګېدل,gronxar-se
1001,schaukeln::V,زنګېدل,balancejar-se
1002,kriechen::V,خاپوړی وهل,reptar
1003,kriechen::V,خاپوړی وهل,arrossegar-se
1004,schwimmen::V,لامبو وهل,nadar
1005,tauchen::V,غوټه وهل,bussejar
1006,tauchen::V,غوټه وهل,submergir-se
1007,rudern::V,پارو وهل,remar
1008,fahren::V,تلل,anar
1009,fliegen::V,الوتل,volar
1010,gehen::V,تلل,caminar
1011,weggehen::V,بهر وتل,anar-se'n
1012,abfahren::V,تلل,partir
1013,anhalten::V,ودرېدل,aturar-se
1014,hineingehen::V,داخلېدل,entrar
1015,eintreten::V,ننوتل,entrar
1016,kommen::V,راتلل,venir
1017,ankommen::V,رسېدل,arribar
1018,zurückkommen::V,بېرته راتلل,tornar
1019,bleiben::V,پاتې کېدل,quedar-se
1020,warten::V,انتظار وېستل,esperar
1021,erwarten::V,انتظار کول,esperar
1022,suchen::V,لټول,buscar
1023,finden::V,میندل,trobar
1024,finden::V,پیدا کول,trobar
1025,versuchen::V,هڅه کول,intentar
1026,vorbereiten::V,چمتوکول,preparar
1027,lieben::V,مینه لرل,estimar
1028,mögen::V,خوښول,agradar a
1029,mögen::V,علاقه لرل,agradar a
1030,lachen::V,خندېدل,riure
1031,rühren::V,اغېزه کول,commoure
1032,rühren::V,اغېزه کول,emocionar
1033,weinen::V,ژړل,plorar
1034,schimpfen::V,ښکنځا کول,renyar
1035,sich ärgern::V,قهر راتلل,enfadar-se
1036,sich fürchten::V,ډارېدل,tenir por
1037,fürchten::V,ډارېدل,témer
1038,fliehen::V,تښتېدل,fugir
1039,flüchten::V,تښتېدل,refugiar-se
1040,sehen::V,لیدل,veure
1041,anschauen::V,کتل,mirar
1042,ansehen::V,ننداره کول,mirar
1043,hören::V,اورېدل,oir
1044,zuhören::V,غوږ نیول,escoltar
1045,probieren::V,څکه کول,provar
1046,probieren::V,چاشنی کول,provar
1047,riechen::V,بويول,olorar
1048,fühlen::V,حسول,sentīr
1049,scheinen::V,ښکارېدل,semblar
1050,zu sehen sein::V,ښکارېدل,poder-se veure
1051,vernehmen::V,خبرېدل,percebre
1052,frieren::V,ساړه کېتل,tenir fred
1053,tun::V,کول,fer
1054,können::V,کولای شول,poder
1055,können::V,د لاسه کېدل,poder
1056,wollen::V,غوښتل,voler
1057,anfangen::V,شروع کول,iniciar
1058,beenden::V,ختمول,acabar
1059,beenden::V,پای ته رسول,acabar
1060,aufhören::V,بس کول,deixar
1061,gelingen::V,موفق کېدل,sortir bé
1062,gelingen::V,بریالی کېدل,sortir bé
1063,geraten::V,کېدل,sortir
1064,öffnen::V,خلاصول,obrir
1065,öffnen::V,پرانیستل,obrir
1066,schließen::V,تړل,tancar
1067,stellen::V,ایښودل,posar
1068,stellen::V,ایښودل,col·locar
1069,setzen::V,کښېنول,assentar
1070,legen::V,ایښودل,posar
1071,berühren::V,لاس وهل,tocar
1072,verbinden::V,تړل,unir
1073,verbinden::V,تړل,connectar
1074,bedecken::V,پوښول,tapar
1075,bedecken::V,پوښول,cobrir
1076,aufhängen::V,ځوړندول,penjar
1077,anzünden::V,بلول,encendre
1078,aufheben::V,پورته کول,aixecar
1079,zurücklassen::V,پرېښودل,deixar
1080,verlieren::V,ورکول,pērdre
1081,fallen lassen::V,له لاسه لوېدل,deixar caure
1082,machen::V,کول,fer
1083,herstellen::V,جوړول,producir
1084,herstellen::V,توليدول,producir
1085,bauen::V,جوړول,construir
1086,reparieren::V,ترمیمول,reparar
1087,verbessern::V,اصلاح کول,millorar
1088,ändern::V,تغیر ورکول,canviar
1089,graben::V,کيندل,cavar
1090,beugen::V,ټیټول,doblegar
1091,biegen::V,کږول,corbar
1092,biegen::V,کږول,arquejar
1093,drehen::V,ګرځول,girar
1094,wenden::V,اړول,girar
1095,umdrehen::V,اړول,voltar
1096,heben::V,جګول,pujar
1097,heben::V,جګول,aixecar
1098,heben::V,پورته کول,pujar
1099,heben::V,پورته کول,aixecar
1100,hochheben::V,جګول,aixecar
1101,ergreifen::V,نیول,agafar
1102,halten::V,نیول,mantenir
1103,drücken::V,کښېکښل,prémer
1104,drücken::V,کښېکښل,estrènyer
1105,schieben::V,پوری وهل,empènyer
1106,kratzen::V,ګرول,raspar
1107,lecken::V,څټل,llepar
1108,beißen::V,چیچل,mossegar
1109,abreißen::V,شکول,arrencar
1110,abschneiden::V,پرېکول,tallar
1111,binden::V,تړل,lligar
1112,stecken::V,ټومبل,ficar
1113,brechen::V,ماتول,trencar
1114,klopfen::V,ټکول,trucar
1115,hauen::V,ټکول,picar
1116,hauen::V,ټکول,colpejar
1117,kleben::V,نښلول,enganxar
1118,kleben::V,سرېښول,enganxar
1119,reiben::V,مږل,fregar
1120,streichen::V,مښل,untar
1121,schleifen::V,تېره کول,afilar
1122,schleifen::V,تېره کول,esmolar
1123,schneiden::V,غوڅول,tallar
1124,schneiden::V,پرېکول,tallar
1125,rütteln::V,خوڅول,sacsejar
1126,schütteln::V,ښورول,agitar
1127,schütteln::V,ښورول,sacsejar
1128,schwenken::V,خوڅول,agitar
1129,schütten::V,اچول,abocar
1130,schütten::V,تویول,abocar
1131,füllen::V,ډکول,omplir
1132,einwickeln::V,پېچل,embolicar
1133,einwickeln::V,نغښتل,embolicar
1134,tragen::V,وړل,dur
1135,tragen::V,وړل,portar
1136,schleppen::V,وړل,arrossegar
1137,ziehen::V,کښل,tirar
1138,ziehen::V,کښل,estirar
1139,aufbewahren::V,ساتل,conservar
1140,werfen::V,اچول,llançar
1141,werfen::V,غورځول,llançar
1142,fangen::V,نیول,agafar
1143,fangen::V,نیول,atrapar
1144,fangen::V,ګیرول,agafar
1145,fangen::V,ګیرول,atrapar
1146,packen::V,نیول,engrapar
1147,verstecken::V,پټول,amagar
1148,teilen::V,وېشل,dividir
1149,teilen::V,تقسیمول,dividir
1150,schicken::V,لېږل,enviar
1151,schicken::V,استول,enviar
1152,bringen::V,راوړل,portar
1153,hinzufügen::V,زیاتول,afegir
1154,bekommen::V,حاصلول,obtenir
1155,erhalten::V,اخیستل,rebre
1156,nehmen::V,نیول,prendre
1157,nehmen::V,اخيستل,prendre
1158,wählen::V,خوښول,triar
1159,wählen::V,خوښول,elegir
1160,auswählen::V,چنده کول,escollir
1161,auswählen::V,چنده کول,seleccionar
1162,bewahren::V,ساتل,conservar
1163,behindern::V,مانع کېدل,impedir
1164,behindern::V,مانع کېدل,obstaculitzar
1165,behindern::V,ممانعت کول,impedir
1166,behindern::V,ممانعت کول,obstaculitzar
1167,verderben::V,خرابېدل,espatllar
1168,beschädigen::V,ورانول,danyar
1169,beschädigen::V,ورانول,destrossar
1170,zerbrechen::V,ماتول,trencar
1171,zerreißen::V,څیرې کول,estripar
1172,zerstören::V,ړنګول,destruir
1173,zerstören::V,ورانول,destruir
1174,verbrennen::V,سوځول,cremar
1175,geben::V,ورکول,donar
1176,reichen::V,ورکول,passar
1177,schenken::V,بښل,regalar
1178,versprechen::V,لوز کول,prometre
1179,wünschen::V,غوښتل,desitjar
1180,loben::V,ستایل,elogiar
1181,loben::V,تمجید کول,elogiar
1182,küssen::V,ښکلول,fer un petó a
1183,wiegen::V,زنګول,bressolar
1184,zudecken::V,پوښول,tapar
1185,zudecken::V,پوښول,cobrir
1186,wecken::V,ويښول,despertar
1187,zeigen::V,ښودل,mostrar
1188,zeigen::V,ښودل,ensenyar
1189,führen::V,بیول,guiar
1190,führen::V,بیول,conduir
1191,lehren::V,درس ورکول,ensenyar
1192,lehren::V,تعلیم ورکول,ensenyar
1193,unterrichten::V,درس ورکول,ensenyar
1194,aufziehen::V,روزل,criar
1195,leiten::V,رهبری کول,dirigir
1196,leiten::V,لارښوونه کول,dirigir
1197,antreiben::V,چټک کول,impel·lir
1198,lassen::V,اړکول,fer
1199,einladen::V,بلل,invitar
1200,einladen::V,بلل,convidar
1201,vereinigen::V,متحد کول,unir
1202,vereinigen::V,یوځای کول,unir
1203,besuchen::V,کتنه کول,visitar
1204,besuchen::V,کتنه کول,anar a veure
1205,treffen::V,ليدل,trobar
1206,treffen::V,تلقی کول,trobar
1207,sich versammeln::V,راغونډېدل,reunir-se
1208,spielen::V,لوبه کول,jugar
1209,singen::V,سندرې وېل,cantār
1210,tanzen::V,ګډېدل,ballar
1211,sich trennen::V,بېلېدل,separar-se
1212,verlassen::V,ترک کول,deixar
1213,verlassen::V,ترک کول,abandonar
1214,retten::V,نجات ورکول,salvar
1215,bewachen::V,ساتل,vigilar
1216,bewachen::V,حفاظت کول,vigilar
1217,schützen::V,ژغورل,protegir
1218,verteidigen::V,دفاع کول,defensar
1219,sich schlagen::V,جنګېدل,barallar-se
1220,schießen::V,ویشتل,tirar
1221,schießen::V,ویشتل,disparar
1222,siegen::V,غالبېدل,vèncer
1223,ärgern::V,خپه کول,enfadar
1224,schlagen::V,وهل,pegar
1225,schlagen::V,وهل,colpejar
1226,treten::V,په لغته وهل,donar un cop de peu a
1227,stechen::V,ټومبل,punxar
1228,stechen::V,ټومبل,apunyalar
1229,stoßen::V,ټېل وهل,empènyer
1230,stoßen::V,پوری وهل,empènyer
1231,stehlen::V,تښتول,robar
1232,stehlen::V,غلا کول,robar
1233,stören::V,ماتول,molestar
1234,belästigen::V,ځورول,importunar
1235,belästigen::V,تکلیف ورکول,importunar
1236,verbergen::V,پټول,amagar
1237,verbergen::V,پټول,ocultar
1238,täuschen::V,تېرایستل,enganyar
1239,täuschen::V,خطا ایستل,enganyar
1240,betrügen::V,غولول,estafar
1241,töten::V,وژل,matar
1242,töten::V,مړ کول,matar
1243,wohnen::V,اوسېدل,vīure
1244,wohnen::V,اوسېدل,habitar
1245,arbeiten::V,کار کول,treballar
1246,sammeln::V,راټولول,col·leccionar
1247,sammeln::V,راغونډول,col·leccionar
1248,pflücken::V,شکول,collir
1249,jagen::V,ښکار کول,caçar
1250,fischen::V,کب نيول,pescar
1251,fassen::V,نیول,atrapar
1252,fassen::V,ګیرول,atrapar
1253,hüten::V,پوول,pasturar
1254,treiben::V,بیول,arriar
1255,anbinden::V,تړل,lligar
1256,füttern::V,خوراک ورکول,donar menjar a
1257,melken::V,لوشل,munyir
1258,hacken::V,پی کول,picar
1259,hacken::V,پی کول,tallar
1260,gießen::V,اوبه کول,regar
1261,reifen::V,رسېدل,madurar
1262,zubereiten::V,تیارول,preparar
1263,kochen::V,پخول,coure
1264,backen::V,پخول,coure al forn
1265,braten::V,وريتول,rostir
1266,umrühren::V,لړل,remenar
1267,stricken::V,اوبدل,tricotar
1268,stricken::V,اوبدل,fer punt de mitja
1269,nähen::V,ګنډل,cosir
1270,färben::V,رنګول,tenyir
1271,reinigen::V,صافول,netejar
1272,waschen::V,مینځل,rentār
1273,abwischen::V,وچول,eixugar
1274,spülen::V,کنګالول,esbandir
1275,fegen::V,جارو کول,escombrar
1276,kehren::V,جارو کول,escombrar
1277,baden::V,لمبېدل,banyar-se
1278,sich waschen::V,ځان مينځل,rentār-se
1279,ausziehen::V,کښل,treure's
1280,ausziehen::V,ایستل,treure's
1281,anziehen::V,اغوستل,posar-se
1282,sich anziehen::V,کالی اغوستل,vestir-se
1283,kämmen::V,ګمنځول,pentinar
1284,schmücken::V,ښکلی کول,adornar
1285,sagen::V,وېل,dir
1286,sprechen::V,وېل,parlar
1287,sprechen::V,غږېدل,parlar
1288,reden::V,ګړېدل,parlar
1289,reden::V,خبرې کول,parlar
1290,sich unterhalten::V,خبری کول,conversar
1291,fragen::V,پوښتنه کول,preguntar
1292,bitten::V,غوښتل,demanar
1293,erzählen::V,کيسه کول,contar
1294,erzählen::V,کيسه کول,explicar
1295,erzählen::V,حکايت کول,contar
1296,erzählen::V,حکايت کول,explicar
1297,mitteilen::V,خبرول,comunicar
1298,mitteilen::V,خبر ورکول,comunicar
1299,nennen::V,نوم ايښودل,nomenar
1300,rufen::V,بلل,cridar
1301,prahlen::V,لاپې وهل,lloar-se
1302,prahlen::V,لاپې وهل,jactar-se
1303,übersetzen::V,ژباړل,traduir
1304,übersetzen::V,ترجمه کول,traduir
1305,denken::V,فکر کول,pensar
1306,glauben::V,باور کول,creure
1307,bemerken::V,لیدل,notar
1308,erkennen::V,پېژندل,reconèixer
1309,begreifen::V,رسېدل,comprendre
1310,begreifen::V,پوهېدل,comprendre
1311,verstehen::V,پوهېدل,entendre
1312,lernen::V,زده کول,aprendre
1313,lernen::V,درس لوستل,aprendre
1314,wissen::V,پوهېدل,saber
1315,sich erinnern an::V,یادول,recordar
1316,sich erinnern an::V,په یاد راوړل,recordar
1317,vergessen::V,هېرول,oblidar
1318,messen::V,اندازه کول,mesurar
1319,zählen::V,شمارل,comptar
1320,rechnen::V,حسابول,calcular
1321,lesen::V,لوستل,llegir
1322,malen::V,رسمول,pintar
1323,zeichnen::V,رسمول,dibuixar
1324,schreiben::V,لیکل,escrīure
1325,besitzen::V,لرل,posseir
1326,kaufen::V,رانیول,comprar
1327,verkaufen::V,خرڅول,vendre
1328,bezahlen::V,تأدیه کول,pagar
1329,zahlen::V,کسات اخيستل,pagar per
1330,beherrschen::V,تسلط لرل,dominar
1331,ertragen::V,زغمل,aguantar
1332,Barsch::N,,perca
1333,Hecht::N,,lluç
