,Concept_ID,ru,bg
80,Luft::N,воздух,въздух
81,Wind::N,ветер,вятър
82,Welle::N,волна,вълна
83,Wasser::N,вода,вода
84,Stein::N,камень,камък
85,Boden::N,почва,земя
86,Boden::N,почва,почва
87,Erde::N,земля,земя
88,Erde::N,земля,почва
89,Staub::N,пыль,прах
90,Rauch::N,дым,дим
91,Rauch::N,дым,пушек
92,Funke::N,искра,искра
93,Feuer::N,огонь,огън
94,Licht::N,свет,светлина
95,Schatten::N,тень,сянка
96,Wetter::N,погода,време
97,Nebel::N,туман,мъгла
98,Wolke::N,облако,облак
99,Regen::N,дождь,дъжд
100,Schnee::N,снег,сняг
101,Eis::N,лед,лед
102,Frost::N,мороз,мраз
103,Kälte::N,холод,студ
104,Hitze::N,жара,жега
105,Hitze::N,жара,горещина
106,Raureif::N,иней,скреж
107,Raureif::N,иней,слана
108,Regenbogen::N,радуга,дъга
109,Donner::N,гром,гръм
110,Strömung::N,течение,течение
111,Tropfen::N,капля,капка
112,Schaum::N,пена,пяна
113,Schmutz::N,грязь,кал
114,Schmutz::N,грязь,мръсотия
115,See::N,озеро,езеро
116,Sumpf::N,топь,блато
117,Moor::N,болото,мочурище
118,Wiese::N,луг,ливада
119,Wald::N,лес,гора
120,Hügel::N,холм,рид
121,Hügel::N,холм,хълм
122,Anhöhe::N,возвышенность,могила
123,Anhöhe::N,возвышенность,възвишение
124,Berg::N,гора,планина
125,Gipfel::N,вершина,връх
126,Höhle::N,пещера,пещера
127,Abhang::N,склон,склон
128,Abhang::N,склон,стръмнина
129,Quelle::N,источник,извор
130,Bach::N,ручей,поток
131,Fluss::N,река,река
132,Ufer::N,берег,бряг
133,Küste::N,побережье,бряг
134,Küste::N,побережье,крайбрежие
135,Festland::N,суша,суша
136,Meer::N,море,море
137,Bucht::N,бухта,залив
138,Insel::N,остров,остров
139,Blume::N,цветок,цвете
140,Gras::N,трава,трева
141,Wurzel::N,корень,корен
142,Baum::N,дерево,дърво
143,Stamm::N,ствол,стъбло
144,Rinde::N,кора,кора
145,Ast::N,сук,клон
146,Zweig::N,ветвь,клон
147,Blatt::N,лист,лист
148,Birke::N,береза,бреза
149,Kiefer[Baum]::N,сосна,бор
150,Weide[Baum]::N,ива,върба
151,Tanne::N,ель,ела
152,Horn::N,рог,рог
153,Feder::N,перо,перо
154,Fell::N,шкура,кожа
155,Flügel::N,крыло,крило
156,Klaue::N,коготь,нокът
157,Kralle::N,лапа,нокът
158,Schwanz::N,хвост,опашка
159,Ei::N,яйцо,яйце
160,Nest::N,гнездо,гнездо
161,Bau::N,нора,дупка
162,Tier::N,животное,животно
163,Herde::N,стадо,стадо
164,Kuh::N,корова,крава
165,Bulle::N,бык,бик
166,Pferd::N,лошадь,кон
167,Schaf::N,овца,овца
168,Schwein::N,свинья,свиня
169,Hund::N,собака,куче
170,Katze::N,кошка,котка
171,Bär::N,медведь,мечка
172,Eichhörnchen::N,белка,катерица
173,Elch::N,лось,лос
174,Fuchs::N,лиса,лисица
175,Hase::N,заяц,заек
176,Maus::N,мышь,мишка
177,Wolf::N,волк,вълк
178,Vogel::N,птица,птица
179,Schwarm::N,стая,рой
180,Schwarm::N,стая,рояк
181,Huhn::N,курица,кокошка
182,Hahn::N,петух,петел
183,Gans::N,гусь,гъска
184,Adler::N,орел,орел
185,Ente::N,утка,патица
186,Eule::N,сова,сова
187,Kranich::N,журавль,жерав
188,Krähe::N,ворона,врана
189,Kuckuck::N,кукушка,кукувица
190,Schwan::N,лебедь,лебед
191,Fisch::N,рыба,риба
192,Barsch::N,окунь,костур
193,Hecht::N,щука,щука
194,Schlange[Tier]::N,змея,змия
195,Wurm::N,червяк,червей
196,Spinne::N,паук,паяк
197,Ameise::N,муравей,мравка
198,Laus::N,вошь,въшка
199,Mücke::N,комар,комар
200,Fliege::N,муха,муха
201,Schmetterling::N,бабочка,пеперуда
202,Beere::N,ягода,плод
203,Apfel::N,яблоко,ябълка
204,Pilz::N,гриб,гъба
205,Zwiebel::N,луковица,лук
206,Zwiebel::N,луковица,кромид
207,Saat::N,семя,семе
208,Korn::N,зерно,зърно
209,Heu::N,сено,сено
210,Schale::N,шелуха,кора
211,Grube::N,яма,яма
212,Grube::N,яма,дупка
213,Falle::N,ловушка,примка
214,Schlinge::N,силок,клуп
215,Spur::N,след,диря
216,Spur::N,след,следа
217,Asche::N,зола,пепел
218,Asche::N,пепел,пепел
219,Dreck::N,грязь,кал
220,Eisen::N,железо,желязо
221,Gold::N,золото,злато
222,Silber::N,серебро,сребро
223,Kohle::N,уголь,въглища
224,Glas::N,стекло,стъкло
225,Lehm::N,глина,глина
226,Sand::N,песок,пясък
227,Mensch::N,человек,човек
228,Mann::N,мужчина,мъж
229,Frau::N,женщина,жена
230,Kind::N,ребенок,дете
231,Junge::N,мальчик,момче
232,Mädchen::N,девочка,момиче
233,Familie::N,семья,фамилия
234,Familie::N,семья,семейство
235,Großvater::N,дедушка,дядо
236,Großmutter::N,бабушка,баба
237,Eltern::N,родители,родители
238,Vater::N,отец,баща
239,Mutter::N,мать,майка
240,Sohn::N,сын,син
241,Tochter::N,дочь,дъщеря
242,Bruder::N,брат,брат
243,Schwester::N,сестра,сестра
244,Onkel::N,дядя,чичо
245,Onkel::N,дядя,вуйчо
246,Tante::N,тетя,леля
247,Ehemann::N,муж,съпруг
248,Ehefrau::N,жена,съпруга
249,Freude::N,радость,радост
250,Gelächter::N,смех,смях
251,Glück::N,счастье,щастие
252,Kummer::N,горе,тъга
253,Wunsch::N,желание,желание
254,Lust::N,влечение,желание
255,Geist::N,дух,дух
256,Gedanke::N,мысль,мисъл
257,Gedächtnis::N,память,памет
258,Verstand::N,ум,ум
259,Verstand::N,ум,разум
260,Sinn::N,смысл,смисъл
261,Grund::N,повод,причина
262,Wahrheit::N,правда,правда
263,Gespräch::N,беседа,разговор
264,Märchen::N,сказка,приказка
265,Erzählung::N,рассказ,разказ
266,Nachricht::N,сообщение,вест
267,Nachricht::N,сообщение,известие
268,Neuigkeit::N,новость,новина
269,Name::N,имя,име
270,Rätsel::N,загадка,гатанка
271,Rede::N,речь,реч
272,Rede::N,речь,слово
273,Sprache::N,язык,език
274,Stimme::N,голос,глас
275,Wort::N,слово,дума
276,Zeichen::N,знак,знак
277,Ruf::N,зов,зов
278,Lärm::N,шум,шум
279,Lärm::N,шум,глъчка
280,Laut::N,звук,звук
281,Ton::N,звучание,тон
282,Lied::N,песня,песен
283,Ruhe::N,покой,тишина
284,Ruhe::N,покой,спокойствие
285,Leute::N,люди,хора
286,Volk::N,народ,народ
287,Arbeit::N,работа,труд
288,Arbeit::N,работа,работа
289,Gast::N,гость,гост
290,Geschenk::N,подарок,дар
291,Geschenk::N,подарок,подарък
292,Spiel::N,игра,игра
293,Gesellschaft::N,общество,общество
294,Hilfe::N,помощь,помощ
295,Freund::N,друг,приятел
296,Kamerad::N,приятель,другар
297,Angelegenheit::N,дело,работа
298,Anzahl::N,количество,брой
299,Anzahl::N,количество,количество
300,Art::N,вид,вид
301,Stück::N,кусок,къс
302,Stück::N,кусок,парче
303,Teil::N,часть,дял
304,Teil::N,часть,част
305,Hälfte::N,половина,половина
306,Kreis::N,круг,кръг
307,Kreuz::N,крест,кръст
308,Linie::N,линия,черта
309,Strich::N,черта,щрих
310,Strich::N,черта,черта
311,Abstand::N,промежуток,дистанция
312,Abstand::N,промежуток,разстояние
313,Entfernung::N,расстояние,разстояние
314,Gegend::N,местность,местност
315,Platz::N,пространство,място
316,Ort::N,место,място
317,Seite::N,сторона,страна
318,Mitte::N,середина,среда
319,Gegenstand::N,предмет,предмет
320,Sache::N,вещь,вещ
321,Rand::N,край,ръб
322,Kante::N,ребро,ръб
323,Kante::N,ребро,кант
324,Ecke::N,угол,ъгъл
325,Spitze::N,кончик,връх
326,Spitze::N,кончик,острие
327,Ende::N,конец,край
328,Loch::N,дыра,дупка
329,Winkel::N,угол,кът
330,Winkel::N,угол,ъгъл
331,Muster::N,узор,десен
332,Muster::N,узор,образец
333,Größe::N,размер,големина
334,Länge::N,длина,дължина
335,Höhe::N,высота,висота
336,Höhe::N,высота,височина
337,Gewicht::N,вес,тегло
338,Gewicht::N,вес,тежест
339,Menge::N,количество,количество
340,Haufen::N,куча,куп
341,Haufen::N,куча,грамада
342,Reihe::N,ряд,ред
343,Reihe::N,ряд,редица
344,Boot::N,лодка,лодка
345,Ruder::N,весло,весло
346,Ruder::N,весло,гребло
347,Schlitten::N,сани,шейна
348,Ski::N,лыжа,ски
349,Lagerfeuer::N,костер,огнище
350,Last::N,тяжесть,товар
351,Gang::N,ход,ход
352,Gang::N,ход,вървеж
353,Schritt::N,шаг,стъпка
354,Norden::N,север,север
355,Süden::N,юг,юг
356,Westen::N,запад,запад
357,Osten::N,восток,изток
358,Holz::N,древесина,дърво
359,Brett::N,доска,дъска
360,Platte::N,плита,
361,Stütze::N,подпорка,
362,Stange::N,жердь,прът
363,Stange::N,жердь,върлина
364,Stock::N,палка,прът
365,Stock::N,палка,тояга
366,Stab::N,шест,прът
367,Rohr::N,труба,цев
368,Rohr::N,труба,тръба
369,Haus::N,дом,къща
370,Heim::N,дом,дом
371,Ofen::N,печь,печка
372,Fußboden::N,пол,под
373,Tisch::N,стол,маса
374,Stuhl::N,стул,стол
375,Wiege::N,колыбель,люлка
376,Bett::N,постель,легло
377,Bett::N,постель,креват
378,Regal::N,полка,рафт
379,Regal::N,полка,етажерка
380,Kiste::N,ящик,кутия
381,Kiste::N,ящик,сандък
382,Fenster::N,окно,прозорец
383,Tür::N,дверь,врата
384,Tor::N,ворота,врата
385,Zaun::N,забор,ограда
386,Dach::N,крыша,покрив
387,Leiter::N,лестница,стълба
388,Besen::N,метла,метла
389,Spaten::N,лопата,лопата
390,Schaufel::N,совок,лопата
391,Gabel::N,вилка,вилица
392,Löffel::N,ложка,лъжица
393,Messer::N,нож,нож
394,Nagel::N,гвоздь,гвоздей
395,Netz::N,сеть,мрежа
396,Haken::N,крюк,кука
397,Haken::N,крюк,закачалка
398,Griff::N,ручка,ръчка
399,Griff::N,ручка,дръжка
400,Schloss::N,замок,брава
401,Schloss::N,замок,ключалка
402,Bild::N,картина,картина
403,Figur::N,фигура,фигура
404,Puppe::N,кукла,кукла
405,Beutel::N,мешок,кесия
406,Bündel::N,связка,връзка
407,Tasche::N,сумка,чанта
408,Eimer::N,ведро,кофа
409,Deckel::N,крышка,капак
410,Deckel::N,крышка,похлупак
411,Geschirr::N,посуда,съдове
412,Sack::N,мешок,чувал
413,Tasse::N,чашка,чаша
414,Topf::N,кастрюля,гърне
415,Topf::N,кастрюля,тенджера
416,Kessel::N,котел,котел
417,Essen::N,еда,ядене
418,Nahrung::N,пища,храна
419,Speise::N,блюдо,ястие
420,Speise::N,кушанье,ястие
421,Fleisch::N,мясо,месо
422,Getreide::N,хлеб,зърнено храни
423,Brei::N,каша,каша
424,Brot::N,хлеб,хляб
425,Scheibe::N,ломоть,резен
426,Fett::N,жир,мазнина
427,Butter::N,масло,масло
428,Öl::N,масло,олио
429,Öl::N,масло,оливия
430,Salz::N,соль,сол
431,Suppe::N,суп,супа
432,Honig::N,мед,мед
433,Milch::N,молоко,мляко
434,Tee::N,чай,чай
435,Leder::N,кожа,кожа
436,Wolle::N,шерсть,вълна
437,Stoff::N,ткань,плат
438,Stoff::N,ткань,материал
439,Nadel::N,игла,игла
440,Faden::N,нитка,конец
441,Knopf::N,пуговица,копче
442,Knoten::N,узел,възел
443,Farbe::N,краска,боя
444,Kleidung::N,одежда,дрехи
445,Kleidung::N,одежда,облекло
446,Hemd::N,рубашка,риза
447,Kragen::N,воротник,яка
448,Ärmel::N,рукав,ръкав
449,Hose::N,брюки,панталони
450,Gürtel::N,пояс,пояс
451,Gürtel::N,пояс,колан
452,Mütze::N,шапка,каскет
453,Mütze::N,шапка,фуражка
454,Schuh::N,ботинок,обувка
455,Stiefel::N,сапог,ботуш
456,Ring::N,кольцо,пръстен
457,Band::N,лента,лента
458,Band::N,лента,връзка
459,Kamm::N,расческа,гребен
460,Spiegel::N,зеркало,огледало
461,Riemen::N,ремень,каиш
462,Riemen::N,ремень,ремък
463,Schnur::N,веревка,връв
464,Leine::N,поводок,връв
465,Leine::N,поводок,въже
466,Decke::N,одеяло,покривка
467,Kissen::N,подушка,възглавница
468,Tuch::N,платок,сукно
469,Handtuch::N,полотенце,пешкир
470,Handtuch::N,полотенце,кърпа за лице
471,Kraft::N,сила,мощ
472,Kraft::N,сила,сила
473,Stärke::N,крепость,сила
474,Gesundheit::N,здоровье,здраве
475,Krankheit::N,болезнь,болест
476,Schmerz::N,боль,болка
477,Wunde::N,рана,рана
478,Fieber::N,лихорадка,треска
479,Fieber::N,лихорадка,температура
480,Fieber::N,температура,треска
481,Fieber::N,температура,температура
482,Arznei::N,лекарство,лек
483,Arznei::N,лекарство,лекарство
484,Brücke::N,мост,мост
485,Brunnen::N,колодец,чешма
486,Brunnen::N,колодец,кладенец
487,Weide::N,пастбище,паша
488,Weide::N,пастбище,пасище
489,Pfad::N,тропа,пътека
490,Weg::N,путь,път
491,Weg::N,дорога,път
492,Straße::N,улица,шосе
493,Straße::N,дорога,шосе
494,Dorf::N,деревня,село
495,Stadt::N,город,град
496,Brief::N,письмо,писмо
497,Buch::N,книга,книга
498,Buchstabe::N,буква,буква
499,Zeitung::N,газета,вестник
500,Leben::N,жизнь,живот
501,Tod::N,смерть,смърт
502,Grab::N,могила,гроб
503,Kirche::N,церковь,църква
504,Sünde::N,грех,грях
505,Gott::N,бог,бог
506,Arbeiter::N,рабочий,работник
507,Chef::N,начальник,шеф
508,Chef::N,начальник,началник
509,Meister::N,мастер,майстор
510,Arzt::N,врач,лекар
511,Lehrer::N,учитель,учител
512,Geld::N,деньги,пари
513,Geschäft::N,занятие,сделка
514,Laden::N,магазин,дюкян
515,Laden::N,магазин,магазин
516,Preis::N,цена,цена
517,Ware::N,товар,стока
518,Nutzen::N,выгода,полза
519,Nutzen::N,выгода,облага
520,Reichtum::N,богатство,богатство
521,Welt::N,мир,свят
522,Land::N,страна,страна
523,Staat::N,государство,щат
524,Staat::N,государство,държава
525,König::N,король,крал
526,Macht::N,власть,мощ
527,Macht::N,власть,власт
528,Grenze::N,граница,граница
529,Krieg::N,война,война
530,Feind::N,враг,враг
531,Feind::N,враг,неприятел
532,Gewalt::N,насилие,сила
533,Gewalt::N,насилие,насилие
534,Kampf::N,борьба,борба
535,Kampf::N,борьба,сражение
536,Bogen[Waffe]::N,лук,лък
537,Pfeil::N,стрела,стрела
538,Gewehr::N,ружье,пушка
539,Fehler::N,ошибка,грешка
540,Lüge::N,ложь,лъжа
541,Schaden::N,вред,повреда
542,Unglück::N,беда,нещастие
543,Schuld::N,вина,вина
544,Alter::N,возраст,възраст
545,Schluss::N,окончание,край
546,Zeit::N,время,време
547,Tag::N,день,ден
548,Morgen::N,утро,утро
549,Morgen::N,утро,сутрин
550,Mittag::N,полдень,обед
551,Mittag::N,полдень,пладне
552,Abend::N,вечер,вечер
553,Nacht::N,ночь,нощ
554,Woche::N,неделя,седмица
555,Monat::N,месяц,месец
556,Jahr::N,год,година
557,Frühling::N,весна,пролет
558,Sommer::N,лето,лято
559,Herbst::N,осень,есен
560,Winter::N,зима,зима
561,Januar::N,январь,януари
562,Februar::N,февраль,февруари
563,März::N,март,март
564,April::N,апрель,април
565,Mai::N,май,май
566,Juni::N,июнь,юни
567,Juli::N,июль,юли
568,August::N,август,август
569,September::N,сентябрь,септември
570,Oktober::N,октябрь,октомври
571,November::N,ноябрь,ноември
572,Dezember::N,декабрь,декември
573,Montag::N,понедельник,понеделник
574,Dienstag::N,вторник,вторник
575,Mittwoch::N,среда,сряда
576,Donnerstag::N,четверг,четвъртък
577,Freitag::N,пятница,петък
578,Samstag::N,суббота,събота
579,Sonntag::N,воскресенье,неделя
580,groß::A,большой,едър
581,groß::A,большой,голям
582,klein::A,маленький,малък
583,klein::A,маленький,дребен
584,lang::A,длинный,дълъг
585,kurz::A,короткий,къс
586,breit::A,широкий,широк
587,schmal::A,узкий,тесен
588,dicht::A,густой,гъст
589,dick[Gegenstand]::A,толстый,дебел
590,dünn::A,тонкий,тънък
591,fein::A,тонкий,фин
592,fein::A,тонкий,тънък
593,fest::A,крепкий,твърд
594,fest::A,крепкий,плътен
595,flach::A,плоский,равен
596,flach::A,плоский,плосък
597,glatt::A,гладкий,гладък
598,hart::A,твердый,твърд
599,hart::A,твердый,корав
600,weich::A,мягкий,мек
601,rund::A,круглый,кръгъл
602,spitz::A,остроконечный,островръх
603,scharf::A,острый,остър
604,stumpf::A,тупой,тъп
605,schwer::A,тяжелый,тежък
606,schön::A,красивый,хубав
607,schön::A,красивый,красив
608,heiß::A,жаркий,жарък
609,warm::A,теплый,топъл
610,kalt::A,холодный,студен
611,kühl::A,прохладный,хладен
612,frisch::A,свежий,свеж
613,feucht::A,влажный,влажен
614,nass::A,мокрый,мокър
615,trocken::A,сухой,сух
616,voll::A,полный,пълен
617,voll::A,наполненный,пълен
618,leer::A,пустой,празен
619,offen::A,открытый,откровен
620,geschlossen::A,закрытый,закрит
621,geschlossen::A,закрытый,затворен
622,sauber::A,чистый,чист
623,schmutzig::A,грязный,мръсен
624,roh::A,сырой,суров
625,reif::A,зрелый,зрял
626,lecker::A,вкусный,вкусен
627,süß::A,сладкий,сладък
628,bitter::A,горький,горчив
629,sauer::A,кислый,кисел
630,hell::A,светлый,ясен
631,hell::A,светлый,светъл
632,dunkel::A,темный,тъмен
633,schwarz::A,черный,черен
634,weiß::A,белый,бял
635,rot::A,красный,червен
636,gelb::A,желтый,жълт
637,blau::A,синий,син
638,grün::A,зеленый,зелен
639,grau::A,серый,сив
640,bunt::A,пестрый,шарен
641,bunt::A,пестрый,пъстър
642,billig::A,дешевый,евтин
643,teuer::A,дорогой,скъп
644,wertvoll::A,ценный,ценен
645,blind::A,слепой,сляп
646,taub::A,глухой,глух
647,kräftig::A,могучий,силен
648,stark::A,сильный,здрав
649,stark::A,сильный,силен
650,schwach::A,слабый,слаб
651,fett::A,жирный,тлъст
652,schlank::A,стройный,тънък
653,schlank::A,стройный,строен
654,hübsch::A,прелестный,хубав
655,böse::A,злой,зъл
656,dumm::A,глупый,глупав
657,faul::A,ленивый,ленив
658,faul::A,ленивый,мързелив
659,fleißig::A,прилежный,прилежен
660,geizig::A,жадный,скъпернически
661,klug::A,умный,умен
662,klug::A,умный,разумен
663,geschickt::A,искусный,умел
664,geschickt::A,искусный,сръчен
665,lieb::A,милый,мил
666,lieb::A,милый,драг
667,lustig::A,веселый,весел
668,sanft::A,нежный,нежен
669,sanft::A,нежный,кротък
670,hungrig::A,голодный,гладен
671,krank::A,больной,болен
672,nackt::A,голый,гол
673,traurig::A,грустный,тъжен
674,traurig::A,грустный,печален
675,lebendig::A,живой,жив
676,gut::A,хороший,добър
677,schlecht::A,плохой,лош
678,richtig::A,правильный,правилен
679,schlimm::A,отвратительный,лош
680,schlimm::A,мерзкий,лош
681,wahr::A,настоящий,верен
682,wahr::A,настоящий,истински
683,alt::A,старый,стар
684,alt::A,старый,древен
685,neu::A,новый,нов
686,ehemalig::A,бывший,бивш
687,alt[Lebewesen]::A,пожилой,стар
688,jung::A,молодой,млад
689,arm::A,бедный,беден
690,reich::A,богатый,богат
691,bekannt::A,знакомый,познат
692,bekannt::A,знакомый,известен
693,berühmt::A,знаменитый,почут
694,berühmt::A,знаменитый,известен
695,fremd::A,чужой,чужд
696,verschieden::A,разный,разен
697,verschieden::A,разный,различен
698,nah::A,близкий,близък
699,fern::A,далекий,далечен
700,linker::A,левый,ляв
701,rechter::A,правый,прав
702,anderer::A,другой,друг
703,erster::A,первый,пръв
704,erster::A,первый,първи
705,zweiter::A,второй,втори
706,dritter::A,третий,трети
707,letzter::A,последний,последен
708,allein::ADV,один,само
709,auf einmal::ADV,сразу,същевременно
710,zusammen::ADV,вместе,заедно
711,lange::ADV,долго,дълго
712,plötzlich::ADV,вдруг,изведнъж
713,sofort::ADV,тотчас,веднага
714,später::ADV,позже,по-късно
715,jetzt::ADV,сейчас,сега
716,heute::ADV,сегодня,днес
717,morgen::ADV,завтра,утре
718,bald::ADV,скоро,скоро
719,dann::ADV,потом,после
720,dann::ADV,потом,тогава
721,gestern::ADV,вчера,вчера
722,einst::ADV,однажды,някога
723,damals::ADV,тогда,тогава
724,danach::ADV,затем,после
725,danach::ADV,затем,след това
726,vorher::ADV,раньше,преди
727,vorher::ADV,раньше,преди това
728,zuerst::ADV,сперва,най-напред
729,einmal::ADV,раз,веднъж
730,einmal::ADV,раз,един път
731,manchmal::ADV,иногда,понякога
732,oft::ADV,часто,често
733,immer::ADV,всегда,винаги
734,niemals::ADV,никогда,никога
735,hier::ADV,здесь,тук
736,hier::ADV,здесь,тука
737,hierhin::ADV,сюда,насам
738,von hier::ADV,отсюда,оттук
739,von hier::ADV,отсюда,оттука
740,dort::ADV,там,там
741,dorthin::ADV,туда,натам
742,dorthin::ADV,туда,нататък
743,geradeaus::ADV,прямо,направо
744,vorwärts::ADV,вперед,напред
745,rückwärts::ADV,назад,назад
746,zurück::ADV,обратно,обратно
747,unten::ADV,внизу,долу
748,hinab::ADV,вниз,надолу
749,oben::ADV,наверху,горе
750,hinauf::ADV,вверх,нагоре
751,überall::ADV,везде,навсякъде
752,nicht::ADV,не,не
753,ein wenig::ADV,немного,малко
754,kaum::ADV,едва,едва
755,kaum::ADV,едва,едвам
756,sehr::ADV,очень,много
757,sehr::ADV,очень,твърде
758,so::ADV,так,тъй
759,so::ADV,так,така
760,noch::ADV,еще,още
761,nur::ADV,только,само
762,schon::ADV,уже,вече
763,wieder::ADV,опять,пак
764,wieder::ADV,опять,отново
765,vergebens::ADV,напрасно,напразно
766,vor::PRP,перед,пред
767,hinter::PRP,за,зад
768,hinter::PRP,позади,зад
769,unter::PRP,под,под
770,durch::PRP,сквозь,през
771,neben::PRP,возле,до
772,neben::PRP,возле,при
773,zwischen::PRP,между,между
774,zwischen::PRP,между,помежду
775,wegen::PRP,из-за,заради
776,dies::PRN,это,този
777,das::PRN,то,туй
778,das::PRN,то,това
779,alles::PRN,все,всичко
780,ich::PRN,я,аз
781,du::PRN,ты,ти
782,er::PRN,он,той
783,wir::PRN,мы,ние
784,ihr::PRN,вы,вие
785,sie::PRN,они,те
786,was::FPRN,что,що
787,was::FPRN,что,какво
788,wer::FPRN,кто,кой
789,wo::FADV,где,къде
790,wohin::FADV,куда,накъде
791,wohin::FADV,куда,накъдето
792,wie::FADV,как,как
793,warum::FADV,почему,защо
794,wieviel::FNUM,сколько,колко
795,eins::NUM,один,един
796,zwei::NUM,два,два
797,drei::NUM,три,три
798,vier::NUM,четыре,четири
799,fünf::NUM,пять,пет
800,sechs::NUM,шесть,шест
801,sieben::NUM,семь,седем
802,acht::NUM,восемь,осем
803,neun::NUM,девять,девет
804,zehn::NUM,десять,десет
805,elf::NUM,одиннадцать,единайсет
806,elf::NUM,одиннадцать,единадесет
807,zwölf::NUM,двенадцать,дванайсет
808,zwölf::NUM,двенадцать,дванадесет
809,zwanzig::NUM,двадцать,двайсет
810,zwanzig::NUM,двадцать,двадесет
811,dreißig::NUM,тридцать,тридесет
812,vierzig::NUM,сорок,четиридесет
813,fünfzig::NUM,пятьдесят,петдесет
814,sechzig::NUM,шестьдесят,шестдесет
815,siebzig::NUM,семьдесят,седемдесет
816,achtzig::NUM,восемьдесят,осемдесет
817,neunzig::NUM,девяносто,деветдесет
818,hundert::NUM,сто,сто
819,tausend::NUM,тысяча,хиляда
820,und::CNJ,и,а
821,und::CNJ,и,та
822,oder::CNJ,или,или
823,oder::CNJ,либо,или
824,stehen::V,стоять,стоя
825,sitzen::V,сидеть,седя
826,liegen::V,лежать,лежа
827,hängen::V,висеть,вися
828,werden::V,стать,бъда
829,werden::V,стать,стана
830,passieren::V,случиться,случа се
831,beginnen::V,начаться,започна
832,enden::V,кончиться,свърша
833,wechseln::V,меняться,променям
834,aufgehen[Sonne]::V,взойти,изгрея
835,untergehen[Sonne]::V,зайти,заляза
836,scheinen[Sonne]::V,светить,грея
837,scheinen[Sonne]::V,светить,светя
838,donnern::V,греметь,гърмя
839,wehen::V,дуть,вея
840,wehen::V,дуть,духам
841,strömen::V,литься,тека
842,strömen::V,литься,лея се
843,fließen::V,течь,тека
844,sich drehen::V,вращаться,въртя се
845,schwanken::V,колебаться,клатя се
846,schwingen::V,качаться,трептя
847,fallen::V,падать,падам
848,brennen::V,гореть,горя
849,rauchen::V,дымить,димя
850,regnen::V,дождить,вали дъжд
851,gefrieren::V,замерзнуть,замръзна
852,tauen::V,таять,топя се
853,schmelzen::V,плавиться,разтопя се
854,trocknen::V,сохнуть,съхна
855,sieden::V,кипеть,вря
856,sieden::V,кипеть,кипя
857,faulen::V,гнить,гния
858,verfaulen::V,сгнить,изгния
859,reißen::V,рваться,напукам се
860,versinken::V,тонуть,потъна
861,vergehen::V,проходить,минавам
862,erscheinen::V,появиться,явя се
863,verschwinden::V,исчезнуть,изчезна
864,sinken::V,спадать,падна
865,abnehmen::V,уменьшиться,отслабна
