,Concept_ID,eu,kn
569,Schluss::N,bukaera,ಮುಕ್ತಾಯ
570,Zeit::N,aldi,ಕಾಲ
571,Zeit::N,denbora,ಕಾಲ
572,Tag::N,egun,ದಿನ
573,Morgen::N,goiz,ಮುಂಜಾನೆ
574,Mittag::N,eguerdi,ನಡುಹಗಲು
575,Abend::N,arrats,ಸಂಜೆ
576,Nacht::N,gau,ರಾತ್ರಿ
577,Woche::N,aste,ವಾರ
578,Monat::N,hil,ತಿಂಗಳು
579,Jahr::N,urte,ಸಂವತ್ಸರ
580,Frühling::N,udalehen,ವಸಂತ
581,Sommer::N,uda,ಬಿಸಿಲುಕಾಲ
582,Herbst::N,udazken,ಶರತ್ಕಾಲ
583,Herbst::N,neguantz,ಶರತ್ಕಾಲ
584,Winter::N,negu,ಚಳಿಗಾಲ
585,Januar::N,urtarril,ನಾಲ್ಚಳಿ
586,Februar::N,otsail,ಅಯ್ಚಳಿ
587,März::N,martxo,ಮೊಬ್ಬೇಸಿಗೆ
588,April::N,apiril,ಇಬ್ಬೇಸಿಗೆ
589,Mai::N,maiatz,ಮುಬ್ಬೇಸಿಗೆ
590,Juni::N,ekain,ಮೊಮ್ಮಳೆ
591,Juli::N,uztail,ಇಮ್ಮಳೆ
592,August::N,abuztu,ಮುಮ್ಮಳೆ
593,September::N,irail,ನಾಲ್ಮಳೆ
594,Oktober::N,urri,ಮೊಚ್ಚಳಿ
595,November::N,azaro,ಇಚ್ಚಳಿ
596,Dezember::N,abendu,ಮುಚ್ಚಳಿ
597,Montag::N,astelehen,ಸೋಮುವಾರ
598,Dienstag::N,astearte,ಮಂಗಳವಾರ
599,Mittwoch::N,asteazken,ಬುಧವಾರ
600,Donnerstag::N,ostegun,ಗುರುವಾರ
601,Freitag::N,ostiral,ಶುಕ್ರವಾರ
602,Samstag::N,larunbat,ಶನಿವಾರ
603,Sonntag::N,igande,ಭಾನುವಾರ
604,groß::A,handi,ದೊಡ್ಡ
605,klein::A,txiki,ಪುಟ್ಟ
606,lang::A,luze,ದೀರ್ಘ
607,kurz::A,labur,ಚಕ್ಕ
608,breit::A,zabal,ಅಗಲವಾದ
609,schmal::A,mehar,ಇಕ್ಕಟ್ಟಾದ
610,dicht::A,sarri,ದಟ್ಟ
611,dicht::A,trinko,ದಟ್ಟ
612,dick[Gegenstand]::A,lodi,ದಟ್ಟ
613,dünn::A,mehe,ತೆಳು
614,fein::A,fin,ಕೋಮಲ
615,fest::A,tinko,ಘನ
616,flach::A,lau,ಚಪ್ಪಟೆ
617,flach::A,ordoki,ಚಪ್ಪಟೆ
618,glatt::A,leun,ನಯ
619,hart::A,gogor,ಗಟ್ಟಿ
620,weich::A,bigun,ಮೃದುವಾದ
621,weich::A,beratz,ಮೃದುವಾದ
622,rund::A,biribil,ವರ್ತುಳ
623,spitz::A,puntadun,ಮೊನಚಾದ
624,scharf::A,zorrotz,ತೀಕ್ಷ್ಣ
625,stumpf::A,kamuts,ಮೊಂಡು
626,schwer::A,astun,ಭಾರಿ
627,schwer::A,pisutsu,ಭಾರಿ
628,schön::A,eder,ಸುಂದರ
629,heiß::A,bero,ಬಿಸಿ
630,heiß::A,oso bero,ಬಿಸಿ
631,warm::A,bero,ಬಿಸಿ
632,kalt::A,hotz,ತಣ್ಣನೆಯ
633,kühl::A,hotzil,ತಂಪಾದ
634,frisch::A,fresko,ನಿರ್ಮಲ
635,frisch::A,hozkirri,ನಿರ್ಮಲ
636,feucht::A,heze,ಒದ್ದೆಯಾದ
637,nass::A,busti,ಒದ್ದೆಯಾದ
638,trocken::A,siku,ಶುಷ್ಕ
639,trocken::A,lehor,ಶುಷ್ಕ
640,voll::A,bete,ತುಂಬಿದ
641,leer::A,huts,ಖಾಲಿ
642,offen::A,ireki,ಮುಚ್ಚಲ್ಲದ
643,geschlossen::A,itxita,ಮುಚ್ಚಿದ
644,sauber::A,xahu,ಶುದ್ಧ
645,sauber::A,garbi,ಶುದ್ಧ
646,schmutzig::A,lohi,ಅಶುದ್ಧ
647,schmutzig::A,zikin,ಅಶುದ್ಧ
648,roh::A,gordin,ಹಸಿ
649,reif::A,umo,ಹಣ್ಣಾದ
650,reif::A,heldu,ಹಣ್ಣಾದ
651,lecker::A,goxo,ಗುಚಿಕರ
652,süß::A,goxo,ಸಿಹಿ
653,bitter::A,karmin,ಕಹಿ
654,bitter::A,garratz,ಕಹಿ
655,sauer::A,mingots,ಹುಳಿಯಾದ
656,hell::A,argi,ಹೊಳೆಯುವ
657,dunkel::A,ilun,ಮಬ್ಬಾದ
658,schwarz::A,beltz,ಕಪ್ಪು
659,weiß::A,zuri,ಬಿಳಿಯ
660,rot::A,gorri,ಕೆಂಪು
661,gelb::A,hori,ಹಳದಯ
662,blau::A,urdin,ನೀಲ
663,grün::A,berde,ಕಾಯಾದ
664,grün::A,musker,ಕಾಯಾದ
665,grau::A,urdin,ಬೂದುಬಣ್ಣದ
666,grau::A,urdinabar,ಬೂದುಬಣ್ಣದ
667,bunt::A,koloretsu,ವರ್ಣರಂಜಿತ
668,billig::A,merke,ಅಗ್ಗ
669,teuer::A,garesti,ದುಬಾರಿಯಾದ
670,wertvoll::A,baliotsu,ಅಮೂಲ್ಯ
671,blind::A,itsu,ಅಂಧ
672,taub::A,gor,ಕಿವುಡಾದ
673,kräftig::A,kementsu,ಪ್ರಬಲ
674,stark::A,bizkor,ಶಕ್ತಿವಂತ
675,stark::A,indartsu,ಶಕ್ತಿವಂತ
676,schwach::A,ahul,ದುರ್ಬಲ
677,schwach::A,indargabe,ದುರ್ಬಲ
678,fett::A,gizen,ಕೊಬ್ಬಿದ
679,schlank::A,lerden,ತೆಳ್ಳಗಿನ
680,hübsch::A,polit,ಅಂದವಾದ
681,böse::A,tzar,ಕೆಟ್ಟ
682,böse::A,gaizto,ಕೆಟ್ಟ
683,dumm::A,lelo,ಮಂದ
684,dumm::A,pello,ಮಂದ
685,faul::A,nagi,ಆಲಸ
686,faul::A,alfer,ಆಲಸ
687,fleißig::A,maratz,ಕಡಗುವ
688,fleißig::A,lanzale,ಕಡಗುವ
689,geizig::A,zeken,ಜುಗ್ಗ
690,geizig::A,zikoitz,ಜುಗ್ಗ
691,klug::A,zuhur,ಚತುರ
692,geschickt::A,trebe,ದಕ್ಷ
693,geschickt::A,antzetsu,ದಕ್ಷ
694,lieb::A,maite,ಪ್ರಿಯ
695,lieb::A,laztan,ಪ್ರಿಯ
696,lustig::A,alaitsu,ಖುಷಿಯಾದ
697,sanft::A,eme,ಸೌಮ್ಯ
698,sanft::A,ezti,ಸೌಮ್ಯ
699,hungrig::A,gose,ಹಸಿದ
700,krank::A,eri,ಅಸ್ವಸ್ಥ
701,krank::A,gaixo,ಅಸ್ವಸ್ಥ
702,nackt::A,biluzi,ನಗ್ನ
703,traurig::A,itun,ದುಃಖಿತ
704,traurig::A,betilun,ದುಃಖಿತ
705,lebendig::A,bizirik,ಜೀವಂತ
706,gut::A,on,ಒಳ್ಳೆಯ
707,schlecht::A,txar,ದುಷ್ಟ
708,richtig::A,zuzen,ಸರಿ
709,schlimm::A,larri,ಅಸಹ್ಯ
710,wahr::A,egiazko,ನಿಜ
711,alt::A,zahar,ಮುದಿ
712,neu::A,berri,ಹೊಸ
713,ehemalig::A,lehengo,ಮಾಜೀ
714,alt[Lebewesen]::A,adindun,ವೃದ್ಧ
715,jung::A,gazte,ಎಳ
716,arm::A,txiro,ಬಡ
717,arm::A,behartsu,ಬಡ
718,reich::A,dirudun,ಶ್ರೀಮಂತ
719,bekannt::A,ezagun,ಅಪ್ತ
720,berühmt::A,entzun,ಪ್ರಸಿದ್ಧ
721,berühmt::A,ospetsu,ಪ್ರಸಿದ್ಧ
722,fremd::A,arrotz,ಪರಕೀಯ
723,verschieden::A,ezberdin,ಬೇರೆ
724,verschieden::A,desberdin,ಬೇರೆ
725,nah::A,hurre,ಹತ್ತಿರವಾದ
726,nah::A,hurbil,ಹತ್ತಿರವಾದ
727,fern::A,urrun,ದೂರದ
728,linker::A,ezker,ಎಡ
729,rechter::A,eskuin,ಬಲ
730,anderer::A,beste,ಇತರ
731,erster::A,lehen,ಪ್ರಥಮ
732,erster::A,aurren,ಪ್ರಥಮ
733,zweiter::A,bigarren,ದ್ವಿತೀಯ
734,dritter::A,hirugarren,ಮೂರನೆಯಜಗತ್ತು
735,letzter::A,azken,ಅಂತ್ಯ
736,letzter::A,hondar,ಅಂತ್ಯ
737,allein::ADV,bakarrik,ಒಬ್ಬನೇ
738,auf einmal::ADV,batera,ಒಡನೆ
739,zusammen::ADV,elkarrekin,ಒಟ್ಟಿಗೆ
740,lange::ADV,luzaro,ದೀರ್ಘ
741,plötzlich::ADV,bat-batean,ಅನಾಮತ್ತು
742,sofort::ADV,berehala,ಜಾಗ್ರತೆ
743,später::ADV,gero,ತರುವಾಯ
744,jetzt::ADV,orain,ಈಗ
745,heute::ADV,gaur,ಇಂದು
746,morgen::ADV,bihar,ನಾಳೆ
747,bald::ADV,aurki,ಬೇಗ
748,bald::ADV,laster,ಬೇಗ
749,dann::ADV,ondoren,ಆಗ
750,gestern::ADV,atzo,ನಿನ್ನೆ
751,einst::ADV,antzina,ಪೂರ್ವದಲ್ಲಿ
752,damals::ADV,orduan,ಆಗ
753,danach::ADV,gerora,ಆಮೇಲೆ
754,danach::ADV,ondoren,ಆಮೇಲೆ
755,vorher::ADV,lehenago,ಮುಂಚೆ
756,zuerst::ADV,aurrena,ಮೊದಲಿಗೆ
757,zuerst::ADV,lehenbizi,ಮೊದಲಿಗೆ
758,einmal::ADV,behin,ಒಮ್ಮೆ
759,einmal::ADV,aldi bat,ಒಮ್ಮೆ
760,manchmal::ADV,batzuetan,ಆಗಾಗ
761,manchmal::ADV,zenbaitetan,ಆಗಾಗ
762,oft::ADV,maiz,ಅನೇಕಸಲ
763,oft::ADV,askotan,ಅನೇಕಸಲ
764,immer::ADV,beti,ಯಾವಾಗಲೂ
765,niemals::ADV,inoiz ez,ಯಾವಾಗಲೂ ಇಲ್ಲ
766,niemals::ADV,sekula ez,ಯಾವಾಗಲೂ ಇಲ್ಲ
767,hier::ADV,hemen,ಇಲ್ಲಿ
768,hierhin::ADV,hona,ಇತ್ತ
769,von hier::ADV,hemendik,ಇಲ್ಲಿಂದ
770,von hier::ADV,honetatik,ಇಲ್ಲಿಂದ
771,dort::ADV,han,ಅಲ್ಲಿ
772,dorthin::ADV,hara,ಅಲ್ಲಿಗೆ
773,geradeaus::ADV,artez,ಸೀದಾ
774,vorwärts::ADV,aurrera,ಮುನ್ನೆಡೆವ
775,rückwärts::ADV,atzera,ಹಿಂದುಗಡೆಗೆ
776,rückwärts::ADV,atzerantz,ಹಿಂದುಗಡೆಗೆ
777,zurück::ADV,atzera,ಹಿಂದಕ್ಕೆ
778,unten::ADV,behean,ಕೆಳಗೆ
779,hinab::ADV,behera,ಕೆಳಕ್ಕೆ
780,hinab::ADV,beherantz,ಕೆಳಕ್ಕೆ
781,oben::ADV,goian,ಮೇಲೆ
782,hinauf::ADV,gora,ಮೇಲಕ್ಕೆ
783,hinauf::ADV,gorantz,ಮೇಲಕ್ಕೆ
784,überall::ADV,edonon,ಎಲ್ಲಸ್ಥಳಗಳು
785,nicht::ADV,ez,ಇಲ್ಲ
786,nicht::ADV,ez,ಅಲ್ಲ
787,ein wenig::ADV,apur bat,ತುಸು
788,ein wenig::ADV,pixka bat,ತುಸು
789,kaum::ADV,ozta,ಕಠಿನವಾಗಿ
790,kaum::ADV,nekez,ಕಠಿನವಾಗಿ
791,sehr::ADV,oso,ಬಹು
792,so::ADV,hala,ಅಷ್ಟು
793,so::ADV,honela,ಅಷ್ಟು
794,noch::ADV,oraindik,ಇನ್ನು
795,nur::ADV,bakarrik,ಕೇವಲ
796,schon::ADV,ja,ಆಗಲೇ
797,schon::ADV,jada,ಆಗಲೇ
798,wieder::ADV,berriro,ಪುನಃ
799,vergebens::ADV,alferrik,ನಿಷ್ಫಲವಾಗಿ
800,vor::PRP,aurrean,ಮುಂದೆ
801,hinter::PRP,ostean,ಹಿಂದ
802,hinter::PRP,gibelean,ಹಿಂದ
803,unter::PRP,pean,ಕೆಳ
804,unter::PRP,azpian,ಕೆಳ
805,durch::PRP,zehar,ನೇರವಾಗಿ
806,neben::PRP,ondoan,ಅಧರ ಬಲಿಕ
807,neben::PRP,aldamenean,ಅಧರ ಬಲಿಕ
808,zwischen::PRP,artean,ನಡುವೆ
809,wegen::PRP,-gatik,ಅಧಕ್ಕಗಿ
810,dies::PRN,hau,ಈ
811,das::PRN,hura,ಅದು
812,alles::PRN,dena,ಎಲ್ಲ
813,ich::PRN,ni,ನಾನು
814,du::PRN,zu,ನೀನು
815,er::PRN,bera,ಅವನು
816,er::PRN,bera,ಇವನು
817,wir::PRN,gu,ನಾವು
818,ihr::PRN,zuek,ನೀವು
819,sie::PRN,berak,ಅವರು
820,was::FPRN,zer,ಏನು
821,wer::FPRN,nor,ಯಾರಿಗೆ
822,wo::FADV,non,ಎಲ್ಲಿ
823,wohin::FADV,nora,ಎಲ್ಲಿಗೆ
824,wie::FADV,nola,ಹೇಗೆ
825,wie::FADV,zelan,ಹೇಗೆ
826,warum::FADV,zeren,ಏಕೆ
827,warum::FADV,zergatik,ಏಕೆ
828,wieviel::FNUM,zenbat,ಎಷ್ಟು
829,eins::NUM,bat,ಒಂದು
830,zwei::NUM,bi,ಎರಡು
831,zwei::NUM,biga,ಎರಡು
832,drei::NUM,hiru,ಮೂರು
833,vier::NUM,lau,ನಾಲ್ಕು
834,fünf::NUM,bost,ಅಯ್ದು
835,sechs::NUM,sei,ಆರು
836,sieben::NUM,zazpi,ಏಳು
837,acht::NUM,zortzi,ಎಂಟು
838,neun::NUM,bederatzi,ಒಂಭಬತ್ತು
839,zehn::NUM,hamar,ಹತ್ತು
840,elf::NUM,hamaika,ಹನ್ನೊಂದು
841,zwölf::NUM,hamabi,ಹನ್ನೆರಡು
842,zwanzig::NUM,hogei,ಇಪ್ಪತ್ತು
843,dreißig::NUM,hogeita hamar,ಮೂವತ್ತು
844,vierzig::NUM,berrogei,ನಲವತ್ತು
845,fünfzig::NUM,berrogeita hamar,ಐವತ್ತು
846,sechzig::NUM,hirurogei,ಅರುವತ್ತು
847,siebzig::NUM,hirurogeita hamar,ಎಪ್ಪತ್ತು
848,achtzig::NUM,laurogei,ಎಂಬತ್ತು
849,neunzig::NUM,laurogeita hamar,ತೊಂಬತ್ತು
850,hundert::NUM,ehun,ನೂರು
851,tausend::NUM,mila,ಸಾವಿರ
852,und::CNJ,eta,ಮತ್ತು
853,oder::CNJ,edo,ಅಥವಾ
854,stehen::V,zutik egon,ನಿಲ್ಲು
855,sitzen::V,eserita egon,ಕುಳ್ಳಿರು
856,liegen::V,etzan,ಮಲಗಿಕೊ
857,hängen::V,eskegita egon,ಇಳಿಯಬಿಡು
858,hängen::V,zintzilik egon,ಇಳಿಯಬಿಡು
859,werden::V,bihurtu,ಆಗು
860,werden::V,bilakatu,ಆಗು
861,passieren::V,pasatu,ಆಗು
862,passieren::V,gertatu,ಆಗು
863,beginnen::V,hasi,ಆರಂಭಿಸು
864,enden::V,bukatu,ಕೊನೆಗಾಣು
865,wechseln::V,aldatu,ಮಾರ್ಪಡಿಸು
866,aufgehen[Sonne]::V,ilki,ಮೂಡು
867,aufgehen[Sonne]::V,sortu,ಮೂಡು
868,untergehen[Sonne]::V,sartu,ಮುಳುಗು
869,scheinen[Sonne]::V,eguzkia egon,ಹೊಳೆ
870,donnern::V,trumoia jo,ಗುಡುಗಾಗು
871,wehen::V,haizea ibili,ತೀಡು
872,strömen::V,zorrotadaka isuri,ಹರಿ
873,fließen::V,isuri,ಹರಿ
874,sich drehen::V,biratu,ಸುತ್ತು
875,schwanken::V,zabuka ibili,ಓಲಾಡು
876,schwingen::V,kulunkatu,ತೂಗು
877,fallen::V,erori,ಉದುರು
878,brennen::V,sutan egon,ಉರಿ
879,rauchen::V,kea bota,ಹೊಗೆಬಿಡು
880,regnen::V,euria ari izan,ಸುರಿ
881,gefrieren::V,izoztu,ಹೆಪ್ಪುಗಟ್ಟು
882,gefrieren::V,hormatu,ಹೆಪ್ಪುಗಟ್ಟು
883,tauen::V,gesaldu,ಬೆಚ್ಚಗಾಗು
884,schmelzen::V,urtu,ಕರಗು
885,trocknen::V,idortu,ಒಣಗು
886,trocknen::V,lehortu,ಒಣಗು
887,sieden::V,irakin,ಕುದಿ
888,faulen::V,hirotu,ಕೊಳೆ
889,faulen::V,usteldu,ಕೊಳೆ
890,verfaulen::V,hirotu,ನಶಿಸು
891,verfaulen::V,usteldu,ನಶಿಸು
892,reißen::V,eten,ಒಡೆ
893,reißen::V,tarrat egin,ಒಡೆ
894,versinken::V,urperatu,ಮುಳುಗು
895,vergehen::V,iragan,ಸಾಗು
896,erscheinen::V,agertu,ತೋರು
897,verschwinden::V,desagertu,ಮಾಯವಾಗು
898,sinken::V,beheititu,ಕುಸಿ
899,abnehmen::V,gutxitu,ತಗ್ಗು
900,abnehmen::V,beheratu,ತಗ್ಗು
901,zunehmen::V,gora egin,ಬೆಳೆ
902,steigen::V,igo,ಉಬ್ಬು
903,wachsen::V,hazi,ಬೆಳೆ
904,glänzen::V,distiratu,ಮಿರುಗು
905,funkeln::V,izarniatu,ಮಿನುಗು
906,lärmen::V,zarata atera,ಶಬ್ದ ಮಾಡಲು
907,läuten::V,jo,ಬಾರಿಸು
908,läuten::V,hots egin,ಬಾರಿಸು
909,klingeln::V,txirrina jo,ಅನುರಣಿಸು
910,klirren::V,tintin egin,ಕಿಣಿಕಿಣಿಸು
911,brausen::V,marru egin,ಅಬ್ಬರಿಸು
912,rauschen::V,fir-fir egin,ಮರ್ಮರಗುಟ್ಟಿಸು
913,klingen::V,soinu egin,ಉಸಿರು
914,bellen::V,zaunkatu,ಬಗುಳು
915,heulen::V,ulu egin,ಅರಚು
916,heulen::V,uhuri egin,ಅರಚು
917,blasen::V,ufa egin,ಗಾಳಿ ಊದು
918,blasen::V,putz egin,ಗಾಳಿ ಊದು
919,pfeifen::V,txistu egin,ಸಿಳ್ಳೆಯೂದು
920,schreien::V,oihu egin,ಕರೆ
921,schreien::V,garrasi egin,ಕರೆ
922,stöhnen::V,intziri egin,ನರಳು
923,zittern::V,ikara egin,ನಡುಗು
924,zittern::V,dar-dar egin,ನಡುಗು
925,leben::V,bizi izan,ಇರು
926,geboren werden::V,jaio,ಉಂಟಾಗು
927,atmen::V,hats egin,ಉಸಿರು
928,atmen::V,arnasa egin,ಉಸಿರು
929,trinken::V,edan,ಕುಡಿ
930,essen::V,jan,ತಿನ್ನು
931,schlucken::V,irentsi,ನುಂಗು
932,müde werden::V,unatu,ಬಳಲು
933,müde werden::V,nekatu,ಬಳಲು
934,einschlafen::V,lokartu,ನಿದ್ಧೆಹೋಗು
935,schlafen::V,lo egin,ನಿದ್ರಿಸು
936,aufwachen::V,esnatu,ಏಳು
937,aufwachen::V,atzarri,ಏಳು
938,aufstehen::V,jaiki,ಏಳು
939,sich erholen::V,atseden egin,ಸುಧಾರಿಸು
940,krank werden::V,gaixotu,ಬೇನೆಬೀಳು
941,krank sein::V,eri izan,ಕೆಟ್ಟ ಎಂದು
942,krank sein::V,gaixo izan,ಕೆಟ್ಟ ಎಂದು
943,schmerzen::V,min egin,ಕಚ್ಚು
944,husten::V,eztul egin,ಕೆಮ್ಮು
945,genesen::V,osatu,ಮತ್ತೆಹೊದಿಸು
946,sterben::V,hil,ಮೃತಪಡು
947,sterben::V,zendu,ಮೃತಪಡು
948,umkommen::V,istripuz hil,ಹಾಳಾಗು
949,sich bewegen::V,higitu,ಚಲಿಸು
950,sich rühren::V,zirkin egin,ಕದಲು
951,sich erheben::V,zutitu,ಏಳು
952,sich erheben::V,altxatu,ಏಳು
953,sich setzen::V,eseri,ಕೂರು
954,sich setzen::V,jesarri,ಕೂರು
955,hinfallen::V,erori,ಬೀಳು
956,laufen::V,ibili,ನಡೆ
957,schreiten::V,oinkatu,ಮೆಲ್ಲಗೆ ನಡೆ
958,spazierengehen::V,paseatu,ವಿಹರಿಸು
959,spazierengehen::V,ostera bat egin,ವಿಹರಿಸು
960,eilen::V,lasterkatu,ಮುನ್ನುಗ್ಗು
961,sich beeilen::V,lehiatu,ಆತುರಪಡು
962,sausen::V,ziztu bizian joan,ಒಗೆ
963,rennen::V,lasterka egin,ಓಡು
964,springen::V,jauzi egin,ಜಿಗಿ
965,klettern::V,igo,ಏರು
966,schaukeln::V,zabu egin,ತೂಗು
967,schaukeln::V,zanbulu egin,ತೂಗು
968,kriechen::V,narras egin,ತೆವಳು
969,schwimmen::V,igerikatu,ಈಜು
970,schwimmen::V,igeri egin,ಈಜು
971,tauchen::V,murgildu,ಕೆಳಗಿಳಿ
972,tauchen::V,pulunpatu,ಕೆಳಗಿಳಿ
973,rudern::V,bogatu,ಸಾಗಿಸು
974,rudern::V,arraun egin,ಸಾಗಿಸು
975,fahren::V,joan,ನಡೆಸು
976,fliegen::V,hegaldatu,ಹಾರು
977,fliegen::V,hegan egin,ಹಾರು
978,gehen::V,joan,ಹೋಗು
979,weggehen::V,alde egin,ಹೊರಡು
980,abfahren::V,abiatu,ತೆರಳು
981,anhalten::V,geratu,ನಿಲ್ಲು
982,anhalten::V,gelditu,ನಿಲ್ಲು
983,hineingehen::V,sartu,ಒಳಹೊಗು
984,eintreten::V,sartu,ಒಳಹೊಗು
985,kommen::V,etorri,ಬರು
986,ankommen::V,heldu,ಬರು
987,ankommen::V,iritsi,ಬರು
988,zurückkommen::V,itzuli,ಹಿಂದಿರುಗು
989,bleiben::V,gelditu,ಇರು
990,warten::V,itxaron,ಇರು
991,warten::V,zain egon,ಇರು
992,erwarten::V,iguriki,ನಿರೀಕ್ಷಿಸು
993,suchen::V,bilatu,ಹುಡುಕು
994,finden::V,idoro,ಕಂಡುಕೊ
995,finden::V,aurkitu,ಕಂಡುಕೊ
996,versuchen::V,saiatu,ಪ್ರಯತ್ನಿಸು
997,versuchen::V,ahalegindu,ಪ್ರಯತ್ನಿಸು
998,vorbereiten::V,gertatu,ಸಿದ್ಧವಾಗು
999,lieben::V,maitatu,ಪ್ರೀತಿಸು
1000,lieben::V,maite izan,ಪ್ರೀತಿಸು
1001,mögen::V,laket izan,ಇಷ್ಟಪಡು
1002,mögen::V,atsegin izan,ಇಷ್ಟಪಡು
1003,lachen::V,irri egin,ನಗು
1004,lachen::V,barre egin,ನಗು
1005,rühren::V,hunkitu,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
1006,weinen::V,negar egin,ಅಳು
1007,schimpfen::V,erneguka ari izan,ಗೊಣಗು
1008,sich ärgern::V,ernegatu,ಗಣಗಾಡು
1009,sich ärgern::V,haserretu,ಗಣಗಾಡು
1010,sich fürchten::V,beldur izan,ನಡುಗು
1011,fürchten::V,beldur izan,ಹೆದರು
1012,fliehen::V,ihes egin,ಓಡಿಹೋಗು
1013,flüchten::V,ihes egin,ಪಾರಾಗು
1014,sehen::V,ikusi,ಕಾಣು
1015,anschauen::V,begietsi,ನೋಡು
1016,ansehen::V,begiratu,ನಿರೀಕ್ಷಿಸು
1017,hören::V,aditu,ಕೇಳು
1018,zuhören::V,entzun,ಆಲಿಸು
1019,probieren::V,dastatu,ರುಚಿ ನೋಡು
1020,riechen::V,usnatu,ಮೂಸು
1021,riechen::V,usaindu,ಮೂಸು
1022,fühlen::V,sentitu,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
1023,scheinen::V,iruditu,ತೋರು
1024,scheinen::V,begitandu,ತೋರು
1025,zu sehen sein::V,azaldu,ಕಾಣಿಸು
1026,vernehmen::V,aditu,ಕೇಳು
1027,frieren::V,hotz izan,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
1028,tun::V,egin,ಮಾಡು
1029,können::V,ahal izan,ಮಾಡಬಲ್ಲ
1030,wollen::V,nahi izan,ಬಯಸು
1031,anfangen::V,hasi,ಪ್ರಾರಂಭಿಸು
1032,beenden::V,bukatu,ನಿಲ್ಲಿಸು
1033,aufhören::V,utzi,ಮುಗಿಸು
1034,gelingen::V,lortu,ಯಶಸ್ವಿಯಾಗು
1035,geraten::V,heldu,ಉತ್ಪತ್ತಿಮಾಡು
1036,öffnen::V,ireki,ತೆರೆ
1037,öffnen::V,zabaldu,ತೆರೆ
1038,schließen::V,itxi,ಮುಚ್ಚು
1039,stellen::V,ipini,ಇಕ್ಕು
1040,setzen::V,jesarri,ಇಡು
1041,legen::V,jarri,ಇಡು
1042,berühren::V,ukitu,ತಾಕು
1043,verbinden::V,uztartu,ಕೂಡಿಸು
1044,bedecken::V,estali,ಮುಚ್ಚು
1045,aufhängen::V,eseki,ತೂಗುಹಾಕು
1046,aufhängen::V,eskegi,ತೂಗುಹಾಕು
1047,anzünden::V,piztu,ಹತ್ತಿಸು
1048,aufheben::V,jaso,ಆಯಿ
1049,zurücklassen::V,atzean utzi,ಬಿಡು
1050,verlieren::V,galdu,ಕಳೆ
1051,fallen lassen::V,erortzen utzi,ಬೀಳಿಸು
1052,machen::V,egin,ಮಾಡು
1053,herstellen::V,ekoiztu,ತಯಾರಿಸು
1054,bauen::V,eraiki,ಕಟ್ಟು
1055,reparieren::V,konpondu,ಸರಿಪಡಿಸು
1056,verbessern::V,hobetu,ತಿದ್ದು
1057,ändern::V,mudatu,ಬದಲಾಯಿಸು
1058,graben::V,aitzurtu,ಅಗೆ
1059,beugen::V,makurtu,ಬಗ್ಗಿಸು
1060,biegen::V,malgutu,ಬಗ್ಗಿಸು
1061,biegen::V,makolatu,ಬಗ್ಗಿಸು
1062,drehen::V,jiratu,ತಿರುಗು
1063,wenden::V,bihurtu,ತಿರುಗು
1064,umdrehen::V,biratu,ತಿರುಗಿಸು
1065,umdrehen::V,alderantzikatu,ತಿರುಗಿಸು
1066,heben::V,jaso,ಎತ್ತು
1067,heben::V,goratu,ಎತ್ತು
1068,hochheben::V,goratu,ಎತ್ತು
1069,hochheben::V,altxatu,ಎತ್ತು
1070,ergreifen::V,oratu,ಆಕ್ರಮಿಸು
1071,halten::V,eutsi,ಹಿಡಿ
1072,drücken::V,sakatu,ಒತ್ತು
1073,schieben::V,bultzatu,ನೂಕು
1074,kratzen::V,hatz egin,ತರಚಿಕೊಳ್ಳು
1075,kratzen::V,hazka egin,ತರಚಿಕೊಳ್ಳು
1076,lecken::V,miaztu,ನೆಕ್ಕು
1077,lecken::V,lamikatu,ನೆಕ್ಕು
1078,beißen::V,hozka egin,ಕಚ್ಚು
1079,beißen::V,ausiki egin,ಕಚ್ಚು
1080,abreißen::V,kendu,ಹರಿ
1081,abschneiden::V,moztu,ಕತ್ತರಿಸು
1082,abschneiden::V,pikatu,ಕತ್ತರಿಸು
1083,binden::V,lotu,ಕಟ್ಟು
1084,binden::V,estekatu,ಕಟ್ಟು
1085,stecken::V,sartu,ಸಿಕ್ಕಿಸು
1086,brechen::V,apurtu,ಮುರಿ
1087,klopfen::V,jo,ತಟ್ಟು
1088,hauen::V,jo,ಹೊಡೆ
1089,kleben::V,itsatsi,ಅಂಟಿಸು
1090,reiben::V,igurtzi,ಉಜ್ಜು
1091,streichen::V,igurtzi,ಹರಡು
1092,schleifen::V,zorroztu,ಮಸೆ
1093,schneiden::V,moztu,ಕತ್ತರಿಸು
1094,rütteln::V,astindu,ಕುಲುಕಿಸು
1095,rütteln::V,inarrosi,ಕುಲುಕಿಸು
1096,schütteln::V,astindu,ಅಲುಗಿಸು
1097,schütteln::V,inarrosi,ಅಲುಗಿಸು
1098,schwenken::V,zabukatu,ತೂಗಾಡು
1099,schütten::V,isuri,ಎರೆ
1100,füllen::V,bete,ತುಂಬಿಸು
1101,einwickeln::V,bildu,ಹೊದಿಸು
1102,tragen::V,eroan,ಹೊರು
