,Concept_ID,el,hr
745,schwarz::A,μαύρος,crn
746,schwarz::A,μελανός,crn
747,weiß::A,άσπρος,bio
748,weiß::A,άσπρος,bijel
749,rot::A,κόκκινος,crven
750,gelb::A,κίτρινος,žut
751,blau::A,μπλε,plav
752,blau::A,μπλε,modar
753,blau::A,γαλανός,plav
754,blau::A,γαλανός,modar
755,grün::A,πράσινος,zelen
756,grau::A,γκρίζος,siv
757,bunt::A,ποικιλόχρωπος,šaren
758,billig::A,φτηνός,jeftin
759,teuer::A,ακριβός,skup
760,wertvoll::A,πολύτιμος,vrijedan
761,wertvoll::A,πολύτιμος,dragocjen
762,blind::A,τυφλός,slijep
763,taub::A,κουφός,gluh
764,kräftig::A,δυνατός,snažan
765,stark::A,γερός,jak
766,stark::A,γερός,snažan
767,schwach::A,αδύνατος,slab
768,fett::A,παχύς,pretio
769,schlank::A,λεπτός,vitak
770,schlank::A,λυγερός,vitak
771,hübsch::A,όμορφος,zgodan
772,hübsch::A,χαριτωμένος,zgodan
773,böse::A,κακός,zao
774,böse::A,κακός,opak
775,dumm::A,κουτός,glup
776,dumm::A,ανόητος,glup
777,faul::A,τεμπέλης,lijen
778,fleißig::A,εργατικός,radin
779,fleißig::A,εργατικός,marljiv
780,geizig::A,τσιγγούνης,škrt
781,klug::A,έξυπνος,razborit
782,geschickt::A,επιδέξιος,vješt
783,lieb::A,φίλος,drag
784,lieb::A,αγαπητός,drag
785,lustig::A,εύθυμος,veseo
786,lustig::A,χαρούμενος,veseo
787,sanft::A,ήπιος,blag
788,hungrig::A,πεινασμένος,gladan
789,krank::A,άρρωστος,bolestan
790,nackt::A,γυμνός,nag
791,traurig::A,λυπημένος,tužan
792,traurig::A,λυπημένος,žalostan
793,lebendig::A,ζωντανός,živ
794,gut::A,καλός,dobar
795,schlecht::A,κακός,loš
796,schlecht::A,κακός,rđav
797,richtig::A,σωστός,tačan
798,richtig::A,σωστός,ispravan
799,schlimm::A,άσχημος,zao
800,schlimm::A,άσχημος,zločest
801,wahr::A,αληθής,istinit
802,wahr::A,αληθινός,istinit
803,alt::A,παλιός,star
804,neu::A,νέος,nov
805,neu::A,καινούργιος,nov
806,ehemalig::A,παλιός,bivši
807,alt[Lebewesen]::A,γέρος,star
808,jung::A,νέος,mlad
809,arm::A,φτωχός,ubog
810,arm::A,φτωχός,siromašan
811,reich::A,πλούσιος,bogat
812,bekannt::A,γνωστός,poznat
813,berühmt::A,περίφημος,čuven
814,berühmt::A,περίφημος,slavan
815,berühmt::A,ξακουσμένος,čuven
816,berühmt::A,ξακουσμένος,slavan
817,fremd::A,ξένος,tuđ
818,fremd::A,ξένος,stran
819,verschieden::A,διαφορετικός,razan
820,verschieden::A,διαφορετικός,različan
821,nah::A,κοντινός,blizak
822,fern::A,μακριά,dalek
823,fern::A,μακριά,daljnji
824,linker::A,αριστερός,lijevi
825,rechter::A,δεξιός,desni
826,anderer::A,άλλος,drugi
827,anderer::A,άλλος,drugačiji
828,erster::A,πρώτος,prvi
829,zweiter::A,δεύτερος,drugi
830,dritter::A,τρίτος,treći
831,letzter::A,τελευταίος,zadnji
832,allein::ADV,μόνος,sam
833,auf einmal::ADV,εφάπαξ,istodobno
834,zusammen::ADV,μαζί,skupa
835,zusammen::ADV,μαζί,zajedno
836,lange::ADV,πολύν καιρό,dugo
837,plötzlich::ADV,έξαφνα,naglo
838,plötzlich::ADV,έξαφνα,iznenada
839,sofort::ADV,αμέσως,odmah
840,später::ADV,αργότερα,kasnije
841,jetzt::ADV,τώρα,sad
842,jetzt::ADV,τώρα,sada
843,heute::ADV,σήμερα,danas
844,morgen::ADV,αύριο,sutra
845,bald::ADV,σε λίγο,skoro
846,bald::ADV,σε λίγο,doskora
847,bald::ADV,εντός ολίγου,skoro
848,bald::ADV,εντός ολίγου,doskora
849,dann::ADV,ύστερα,zatim
850,gestern::ADV,χτες,juče
851,gestern::ADV,χτες,jučer
852,einst::ADV,ποτέ,negda
853,einst::ADV,ποτέ,nekada
854,einst::ADV,άλλοτε,negda
855,einst::ADV,άλλοτε,nekada
856,damals::ADV,τότε,tada
857,damals::ADV,τότε,onda
858,danach::ADV,μετά,poslije
859,danach::ADV,μετά,nakon toga
860,danach::ADV,ύστερα,poslije
861,danach::ADV,ύστερα,nakon toga
862,vorher::ADV,πριν,prije
863,vorher::ADV,πριν,prije toga
864,vorher::ADV,προηγουμένως,prije
865,vorher::ADV,προηγουμένως,prije toga
866,zuerst::ADV,πρώτα,prvo
867,zuerst::ADV,πρώτα,najprije
868,einmal::ADV,μία φορά,jednom
869,einmal::ADV,μία φορά,jedanput
870,manchmal::ADV,κάποτε,katkad
871,manchmal::ADV,κάποτε,katkada
872,oft::ADV,συχνά,često
873,oft::ADV,πολλές φορές,često
874,immer::ADV,πάντα,vazda
875,immer::ADV,πάντα,uvijek
876,immer::ADV,πάντοτε,vazda
877,immer::ADV,πάντοτε,uvijek
878,niemals::ADV,ποτέ,nikad
879,niemals::ADV,ποτέ,nikada
880,hier::ADV,εδώ,tu
881,hier::ADV,εδώ,ovdje
882,hierhin::ADV,εδώ,amo
883,hierhin::ADV,εδώ,ovamo
884,von hier::ADV,από δω,odavde
885,dort::ADV,εκεί,ondje
886,dorthin::ADV,προς τα κει,onamo
887,geradeaus::ADV,κατευθείαν,ravno
888,vorwärts::ADV,εμπρός,naprijed
889,rückwärts::ADV,πίσω,natrag
890,zurück::ADV,πίσω,nazad
891,zurück::ADV,πίσω,natrag
892,unten::ADV,κάτω,dolje
893,hinab::ADV,προς τα κάτω,nizbrdo
894,oben::ADV,πάνω,gore
895,oben::ADV,επάνω,gore
896,hinauf::ADV,προς τα πάνω,uzbrdo
897,überall::ADV,παντού,svuda
898,überall::ADV,παντού,svagdje
899,nicht::ADV,δεν,ne
900,ein wenig::ADV,λιγάκι,malo
901,kaum::ADV,μόλις,tek
902,kaum::ADV,μόλις,jedva
903,sehr::ADV,πολύ,jako
904,sehr::ADV,πολύ,veoma
905,so::ADV,έτσι,tako
906,so::ADV,έτσι,ovako
907,noch::ADV,ακόμα,još
908,nur::ADV,μόνο,samo
909,schon::ADV,ήδη,već
910,schon::ADV,κιόλας,već
911,wieder::ADV,ξανά,opet
912,wieder::ADV,ξανά,ponovo
913,vergebens::ADV,μάταια,uzalud
914,vergebens::ADV,μάταια,zabadava
915,vor::PRP,μπροστά σε,pred
916,vor::PRP,μπροστά σε,ispred
917,vor::PRP,μπροστά από,pred
918,vor::PRP,μπροστά από,ispred
919,hinter::PRP,πίσω από ,za
920,hinter::PRP,πίσω από ,iza
921,unter::PRP,υπό,pod
922,unter::PRP,υπό,ispod
923,unter::PRP,κάτω από,pod
924,unter::PRP,κάτω από,ispod
925,durch::PRP,διά,po
926,durch::PRP,διά,kroz
927,durch::PRP,διά μέσου,po
928,durch::PRP,διά μέσου,kroz
929,neben::PRP,δίπλα σε,kraj
930,neben::PRP,δίπλα σε,pored
931,neben::PRP,δίπλα σε,pokraj
932,zwischen::PRP,μεταξύ,među
933,zwischen::PRP,μεταξύ,između
934,zwischen::PRP,ανάμεσα σε,među
935,zwischen::PRP,ανάμεσα σε,između
936,wegen::PRP,για,radi
937,wegen::PRP,για,zbog
938,wegen::PRP,λόγω,radi
939,wegen::PRP,λόγω,zbog
940,dies::PRN,αυτό,ovo
941,das::PRN,το,to
942,das::PRN,το,ono
943,alles::PRN,όλα,sve
944,ich::PRN,εγώ,ja
945,du::PRN,σύ,ti
946,du::PRN,εσύ,ti
947,er::PRN,αυτός,on
948,wir::PRN,εμείς,mi
949,ihr::PRN,εσείς,vi
950,sie::PRN,αυτοί,oni
951,was::FPRN,τι,što
952,wer::FPRN,ποιος,tko
953,wo::FADV,πού,gdje
954,wohin::FADV,πού,kuda
955,wohin::FADV,πού,kamo
956,wohin::FADV,για πού,kuda
957,wohin::FADV,για πού,kamo
958,wie::FADV,πώς,kako
959,warum::FADV,γιατί,zašto
960,wieviel::FNUM,πόσος,koliko
961,eins::NUM,ένα,jedan
962,zwei::NUM,δύο,dva
963,drei::NUM,τρία,tri
964,drei::NUM,τρεις,tri
965,vier::NUM,τέσσερα,četiri
966,vier::NUM,τέσσερις,četiri
967,fünf::NUM,πέντε,pet
968,sechs::NUM,έξι,šest
969,sieben::NUM,εφτά,sedam
970,acht::NUM,οχτώ,osam
971,neun::NUM,εννιά,devet
972,zehn::NUM,δέκα,deset
973,elf::NUM,έντεκα,jedanaest
974,zwölf::NUM,δώδεκα,dvanaest
975,zwanzig::NUM,είκοσι,dvadeset
976,dreißig::NUM,τριάντα,trideset
977,vierzig::NUM,σαράντα,četrdeset
978,fünfzig::NUM,πενήντα,pedeset
979,sechzig::NUM,εξήντα,šezdeset
980,siebzig::NUM,εβδομήντα,sedamdeset
981,achtzig::NUM,ογδόντα,osamdeset
982,neunzig::NUM,ενενήντα,devetdeset
983,hundert::NUM,εκατό,sto
984,tausend::NUM,χίλιοι,tisuća
985,und::CNJ,και,i
986,und::CNJ,και,te
987,oder::CNJ,ή,ili
988,stehen::V,στέκομαι,stajati
989,stehen::V,είμαι όρθιος,stajati
990,sitzen::V,κάθομαι,sjediti
991,liegen::V,είμαι ξαπλωμένος,ležati
992,hängen::V,κρέμομαι,visiti
993,werden::V,γίνομαι,postati
994,werden::V,γίνομαι,činiti se
995,passieren::V,συμβαίνω,desiti se
996,passieren::V,συμβαίνω,dogoditi se
997,beginnen::V,αρχίζω,početi
998,enden::V,τελειώνω,prestati
999,enden::V,τελειώνω,svršiti se
1000,wechseln::V,αλλάζω,mijenjati se
1001,aufgehen[Sonne]::V,βγαίνω,izići
1002,aufgehen[Sonne]::V,ανατέλλω,izići
1003,untergehen[Sonne]::V,δύω,zaći
1004,untergehen[Sonne]::V,βασιλεύω,zaći
1005,scheinen[Sonne]::V,λάμπω,sijati
1006,donnern::V,βροντώ,grmjeti
1007,wehen::V,φυσώ,duhati
1008,strömen::V,ρέω,strujati
1009,strömen::V,τρέχω,strujati
1010,fließen::V,ρέω,teći
1011,sich drehen::V,γυρίζω,obrtati se
1012,sich drehen::V,γυρίζω,vrtjeti se
1013,sich drehen::V,στρέφομαι,obrtati se
1014,sich drehen::V,στρέφομαι,vrtjeti se
1015,schwanken::V,ταλαντεύομαι,teturati
1016,schwanken::V,ταλαντεύομαι,kolebati se
1017,schwingen::V,αιωρούμαι,njihati
1018,schwingen::V,αιωρούμαι,titrati
1019,schwingen::V,ταλαντεύομαι,njihati
1020,schwingen::V,ταλαντεύομαι,titrati
1021,fallen::V,πέφτω,padati
1022,brennen::V,καίω,gorjeti
1023,rauchen::V,καπνίζω,dimiti se
1024,regnen::V,βρέχω,kišiti
1025,regnen::V,βρέχω,daždjeti
1026,gefrieren::V,παγώνω,smrznuti se
1027,tauen::V,λειώνω,kopnjeti
1028,tauen::V,λειώνω,kraviti se
1029,schmelzen::V,λειώνω,topiti se
1030,trocknen::V,στεγνώνω,sušiti se
1031,sieden::V,βράζω,kipjeti
1032,sieden::V,βράζω,ključati
1033,faulen::V,σαπίζω,gnjiti
1034,verfaulen::V,σαπίζω,sagnjiti
1035,reißen::V,σχίζω,otrgnuti se
1036,versinken::V,βουλιάζω,tonuti
1037,versinken::V,βουλιάζω,propasti
1038,versinken::V,βυθίζομαι,tonuti
1039,versinken::V,βυθίζομαι,propasti
1040,vergehen::V,περνώ,prolaziti
1041,erscheinen::V,εμφανίζομαι,pojaviti se
1042,verschwinden::V,χάνομαι,nestati
1043,verschwinden::V,χάνομαι,izgubiti se
1044,verschwinden::V,εξαφανίζομαι,nestati
1045,verschwinden::V,εξαφανίζομαι,izgubiti se
1046,sinken::V,κατεβαίνω,trgnuti
1047,sinken::V,κατεβαίνω,spustiti se
1048,abnehmen::V,μειώνομαι ,opasti
1049,zunehmen::V,αυξάνω,povećati se
1050,zunehmen::V,μεγαλώνω,povećati se
1051,steigen::V,ανεβαίνω,uzići
1052,steigen::V,ανεβαίνω,nadoći
1053,wachsen::V,μεγαλώνω,rasti
1054,glänzen::V,γυαλίζω,blistati
1055,glänzen::V,γυαλίζω,sjati se
1056,funkeln::V,αστράφτω,svjetlucati
1057,funkeln::V,σπιθοβολώ,svjetlucati
1058,lärmen::V,θορυβώ,bučati
1059,lärmen::V,θορυβώ,galamiti
1060,läuten::V,χτυπώ ,zvoniti
1061,klingeln::V,κουδουνίζω,zvoniti
1062,klirren::V,κουδουνίζω,zvečati
1063,brausen::V,βουΐζω,hujati
1064,rauschen::V,βουΐζω,šumiti
1065,rauschen::V,βουΐζω,šuškati
1066,klingen::V,ηχώ,zvučati
1067,bellen::V,γαυγίζω,lajati
1068,heulen::V,ουρλιάζω,zavijati
1069,blasen::V,φυσώ,puhati
1070,pfeifen::V,σφυρίζω,fućkati
1071,schreien::V,κραυγάζω,vikati
1072,schreien::V,κραυγάζω,kričati
1073,stöhnen::V,βογγώ,stenjati
1074,zittern::V,τρέμω,drhtati
1075,zittern::V,τρέμω,trepetati
1076,leben::V,ζω,živjeti
1077,geboren werden::V,γεννιέμαι,roditi se
1078,atmen::V,αναπνέω,disati
1079,trinken::V,πίνω,piti
1080,essen::V,τρώω,jesti
1081,schlucken::V,καταπίνω,gutati
1082,müde werden::V,κουράζομαι,umoriti se
1083,einschlafen::V,αποκοιμιέμαι,usnuti
1084,einschlafen::V,αποκοιμιέμαι,zaspati
1085,schlafen::V,κοιμάμαι,spati
1086,aufwachen::V,ξυπνώ,probuditi se
1087,aufstehen::V,σηκώνομαι,ustati
1088,sich erholen::V,ξεκουράζομαι,odmoriti se
1089,krank werden::V,αρρωσταίνω,oboljeti se
1090,krank werden::V,αρρωσταίνω,razboljeti se
1091,krank sein::V,ασθενώ,bolovati
1092,schmerzen::V,πονώ,boljeti
1093,husten::V,βήχω,kašljati
1094,genesen::V,θεραπεύομαι,ozdraviti
1095,genesen::V,θεραπεύομαι,oporaviti se
1096,sterben::V,πεθαίνω,umrijeti
1097,umkommen::V,πεθαίνω,skapati
1098,sich bewegen::V,κουνιέμαι,gibati se
1099,sich bewegen::V,κουνιέμαι,kretati se
1100,sich rühren::V,σαλεύω,maknuti se
1101,sich erheben::V,επαναστατώ,dići se
1102,sich setzen::V,κάθομαι,sjesti
1103,hinfallen::V,πέφτω κάτω,pasti
1104,laufen::V,τρέχω,hodati
1105,schreiten::V,βαδίζω,stupati
1106,spazierengehen::V,κάνω βόλτα,šetati se
1107,spazierengehen::V,πηγαίνω περίπατο,šetati se
1108,eilen::V,σπεύδω,hitati
1109,sich beeilen::V,βιάζομαι,požuriti se
1110,sausen::V,τρέχω γρήγορα,juriti
1111,rennen::V,τρέχω,trčati
1112,springen::V,πηδώ,skakati
1113,klettern::V,σκαρφαλώνω,popeti se
1114,klettern::V,σκαρφαλώνω,penjati se
1115,schaukeln::V,κουνιέμαι,ljuljati se
1116,kriechen::V,έρπω,puzati
1117,kriechen::V,έρπω,gmizati
1118,kriechen::V,σέρνομαι,puzati
1119,kriechen::V,σέρνομαι,gmizati
1120,schwimmen::V,κολυμπώ,plivati
1121,tauchen::V,βουτώ,roniti
1122,tauchen::V,βουτώ,gnjuriti
1123,rudern::V,κωπηλατώ,veslati
1124,fahren::V,πηγαίνω,voziti se
1125,fliegen::V,πετώ,letjeti
1126,fliegen::V,πετώ,lijetati
1127,gehen::V,βαδίζω,ići
1128,gehen::V,πηγαίνω,ići
1129,weggehen::V,φεύγω,otići
1130,abfahren::V,ξεκινώ,krenuti
1131,abfahren::V,ξεκινώ,otputovati
1132,abfahren::V,αναχωρώ,krenuti
1133,abfahren::V,αναχωρώ,otputovati
1134,anhalten::V,σταματώ,stati
1135,anhalten::V,σταματώ,zaustaviti
1136,hineingehen::V,μπαίνω,ulaziti
1137,eintreten::V,μπαίνω,ući
1138,eintreten::V,εισέρχομαι,ući
1139,kommen::V,έρχομαι,doći
1140,ankommen::V,φτάνω,stići
1141,zurückkommen::V,επιστρέφω,vratiti se
1142,zurückkommen::V,επιστρέφω,povratiti se
1143,bleiben::V,μένω,ostati
1144,warten::V,περιμένω,čekati
1145,erwarten::V,αναμένω,očekivati
1146,erwarten::V,περιμένω,očekivati
1147,suchen::V,ψάχνω,tražiti
1148,finden::V,βρίσκω,naći
1149,versuchen::V,προσπαθώ,pokušati
1150,vorbereiten::V,προετοιμάζω,spremiti
1151,vorbereiten::V,προετοιμάζω,pripremiti
1152,lieben::V,αγαπώ,voljeti
1153,mögen::V,μου αρέσει,voljeti
1154,lachen::V,γελώ,smijati se
1155,rühren::V,συγκινώ,taknuti
1156,weinen::V,κλαίω,plakati
1157,schimpfen::V,βρίζω,psovati
1158,sich ärgern::V,θυμώνω,ljutiti se
1159,sich fürchten::V,φοβάμαι,bojati se
1160,fürchten::V,φοβάμαι,bojati se
1161,fliehen::V,φεύγω,pobjeći
1162,flüchten::V,δραπετεύω,utjeći
1163,sehen::V,βλέπω,vidjeti
1164,anschauen::V,κοιτάζω,ogledati
1165,ansehen::V,βλέπω,gledati
1166,hören::V,ακούω,čuti
1167,zuhören::V,ακούω,slušati
1168,probieren::V,δοκιμάζω,probati
1169,riechen::V,μυρίζω,osjećati miris
1170,riechen::V,οσφραίνομαι,osjećati miris
1171,fühlen::V,αισθάνομαι,osjećati
1172,scheinen::V,φαίνομαι,činiti se
1173,zu sehen sein::V,φαίνομαι,biti vidljiv
1174,vernehmen::V,ακούω,saznati
1175,vernehmen::V,μαθαίνω,saznati
1176,frieren::V,κρυώνω,zima je
1177,tun::V,κάνω,raditi
1178,können::V,ξέρω,moći
1179,können::V,μπορώ,moći
1180,wollen::V,θέλω,htjeti
1181,anfangen::V,αρχίζω,početi
1182,beenden::V,τελειώνω,svršiti
1183,beenden::V,τελειώνω,dovršiti
1184,aufhören::V,παύω,prestati
1185,gelingen::V,πετυχαίνω,uspjeti
1186,geraten::V,γίνομαι,desiti se
1187,öffnen::V,ανοίγω,otvoriti
1188,schließen::V,κλείνω,zatvoriti
1189,stellen::V,θέτω,metnuti
1190,stellen::V,θέτω,postaviti
1191,setzen::V,θέτω,posaditi
1192,legen::V,θέτω,polagati
1193,berühren::V,εγγίζω,doticati
1194,berühren::V,εγγίζω,dodirivati
1195,verbinden::V,συνδέω,spojiti
1196,verbinden::V,συνδέω,zavezati
1197,bedecken::V,σκεπάζω,pokriti
1198,aufhängen::V,κρεμώ,objesiti
1199,anzünden::V,ανάβω,upaliti
1200,anzünden::V,ανάβω,zapaliti
1201,aufheben::V,σηκώνω,podići
1202,aufheben::V,σηκώνω,podignuti
1203,zurücklassen::V,εγκαταλείπω,ostaviti
1204,zurücklassen::V,εγκαταλείπω,pustiti natrag
1205,verlieren::V,χάνω,izgubiti
1206,fallen lassen::V,αφήνω να πέσει,ispustiti
1207,machen::V,κάνω,uraditi
1208,machen::V,κάνω,načiniti
1209,machen::V,κάνω,napraviti
1210,machen::V,φτιάχνω,uraditi
1211,machen::V,φτιάχνω,načiniti
1212,machen::V,φτιάχνω,napraviti
1213,herstellen::V,κατασκευάζω,proizvesti
1214,bauen::V,χτίζω,graditi
1215,bauen::V,οικοδομώ,graditi
1216,reparieren::V,επισκευάζω,popraviti
1217,reparieren::V,επιδιορθώνω,popraviti
1218,verbessern::V,βελτιώνω,poboljšati
1219,verbessern::V,καλυτερεύω,poboljšati
1220,ändern::V,αλλάζω,promijeniti
1221,graben::V,σκάβω,kopati
1222,graben::V,σκάβω,kopkati
1223,beugen::V,λυγίζω,saviti
1224,biegen::V,κάμπτω,saviti
1225,biegen::V,κάμπτω,sagnuti
1226,drehen::V,στρέφω,vrtjeti
1227,wenden::V,γυρίζω,obrnuti
1228,umdrehen::V,γυρίζω,okrenuti
1229,umdrehen::V,γυρίζω,prevŕnuti
1230,heben::V,υψώνω,dizati
1231,heben::V,σηκώνω,dizati
1232,hochheben::V,υψώνω,dignuti
1233,hochheben::V,σηκώνω,dignuti
1234,ergreifen::V,πιάνω,uhvatiti
1235,ergreifen::V,πιάνω,prihvatiti
1236,ergreifen::V,αρπάζω,uhvatiti
1237,ergreifen::V,αρπάζω,prihvatiti
1238,halten::V,βαστώ,držati
1239,drücken::V,πιέζω,pritiskivati
1240,schieben::V,σπρώχνω,gurati
1241,kratzen::V,γρατσουνίζω,česati
1242,kratzen::V,γρατσουνίζω,grepsti
1243,lecken::V,γλείφω,lizati
1244,beißen::V,δαγκάνω,ujesti
1245,beißen::V,δαγκάνω,gristi
1246,abreißen::V,κόβω,otkinuti
1247,abreißen::V,σχίζω,otkinuti
1248,abschneiden::V,αποκόπτω,odrezati
1249,binden::V,δένω,vezati
1250,stecken::V,χώνω,turiti
1251,brechen::V,σπάζω,slomiti
1252,klopfen::V,χτυπώ,lupati
1253,klopfen::V,χτυπώ,kucati
1254,klopfen::V,τινάζω,lupati
1255,klopfen::V,τινάζω,kucati
1256,hauen::V,χτυπώ,tući
1257,hauen::V,χτυπώ,udarati
1258,kleben::V,κολλώ,lijepiti
1259,reiben::V,τρίβω,trti
1260,streichen::V,αλείφω,namazati
1261,schleifen::V,ακονίζω,brusiti
1262,schneiden::V,κόβω,rezati
1263,rütteln::V,σείω,drmati
1264,rütteln::V,τινάζω,drmati
1265,schütteln::V,σείω,tresti
1266,schütteln::V,κουνώ,tresti
1267,schwenken::V,κουνώ,mahati
1268,schütten::V,χύνω,sipati
1269,schütten::V,χύνω,lijevati
1270,füllen::V,γεμίζω,napuniti
1271,einwickeln::V,τυλίγω,umotati
1272,einwickeln::V,τυλίγω,zamotati
1273,tragen::V,φέρνω,nositi
1274,schleppen::V,κουβαλώ,tegliti
1275,ziehen::V,τραβώ,vući
1276,aufbewahren::V,φυλάω,čuvati
1277,werfen::V,ρίχνω,bacati
1278,fangen::V,πιάνω,loviti
1279,fangen::V,πιάνω,hvatati
1280,packen::V,τσακώνω,ščepati
1281,packen::V,τσακώνω,zgrabiti
1282,verstecken::V,κρύβω,sakriti
1283,teilen::V,μερίζω,podijeliti
1284,schicken::V,στέλνω,slati
1285,bringen::V,φέρνω,donijeti
1286,hinzufügen::V,προσθέτω,dodati
1287,hinzufügen::V,προσθέτω,pridati
1288,bekommen::V,προσκομίζω,dobiti
1289,erhalten::V,παίρνω,primiti
1290,erhalten::V,λαμβάνω,primiti
1291,nehmen::V,πιάνω,uzeti
1292,nehmen::V,παίρνω,uzeti
1293,wählen::V,εκλέγω,izabrati
1294,auswählen::V,διαλέγω,odabrati
1295,bewahren::V,διατηρώ,sačuvati
1296,behindern::V,εμποδίζω,smetati
1297,verderben::V,χαλώ,pokvariti
1298,beschädigen::V,ζημιώνω,oštetiti
1299,zerbrechen::V,σπάζω,razbiti
1300,zerbrechen::V,σπάζω,prelomiti
1301,zerreißen::V,σχίζω,poderati
1302,zerreißen::V,σχίζω,rastrgnuti
1303,zerstören::V,καταστρέφω,razoriti
1304,zerstören::V,καταστρέφω,razrušiti
1305,verbrennen::V,καίω,spaliti
1306,verbrennen::V,καίω,sagorjeti
1307,geben::V,δίνω,dati
1308,reichen::V,δίνω,pružiti
1309,schenken::V,χαρίζω,darivati
1310,versprechen::V,υπόσχομαι,obećati
1311,wünschen::V,εύχομαι,željeti
1312,loben::V,επαινώ,hvaliti
1313,küssen::V,φιλώ,ljubiti
1314,wiegen::V,κουνώ,njihati
1315,wiegen::V,κουνώ,ljuljati
1316,wiegen::V,νανουρίζω,njihati
1317,wiegen::V,νανουρίζω,ljuljati
1318,zudecken::V,σκεπάζω,pokriti
1319,wecken::V,ξυπνώ,probuditi
1320,zeigen::V,δείχνω,pokazati
1321,führen::V,οδηγώ,voditi
1322,lehren::V,διδάσκω,učiti
1323,unterrichten::V,διδάσκω,poučiti
1324,aufziehen::V,ανατρέφω,uzgajati
1325,leiten::V,ηγούμαι,upravljati
1326,leiten::V,διευθύνω,upravljati
1327,antreiben::V,σπρώχνω,natjeravati
1328,antreiben::V,παρακινώ,natjeravati
1329,lassen::V,αφήνω,dati
1330,einladen::V,προσκαλώ,pozvati
1331,vereinigen::V,ενώνω,ujediniti
1332,besuchen::V,επισκέπτομαι,posjetiti
1333,treffen::V,συναντώ,sresti
1334,sich versammeln::V,μαζεύομαι,okupiti se
1335,spielen::V,παίζω,igrati se
1336,singen::V,τραγουδώ,pjevati
1337,tanzen::V,χορεύω,plesati
1338,sich trennen::V,αποχωρίζομαι,razići se
1339,verlassen::V,εγκαταλείπω,ostaviti
1340,verlassen::V,εγκαταλείπω,napustiti
1341,retten::V,σώζω,spasiti
1342,bewachen::V,φρουρώ,čuvati
1343,bewachen::V,φρουρώ,stražariti
1344,schützen::V,προστατεύω,čuvati
1345,verteidigen::V,υπερασπίζω,obraniti
1346,sich schlagen::V,χτυπιέμαι,biti se
1347,sich schlagen::V,χτυπιέμαι,udariti se
1348,schießen::V,πυροβολώ,pucati
1349,schießen::V,πυροβολώ,strijeljati
1350,siegen::V,νικώ,pobijediti
1351,ärgern::V,τσαντίζω,ljutiti
1352,schlagen::V,χτυπώ,biti
1353,schlagen::V,χτυπώ,udariti
1354,treten::V,κλοτσώ,šutnuti
1355,stechen::V,τρυπώ,ubosti
1356,stoßen::V,ωθώ,gurnuti
1357,stoßen::V,σπρώχνω,gurnuti
1358,stehlen::V,κλέβω,ukrasti
1359,stören::V,διαταράσσω,smetati
1360,belästigen::V,ενοχλώ,smetati
1361,belästigen::V,ενοχλώ,dosaditi
1362,verbergen::V,κρύβω,skriti
1363,täuschen::V,παραπλανώ,obmanuti
1364,betrügen::V,απατώ,prevarati
1365,töten::V,σκοτώνω,ubiti
1366,töten::V,θανατώνω,ubiti
1367,wohnen::V,μένω,stanovati
1368,wohnen::V,κατοικώ,stanovati
1369,arbeiten::V,δουλεύω,raditi
1370,arbeiten::V,εργάζομαι,raditi
1371,sammeln::V,μαζεύω,sabrati
1372,sammeln::V,συλλέγω,sabrati
1373,pflücken::V,κόβω,ubrati
1374,jagen::V,κυνηγώ,loviti
1375,fischen::V,ψαρεύω,ribati
1376,fischen::V,ψαρεύω,loviti ribu
1377,fassen::V,πιάνω,uloviti
1378,hüten::V,φυλάγω,pasti
1379,hüten::V,προσέχω,pasti
1380,treiben::V,οδηγώ,goniti
1381,anbinden::V,δένω,privezati
1382,füttern::V,ταΐζω,hraniti
1383,melken::V,αρμέγω,musti
1384,hacken::V,κόβω,sjeckati
1385,gießen::V,ποτίζω,politi
1386,reifen::V,ωριμάζω,sazreti
1387,zubereiten::V,ετοιμάζω,prigotoviti
1388,kochen::V,βράζω,kuhati
1389,backen::V,ψήνω,peći
1390,braten::V,τηγανίζω,peći
1391,braten::V,τηγανίζω,pržiti
1392,umrühren::V,ανακατεύω,promiješati
1393,stricken::V,πλέκω,plesti
1394,nähen::V,ράβω,šiti
1395,färben::V,βάφω,obojiti
1396,färben::V,χρωματίζω,obojiti
1397,reinigen::V,καθαρίζω,očistiti
1398,reinigen::V,καθαρίζω,počistiti
1399,waschen::V,πλένω,prati
1400,abwischen::V,σφουγγίζω,otrti
1401,spülen::V,ξεπλένω,isprati
1402,spülen::V,ξεπλένω,oplakati
1403,fegen::V,σκουπίζω,mesti
1404,fegen::V,σκουπίζω,pomesti
1405,kehren::V,σκουπίζω,mesti
1406,baden::V,κάνω μπάνιο,kupati se
1407,sich waschen::V,πλένομαι,umiti se
1408,sich waschen::V,πλένομαι,prati se
1409,ausziehen::V,βγάζω,svući
1410,anziehen::V,φορώ,obući
1411,sich anziehen::V,ντύνομαι,obući se
1412,kämmen::V,χτενίζω,češljati
1413,schmücken::V,στολίζω,uresiti
1414,schmücken::V,στολίζω,nakititi
1415,sagen::V,λέω,reći
1416,sagen::V,λέω,kazati
1417,sprechen::V,μιλώ,govoriti
1418,reden::V,μιλώ,govoriti
1419,reden::V,μιλώ,besjediti
1420,reden::V,κουβεντιάζω,govoriti
1421,reden::V,κουβεντιάζω,besjediti
