,Concept_ID,it,hy
76,Welle::N,onda,ալիք
77,Wasser::N,acqua,ջուր
78,Stein::N,sasso,քար
79,Stein::N,pietra,քար
80,Boden::N,suolo,գետին
81,Boden::N,terreno,գետին
82,Erde::N,terra,հող
83,Staub::N,polvere,փոշի
84,Rauch::N,fumo,ծուխ
85,Funke::N,scintilla,կայծ
86,Feuer::N,fuoco,կրակ
87,Feuer::N,fuoco,հրդեհ
88,Licht::N,luce,լույս
89,Schatten::N,ombra,ստվեր
90,Wetter::N,tempo,եղանակ
91,Nebel::N,nebbia,մեգ
92,Nebel::N,nebbia,մառախուղ
93,Wolke::N,nube,ամպ
94,Wolke::N,nùvola,ամպ
95,Regen::N,pioggia,անձրև
96,Schnee::N,neve,ձյուն
97,Eis::N,ghiaccio,սառույց
98,Frost::N,gelo,սառնամանիք
99,Kälte::N,freddo,դող
100,Hitze::N,caldo,շոգ
101,Hitze::N,calura,շոգ
102,Raureif::N,brina,ցօղեղեամ
103,Regenbogen::N,arcobaleno,ծիածան
104,Donner::N,tuono,որոտ
105,Strömung::N,corrente,հոսանք
106,Tropfen::N,goccia,կաթիլ
107,Schaum::N,spuma,փրփուր
108,Schaum::N,schiuma,փրփուր
109,Schmutz::N,sudiciume,կեղտ
110,See::N,lago,լիճ
111,Sumpf::N,palude,ճահիճ
112,Moor::N,torbiera,ճահիճ
113,Wiese::N,prato,մարգագետին
114,Wald::N,bosco,անտառ
115,Wald::N,foresta,անտառ
116,Hügel::N,colle,բլուր
117,Hügel::N,collina,բլուր
118,Anhöhe::N,altura,բարձունք
119,Berg::N,monte,լեռ
120,Berg::N,montagna,լեռ
121,Gipfel::N,cima,գագաթ
122,Gipfel::N,cima,կատար
123,Höhle::N,grotta,քարայր
124,Höhle::N,caverna,քարայր
125,Abhang::N,pendìo,լանջ
126,Abhang::N,pendìo,զառիվայր
127,Quelle::N,sorgente,աղբյուր
128,Bach::N,ruscello,վտակ
129,Fluss::N,fiume,գետ
130,Ufer::N,riva,ծովափ
131,Küste::N,costa,ափ
132,Küste::N,costa,ծովափ
133,Festland::N,terraferma,ցամաք
134,Meer::N,mare,ծով
135,Bucht::N,cala,հաչիւն
136,Insel::N,ìsola,վղզի
137,Blume::N,fiore,ծաղիկ
138,Gras::N,erba,խոտ
139,Wurzel::N,radice,արմատ
140,Baum::N,àlbero,ծառ
141,Stamm::N,tronco,իրան
142,Rinde::N,corteccia,կեղեւ
143,Rinde::N,corteccia,հաչոց
144,Ast::N,ramo,ճյուղ
145,Zweig::N,ramo,ճյուղ
146,Blatt::N,foglia,տերեւ
147,Birke::N,betulla,ցարասի
148,Kiefer[Baum]::N,pino,սոճի
149,Weide[Baum]::N,sàlice,ուռենի
150,Tanne::N,abete,եղեւին
151,Horn::N,corno,
152,Feder::N,penna,փետուր
153,Fell::N,manto,մորթի
154,Fell::N,pelame,մորթի
155,Flügel::N,ala,թեւ
156,Klaue::N,grinfia,չանչ
157,Kralle::N,unghia,ճանկ
158,Kralle::N,artiglio,ճանկ
159,Schwanz::N,coda,պոչ
160,Ei::N,uovo,ձու
161,Nest::N,nido,բույն
162,Bau::N,covo,որջ
163,Bau::N,covo,բայոց
164,Tier::N,bestia,կենդանի
165,Tier::N,animale,կենդանի
166,Herde::N,gregge,հոտ
167,Kuh::N,vacca,կով
168,Bulle::N,toro,ցուլ
169,Pferd::N,cavallo,ձի
170,Schaf::N,pècora,ոչխար
171,Schwein::N,porco,խոզ
172,Schwein::N,maiale,խոզ
173,Hund::N,cane,շուն
174,Katze::N,gatta,կատու
175,Bär::N,orso,արջ
176,Eichhörnchen::N,scoiàttolo,սկյուռ
177,Elch::N,alce,հիւսիսային եղջերու
178,Fuchs::N,volpe,աղվես
179,Hase::N,lepre,նապաստակ
180,Maus::N,topo,մուկ
181,Maus::N,sorcio,մուկ
182,Wolf::N,lupo,գայլ
183,Vogel::N,uccello,թռչուն
184,Schwarm::N,stormo,երամ
185,Huhn::N,gallina,հավ
186,Hahn::N,gallo,աքաղաղ
187,Gans::N,oca,սագ
188,Adler::N,àquila,արծիվ
189,Ente::N,ànatra,բադ
190,Eule::N,gufo,բու
191,Eule::N,civetta,բու
192,Kranich::N,gru,կռունկ
193,Krähe::N,cornacchia,ագռավ
194,Kuckuck::N,cuccù,կուկու
195,Kuckuck::N,cùculo,կուկու
196,Schwan::N,cigno,կարապ
197,Fisch::N,pesce,ձուկ
198,Barsch::N,pèrsico,պերկես
199,Hecht::N,luccio,գայլաձուկ
200,Schlange[Tier]::N,serpente,օձ
201,Wurm::N,baco,որդ
202,Wurm::N,baco,ճիճու
203,Wurm::N,verme,որդ
204,Wurm::N,verme,ճիճու
205,Spinne::N,ragno,սարդ
206,Ameise::N,formica,միջյուն
207,Laus::N,pidocchio,ոջիլ
208,Mücke::N,zanzara,մժղուկ
209,Fliege::N,mosca,ճանճ
210,Schmetterling::N,farfalla,թիթեռ
211,Beere::N,bacca,հատապտուղ
212,Apfel::N,mela,խնձոր
213,Pilz::N,fungo,սունկ
214,Zwiebel::N,cipolla,սոխ
215,Saat::N,semente,սերմ
216,Korn::N,grano,հատիկ
217,Heu::N,fieno,խոտ
218,Schale::N,buccia,կեղեւ
219,Grube::N,cava,փոս
220,Grube::N,fossa,փոս
221,Falle::N,tràppola,ծուղակ
222,Schlinge::N,laccio,խեղդան
223,Spur::N,traccia,հետք
224,Asche::N,cenere,մոխիր
225,Dreck::N,fango,աղտ
226,Eisen::N,ferro,երկաթ
227,Gold::N,oro,ոսկի
228,Silber::N,argento,արծաթ
229,Kohle::N,carbone,քարածուխ
230,Glas::N,vetro,ապակի
231,Lehm::N,argilla,կավ
232,Sand::N,arena,ավազ
233,Sand::N,sabbia,ավազ
234,Mensch::N,uomo,մարդ
235,Mensch::N,èssere umano,մարդ
236,Mann::N,uomo,մարդ
237,Mann::N,uomo,տղամարդ
238,Frau::N,donna,կին
239,Kind::N,bambino,զավակ
240,Junge::N,ragazzo,տղա
241,Mädchen::N,ragazza,աղջիկ
242,Familie::N,famiglia,ընտանիք
243,Großvater::N,nonno,պապ
244,Großmutter::N,nonna,տատ
245,Eltern::N,genitori,ծնողներ
246,Vater::N,padre,հայր
247,Mutter::N,madre,մայր
248,Sohn::N,figlio,որդի
249,Tochter::N,figlia,աղջիկ
250,Tochter::N,figlia,դուստր
251,Bruder::N,fratello,եղբայր
252,Schwester::N,sorella,քույր
253,Onkel::N,zio,քեռի
254,Onkel::N,zio,հորեղբայր
255,Tante::N,zia,մորաքույր
256,Ehemann::N,marito,մարդ
257,Ehemann::N,marito,ամուսին
258,Ehefrau::N,moglie,կին ամուսին
259,Freude::N,gioia,ուրախություն
260,Freude::N,piacere,ուրախություն
261,Gelächter::N,risata,ծիծաղ
262,Glück::N,felicità,երջանկություն
263,Kummer::N,afflizione,վիշտ
264,Wunsch::N,desiderio,ցանկություն
265,Lust::N,voglia,փափագ
266,Lust::N,voglia,իղձ
267,Geist::N,mente,ոգի
268,Geist::N,spìrito,ոգի
269,Gedanke::N,idea,միտք
270,Gedanke::N,pensiero,միտք
271,Gedächtnis::N,memoria,հիշողություն
272,Verstand::N,intelletto,խելք
273,Sinn::N,senso,իմաստ
274,Sinn::N,significato,իմաստ
275,Grund::N,causa,պատճառ
276,Grund::N,motivo,պատճառ
277,Grund::N,ragione,պատճառ
278,Wahrheit::N,verità,ճշմարտություն
279,Gespräch::N,discorso,զրույց
280,Gespräch::N,conversazione,զրույց
281,Märchen::N,fiaba,պայիկի պատմություն
282,Märchen::N,fàvola,պայիկի պատմություն
283,Erzählung::N,racconto,պատմվածք
284,Erzählung::N,racconto,պատմություն
285,Erzählung::N,narrazione,պատմվածք
286,Erzählung::N,narrazione,պատմություն
287,Nachricht::N,messaggio,հաղորդագրություն
288,Neuigkeit::N,notizia,լուր
289,Neuigkeit::N,notizia,նորություն
290,Name::N,nome,անուն
291,Rätsel::N,indovinello,բարդ խնդիր
292,Rede::N,discorso,ճառ
293,Rede::N,discorso,ելույթ
294,Sprache::N,lingua,լեզու
295,Sprache::N,linguaggio,լեզու
296,Stimme::N,voce,ձայն
297,Wort::N,parola,բառ
298,Zeichen::N,segno,նշան
299,Zeichen::N,segnale,նշան
300,Ruf::N,chiamata,կոչ
301,Ruf::N,chiamata,կանչ
302,Lärm::N,chiasso,աղմուկ
303,Lärm::N,strèpito,աղմուկ
304,Laut::N,suono,հնչյուն
305,Laut::N,suono,ձայն
306,Ton::N,tono,տոն
307,Lied::N,canto,երգ
308,Lied::N,canzone,երգ
309,Ruhe::N,calma,անդորրություն
310,Ruhe::N,tranquillità,անդորրություն
311,Leute::N,gente,մարդիկ
312,Volk::N,pòpolo,ազգ
313,Arbeit::N,lavoro,գործ
314,Arbeit::N,lavoro,աշխատանք
315,Gast::N,òspite,հյուր
316,Gast::N,invitato,հյուր
317,Geschenk::N,regalo,նվեր
318,Spiel::N,gioco,խաղ
319,Gesellschaft::N,compagnìa,ընկերություն
320,Hilfe::N,aiuto,օգնությթուն
321,Hilfe::N,soccorso,օգնությթուն
322,Freund::N,amico,ընկեր
323,Freund::N,amico,բարեկամ
324,Kamerad::N,camerata,ուղեկից
325,Angelegenheit::N,affare,բան
326,Angelegenheit::N,affare,գործ
327,Angelegenheit::N,faccenda,բան
328,Angelegenheit::N,faccenda,գործ
329,Anzahl::N,nùmero,քանակ
330,Anzahl::N,nùmero,գումար
331,Anzahl::N,quantità,քանակ
332,Anzahl::N,quantità,գումար
333,Art::N,tipo,տեսակ
334,Art::N,specie,տեսակ
335,Stück::N,pezzo,կտոր
336,Teil::N,parte,մաս
337,Hälfte::N,metà,կես
338,Kreis::N,cìrcolo,շիջանակ
339,Kreuz::N,croce,խաչ
340,Linie::N,lìnea,գիծ
341,Strich::N,tratto,գիծ
342,Abstand::N,distanza,անջրպետ
343,Entfernung::N,distanza,հեռավորություն
344,Entfernung::N,lontananza,հեռավորություն
345,Gegend::N,regione,շրջան
346,Platz::N,posto,տարածություն
347,Platz::N,spazio,տարածություն
348,Ort::N,luogo,տեղ
349,Ort::N,luogo,վայր
350,Ort::N,località,տեղ
351,Ort::N,località,վայր
352,Seite::N,lato,կողմ
353,Seite::N,parte,կողմ
354,Mitte::N,mezzo,մեջտեղ
355,Mitte::N,centro,մեջտեղ
356,Gegenstand::N,oggetto,առարկա
357,Sache::N,cosa,բան
358,Rand::N,orlo,վերջք
359,Rand::N,bordo,վերջք
360,Kante::N,spìgolo,եզր
361,Ecke::N,canto,անկյուն
362,Spitze::N,punta,ծայր
363,Ende::N,capo,ծայր
364,Ende::N,estremità,ծայր
365,Loch::N,buco,անցք
366,Winkel::N,àngolo,անկյուն
367,Muster::N,disegno,օրինակ
368,Größe::N,taglia,մեծություն
369,Größe::N,grandezza,մեծություն
370,Länge::N,lunghezza,երկարություն
371,Höhe::N,altezza,բարձրություն
372,Gewicht::N,peso,կշիռ
373,Menge::N,quantità,քանակ
374,Haufen::N,cùmulo,դեզ
375,Haufen::N,cùmulo,կույտ
376,Haufen::N,mucchio,դեզ
377,Haufen::N,mucchio,կույտ
378,Reihe::N,fila,շարք
379,Reihe::N,fila,կարգ
380,Boot::N,barca,նավակ
381,Boot::N,battello,նավակ
382,Ruder::N,remo,թի
383,Ruder::N,remo,թիակ
384,Schlitten::N,slitta,բալխիր
385,Ski::N,sci,դահուկ
386,Lagerfeuer::N,falò,բացօդեայ կրակ
387,Lagerfeuer::N,fuoco di bivacco,բացօդեայ կրակ
388,Last::N,càrico,բեռ
389,Gang::N,andata,զբոսանք
390,Schritt::N,passo,քայլ
391,Norden::N,nord,հյուսիս
392,Norden::N,settentrione,հյուսիս
393,Süden::N,sud,հարավ
394,Süden::N,meridione,հարավ
395,Westen::N,òvest,արեւմուտք
396,Westen::N,occidente,արեւմուտք
397,Osten::N,est,արեւելք
398,Osten::N,oriente,արեւելք
399,Holz::N,legno,փայտ
400,Brett::N,asse,տախտակ
401,Brett::N,tàvola,տախտակ
402,Platte::N,lastra,թիթեղ
403,Platte::N,piastra,թիթեղ
404,Stütze::N,supporto,նեցուկ
405,Stange::N,sbarra,ձող
406,Stange::N,pèrtica,ձող
407,Stock::N,verga,փայտ
408,Stock::N,bastone,փայտ
409,Stock::N,bacchetta,փայտ
410,Stab::N,asta,ցուպ
411,Stab::N,asta,գավազան
412,Rohr::N,tubo,խողովակ
413,Haus::N,casa,տուն
414,Heim::N,casa,տուն
415,Ofen::N,stufa,վառարան
416,Fußboden::N,pavimento,հատակ
417,Tisch::N,tàvolo,սեղան
418,Stuhl::N,sedia,աթոռ
419,Wiege::N,culla,օրորոց
420,Bett::N,letto,անկողին
421,Regal::N,scaffale,դարակ
422,Kiste::N,cassa,տուփ
423,Fenster::N,finestra,պատուհան
424,Tür::N,porta,դուռ
425,Tor::N,portone,դարպաս
426,Zaun::N,recinto,ցանկապատ
427,Dach::N,tetto,տանիք
428,Dach::N,tetto,կտուր
429,Leiter::N,scala,սանդուղք
430,Leiter::N,scala a pioli,սանդուղք
431,Besen::N,scopa,ավել
432,Spaten::N,vanga,բահ
433,Schaufel::N,pala,թի
434,Gabel::N,forchetta,պատառաքաղ
435,Löffel::N,cucchiaio,գդալ
436,Messer::N,coltello,դանակ
437,Nagel::N,chiodo,մեխ
438,Netz::N,rete,ցանց
439,Haken::N,uncino,կարթ
440,Griff::N,mànico,կոթ
441,Griff::N,mànico,բռնակ
442,Griff::N,maniglia,կոթ
443,Griff::N,maniglia,բռնակ
444,Schloss::N,serratura,կողպեք
445,Bild::N,quadro,նկար
446,Bild::N,quadro,պատկեր
447,Bild::N,immàgine,նկար
448,Bild::N,immàgine,պատկեր
449,Figur::N,figura,քանդակ
450,Figur::N,figura,պատկեր
451,Puppe::N,bàmbola,տիկնիկ
452,Beutel::N,borsa,տոպրակ
453,Beutel::N,sacchetto,տոպրակ
454,Bündel::N,fascio,կապոց
455,Bündel::N,fagotto,կապոց
456,Tasche::N,borsa,պայուսակ
457,Eimer::N,secchio,դույլ
458,Deckel::N,coperchio,կափարիչ
459,Geschirr::N,stoviglie,ամանեղեն
460,Sack::N,sacco,պարկ
461,Sack::N,sacco,տոպրակ
462,Tasse::N,tazza,թաս
463,Tasse::N,tazza,գավաթ
464,Topf::N,pèntola,անոթ
465,Kessel::N,paiolo,կաթսա
466,Kessel::N,calderone,կաթսա
467,Essen::N,pasto,կերակուր
468,Essen::N,mangiare,կերակուր
469,Nahrung::N,cibo,ուտելիք
470,Nahrung::N,alimento,ուտելիք
471,Speise::N,piatto,խորտիկ
472,Speise::N,piatto,կերակուր
473,Fleisch::N,carne,միս
474,Getreide::N,cereali,հացահատիկ
475,Brei::N,purè,լանդակ
476,Brei::N,pappa,լանդակ
477,Brot::N,pane,հաց
478,Scheibe::N,fetta,կտոր
479,Scheibe::N,fetta,պատառ
480,Scheibe::N,trancia,կտոր
481,Scheibe::N,trancia,պատառ
482,Fett::N,grasso,ճարպ
483,Butter::N,burro,կարագ
484,Öl::N,olio,ձեթ
485,Salz::N,sale,աղ
486,Suppe::N,zuppa,սուպ
487,Suppe::N,zuppa,ապուր
488,Suppe::N,minestra,սուպ
489,Suppe::N,minestra,ապուր
490,Honig::N,miele,մեղր
491,Milch::N,latte,կաթ
492,Tee::N,tè,թեյ
493,Leder::N,pelle,կաշի
494,Wolle::N,lana,բուրդ
495,Stoff::N,panno,գործվածք
496,Stoff::N,tessuto,գործվածք
497,Nadel::N,ago,ասեղ
498,Faden::N,filo,թել
499,Knopf::N,bottone,կոճակ
500,Knoten::N,nodo,հանգույց
501,Farbe::N,pittura,ներկ
502,Kleidung::N,vestiti,հագուստ
503,Kleidung::N,vestiario,հագուստ
504,Hemd::N,camicia,վերնաշապիկ
505,Kragen::N,bàvero,օձիք
506,Kragen::N,colletto,օձիք
507,Ärmel::N,mànica,թեւք
508,Hose::N,calzoni,շալվար
509,Gürtel::N,cintura,գոտի
510,Mütze::N,berretto,կեպի
511,Schuh::N,scarpa,կոշիկ
512,Stiefel::N,stivale,երկարաճիթ կոշիկ
513,Ring::N,anello,զնգալ
514,Band::N,nastro,ժապավեն
515,Band::N,fettuccia,ժապավեն
516,Kamm::N,pèttine,սանր
517,Spiegel::N,specchio,հայելի
518,Riemen::N,cinghia,փոկ
519,Schnur::N,corda,լար
520,Leine::N,guinzaglio,փոկ
521,Decke::N,coperta,վերմակ
522,Kissen::N,cuscino,բարձ
523,Kissen::N,guanciale,բարձ
524,Tuch::N,fazzoletto,թաշկինակ
525,Handtuch::N,asciugamano,սրբիչ
526,Kraft::N,forza,ուժ
527,Stärke::N,forza,պնդություն
528,Stärke::N,forza,ամրություն
529,Stärke::N,vigore,պնդություն
530,Stärke::N,vigore,ամրություն
531,Stärke::N,fortezza,պնդություն
532,Stärke::N,fortezza,ամրություն
533,Gesundheit::N,salute,առողջություն
534,Krankheit::N,malattìa,ախտ
535,Krankheit::N,malattìa,հիվանդություն
536,Schmerz::N,dolore,ցավ
537,Schmerz::N,dolore,տանջանք
538,Wunde::N,piaga,վերք
539,Wunde::N,ferita,վերք
540,Fieber::N,febbre,տենդ
541,Arznei::N,fàrmaco,դեղ
542,Arznei::N,medicina,դեղ
543,Brücke::N,ponte,կամուրջ
544,Brunnen::N,pozzo,հոր
545,Brunnen::N,pozzo,ջրհոր
546,Weide::N,pàscolo,արոտավայր
547,Pfad::N,sentiero,արահետ
548,Weg::N,via,ուղի
549,Weg::N,cammino,ուղի
550,Straße::N,strada,ճանապարհ
551,Dorf::N,paese,գյուղ
552,Dorf::N,villaggio,գյուղ
553,Stadt::N,città,քաղաք
554,Brief::N,lèttera,նամակ
555,Buch::N,libro,գիրք
556,Buchstabe::N,lèttera,տառ
557,Buchstabe::N,lèttera,գիր
558,Zeitung::N,giornale,լրագիր
559,Leben::N,vita,կյանք
560,Tod::N,morte,մահ
561,Grab::N,tomba,գերեզման
562,Grab::N,sepolcro,գերեզման
563,Kirche::N,chiesa,եկեղեցի
564,Sünde::N,peccato,մեղք
565,Gott::N,dio,աստված
566,Arbeiter::N,operaio,բանվոր
567,Arbeiter::N,operaio,աշխատող
568,Arbeiter::N,lavoratore,բանվոր
569,Arbeiter::N,lavoratore,աշխատող
570,Chef::N,capo,տեր
571,Chef::N,padrone,տեր
572,Meister::N,mastro,վարպետ
573,Meister::N,maestro,վարպետ
574,Arzt::N,mèdico,բժիշկ
575,Arzt::N,dottore,բժիշկ
576,Lehrer::N,professore,ուսուցիչ
577,Geld::N,soldi,փող
578,Geld::N,denaro,փող
579,Geschäft::N,affare,գործ
580,Geschäft::N,affare,աշխատանք
581,Geschäft::N,negozio,գործ
582,Geschäft::N,negozio,աշխատանք
583,Laden::N,negozio,կրպակ
584,Laden::N,negozio,խանութ
585,Preis::N,prezzo,գին
586,Ware::N,merce,ապրանք
587,Nutzen::N,ùtile,օգուտ
588,Nutzen::N,profitto,օգուտ
589,Reichtum::N,ricchezza,հարստություն
590,Welt::N,mondo,աշխարհ
591,Land::N,paese,երկիր
592,Staat::N,Stato,պետություն
593,König::N,re,արքա
594,König::N,re,թագավոր
595,Macht::N,potere,իշխանություն
596,Grenze::N,confine,սահման
597,Grenze::N,frontiera,սահման
598,Krieg::N,guerra,պատերազմ
599,Feind::N,nemico,թշնամի
600,Gewalt::N,violenza,բռնություն
601,Gewalt::N,violenza,սաստկություն
602,Kampf::N,lotta,մարտ
603,Bogen[Waffe]::N,arco,աղեղ
604,Pfeil::N,freccia,նետ
605,Gewehr::N,fucile,հրացան
606,Fehler::N,errore,սխալ
607,Fehler::N,sbaglio,սխալ
608,Lüge::N,bugìa,սուտ
609,Lüge::N,menzogna,սուտ
610,Schaden::N,danno,վնաս
611,Unglück::N,sfortuna,դժբախտություն
612,Schuld::N,colpa,պակասություն
613,Alter::N,età,հասակ
614,Schluss::N,fine,վերջ
615,Schluss::N,fine,վախճան
616,Zeit::N,tempo,ժամանակ
617,Tag::N,giorno,օր
618,Tag::N,giornata,օր
619,Morgen::N,mattina,առավոտ
620,Mittag::N,mezzogiorno,կեսօր
621,Abend::N,sera,երեկո
622,Abend::N,serata,երեկո
623,Nacht::N,notte,գիշեր
624,Woche::N,settimana,շաբաթ
625,Monat::N,mese,ամիս
626,Jahr::N,anno,տարի
627,Frühling::N,primavera,գարուն
628,Sommer::N,estate,ամառ
629,Herbst::N,autunno,աշուն
630,Winter::N,inverno,ձմեռ
631,Januar::N,gennaio,հունվար
632,Februar::N,febbraio,փետրվար
633,März::N,marzo,մարտ
634,April::N,aprile,ապրիլ
635,Mai::N,maggio,մայիս
636,Juni::N,giugno,հունիս
637,Juli::N,luglio,հուլիս
638,August::N,agosto,օգոստոս
639,September::N,settembre,սեպտեմբեր
640,Oktober::N,ottobre,հոկտեմբեր
641,November::N,novembre,նոյեմբեր
642,Dezember::N,dicembre,դեկտեմբեր
643,Montag::N,lunedì,երկուշաբթի
644,Dienstag::N,martedì,երեքշաբթի
645,Mittwoch::N,mercoledì,չորեքշաբթի
646,Donnerstag::N,giovedì,հինգշաբթի
647,Freitag::N,venerdì,ուրբաթ
648,Samstag::N,sàbato,շաբաթ
649,Sonntag::N,domenica,կիրակի
650,groß::A,grande,մեծ
651,groß::A,grande,խոշոր
652,klein::A,pìccolo,պստիկ
653,klein::A,pìccolo,փոքրիկ
654,lang::A,lungo,երկար
655,kurz::A,corto,կարճ
656,breit::A,largo,լայն
657,schmal::A,stretto,նեղ
658,dicht::A,denso,խիտ
659,dick[Gegenstand]::A,spesso,հաստ
660,dünn::A,sottile,բարակ
661,fein::A,fine,նուրբ
662,fein::A,delicato,նուրբ
663,fest::A,sodo,ամուր
664,fest::A,sodo,պինդ
665,fest::A,fisso,ամուր
666,fest::A,fisso,պինդ
667,flach::A,piano,տափակ
668,flach::A,piatto,տափակ
669,glatt::A,liscio,հարթ
670,hart::A,duro,կարծր
671,weich::A,molle,մեղմ
672,weich::A,molle,փափուկ
673,rund::A,rotondo,կլոր
674,spitz::A,aguzzo,սրածայր
675,spitz::A,appuntito,սրածայր
676,scharf::A,affilato,սուր
677,scharf::A,tagliente,սուր
678,stumpf::A,smussato,գուլ
679,schwer::A,pesante,ծանր
680,schön::A,bello,սիրուն
681,schön::A,bello,գեղեցիկ
682,heiß::A,caldo,թեժ
683,heiß::A,bollente,թեժ
684,warm::A,caldo,տաք
685,warm::A,caldo,ջերմ
686,kalt::A,freddo,ցուրտ
687,kühl::A,fresco,զով
688,frisch::A,fresco,թարմ
689,feucht::A,ùmido,ղոնավ
690,nass::A,bagnato,թաց
691,trocken::A,secco,ցամաք
692,voll::A,pieno,լի
693,voll::A,pieno,լիքը
694,leer::A,vuoto,դատարկ
695,offen::A,aperto,բաց
696,geschlossen::A,chiuso,գոց
697,sauber::A,netto,մաքուր
698,sauber::A,pulito,մաքուր
699,schmutzig::A,sporco,կեղտոտ
700,schmutzig::A,sùdicio,կեղտոտ
701,roh::A,crudo,հում
702,reif::A,maturo,հասած
703,reif::A,maturo,հասուն
704,lecker::A,ghiotto,համեղ
705,lecker::A,squisito,համեղ
706,süß::A,dolce,անուշ
707,bitter::A,amaro,կծու
708,sauer::A,aspro,թթու
709,sauer::A,aspro,թթված
710,sauer::A,acerbo,թթու
711,sauer::A,acerbo,թթված
712,hell::A,chiaro,պայծառ
713,hell::A,chiaro,խելամիտ
714,dunkel::A,buio,մութ
715,dunkel::A,oscuro,մութ
716,schwarz::A,nero,սեւ
717,weiß::A,bianco,սպիտակ
718,rot::A,rosso,կարմիր
719,gelb::A,giallo,դեղին
720,blau::A,blu,կապույտ
721,blau::A,azzurro,կապույտ
722,grün::A,verde,կանաչ
723,grau::A,grigio,գորշ
724,bunt::A,variopinto,գոյնզգոյն
725,billig::A,a buon prezzo,էժան
726,billig::A,a buon mercato,էժան
727,teuer::A,caro,թանկ
728,wertvoll::A,prezioso,թանկարժեք
729,blind::A,cieco,կույր
730,taub::A,sordo,խուլ
731,kräftig::A,forte,հզոր
732,kräftig::A,robusto,հզոր
733,stark::A,forte,ուժեղ
734,stark::A,vigoroso,ուժեղ
735,schwach::A,dèbole,տկար
736,schwach::A,dèbole,թույլ
737,fett::A,grasso,գեր
738,schlank::A,snello,նիհար
739,schlank::A,slanciato,նիհար
740,hübsch::A,bello,գրավիչ
741,hübsch::A,bello,սիրունիկ
742,hübsch::A,carino,գրավիչ
743,hübsch::A,carino,սիրունիկ
744,böse::A,cattivo,չար
745,dumm::A,stùpido,հիմար
746,faul::A,pigro,ծույլ
747,fleißig::A,diligente,ջանասեր
748,fleißig::A,diligente,փութաջան
749,geizig::A,avaro,ագահ
750,geizig::A,avaro,կծծի
751,klug::A,intelligente,խելոք
752,klug::A,intelligente,ընդունակ
753,geschickt::A,àbile,ճարտար
754,lieb::A,caro,սիրելի
755,lustig::A,gaio,զվարթ
756,lustig::A,allegro,զվարթ
757,sanft::A,dolce,հեզ
758,hungrig::A,affamato,քաղցած
759,krank::A,malato,հիվանդ
760,krank::A,infermo,հիվանդ
761,nackt::A,nudo,մերկ
