,Concept_ID,ka,mdf
139,Wurzel::N,ძირი,юр
140,Wurzel::N,ძირი,ункс
141,Wurzel::N,ფესვი,юр
142,Wurzel::N,ფესვი,ункс
143,Baum::N,ხე,шуфта
144,Stamm::N,ტანი,ро́нга
145,Rinde::N,ქერქი,кер
146,Ast::N,ტოტი,морга
147,Zweig::N,შტო,тарад
148,Blatt::N,ფოთოლი,лопа
149,Birke::N,არყი,ке́лу
150,Kiefer[Baum]::N,ფიჭვი,пиче
151,Weide[Baum]::N,ტირიფი,каль
152,Tanne::N,ნაძვი,куз
153,Horn::N,რქა,сюра
154,Feder::N,ფრთა,толга
155,Fell::N,ტყავი,кедь
156,Flügel::N,ფრთა,паця
157,Klaue::N,კლანჭი,кенже
158,Kralle::N,ტორი,кенже
159,Schwanz::N,კუდი,пула
160,Ei::N,კვერცხი,ал
161,Nest::N,ბუდე,пиза
162,Bau::N,სორო,пиза
163,Tier::N,ნადირი,жува́та
164,Tier::N,ცხოველი,жува́та
165,Herde::N,ფარა,нал
166,Herde::N,ფარა,стада
167,Kuh::N,ფური,скал
168,Kuh::N,ფური,тракс
169,Kuh::N,ძროხა,скал
170,Kuh::N,ძროხა,тракс
171,Bulle::N,ხარი,бука
172,Pferd::N,რაში,лишме
173,Pferd::N,ცხენი,лишме
174,Schaf::N,ცხვარი,уча́
175,Schwein::N,ღორი,тува
176,Hund::N,ძაღლი,пине
177,Katze::N,კატა,катоня
178,Katze::N,კატა,аваката
179,Bär::N,დათვი,офта
180,Eichhörnchen::N,ციყვი,ур
181,Elch::N,ცხენ-ირემი,ся́рда
182,Fuchs::N,მელა,келазь
183,Hase::N,კურდღელი,ну́мол
184,Maus::N,თაგვი,шеер
185,Wolf::N,მგელი,върьгаз
186,Vogel::N,ჩიტი,нармонь
187,Vogel::N,ფრინველი,нармонь
188,Schwarm::N,გუნდი,ко́вол
189,Schwarm::N,გუნდი,ме́швеле
190,Huhn::N,დედალი,сараз
191,Hahn::N,მამალი,а́тякш
192,Gans::N,ბატი,маци
193,Adler::N,არწივი,куцькан
194,Ente::N,იხვი,яксярга
195,Eule::N,ბუ,ко́рож
196,Kranich::N,წერო,ка́рга
197,Krähe::N,ყვავი,ва́рси
198,Kuckuck::N,გუგული,ку́ку
199,Schwan::N,გედი,ло́ксти
200,Fisch::N,თევზი,кал
201,Barsch::N,ქორჭილა,о́кунь
202,Hecht::N,ქარიყლაპია,щу́ка
203,Schlange[Tier]::N,გველი,куй
204,Wurm::N,ჭია,сукс
205,Spinne::N,ობობა,унжа́
206,Ameise::N,ჭიანჭველა,панжам
207,Laus::N,ტილი,си
208,Laus::N,მკბენარი,си
209,Mücke::N,კოღო,ся́ське
210,Fliege::N,ბუზი,кару
211,Schmetterling::N,პეპელა,ме́лав
212,Beere::N,კენკრა,и́мож
213,Apfel::N,ვაშლი,марь
214,Pilz::N,სოკო,панга
215,Zwiebel::N,ხახვი,шурьхкя́
216,Saat::N,თესლი,видьмот
217,Korn::N,მარცვალი,сёра
218,Heu::N,თივა,тише
219,Schale::N,ჩენჩო,кедь
220,Grube::N,ორმო,лотка
221,Falle::N,ხაფანგი,туфкс
222,Falle::N,ხაფანგი,кунда́ма
223,Schlinge::N,მახე,килькш
224,Spur::N,კვალი,пильгоки́
225,Asche::N,ფერფლი,кулу
226,Dreck::N,ტალახი,ърда́з
227,Dreck::N,სიბინძურე,ърда́з
228,Eisen::N,რკინა,кшни
229,Gold::N,ოქრო,ока
230,Gold::N,ოქრო,золота
231,Silber::N,ვერცხლი,сия́
232,Kohle::N,ნახშირი,седь
233,Kohle::N,ნახშირი,седьвальмя
234,Glas::N,მინა,кля́нцек
235,Lehm::N,თიხა,сёвонь
236,Sand::N,ქვიშა,шува́р
237,Mensch::N,ადამიანი,ломань
238,Mann::N,კაცი,аля
239,Mann::N,კაცი,цёраломань
240,Frau::N,ქალი,ава
241,Kind::N,ბავშვი,идь
242,Kind::N,ბავშვი,шаба
243,Junge::N,ვაჟი,цёраня
244,Mädchen::N,გოგო,стирня́
245,Familie::N,ოჯახი,тнал
246,Familie::N,ოჯახი,семья
247,Großvater::N,პაპა,атя
248,Großvater::N,პაპა,щя́тя
249,Großvater::N,ბაბუა,атя
250,Großvater::N,ბაბუა,щя́тя
251,Großmutter::N,ბებია,баба
252,Großmutter::N,დიდედა,баба
253,Eltern::N,მშობლები,тя́дят-а́лят
254,Vater::N,მამა,аля
255,Mutter::N,დედა,ава
256,Mutter::N,დედა,тядя
257,Sohn::N,ვაჟიშვილი,цёра
258,Tochter::N,ქალიშვილი,стирь
259,Bruder::N,ძმა,дуган
260,Bruder::N,ძმა,пяльне
261,Schwester::N,და,ака
262,Schwester::N,და,сазор
263,Onkel::N,ბიძა,оця
264,Onkel::N,ბიძა,патя
265,Onkel::N,ბიძა,щеня́
266,Tante::N,დეიდა,ака
267,Tante::N,დეიდა,щака
268,Tante::N,მამიდა,ака
269,Tante::N,მამიდა,щака
270,Ehemann::N,ქმარი,мирде
271,Ehefrau::N,ცოლი,ърьвя́
272,Freude::N,სიხარული,ке́нярдема
273,Gelächter::N,სიცილი,рахсема
274,Glück::N,ბედნიერება,паваз
275,Kummer::N,მწუხარება,ризф
276,Kummer::N,მწუხარება,пичефкс
277,Wunsch::N,წადილი,мяль
278,Wunsch::N,წადილი,таколдома
279,Wunsch::N,სურვილი,мяль
280,Wunsch::N,სურვილი,таколдома
281,Lust::N,წადილი,таколдома
282,Geist::N,სული,вайме
283,Gedanke::N,ფიქრი,мяль
284,Gedächtnis::N,მეხსიერება,прявий
285,Verstand::N,ჭკუა,прявий
286,Verstand::N,გონება,прявий
287,Sinn::N,მნიშვნელობა,ён
288,Grund::N,მიზეზი,туфта́л
289,Wahrheit::N,სიმართლე,ви́де
290,Wahrheit::N,სიმართლე,видеши́
291,Wahrheit::N,ჭეშმარიტება,ви́де
292,Wahrheit::N,ჭეშმარიტება,видеши́
293,Gespräch::N,ბაასი,корхтама
294,Gespräch::N,საუბარი,корхтама
295,Märchen::N,არაკი,ёфкс
296,Märchen::N,ზღაპარი,ёфкс
297,Erzählung::N,თქმულება,азкс
298,Nachricht::N,ცნობა,куля́
299,Nachricht::N,ამბავი,куля́
300,Neuigkeit::N,სიახლე,куля́
301,Name::N,სახელი,лем
302,Rätsel::N,გამოცანა,со́дама ёфкс
303,Rede::N,სიტყვა,вал
304,Rede::N,სიტყვა,корхтама
305,Sprache::N,ენა,кяль
306,Stimme::N,ხმა,вайгяль
307,Wort::N,სიტყვა,вал
308,Zeichen::N,ნიშანი,тя́ште
309,Zeichen::N,ნიშანი,тя́штькс
310,Ruf::N,ძახილი,тердема
311,Lärm::N,ხმაური,гайф
312,Lärm::N,ხმაური,жалакодома
313,Laut::N,ხმა,вайгяль
314,Laut::N,ბგერა,вайгяль
315,Ton::N,ტონი,вайгяль
316,Lied::N,სიმღერა,мора
317,Ruhe::N,სიწყნარე,сетьме
318,Leute::N,ადამიანები,ломатть
319,Volk::N,ერი,наро́д
320,Volk::N,ხალხი,наро́д
321,Arbeit::N,მუშაობა,тев
322,Gast::N,სტუმარი,и́нжи
323,Gast::N,სტუმარი,ко́нак
324,Geschenk::N,საჩუქარი,казне
325,Spiel::N,თამაში,налхкома
326,Spiel::N,თამაში,налхксема
327,Gesellschaft::N,საზოგადოება,кружок
328,Hilfe::N,შველა,лездома
329,Hilfe::N,დახმარება,лездома
330,Freund::N,მეგობარი,я́лга
331,Kamerad::N,ამხანაგი,я́лга
332,Angelegenheit::N,საქმე,тев
333,Anzahl::N,ოდენობა,лувкс
334,Art::N,სახეობა,вид
335,Stück::N,ნატეხი,пакш
336,Teil::N,წილი,часть
337,Teil::N,წილი,пялькс
338,Hälfte::N,ნახევარი,пяле
339,Kreis::N,წრე,шаркс
340,Kreuz::N,ჯვარი,крёз
341,Linie::N,ხაზი,межа
342,Linie::N,ხაზი,китькс
343,Strich::N,შტრიხი,межа
344,Abstand::N,მანძილი,ётка
345,Entfernung::N,სიშორე,ётка
346,Gegend::N,არე,ва́ста
347,Gegend::N,არე,перьфпя́ль
348,Gegend::N,მხარე,ва́ста
349,Gegend::N,მხარე,перьфпя́ль
350,Platz::N,ფართობი,ва́ста
351,Ort::N,ადგილი,ва́ста
352,Seite::N,მხარე,пяле
353,Mitte::N,შუა,кучка́
354,Gegenstand::N,საგანი,веща
355,Sache::N,ნივთი,тев
356,Sache::N,ნივთი,веща
357,Rand::N,კიდე,пе
358,Kante::N,ნაწიბული,и́рдез
359,Ecke::N,კუთხე,ужа
360,Spitze::N,წვეტი,пря
361,Ende::N,ბოლო,пе
362,Loch::N,ხვრელი,варя
363,Winkel::N,კუთხე,ужа
364,Muster::N,მოხატულობა,сёрма
365,Größe::N,ზომა,серь
366,Größe::N,სიდიდე,серь
367,Länge::N,სიგრძე,кува́лма
368,Höhe::N,სიმაღლე,серь
369,Gewicht::N,წონა,сталма
370,Menge::N,რაოდენობა,лувкс
371,Haufen::N,გროვა,мар
372,Reihe::N,რიგი,ряд
373,Reihe::N,წყება,ряд
374,Boot::N,გემი,венеж
375,Ruder::N,ხოფი,миле
376,Ruder::N,ნიჩაბი,миле
377,Schlitten::N,მარხილი,ну́рда
378,Ski::N,თხილამური,сокс
379,Lagerfeuer::N,კოცონი,то́лмар
380,Last::N,ტვირთი,канкс
381,Last::N,ტვირთი,сталма
382,Gang::N,სვლა,молема
383,Schritt::N,ბიჯი,аськолкс
384,Norden::N,ჩრდილოეთი,якшама шире
385,Süden::N,სამხრეთი,ля́мбе ши́ре
386,Westen::N,დასავლეთი,ши валгома шире
387,Osten::N,აღმოსავლეთი,шинь стяма шире
388,Holz::N,ხე,вирь
389,Holz::N,ხე,шуфта
390,Brett::N,დაფა,лавця
391,Brett::N,ფიცარი,лавця
392,Platte::N,თლილი ქვა,плита́
393,Stütze::N,საყრდენი,неже
394,Stange::N,ჭოკი,олга
395,Stock::N,კეტი,байдек
396,Stab::N,ლატანი,олгоня
397,Rohr::N,მილაკი,турама
398,Haus::N,სახლი,куд
399,Heim::N,ოჯახის კერა,куд
400,Ofen::N,ღუმელი,пянакуд
401,Fußboden::N,იატაკი,кия́кс
402,Tisch::N,სუფრა,шра
403,Tisch::N,სუფრა,моркш
404,Tisch::N,მაგიდა,шра
405,Tisch::N,მაგიდა,моркш
406,Stuhl::N,სკამი,стул
407,Wiege::N,აკვანი,нюря́м
408,Bett::N,საწოლი,ацам
409,Bett::N,სარეცელი,ацам
410,Regal::N,თაროები,лавцяланга
411,Kiste::N,ყუთი,парга
412,Kiste::N,სკივრი,парга
413,Fenster::N,ფანჯარა,валмья
414,Fenster::N,სარკმელი,валмья
415,Tür::N,ბჭე,кенкш
416,Tür::N,კარი,кенкш
417,Tor::N,ჭიშკარი,ортат
418,Zaun::N,ღობე,перяфкс
419,Zaun::N,გალავანი,перяфкс
420,Dach::N,სახურავი,кудпря
421,Leiter::N,კიბე,куцема
422,Besen::N,ცოცხი,тяльме
423,Spaten::N,ნიჩაბი,ка́йме
424,Schaufel::N,ბარი,ко́поня
425,Schaufel::N,ბარი,ця́рдом
426,Gabel::N,ჩანგალი,ця́нгоня
427,Löffel::N,კოვზი,куцю
428,Messer::N,დანა,пеель
429,Nagel::N,ლურსმანი,эска
430,Netz::N,ბადე,
431,Haken::N,კავი,кя́чказ
432,Haken::N,კაუჭი,кя́чказ
433,Griff::N,ტარი,недь
434,Griff::N,ტარი,кунда́мка
435,Schloss::N,კლიტე,замо́к
436,Schloss::N,საკეტი,замо́к
437,Bild::N,სურათი,карти́на
438,Figur::N,ფიგურა,ронга-понда
439,Puppe::N,თოჯინა,ня́ка
440,Beutel::N,პარკი,кяскав
441,Bündel::N,გალა,кярьме
442,Bündel::N,ასხმა,кярьме
443,Tasche::N,ჩანთა,кошяльня
444,Eimer::N,ჩამჩა,ве́дарка
445,Deckel::N,ხუფი,тавадкс
446,Deckel::N,ხუფი,вельхкс
447,Deckel::N,სარქველი,тавадкс
448,Deckel::N,სარქველი,вельхкс
449,Geschirr::N,ჭურჭელი,кядьге
450,Sack::N,ტომარა,кяскав
451,Tasse::N,ფინჯანი,ша́ваня
452,Topf::N,ქოთანი,кавозь
453,Kessel::N,ქვაბი,сргавозь
454,Essen::N,ჭამა,ярхцама
455,Nahrung::N,საზრდო,ярхцампяль
456,Nahrung::N,საკვები,ярхцампяль
457,Speise::N,საჭმელი,ярхцама
458,Fleisch::N,ხორცი,пал
459,Fleisch::N,ხორცი,сиволь
460,Getreide::N,მარცვლოვანი,сёра
461,Brei::N,ფაფა,ям
462,Brot::N,პური,кши
463,Scheibe::N,ნაჭერი,кочам
464,Fett::N,ქონი,куя́
465,Fett::N,ცხიმი,куя́
466,Butter::N,კარაქი,вай
467,Öl::N,ზეთი,вай
468,Salz::N,მარილი,сал
469,Suppe::N,სუფი,шонгарям
470,Suppe::N,სუფი,коршампяль
471,Honig::N,თაფლი,медь
472,Milch::N,რძე,лофца
473,Tee::N,ჩაი,чай
474,Leder::N,ტყავი,кедь
475,Wolle::N,მატყლი,пона
476,Stoff::N,ქსოვილი,котф
477,Nadel::N,ნემსი,салмокс
478,Faden::N,ძაფი,сюре
479,Faden::N,მკედი,сюре
480,Knopf::N,ღილი,пуня
481,Knoten::N,ნასკვი,сюлма
482,Farbe::N,საღებავი,архтомбяль
483,Kleidung::N,ტანსაცმელი,щам
484,Hemd::N,ხალათი,па́нар
485,Hemd::N,პერანგი,па́нар
486,Kragen::N,საყელო,сиве
487,Ärmel::N,სახელო,ожа
488,Hose::N,შარვალი,понкст
489,Gürtel::N,ქამარი,каркс
490,Mütze::N,ქუდი,вазь
491,Schuh::N,ფეხსაცმელი,башма́к
492,Stiefel::N,ჩექმა,кя́ме
493,Ring::N,ბეჭედი,суркс
494,Band::N,ბაფთი,керькс
495,Band::N,ბაფთი,лента
496,Kamm::N,სავარცხელი,сюрьхцем
497,Spiegel::N,სარკე,ванома
498,Riemen::N,ღვედი,шнань каркс
499,Schnur::N,ლარი,пикс
500,Schnur::N,ლარი,карькскя
501,Leine::N,ჯაჭვი,вядьме
502,Decke::N,საბანი,вельхкс
503,Kissen::N,ბალიში,тоду
504,Tuch::N,მაუდი,руця́
505,Tuch::N,თავშალი,руця́
506,Handtuch::N,ხელსახოცი,на́рдама
507,Kraft::N,ძალა,вий
508,Stärke::N,ღონე,вииши
509,Gesundheit::N,ჯანმრთელობა,шумбраши́
510,Krankheit::N,სენი,урма́
511,Krankheit::N,სენი,сярядема
512,Krankheit::N,ავადმყოფობა,урма́
513,Krankheit::N,ავადმყოფობა,сярядема
514,Schmerz::N,ტკივილი,маряма
515,Wunde::N,იარი,керф
516,Wunde::N,ჭრილობა,керф
517,Fieber::N,ციება,маштыкс
518,Arznei::N,წამალი,надо́бья
519,Arznei::N,წამალი,пъчка́фтома
520,Brücke::N,ხიდი,седь
521,Brunnen::N,ჭა,эши
522,Weide::N,საძოვარი,ванома васта
523,Pfad::N,ბილიკი,ян
524,Pfad::N,ბილიკი,киня́
525,Weg::N,გზა,ки
526,Straße::N,შარაგზა,ки
527,Dorf::N,დაბა,веле
528,Dorf::N,სოფელი,веле
529,Stadt::N,ქალაქი,ош
530,Brief::N,წერილი,сёрма
531,Buch::N,წიგნი,книга
532,Buchstabe::N,ასო,бу́ква
533,Zeitung::N,გაზეთი,газе́та
534,Leben::N,სიცოცხლე,эряф
535,Leben::N,სიცოცხლე,эряма
536,Tod::N,სიკვდილი,кулома́
537,Grab::N,სამარე,калма
538,Grab::N,საფლავი,калма
539,Kirche::N,ეკლესია,це́рькав
540,Sünde::N,ცოდვა,пежеть
541,Sünde::N,ცოდვა,муворкс
542,Gott::N,ღმერთი,шкай
543,Arbeiter::N,მუშა,трудендай
544,Arbeiter::N,მუშა,работник
545,Chef::N,გამგე,азор
546,Chef::N,გამგე,оцюня
547,Meister::N,ოსტატი,мастяр
548,Arzt::N,ექიმი,врач
549,Arzt::N,ექიმი,доктор
550,Arzt::N,მკურნალი,врач
551,Arzt::N,მკურნალი,доктор
552,Lehrer::N,მასწავლებელი,учи́тель
553,Geld::N,ფული,ярмакт
554,Geschäft::N,საქმე,ладяфкс
555,Geschäft::N,საქმე,ладяф тев
556,Geschäft::N,ბიზნესი,ладяфкс
557,Geschäft::N,ბიზნესი,ладяф тев
558,Laden::N,დუქანი,ла́вка
559,Laden::N,მაღაზია,ла́вка
560,Preis::N,ფასი,питне
561,Ware::N,საქონელი,миф
562,Ware::N,საქონელი,ра́маф
563,Nutzen::N,ხეირი,пара
564,Nutzen::N,ხეირი,лезкс
565,Reichtum::N,სიმდიდრე,ко́зяши
566,Welt::N,მსოფლიო,свет
567,Land::N,მხარე,мастор
568,Land::N,ქვეყანა,мастор
569,Staat::N,სახელმწიფო,государства
570,König::N,მეფე,король
571,Macht::N,ძლიერება,азорондама
572,Macht::N,ძლიერება,азорксши
573,Grenze::N,ზღვარი,ёткаян
574,Krieg::N,ომი,война́
575,Feind::N,მტერი,душман
576,Feind::N,მტერი,каршек тюри
577,Gewalt::N,სისასტიკე,наругама
578,Kampf::N,ბრძოლა,тюрема́
579,Bogen[Waffe]::N,მშვილდი,нал
580,Pfeil::N,ისარი,нал
581,Pfeil::N,მახვილი,нал
582,Gewehr::N,თოფი,винто́вка
583,Gewehr::N,შაშხანა,винто́вка
584,Fehler::N,შეცდომა,эльбядькс
585,Lüge::N,სიცრუე,васькафнема
586,Schaden::N,ვნება,зия́н
587,Unglück::N,ხიფათი,зия́н
588,Unglück::N,უბედურება,зия́н
589,Schuld::N,ბრალი,муворши
590,Alter::N,ასაკი,эряф кизот
591,Alter::N,ასაკი,эряфонь пинге
592,Schluss::N,ბოლო,пе
593,Schluss::N,დასასრული,пе
594,Zeit::N,დრო,пинге
595,Tag::N,დღე,ши
596,Morgen::N,დილა,шобдава
597,Mittag::N,შუადღე,шикучка
598,Abend::N,საღამო,иля́дь
599,Nacht::N,ღამე,ве
600,Woche::N,კვირა,недя́ля
601,Monat::N,თვე,ков
602,Jahr::N,წელი,киза
603,Frühling::N,გაზაფხული,тунда́
604,Sommer::N,ზაფხული,киза
605,Herbst::N,შემოდგომა,сёксе
606,Winter::N,ზამთარი,тяла
607,Januar::N,იანვარი,кельмеков
608,Februar::N,თებერვალი,уфайков
609,März::N,მარტი,марайков
610,April::N,აპრილი,шудиков
611,Mai::N,მაისი,панжиков
612,Juni::N,ივნისი,лямбеков
613,Juli::N,ივლისი,псиков
614,August::N,აგვისტო,сёроньков
615,September::N,სექტემბერი,тюжягов
616,Oktober::N,ოქტომბერი,кельмазаков
617,November::N,ნოემბერი,эйндамков
618,Dezember::N,დეკემბერი,кучкаков
619,Montag::N,ორშაბათი,одговши
620,Dienstag::N,სამშაბათი,ша́вши
621,Mittwoch::N,ოთხშაბათი,вержи
622,Donnerstag::N,ხუთშაბათი,шува́ланя
623,Freitag::N,პარასკევი,пя́денця
624,Samstag::N,შაბათი,ёткши
625,Sonntag::N,კვირა,таргоши
626,groß::A,დიდი,оцю
627,klein::A,მცირე,ёмла
628,klein::A,პატარა,ёмла
629,lang::A,გრძელი,кува́ка
630,kurz::A,მოკლე,нюрьхкя́ня
631,breit::A,ფართო,кели
632,breit::A,განიერი,кели
633,schmal::A,ვიწრო,тяйня
634,schmal::A,წვრილი,тяйня
635,dicht::A,მჭიდრო,сиде
636,dicht::A,მჭიდრო,туста
637,dick[Gegenstand]::A,სქელი,эчке
638,dünn::A,წვრილი,шува́ня
639,fein::A,თხელი,шува́ня
640,fest::A,მყარი,кеме
641,flach::A,ბრტყელი,лапш
642,glatt::A,გლუ,вадяв
643,glatt::A,გლუ,такор
644,hart::A,მაგარი,калгода
645,weich::A,რბილი,ляпе
646,rund::A,მრგვალი,кру́глай
647,spitz::A,წვეტიანი,ботаз
648,spitz::A,წვეტიანი,оржа
649,scharf::A,მჭრელი,оржа
650,stumpf::A,ბლაგვი,ношка
651,schwer::A,მძიმე,стака
652,schön::A,ლამაზი,мазы
653,heiß::A,ცხელი,пси
654,warm::A,თბილი,лямбе
655,kalt::A,ცივი,кельме
656,kühl::A,გრილი,эше
657,frisch::A,სუფთა,свежай
658,feucht::A,ნოტიო,летьке
659,nass::A,სველი,начка
660,trocken::A,მშრალი,коське
661,voll::A,სავსე,пяшксе
662,leer::A,ცარიელი,шава
663,offen::A,ღია,панжада
664,offen::A,ღია,виде
665,offen::A,გაშლილი,панжада
666,offen::A,გაშლილი,виде
667,geschlossen::A,დახურული,пякстаф
668,geschlossen::A,დახურული,сёлгф
669,sauber::A,სუფთა,ару
670,sauber::A,წმინდა,ару
671,schmutzig::A,ტალახიანი,рда́зу
672,schmutzig::A,ტალახიანი,пя́ндра
673,roh::A,უმი,верок
674,reif::A,მწიფე,ке́нерьф
675,lecker::A,გემრიელი,танцти
676,süß::A,ტკბილი,ламбама
677,bitter::A,მწარე,сяпи
678,sauer::A,მჟავე,шапама
679,hell::A,ნათელი,валда
680,dunkel::A,ბნელი,шобда
681,schwarz::A,შავი,равжа
682,weiß::A,თეთრი,акша
683,rot::A,წითელი,якстерь
684,gelb::A,ყვითელი,тюжя́
685,blau::A,ლურჯი,сенем
686,blau::A,ცისფერი,сенем
687,grün::A,მწვანე,пиже
688,grün::A,მწვანე,сянгяря
689,grau::A,რუხი,уле
690,grau::A,ნაცრისფერი,уле
691,bunt::A,ჭრელი,сёрмав
692,bunt::A,ფერადი,сёрмав
693,billig::A,იაფი,у́цез
694,billig::A,იაფი,аф пи́тни
695,teuer::A,ძვირი,пи́тни
696,wertvoll::A,ღირსიანი,питни
697,blind::A,ბრმა,сокор
698,taub::A,ყრუ,пярав
699,kräftig::A,ძალავანი,пяк вии
700,stark::A,ძლიერი,вии
701,stark::A,ღონიერი,вии
702,schwach::A,სუსტი,лафча
703,fett::A,სქელი,куя́
704,schlank::A,გამხდარი,виде ронга
705,hübsch::A,ეშხიანი,мазы
706,hübsch::A,მშვენიერი,мазы
707,böse::A,ავი,кяжи
708,böse::A,ბოროტი,кяжи
709,dumm::A,ბოთე,аф ёню
710,dumm::A,ბოთე,шава пря
711,dumm::A,სულელი,аф ёню
712,dumm::A,სულელი,шава пря
713,faul::A,ზანტი,нола
714,faul::A,ზარმაცი,нола
715,fleißig::A,ბეჯითი,ку́лхцонды
716,fleißig::A,მუყაითი,ку́лхцонды
717,geizig::A,ძუნწი,кирьжя
