,Concept_ID,lbe,hr
139,Gras::N,уртту,trava
140,Wurzel::N,мархха,korijen
141,Baum::N,мурхь,drvo
142,Baum::N,мурхь,stablo
143,Stamm::N,ттарцӏ,deblo
144,Stamm::N,ттарцӏ,stablo
145,Rinde::N,ккамара,kora
146,Ast::N,матӏи,grana
147,Zweig::N,къяртта,grana
148,Blatt::N,чӏапӏи,list
149,Birke::N,кӏялахӏи,breza
150,Birke::N,кӏялахӏилул мурхь,breza
151,Kiefer[Baum]::N,ттар,bor
152,Kiefer[Baum]::N,ттарлил мурхь,bor
153,Weide[Baum]::N,щавщи,iva
154,Weide[Baum]::N,щавщи,vŕba
155,Tanne::N,ттарлил мурхь,jela
156,Horn::N,хъи,rog
157,Feder::N,лелуххул тӏиму,pero
158,Fell::N,бурчу,koža
159,Flügel::N,хъа,krilo
160,Flügel::N,ххурупӏайрал тӏиму,krilo
161,Klaue::N,михь,papak
162,Kralle::N,ххяппа,pandža
163,Schwanz::N,магъ,rep
164,Ei::N,ккунук,jaje
165,Nest::N,кюру,gnijezdo
166,Bau::N,цукъуккутӏ,jazbina
167,Tier::N,хӏайван,životinja
168,Herde::N,газу,krdo
169,Herde::N,газу,stado
170,Kuh::N,оьл,krava
171,Bulle::N,ниц,bik
172,Pferd::N,чу,konj
173,Schaf::N,тта,ovca
174,Schwein::N,дунгъуз,svinja
175,Hund::N,ккаччи,pas
176,Hund::N,ккаччи,pseto
177,Katze::N,ччиту,mačka
178,Bär::N,цуша,medvjed
179,Eichhörnchen::N,бюрхттукку,vjeverica
180,Elch::N,ниц-бюрин,los
181,Fuchs::N,цулчӏа,lisica
182,Fuchs::N,куча цулчӏа,lisica
183,Hase::N,бюрх,zec
184,Maus::N,кӏулу,miš
185,Wolf::N,барцӏ,vuk
186,Wolf::N,барцӏ,kurjak
187,Vogel::N,лелуххи,ptica
188,Schwarm::N,гьухъала,roj
189,Schwarm::N,гьухъала,jato
190,Huhn::N,аьнакӏи,kokoš
191,Hahn::N,ажари,kokot
192,Hahn::N,ажари,pijevac
193,Gans::N,къаз,guska
194,Adler::N,барзу,orao
195,Ente::N,урдак,patka
196,Eule::N,ису,sova
197,Eule::N,ччиккумяв,sova
198,Kranich::N,кьурукь,ždral
199,Krähe::N,хъатӏу,vrana
200,Kuckuck::N,ччикку,kukavica
201,Schwan::N,урттил къаз,labud
202,Fisch::N,чавахъ,riba
203,Schlange[Tier]::N,шатта,guja
204,Schlange[Tier]::N,шатта,zmija
205,Wurm::N,кьюнукьай шатта,crv
206,Spinne::N,ххялцу,pauk
207,Ameise::N,митӏикьукьу,mrav
208,Mücke::N,мичӏак,komarac
209,Fliege::N,зимиз,muha
210,Schmetterling::N,чӏимучӏали,leptir
211,Beere::N,хӏаллил ахъулсса,boba
212,Beere::N,хӏаллил ахъулсса,bobica
213,Apfel::N,гьивч,jabuka
214,Pilz::N,ттуккул иис,pečurka
215,Zwiebel::N,лаччул чсмусул бакӏ,luk
216,Zwiebel::N,лаччул чсмусул бакӏ,kapula
217,Saat::N,гьанна,sjemenje
218,Korn::N,къама,zrno
219,Heu::N,ххулув,sijeno
220,Schale::N,ккиртту,kora
221,Schale::N,ккиртту,ljuska
222,Grube::N,кӏаланг,jama
223,Falle::N,къатӏа,zamka
224,Falle::N,къатӏа,klopka
225,Schlinge::N,хӏатӏ,uzao
226,Schlinge::N,хӏатӏ,petlja
227,Spur::N,ша,trag
228,Spur::N,ша,slijed
229,Asche::N,лах,pepeo
230,Dreck::N,кьяркьи,blato
231,Dreck::N,венп,blato
232,Eisen::N,мах,željezo
233,Gold::N,муси,zlato
234,Silber::N,арцу,srebro
235,Kohle::N,кӏалаш,ugalj
236,Kohle::N,кӏалаш,ugljen
237,Kohle::N,хъуручӏ,ugalj
238,Kohle::N,хъуручӏ,ugljen
239,Glas::N,пюрун,staklo
240,Lehm::N,сина аьрщи,glina
241,Lehm::N,сина аьрщи,ilovača
242,Sand::N,къун,pijesak
243,Mensch::N,инсан,čovjek
244,Mann::N,чув,muškarac
245,Mann::N,адимина,muškarac
246,Frau::N,щарсса,žena
247,Frau::N,хъамитайпа,žena
248,Kind::N,чӏиви оьрчӏ,čedo
249,Kind::N,чӏиви оьрчӏ,dijete
250,Junge::N,оьрчӏ,momče
251,Junge::N,оьрчӏ,dječak
252,Junge::N,бурхьин оьрчӏ,momče
253,Junge::N,бурхьин оьрчӏ,dječak
254,Mädchen::N,душ,djevojka
255,Mädchen::N,душ,djevojčica
256,Familie::N,кулпат,obitelj
257,Familie::N,кулпат,porodica
258,Großvater::N,ттатта,djed
259,Großvater::N,ниттил ппу,djed
260,Großmutter::N,буттал нину,baka
261,Eltern::N,нину-ппу,roditelji
262,Vater::N,ппу,otac
263,Mutter::N,нину,majka
264,Sohn::N,арс,sin
265,Tochter::N,душ,kći
266,Tochter::N,душ,kćerka
267,Bruder::N,уссу,brat
268,Schwester::N,ссу,sestra
269,Onkel::N,буттауссу,čika
270,Onkel::N,буттауссу,ujak
271,Tante::N,буттал ссу,ujna
272,Tante::N,буттал ссу,tetka
273,Ehemann::N,лас,muž
274,Ehemann::N,лас,suprug
275,Ehefrau::N,щар,žena
276,Ehefrau::N,щар,supruga
277,Ehefrau::N,щарсса,žena
278,Ehefrau::N,щарсса,supruga
279,Freude::N,шадшиву,radost
280,Freude::N,ххаришиву,radost
281,Gelächter::N,хъяхъаву,grohot
282,Glück::N,талихӏ,sreća
283,Kummer::N,дард,jad
284,Kummer::N,дард,briga
285,Wunsch::N,мурад,želja
286,Lust::N,гьавас,volja
287,Lust::N,ччаву,volja
288,Geist::N,рухӏ,duh
289,Gedanke::N,пикри,misao
290,Gedächtnis::N,дакӏний личӏаву,pamćenje
291,Verstand::N,аькьлу,um
292,Verstand::N,аькьлу,razum
293,Sinn::N,мяъна,smisao
294,Sinn::N,мяъна,značenje
295,Grund::N,багьана,razlog
296,Wahrheit::N,тӏайламур,istina
297,Wahrheit::N,хӏакьмур,istina
298,Gespräch::N,ихтилат,razgovor
299,Märchen::N,магьа,bajka
300,Erzählung::N,хавар,priča
301,Erzählung::N,хавар,pripovijest
302,Nachricht::N,хавар,vijest
303,Neuigkeit::N,хавар,novost
304,Name::N,цӏа,ime
305,Rätsel::N,ссигьа,zagonetka
306,Rede::N,гъалгъа,govor
307,Rede::N,гъалгъа,besjeda
308,Sprache::N,маз,jezik
309,Stimme::N,чӏу,glas
310,Stimme::N,чӏукӏа,glas
311,Wort::N,махъ,riječ
312,Zeichen::N,лишан,znak
313,Lärm::N,чӏу,buka
314,Lärm::N,чӏу,galama
315,Laut::N,чӏу,zvuk
316,Ton::N,чӏу,ton
317,Lied::N,балай,pjesma
318,Ruhe::N,дигьалагру,tišina
319,Ruhe::N,дигьалагру,počinak
320,Leute::N,инсантал,ljudi
321,Volk::N,ил,puk
322,Volk::N,ил,narod
323,Volk::N,халкь,puk
324,Volk::N,халкь,narod
325,Arbeit::N,заву,rad
326,Arbeit::N,заву,posao
327,Gast::N,хъамаличу,gost
328,Geschenk::N,бухчакарши,dar
329,Geschenk::N,бухчакарши,poklon
330,Geschenk::N,лажинккакку,dar
331,Geschenk::N,лажинккакку,poklon
332,Spiel::N,тӏуркӏу,igra
333,Gesellschaft::N,жямат,društvo
334,Gesellschaft::N,жямат,kompanija
335,Gesellschaft::N,ккуран,društvo
336,Gesellschaft::N,ккуран,kompanija
337,Hilfe::N,кумаг,pomoć
338,Freund::N,дус,prijatelj
339,Kamerad::N,хӏаласу,drug
340,Kamerad::N,хӏаласу,drugar
341,Angelegenheit::N,иш,posao
342,Anzahl::N,аьдад,broj
343,Anzahl::N,аьдад,brojnost
344,Art::N,жинс,vid
345,Art::N,жинс,vrst
346,Stück::N,касак,komad
347,Teil::N,бутӏа,dio
348,Hälfte::N,дачӏи,polovina
349,Kreis::N,кюрщан,krug
350,Kreuz::N,ххач,križ
351,Linie::N,щва,crta
352,Strich::N,щва,crta
353,Abstand::N,манзил,razmak
354,Abstand::N,манзил,odstojanje
355,Entfernung::N,манзил,udaljenost
356,Gegend::N,кӏану,kraj
357,Gegend::N,кӏану,predeo
358,Ort::N,кӏану,mjesto
359,Seite::N,чул,bok
360,Seite::N,чул,strana
361,Seite::N,чулухалу,bok
362,Seite::N,чулухалу,strana
363,Mitte::N,дя,sredina
364,Gegenstand::N,зат,predmet
365,Sache::N,зат,posao
366,Rand::N,зума,rub
367,Rand::N,зума,kraj
368,Ecke::N,мурцӏу,ugao
369,Spitze::N,мицӏ,vrh
370,Spitze::N,мицӏ,šiljak
371,Ende::N,зума,konac
372,Loch::N,ккутӏ,rupa
373,Winkel::N,мурцӏу,kut
374,Winkel::N,мурцӏу,ugao
375,Muster::N,накьич,uzor
376,Länge::N,лахъишиву,duljina
377,Höhe::N,лахъшиву,visina
378,Gewicht::N,дуццин,težina
379,Gewicht::N,кӏушиву,težina
380,Haufen::N,бакӏу,hrpa
381,Haufen::N,бакӏу,gomila
382,Reihe::N,кьюкьа,red
383,Boot::N,луткка,čun
384,Boot::N,луткка,čamac
385,Ruder::N,весло,veslo
386,Ruder::N,чӏатӏа,veslo
387,Schlitten::N,чана,saone
388,Schlitten::N,санкка,saone
389,Ski::N,лижарду,ski
390,Ski::N,лижарду,smučka
391,Lagerfeuer::N,къавтӏн,logorska vatra
392,Last::N,гьиву,tovar
393,Gang::N,нанаву,hod
394,Schritt::N,ша,korak
395,Norden::N,ухссав,sjever
396,Norden::N,ухссавнил чулухалу,sjever
397,Süden::N,кьилва,jug
398,Westen::N,баргълагавал,zapad
399,Westen::N,баргълагавал чул,zapad
400,Osten::N,баргъбуккай чулухалу,istok
401,Holz::N,тӏама,drvo
402,Brett::N,тахта,daska
403,Platte::N,гъуни,ploča
404,Stütze::N,гьалакӏу,potpora
405,Stange::N,къазихъ,motka
406,Stock::N,ттархь,štap
407,Stock::N,ттархь,palica
408,Stab::N,ччантӏакъу,štap
409,Stab::N,ччантӏакъу,šipka
410,Rohr::N,бургъу,cijev
411,Haus::N,къатта,kuća
412,Heim::N,къатта,dom
413,Ofen::N,пач,peć
414,Fußboden::N,чӏанкъатта,pod
415,Tisch::N,усттул,stol
416,Tisch::N,усттул,trpeza
417,Stuhl::N,кӏану,stolac
418,Stuhl::N,кӏану,stolica
419,Wiege::N,оьрчӏал кӏану,kolijevka
420,Bett::N,тах,krevet
421,Bett::N,тах,postelja
422,Regal::N,чӏаму,polica
423,Kiste::N,яшикӏ,sanduk
424,Kiste::N,къурши,sanduk
425,Fenster::N,чӏавахьулу,prozor
426,Tür::N,нуз,vrata
427,Tür::N,нузкьун,vrata
428,Tor::N,къапу,vrata
429,Tor::N,къапу,kapija
430,Tor::N,дарваза,vrata
431,Tor::N,дарваза,kapija
432,Zaun::N,дайгьузанну,plot
433,Zaun::N,дайгьузанну,ograda
434,Dach::N,магъи,krov
435,Dach::N,цӏиялу,krov
436,Leiter::N,чуртту,ljestve
437,Leiter::N,чуртту,ljestvice
438,Besen::N,чӏатлу,metla
439,Spaten::N,бил,ašov
440,Schaufel::N,чӏатӏа,lopata
441,Gabel::N,гьиссилу,viljuška
442,Löffel::N,къуса,žlica
443,Messer::N,чӏила,nož
444,Nagel::N,мяр,čavao
445,Netz::N,къери,mreža
446,Haken::N,къича,kuka
447,Griff::N,куяму,držak
448,Griff::N,куяму,ručica
449,Schloss::N,кьункьула,brava
450,Bild::N,сурат,slika
451,Puppe::N,ссихьу,lutka
452,Beutel::N,чантай,kesa
453,Bündel::N,гьи,snop
454,Bündel::N,гьи,svežanj
455,Bündel::N,къар,snop
456,Bündel::N,къар,svežanj
457,Eimer::N,бадра,kabao
458,Deckel::N,къапаза,poklopac
459,Geschirr::N,пюрунчӏул,suđe
460,Geschirr::N,пюрунчӏул,posuđe
461,Geschirr::N,тӏахӏникӏичӏу,suđe
462,Geschirr::N,тӏахӏникӏичӏу,posuđe
463,Sack::N,къап,džak
464,Sack::N,къап,vreća
465,Sack::N,дарваг,džak
466,Sack::N,дарваг,vreća
467,Tasse::N,пижан,šalica
468,Tasse::N,пинжан,šalica
469,Tasse::N,инкираччатӏи,šalica
470,Tasse::N,цинцилттал бушкъап,šalica
471,Topf::N,кӏункӏур,lonac
472,Kessel::N,чаг,kazan
473,Kessel::N,кӏункӏур,kazan
474,Essen::N,дукия,obrok
475,Essen::N,дукин,obrok
476,Nahrung::N,дукра,hrana
477,Speise::N,дукра,jelo
478,Fleisch::N,дикӏ,meso
479,Getreide::N,къама,žito
480,Getreide::N,къама,žitarice
481,Brei::N,ккурч,kaša
482,Brot::N,ччатӏ,kruh
483,Scheibe::N,парча,kriška
484,Fett::N,аьгъушиву,mast
485,Fett::N,аьгъушиву,salo
486,Butter::N,нагь,buter
487,Butter::N,нагь,maslac
488,Butter::N,лагаву,buter
489,Butter::N,лагаву,maslac
490,Salz::N,цӏву,sol
491,Suppe::N,накь,supa
492,Honig::N,ницӏ,med
493,Milch::N,накӏ,mlijeko
494,Tee::N,чяй,čaj
495,Leder::N,бурчу,koža
496,Wolle::N,ппал,vuna
497,Stoff::N,янна,štof
498,Stoff::N,янна,tkanina
499,Nadel::N,ххалаххи,igla
500,Faden::N,ххал,nit
501,Faden::N,ххал,konac
502,Knopf::N,банд,dugme
503,Knoten::N,къурхъ,čvor
504,Knoten::N,къурхъ,uzao
505,Farbe::N,сир,farba
506,Kleidung::N,янна,odjeća
507,Kleidung::N,лаххия,odjeća
508,Hemd::N,гьухъа,košulja
509,Kragen::N,дарвач,ovratnik
510,Ärmel::N,кахха,rukav
511,Hose::N,хӏажак,hlače
512,Gürtel::N,мухӏлу,pas
513,Gürtel::N,мухӏлу,pojas
514,Mütze::N,кьяпа,kapa
515,Stiefel::N,чакма,čizma
516,Ring::N,кӏисса,prsten
517,Band::N,линт,vrpca
518,Kamm::N,ттарал,češalj
519,Spiegel::N,дагьани,zrcalo
520,Spiegel::N,дагьани,ogledalo
521,Riemen::N,эн,kaiš
522,Riemen::N,эн,remen
523,Schnur::N,хьхьа,vrpca
524,Decke::N,виргъан,ćebe
525,Decke::N,виргъан,pokrivač
526,Kissen::N,кӏаралу,jastuk
527,Tuch::N,карщи,rubac
528,Tuch::N,карщи,marama
529,Handtuch::N,калихьу,ručnik
530,Handtuch::N,лажинлихьу,ručnik
531,Kraft::N,эллаж,snaga
532,Stärke::N,гуж,jakost
533,Gesundheit::N,цӏуллу-сагъшиву,zdravlje
534,Krankheit::N,къашайшиву,bolest
535,Schmerz::N,къюву,bol
536,Wunde::N,щаву,rana
537,Fieber::N,кӏиришиву,groznica
538,Arznei::N,дару,lijek
539,Brücke::N,ламу,most
540,Brücke::N,ламу,ćuprija
541,Brunnen::N,къуй,bunar
542,Brunnen::N,къуй,zdenac
543,Weide::N,бизантту,paša
544,Weide::N,бизантту,pašnjak
545,Pfad::N,жегъир ххуллу,staza
546,Weg::N,ххуллу,put
547,Straße::N,ххуллу,drum
548,Straße::N,ххуллу,cesta
549,Dorf::N,щар,selo
550,Dorf::N,шяравалу,selo
551,Stadt::N,шагьру,grad
552,Stadt::N,шагьру,varoš
553,Brief::N,чагъар,list
554,Brief::N,чагъар,pismo
555,Buch::N,лу,knjiga
556,Buchstabe::N,хӏарп,slovo
557,Zeitung::N,кказит,novine
558,Leben::N,оьрму,život
559,Tod::N,ажал,smrt
560,Tod::N,бивкӏу,smrt
561,Tod::N,ивчӏаву,smrt
562,Grab::N,гьав,raka
563,Kirche::N,килиса,crkva
564,Sünde::N,бунагъ,grijeh
565,Gott::N,зал,bog
566,Arbeiter::N,зузала,radnik
567,Chef::N,ялувма,šef
568,Meister::N,усттар,majstor
569,Arzt::N,хӏакин,liječnik
570,Lehrer::N,учитель,učitelj
571,Geld::N,арцу,novac
572,Geschäft::N,даву,posao
573,Geschäft::N,даву,trgovina
574,Laden::N,ттучан,dućan
575,Preis::N,багъа,cijena
576,Ware::N,хъус,roba
577,Nutzen::N,хайр,korist
578,Nutzen::N,мюнпат,korist
579,Reichtum::N,давлат,bogatstvo
580,Reichtum::N,аваданшиву,bogatstvo
581,Welt::N,дуниял,svijet
582,Land::N,билаят,zemlja
583,Staat::N,паччахӏлугъ,država
584,Macht::N,власть,moć
585,Macht::N,власть,vlast
586,Grenze::N,дазу,granica
587,Krieg::N,дяъви,rat
588,Feind::N,душман,neprijatelj
589,Gewalt::N,къия,sila
590,Gewalt::N,къия,nasilje
591,Kampf::N,лачӏуи уккаву,boj
592,Kampf::N,лачӏуи уккаву,borba
593,Bogen[Waffe]::N,ккуртта,luk
594,Pfeil::N,чӏатӏаракӏ,strijela
595,Gewehr::N,ттупанг,puška
596,Fehler::N,гъалатӏ,pogreška
597,Fehler::N,гъалатӏ,griješka
598,Lüge::N,щялмахъ,laž
599,Schaden::N,зарал,šteta
600,Unglück::N,бала,nesreća
601,Schuld::N,тахсир,krivnja
602,Alter::N,оьрму,dob
603,Schluss::N,ахир,kraj
604,Schluss::N,ахир,konac
605,Zeit::N,чӏун,doba
606,Zeit::N,чӏун,vrijeme
607,Tag::N,кьини,dan
608,Morgen::N,кӏюрх,jutro
609,Mittag::N,ахттайн,podne
610,Mittag::N,дяахттайн,podne
611,Mittag::N,ахттайн чӏун,podne
612,Abend::N,маркӏачӏан,veče
613,Abend::N,маркӏачӏан,večer
614,Nacht::N,хьхьу,noć
615,Woche::N,нюжмар,sedmica
616,Monat::N,барз,mjesec
617,Jahr::N,шин,godina
618,Frühling::N,инт,proljeće
619,Sommer::N,гъи,ljeto
620,Herbst::N,ссут,jesen
621,Winter::N,кӏи,zima
622,Januar::N,цалчинмур барз,januar
623,Januar::N,цалчинмур барз,siječanj
624,Februar::N,кӏилчинмур барз,veljača
625,Februar::N,кӏилчинмур барз,februar
626,März::N,шамилчинмур барз,mart
627,März::N,шамилчинмур барз,ožujak
628,April::N,апрель,april
629,April::N,апрель,travanj
630,April::N,мукьилчинмур барз,april
631,April::N,мукьилчинмур барз,travanj
632,Mai::N,май,maj
633,Mai::N,май,svibanj
634,Mai::N,ххюлчинмур барз,maj
635,Mai::N,ххюлчинмур барз,svibanj
636,Juni::N,июнь,juni
637,Juni::N,июнь,lipanj
638,Juni::N,ряххилчинмур барз,juni
639,Juni::N,ряххилчинмур барз,lipanj
640,Juli::N,июль,juli
641,Juli::N,июль,srpanj
642,Juli::N,Арулчинмур барз,juli
643,Juli::N,Арулчинмур барз,srpanj
644,August::N,мяйлчинмур барз,august
645,August::N,мяйлчинмур барз,kolovoz
646,September::N,урчӏилчинмур барз,rujan
647,September::N,урчӏилчинмур барз,septembar
648,Oktober::N,ацӏилчинмур барз,oktobar
649,Oktober::N,ацӏилчинмур барз,listopad
650,November::N,ацӏния цалчинмур барз,studeni
651,November::N,ацӏния цалчинмур барз,novembar
652,Dezember::N,ацӏния кӏилчинмур барз,prosinac
653,Montag::N,итин,ponedjeljak
654,Montag::N,итин,ponedjeljnik
655,Montag::N,итин кьини,ponedjeljak
656,Montag::N,итин кьини,ponedjeljnik
657,Dienstag::N,тталат,utorak
658,Dienstag::N,тталат,utornik
659,Dienstag::N,тталат кьини,utorak
660,Dienstag::N,тталат кьини,utornik
661,Mittwoch::N,арвахӏ,srijeda
662,Donnerstag::N,хамис,četvrtak
663,Freitag::N,нюжмар,petak
664,Freitag::N,нюжмар кьини,petak
665,Samstag::N,ххуллун,subota
666,Samstag::N,ххуллун кьини,subota
667,Sonntag::N,алхӏат,nedjelja
668,Sonntag::N,алхӏат кьини,nedjelja
669,groß::A,бугъарасса,velik
670,klein::A,чӏивисса,mali
671,klein::A,чӏивисса,malen
672,lang::A,лахъисса,dug
673,lang::A,лахъисса,dugačak
674,kurz::A,кутӏасса,kratak
675,breit::A,уттасса,širok
676,schmal::A,уттакӏюласса,uski
677,schmal::A,уттакӏюласса,uzak
678,dicht::A,ццунсса,gust
679,dick[Gegenstand]::A,ганзсса,debeo
680,dünn::A,кӏюласса,tanak
681,fest::A,цӏакьсса,čvrst
682,fest::A,кьянкьасса,čvrst
683,flach::A,баягъисса,ravan
684,flach::A,баягъисса,plosnat
685,flach::A,цӏубакъасса,ravan
686,flach::A,цӏубакъасса,plosnat
687,flach::A,куртӏ дакъасса,ravan
688,flach::A,куртӏ дакъасса,plosnat
689,glatt::A,дюрчӏусса,gladak
690,hart::A,кьянкьасса,tvrd
691,weich::A,кӏукӏлусса,mek
692,weich::A,кӏукӏлусса,mekan
693,rund::A,ккурккисса,okrugao
694,spitz::A,ярксса,oštar
695,spitz::A,ярксса,šiljast
696,spitz::A,дайлсса,oštar
697,spitz::A,дайлсса,šiljast
698,spitz::A,мицӏ бусса,oštar
699,spitz::A,мицӏ бусса,šiljast
700,scharf::A,ярксса,oštar
701,scharf::A,ярксса,bridak
702,scharf::A,дайлсса,oštar
703,scharf::A,дайлсса,bridak
704,scharf::A,мицӏ бусса,oštar
705,scharf::A,мицӏ бусса,bridak
706,stumpf::A,къуркъасса,tup
707,schwer::A,кӏусса,težak
708,schön::A,аьнтӏикӏасса,krasan
709,heiß::A,кӏирисса,vruć
710,warm::A,гъелисса,topao
711,kalt::A,дяркъусса,hladan
712,kühl::A,дюхлулсса,hladan
713,frisch::A,цӏусса,svjež
714,feucht::A,атилсса,vlažan
715,feucht::A,хъавтусса,vlažan
716,nass::A,атилсса,mokar
717,nass::A,хъавтусса,mokar
718,trocken::A,кьавкьсса,suh
719,trocken::A,кьакьан бувсса,suh
720,voll::A,бувцӏусса,pun
721,leer::A,бачӏвасса,prazan
722,offen::A,тӏивтӏусса,otvoren
723,geschlossen::A,лавкьусса,zatvoren
724,sauber::A,марцӏсса,čist
725,schmutzig::A,чапалсса,nečist
726,schmutzig::A,чапалсса,blatan
727,roh::A,шакъавхьсса,sirov
728,reif::A,дирсса,zreo
729,lecker::A,нахӏусса,tečan
730,lecker::A,нахӏусса,ukusan
731,lecker::A,тӏааьнсса,tečan
732,lecker::A,тӏааьнсса,ukusan
733,süß::A,нацӏусса,sladak
734,bitter::A,кьурчӏисса,gorak
735,sauer::A,туршсса,kiseo
736,hell::A,чаннасса,vedar
737,hell::A,чаннасса,svijetao
738,dunkel::A,цӏансса,taman
739,schwarz::A,лухӏисса,crn
740,weiß::A,кӏяласса,bio
741,weiß::A,кӏяласса,bijel
742,rot::A,ятӏулсса,crven
743,gelb::A,хъахъисса,žut
744,blau::A,някӏсса,plav
745,blau::A,някӏсса,modar
746,grün::A,щюлисса,zelen
747,grau::A,оьрусса,siv
748,bunt::A,оьрчӏикӏурисса,šaren
749,billig::A,кьювкьусса,jeftin
750,teuer::A,ххирасса,skup
751,wertvoll::A,багьасса,vrijedan
752,wertvoll::A,багьасса,dragocjen
753,blind::A,мурчӏисса,slijep
