,Concept_ID,kk,pl
799,verschieden::A,түрлі,różny
800,nah::A,жуық,bliski
801,nah::A,етене,bliski
802,fern::A,алыс,daleki
803,fern::A,алыстағы,daleki
804,linker::A,сол,lewy
805,linker::A,солшыл,lewy
806,rechter::A,оң,prawy
807,anderer::A,өзге,inny
808,anderer::A,былайғы,inny
809,erster::A,алғашқы,pierwszy
810,zweiter::A,екінші,drugi
811,dritter::A,үшінші,trzeci
812,letzter::A,артқы,ostatni
813,letzter::A,кейінгі,ostatni
814,allein::ADV,серіксіз,sam
815,auf einmal::ADV,бірден,naraz
816,zusammen::ADV,бірлесіп,razem
817,lange::ADV,ұзақ,długo
818,plötzlich::ADV,кенет,nagle
819,sofort::ADV,әне-міне дегенше,natychmiast
820,später::ADV,артынан,później
821,jetzt::ADV,енді,teraz
822,jetzt::ADV,енді,obecnie
823,jetzt::ADV,қазір,teraz
824,jetzt::ADV,қазір,obecnie
825,heute::ADV,бүгін,dziś
826,heute::ADV,бүгін,dzisiaj
827,morgen::ADV,ертең,jutro
828,bald::ADV,тез,wkrótce
829,dann::ADV,онан соң,potem
830,dann::ADV,сонан соң,potem
831,gestern::ADV,кеше,wczoraj
832,einst::ADV,бірде,kiedyś
833,einst::ADV,бірде,niegdyś
834,einst::ADV,бір кезде,kiedyś
835,einst::ADV,бір кезде,niegdyś
836,damals::ADV,анада,wtedy
837,damals::ADV,анада,wówczas
838,danach::ADV,онан соң,następnie
839,danach::ADV,сонан соң,następnie
840,vorher::ADV,бұрын,przedtem
841,zuerst::ADV,әуелі,naprzód
842,zuerst::ADV,әуелі,najpierw
843,zuerst::ADV,алдымен,naprzód
844,zuerst::ADV,алдымен,najpierw
845,einmal::ADV,бір жолы,raz
846,manchmal::ADV,кейде,czasem
847,oft::ADV,ылғи,często
848,immer::ADV,өнебойы,zawsze
849,niemals::ADV,ешуақытта,nigdy
850,hier::ADV,бұнда,tu
851,hier::ADV,бұнда,tutaj
852,hier::ADV,осында,tu
853,hier::ADV,осында,tutaj
854,hierhin::ADV,бермен,tu
855,von hier::ADV,бер жақтан,stąd
856,dort::ADV,анда,tam
857,dorthin::ADV,әрі,tam
858,geradeaus::ADV,тура,prosto
859,vorwärts::ADV,ілгері,naprzód
860,rückwärts::ADV,артқа,wstecz
861,zurück::ADV,кейін қарай,z powrotem
862,unten::ADV,төменде,u dołu
863,unten::ADV,төменде,na dole
864,hinab::ADV,астына,na_dół
865,hinab::ADV,астына,w_dół
866,hinab::ADV,төмен,na_dół
867,hinab::ADV,төмен,w_dół
868,oben::ADV,жоғарыда,w górze
869,oben::ADV,жоғарыда,na górze
870,hinauf::ADV,өрге,w górę
871,hinauf::ADV,өрге,na górę
872,überall::ADV,әрқайда,wszędzie
873,nicht::ADV,емес,nie
874,ein wenig::ADV,азырақ,trochę
875,ein wenig::ADV,аздаған,trochę
876,ein wenig::ADV,азғантай,trochę
877,kaum::ADV,зорға,ledwie
878,kaum::ADV,зорға,prawie nie
879,sehr::ADV,орасан,bardzo
880,so::ADV,бұлай,tak
881,so::ADV,былайша,tak
882,noch::ADV,әлі,jeszcze
883,nur::ADV,ғана,tylko
884,schon::ADV,түге,już
885,wieder::ADV,жаңа,znów
886,wieder::ADV,жаңа,znowu
887,wieder::ADV,қайта,znów
888,wieder::ADV,қайта,znowu
889,wieder::ADV,жаңадан,znów
890,wieder::ADV,жаңадан,znowu
891,vergebens::ADV,бекер,na próżno
892,vor::PRP,алды,przed
893,hinter::PRP,артынан,za
894,unter::PRP,түп,pod
895,unter::PRP,маңында,pod
896,durch::PRP,арқылы,przez
897,neben::PRP,іргеде,obok
898,neben::PRP,жанында,obok
899,zwischen::PRP,арада,między
900,wegen::PRP,үшін,z powodu
901,dies::PRN,бұ,to
902,dies::PRN,осы,to
903,das::PRN,сол,to
904,alles::PRN,дүйім,wszystko
905,alles::PRN,күллі,wszystko
906,ich::PRN,мен,ja
907,du::PRN,сен,ty
908,er::PRN,ол,on
909,wir::PRN,біз,my
910,ihr::PRN,сіз,wy
911,sie::PRN,олар,oni
912,was::FPRN,не,co
913,wer::FPRN,кім,kto
914,wo::FADV,кәні,gdzie
915,wo::FADV,қайда,gdzie
916,wohin::FADV,қайда,dokąd
917,wie::FADV,калай,jak
918,warum::FADV,неғып,dlaczego
919,wieviel::FNUM,неше,ile
920,wieviel::FNUM,қанша,ile
921,eins::NUM,бір,jeden
922,zwei::NUM,екі,dwa
923,drei::NUM,үш,trzy
924,vier::NUM,төрт,cztery
925,fünf::NUM,бес,pięć
926,sechs::NUM,алты,sześć
927,sieben::NUM,жеті,siedem
928,acht::NUM,сегіз,osiem
929,neun::NUM,тоғыз,dziewięć
930,zehn::NUM,он,dziesięć
931,elf::NUM,он бір,jedenaście
932,zwölf::NUM,он екі,dwanaście
933,zwanzig::NUM,жиырма,dwadzieścia
934,dreißig::NUM,отыз,trzydzieści
935,vierzig::NUM,қырық,czterdzieści
936,fünfzig::NUM,елу,pięćdziesiąt
937,sechzig::NUM,алпыс,sześćdziesiąt
938,siebzig::NUM,жетпіс,siedemdziesiąt
939,achtzig::NUM,сексен,osiemdziesiąt
940,neunzig::NUM,тоқсан,dziewięćdziesiąt
941,hundert::NUM,жүз,sto
942,tausend::NUM,мың,tysiąc
943,und::CNJ,та,i
944,oder::CNJ,әлде,lub
945,oder::CNJ,әлде,albo
946,oder::CNJ,немесе,lub
947,oder::CNJ,немесе,albo
948,stehen::V,тұру,stać
949,sitzen::V,отыру,siedzieć
950,liegen::V,жату,leżeć
951,hängen::V,ілу,wisieć
952,werden::V,болу,zostać
953,werden::V,болу,stać się
954,werden::V,түрегелу,zostać
955,werden::V,түрегелу,stać się
956,passieren::V,болу,dziać się
957,passieren::V,болу,zdarzyć się
958,beginnen::V,басталу,zacząć się
959,enden::V,ада болу,kończyć się
960,wechseln::V,құбылу,zmienić się
961,wechseln::V,өзгеру,zmienić się
962,aufgehen[Sonne]::V,шығу,wzejść
963,untergehen[Sonne]::V,батыру,zajść
964,scheinen[Sonne]::V,жылтырау,świecić
965,donnern::V,күркіреу,grzmieć
966,wehen::V,огып тур,wiać
967,strömen::V,сорғалау,płynąć
968,strömen::V,сорғалау,lać się
969,fließen::V,ағу,ciec
970,fließen::V,ағу,płynąć
971,sich drehen::V,айналу,obracać się
972,schwanken::V,толықсу,chwiać się
973,schwingen::V,тербелу,wahać się
974,fallen::V,құлау,padać
975,fallen::V,жығылу,padać
976,fallen::V,төмендеу,padać
977,brennen::V,жану,palić się
978,rauchen::V,түтету,dymić
979,rauchen::V,түтету,dymić się
980,regnen::V,жауу,padać
981,gefrieren::V,мұздай қату,zamarznąć
982,gefrieren::V,мұз боп қату,zamarznąć
983,tauen::V,жібу,tajać
984,schmelzen::V,еру,topnieć
985,trocknen::V,курау,schnąć
986,sieden::V,қайнау,wrzeć
987,sieden::V,қайнау,kipieć
988,faulen::V,иістену,gnić
989,verfaulen::V,шіру,zgnić
990,reißen::V,жыртылу,urywać się
991,versinken::V,малтығу,tonąć
992,vergehen::V,өту,przechodzić
993,erscheinen::V,көріну,zjawiać się
994,erscheinen::V,көрініп қалу,zjawiać się
995,verschwinden::V,ғайып_болу,zniknąć
996,sinken::V,ылдилау,spadać
997,sinken::V,төмендеу,spadać
998,abnehmen::V,кемітілу,spadać
999,zunehmen::V,көбею,wzrosnąć
1000,steigen::V,қобу,wzrastać
1001,steigen::V,көтерілу,wzrastać
1002,steigen::V,жоғарылау,wzrastać
1003,wachsen::V,өсу,rosnąć
1004,glänzen::V,жалтырау,błyszczeć
1005,funkeln::V,жарқырау,zabłyszczeć
1006,funkeln::V,нұрлану,zabłyszczeć
1007,funkeln::V,жылтылдау,zabłyszczeć
1008,lärmen::V,шулау,hałasować
1009,lärmen::V,шуылдау,hałasować
1010,läuten::V,қоңыраулату,dzwonić
1011,klingeln::V,дыңғырлау,dzwonić
1012,klirren::V,дыңылдату,brzęczeć
1013,brausen::V,тасу,huczeć
1014,rauschen::V,сусылдау,szumieć
1015,rauschen::V,сусылдау,szeleścić
1016,rauschen::V,сыбдырлау,szumieć
1017,rauschen::V,сыбдырлау,szeleścić
1018,klingen::V,дыбыс шығару,brzmieć
1019,klingen::V,дыбыс шығару,dźwięczeć
1020,bellen::V,үру,szczekać
1021,heulen::V,ұлу,wyć
1022,blasen::V,үру,dmuchnąć
1023,pfeifen::V,ысқыру,gwizdać
1024,schreien::V,шыңғыру,krzyczeć
1025,schreien::V,айғайлау,krzyczeć
1026,schreien::V,байбайлау,krzyczeć
1027,schreien::V,бажалақтау,krzyczeć
1028,stöhnen::V,ыңырсу,stękać
1029,stöhnen::V,ыңкылдау,stękać
1030,zittern::V,қалш,drżeć
1031,zittern::V,қалшылдату,drżeć
1032,leben::V,жасау,żyć
1033,leben::V,күнелту,żyć
1034,leben::V,күн көру,żyć
1035,leben::V,тіршілік ету,żyć
1036,geboren werden::V,туу,urodzić się
1037,atmen::V,дем алу,oddychać
1038,atmen::V,ауа жұту,oddychać
1039,trinken::V,ішу,pić
1040,trinken::V,ұрттау,pić
1041,essen::V,жеу,jeść
1042,essen::V,тамақтану,jeść
1043,schlucken::V,жұту,połknąć
1044,müde werden::V,болдыру,zmęczyć się
1045,einschlafen::V,үйыктап калу,zasnąć
1046,schlafen::V,ұйықтау,spać
1047,aufwachen::V,ояну,obudzić się
1048,aufstehen::V,ояну,wstać
1049,sich erholen::V,тынығу,wypoczywać
1050,krank werden::V,кеселдену,zachorować
1051,krank werden::V,сырқаттану,zachorować
1052,krank werden::V,ауырып қалу,zachorować
1053,krank werden::V,ауыра бастау,zachorować
1054,krank werden::V,кеселге ұшырау,zachorować
1055,krank werden::V,сырқаттанып қалу,zachorować
1056,krank sein::V,ауыру,chorować
1057,krank sein::V,сырқаттану,chorować
1058,schmerzen::V,ауырады,boleć
1059,husten::V,жөтелу,kaszlać
1060,genesen::V,айығу,wyzdrowieć
1061,sterben::V,өлу,umrzeć
1062,sterben::V,қайтыс,umrzeć
1063,sterben::V,жантапсыру,umrzeć
1064,umkommen::V,өлу,zginąć
1065,umkommen::V,қаза табу,zginąć
1066,sich bewegen::V,жылжу,poruszać się
1067,sich rühren::V,қыбырлау,ruszyć się
1068,sich erheben::V,тұру,podnieść się
1069,sich setzen::V,отыру,usiąść
1070,hinfallen::V,жығылу,upaść
1071,laufen::V,жояу жүру,chodzić
1072,schreiten::V,кадамдау,kroczyć
1073,spazierengehen::V,қыдыру,iść na spacer
1074,eilen::V,асығу,pospieszać
1075,eilen::V,жеделдену,pospieszać
1076,eilen::V,жедепдеу,pospieszać
1077,sich beeilen::V,асығу,pospieszyć się
1078,sich beeilen::V,жеделдену,pospieszyć się
1079,sausen::V,заулау,pędzić
1080,rennen::V,жүгіру,biec
1081,rennen::V,жүгіру,biegać
1082,springen::V,секіру,skakać
1083,klettern::V,өрмелеп шығу,wspinać się
1084,schaukeln::V,тербелу,huśtać
1085,schaukeln::V,тербелу,kołysać
1086,kriechen::V,еңбектеу,pełzać
1087,kriechen::V,еңбектеу,czołgać się
1088,schwimmen::V,жүзу,pływać
1089,schwimmen::V,малту,pływać
1090,schwimmen::V,қалықтау,pływać
1091,tauchen::V,сүңгу,zanurzać się
1092,rudern::V,есу,wiosłować
1093,fahren::V,бару,jechać
1094,fliegen::V,ұшу,latać
1095,fliegen::V,ұшу,lecieć
1096,gehen::V,бару,iść
1097,weggehen::V,кету,odejść
1098,abfahren::V,жөнелу,odjechać
1099,anhalten::V,тоқтау,zatrzymać się
1100,hineingehen::V,кіру,wchodzić
1101,eintreten::V,ену,wejść
1102,eintreten::V,ену,nastąpić
1103,kommen::V,жету,przyjść
1104,ankommen::V,келу,przybyć
1105,zurückkommen::V,қайту,wrócić
1106,bleiben::V,қалу,zostać
1107,warten::V,тосу,czekać
1108,erwarten::V,күту,oczekiwać
1109,suchen::V,іздеу,szukać
1110,finden::V,табу,znaleźć
1111,versuchen::V,талпыну,próbować
1112,vorbereiten::V,әзірлеу,przygotować
1113,lieben::V,сүю,kochać
1114,mögen::V,жарату,lubić
1115,mögen::V,жақсы_көру,lubić
1116,lachen::V,күлу,śmiać się
1117,lachen::V,күлісу,śmiać się
1118,rühren::V,көңілін бұзу,wzruszyć
1119,weinen::V,жылау,płakać
1120,schimpfen::V,ақырып-бақыру,kląć
1121,sich ärgern::V,ашулану,gniewać się
1122,sich fürchten::V,сескену,bać się
1123,fürchten::V,қауіптену,bać się
1124,fürchten::V,сақсыну,bać się
1125,fliehen::V,қашу,uciekać
1126,fliehen::V,қашып кету,uciekać
1127,flüchten::V,қашу,uciec
1128,flüchten::V,қашып кету,uciec
1129,sehen::V,көру,widzieć
1130,sehen::V,көру,zobaczyć
1131,anschauen::V,назар салу,oglądać
1132,ansehen::V,тамашалау,popatrzeć na
1133,hören::V,есту,słyszeć
1134,zuhören::V,тыңдау,słuchać
1135,zuhören::V,құлақ қою,słuchać
1136,probieren::V,тату,kosztować
1137,probieren::V,дәм тату,kosztować
1138,riechen::V,иіскеу,wąchać
1139,fühlen::V,сезу,czuć
1140,fühlen::V,сезу,odczuwać
1141,fühlen::V,сезіну,czuć
1142,fühlen::V,сезіну,odczuwać
1143,scheinen::V,болып көріну,wydawać się
1144,zu sehen sein::V,көріну,widnieć
1145,vernehmen::V,есту,usłyszeć
1146,vernehmen::V,есітіп қалу,usłyszeć
1147,frieren::V,тоңу,marznąć
1148,frieren::V,жаурау,marznąć
1149,tun::V,ету,czynić
1150,tun::V,істеу,czynić
1151,können::V,білу,móc
1152,können::V,білу,umieć
1153,wollen::V,қалау,chcieć
1154,anfangen::V,бастау,zacząć
1155,beenden::V,бітіру,zakończyć
1156,beenden::V,адақтау,zakończyć
1157,beenden::V,тамамдау,zakończyć
1158,beenden::V,аяқтап шығу,zakończyć
1159,aufhören::V,доғару,przestać
1160,gelingen::V,жолы түсу,udać się
1161,geraten::V,калу,udać się
1162,öffnen::V,ашу,otworzyć
1163,öffnen::V,ашып қою,otworzyć
1164,schließen::V,жабу,zamknąć
1165,stellen::V,қою,postawić
1166,stellen::V,қойдыру,postawić
1167,setzen::V,отырғызу,posadzić
1168,legen::V,салу,kłaść
1169,legen::V,калау,kłaść
1170,berühren::V,тию,dotykać
1171,verbinden::V,байлап алу,łączyć
1172,verbinden::V,сабақтастыру,łączyć
1173,bedecken::V,бүркеу,przykryć
1174,aufhängen::V,ілу,powiesić
1175,aufhängen::V,асып қою,powiesić
1176,anzünden::V,тұтату,zapalić
1177,aufheben::V,көтеру,podnieść
1178,zurücklassen::V,қалдыру,zostawić
1179,verlieren::V,жоғалту,zgubić
1180,fallen lassen::V,құлатып алу,upuścić
1181,fallen lassen::V,қолдан түсіріп алу,upuścić
1182,machen::V,ету,zrobić
1183,machen::V,жасау,zrobić
1184,machen::V,жасап шығару,zrobić
1185,herstellen::V,жасап шығару,wytworzyć
1186,bauen::V,тұрғызу,budować
1187,reparieren::V,оңдау,naprawiać
1188,verbessern::V,дұрыстау,ulepszyć
1189,ändern::V,өзгерту,zmienić
1190,graben::V,үңгу,kopać
1191,beugen::V,буғу,zagiąć
1192,biegen::V,ию,zgiąć
1193,biegen::V,майыстыру,zgiąć
1194,drehen::V,айналдыру,obracać
1195,wenden::V,екінші жағын айналдыру,obrocić
1196,umdrehen::V,бұру,obrocić
1197,heben::V,көтеру,podnosić
1198,hochheben::V,жоғарылату,podnieść
1199,hochheben::V,көтеру,podnieść
1200,ergreifen::V,бас_салу,chwycić
1201,ergreifen::V,шап_беріп_ұстап_алу,chwycić
1202,ergreifen::V,шап_беру,chwycić
1203,ergreifen::V,шап_ете_түсу,chwycić
1204,halten::V,тұту,trzymać
1205,halten::V,ұстау,trzymać
1206,drücken::V,басу,naciskać
1207,schieben::V,итеру,pchać
1208,schieben::V,итеру,posuwać
1209,kratzen::V,қыру,drapać
1210,lecken::V,жалау,lizać
1211,beißen::V,қабу,kąsać
1212,beißen::V,тістеу,kąsać
1213,beißen::V,қауып алу,kąsać
1214,abreißen::V,үзу,oderwać
1215,abschneiden::V,қырқу,odciąć
1216,binden::V,байланыстыру,wiązać
1217,binden::V,байлап_алу,wiązać
1218,binden::V,байластыру,wiązać
1219,binden::V,байлау,wiązać
1220,binden::V,буу,wiązać
1221,binden::V,матау,wiązać
1222,binden::V,сабақтастыру,wiązać
1223,binden::V,ұштастыру,wiązać
1224,stecken::V,сұғу,wetknąć
1225,brechen::V,сындыру,złamać
1226,klopfen::V,қағу,pukać
1227,klopfen::V,қағу,stukać
1228,hauen::V,соғу,bić
1229,kleben::V,желімдеу,kleić
1230,reiben::V,үйкеу,trzeć
1231,streichen::V,сүйкеу,smarować
1232,schleifen::V,егеу,ostrzyć
1233,schleifen::V,қайрау,ostrzyć
1234,schleifen::V,егеулеу,ostrzyć
1235,schneiden::V,кесу,ciąć
1236,schneiden::V,кесу,krajać
1237,rütteln::V,қозғау,trząść
1238,rütteln::V,жұлмалау,trząść
1239,schütteln::V,дірілдету,trząść
1240,schütteln::V,селкілдету,trząść
1241,schwenken::V,бұлғау,machać
1242,schwenken::V,сермеу,machać
1243,schütten::V,құю,nasypać
1244,füllen::V,толтыру,napełnić
1245,einwickeln::V,орау,zawinąć
1246,tragen::V,алып жүру,nieść
1247,schleppen::V,тарту,wlec
1248,ziehen::V,тарту,ciągnąć
1249,aufbewahren::V,сақтау,przechowywać
1250,werfen::V,лақтыру,rzucać
1251,fangen::V,қармау,łowić
1252,fangen::V,қағып алу,łowić
1253,packen::V,шап беру,chwycić
1254,packen::V,шап ете түсу,chwycić
1255,packen::V,шап беріп ұстап алу,chwycić
1256,verstecken::V,тығу,ukryć
1257,verstecken::V,тығу,schować
1258,verstecken::V,жасыру,ukryć
1259,verstecken::V,жасыру,schować
1260,teilen::V,бөлу,podzielić
1261,schicken::V,жіберу,posyłać
1262,bringen::V,әкелу,przynieść
1263,bringen::V,алып келу,przynieść
1264,hinzufügen::V,қосу,dodać
1265,hinzufügen::V,үстеу,dodać
1266,bekommen::V,алу,dostać
1267,erhalten::V,алмақ,otrzymać
1268,nehmen::V,алу,wziąć
1269,nehmen::V,алмақ,wziąć
1270,wählen::V,таңдау,wybrać
1271,auswählen::V,екшеу,wybrać
1272,auswählen::V,саралау,wybrać
1273,auswählen::V,сұрыптау,wybrać
1274,auswählen::V,сайлап алу,wybrać
1275,bewahren::V,сақтау,zachować
1276,behindern::V,оралғы болу,utrudnić
1277,behindern::V,оралғы болу,przeszkadzać
1278,verderben::V,бүлдіру,zepsuć
1279,beschädigen::V,бұзу,uszkodzić
1280,zerbrechen::V,уату,złamać
1281,zerreißen::V,жырту,drzeć
1282,zerreißen::V,жырту,rozdzierać
1283,zerstören::V,қирату,zniszczyć
1284,zerstören::V,талқандау,zniszczyć
1285,verbrennen::V,өртеу,spalić
1286,verbrennen::V,жандыру,spalić
1287,verbrennen::V,өртеп жіберу,spalić
1288,verbrennen::V,жандырып жіберу,spalić
1289,geben::V,беру,dać
1290,reichen::V,беру,podać
1291,schenken::V,тарту,darować
1292,versprechen::V,уәде беру,obiecać
1293,wünschen::V,тілеу,życzyć
1294,loben::V,мақтау,chwalić
1295,loben::V,дәріптеу,chwalić
1296,küssen::V,сүю,całować
1297,wiegen::V,тербеу,kołysać
1298,zudecken::V,бүркеу,przykryć
1299,wecken::V,ояту,zbudzić
1300,zeigen::V,көрсету,pokazać
1301,führen::V,ерту,wieść
1302,führen::V,ерту,prowadzić
1303,führen::V,жетектеу,wieść
1304,führen::V,жетектеу,prowadzić
1305,lehren::V,оқыту,uczyć
1306,unterrichten::V,оқыту,nauczać
1307,aufziehen::V,бағу,wychować
1308,leiten::V,басқару,kierować
1309,leiten::V,жетекшілік ету,kierować
1310,antreiben::V,асықтыру,popędzić
1311,lassen::V,-ткізу,zostawić
1312,lassen::V,мәжбүр ету,zostawić
1313,einladen::V,шақыру,zaprosić
1314,vereinigen::V,біріктіру,zjednoczyć
1315,vereinigen::V,біріктіріп қою,zjednoczyć
1316,besuchen::V,кіріп шығу,odwiedzić
1317,besuchen::V,барып шығу,odwiedzić
1318,treffen::V,кездесу,trafić
1319,treffen::V,кездесу,spotkać
1320,sich versammeln::V,топталу,zebrać się
1321,sich versammeln::V,топталу,zgromadzić się
1322,spielen::V,ойнау,grać
1323,spielen::V,ойнау,bawić się
1324,singen::V,сайрау,śpiewać
1325,tanzen::V,билеу,pląsać
1326,tanzen::V,билеу,tańczyć
1327,sich trennen::V,айрылысу,rozstać się
1328,verlassen::V,тастау,opuścić
1329,retten::V,құтқару,ocalić
1330,retten::V,құтқару,uratować
1331,bewachen::V,күзету,pilnować
1332,schützen::V,жақтау,ochronić
1333,schützen::V,жақтасу,ochronić
1334,verteidigen::V,қорғау,bronić
1335,sich schlagen::V,алысу,pobić się
1336,schießen::V,ату,strzelać
1337,siegen::V,жеңу,zwycziężyć
1338,ärgern::V,ашуландыру,gniewać
1339,schlagen::V,ұру,bić
1340,schlagen::V,ұру,uderzyć
1341,treten::V,тебу,kopnąć
1342,stechen::V,шаншу,ukłuć
1343,stoßen::V,түрту,popchnąć
1344,stehlen::V,ұрлау,ukraść
1345,stören::V,кесірлен,zakłócić
1346,stören::V,кесірлен,przeszkodzić
1347,belästigen::V,мазасын алу,dokuczać
1348,verbergen::V,сездірмеу,ukryć
1349,täuschen::V,жалған айту,łudzić
1350,betrügen::V,алдау,oszukać
1351,betrügen::V,алдап кету,oszukać
1352,betrügen::V,ақымақ қылу,oszukać
1353,töten::V,құрту,zabić
1354,töten::V,өлтіру,zabić
1355,wohnen::V,мекендеу,mieszkać
1356,wohnen::V,өмір сүру,mieszkać
1357,arbeiten::V,істеу,pracować
1358,arbeiten::V,еңбектену,pracować
1359,sammeln::V,жыю,zebrać
1360,pflücken::V,жұлу,zerwać
1361,jagen::V,аулау,polować
1362,fischen::V,балык_аулау,łowić ryby
1363,fassen::V,ұстау,złapać
1364,hüten::V,жаю,paść
1365,hüten::V,бағу,paść
1366,treiben::V,айдау,pędzić
1367,anbinden::V,байлау,przywiązać
1368,füttern::V,ас ішкізу,karmić
1369,füttern::V,азықтандыру,karmić
1370,füttern::V,қоректендіру,karmić
1371,melken::V,сауу,doić
1372,hacken::V,турау,rąbać
1373,gießen::V,суару,lać
1374,gießen::V,суару,podlać
1375,reifen::V,жетілу,dojrzeć
1376,zubereiten::V,даяр ету,przyrządzić
1377,kochen::V,асу,gotować
1378,backen::V,пісіру,piec
1379,braten::V,қуыру,piec
1380,braten::V,қуыру,smażyć
1381,umrühren::V,былғалау,przemieszać
1382,umrühren::V,сапырылыстыру,przemieszać
1383,stricken::V,торлау,dziać
1384,stricken::V,тоқу,dziać
1385,nähen::V,тігу,szyć
1386,färben::V,бояу,pofarbować
1387,färben::V,сырлау,pofarbować
1388,reinigen::V,аршу,oczyścić
1389,reinigen::V,тазалау,oczyścić
1390,waschen::V,жуу,prać
1391,abwischen::V,сүрту,obetrzeć
1392,spülen::V,шаю,płukać
1393,fegen::V,сыпыру,zamiatać
1394,kehren::V,сыпыру,zamieść
1395,baden::V,шомылу,kąpać się
1396,sich waschen::V,жуыну,myć się
1397,ausziehen::V,шешу,zdjąć
1398,anziehen::V,кигізу,włożyć
1399,sich anziehen::V,киіну,ubrać się
1400,kämmen::V,тарау,uczesać
1401,schmücken::V,әсемдеу,ozdabiać
1402,schmücken::V,мәнерлеу,ozdabiać
1403,schmücken::V,көріктендіру,ozdabiać
1404,sagen::V,деу,powiedzieć
1405,sagen::V,айту,powiedzieć
1406,sprechen::V,деу,mówić
1407,sprechen::V,айту,mówić
1408,reden::V,сөйлеу,mówić
1409,reden::V,сөйлесу,mówić
1410,reden::V,тіл қатысу,mówić
1411,sich unterhalten::V,сұхбаттасу,rozmawiać
1412,fragen::V,сұрау,zapytać
1413,bitten::V,өтіну,prosić
1414,bitten::V,жалыну,prosić
1415,erzählen::V,айту,opowiedzieć
1416,mitteilen::V,білдіру,zawiadomić o
1417,nennen::V,атау,nazwać
1418,rufen::V,шақыру,wołać
1419,prahlen::V,бөсу,chełpić się
1420,übersetzen::V,аудару,tłumaczyć
1421,denken::V,ойлау,myśleć
1422,glauben::V,нану,sądzić
1423,glauben::V,нану,wierzyć
1424,glauben::V,илану,sądzić
1425,glauben::V,илану,wierzyć
1426,bemerken::V,аңғару,zauważyć
1427,erkennen::V,тану,poznać
1428,begreifen::V,ұғу,zrozumieć
1429,begreifen::V,аңғарып алу,zrozumieć
1430,verstehen::V,пайым,rozumieć
1431,verstehen::V,пайым,dosłyszeć
1432,verstehen::V,түсіну,rozumieć
1433,verstehen::V,түсіну,dosłyszeć
1434,lernen::V,оқу,uczyć się
1435,wissen::V,хабардар болу,wiedzieć
1436,sich erinnern an::V,еске түсіру,przypomnieć sobie
1437,vergessen::V,ұмыту,zapomnieć
1438,messen::V,өлшеу,mierzyć
1439,zählen::V,санау,liczyć
1440,rechnen::V,санап шығару,rachować
1441,rechnen::V,санап шығу,rachować
1442,rechnen::V,санау,rachować
1443,lesen::V,оқу,czytać
1444,malen::V,сурет салу,malować
1445,zeichnen::V,сурет салу,rysować
1446,schreiben::V,жазу,pisać
1447,besitzen::V,болу,posiadać
1448,kaufen::V,алу,kupić
1449,kaufen::V,әперу,kupić
1450,verkaufen::V,сату,sprzedać
1451,bezahlen::V,төлеу,zapłacić
1452,bezahlen::V,ақы беру,zapłacić
1453,bezahlen::V,ақы төлеу,zapłacić
1454,zahlen::V,төлеу,płacić
1455,beherrschen::V,билеу,opanować
1456,ertragen::V,төзу,znieść
1457,ertragen::V,шыдау,znieść
