,Concept_ID,sq,ku
805,neben::PRP,pranë,li ba
806,neben::PRP,përbri,li ba
807,zwischen::PRP,midis,nabeyne
808,zwischen::PRP,midis,di nav...da
809,zwischen::PRP,ndërmjet,nabeyne
810,zwischen::PRP,ndërmjet,di nav...da
811,wegen::PRP,për,ji bo
812,wegen::PRP,për,ji ber
813,dies::PRN,ky,ev
814,das::PRN,ky,ev
815,alles::PRN,gjithçka,hemû
816,ich::PRN,unë,ez
817,du::PRN,ti,tu
818,er::PRN,ai,wî
819,wir::PRN,ne,êm
820,ihr::PRN,ju,hûn
821,sie::PRN,ata,we
822,was::FPRN,ç',çi
823,was::FPRN,çfarë,çi
824,wer::FPRN,kush,ki
825,wo::FADV,ku,li ku dere
826,wohin::FADV,për ku,li ku dere
827,wie::FADV,si,çawa
828,warum::FADV,pse,çima
829,warum::FADV,përse,çima
830,wieviel::FNUM,sa,çend
831,eins::NUM,një,yek
832,zwei::NUM,dy,didu
833,drei::NUM,tre,sisê
834,vier::NUM,katër,çar
835,fünf::NUM,pesë,penç
836,sechs::NUM,gjashtë,şeş
837,sieben::NUM,shtatë,heft
838,acht::NUM,tetë,heşt
839,neun::NUM,nëntë,neh
840,zehn::NUM,dhjetë,deh
841,elf::NUM,njëmbëdhjetë,yazdeh
842,zwölf::NUM,dymbëdhjetë,diwazdeh
843,zwanzig::NUM,njëzet,bîst
844,dreißig::NUM,tridhjetë,sih
845,vierzig::NUM,dyzet,çil
846,fünfzig::NUM,pesëdhjetë,pençi
847,sechzig::NUM,gjashtëdhjetë,şêst
848,siebzig::NUM,shtatëdhjetë,heftê
849,achtzig::NUM,tetëdhjetë,heştê
850,neunzig::NUM,nëntëdhjetë,nod
851,hundert::NUM,qind,sêd
852,tausend::NUM,mijë,hezar
853,und::CNJ,e,û
854,und::CNJ,dhe,û
855,oder::CNJ,a,an
856,oder::CNJ,a,yan
857,oder::CNJ,apo,an
858,oder::CNJ,apo,yan
859,stehen::V,rri,sekinîn
860,sitzen::V,rri,rûniştin
861,liegen::V,rri shtrirë,paldan
862,hängen::V,varem,darve kirin
863,werden::V,bëhem,bûn
864,passieren::V,ndodh,hatin holê
865,passieren::V,ndodh,hatin serê kesî
866,beginnen::V,filloj,li dest pêkirin
867,enden::V,përfundoj,xalas bû
868,wechseln::V,ndërroj,guherandin
869,wechseln::V,ndërroj,dêgiş kirin
870,aufgehen[Sonne]::V,hapem,hilatin
871,untergehen[Sonne]::V,hyj,çun ava
872,untergehen[Sonne]::V,perëndoj,çun ava
873,scheinen[Sonne]::V,ndriçoj,şewk de
874,donnern::V,gjëmoj,gire-gir
875,donnern::V,bubulloj,gire-gir
876,wehen::V,fryj,ba le de
877,strömen::V,derdh,xwe girtin
878,fließen::V,rrjedh,herikîn
879,sich drehen::V,rrotullohem,xwe zivirandin
880,schwanken::V,dyzoj,hejandin
881,schwingen::V,dridhem,libakirin
882,fallen::V,bie,ketin
883,brennen::V,digjem,şewitîn
884,rauchen::V,nxjerr tym,kişandin
885,regnen::V,bie shi,bahran tê
886,gefrieren::V,ngrij,qefilandin
887,tauen::V,shkrij,helandin
888,schmelzen::V,shkrij,helandin
889,trocknen::V,thaj,zuwabûn
890,sieden::V,ziej,kelîn
891,faulen::V,kalbem,xerabûn
892,faulen::V,prishem,xerabûn
893,verfaulen::V,kalbem,xerabûn
894,reißen::V,grisem,jêkirin
895,reißen::V,shqyhem,jêkirin
896,versinken::V,humboj,xerq bûn
897,vergehen::V,kaloj,derbas bûn
898,erscheinen::V,dukem,peyda bûn
899,verschwinden::V,zhdukem,wendabûn
900,sinken::V,ulem,noq bûn
901,abnehmen::V,pakësohem,kêm bûn
902,abnehmen::V,zvogëlohem,kêm bûn
903,zunehmen::V,shtohem,qelew bûn
904,steigen::V,rritem,hildan
905,wachsen::V,rritem,mezin bûn
906,glänzen::V,vezulloj,biriqîn
907,funkeln::V,xixoj,çikisîn
908,funkeln::V,xixëlloj,çikisîn
909,lärmen::V,oshtij,guşîn
910,lärmen::V,zhurmoj,guşîn
911,läuten::V,bie,lê de
912,klingeln::V,i bie ziles,sîl dan
913,klingeln::V,i bie ziles,ringerin
914,klirren::V,kërcëlloj,zingzing hat
915,brausen::V,gjëmoj,guşîn
916,rauschen::V,fëshfërij,guşîn
917,klingen::V,tingëlloj,deng pe ketin
918,bellen::V,leh,kewtîn
919,heulen::V,ulërij,ûrîn
920,blasen::V,fryj,puf kirin
921,pfeifen::V,fishkëllej,fîkandin
922,schreien::V,bërtas,qîrîn
923,stöhnen::V,rënkoj,nalîn
924,zittern::V,trembem,hejîn
925,leben::V,rroj,jihîn
926,leben::V,jetoj,jihîn
927,geboren werden::V,lind,hatin dinyê
928,geboren werden::V,lind,bûn
929,atmen::V,marr frymë,hilmijîn
930,trinken::V,pi,vexwarin
931,essen::V,ha,xwarin
932,schlucken::V,gëlltis,daqulbandin
933,schlucken::V,kapërdij,daqulbandin
934,müde werden::V,lodhem,betilîln
935,müde werden::V,lodhem,qerimîn
936,einschlafen::V,bie të fle,razan
937,schlafen::V,fle,razan
938,schlafen::V,fle,razandin
939,aufwachen::V,zgjohem,şiyarbûn
940,aufstehen::V,çohem,rabûn
941,aufstehen::V,ngrihem,rabûn
942,sich erholen::V,qetësohem,baş bûn
943,sich erholen::V,shtendosem,baş bûn
944,krank werden::V,bie i sëmurë,nexweş kêt
945,krank sein::V,jam i sëmurë,nexweş bû
946,schmerzen::V,dhemb,êşandin
947,husten::V,kollitem,kuxin
948,genesen::V,shërohem,baş bûn
949,sterben::V,vdes,mirin
950,umkommen::V,vdes,mirin
951,umkommen::V,mbaroj,mirin
952,sich bewegen::V,shkundem,leqîn
953,sich rühren::V,lëviz,leqîn
954,sich erheben::V,ngrihem,rabûn
955,sich setzen::V,ulem,runiştin
956,hinfallen::V,gremisem,kêtin
957,laufen::V,eci,meşîn
958,schreiten::V,çapem,meşkirin
959,spazierengehen::V,shëtis,gerandin
960,eilen::V,ngas,lezandin
961,sich beeilen::V,nxitoj,zûkirin
962,sausen::V,eci shpejt,fîzîn
963,rennen::V,vrapoj,baz dan
964,springen::V,kërcej,hilpekîn
965,klettern::V,hipi,hilperikîn
966,schaukeln::V,kolovitem,lorandin
967,kriechen::V,zvarritem,xuşandin
968,schwimmen::V,notoj,avjenîn
969,tauchen::V,zhytem,qutxuyardin
970,tauchen::V,zhytem,noqîn
971,rudern::V,vozis,qaîq ajotin
972,fahren::V,shkoj,ajotin
973,fliegen::V,fluturoj,firîn
974,gehen::V,eci,çûn
975,gehen::V,shkoj,çûn
976,weggehen::V,vete,çûn
977,abfahren::V,nisem,çûyin
978,anhalten::V,ndalem,rawestîn
979,hineingehen::V,futem,ketin hundir
980,eintreten::V,hyj,têketin
981,kommen::V,vij,hatin
982,ankommen::V,arrij,gihan
983,ankommen::V,arrij,gihîştin
984,ankommen::V,mbërrij,gihan
985,ankommen::V,mbërrij,gihîştin
986,zurückkommen::V,kthehem,vegerandin
987,bleiben::V,mbetem,sekinîn
988,bleiben::V,qëndroj,sekinîn
989,warten::V,pres,payîn
990,erwarten::V,pres,payîn
991,suchen::V,kërkoj,lêgerîn
992,finden::V,gjej,peyda kirin
993,versuchen::V,mundohem,çeribandin
994,vorbereiten::V,përgatis,amade kirin
995,lieben::V,dashuroj,hez kirin
996,mögen::V,dua,dil kirin
997,lachen::V,qesh,kenîn
998,rühren::V,mallëngjej,hêjan
999,weinen::V,qaj,girîn
1000,schimpfen::V,shaj,pevçûn
1001,sich ärgern::V,bëhem verem,enirîn
1002,sich fürchten::V,kam frikë,tirsîn
1003,sich fürchten::V,frikësohem,tirsîn
1004,fürchten::V,kam frikë nga,tirsin
1005,fliehen::V,arratisem,bazdan
1006,flüchten::V,iki,revîn
1007,sehen::V,shoh,dîtin
1008,anschauen::V,shikoj,sêr kirin
1009,ansehen::V,shikoj,hesibandin
1010,hören::V,dëgjoj,guhdar jirin
1011,zuhören::V,veshtoj,guhdarî kirin
1012,probieren::V,provoj,tehm kirin
1013,riechen::V,nuhas,bihn kirin
1014,fühlen::V,ndiej,hîs kirin
1015,scheinen::V,ndriçoj,xoyer kir
1016,zu sehen sein::V,dukem,diyar bûn
1017,vernehmen::V,dëgjoj,bihîstin
1018,frieren::V,mërdhij,qerişîn
1019,tun::V,bëj,kirin
1020,können::V,mund,karin
1021,wollen::V,dua,xwestîn
1022,wollen::V,dëshiroj,xwestîn
1023,anfangen::V,filloj,dest pêkirin
1024,beenden::V,kryej,xelas kirin
1025,beenden::V,mbaroj,xelas kirin
1026,aufhören::V,pushoj,xelas kirin
1027,gelingen::V,më shkon mbarë,çe bûn
1028,geraten::V,del,qewîmîn
1029,öffnen::V,hap,vekirin
1030,schließen::V,mbyll,girtin
1031,stellen::V,vë,danîn
1032,setzen::V,vë,rûniştin
1033,legen::V,vë,danîn
1034,legen::V,vë,razandin
1035,berühren::V,rrok,lêketin
1036,verbinden::V,bashkoj,anîn pê
1037,bedecken::V,mbuloj,sergirtin
1038,aufhängen::V,var,aliqandin
1039,anzünden::V,ndez,pêxistin
1040,aufheben::V,ngre,hildan
1041,zurücklassen::V,lë pas,hiştin
1042,zurücklassen::V,lë pas,vehiştin
1043,verlieren::V,humb,wendakirin
1044,fallen lassen::V,lëshoj,xistin bixe
1045,fallen lassen::V,lëshoj,xistin
1046,machen::V,bëj,kirin
1047,machen::V,bëj,çêkirin
1048,herstellen::V,prodhoj,çê kirin
1049,herstellen::V,prodhoj,peyda kirin
1050,bauen::V,ndërtoj,lêkirin
1051,reparieren::V,ndreq,veherînerîn
1052,reparieren::V,meremetoj,veherînerîn
1053,verbessern::V,përmirësoj,sererastkirin
1054,ändern::V,ndërroj,degiş kirin
1055,graben::V,gërmoj,kolandin
1056,beugen::V,kërrus,tewîn
1057,beugen::V,kërrus,xwar kirin
1058,biegen::V,përkul,tewandin
1059,biegen::V,përkul,xwarkirin
1060,drehen::V,dredh,fitilandin
1061,drehen::V,rrotulloj,fitilandin
1062,wenden::V,kthej,zivîrin
1063,umdrehen::V,kthej,vegerandin
1064,heben::V,ngre,hildan
1065,hochheben::V,ngre,hildan
1066,ergreifen::V,rrëmbej,dest avêtin
1067,halten::V,mbaj,hîştin
1068,halten::V,mbaj,sekinîn
1069,drücken::V,shtyp,pêl kirin
1070,schieben::V,shtyj,damdan
1071,kratzen::V,kruaj,xurandin
1072,kratzen::V,gërvisht,xurandin
1073,lecken::V,lëpij,alastin
1074,beißen::V,kafshoj,gez kirin
1075,abreißen::V,shkëpus,hilşandin
1076,abschneiden::V,cungoj,jêkirin
1077,binden::V,lidh,girêdan
1078,stecken::V,fus,têxistin
1079,stecken::V,ngul,têxistin
1080,brechen::V,thyej,şikandin
1081,klopfen::V,trokas,kutandin
1082,hauen::V,godas,li dan
1083,kleben::V,ngjis,zeliqîn
1084,kleben::V,ngjis,şirêz kirin
1085,reiben::V,fërkoj,firikandin
1086,streichen::V,lyej,bax dan
1087,schleifen::V,mpreh,çarkirin
1088,schneiden::V,pres,jêkirin
1089,rütteln::V,shkund,hejandin
1090,schütteln::V,lëkund,daweşîn
1091,schwenken::V,valëvit,têwdan
1092,schütten::V,mbush,rijandin
1093,füllen::V,mbush,dagirtin
1094,einwickeln::V,mbështjell,pêçandin
1095,tragen::V,mbaj,kişandin
1096,tragen::V,mbaj,rajtin
1097,tragen::V,mbart,kişandin
1098,tragen::V,mbart,rajtin
1099,schleppen::V,heq,kişandin
1100,schleppen::V,zhgërryej,kişandin
1101,ziehen::V,tërheq,kişandin
1102,aufbewahren::V,ruaj,hilandin
1103,werfen::V,hedh,avêtin
1104,fangen::V,kap,sem kirin
1105,fangen::V,kap,girtin
1106,packen::V,rrëmbej,pê girtin
1107,verstecken::V,fsheh,hîlanin
1108,teilen::V,ndaj,parvekirin
1109,schicken::V,dërgoj,şandin
1110,bringen::V,sjell,anîn
1111,bringen::V,sjell,birin
1112,hinzufügen::V,shtoj,dan ser
1113,hinzufügen::V,shtoj,li tiştekî zêde kirin
1114,bekommen::V,kap,standin
1115,erhalten::V,marr,standin
1116,nehmen::V,marr,girtin
1117,wählen::V,zgjedh,ray dan
1118,auswählen::V,përzgjedh,bijartin
1119,bewahren::V,ruaj,rê li ber girtin
1120,bewahren::V,ruaj,lê xwedî derketin
1121,behindern::V,pengoj,bara wi
1122,verderben::V,prish,heram bûn
1123,beschädigen::V,dëmtoj,xerab kirin
1124,zerbrechen::V,thyej,şikênandin
1125,zerbrechen::V,thyej,perçe kirin
1126,zerreißen::V,çjerr,qelişandin
1127,zerreißen::V,zheloj,qelişandin
1128,zerstören::V,prish,hilşandin
1129,zerstören::V,shkatërroj,hilşandin
1130,verbrennen::V,djeg,şewitandin
1131,geben::V,jap,dan
1132,geben::V,jap,dayin
1133,reichen::V,jap,besbûn
1134,reichen::V,jap,têrkirin
1135,schenken::V,fal,diyarî kirin
1136,schenken::V,dhuroj,diyarî kirin
1137,versprechen::V,premtoj,soz dan
1138,wünschen::V,uroj,dil kirin
1139,loben::V,lëvdoj,pesinandin
1140,loben::V,lavdëroj,pesinandin
1141,küssen::V,puth,maçkirin
1142,wiegen::V,tund,lorandin
1143,wiegen::V,tund,wezinandin
1144,zudecken::V,mbuloj,nixumandin
1145,wecken::V,zgjoj,bixwe hesandin
1146,zeigen::V,dëftej,şanîdan
1147,führen::V,çoj,raber kirin
1148,lehren::V,arsej,hîn kirin
1149,unterrichten::V,arsimoj,ders dan
1150,aufziehen::V,rris,mesinkirin
1151,leiten::V,udhëheq,rêberî kirin
1152,antreiben::V,nxis,bezandin
1153,lassen::V,detyroj,berdan
1154,lassen::V,detyroj,hiştin
1155,einladen::V,ftoj,dawet kirin
1156,vereinigen::V,bashkoj,bi yek kirin
1157,besuchen::V,vizitoj,mêvan bûn
1158,treffen::V,ndesh,rast hatin
1159,sich versammeln::V,tubohem,li hev çivîn
1160,spielen::V,loz,listin
1161,spielen::V,luaj,listin
1162,singen::V,këndoj,stran
1163,tanzen::V,kërcej,reqisîn
1164,tanzen::V,vallëzoj,reqisîn
1165,sich trennen::V,ndahem,hew berdan
1166,verlassen::V,braktis,tanê hişt
1167,verlassen::V,braktis,bêkes
1168,retten::V,shpëtoj,rihakirin
1169,bewachen::V,ruaj,raçavkirin
1170,schützen::V,ruaj,hemet kirin
1171,schützen::V,mbroj,hemet kirin
1172,verteidigen::V,mbroj,paraztin
1173,sich schlagen::V,zihem,li hev bezîn
1174,schießen::V,shtie,agir kirin
1175,siegen::V,fitoj,biser ketin
1176,siegen::V,ngadhënjej,biser ketin
1177,ärgern::V,zemëroj,xeyirandin
1178,schlagen::V,rrah,lêdan
1179,schlagen::V,rrah,lêxistin
1180,schlagen::V,godas,lêdan
1181,schlagen::V,godas,lêxistin
1182,treten::V,shtyj,têlekirin
1183,treten::V,shtyj më këmbë,têlekirin
1184,stechen::V,ther,têrekirin
1185,stechen::V,shpoj,têrekirin
1186,stoßen::V,shtyj,lêketin
1187,stehlen::V,vjedh,dizîn
1188,stehlen::V,vjedh,dizî birin
1189,stören::V,pengoj,aciz kirin
1190,belästigen::V,bezdis,li tela yeki ketin
1191,verbergen::V,fsheh,veşartin
1192,verbergen::V,fsheh,kemîndanîn
1193,täuschen::V,mashtroj,xapandin
1194,täuschen::V,mashtroj,lê zexeli kirin
1195,betrügen::V,kobis,xapandin
1196,töten::V,vras,kûştin
1197,wohnen::V,banoj,rûniştin
1198,arbeiten::V,punoj,kar kirin
1199,arbeiten::V,punoj,şêxulin
1200,arbeiten::V,vardoj,kar kirin
1201,arbeiten::V,vardoj,şêxulin
1202,sammeln::V,mbledh,komkirin
1203,sammeln::V,grumbulloj,komkirin
1204,pflücken::V,vjel,çinîn
1205,pflücken::V,mbledh,çinîn
1206,jagen::V,gjuaj,nêçîr kirin
1207,fischen::V,peshkoj,masî girtin
1208,fischen::V,gjuaj peshk,masî girtin
1209,fassen::V,zë,pê girtin
1210,fassen::V,zë,sêm kirin
1211,hüten::V,kullos,hei jê man
1212,treiben::V,vë përpara,bêherandin
1213,anbinden::V,lidh,tewilandin
1214,füttern::V,grazhdoj,xwarine dan lê
1215,melken::V,mjel,dotin
1216,hacken::V,grij,kolandin
1217,gießen::V,ujis,av dan
1218,reifen::V,piqem,kemilîn
1219,zubereiten::V,gatuaj,çe kirin
1220,kochen::V,ziej,xwarin çe kirin
1221,kochen::V,ziej,kelandin
1222,backen::V,pjek,pijandin
1223,backen::V,furroj,pijandin
1224,braten::V,fërgoj,qelandin
1225,braten::V,fërgoj,sor kirin
1226,braten::V,tiganis,qelandin
1227,braten::V,tiganis,sor kirin
1228,umrühren::V,trazoj,têvdan
1229,stricken::V,thur,hûnan
1230,nähen::V,qep,kêl kirin
1231,färben::V,ngjyej,boyax kirin
1232,färben::V,bojatis,boyax kirin
1233,reinigen::V,qëroj,paqijkirin
1234,reinigen::V,pastroj,paqijkirin
1235,waschen::V,laj,şuştin
1236,waschen::V,finjos,şuştin
1237,abwischen::V,fshij,pakîj kirin
1238,spülen::V,kulloj,şuştin
1239,fegen::V,fshij,maliştin
1240,kehren::V,fshij,maliştin
1241,baden::V,lahem,serîşûştin
1242,sich waschen::V,lahem,serîşûştin
1243,ausziehen::V,heq,jê kirin
1244,ausziehen::V,zbath,jê kirin
1245,anziehen::V,vesh,pê kirin
1246,anziehen::V,mbath,pê kirin
1247,sich anziehen::V,vishem,xwe kirin
1248,kämmen::V,kreh,şeh kirin
1249,schmücken::V,hijeshoj,xemilandin
1250,sagen::V,them,gotin
1251,sagen::V,them,peyivîn
1252,sprechen::V,flas,peyivîn
1253,reden::V,fjalos,axaftin
1254,reden::V,fjalëtoj,axaftin
1255,sich unterhalten::V,bisedoj,hev biştaxilin
1256,fragen::V,pyes,pirsîn
1257,fragen::V,pyes,pirs kirin
1258,bitten::V,lus,tika kirin
1259,bitten::V,lutem,tika kirin
1260,erzählen::V,rrëfej,behs kirin
1261,mitteilen::V,kumtoj,vegotin
1262,nennen::V,quaj,bi nav kirin
1263,rufen::V,thërras,bakirin
1264,prahlen::V,mburrem,pesnê xwe dan
1265,prahlen::V,kapardisem,pesnê xwe dan
1266,übersetzen::V,përkthej,qulibandin
1267,übersetzen::V,përkthej,derbas kirin
1268,denken::V,mendoj,fikirîn
1269,glauben::V,besoj,bawer bûn
1270,bemerken::V,vërej,bala xwe dan
1271,bemerken::V,vërej,çac lê ketin
1272,erkennen::V,njoh,pêhesîn
1273,erkennen::V,shquaj,pêhesîn
1274,begreifen::V,marr vesh,fêmkirin
1275,verstehen::V,marr vesh,fêmkirin
1276,lernen::V,mësoj,halmandin
1277,lernen::V,mësoj,fêrbun
1278,wissen::V,di,zanîn
1279,sich erinnern an::V,kujtoj,bir bûn
1280,vergessen::V,harroj,ji bir kirin
1281,messen::V,mas,pê kanîn
1282,zählen::V,njeh,hejmardin
1283,rechnen::V,llogaris,hesibandin
1284,lesen::V,lexoj,xwendin
1285,lesen::V,këndoj,xwendin
1286,malen::V,lyej,rengandin
1287,malen::V,lyej,boyax kirin
1288,zeichnen::V,vizatoj,işaret kirin
1289,schreiben::V,shkruaj,nivîsandin
1290,besitzen::V,kam,hebûn
1291,kaufen::V,blej,kirîn
1292,verkaufen::V,shes,firotin
1293,bezahlen::V,paguaj,pere dan
1294,zahlen::V,paguaj,pere dan
1295,zahlen::V,paguaj,dayin
1296,beherrschen::V,zotëroj,zebt kirin
1297,beherrschen::V,zotëroj,hukim kirin
1298,ertragen::V,duroj,bihêzkirin
