,Concept_ID,ps,kk
267,Schwester::N,خور,әпке
268,Onkel::N,تره,көке
269,Onkel::N,ماما,көке
270,Tante::N,خاله,тәте
271,Ehemann::N,مېړه,ер
272,Ehefrau::N,مېرمن,зайып
273,Freude::N,خوشحالي,қуаныш
274,Freude::N,خوشحالي,сүйініш
275,Freude::N,خوشحالي,шат-думан
276,Freude::N,خوشحالي,қуаныштылық
277,Gelächter::N,خندا,күлу
278,Glück::N,بخت,бақыт
279,Glück::N,بخت,бақыттылық
280,Kummer::N,غم,аза
281,Kummer::N,غم,қайғы
282,Kummer::N,غم,қасырет
283,Wunsch::N,هيله,мүдде
284,Wunsch::N,غوښتنه,мүдде
285,Lust::N,شوق,тәбет
286,Lust::N,شوق,ынтызар
287,Lust::N,شوق,құштарлық
288,Lust::N,مینه,тәбет
289,Lust::N,مینه,ынтызар
290,Lust::N,مینه,құштарлық
291,Geist::N,روح,рух
292,Gedanke::N,فکر,ой
293,Gedächtnis::N,یاد,ес
294,Gedächtnis::N,یاد,жады
295,Gedächtnis::N,یاد,ақыл-ес
296,Gedächtnis::N,حافظه,ес
297,Gedächtnis::N,حافظه,жады
298,Gedächtnis::N,حافظه,ақыл-ес
299,Verstand::N,عقل,ақыл
300,Verstand::N,عقل,парасат
301,Verstand::N,شعور,ақыл
302,Verstand::N,شعور,парасат
303,Sinn::N,معنی,мән
304,Sinn::N,معنی,маныз
305,Sinn::N,معنی,мағына
306,Sinn::N,معنی,мән-мағына
307,Grund::N,علت,себеп
308,Grund::N,اساس,себеп
309,Wahrheit::N,حقیقت,рас
310,Gespräch::N,مرکه,әңгіме
311,Gespräch::N,خبرې اترې,әңгіме
312,Märchen::N,افسانه,ертеп
313,Märchen::N,افسانه,ертек
314,Erzählung::N,قصه,әңгіме
315,Erzählung::N,کیسه,әңгіме
316,Nachricht::N,خبر,хабар
317,Neuigkeit::N,نوی خبر,жаңалық
318,Name::N,نوم,ат
319,Name::N,نوم,атау
320,Rätsel::N,کیسۍ,жұмбақ
321,Rätsel::N,چیستان,жұмбақ
322,Rede::N,وینا,сөз
323,Sprache::N,ژبه,тіл
324,Stimme::N,غږ,үн
325,Stimme::N,غږ,әуен
326,Stimme::N,غږ,дауыс
327,Stimme::N,اواز,үн
328,Stimme::N,اواز,әуен
329,Stimme::N,اواز,дауыс
330,Wort::N,لغت,сөз
331,Wort::N,کلمه,сөз
332,Zeichen::N,نښه,ишара
333,Zeichen::N,اشاره,ишара
334,Ruf::N,ږغ,айғай
335,Ruf::N,بلنه,айғай
336,Lärm::N,غالمغال,айғай-шу
337,Lärm::N,غالمغال,айғай-ұйғай
338,Laut::N,ږغ,дыбыс
339,Laut::N,ږغ,дауыс
340,Ton::N,اواز,әуен
341,Lied::N,غزله,ән
342,Lied::N,غزله,жыр
343,Lied::N,غزله,ән-жыр
344,Lied::N,سندره,ән
345,Lied::N,سندره,жыр
346,Lied::N,سندره,ән-жыр
347,Ruhe::N,ارامي,тыныштық
348,Leute::N,خلک,кісілер
349,Volk::N,ولس,халық
350,Arbeit::N,کار,еңбек
351,Gast::N,مېلمه,қонақ
352,Gast::N,مېلمه,мейман
353,Geschenk::N,تحفه,қадия
354,Geschenk::N,سوغات,қадия
355,Spiel::N,لوبه,ойын
356,Gesellschaft::N,ډله,қауым
357,Gesellschaft::N,ډله,жұртшылық
358,Hilfe::N,کومک,жэрдем
359,Hilfe::N,مرسته,жэрдем
360,Freund::N,ملګری,дос
361,Kamerad::N,انډيوال,дос-жар
362,Angelegenheit::N,موضوع,жұмыс
363,Anzahl::N,شمېر,сан
364,Anzahl::N,شمېر,саны
365,Anzahl::N,تعداد,сан
366,Anzahl::N,تعداد,саны
367,Art::N,ډول,түр
368,Stück::N,ټوټه,тілім
369,Teil::N,برخه,үлес
370,Teil::N,برخه,бөлшек
371,Hälfte::N,نیم,жарты
372,Kreis::N,دایره,шеңбер
373,Kreuz::N,صلیب,крест
374,Linie::N,خط,сызық
375,Linie::N,لیکه,сызық
376,Strich::N,کرښه,сызық
377,Abstand::N,فاصله,ара
378,Abstand::N,فاصله,аралық
379,Entfernung::N,واټن,аралық
380,Gegend::N,سیمه,өңір
381,Gegend::N,منطقه,өңір
382,Platz::N,ځای,орны
383,Ort::N,ځای,орын
384,Seite::N,مخ,жақ
385,Seite::N,مخ,бүйір
386,Seite::N,اړخ,жақ
387,Seite::N,اړخ,бүйір
388,Mitte::N,وسط,ортасы
389,Mitte::N,مینځ,ортасы
390,Gegenstand::N,شی,зат
391,Gegenstand::N,شی,нәрсе
392,Sache::N,شی,бұйым
393,Sache::N,څيز,бұйым
394,Rand::N,څنډه,шет
395,Rand::N,څنډه,шеті
396,Rand::N,کناره,шет
397,Rand::N,کناره,шеті
398,Kante::N,اړخ,қыр
399,Kante::N,اړخ,қыры
400,Ecke::N,ګوټ,қыры
401,Ecke::N,ګوټ,бұрыш
402,Spitze::N,څوکه,ұшы
403,Ende::N,څوکه,аяқ
404,Ende::N,څوکه,соңы
405,Loch::N,سوری,тесік
406,Winkel::N,کنج,мүйіс
407,Winkel::N,کوتی,мүйіс
408,Muster::N,نمونه,мәнер
409,Größe::N,قد,ауқым
410,Größe::N,قد,көлемдік
411,Größe::N,لويوالی,ауқым
412,Größe::N,لويوالی,көлемдік
413,Länge::N,طول,бой
414,Länge::N,طول,ұзындық
415,Länge::N,اوږد والی,бой
416,Länge::N,اوږد والی,ұзындық
417,Höhe::N,جګوالی,жоғарылық
418,Höhe::N,جګوالی,биіктік
419,Gewicht::N,وزن,салмақ
420,Menge::N,اندازه,мөлшер
421,Haufen::N,کوټه,үйме
422,Haufen::N,کوټه,үйінді
423,Reihe::N,صف,сап
424,Reihe::N,کتار,сап
425,Boot::N,قايق,қайық
426,Ruder::N,چپه,ескек
427,Schlitten::N,ښویېدونی,шана
428,Ski::N,سکي,шаңғы
429,Lagerfeuer::N,اور,алау
430,Last::N,بار,ауырлық
431,Last::N,بار,ауыр зат
432,Last::N,پېټی,ауырлық
433,Last::N,پېټی,ауыр зат
434,Gang::N,تګ,жүріс
435,Schritt::N,ګام,адым
436,Norden::N,شمال,солтүстік
437,Norden::N,شمال,терістік
438,Süden::N,سوېل,оңтүстік
439,Westen::N,لوېدېځ,батыс
440,Osten::N,شرق,күншығыс
441,Osten::N,ختیځ,күншығыс
442,Holz::N,لرګی,ағаш
443,Holz::N,لرګی,сүрек
444,Brett::N,تخته,тақта
445,Platte::N,تخته,тақта
446,Stütze::N,تکیوان,тіреу
447,Stange::N,ډاګه,қада
448,Stock::N,لرګی,сойыл
449,Stab::N,چيخله,сырық
450,Rohr::N,نل,құбыр
451,Haus::N,کور,үй
452,Heim::N,کور,үйлі
453,Heim::N,کور,шаңырақ
454,Ofen::N,تودنۍ,ошақ
455,Ofen::N,تودنۍ,пеш
456,Fußboden::N,غولی,еден
457,Tisch::N,مېز,үстел
458,Stuhl::N,چوکۍ,орындық
459,Wiege::N,زانګو,бесік
460,Bett::N,کټ,кереует
461,Bett::N,چپرکټ,кереует
462,Regal::N,تاخچۍ,сөре
463,Kiste::N,صندوق,жәшік
464,Fenster::N,کړکۍ,терезе
465,Tür::N,دروازه,есік
466,Tor::N,دروازه,дарбаза
467,Zaun::N,کټاره,дуал
468,Dach::N,بام,шатыр
469,Leiter::N,زينه,саты
470,Leiter::N,زينه,басқыш
471,Besen::N,جارو,сыпырғыш
472,Spaten::N,یوم,күрек
473,Schaufel::N,بېلچه,қалақ
474,Gabel::N,پنجه,аша
475,Gabel::N,پنجه,шанышқы
476,Löffel::N,کاشوغه,қасық
477,Messer::N,چاقو,пышақ
478,Nagel::N,ميخ,мық
479,Nagel::N,ميخ,шеге
480,Netz::N,جال,керегекөз
481,Haken::N,څنګک,ілмек
482,Griff::N,لاستی,сап
483,Griff::N,لاستی,тұтқа
484,Schloss::N,کلپ,құлып
485,Schloss::N,کلپ,бекіткіш
486,Bild::N,رسم,сурет
487,Figur::N,قدوقامت,тұлға
488,Puppe::N,ګوډۍ,қуыршақ
489,Beutel::N,کڅوړه,қапшық
490,Bündel::N,دسته,байлам
491,Tasche::N,بکس,дорба
492,Tasche::N,توبره,дорба
493,Eimer::N,سطل,шелек
494,Deckel::N,سرپوښ,жапқыш
495,Geschirr::N,لوښی,ыдыс
496,Sack::N,جوال,қап
497,Tasse::N,پیاله,шыныаяқ
498,Topf::N,دېګی,кәстрөл
499,Kessel::N,دېګ,қазан
500,Essen::N,خوراک,ас
501,Nahrung::N,خوراک,ас
502,Nahrung::N,خوراک,тамақ
503,Speise::N,خواړه,тағам
504,Fleisch::N,غوښه,ет
505,Getreide::N,غله,дәнді
506,Brei::N,اوګره,ботқа
507,Brot::N,ډوډۍ,күлше
508,Scheibe::N,مړۍ,тілім
509,Fett::N,غوړي,май
510,Butter::N,کوچ,май
511,Öl::N,تېل,май
512,Salz::N,مالګه,тұз
513,Suppe::N,شوربا,көже
514,Honig::N,شات,бал
515,Milch::N,شوده,сүт
516,Tee::N,چای,шай
517,Leder::N,څرمن,көн
518,Wolle::N,پشم,жүн
519,Stoff::N,ټوټه,мата
520,Stoff::N,ټوټه,кездеме
521,Nadel::N,ستن,ине
522,Faden::N,تار,жіп
523,Knopf::N,تڼۍ,түйме
524,Knopf::N,تکمه,түйме
525,Knoten::N,غوټه,түйін
526,Farbe::N,رنګ,рең
527,Kleidung::N,کالي,киім
528,Hemd::N,کميس,жейде
529,Kragen::N,غاړه,жаға
530,Ärmel::N,لستوڼی,жең
531,Hose::N,پطلون,шалбар
532,Gürtel::N,کمربند,белбеу
533,Mütze::N,خولۍ,қалпақ
534,Schuh::N,بوټ,кебіс
535,Stiefel::N,موزه,етік
536,Ring::N,ګوته,жүзік
537,Band::N,فيته,таспа
538,Kamm::N,ګمنځ,тарақ
539,Spiegel::N,ایینه,айна
540,Spiegel::N,هنداره,айна
541,Riemen::N,تسمه,қайыс
542,Schnur::N,مزی,жіп
543,Leine::N,رسۍ,тізгін
544,Decke::N,بړستن,көрпе
545,Kissen::N,بالښت,жастық
546,Tuch::N,ټیکری,орамал
547,Handtuch::N,دسمال,сүлгі
548,Kraft::N,زور,қуат
549,Kraft::N,زور,қарқын
550,Kraft::N,زور,әл-шама
551,Kraft::N,زور,әл-дәрмен
552,Kraft::N,توان,қуат
553,Kraft::N,توان,қарқын
554,Kraft::N,توان,әл-шама
555,Kraft::N,توان,әл-дәрмен
556,Stärke::N,قوت,әл
557,Stärke::N,قوت,күш
558,Gesundheit::N,صحت,денсаулык
559,Gesundheit::N,روغتیا,денсаулык
560,Krankheit::N,مرض,ауру
561,Krankheit::N,ناروغي,ауру
562,Schmerz::N,درد,ауру
563,Wunde::N,ټپ,зақым
564,Wunde::N,ټپ,жарақат
565,Wunde::N,زخم,зақым
566,Wunde::N,زخم,жарақат
567,Fieber::N,تبه,безгек
568,Fieber::N,تبه,қалтырау
569,Fieber::N,تبه,қызу көтерілуі
570,Arznei::N,دوا,дәрі
571,Arznei::N,دوا,дәрі-дәрмек
572,Arznei::N,دارو,дәрі
573,Arznei::N,دارو,дәрі-дәрмек
574,Brücke::N,پول,көпір
575,Brunnen::N,څاه,құдық
576,Brunnen::N,کوهی,құдық
577,Weide::N,وله,өріс
578,Weide::N,وله,жайылым
579,Pfad::N,تړه,жол
580,Weg::N,لیار,жол
581,Straße::N,سړک,жол
582,Dorf::N,کلی,ауыл
583,Stadt::N,ښار,қала
584,Stadt::N,ښار,шаһар
585,Brief::N,لیک,хат
586,Brief::N,لیک,жазу
587,Brief::N,مکتوب,хат
588,Brief::N,مکتوب,жазу
589,Buch::N,کتاب,кітап
590,Buchstabe::N,حرف,әріп
591,Buchstabe::N,حرف,қаріп
592,Buchstabe::N,توری,әріп
593,Buchstabe::N,توری,қаріп
594,Zeitung::N,اخبار,газет
595,Leben::N,ژوند,өмір
596,Leben::N,ژوند,тіршілік
597,Tod::N,مرګ,опат
598,Tod::N,مړینه,опат
599,Grab::N,قبر,мола
600,Grab::N,قبر,мазар
601,Grab::N,ډورۍ,мола
602,Grab::N,ډورۍ,мазар
603,Kirche::N,کلیسا,шіркеу
604,Sünde::N,ګناه,күнә
605,Gott::N,خدای,алла
606,Gott::N,خدای,құдай
607,Gott::N,خدای,тәңірі
608,Gott::N,خدای,пәруардігер
609,Gott::N,خدای,жаратқан тәңірі
610,Arbeiter::N,کاریګر,жүмысшы
611,Chef::N,آمر,басшы
612,Chef::N,آمر,жұмыс басқарушысы
613,Meister::N,استاد,шебер
614,Meister::N,استاد,өнерпаз
615,Arzt::N,طبیب,дәрігер
616,Arzt::N,ډاکټر,дәрігер
617,Lehrer::N,معلم,мұғалім
618,Lehrer::N,ښوونکی,мұғалім
619,Geld::N,پیسې,пұл
620,Geschäft::N,سوداګري,бизнес
621,Laden::N,دکان,дүкен
622,Laden::N,مغازه,дүкен
623,Preis::N,بیه,ақы
624,Preis::N,بیه,құны
625,Preis::N,بیه,нарық
626,Ware::N,مال,тауар
627,Nutzen::N,ګټه,пайда
628,Reichtum::N,شتمني,бақ-дәулет
629,Welt::N,نړۍ,әлем
630,Welt::N,نړۍ,жиһан
631,Welt::N,دنیا,әлем
632,Welt::N,دنیا,жиһан
633,Land::N,هېواد,аймақ
634,Staat::N,دولت,мемлекет
635,König::N,باچا,патша
636,König::N,پادشاه,патша
637,Macht::N,قدرت,өкімет
638,Macht::N,قدرت,қожалық
639,Grenze::N,حد,шек
640,Grenze::N,سرحد,шек
641,Krieg::N,جګړه,соғыс
642,Feind::N,دښمن,жау
643,Feind::N,دښمن,дұшпан
644,Gewalt::N,زور,зорлык
645,Gewalt::N,زور,зорлық-зомбылык
646,Gewalt::N,تشدد,зорлык
647,Gewalt::N,تشدد,зорлық-зомбылык
648,Kampf::N,جنګ,күрес
649,Kampf::N,جنګ,алыспақ
650,Kampf::N,مبارزه,күрес
651,Kampf::N,مبارزه,алыспақ
652,Bogen[Waffe]::N,لیندۍ,саржа
653,Pfeil::N,غشی,жебе
654,Gewehr::N,ټوپک,қару
655,Fehler::N,خطا,әбес
656,Fehler::N,خطا,қаталық
657,Fehler::N,غلطي,әбес
658,Fehler::N,غلطي,қаталық
659,Lüge::N,دروغ,өтірік
660,Schaden::N,زیان,зиян
661,Schaden::N,زیان,зарар
662,Schaden::N,تاوان,зиян
663,Schaden::N,تاوان,зарар
664,Unglück::N,بدبختي,пәле
665,Unglück::N,بدبختي,қасырет
666,Unglück::N,بدبختي,ауыртпалық
667,Schuld::N,ګناه,айыптылық
668,Alter::N,منګ,жас
669,Alter::N,منګ,жас шамасы
670,Schluss::N,اخر,ада
671,Schluss::N,اخر,бітуі
672,Zeit::N,وخت,уақыт
673,Tag::N,ورځ,күн
674,Morgen::N,سبا,таң
675,Morgen::N,سبا,таңертең
676,Morgen::N,سهار,таң
677,Morgen::N,سهار,таңертең
678,Mittag::N,غرمه,талтүс
679,Abend::N,ماښام,кеш
680,Nacht::N,شپه,түн
681,Woche::N,اونۍ,апта
682,Monat::N,مياشت,ай
683,Jahr::N,کال,жыл
684,Frühling::N,پسرلی,көктем
685,Sommer::N,دوبی,жаз
686,Herbst::N,منی,күз
687,Herbst::N,خزان,күз
688,Winter::N,ژمی,қыс
689,Januar::N,جنوري,каңтар
690,Februar::N,فبروري,ақпан
691,März::N,مارچ,наурыз
692,April::N,اپریل,сәуір
693,Mai::N,مې,мамыр
694,Juni::N,جون,маусым
695,Juli::N,جولای,шілде
696,August::N,اګست,сүмбіле
697,August::N,اګست,тамыз
698,September::N,سپټامبر,қыркүйек
699,Oktober::N,اکتوبر,ақырап
700,November::N,نومبر,қараша
701,Dezember::N,دسمبر,желтоқсан
702,Montag::N,دوشنبه,дүйсенбі
703,Dienstag::N,سه شنبه,сейсенбі
704,Mittwoch::N,چارشنبه,сәрсенбі
705,Donnerstag::N,پنجشنبه,бейсенбі
706,Freitag::N,جمعه,жұма
707,Samstag::N,خالي,сенбі
708,Sonntag::N,یکشنبه,жексембі
709,groß::A,لوی,алпамсадай
710,klein::A,وړوکی,кішкене
711,klein::A,وړوکی,қарғадай
712,lang::A,اوړد,сопақ
713,lang::A,اوړد,сорайған
714,kurz::A,لنډ,кеспелтек
715,breit::A,پراخه,айдынды
716,schmal::A,تنګ,қысық
717,dicht::A,ګڼ,жиі
718,dick[Gegenstand]::A,پنډ,шомбал
719,dünn::A,نری,жұқа
720,dünn::A,نری,жіңішке
721,fein::A,نازک,қаңылтақ
722,fest::A,کلک,берік
723,fest::A,کلک,мызғымас
724,fest::A,ټینګ,берік
725,fest::A,ټینګ,мызғымас
726,flach::A,هوار,жалпак
727,glatt::A,ښوی,типыл
728,hart::A,کلک,қатты
729,weich::A,نرم,жұмсақ
730,weich::A,پوست,жұмсақ
731,rund::A,ګرد,домалақ
732,spitz::A,تېره,үшкір
733,scharf::A,تېز,сүйрік
734,scharf::A,تېره,сүйрік
735,stumpf::A,پڅ,доғал
736,stumpf::A,پڅ,өтпейтін
737,schwer::A,دروند,салмақты
738,schön::A,ښکلی,сұлу
739,heiß::A,تود,ыссы
740,warm::A,تود,жылы
741,kalt::A,ېخ,аязды
742,kalt::A,سوړ,аязды
743,kühl::A,ېخ,салқын
744,kühl::A,سوړ,салқын
745,frisch::A,تازه,таза
746,frisch::A,تازه,жаңа
747,feucht::A,مرطوب,нам
748,feucht::A,مرطوب,дымқылды
749,nass::A,لوند,сулы
750,trocken::A,وچ,құрғақ
751,voll::A,ډک,толы
752,leer::A,خالی,бос
753,offen::A,خلاص,ашып қойылған
754,offen::A,پرانیستی,ашып қойылған
755,geschlossen::A,تړلی,жабулы
756,sauber::A,پاک,дақсыз
757,sauber::A,پاک,мұнтаздай
758,schmutzig::A,چټل,айғыз
759,schmutzig::A,چټل,сатпақ
760,schmutzig::A,چټل,сатал-сатал
761,roh::A,خام,шикі
762,reif::A,پوخ,піскен
763,reif::A,رسېدلی,піскен
764,lecker::A,خوندور,дәмді
765,lecker::A,مزه دار,дәмді
766,süß::A,خوږ,тәтті
767,süß::A,شیرین,тәтті
768,bitter::A,تریخ,ащы
769,sauer::A,ټاک,қышқыл
770,sauer::A,تريو,қышқыл
