,Concept_ID,mdf,he
74,Erde::N,мастор,אדמה
75,Staub::N,пуль,אבק
76,Rauch::N,качам,עשן
77,Funke::N,ця́тка,ניצוץ
78,Feuer::N,тол,אש
79,Licht::N,ва́лда,אור
80,Schatten::N,цильф,צל
81,Wetter::N,уша,מזג אויר
82,Nebel::N,тума́н,ערפל
83,Wolke::N,ковол,ענן
84,Regen::N,пизем,גשם
85,Schnee::N,лов,שלג
86,Eis::N,эй,קרח
87,Frost::N,ке́льме,צנה
88,Kälte::N,якшама,קר
89,Hitze::N,пси,חם
90,Raureif::N,леш,כפור
91,Regenbogen::N,а́тямъёнга,קשת
92,Donner::N,атям,רעם
93,Strömung::N,шудема́,זרימה
94,Tropfen::N,путькс,טפה
95,Tropfen::N,пътняфкс,טפה
96,Schaum::N,шов,קצף
97,Schmutz::N,ърда́з,לכלוך
98,See::N,эрьхке,אגם
99,Sumpf::N,шяй,בצה
100,Moor::N,шяй,בצה
101,Wiese::N,луга,מרעה
102,Wald::N,вирь,יער
103,Hügel::N,губо́р,תל
104,Hügel::N,пандоня,תל
105,Anhöhe::N,губо́р,מעלה
106,Berg::N,панда,הר
107,Gipfel::N,пря,פסגה
108,Höhle::N,у́нда,מערה
109,Abhang::N,па́нда ша́ма,מדרון
110,Abhang::N,па́нда ша́ма,שפוע
111,Quelle::N,эшиня,מעין
112,Bach::N,шудерькс,נחל
113,Fluss::N,ляй,נהר
114,Ufer::N,търва́,גדה
115,Küste::N,ляйтърва́,חוף
116,Festland::N,мода,יבשה
117,Meer::N,моря,ים
118,Bucht::N,ведьуське,מפרץ
119,Insel::N,цёнга,אי
120,Blume::N,панчф,פרח
121,Gras::N,тише,דשא
122,Wurzel::N,юр,שרש
123,Wurzel::N,ункс,שרש
124,Baum::N,шуфта,עץ
125,Stamm::N,ро́нга,גזע
126,Rinde::N,кер,קלפת עץ
127,Ast::N,морга,ענף
128,Zweig::N,тарад,ענף
129,Blatt::N,лопа,עלה
130,Birke::N,ке́лу,שדר
131,Kiefer[Baum]::N,пиче,ארן
132,Weide[Baum]::N,каль,ערבה
133,Tanne::N,куз,אשוח
134,Horn::N,сюра,קרן
135,Feder::N,толга,נוצה
136,Fell::N,кедь,פרוה
137,Flügel::N,паця,כנף
138,Klaue::N,кенже,טלף
139,Kralle::N,кенже,טפר
140,Schwanz::N,пула,זנב
141,Ei::N,ал,ביצה
142,Nest::N,пиза,קן
143,Bau::N,пиза,מחלה
144,Tier::N,жува́та,חיה
145,Herde::N,нал,עדר
146,Herde::N,стада,עדר
147,Kuh::N,скал,פרה
148,Kuh::N,тракс,פרה
149,Bulle::N,бука,פר
150,Pferd::N,лишме,סוס
151,Schaf::N,уча́,כבשה
152,Schwein::N,тува,חזיר
153,Hund::N,пине,כלב
154,Katze::N,катоня,חתול
155,Katze::N,аваката,חתול
156,Bär::N,офта,דב
157,Eichhörnchen::N,ур,סנאי
158,Elch::N,ся́рда,דישון
159,Fuchs::N,келазь,שועל
160,Hase::N,ну́мол,ארנב
161,Maus::N,шеер,עכבר
162,Wolf::N,върьгаз,זאב
163,Vogel::N,нармонь,צפור
164,Schwarm::N,ко́вол,נחיל
165,Schwarm::N,ко́вол,להקה
166,Schwarm::N,ме́швеле,נחיל
167,Schwarm::N,ме́швеле,להקה
168,Huhn::N,сараз,תרנגלת
169,Hahn::N,а́тякш,תרנגול
170,Gans::N,маци,אוז
171,Adler::N,куцькан,עיט
172,Ente::N,яксярга,ברוז
173,Eule::N,ко́рож,ינשוף
174,Kranich::N,ка́рга,עגור
175,Kranich::N,ка́рга,כרוכיה
176,Krähe::N,ва́рси,עורב
177,Kuckuck::N,ку́ку,קוקיה
178,Schwan::N,ло́ксти,ברבור
179,Fisch::N,кал,דג
180,Barsch::N,о́кунь,אוקונוס
181,Hecht::N,щу́ка,זאב הים
182,Schlange[Tier]::N,куй,נחש
183,Wurm::N,сукс,תולעת
184,Spinne::N,унжа́,עכביש
185,Ameise::N,панжам,נמלה
186,Laus::N,си,כנה
187,Mücke::N,ся́ське,יתוש
188,Fliege::N,кару,זבוב
189,Schmetterling::N,ме́лав,פרפר
190,Beere::N,и́мож,ענבה
191,Apfel::N,марь,תפוח
192,Pilz::N,панга,פטריה
193,Zwiebel::N,шурьхкя́,בצל
194,Saat::N,видьмот,זרעים
195,Korn::N,сёра,גרעין
196,Heu::N,тише,חציר
197,Schale::N,кедь,קלפה
198,Grube::N,лотка,בור
199,Grube::N,лотка,שוחה
200,Falle::N,туфкс,מלכדת
201,Falle::N,кунда́ма,מלכדת
202,Schlinge::N,килькш,לולאה
203,Spur::N,пильгоки́,עקבה
204,Asche::N,кулу,אפר
205,Dreck::N,ърда́з,זהמה
206,Eisen::N,кшни,ברזל
207,Gold::N,ока,זהב
208,Gold::N,золота,זהב
209,Silber::N,сия́,כסף
210,Kohle::N,седь,פחם
211,Kohle::N,седьвальмя,פחם
212,Glas::N,кля́нцек,זכוכית
213,Lehm::N,сёвонь,חרסית
214,Sand::N,шува́р,חול
215,Mensch::N,ломань,אדם
216,Mann::N,аля,איש
217,Mann::N,аля,גבר
218,Mann::N,цёраломань,איש
219,Mann::N,цёраломань,גבר
220,Frau::N,ава,אשה
221,Frau::N,ава,גברת
222,Kind::N,идь,ילד
223,Kind::N,шаба,ילד
224,Junge::N,цёраня,ילד
225,Mädchen::N,стирня́,נערה
226,Familie::N,тнал,משפחה
227,Familie::N,семья,משפחה
228,Großvater::N,атя,סבא
229,Großvater::N,щя́тя,סבא
230,Großmutter::N,баба,סבתא
231,Eltern::N,тя́дят-а́лят,הורים
232,Vater::N,аля,אב
233,Mutter::N,ава,אם
234,Mutter::N,тядя,אם
235,Sohn::N,цёра,בן
236,Tochter::N,стирь,בת
237,Bruder::N,дуган,אח
238,Bruder::N,пяльне,אח
239,Schwester::N,ака,אחות
240,Schwester::N,сазор,אחות
241,Onkel::N,оця,דוד
242,Onkel::N,патя,דוד
243,Onkel::N,щеня́,דוד
244,Tante::N,ака,דודה
245,Tante::N,щака,דודה
246,Ehemann::N,мирде,איש
247,Ehemann::N,мирде,בעל
248,Ehefrau::N,ърьвя́,אשה
249,Freude::N,ке́нярдема,שמחה
250,Gelächter::N,рахсема,צחוק
251,Glück::N,паваз,אשר
252,Kummer::N,ризф,יגון
253,Kummer::N,ризф,עגמה
254,Kummer::N,пичефкс,יגון
255,Kummer::N,пичефкс,עגמה
256,Wunsch::N,мяль,אחול
257,Wunsch::N,мяль,משאלה
258,Wunsch::N,таколдома,אחול
259,Wunsch::N,таколдома,משאלה
260,Lust::N,таколдома,חשק
261,Lust::N,таколдома,תשוקה
262,Geist::N,вайме,רוח
263,Gedanke::N,мяль,מחשבה
264,Gedächtnis::N,прявий,זכרון
265,Verstand::N,прявий,שכל
266,Sinn::N,ён,מובן
267,Sinn::N,ён,משמעות
268,Grund::N,туфта́л,סבה
269,Wahrheit::N,ви́де,אמת
270,Wahrheit::N,видеши́,אמת
271,Gespräch::N,корхтама,דיון
272,Märchen::N,ёфкс,אגדה
273,Erzählung::N,азкс,ספור
274,Nachricht::N,куля́,ידיעה
275,Neuigkeit::N,куля́,חדשה
276,Name::N,лем,שם
277,Rätsel::N,со́дама ёфкс,תעלומה
278,Rede::N,вал,נאום
279,Rede::N,корхтама,נאום
280,Sprache::N,кяль,לשון
281,Stimme::N,вайгяль,קול
282,Wort::N,вал,מלה
283,Zeichen::N,тя́ште,סימן
284,Zeichen::N,тя́штькс,סימן
285,Ruf::N,тердема,קריאה
286,Lärm::N,гайф,רעש
287,Lärm::N,жалакодома,רעש
288,Laut::N,вайгяль,הגה
289,Ton::N,вайгяль,צליל
290,Lied::N,мора,שיר
291,Ruhe::N,сетьме,שלוה
292,Leute::N,ломатть,אנשים
293,Volk::N,наро́д,עם
294,Arbeit::N,тев,עבודה
295,Gast::N,и́нжи,אורח
296,Gast::N,ко́нак,אורח
297,Geschenk::N,казне,מתנה
298,Spiel::N,налхкома,משחק
299,Spiel::N,налхксема,משחק
300,Gesellschaft::N,кружок,חברה
301,Hilfe::N,лездома,עזרה
302,Freund::N,я́лга,חבר
303,Freund::N,я́лга,ידיד
304,Kamerad::N,я́лга,רע
305,Angelegenheit::N,тев,ענין
306,Anzahl::N,лувкс,מספר
307,Art::N,вид,סוג
308,Stück::N,пакш,חתיכה
309,Teil::N,часть,פרק
310,Teil::N,пялькс,פרק
311,Hälfte::N,пяле,חצי
312,Kreis::N,шаркс,מעגל
313,Kreuz::N,крёз,צלב
314,Linie::N,межа,קו
315,Linie::N,китькс,קו
316,Strich::N,межа,קו קצר
317,Abstand::N,ётка,מרחק
318,Entfernung::N,ётка,מרחק
319,Gegend::N,ва́ста,נוף
320,Gegend::N,перьфпя́ль,נוף
321,Platz::N,ва́ста,שטח
322,Ort::N,ва́ста,אתר
323,Ort::N,ва́ста,מקום
324,Seite::N,пяле,צד
325,Mitte::N,кучка́,אמצע
326,Gegenstand::N,веща,אוביקט
327,Sache::N,тев,דבר
328,Sache::N,веща,דבר
329,Rand::N,пе,פרור
330,Kante::N,и́рдез,קצה
331,Ecke::N,ужа,פנה
332,Spitze::N,пря,קצה
333,Ende::N,пе,סוף
334,Loch::N,варя,חר
335,Winkel::N,ужа,פנה
336,Muster::N,сёрма,תבנית
337,Größe::N,серь,גדל
338,Länge::N,кува́лма,ארך
339,Höhe::N,серь,קומה
340,Höhe::N,серь,גבה
341,Gewicht::N,сталма,משקל
342,Menge::N,лувкс,כמות
343,Haufen::N,мар,ערמה
344,Reihe::N,ряд,רצף
345,Boot::N,венеж,סירה
346,Ruder::N,миле,משוט
347,Schlitten::N,ну́рда,מזחלת
348,Ski::N,сокс,מגלשים
349,Lagerfeuer::N,то́лмар,מדורה
350,Last::N,канкс,משא
351,Last::N,сталма,משא
352,Gang::N,молема,הליכה
353,Schritt::N,аськолкс,צעד
354,Norden::N,якшама шире,צפון
355,Süden::N,ля́мбе ши́ре,דרום
356,Westen::N,ши валгома шире,מערב
357,Osten::N,шинь стяма шире,מזרח
358,Holz::N,вирь,עץ
359,Holz::N,шуфта,עץ
360,Brett::N,лавця,קרש
361,Platte::N,плита́,לוח
362,Stütze::N,неже,משען
363,Stange::N,олга,מוט
364,Stock::N,байдек,מקל
365,Stab::N,олгоня,מוט
366,Rohr::N,турама,צנור
367,Haus::N,куд,בית
368,Heim::N,куд,בית
369,Ofen::N,пянакуд,תנור
370,Fußboden::N,кия́кс,רצפה
371,Tisch::N,шра,שלחן
372,Tisch::N,моркш,שלחן
373,Stuhl::N,стул,כסא
374,Wiege::N,нюря́м,ערש
375,Bett::N,ацам,מטה
376,Regal::N,лавцяланга,מדף
377,Kiste::N,парга,תבה
378,Kiste::N,парга,ארגז
379,Fenster::N,валмья,חלון
380,Tür::N,кенкш,דלת
381,Tor::N,ортат,שער
382,Zaun::N,перяфкс,גדר
383,Dach::N,кудпря,גג
384,Leiter::N,куцема,סלם
385,Besen::N,тяльме,מטאטא
386,Spaten::N,ка́йме,את
387,Schaufel::N,ко́поня,את
388,Schaufel::N,ця́рдом,את
389,Gabel::N,ця́нгоня,מזלג
390,Löffel::N,куцю,כף
391,Messer::N,пеель,סכין
392,Nagel::N,эска,מסמר
393,Haken::N,кя́чказ,וו
394,Haken::N,кя́чказ,קרס
395,Griff::N,недь,ידית
396,Griff::N,кунда́мка,ידית
397,Schloss::N,замо́к,מנעול
398,Bild::N,карти́на,תמונה
399,Figur::N,ронга-понда,פסל
400,Puppe::N,ня́ка,בבה
401,Beutel::N,кяскав,שק
402,Bündel::N,кярьме,צרור
403,Tasche::N,кошяльня,שקית
404,Eimer::N,ве́дарка,דלי
405,Deckel::N,тавадкс,מכסה
406,Deckel::N,вельхкс,מכסה
407,Geschirr::N,кядьге,כלים
408,Sack::N,кяскав,שק
409,Tasse::N,ша́ваня,ספל
410,Topf::N,кавозь,סיר
411,Kessel::N,сргавозь,קנקן
412,Essen::N,ярхцама,אכל
413,Essen::N,ярхцама,ארוחה
414,Nahrung::N,ярхцампяль,הזנה
415,Nahrung::N,ярхцампяль,תזונה
416,Speise::N,ярхцама,מאכל
417,Speise::N,ярхцама,ארוחה
418,Fleisch::N,пал,בשר
419,Fleisch::N,сиволь,בשר
420,Getreide::N,сёра,דגן
421,Brei::N,ям,מחית
422,Brot::N,кши,לחם
423,Scheibe::N,кочам,עגול
424,Scheibe::N,кочам,פרוסה
425,Fett::N,куя́,שמן
426,Butter::N,вай,חמאה
427,Öl::N,вай,שמן
428,Salz::N,сал,מלח
429,Suppe::N,шонгарям,מרק
430,Suppe::N,коршампяль,מרק
431,Honig::N,медь,דבש
432,Milch::N,лофца,חלב
433,Tee::N,чай,תה
434,Leder::N,кедь,עור
435,Wolle::N,пона,צמר
436,Stoff::N,котф,בד
437,Stoff::N,котф,אריג
438,Nadel::N,салмокс,מחט
439,Faden::N,сюре,חוט
440,Knopf::N,пуня,כפתור
441,Knoten::N,сюлма,קשר
442,Farbe::N,архтомбяль,צבע
443,Kleidung::N,щам,בגדים
444,Hemd::N,па́нар,חלצה
445,Kragen::N,сиве,צוארון
446,Ärmel::N,ожа,שרוול
447,Hose::N,понкст,מכנסים
448,Gürtel::N,каркс,חגורה
449,Mütze::N,вазь,כובע
450,Schuh::N,башма́к,נעל
451,Stiefel::N,кя́ме,מגף
452,Ring::N,суркс,טבעת
453,Band::N,керькс,סרט
454,Band::N,лента,סרט
455,Kamm::N,сюрьхцем,מסרק
456,Spiegel::N,ванома,מראה
457,Riemen::N,шнань каркс,רצועה
458,Schnur::N,пикс,חבל
459,Schnur::N,карькскя,חבל
460,Leine::N,вядьме,מושכות
461,Decke::N,вельхкс,שמיכה
462,Kissen::N,тоду,כרית
463,Tuch::N,руця́,צעיף
464,Handtuch::N,на́рдама,מגבת
465,Kraft::N,вий,כוח
466,Stärke::N,вииши,און
467,Gesundheit::N,шумбраши́,בריאות
468,Krankheit::N,урма́,מחלה
469,Krankheit::N,сярядема,מחלה
470,Schmerz::N,маряма,כאב
471,Wunde::N,керф,פציעה
472,Fieber::N,маштыкс,חם
473,Arznei::N,надо́бья,תרופה
474,Arznei::N,пъчка́фтома,תרופה
475,Brücke::N,седь,גשר
476,Brunnen::N,эши,באר
477,Weide::N,ванома васта,אחו
478,Weide::N,ванома васта,מרעה
479,Pfad::N,ян,שביל
480,Pfad::N,ян,מדרכה
481,Pfad::N,киня́,שביל
482,Pfad::N,киня́,מדרכה
483,Weg::N,ки,דרך
484,Straße::N,ки,כביש
485,Dorf::N,веле,כפר
486,Stadt::N,ош,עיר
487,Brief::N,сёрма,מכתב
488,Buch::N,книга,ספר
489,Buchstabe::N,бу́ква,אות
490,Zeitung::N,газе́та,עתון
491,Leben::N,эряф,חיים
492,Leben::N,эряма,חיים
493,Tod::N,кулома́,מות
494,Grab::N,калма,קבר
495,Kirche::N,це́рькав,כנסיה
496,Sünde::N,пежеть,חטא
497,Sünde::N,муворкс,חטא
498,Gott::N,шкай,אל
499,Arbeiter::N,трудендай,פועל
500,Arbeiter::N,работник,פועל
501,Chef::N,азор,ראש
502,Chef::N,азор,מנהל
503,Chef::N,оцюня,ראש
504,Chef::N,оцюня,מנהל
505,Meister::N,мастяр,ממחה
506,Arzt::N,врач,רופא
507,Arzt::N,доктор,רופא
508,Lehrer::N,учи́тель,מורה
509,Geld::N,ярмакт,כסף
510,Geschäft::N,ладяфкс,עסקה
511,Geschäft::N,ладяф тев,עסקה
512,Laden::N,ла́вка,חנות
513,Preis::N,питне,מחיר
514,Ware::N,миф,סחורה
515,Ware::N,ра́маф,סחורה
516,Nutzen::N,пара,תועלת
517,Nutzen::N,лезкс,תועלת
518,Reichtum::N,ко́зяши,עשר
519,Welt::N,свет,עולם
520,Land::N,мастор,ארץ
521,Staat::N,государства,מדינה
522,König::N,король,מלך
523,Macht::N,азорондама,כוח
524,Macht::N,азорксши,כוח
525,Grenze::N,ёткаян,גבול
526,Krieg::N,война́,מלחמה
527,Feind::N,душман,אויב
528,Feind::N,каршек тюри,אויב
529,Gewalt::N,наругама,אלימות
530,Kampf::N,тюрема́,קרב
531,Kampf::N,тюрема́,לחימה
532,Bogen[Waffe]::N,нал,קשת
533,Pfeil::N,нал,חץ
534,Gewehr::N,винто́вка,רובה
535,Fehler::N,эльбядькс,טעות
536,Lüge::N,васькафнема,שקר
537,Schaden::N,зия́н,נזק
538,Unglück::N,зия́н,מזל רע
539,Schuld::N,муворши,אשמה
540,Alter::N,эряф кизот,גיל
541,Alter::N,эряфонь пинге,גיל
542,Schluss::N,пе,סיום
543,Zeit::N,пинге,זמן
544,Tag::N,ши,יום
545,Morgen::N,шобдава,בקר
546,Mittag::N,шикучка,צהרים
547,Abend::N,иля́дь,ערב
548,Nacht::N,ве,לילה
549,Woche::N,недя́ля,שבוע
550,Monat::N,ков,חדש
551,Jahr::N,киза,שנה
552,Frühling::N,тунда́,אביב
553,Sommer::N,киза,קיץ
554,Herbst::N,сёксе,סתו
555,Winter::N,тяла,חרף
556,Januar::N,кельмеков,ינואר
557,Februar::N,уфайков,פברואר
558,März::N,марайков,מרץ
559,April::N,шудиков,אפריל
560,Mai::N,панжиков,מאי
561,Juni::N,лямбеков,יוני
562,Juli::N,псиков,יולי
563,August::N,сёроньков,אוגוסט
564,September::N,тюжягов,ספטמבר
565,Oktober::N,кельмазаков,אוקטובר
566,November::N,эйндамков,נובמבר
567,Dezember::N,кучкаков,דצמבר
568,Montag::N,одговши,יום שני
569,Dienstag::N,ша́вши,יום שלישי
570,Mittwoch::N,вержи,יום רביעי
571,Donnerstag::N,шува́ланя,יום חמישי
572,Freitag::N,пя́денця,יום ששי
573,Samstag::N,ёткши,יום שבת
574,Sonntag::N,таргоши,יום ראשון
575,groß::A,оцю,גדול
576,klein::A,ёмла,קטן
577,lang::A,кува́ка,ארך
578,kurz::A,нюрьхкя́ня,קצר
579,breit::A,кели,רחב
580,schmal::A,тяйня,צר
581,dicht::A,сиде,צפוף
582,dicht::A,туста,צפוף
583,dick[Gegenstand]::A,эчке,עבה
584,dünn::A,шува́ня,דק
585,fein::A,шува́ня,מעדן
586,fest::A,кеме,מוצק
587,flach::A,лапш,שטוח
588,glatt::A,вадяв,חלק
589,glatt::A,такор,חלק
590,hart::A,калгода,קשיח
591,weich::A,ляпе,רך
592,rund::A,кру́глай,עגל
593,spitz::A,ботаз,חד
594,spitz::A,оржа,חד
595,scharf::A,оржа,חד
596,stumpf::A,ношка,קהה
597,schwer::A,стака,כבד
598,schön::A,мазы,יפה
599,heiß::A,пси,חם
600,warm::A,лямбе,חם
601,kalt::A,кельме,קר
602,kühl::A,эше,צונן
603,frisch::A,свежай,טרי
604,feucht::A,летьке,לח
605,nass::A,начка,רטוב
606,trocken::A,коське,יבש
607,voll::A,пяшксе,מלא
608,leer::A,шава,ריק
609,offen::A,панжада,פתוח
610,offen::A,виде,פתוח
611,geschlossen::A,пякстаф,סגור
612,geschlossen::A,сёлгф,סגור
613,sauber::A,ару,נקי
614,schmutzig::A,рда́зу,מלכלך
615,schmutzig::A,пя́ндра,מלכלך
616,roh::A,верок,חי
617,reif::A,ке́нерьф,בשל
618,lecker::A,танцти,טעים
619,süß::A,ламбама,מתוק
620,bitter::A,сяпи,מר
621,sauer::A,шапама,חמוץ
622,hell::A,валда,בהיר
623,dunkel::A,шобда,עמום
624,schwarz::A,равжа,שחר
625,weiß::A,акша,לבן
626,rot::A,якстерь,אדם
627,gelb::A,тюжя́,צהב
628,blau::A,сенем,כחל
629,grün::A,пиже,ירק
630,grün::A,сянгяря,ירק
631,grau::A,уле,אפר
632,bunt::A,сёрмав,צבעוני
633,billig::A,у́цез,זול
634,billig::A,аф пи́тни,זול
635,teuer::A,пи́тни,יקר
636,wertvoll::A,питни,יקר ערך
637,blind::A,сокор,עור
638,taub::A,пярав,חרש
639,kräftig::A,пяк вии,חסן
640,stark::A,вии,חזק
641,schwach::A,лафча,חלש
642,fett::A,куя́,שמן
643,schlank::A,виде ронга,רזה
644,hübsch::A,мазы,יפה תאר
645,böse::A,кяжи,רשע
646,dumm::A,аф ёню,טפש
647,dumm::A,шава пря,טפש
648,faul::A,нола,עצלן
649,fleißig::A,ку́лхцонды,חרוץ
650,geizig::A,кирьжя,קמצן
651,geizig::A,жаднай,קמצן
652,klug::A,ёню,נבון
653,klug::A,ёню,פקח
654,klug::A,пря́ви,נבון
655,klug::A,пря́ви,פקח
656,geschickt::A,маштозь тиф,מימן
657,lieb::A,цебярь,יקר
658,lieb::A,цебярь,אהוב
659,lustig::A,ра́хси,עליז
660,sanft::A,сетьме,עדין
661,hungrig::A,вача,רעב
662,hungrig::A,вачеда,רעב
663,krank::A,сяряди,חולה
664,nackt::A,штада,ערום
665,nackt::A,кърхтапа,ערום
666,traurig::A,ла́жнай,עצוב
667,lebendig::A,эряй,חי
668,gut::A,пара,טוב
669,gut::A,цебярь,טוב
670,schlecht::A,кальдяв,גרוע
671,richtig::A,виде,נכון
672,schlimm::A,кальдяв,רע
673,wahr::A,афкуксонь,אמתי
674,alt::A,ташта,ישן
675,neu::A,од,חדש
676,ehemalig::A,и́нгольдень,לשעבר
677,alt[Lebewesen]::A,сире,זקן
678,jung::A,од,צעיר
679,arm::A,а́шу,עני
680,reich::A,козя,עשיר
681,bekannt::A,содаф,ידוע
682,berühmt::A,содавикс,מפרסם
683,fremd::A,лия,זר
684,fremd::A,аф содаф,זר
685,verschieden::A,аф фкя ла́цонь,שונה
686,nah::A,мала,קרוב
687,nah::A,аф ичкоздень,קרוב
688,fern::A,и́чкоздень,רחוק
689,fern::A,куна́рдонь,רחוק
690,linker::A,кержи,שמאלי
691,rechter::A,види,ימין
692,anderer::A,лия,אחר
693,erster::A,васенце,ראשון
694,zweiter::A,омбоце,שני
695,dritter::A,колмоце,שלישי
696,letzter::A,ме́кольце,אחרון
697,allein::ADV,ськамонза,לבד
698,auf einmal::ADV,вихцок,בו-זמנית
699,zusammen::ADV,марс,ביחד
700,zusammen::ADV,ма́рса,ביחד
701,lange::ADV,кува́тьс,הרבה זמן
702,plötzlich::ADV,а́пак учт,לפתע
703,plötzlich::ADV,а́пак учт,פתאום
704,sofort::ADV,тяникиге,מיד
705,später::ADV,ме́ле,לאחר זמן
706,später::ADV,ме́ле,יותר מאחר
707,jetzt::ADV,тяни,עכשיו
708,heute::ADV,тячи,היום
709,morgen::ADV,ва́нды,מחר
710,bald::ADV,курок,בקרוב
711,dann::ADV,меле,אחר-כך
712,dann::ADV,сяда меле,אחר-כך
713,gestern::ADV,ися́к,אתמול
714,einst::ADV,весть,לפנים
715,einst::ADV,мзя́рда-бди,לפנים
716,damals::ADV,эста,אז
717,danach::ADV,меле,אחר-כך
718,vorher::ADV,инголи,לפני זה
719,zuerst::ADV,ва́сенда,קדם
720,einmal::ADV,весть,פעם
721,manchmal::ADV,лия́ста,לפעמים
722,manchmal::ADV,ко́ста-ко́ста,לפעמים
723,oft::ADV,си́деста,לעתים קרובות
724,immer::ADV,фалу,תמיד
725,immer::ADV,най,תמיד
726,niemals::ADV,аф мзя́рдонга,אף פעם
727,hier::ADV,тяса,כאן
728,hierhin::ADV,сей,פה
729,hierhin::ADV,тяза,פה
730,von hier::ADV,тя́ста,מפה
731,dort::ADV,тоса,שם
732,dorthin::ADV,тов,שם
733,dorthin::ADV,тоза,שם
734,geradeaus::ADV,ви́деста,ישר
735,vorwärts::ADV,и́нголи,קדימה
736,rückwärts::ADV,ме́ки,לאחור
737,zurück::ADV,ме́ки,בחזרה
738,zurück::ADV,ме́ки,אחורנית
739,unten::ADV,ала,למטה
740,hinab::ADV,алу,למטה
741,oben::ADV,вяре,מעל
742,oben::ADV,вяре,למעלה
743,hinauf::ADV,вяри,למעלה
744,überall::ADV,се́мбе ва́стова,בכל מקום
745,nicht::ADV,аф,לא
746,ein wenig::ADV,аф лама,קצת
747,kaum::ADV,а́ньцек,בקשי
748,sehr::ADV,пяк,מאוד
749,so::ADV,ста́не,כך
750,so::ADV,ста́не,ככה
751,noch::ADV,нинге,עוד
752,noch::ADV,нинге,עדין
753,nur::ADV,аньцек,רק
754,schon::ADV,ни,כבר
755,wieder::ADV,та́га,שוב
756,vergebens::ADV,стак,לריק
757,vergebens::ADV,стак,לשוא
758,vor::PRP,инголе,מול
759,hinter::PRP,фтала,מאחורי
760,hinter::PRP,мельге,מאחורי
761,unter::PRP,ала,מתחת
762,durch::PRP,пачк,דרך
763,neben::PRP,ваксса,ליד
764,neben::PRP,ваксса,על-יד
765,zwischen::PRP,ёткса,בין
766,wegen::PRP,сюнеда,בשל
767,wegen::PRP,сюнеда,בגלל
768,dies::PRN,тя,זה
769,das::PRN,ся,זה
770,das::PRN,тона,זה
771,alles::PRN,сембе,הכל
772,ich::PRN,мон,אני
773,du::PRN,тон,את
774,du::PRN,тон,אתה
775,er::PRN,сон,הוא
776,wir::PRN,минь,אנחנו
777,ihr::PRN,тинь,לה
778,sie::PRN,синь,הם
779,was::FPRN,мезе,מה
780,wer::FPRN,кие,מי
781,wo::FADV,коса,איפה
782,wohin::FADV,ков,לאן
783,wohin::FADV,коза,לאן
784,wie::FADV,ко́да,איך
785,warum::FADV,мес,למה
786,wieviel::FNUM,мзя́ра,כמה
