,Concept_ID,ga,ca
146,Bucht::N,bá,badia
147,Bucht::N,cuan,cala
148,Bucht::N,cuan,badia
149,Insel::N,inis,illa
150,Insel::N,oileán,illa
151,Blume::N,bláth,flor
152,Gras::N,féar,herba
153,Wurzel::N,rúta,rel
154,Wurzel::N,rúta,arrel
155,Wurzel::N,fréamh,rel
156,Wurzel::N,fréamh,arrel
157,Baum::N,crann,arbre
158,Stamm::N,stoc,tronc
159,Stamm::N,tamhan,tronc
160,Rinde::N,coirt,escorça
161,Rinde::N,craiceann,escorça
162,Ast::N,géag,branca
163,Zweig::N,géag,ram
164,Zweig::N,craobh,ram
165,Blatt::N,duille,fulla
166,Blatt::N,duilleog,fulla
167,Birke::N,beith,bedoll
168,Birke::N,crann beithe,bedoll
169,Kiefer[Baum]::N,péine,pi
170,Weide[Baum]::N,saileach,salze
171,Tanne::N,giúis,avet
172,Horn::N,adharc,corn
173,Horn::N,adharc,banya
174,Feder::N,cleite,ploma
175,Fell::N,clúmh,pell
176,Flügel::N,eite,ala
177,Flügel::N,sciathán,ala
178,Klaue::N,crúb,urpa
179,Klaue::N,crobh,urpa
180,Kralle::N,crobh,grapa
181,Schwanz::N,eireaball,cua
182,Ei::N,ubh,ou
183,Nest::N,nead,niu
184,Bau::N,brocais,cau
185,Tier::N,ainmhí,animāl
186,Tier::N,beithíoch,animāl
187,Herde::N,tréad,ramat
188,Kuh::N,bó,vaca
189,Bulle::N,tarbh,toro
190,Pferd::N,each,cavāll
191,Pferd::N,capall,cavāll
192,Schaf::N,caora,be
193,Schaf::N,caora,ovella
194,Schwein::N,muc,bacó
195,Hund::N,madra,ca
196,Hund::N,madra,gos
197,Katze::N,cat,gat
198,Bär::N,béar,ós
199,Eichhörnchen::N,iora,esquirol
200,Elch::N,eilc,ant
201,Fuchs::N,sionnach,guilla
202,Fuchs::N,madra rua,guilla
203,Hase::N,giorria,llebre
204,Maus::N,luch,ratolí
205,Wolf::N,mac tíre,llop
206,Vogel::N,éan,au
207,Vogel::N,éan,ocēll
208,Schwarm::N,saithe,bandada
209,Huhn::N,cearc,gallina
210,Hahn::N,coileach,gall
211,Gans::N,gé,oca
212,Adler::N,iolar,àguila
213,Ente::N,lacha,ànec
214,Eule::N,ulchabhán,òliba
215,Eule::N,ulchabhán,mussol
216,Kranich::N,grús,grua
217,Krähe::N,caróg,cornella
218,Krähe::N,préachán,cornella
219,Kuckuck::N,cuach,cucut
220,Schwan::N,eala,cigne
221,Fisch::N,iasc,peix
222,Barsch::N,péirse,perca
223,Hecht::N,liús,lluç
224,Schlange[Tier]::N,nathair,serp
225,Wurm::N,péist,cuc
226,Spinne::N,damhán alla,aranya
227,Ameise::N,seangán,formiga
228,Laus::N,míol,poll
229,Mücke::N,muiscít,mosquit
230,Mücke::N,corrmhíol,mosquit
231,Fliege::N,cuil,mosca
232,Fliege::N,cuileog,mosca
233,Schmetterling::N,féileacán,papallona
234,Beere::N,caor,baia
235,Apfel::N,úll,poma
236,Pilz::N,beacán,bolet
237,Pilz::N,muisiriún,bolet
238,Zwiebel::N,oinniún,ceba
239,Saat::N,síol,sembra
240,Korn::N,gráinne,gra
241,Heu::N,féar,fenc
242,Schale::N,scaimh,closca
243,Grube::N,poll,sot
244,Grube::N,poll,clot
245,Falle::N,gaiste,trampa
246,Schlinge::N,sealán,baga
247,Spur::N,rian,traça
248,Asche::N,luaith,cendra
249,Dreck::N,salachar,llot
250,Eisen::N,iarann,ferro
251,Gold::N,ór,or
252,Silber::N,airgead,plata
253,Kohle::N,gual,carbó
254,Glas::N,gloine,vidre
255,Lehm::N,cré,fang
256,Lehm::N,cré,argila
257,Sand::N,gaineamh,arena
258,Mensch::N,duine,humà
259,Mensch::N,duine,persona
260,Mann::N,fear,home
261,Frau::N,bean,dona
262,Kind::N,gasúr,nen
263,Kind::N,páiste,nen
264,Junge::N,buachaill,noi
265,Mädchen::N,cailín,noia
266,Familie::N,teaghlach,família
267,Familie::N,comhluadar,família
268,Großvater::N,seanathair,avi
269,Großmutter::N,seanmháthair,àvia
270,Eltern::N,tuismitheoirí,pares
271,Vater::N,athair,pare
272,Mutter::N,máthair,mare
273,Sohn::N,mac,fill
274,Tochter::N,iníon,filla
275,Bruder::N,deartháir,germà
276,Schwester::N,deirfiúr,germana
277,Onkel::N,uncail,oncle
278,Tante::N,aintín,tia
279,Ehemann::N,fear céile,espòs
280,Ehefrau::N,bean chéile,muller
281,Freude::N,áthas,goig
282,Freude::N,áthas,alegria
283,Gelächter::N,gáire,riallada
284,Glück::N,séan,felicitat
285,Glück::N,sonas,felicitat
286,Kummer::N,brón,pena
287,Kummer::N,buairt,pena
288,Wunsch::N,guí,desig
289,Wunsch::N,achainí,desig
290,Lust::N,fonn,ganes
291,Geist::N,meon,ment
292,Geist::N,meon,esperit
293,Geist::N,spiorad,ment
294,Geist::N,spiorad,esperit
295,Gedanke::N,smaoineamh,pensament
296,Gedächtnis::N,cuimhne,memòria
297,Verstand::N,ciall,raó
298,Verstand::N,ciall,seny
299,Verstand::N,intinn,raó
300,Verstand::N,intinn,seny
301,Sinn::N,brí,solta
302,Sinn::N,brí,sentit
303,Sinn::N,ciall,solta
304,Sinn::N,ciall,sentit
305,Grund::N,fáth,raó
306,Grund::N,fáth,causa
307,Wahrheit::N,fírinne,veritāt
308,Gespräch::N,comhrá,conversa
309,Märchen::N,scéal,conte
310,Erzählung::N,scéal,narració
311,Nachricht::N,teachtaireacht,missatge
312,Neuigkeit::N,scéala,novetat
313,Name::N,ainm,nom
314,Rätsel::N,tomhas,endevinalla
315,Rede::N,óráid,discurs
316,Rede::N,aitheasc,discurs
317,Sprache::N,teanga,llēngua
318,Stimme::N,guth,veu
319,Wort::N,focal,mot
320,Wort::N,focal,paraula
321,Zeichen::N,comhartha,signe
322,Zeichen::N,comhartha,senyal
323,Ruf::N,glaoch,crida
324,Lärm::N,torann,sorōll
325,Laut::N,fuaim,so
326,Ton::N,ton,to
327,Lied::N,amhrán,cançó
328,Ruhe::N,suaimhneas,calma
329,Ruhe::N,suaimhneas,silenci
330,Leute::N,muintir,gent
331,Volk::N,pobal,poble
332,Arbeit::N,obair,labor
333,Arbeit::N,obair,treball
334,Gast::N,aoi,hoste
335,Geschenk::N,féirín,regal
336,Geschenk::N,féirín,obsequi
337,Geschenk::N,bronntanas,regal
338,Geschenk::N,bronntanas,obsequi
339,Spiel::N,cluiche,joc
340,Gesellschaft::N,comhluadar,companyia
341,Hilfe::N,cúnamh,ajut
342,Hilfe::N,cabhair,ajut
343,Freund::N,cara,amīc
344,Kamerad::N,comrádaí,company
345,Kamerad::N,comrádaí,camarada
346,Angelegenheit::N,ábhar,afer
347,Angelegenheit::N,ábhar,assumpte
348,Anzahl::N,líon,nombre
349,Anzahl::N,líon,quantitat
350,Art::N,sórt,tipus
351,Art::N,sórt,classe
352,Art::N,saghas,tipus
353,Art::N,saghas,classe
354,Stück::N,píosa,peça
355,Teil::N,cuid,part
356,Teil::N,páirt,part
357,Hälfte::N,leath,meitat
358,Kreis::N,ciorcal,cercle
359,Kreuz::N,cros,creu
360,Linie::N,líne,línia
361,Strich::N,stríoc,traç
362,Strich::N,stríoc,ratlla
363,Abstand::N,achar,distància
364,Entfernung::N,fad,distància
365,Gegend::N,ceantar,regió
366,Gegend::N,ceantar,contrada
367,Platz::N,áit,cabuda
368,Platz::N,spás,cabuda
369,Ort::N,áit,lloc
370,Seite::N,taobh,banda
371,Seite::N,taobh,costāt
372,Mitte::N,lár,mig
373,Mitte::N,lár,centre
374,Gegenstand::N,ball,objecte
375,Gegenstand::N,ábhar,objecte
376,Sache::N,ní,cosa
377,Sache::N,rud,cosa
378,Rand::N,imeall,vora
379,Rand::N,imeall,marge
380,Rand::N,ciumhais,vora
381,Rand::N,ciumhais,marge
382,Kante::N,corr,caire
383,Kante::N,corr,cantell
384,Kante::N,colbha,caire
385,Kante::N,colbha,cantell
386,Ecke::N,coirnéal,cantonada
387,Spitze::N,gob,punta
388,Spitze::N,barr,punta
389,Ende::N,ceann,cap
390,Ende::N,foirceann,cap
391,Loch::N,poll,forāt
392,Winkel::N,cúinne,racó
393,Winkel::N,uillinn,racó
394,Muster::N,patrún,dibuix
395,Muster::N,patrún,disseny
396,Größe::N,méid,grandària
397,Größe::N,toise,grandària
398,Länge::N,fad,longitud
399,Höhe::N,airde,altura
400,Höhe::N,airde,altitud
401,Gewicht::N,meáchan,pes
402,Menge::N,méid,quantitat
403,Haufen::N,cnap,pila
404,Reihe::N,líne,fila
405,Reihe::N,sraith,fila
406,Boot::N,bád,bot
407,Boot::N,bád,barca
408,Ruder::N,rámh,rem
409,Ruder::N,maide rámha,rem
410,Schlitten::N,carr sleamhnáin,trineu
411,Ski::N,scí,esquí
412,Lagerfeuer::N,tine champa,foc de campament
413,Last::N,ualach,càrrega
414,Gang::N,siúlóid,marxa
415,Schritt::N,céim,pas
416,Schritt::N,coiscéim,pas
417,Norden::N,tuaisceart,nord
418,Süden::N,deisceart,sud
419,Westen::N,iarthar,oest
420,Westen::N,iarthar,occident
421,Osten::N,oirthear,est
422,Osten::N,oirthear,orient
423,Holz::N,adhmad,fusta
424,Brett::N,clár,taula
425,Platte::N,leac,placa
426,Stütze::N,taca,suport
427,Stange::N,polla,vara
428,Stange::N,cuaille,vara
429,Stock::N,bata,pal
430,Stock::N,maide,pal
431,Stab::N,maide,bastó
432,Stab::N,bachall,bastó
433,Rohr::N,píopa,tub
434,Haus::N,teach,casa
435,Heim::N,baile,llar
436,Ofen::N,sornóg,estufa
437,Fußboden::N,urlár,terra
438,Tisch::N,bord,taula
439,Tisch::N,tábla,taula
440,Stuhl::N,cathaoir,cadira
441,Wiege::N,cliabhán,bressol
442,Bett::N,leaba,llit
443,Regal::N,seilf,prestatgeria
444,Kiste::N,bosca,caixa
445,Fenster::N,fuinneoig,finestra
446,Tür::N,doras,porta
447,Tor::N,geata,portal
448,Zaun::N,fál,tanca
449,Zaun::N,claí,tanca
450,Dach::N,díon,teulada
451,Leiter::N,dréimire,escala
452,Leiter::N,dréimire,escala de mà
453,Besen::N,scuab,escombra
454,Spaten::N,spád,pala
455,Spaten::N,rámhainn,pala
456,Schaufel::N,sluasaid,pala
457,Gabel::N,forc,forquilla
458,Gabel::N,gabhlóg,forquilla
459,Löffel::N,spúnóg,cullera
460,Messer::N,scian,coltell
461,Nagel::N,tairne,clau
462,Netz::N,líon,filat
463,Netz::N,eangach,filat
464,Haken::N,croch,ganxo
465,Griff::N,cos,puny
466,Griff::N,cos,mànec
467,Griff::N,hanla,puny
468,Griff::N,hanla,mànec
469,Schloss::N,glas,pany
470,Bild::N,pictiúr,imatge
471,Figur::N,fíor,figura
472,Puppe::N,bábóg,nina
473,Beutel::N,mála,bossa
474,Beutel::N,mealbhóg,bossa
475,Bündel::N,beart,feix
476,Bündel::N,beart,paquet
477,Tasche::N,mála,bossa
478,Eimer::N,buicéad,galleda
479,Deckel::N,clár,tapa
480,Deckel::N,clár,tapadora
481,Deckel::N,claibín,tapa
482,Deckel::N,claibín,tapadora
483,Geschirr::N,soithí,vaixella
484,Geschirr::N,gréithe,vaixella
485,Sack::N,sac,sac
486,Sack::N,sac,saca
487,Sack::N,mála,sac
488,Sack::N,mála,saca
489,Tasse::N,cupán,tassa
490,Topf::N,pota,pot
491,Topf::N,pota,olla
492,Kessel::N,citeal,caldera
493,Essen::N,béile,àpat
494,Essen::N,béile,menjada
495,Nahrung::N,bia,aliment
496,Speise::N,mias,plat
497,Fleisch::N,feoil,carn
498,Getreide::N,grán,cereals
499,Getreide::N,arbhar,cereals
500,Brei::N,brúitín,puré
501,Brot::N,arán,pa
502,Scheibe::N,píosa,tall
503,Scheibe::N,píosa,llesca
504,Scheibe::N,slisne,tall
505,Scheibe::N,slisne,llesca
506,Fett::N,saill,greix
507,Fett::N,méathras,greix
508,Butter::N,im,mantega
509,Öl::N,ola,oli
510,Salz::N,salann,sal
511,Suppe::N,sú,sopa
512,Suppe::N,anraith,sopa
513,Honig::N,mil,mel
514,Milch::N,bainne,llet
515,Tee::N,tae,te
516,Leder::N,leathar,cuir
517,Wolle::N,olann,llana
518,Stoff::N,éadach,tela
519,Nadel::N,snáthaid,agulla
520,Faden::N,snáth,fil
521,Knopf::N,cnaipe,botó
522,Knoten::N,snaidhm,nus
523,Farbe::N,péint,pintura
524,Kleidung::N,éadaí,roba
525,Kleidung::N,éadaí,vestits
526,Hemd::N,léine,camisa
527,Kragen::N,bóna,coll
528,Ärmel::N,muinchille,màniga
529,Hose::N,bríste,pantalōns
530,Hose::N,treabhsar,pantalōns
531,Gürtel::N,crios,cinturó
532,Mütze::N,caipín,gorra
533,Schuh::N,bróg,sabata
534,Stiefel::N,buatais,bota
535,Ring::N,fáinne,anell
536,Band::N,ribín,veta
537,Band::N,ribín,cinta
538,Kamm::N,cíor,pinta
539,Spiegel::N,scáthán,mirāll
540,Riemen::N,iall,corretja
541,Riemen::N,strapa,corretja
542,Schnur::N,téad,corda
543,Schnur::N,sreangán,corda
544,Leine::N,iall,corretja
545,Decke::N,pluid,manta
546,Decke::N,pluid,flassada
547,Decke::N,blaincéad,manta
548,Decke::N,blaincéad,flassada
549,Kissen::N,piliúr,coixí
550,Kissen::N,adhartán,coixí
551,Tuch::N,scaif,mocador
552,Handtuch::N,tuáille,tovallola
553,Kraft::N,fórsa,força
554,Stärke::N,neart,vigor
555,Gesundheit::N,sláinte,salut
556,Krankheit::N,tinneas,malaltia
557,Krankheit::N,breoiteacht,malaltia
558,Schmerz::N,pian,dolor
559,Wunde::N,goin,ferida
560,Fieber::N,fiabhras,febre
561,Arznei::N,cógas,medicament
562,Brücke::N,droichead,pont
563,Brunnen::N,tobar,pou
564,Weide::N,féarach,pastura
565,Pfad::N,cosán,senda
566,Pfad::N,cosán,sender
567,Pfad::N,conair,senda
568,Pfad::N,conair,sender
569,Weg::N,slí,camí
570,Weg::N,bealach,camí
571,Straße::N,bóthar,carretera
572,Dorf::N,sráidbhaile,poble
573,Stadt::N,baile,ciutāt
574,Stadt::N,cathair,ciutāt
575,Brief::N,litir,carta
576,Buch::N,cín,llibre
577,Buch::N,leabhar,llibre
578,Buchstabe::N,litir,lletra
579,Zeitung::N,nuachtán,diāri
580,Leben::N,saol,vida
581,Leben::N,beatha,vida
582,Tod::N,bás,mort
583,Grab::N,uaigh,tomba
584,Kirche::N,eaglais,església
585,Sünde::N,peaca,pecat
586,Gott::N,dia,déu
587,Arbeiter::N,oibrí,obrer
588,Chef::N,saoiste,cap
589,Chef::N,ceannasaí,cap
590,Meister::N,máistir,mestre
591,Arzt::N,lia,metge
592,Arzt::N,dochtúir,metge
593,Lehrer::N,oide,mestre
594,Lehrer::N,múinteoir,mestre
595,Geld::N,airgead,dinērs
596,Geschäft::N,gnó,negoci
597,Laden::N,siopa,tenda
598,Laden::N,siopa,botiga
599,Preis::N,praghas,preu
600,Ware::N,earra,mercaderia
601,Nutzen::N,tairbhe,profit
602,Reichtum::N,rachmas,riquesa
603,Reichtum::N,saibhreas,riquesa
604,Welt::N,domhan,món
605,Land::N,tír,país
606,Staat::N,stát,estat
607,König::N,rí,rei
608,Macht::N,cumhacht,poder
609,Macht::N,cumhacht,potència
610,Grenze::N,críoch,frontera
611,Grenze::N,teorainn,frontera
612,Krieg::N,cogadh,guerra
613,Feind::N,namhaid,enemic
614,Gewalt::N,foréigean,violència
615,Kampf::N,troid,lluita
616,Bogen[Waffe]::N,bogha,arc
617,Pfeil::N,saighead,fletxa
618,Gewehr::N,gunna,fusell
619,Gewehr::N,gunna,escopeta
620,Fehler::N,botún,falta
621,Fehler::N,meancóg,falta
622,Lüge::N,bréag,mentida
623,Lüge::N,éitheach,mentida
624,Schaden::N,dochar,dany
625,Schaden::N,damáiste,dany
626,Unglück::N,drochrath,desgràcia
627,Schuld::N,locht,culpa
628,Schuld::N,milleán,culpa
629,Alter::N,aois,edat
630,Schluss::N,deireadh,fi
631,Schluss::N,deireadh,final
632,Zeit::N,am,temps
633,Zeit::N,aimsir,temps
634,Tag::N,lá,dia
635,Morgen::N,maidin,matí
636,Mittag::N,nóin,migdia
637,Abend::N,tráthnóna,vespre
638,Nacht::N,oíche,nit
639,Woche::N,seachtain,setmana
640,Monat::N,mí,mes
641,Jahr::N,bliain,any
642,Frühling::N,earrach,primavera
643,Sommer::N,samhradh,estīu
644,Herbst::N,fómhar,tardor
645,Winter::N,geimhreadh,hivērn
646,Januar::N,Eanáir,gener
647,Februar::N,Feabhra,febrer
648,März::N,Márta,març
649,April::N,Aibreán,abril
650,Mai::N,Bealtaine,maig
651,Juni::N,Meitheamh,juny
652,Juli::N,Iúil,juliol
653,August::N,Lúnasa,agost
654,September::N,Meán Fómhair,setembre
655,Oktober::N,Deireadh Fómhair,octubre
656,November::N,Samhain,novembre
657,November::N,Mí na Samhna,novembre
658,Dezember::N,Mí na Nollag,desembre
659,Montag::N,Luan,dilluns
660,Montag::N,Dé Luain,dilluns
661,Dienstag::N,Máirt,dimarts
662,Dienstag::N,Dé Máirt,dimarts
663,Mittwoch::N,Céadaoin,dimecres
664,Mittwoch::N,Dé Céadaoin,dimecres
665,Donnerstag::N,Déardaoin,dijous
666,Freitag::N,Aoine,divendres
667,Freitag::N,Dé hAoine,divendres
668,Samstag::N,Satharn,dissabte
669,Samstag::N,Dé Sathairn,dissabte
670,Sonntag::N,Domhnach,diumenge
671,Sonntag::N,Dé Domhnaigh,diumenge
672,groß::A,mór,gros
673,klein::A,beag,petīt
674,lang::A,fada,llarg
675,kurz::A,gearr,curt
676,kurz::A,gairid,curt
677,breit::A,leathan,ample
678,breit::A,fairsing,ample
679,schmal::A,cúng,estret
680,dicht::A,dlúth,dens
681,dick[Gegenstand]::A,tiubh,gruixūt
682,dünn::A,caol,prim
683,dünn::A,tanaí,prim
684,fein::A,scáinte,fi
685,fein::A,fíneálta,fi
686,fest::A,daingean,ferm
687,fest::A,daingean,sòlid
688,flach::A,cothrom,pla
689,glatt::A,mín,llis
690,glatt::A,sleamhain,llis
691,hart::A,crua,dur
692,weich::A,bog,tou
693,rund::A,cruinn,rodó
694,spitz::A,gobach,punxegut
695,spitz::A,biorach,punxegut
696,scharf::A,géar,agut
697,scharf::A,faobhrach,agut
698,stumpf::A,maol,rom
699,stumpf::A,maol,esmussat
700,schwer::A,trom,pesāt
701,schön::A,álainn,bonīc
702,heiß::A,te,calēnt
703,warm::A,te,càlid
704,kalt::A,fuar,fred
705,kühl::A,fionnuar,fresc
706,frisch::A,úr,fresc
707,frisch::A,friseáilte,fresc
708,feucht::A,tais,humit
709,nass::A,fliuch,mullat
710,trocken::A,tirim,sec
711,voll::A,lán,ple
712,leer::A,folamh,buit
713,offen::A,oscailte,obert
714,geschlossen::A,dúnta,tancat
715,geschlossen::A,druidte,tancat
716,sauber::A,glan,net
717,schmutzig::A,salach,brut
718,roh::A,amh,cru
719,reif::A,aibí,madur
720,lecker::A,blasta,deliciós
721,süß::A,milis,dolç
722,bitter::A,searbh,amarg
723,sauer::A,géar,agre
724,sauer::A,searbh,agre
725,hell::A,geal,clar
726,hell::A,soilseach,clar
727,dunkel::A,dorcha,fosc
728,schwarz::A,dubh,negre
729,weiß::A,bán,blanc
730,rot::A,dearg,vermēll
731,gelb::A,buí,groc
732,blau::A,gorm,blau
733,grün::A,glas,verd
734,grün::A,uaine,verd
735,grau::A,liath,gris
736,bunt::A,ildathach,multicolor
737,bunt::A,dathannach,multicolor
738,billig::A,saor,barat
739,teuer::A,daor,car
740,teuer::A,costasach,car
741,wertvoll::A,luachmhar,preciós
742,blind::A,dall,cec
743,blind::A,caoch,cec
744,taub::A,bodhar,sord
745,kräftig::A,cumhachtach,fort
746,kräftig::A,cumhachtach,vigorós
747,stark::A,tréan,fort
748,stark::A,láidir,fort
749,schwach::A,lag,feble
750,schwach::A,fann,feble
751,fett::A,ramhar,gras
752,schlank::A,caol,esvelt
753,schlank::A,seang,esvelt
754,hübsch::A,álainn,maco
755,hübsch::A,dathúil,maco
756,böse::A,olc,dolent
757,dumm::A,dúr,ximple
758,dumm::A,dúr,estúpid
759,dumm::A,amaideach,ximple
760,dumm::A,amaideach,estúpid
761,faul::A,falsa,gandūl
762,faul::A,falsa,mandrós
763,faul::A,leisciúil,gandūl
764,faul::A,leisciúil,mandrós
765,fleißig::A,dícheallach,diligēnt
766,geizig::A,barainneach,avar
767,geizig::A,sprionlaithe,avar
768,klug::A,cliste,intel·ligent
769,geschickt::A,oilte,hàbil
770,geschickt::A,ealaíonta,hàbil
771,lieb::A,dil,amat
772,lieb::A,dil,estimat
773,lieb::A,dílis,amat
774,lieb::A,dílis,estimat
775,lustig::A,aerach,alegre
776,lustig::A,meidhreach,alegre
777,sanft::A,bog,suau
778,sanft::A,séimh,suau
779,hungrig::A,ocrach,afamat
780,krank::A,tinn,malālt
781,krank::A,breoite,malālt
782,nackt::A,nocht,nu
783,traurig::A,brónach,trist
784,lebendig::A,beo,viu
785,gut::A,maith,bo
786,schlecht::A,dona,dolēnt
787,schlecht::A,droch-,dolēnt
788,richtig::A,ceart,just
789,richtig::A,ceart,correcte
790,schlimm::A,gránna,greu
791,schlimm::A,tubaisteach,greu
792,wahr::A,fíor,vertader
793,wahr::A,fíor,veritable
794,alt::A,sean,vell
795,neu::A,úr,nou
796,neu::A,nua,nou
797,ehemalig::A,iar-,antic
798,ehemalig::A,sean-,antic
799,alt[Lebewesen]::A,sean,vell
800,alt[Lebewesen]::A,aosta,vell
801,jung::A,óg,jove
802,arm::A,bocht,pobre
803,reich::A,saibhir,ric
804,reich::A,rachmasach,ric
805,bekannt::A,atá eolas air,conegut
806,berühmt::A,cailiúil,famós
807,berühmt::A,clúiteach,famós
808,fremd::A,coimhthíoch,estrany
809,verschieden::A,éagsúil,diferent
810,verschieden::A,difriúil,diferent
811,nah::A,gar,pròxim
812,nah::A,deas,pròxim
813,fern::A,i bhfad uainn,llunyà
814,fern::A,i bhfad uainn,distant
815,fern::A,i bhfad i gcéin,llunyà
816,fern::A,i bhfad i gcéin,distant
817,linker::A,clé,esquerre
818,rechter::A,deas,dret
819,anderer::A,eile,altre
820,erster::A,céad,primer
821,zweiter::A,dóú,segon
822,zweiter::A,dara,segon
823,dritter::A,tríú,tercer
824,dritter::A,treas,tercer
825,letzter::A,déanach,últim
826,letzter::A,deireanach,últim
827,allein::ADV,i d'aonar,sol
828,auf einmal::ADV,ag an am céanna,d'una vegada
829,zusammen::ADV,le chéile,junt
830,zusammen::ADV,in eineacht,junt
831,lange::ADV,fada,molt de temps
832,plötzlich::ADV,go tobann,de cop
833,plötzlich::ADV,go tobann,de sobte
834,plötzlich::ADV,i dtobainne,de cop
835,plötzlich::ADV,i dtobainne,de sobte
836,sofort::ADV,ar an toirt,de seguida
837,sofort::ADV,ar an bpointe,de seguida
838,später::ADV,níos déanaí,més tard
839,jetzt::ADV,anois,ara
840,heute::ADV,inniu,avūi
841,morgen::ADV,amárach,demà
