,Concept_ID,myv,hu
131,Festland::N,мода,szárazföld
132,Meer::N,моря,tenger
133,Bucht::N,усия,öböl
134,Insel::N,усия,sziget
135,Blume::N,цеця,virág
136,Gras::N,тикше,fű
137,Wurzel::N,юр,gyökér
138,Wurzel::N,ундокс,gyökér
139,Baum::N,чувто,fa
140,Stamm::N,рунго,tő
141,Stamm::N,рунго,törzs
142,Rinde::N,суд,kéreg
143,Rinde::N,керь,kéreg
144,Ast::N,морго,ág
145,Zweig::N,тарад,gally
146,Blatt::N,лопа,levél
147,Birke::N,килей,nyír
148,Kiefer[Baum]::N,пиче,fenyő
149,Weide[Baum]::N,каль,fűz
150,Tanne::N,куз,fenyő
151,Horn::N,сюро,szarv
152,Feder::N,толга,toll
153,Fell::N,пона,szőr
154,Fell::N,пона,bunda
155,Flügel::N,сёлмо,szárny
156,Klaue::N,кенже,köröm
157,Kralle::N,кенже,karom
158,Schwanz::N,пуло,farok
159,Ei::N,ал,tojás
160,Nest::N,пизэ,fészek
161,Bau::N,варя,odú
162,Bau::N,пизе,odú
163,Tier::N,ракша,állat
164,Herde::N,стада,nyáj
165,Herde::N,стада,csorda
166,Kuh::N,скал,tehén
167,Bulle::N,бука,bika
168,Pferd::N,лишме,ló
169,Schaf::N,реве,juh
170,Schaf::N,реве,birka
171,Schwein::N,туво,sertés
172,Hund::N,пине,eb
173,Hund::N,пине,kutya
174,Hund::N,киска,eb
175,Hund::N,киска,kutya
176,Katze::N,псака,macska
177,Bär::N,овто,medve
178,Eichhörnchen::N,ур,mókus
179,Elch::N,сярдо,jávorszarvas
180,Fuchs::N,ривезь,róka
181,Hase::N,нумоло,nyúl
182,Maus::N,чеерь,egér
183,Wolf::N,верьгиз,farkas
184,Vogel::N,нармунь,madár
185,Schwarm::N,полк,raj
186,Schwarm::N,стада,raj
187,Huhn::N,сараз,tyúk
188,Hahn::N,атякш,kakas
189,Gans::N,гала,lúd
190,Gans::N,гала,liba
191,Gans::N,мацей,lúd
192,Gans::N,мацей,liba
193,Adler::N,куцькан,sas
194,Adler::N,тумоатякш,sas
195,Ente::N,яксярго,kacsa
196,Eule::N,корж,bagoly
197,Kranich::N,карго,daru
198,Krähe::N,варака,varjú
199,Kuckuck::N,куко,kakukk
200,Schwan::N,локсей,hattyú
201,Fisch::N,кал,hal
202,Barsch::N,окунь,sügér
203,Hecht::N,щука,csuka
204,Schlange[Tier]::N,гуй,kígyó
205,Wurm::N,сукс,kukac
206,Spinne::N,шанжав,pók
207,Ameise::N,коткудав,hangya
208,Laus::N,сий,tetű
209,Mücke::N,сеське,szúnyog
210,Fliege::N,карво,légy
211,Schmetterling::N,нимиляв,lepke
212,Schmetterling::N,нимиляв,pillangó
213,Beere::N,умарь,bogyó
214,Apfel::N,умарь,alma
215,Pilz::N,панго,gomba
216,Zwiebel::N,чурька,hagyma
217,Saat::N,видьметь,vetőmag
218,Korn::N,сюро,mag
219,Korn::N,сюро,szem
220,Heu::N,тикше,széna
221,Schale::N,кедь,héj
222,Schale::N,ваткавкс,héj
223,Grube::N,латко,verem
224,Falle::N,тувор,csapda
225,Falle::N,кундамка,csapda
226,Schlinge::N,килькш,tőr
227,Spur::N,челькс,nyom
228,Spur::N,пильгеки,nyom
229,Asche::N,кулов,hamu
230,Dreck::N,рудаз,sár
231,Dreck::N,рудаз,piszok
232,Eisen::N,кшни,vas
233,Gold::N,сырне,arany
234,Silber::N,сия,ezüst
235,Kohle::N,сэдь,szén
236,Kohle::N,уголия,szén
237,Glas::N,сулика,üveg
238,Lehm::N,сёвонь,agyag
239,Lehm::N,сёвонь,vályog
240,Sand::N,човар,homok
241,Mensch::N,ломань,ember
242,Mann::N,аля,úr
243,Mann::N,аля,férfi
244,Mann::N,цёраломань,úr
245,Mann::N,цёраломань,férfi
246,Frau::N,ава,nő
247,Frau::N,ава,asszony
248,Kind::N,эйкакш,gyerek
249,Kind::N,эйкакш,gyermek
250,Junge::N,цёрыне,fiú
251,Mädchen::N,тейтерне,lány
252,Familie::N,семия,család
253,Großvater::N,покштя,nagyapa
254,Großmutter::N,баба,nagyanya
255,Eltern::N,тетят-ават,szülők
256,Vater::N,тетя,apa
257,Vater::N,тетя,atya
258,Mutter::N,ава,anya
259,Sohn::N,цёра,fiú
260,Tochter::N,тейтерь,lány
261,Bruder::N,леля,fivér
262,Bruder::N,леля,testvér
263,Bruder::N,ялакс,fivér
264,Bruder::N,ялакс,testvér
265,Schwester::N,сазор,nővér
266,Schwester::N,сазор,lánytestvér
267,Onkel::N,леля,nagybácsi
268,Tante::N,патя,nagynéni
269,Ehemann::N,мирде,férj
270,Ehefrau::N,ни,feleség
271,Freude::N,кеняркс,öröm
272,Gelächter::N,ракамо,nevetés
273,Gelächter::N,ракамо,hahotázás
274,Gelächter::N,пейдема,nevetés
275,Gelächter::N,пейдема,hahotázás
276,Glück::N,уцяска,boldogság
277,Kummer::N,рискс,bánat
278,Kummer::N,мелявкс,bánat
279,Wunsch::N,мель,óhaj
280,Wunsch::N,бажамо,óhaj
281,Lust::N,бажамо,kedv
282,Geist::N,ойме,elme
283,Geist::N,ойме,szellem
284,Gedanke::N,мель,gondolat
285,Gedächtnis::N,мель,emlékezet
286,Verstand::N,прев,ész
287,Verstand::N,прев,értelem
288,Sinn::N,толк,értelem
289,Sinn::N,смысла,értelem
290,Grund::N,тувтал,ok
291,Grund::N,тувтал,alap
292,Wahrheit::N,видечи,igaz
293,Wahrheit::N,видечи,igazság
294,Gespräch::N,кортнема,beszélgetés
295,Märchen::N,ёвкс,mese
296,Erzählung::N,ёвтнема,elbeszélés
297,Nachricht::N,куля,hír
298,Nachricht::N,куля,híradás
299,Neuigkeit::N,куля,újság
300,Name::N,лем,név
301,Rätsel::N,содамоёвкс,rejtvény
302,Rede::N,кортамо,beszéd
303,Rede::N,кортамо,szónoklat
304,Sprache::N,кель,nyelv
305,Stimme::N,ваигель,hang
306,Wort::N,вал,szó
307,Zeichen::N,теште,jel
308,Ruf::N,тердема,kiáltás
309,Lärm::N,шалнома,zaj
310,Laut::N,вайгель,hang
311,Ton::N,гайнема,hang
312,Lied::N,моро,dal
313,Lied::N,моро,ének
314,Ruhe::N,оймамо,csend
315,Ruhe::N,оймамо,nyugalom
316,Leute::N,ломанть,emberek
317,Volk::N,народ,nép
318,Arbeit::N,тев,dolog
319,Gast::N,инже,vendég
320,Geschenk::N,казне,ajándék
321,Spiel::N,налксема,játék
322,Gesellschaft::N,община,társaság
323,Hilfe::N,лездамо,segítség
324,Freund::N,оя,barát
325,Freund::N,ялга,barát
326,Kamerad::N,оя,társ
327,Kamerad::N,ялга,társ
328,Angelegenheit::N,тев,ügy
329,Anzahl::N,ламоксчи,szám
330,Art::N,вид,faj
331,Art::N,вид,fajta
332,Stück::N,пакш,darab
333,Stück::N,пелькс,darab
334,Teil::N,часть,rész
335,Teil::N,пелькс,rész
336,Hälfte::N,пель,fél
337,Hälfte::N,пелькс,fél
338,Kreis::N,кирькс,kör
339,Kreuz::N,крёст,kereszt
340,Linie::N,кикс,vonal
341,Strich::N,межа,vonás
342,Abstand::N,ютко,köz
343,Entfernung::N,ютко,távolság
344,Gegend::N,тарка,táj
345,Gegend::N,тарка,vidék
346,Gegend::N,пертьпелькс,táj
347,Gegend::N,пертьпелькс,vidék
348,Platz::N,васолкс,hely
349,Ort::N,тарка,hely
350,Seite::N,ён,fél
351,Seite::N,ён,oldal
352,Seite::N,чире,fél
353,Seite::N,чире,oldal
354,Mitte::N,куншка,közép
355,Gegenstand::N,предмет,tárgy
356,Sache::N,тев,dolog
357,Sache::N,веща,dolog
358,Rand::N,пе,szél
359,Rand::N,пе,perem
360,Rand::N,пе,szegély
361,Rand::N,чире,szél
362,Rand::N,чире,perem
363,Rand::N,чире,szegély
364,Kante::N,ирдез,él
365,Ecke::N,ужо,sarok
366,Ecke::N,ужо,szöglet
367,Spitze::N,пряне,csúcs
368,Spitze::N,пе,csúcs
369,Ende::N,пе,vég
370,Loch::N,варя,lyuk
371,Winkel::N,ужо,szög
372,Muster::N,сёрма,minta
373,Größe::N,сэрь,nagyság
374,Größe::N,покшолма,nagyság
375,Länge::N,кувалмо,hossz
376,Länge::N,кувалмо,hosszúság
377,Höhe::N,сэрь,magasság
378,Höhe::N,пандо,magasság
379,Gewicht::N,сталмо,súly
380,Menge::N,лововкс,sokaság
381,Menge::N,лововкс,mennyiség
382,Haufen::N,мар,halom
383,Haufen::N,валявкс,halom
384,Reihe::N,ряд,sor
385,Boot::N,венч,csónak
386,Ruder::N,милё,evező
387,Schlitten::N,нурдт,szánkó
388,Ski::N,сокс,sí
389,Lagerfeuer::N,толбандя,tábortűz
390,Last::N,сталмо,teher
391,Last::N,кандома,teher
392,Gang::N,молема,járás
393,Gang::N,якамо,járás
394,Schritt::N,эскелькс,lépés
395,Norden::N,якшамо ёнкс,észak
396,Süden::N,лембе ёнкс,dél
397,Westen::N,чивалгома,nyugat
398,Osten::N,чилисема,kelet
399,Holz::N,чувто,fa
400,Brett::N,лаз,deszka
401,Platte::N,плита,lap
402,Platte::N,плита,lemez
403,Stütze::N,неже,támasz
404,Stütze::N,неже,támaszték
405,Stange::N,олга,rúd
406,Stange::N,олга,pózna
407,Stock::N,мандо,pálca
408,Stab::N,олога,bot
409,Rohr::N,турба,cső
410,Haus::N,кудо,ház
411,Heim::N,кудо,otthon
412,Ofen::N,каштомо,kályha
413,Fußboden::N,киякс,padló
414,Tisch::N,столь,asztal
415,Stuhl::N,стул,szék
416,Wiege::N,лавсь,bölcső
417,Wiege::N,нурямот,bölcső
418,Bett::N,ацамо,ágy
419,Regal::N,лався,polc
420,Regal::N,лався,állvány
421,Regal::N,лавсяланго,polc
422,Regal::N,лавсяланго,állvány
423,Kiste::N,горобия,láda
424,Kiste::N,сундук,láda
425,Fenster::N,вальма,ablak
426,Tür::N,кенкш,ajtó
427,Tor::N,ортат,kapu
428,Zaun::N,пирявт,kerítés
429,Zaun::N,пирвякс,kerítés
430,Dach::N,кудопря,tető
431,Leiter::N,кузтема,létra
432,Besen::N,тенсть,seprű
433,Spaten::N,койме,ásó
434,Schaufel::N,кече,lapát
435,Schaufel::N,келей койме,lapát
436,Gabel::N,сянгине,villa
437,Löffel::N,пенч,kanál
438,Messer::N,пеель,kés
439,Nagel::N,эске,szeg
440,Netz::N,алтыма,háló
441,Haken::N,кечказ,kampó
442,Griff::N,кедне,nyél
443,Griff::N,кедне,fogantyú
444,Schloss::N,замок,zár
445,Schloss::N,панжома,zár
446,Bild::N,картина,kép
447,Figur::N,рунго,alak
448,Puppe::N,няка,bábu
449,Beutel::N,кескав,zacskó
450,Bündel::N,керькс,köteg
451,Tasche::N,юдма,táska
452,Eimer::N,ведра,vödör
453,Deckel::N,велькс,fedő
454,Deckel::N,велькс,fedél
455,Geschirr::N,кедьге,edény
456,Sack::N,кескав,zsák
457,Tasse::N,чакш,csésze
458,Topf::N,кастрюля,fazék
459,Kessel::N,котёл,üst
460,Kessel::N,котёл,bogrács
461,Essen::N,ярсамо,evés
462,Essen::N,ярсамо,étkezés
463,Nahrung::N,ярсамопель,ennivaló
464,Speise::N,ярсамопель,étel
465,Fleisch::N,сывель,hús
466,Getreide::N,сюро,gabona
467,Brei::N,каша,pép
468,Brei::N,каша,kása
469,Brot::N,кши,kenyér
470,Scheibe::N,кочом,szelet
471,Scheibe::N,сускомо,szelet
472,Fett::N,куя,háj
473,Fett::N,куя,zsír
474,Butter::N,ой,vaj
475,Öl::N,ой,olaj
476,Salz::N,сал,só
477,Suppe::N,ям,leves
478,Honig::N,медь,méz
479,Milch::N,ловсо,tej
480,Tee::N,чай,tea
481,Leder::N,киське,bőr
482,Wolle::N,пона,gyapjú
483,Stoff::N,коцт,szövet
484,Nadel::N,салмукс,tű
485,Faden::N,суре,fonál
486,Knopf::N,пов,gomb
487,Knoten::N,сюлмо,csomó
488,Farbe::N,артомапель,szín
489,Farbe::N,артомапель,festék
490,Kleidung::N,оршамот,ruha
491,Kleidung::N,оршамот,ruházat
492,Hemd::N,панар,ing
493,Kragen::N,сиве,gallér
494,Ärmel::N,ожа,ujj
495,Hose::N,понкст,gatya
496,Hose::N,понкст,nadrág
497,Gürtel::N,каркс,öv
498,Mütze::N,чапка,sapka
499,Schuh::N,туфля,cipő
500,Stiefel::N,кем,csizma
501,Ring::N,суркс,gyűrű
502,Band::N,лента,szalag
503,Kamm::N,сурсеме,fésű
504,Spiegel::N,чавачамо,tükör
505,Riemen::N,кшнань каркс,szíj
506,Schnur::N,пикс,zsinór
507,Leine::N,ведьме,póráz
508,Decke::N,вельтямо,takaró
509,Kissen::N,тодов,párna
510,Tuch::N,паця,kendő
511,Handtuch::N,нардамо,törülköző
512,Kraft::N,вий,erő
513,Stärke::N,виевчи,erő
514,Stärke::N,виевчи,erősség
515,Gesundheit::N,шумбрачи,egészség
516,Krankheit::N,орма,kór
517,Krankheit::N,орма,betegség
518,Krankheit::N,сэредема,kór
519,Krankheit::N,сэредема,betegség
520,Schmerz::N,сэредькс,fájdalom
521,Wunde::N,керявкс,seb
522,Fieber::N,маштыкс,láz
523,Arznei::N,ормаменькс,orvosság
524,Arznei::N,ормаменькс,gyógyszer
525,Brücke::N,сэдь,híd
526,Brücke::N,мадамо,híd
527,Brunnen::N,лисьма,kút
528,Weide::N,ракшань ванома тарка,legelő
529,Pfad::N,ян,ösvény
530,Weg::N,ки,út
531,Straße::N,ки,út
532,Dorf::N,веле,falu
533,Stadt::N,ош,város
534,Brief::N,сёрма,levél
535,Buch::N,книга,könyv
536,Buchstabe::N,буква,betű
537,Zeitung::N,газета,újság
538,Zeitung::N,газета,hírlap
539,Leben::N,эрямо,élet
540,Tod::N,кулома,halál
541,Grab::N,калмо,sír
542,Kirche::N,церькова,templom
543,Sünde::N,чумочи,bűn
544,Sünde::N,чумочи,vétek
545,Gott::N,паз,isten
546,Arbeiter::N,робочей,munkás
547,Chef::N,прявт,főnök
548,Meister::N,кол тевень тенця,mester
549,Arzt::N,врач,orvos
550,Lehrer::N,учитель,tanár
551,Lehrer::N,учитель,tanító
552,Lehrer::N,тонавтыця,tanár
553,Lehrer::N,тонавтыця,tanító
554,Geld::N,ярмак,pénz
555,Geschäft::N,ладязь тев,üzlet
556,Laden::N,лавка,bolt
557,Preis::N,питне,ár
558,Ware::N,миевкс,áru
559,Ware::N,рамавкс,áru
560,Nutzen::N,паро,haszon
561,Nutzen::N,лезэ,haszon
562,Reichtum::N,сюпавчи,gazdagság
563,Welt::N,мир,világ
564,Welt::N,мастор ланго,világ
565,Land::N,мастор,ország
566,Staat::N,государства,állam
567,König::N,король,király
568,Macht::N,азорксчи,hatalom
569,Grenze::N,буен тешкс,határ
570,Krieg::N,война,háború
571,Feind::N,душман,ellenség
572,Gewalt::N,нарьгамо,erőszak
573,Kampf::N,тюрема,harc
574,Bogen[Waffe]::N,нал,íj
575,Pfeil::N,нал,nyíl
576,Gewehr::N,ружия,puska
577,Gewehr::N,ружия,fegyver
578,Gewehr::N,винтовка,puska
579,Gewehr::N,винтовка,fegyver
580,Fehler::N,ильведькс,hiba
581,Fehler::N,ильведевкс,hiba
582,Lüge::N,манчема,hazugság
583,Lüge::N,кенгелема,hazugság
584,Schaden::N,зыян,kár
585,Unglück::N,зыян,csapás
586,Unglück::N,зыян,balszerencse
587,Schuld::N,чумочи,bűn
588,Alter::N,шка,kor
589,Schluss::N,пе,vég
590,Schluss::N,пе,befejezés
591,Zeit::N,шка,idő
592,Zeit::N,пинге,idő
593,Tag::N,чи,nap
594,Morgen::N,валске,reggel
595,Mittag::N,чикуншка,dél
596,Abend::N,чокшнэ,este
597,Nacht::N,ве,éj
598,Nacht::N,ве,éjszaka
599,Woche::N,недля,hét
600,Monat::N,ков,hó
601,Monat::N,ков,hónap
602,Jahr::N,ие,év
603,Frühling::N,тундо,tavasz
604,Sommer::N,кизэ,nyár
605,Herbst::N,сёксь,ősz
606,Winter::N,теле,tél
607,Januar::N,якшамков,január
608,Februar::N,февраль,február
609,März::N,март,március
610,April::N,апрель,április
611,Mai::N,май,május
612,Juni::N,июнь,június
613,Juli::N,июль,július
614,August::N,август,augusztus
615,September::N,сентября,szeptember
616,Oktober::N,октября,október
617,November::N,ноября,november
618,Dezember::N,декабря,december
619,Montag::N,пондельник,hétfő
620,Dienstag::N,овторник,kedd
621,Mittwoch::N,серёда,szerda
622,Donnerstag::N,цетьверьг,csütörtök
623,Freitag::N,пеця,péntek
624,Samstag::N,субута,szombat
625,Samstag::N,шлямочи,szombat
626,Sonntag::N,недлячи,vasárnap
627,groß::A,ине,nagy
628,groß::A,покш,nagy
629,klein::A,вишка,pici
630,klein::A,вишка,kicsi
631,lang::A,кувака,hosszú
632,kurz::A,нурькине,rövid
633,breit::A,келей,széles
634,schmal::A,теине,keskeny
635,dicht::A,тусто,sűrű
636,dick[Gegenstand]::A,эчке,vastag
637,dünn::A,човине,vékony
638,fein::A,човине,vékony
639,fest::A,кеме,szilárd
640,flach::A,лапужа,sík
641,flach::A,лапужа,lapos
642,glatt::A,валаня,sima
643,hart::A,калгодо,kemény
644,weich::A,чевте,puha
645,rund::A,кеверь,kerek
646,spitz::A,пшти,hegyes
647,scharf::A,пшти,éles
648,stumpf::A,ношка,tompa
649,stumpf::A,ношка,életlen
650,schwer::A,стака,nehéz
651,schwer::A,стака,súlyos
652,schön::A,мазый,szép
653,heiß::A,пси,forró
654,warm::A,лембе,meleg
655,kalt::A,якшамо,hideg
656,kühl::A,экше,hűs
657,kühl::A,экше,hűvös
658,frisch::A,свежа,üde
659,frisch::A,свежа,friss
660,feucht::A,летьке,nedves
661,nass::A,начко,vizes
662,trocken::A,коське,száraz
663,voll::A,пешксе,telt
664,leer::A,чаво,üres
665,offen::A,панжадо,nyílt
666,offen::A,панжадо,nyitott
667,offen::A,виде,nyílt
668,offen::A,виде,nyitott
669,geschlossen::A,пекстазь,zárt
670,geschlossen::A,пекстазь,csukott
671,geschlossen::A,сёлгозь,zárt
672,geschlossen::A,сёлгозь,csukott
673,sauber::A,ванькс,tiszta
674,schmutzig::A,ливезев,piszkos
675,schmutzig::A,ливезев,szennyes
676,roh::A,верек,nyers
677,reif::A,кенерезь,érett
678,lecker::A,тантей,finom
679,süß::A,ламбамо,édes
680,bitter::A,сэпей,keserű
681,sauer::A,чапамо,savanyú
682,hell::A,валдо,világos
683,dunkel::A,чопода,sötét
684,schwarz::A,раужо,fekete
685,weiß::A,ашо,fehér
686,rot::A,якстере,vörös
687,gelb::A,ожо,sárga
688,blau::A,сэнь,kék
689,grün::A,пиже,zöld
690,grau::A,шержев,ősz
691,grau::A,шержев,szürke
692,bunt::A,сёрмав,tarka
693,bunt::A,сёрмав,színes
694,billig::A,аволь питней,olcsó
695,teuer::A,питней,drága
696,wertvoll::A,питней,értékes
697,blind::A,сокор,vak
698,taub::A,амариця,süket
699,kräftig::A,пек виев,erős
700,stark::A,виев,erős
701,schwach::A,лавшо,gyenge
702,schwach::A,лавшо,erőtlen
703,fett::A,куя,hájas
704,schlank::A,виде ронга,karcsú
705,hübsch::A,мазый,csinos
706,böse::A,кежей,rossz
707,böse::A,кежей,gonosz
708,dumm::A,чавола,buta
709,dumm::A,чавола,ostoba
710,dumm::A,превтеме,buta
711,dumm::A,превтеме,ostoba
712,faul::A,нузякс,lusta
713,fleißig::A,мелень путыця,szorgalmas
714,geizig::A,скупой,fukar
715,geizig::A,скупой,fösvény
716,klug::A,превей,okos
717,klug::A,превей,eszes
718,geschickt::A,маштозь теезь,ügyes
719,lieb::A,вадря,drága
720,lieb::A,вадря,kedves
721,lustig::A,весёла,víg
722,lustig::A,весёла,vidám
723,sanft::A,сэтьме,enyhe
724,hungrig::A,вачо,éhes
725,krank::A,сэредиця,beteg
726,nackt::A,штапо,csupasz
727,nackt::A,штапо,meztelen
728,traurig::A,нусманя,bús
729,traurig::A,нусманя,szomorú
730,lebendig::A,эриця,élő
731,gut::A,паро,jó
732,schlecht::A,берянь,rossz
733,richtig::A,виде,helyes
734,schlimm::A,берянь,rossz
735,wahr::A,алкуксонь,igaz
736,alt::A,ташто,ó
737,alt::A,ташто,régi
738,neu::A,од,új
739,ehemalig::A,икелень,volt
740,ehemalig::A,икелень,egykori
741,alt[Lebewesen]::A,сыре,öreg
742,jung::A,од,fiatal
743,arm::A,кажов,szegény
744,reich::A,сюпав,gazdag
745,bekannt::A,содавикс,ismert
746,bekannt::A,содавикс,ismeretes
747,berühmt::A,содавикс,híres
748,fremd::A,лия,idegen
749,fremd::A,асодавикс,idegen
750,verschieden::A,эрьва,különböző
751,nah::A,а васолонь,közeli
752,fern::A,умонь,távoli
753,fern::A,кезэрень,távoli
754,linker::A,керш,bal
755,rechter::A,вить,jobb
756,anderer::A,лия,más
757,anderer::A,лия,másik
758,erster::A,васень,első
759,erster::A,васенце,első
760,zweiter::A,омбоце,második
761,dritter::A,колмоце,harmadik
762,letzter::A,меельце,utolsó
763,allein::ADV,башка,egyedül
764,allein::ADV,ськамонзо,egyedül
765,auf einmal::ADV,вейсэ,egyszerre
766,zusammen::ADV,вейс,együtt
767,zusammen::ADV,вейс,összesen
768,zusammen::ADV,вейсэ,együtt
769,zusammen::ADV,вейсэ,összesen
770,lange::ADV,кувать,sokáig
771,lange::ADV,кувать,hosszan
772,plötzlich::ADV,апак учо,hirtelen
773,plötzlich::ADV,апак учо,egyszerre
774,sofort::ADV,курок,rögtön
775,sofort::ADV,курок,tüstént
776,sofort::ADV,нейке,rögtön
777,sofort::ADV,нейке,tüstént
778,später::ADV,мейле,későn
779,jetzt::ADV,ней,most
780,heute::ADV,течи,ma
781,morgen::ADV,ванды,holnap
782,bald::ADV,курок,majd
783,bald::ADV,курок,nemsokára
784,dann::ADV,мейле,akkor
785,dann::ADV,седе мейле,akkor
786,gestern::ADV,исяк,tegnap
787,einst::ADV,весть,hajdan
788,einst::ADV,зярдо-бути,hajdan
789,damals::ADV,сестэ,akkor
790,damals::ADV,сестэ,akkoriban
791,danach::ADV,мейле,azután
792,danach::ADV,седе мейле,azután
793,vorher::ADV,васняяк,előbb
794,zuerst::ADV,васня,először
795,einmal::ADV,весть,egyszer
796,manchmal::ADV,лиясто,néha
797,manchmal::ADV,лиясто,olykor
798,oft::ADV,сеетьстэ,sokszor
799,immer::ADV,свал,mindig
800,niemals::ADV,а зярдояк,sohasem
801,hier::ADV,тесэ,itt
802,hierhin::ADV,тей,erre
803,von hier::ADV,тестэ,innen
804,dort::ADV,тосо,ott
805,dorthin::ADV,тов,oda
806,geradeaus::ADV,витьстэ,egyenesen
807,vorwärts::ADV,икелев,előre
808,rückwärts::ADV,мекев,hátrafelé
809,zurück::ADV,мекев,hátra
810,zurück::ADV,мекев,vissza
811,unten::ADV,ало,alul
812,hinab::ADV,алов,le
813,hinab::ADV,алов,lefelé
814,oben::ADV,вере,fenn
815,oben::ADV,вере,felül
816,hinauf::ADV,верев,fel
817,hinauf::ADV,верев,felfelé
818,überall::ADV,эрьва косо,mindenütt
819,nicht::ADV,а,nem
820,ein wenig::ADV,аламошка,egy kicsit
821,kaum::ADV,ансяк,alig
822,sehr::ADV,пек,nagyon
823,sehr::ADV,вельть,nagyon
824,so::ADV,истя,úgy
825,noch::ADV,таго,még
826,nur::ADV,ансяк,csak
827,nur::ADV,ансяк,csupán
828,schon::ADV,уш,már
