,Concept_ID,sq,vep
90,Licht::N,dritë,vauktuz
91,Schatten::N,hije,pil'vez
92,Schatten::N,hije,kuvahaine
93,Wetter::N,mot,sä
94,Nebel::N,mjegull,sumeg
95,Wolke::N,re,pil'v
96,Regen::N,shi,vihm
97,Schnee::N,borë,lumi
98,Eis::N,akull,jä
99,Frost::N,ngricë,hala
100,Frost::N,ngricë,pakaine
101,Kälte::N,të ftohtë,vilu
102,Hitze::N,vapë,räk
103,Hitze::N,nxehtësi,räk
104,Raureif::N,cikmë,hüde
105,Regenbogen::N,ylber,jumalanbembel'
106,Donner::N,gjëmim,juru
107,Donner::N,gjëmim,jumalanjuru
108,Donner::N,bubullimë,juru
109,Donner::N,bubullimë,jumalanjuru
110,Strömung::N,rrymë,joksmuz
111,Tropfen::N,pikë,tilkuine
112,Schaum::N,shkumë,vaht
113,Schmutz::N,baltë,redu
114,Schmutz::N,baltë,pačak
115,See::N,liqen,järv
116,Sumpf::N,batak,so
117,Moor::N,kënetë,so
118,Wiese::N,livadh,nit
119,Wald::N,pyll,mec
120,Hügel::N,kodër,kukaz
121,Anhöhe::N,bregore,kukaz
122,Berg::N,mal,mägi
123,Gipfel::N,kulm,ladv
124,Höhle::N,shpellë,mägionduz
125,Höhle::N,zgafelle,mägionduz
126,Abhang::N,shpat,paute
127,Abhang::N,tatëpjetë,paute
128,Quelle::N,krua,lähte
129,Quelle::N,burim,lähte
130,Bach::N,virua,oja
131,Fluss::N,lumë,jogi
132,Ufer::N,breg,rand
133,Küste::N,anëdet,randišt
134,Küste::N,bregdet,randišt
135,Festland::N,kontinent,kuivma
136,Meer::N,det,meri
137,Bucht::N,gji deti,laht
138,Insel::N,ishull,sar'
139,Insel::N,ujdhesë,sar'
140,Blume::N,lule,änik
141,Gras::N,bar,hein
142,Wurzel::N,rrënjë,jur'
143,Baum::N,pemë,pu
144,Stamm::N,trung,tüvi
145,Rinde::N,lëvore,kor'
146,Ast::N,degë,oks
147,Zweig::N,bisk,oks
148,Zweig::N,bisk,barb
149,Blatt::N,fletë,lehtez
150,Blatt::N,gjethe,lehtez
151,Birke::N,mështekën,koiv
152,Kiefer[Baum]::N,pishë,pedai
153,Weide[Baum]::N,shelg,raid
154,Tanne::N,bredh,kuz'
155,Horn::N,bri,sar'v
156,Feder::N,pupël,höuneh
157,Fell::N,lëkurë,nahk
158,Flügel::N,krah,suug
159,Flügel::N,fletë,suug
160,Klaue::N,kthetër,künz'
161,Kralle::N,thua,künz'
162,Kralle::N,kthetër,künz'
163,Schwanz::N,bisht,händ
164,Ei::N,vezë,muna
165,Nest::N,fole,peza
166,Bau::N,strofkë,uru
167,Tier::N,kafshë,živat
168,Herde::N,kope,kogo
169,Herde::N,grigjë,kogo
170,Kuh::N,lopë,lehm
171,Bulle::N,dem,härg
172,Pferd::N,kalë,hebo
173,Schaf::N,dele,lambaz
174,Schwein::N,derr,siga
175,Hund::N,qen,koir
176,Katze::N,mace,kaži
177,Bär::N,ari,kondi
178,Eichhörnchen::N,ketër,orav
179,Elch::N,dre brilopatë,hirb'
180,Fuchs::N,dhelpër,reboi
181,Hase::N,lepur,jäniš
182,Maus::N,mi,hir'
183,Wolf::N,ujk,händikaz
184,Vogel::N,zog,lind
185,Vogel::N,shpend,lind
186,Schwarm::N,luzmë,parveh
187,Huhn::N,pulë,kana
188,Hahn::N,gjel,kukoi
189,Hahn::N,këndes,kukoi
190,Gans::N,patë,hanh'
191,Adler::N,shqiponjë,orl
192,Ente::N,rosë,sorz
193,Eule::N,buf,hir'pulo
194,Kranich::N,lejlek,kurg
195,Kranich::N,kurrillë,kurg
196,Krähe::N,sorrë,variš
197,Kuckuck::N,qyqe,kägi
198,Schwan::N,mjellmë,joucen
199,Fisch::N,peshk,kala
200,Barsch::N,purtekë,ahven
201,Hecht::N,mlysh,haug'
202,Schlange[Tier]::N,gjarpër,kü
203,Schlange[Tier]::N,gjarpër,mado
204,Wurm::N,krimb,mado
205,Spinne::N,marimangë,hämähouk
206,Ameise::N,thnegël,murahaine
207,Ameise::N,milingonë,murahaine
208,Laus::N,morr,täi
209,Mücke::N,kunup,säs'k
210,Mücke::N,mushkonjë,säs'k
211,Fliege::N,mizë,kärbhaine
212,Schmetterling::N,flutur,lipkaine
213,Beere::N,frutë,marj
214,Beere::N,manaferrë,marj
215,Apfel::N,mollë,jablok
216,Pilz::N,kërpudhë,sen'
217,Pilz::N,kërpudhë,babuk
218,Zwiebel::N,qepë,lauk
219,Saat::N,farë,semned
220,Korn::N,grurë,jüvä
221,Korn::N,grurë,vill'
222,Korn::N,kokërr,jüvä
223,Korn::N,kokërr,vill'
224,Heu::N,sanë,hein
225,Schale::N,lëkurë,kor'
226,Grube::N,gropë,kop
227,Falle::N,kurth,rida
228,Falle::N,grackë,rida
229,Schlinge::N,nyjë,rihm
230,Spur::N,gjurmë,jäl'g
231,Asche::N,hi,tuhk
232,Dreck::N,baltë,redu
233,Dreck::N,baltë,pačak
234,Eisen::N,hekur,raud
235,Gold::N,ar,kuld
236,Gold::N,flori,kuld
237,Silber::N,argjend,hobed
238,Kohle::N,qymyr,hil'
239,Glas::N,qelq,stökol
240,Lehm::N,argjilë,savi
241,Sand::N,rërë,lete
242,Mensch::N,njeri,mez'
243,Mensch::N,njeri,ristit
244,Mann::N,burrë,mez'
245,Mann::N,mashkull,mez'
246,Frau::N,grua,naine
247,Frau::N,femër,naine
248,Kind::N,kalama,laps'
249,Junge::N,djalë,poig
250,Junge::N,djalë,prihaine
251,Mädchen::N,gocë,neičukaine
252,Mädchen::N,vajzë,neičukaine
253,Familie::N,familje,kanz
254,Familie::N,familje,pereh
255,Großvater::N,gjysh,ded
256,Großmutter::N,gjyshe,bab
257,Eltern::N,prindër,vanhembad
258,Eltern::N,prindër,kazvatajad
259,Vater::N,atë,tat
260,Mutter::N,nënë,mam
261,Sohn::N,bir,poig
262,Tochter::N,bijë,tütär
263,Bruder::N,vëlla,veik
264,Bruder::N,vëlla,vell'
265,Schwester::N,motër,čiža
266,Schwester::N,motër,sizar
267,Onkel::N,dajë,däd'
268,Onkel::N,xhaxha,däd'
269,Tante::N,teze,tädi
270,Tante::N,hallë,tädi
271,Ehemann::N,burrë,mužik
272,Ehemann::N,bashkëshort,mužik
273,Ehefrau::N,grua,ak
274,Ehefrau::N,bashkëshorte,ak
275,Freude::N,gaz,ilo
276,Freude::N,gaz,ihastuz
277,Freude::N,gëzim,ilo
278,Freude::N,gëzim,ihastuz
279,Gelächter::N,qeshje,nagr
280,Glück::N,lumturi,oza
281,Kummer::N,brengë,gor'a
282,Kummer::N,pikëllim,gor'a
283,Wunsch::N,dëshirë,taht
284,Lust::N,epsh,himo
285,Lust::N,dashuri,himo
286,Geist::N,frymë,heng
287,Geist::N,shpirt,heng
288,Gedanke::N,ide,meletuz
289,Gedanke::N,mendim,meletuz
290,Gedächtnis::N,kujtesë,mušt
291,Verstand::N,mend,mel'
292,Sinn::N,kuptim,jüvä
293,Grund::N,arsye,sü
294,Wahrheit::N,vërtetë,tozi
295,Gespräch::N,bisedim,lodu
296,Gespräch::N,bisedim,pagin
297,Märchen::N,përrallë,sarn
298,Erzählung::N,tregim,sanutez
299,Nachricht::N,lajm,tedotuz
300,Neuigkeit::N,risi,uzištuz
301,Name::N,emër,nimi
302,Rätsel::N,gjëzë,ozoitez
303,Rätsel::N,gjëegjëzë,ozoitez
304,Rede::N,fjalim,pagin
305,Rede::N,fjalim,sanad
306,Sprache::N,gjuhë,kel'
307,Stimme::N,zë,än'
308,Wort::N,fjalë,sana
309,Zeichen::N,shenjë,znam
310,Ruf::N,thirrmë,kida
311,Ruf::N,thirrmë,kucund
312,Lärm::N,zhurmë,judu
313,Laut::N,tingull,kulund
314,Ton::N,ton,kulund
315,Lied::N,këngë,pajo
316,Ruhe::N,qetësi,lebu
317,Leute::N,botë,rahvaz
318,Leute::N,njerëz,rahvaz
319,Volk::N,popull,rahvaz
320,Arbeit::N,punë,tö
321,Arbeit::N,punë,rad
322,Gast::N,mik,adiv
323,Gast::N,mysafir,adiv
324,Geschenk::N,dhuratë,lahj
325,Geschenk::N,peshqesh,lahj
326,Spiel::N,lojë,vänd
327,Gesellschaft::N,shoqëri,sebr
328,Hilfe::N,ndihmë,abu
329,Freund::N,mik,sebranik
330,Kamerad::N,shok,sebranik
331,Angelegenheit::N,punë,azj
332,Anzahl::N,sasi,lugu
333,Art::N,lloj,rod
334,Art::N,lloj,rodsugu
335,Stück::N,copë,pala
336,Stück::N,copë,supal
337,Teil::N,pjesë,pala
338,Hälfte::N,gjysmë,pol'
339,Kreis::N,qark,ümbruz
340,Kreis::N,qark,kehkruz
341,Kreis::N,rreth,ümbruz
342,Kreis::N,rreth,kehkruz
343,Kreuz::N,kryq,rist
344,Linie::N,vijë,pird
345,Strich::N,vizë,pird
346,Abstand::N,distancë,keskust
347,Entfernung::N,largim,matk
348,Gegend::N,vise,taho
349,Gegend::N,krahinë,taho
350,Platz::N,shesh,avaruz'
351,Ort::N,vend,koht
352,Seite::N,anë,pol'
353,Seite::N,anë,kül'g
354,Mitte::N,mes,kesk
355,Gegenstand::N,send,kalu
356,Sache::N,gjë,azj
357,Sache::N,send,azj
358,Rand::N,qoshe,röun
359,Kante::N,teh,röun
360,Ecke::N,qoshe,saum
361,Spitze::N,majë,agjaine
362,Ende::N,skaj,agj
363,Ende::N,bisht,agj
364,Loch::N,vrimë,reig
365,Winkel::N,kënd,čoga
366,Winkel::N,kënd,saum
367,Muster::N,mostër,kirjam
368,Größe::N,madhësi,suruz'
369,Länge::N,gjatësi,piduz
370,Höhe::N,lartësi,korktuz'
371,Gewicht::N,peshë,jügu
372,Gewicht::N,peshë,vedäduz
373,Menge::N,sasi,äjüz'
374,Haufen::N,grumbull,kogo
375,Reihe::N,radhë,rivi
376,Reihe::N,rresht,rivi
377,Boot::N,barkë,veneh
378,Boot::N,lundër,veneh
379,Ruder::N,rrem,air
380,Schlitten::N,sajë,regi
381,Schlitten::N,sajë,regut
382,Ski::N,ski,suks'
383,Lagerfeuer::N,flakadan,nodj
384,Lagerfeuer::N,flakadan,pažag
385,Lagerfeuer::N,zjarr i madh,nodj
386,Lagerfeuer::N,zjarr i madh,pažag
387,Last::N,barrë,jüguz
388,Gang::N,ecje,astund
389,Schritt::N,hap,hašk
390,Norden::N,veri,pohjoine
391,Süden::N,jug,suvi
392,Westen::N,perëndim,päivlaskm
393,Osten::N,lindje,päivnouzm
394,Holz::N,dru,pu
395,Brett::N,dërrasë,laud
396,Platte::N,pllakë,keitim
397,Stütze::N,shtyllë,tugi
398,Stütze::N,mbështetesë,tugi
399,Stange::N,shufër,arz'
400,Stock::N,dajak,kalu
401,Stab::N,shkop,seibaz
402,Rohr::N,tub,torv
403,Haus::N,shtëpi,pert'
404,Heim::N,konak,kodi
405,Heim::N,shtëpi,kodi
406,Ofen::N,sobë,päč
407,Ofen::N,stufë,päč
408,Fußboden::N,dysheme,lava
409,Tisch::N,tryezë,laud
410,Tisch::N,tryezë,stal'c
411,Stuhl::N,karrige,ištim
412,Wiege::N,djep,kätte
413,Bett::N,shtrat,sija
414,Bett::N,shtrat,magaduzsija
415,Regal::N,raft,palič
416,Kiste::N,kuti,mülütim
417,Fenster::N,dritare,ikun
418,Tür::N,derë,uks'
419,Tor::N,portë,verai
420,Zaun::N,gardh,aid
421,Dach::N,çati,katuz
422,Leiter::N,shkallë,pordhad
423,Besen::N,fshesë,lud
424,Besen::N,fshesë,vast
425,Spaten::N,lopatë,labid
426,Schaufel::N,qyrek,labid
427,Gabel::N,pirun,hangoine
428,Löffel::N,lugë,luzik
429,Messer::N,thikë,veič
430,Nagel::N,gozhdë,nagl
431,Netz::N,rrjetë,verk
432,Haken::N,grep,kouk
433,Haken::N,grremç,kouk
434,Griff::N,dorak,kägä
435,Griff::N,dorak,varz'
436,Griff::N,dorezë,kägä
437,Griff::N,dorezë,varz'
438,Schloss::N,bravë,lukkol
439,Bild::N,tablo,kuva
440,Bild::N,pikturë,kuva
441,Figur::N,figurë,figur
442,Puppe::N,kukull,tätüine
443,Beutel::N,qese,havad
444,Beutel::N,trastë,havad
445,Bündel::N,deng,toppaz
446,Bündel::N,deng,käč
447,Tasche::N,çantë,sumk
448,Eimer::N,kovë,vädr
449,Deckel::N,kapak,katuz
450,Deckel::N,mbulesë,katuz
451,Geschirr::N,enë,astii
452,Sack::N,thes,havad
453,Sack::N,torbë,havad
454,Tasse::N,filxhan,čašk
455,Topf::N,kusi,pada
456,Topf::N,tenxhere,pada
457,Kessel::N,kazan,katil
458,Essen::N,ngrënie,sönd
459,Nahrung::N,ushqim,söm
460,Speise::N,gatesë,sömine
461,Fleisch::N,mish,liha
462,Getreide::N,drithë,vill'
463,Brei::N,qull,pudr
464,Brot::N,bukë,leib
465,Scheibe::N,fetë,bibaleh
466,Scheibe::N,fetë,šlik
467,Fett::N,lyrë,razv
468,Fett::N,yndyrë,razv
469,Butter::N,gjalpë,voi
470,Öl::N,vaj,voi
471,Salz::N,kripë,sol
472,Suppe::N,supë,lem'
473,Suppe::N,supë,keitoz
474,Suppe::N,çorbë,lem'
475,Suppe::N,çorbë,keitoz
476,Honig::N,mjaltë,mezi
477,Milch::N,qumësht,maid
478,Tee::N,çaj,čai
479,Leder::N,lëkurë,nahk
480,Wolle::N,lesh,vill
481,Stoff::N,pëlhurë,kangaz
482,Nadel::N,gjilpërë,negl
483,Faden::N,pe,nit'
484,Faden::N,fije,nit'
485,Knopf::N,kopsë,nübl'
486,Knoten::N,komb,sol'm
487,Farbe::N,bojë,muju
488,Kleidung::N,veshje,sobad
489,Hemd::N,këmishë,paid
490,Kragen::N,jakë,kagluz
491,Ärmel::N,mëngë,hijam
492,Hose::N,brekë,štanad
493,Gürtel::N,rrip,vö
494,Mütze::N,kësulë,šapuk
495,Schuh::N,këpucë,keng'
496,Stiefel::N,çizme,sapug
497,Ring::N,unazë,rengaz
498,Band::N,shirit,lentaine
499,Kamm::N,krehër,suga
500,Spiegel::N,pasqyrë,zerkol
501,Riemen::N,rrip,vö
502,Schnur::N,litar,nor
503,Schnur::N,cikomë,nor
504,Leine::N,rrip,talutimnor
505,Decke::N,batanije,sijakatuz
506,Kissen::N,jastëk,pöluz
507,Tuch::N,shami,paik
508,Handtuch::N,peshqir,käzipaik
509,Kraft::N,forcë,vägi
510,Stärke::N,koll,vahvuz'
511,Gesundheit::N,shëndet,tervhuz
512,Krankheit::N,sëmundje,läžund
513,Schmerz::N,dhimbje,kibu
514,Wunde::N,plagë,čapatez
515,Fieber::N,ethe,säru
516,Arznei::N,ilaç,zel'l'
517,Brücke::N,urë,sild
518,Brunnen::N,pus,kaiv
519,Weide::N,kullotë,omaluine
520,Pfad::N,ravë,tehut
521,Pfad::N,shteg,tehut
522,Weg::N,udhë,te
523,Weg::N,shteg,te
524,Straße::N,rrugë,te
525,Dorf::N,fshat,külä
526,Dorf::N,katund,külä
527,Stadt::N,qytet,lidn
528,Brief::N,letër,kirjeine
529,Buch::N,libër,kirj
530,Buchstabe::N,shkronjë,kirjam
531,Zeitung::N,gazetë,lehtez
532,Leben::N,jetë,elo
533,Tod::N,mortje,surm
534,Grab::N,varr,kaum
535,Kirche::N,kishë,jumalanpert'
536,Sünde::N,mëkat,grähk
537,Sünde::N,gjynah,grähk
538,Gott::N,hy,jumal
539,Gott::N,zot,jumal
540,Arbeiter::N,punëtor,radnik
541,Chef::N,shef,pämez'
542,Chef::N,drejtues,pämez'
543,Meister::N,mjeshtër,mastar
544,Arzt::N,mjek,lekar'
545,Arzt::N,doktor,lekar'
546,Lehrer::N,mësues,opendai
547,Lehrer::N,arsimtar,opendai
548,Geld::N,para,rahad
549,Geld::N,holla,rahad
550,Geschäft::N,ujdi,biznes
551,Geschäft::N,biznes,biznes
552,Laden::N,dyqan,lauk
553,Preis::N,çmim,arv
554,Ware::N,mall,tavar
555,Nutzen::N,dobi,liža
556,Nutzen::N,leverdi,liža
557,Reichtum::N,kamje,kodielo
558,Reichtum::N,kamje,kal'huz'
559,Reichtum::N,pasuri,kodielo
560,Reichtum::N,pasuri,kal'huz'
561,Welt::N,botë,mail'm
562,Land::N,vend,ma
563,Staat::N,shtet,valdkund
564,König::N,mbret,kunigaz
565,Macht::N,fuqi,vald
566,Macht::N,pushtet,vald
567,Grenze::N,kufi,röun
568,Krieg::N,luftë,soda
569,Feind::N,armik,vihanik
570,Feind::N,armik,vastustai
571,Gewalt::N,dhunë,vägivald
572,Kampf::N,luftim,tora
573,Bogen[Waffe]::N,hark,taug
574,Pfeil::N,shigjetë,nol
575,Gewehr::N,pushkë,oružj
576,Fehler::N,gafë,viga
577,Fehler::N,gabim,viga
578,Lüge::N,gënjeshtër,kelastuz
579,Schaden::N,dëm,pahuz'
580,Schaden::N,zarar,pahuz'
581,Unglück::N,fatkeqësi,bed
582,Unglück::N,fatkeqësi,gor'a
583,Schuld::N,faj,värhuz'
584,Alter::N,moshë,igä
585,Schluss::N,fund,lop
586,Zeit::N,kohë,aig
587,Tag::N,ditë,päiv
588,Morgen::N,mëngjes,homendez
589,Mittag::N,mesditë,keskpäiv
590,Abend::N,mbrëmje,eht
591,Nacht::N,natë,ö
592,Woche::N,javë,nedal'
593,Monat::N,muaj,ku
594,Jahr::N,vit,voz'
595,Frühling::N,pranverë,keväz'
596,Sommer::N,verë,keza
597,Herbst::N,vjeshtë,sügüz'
598,Winter::N,dimër,tal'v
599,Januar::N,janar,viluku
600,Februar::N,shkurt,uhoku
601,März::N,mars,keväz'ku
602,April::N,prill,sulaku
603,Mai::N,maj,semendku
604,Juni::N,qershor,kezaku
605,Juli::N,korrik,heinku
606,August::N,gusht,eloku
607,September::N,shtator,sügüz'ku
608,Oktober::N,tetor,reduku
609,November::N,nëntor,kül'mku
610,Dezember::N,dhjetor,tal'vku
611,Montag::N,hënë,ezmärg
612,Dienstag::N,martë,tožnarg
613,Mittwoch::N,mërkurë,koumanz'päiv
614,Donnerstag::N,enjte,nellänz'päiv
615,Freitag::N,premte,pätnič
616,Freitag::N,premte,videnz'päiv
617,Samstag::N,shtunë,sobat
618,Sonntag::N,diel,pühäpäiv
619,groß::A,madh,sur'
620,groß::A,madh,järed
621,klein::A,vogël,pen'
622,klein::A,vogël,pičuine
623,lang::A,gjatë,pit'k
624,kurz::A,shkurtër,lühüd
625,breit::A,gjerë,leved
626,schmal::A,ngushtë,kaid
627,dicht::A,dendur,tihed
628,dick[Gegenstand]::A,trashë,paks
629,dünn::A,hollë,hoik
630,fein::A,imët,hen
631,fest::A,fortë,luja
632,fest::A,fortë,ninev
633,flach::A,sheshtë,lapak
634,glatt::A,rrafshët,siled
635,hart::A,fortë,kova
636,weich::A,butë,pehmed
637,rund::A,rrumbullakët,kehker
638,spitz::A,majëmprehtë,nügu
639,spitz::A,majëmprehtë,terav
640,scharf::A,mprehtë,terav
641,stumpf::A,topitur,tül'c
642,schwer::A,rëndë,jüged
643,schön::A,bukur,čoma
644,heiß::A,nxehtë,räk
645,warm::A,ngrohtë,läm'
646,kalt::A,ftohtë,vilu
647,kühl::A,freskët,raibak
648,kühl::A,freskët,viluhk
649,frisch::A,pastër,lahed
650,feucht::A,lagësht,neps
651,feucht::A,lagësht,toreh
652,nass::A,lagur,märg
653,trocken::A,thatë,kuiv
654,voll::A,plotë,täuz'
655,leer::A,bosh,joudai
656,leer::A,zbrazët,joudai
657,offen::A,hapur,avoin
658,offen::A,hapur,avol'jaine
659,geschlossen::A,mbyllur,saubaline
660,sauber::A,dëlirë,puhtaz
661,schmutzig::A,ndyrë,redukaz
662,roh::A,gjallë,rohk
663,roh::A,gjallë,toreh
664,reif::A,arrirë,küps
665,lecker::A,shijshëm,magukaz
666,süß::A,ëmbël,maged
667,bitter::A,hidhur,karged
668,sauer::A,thartë,muiged
669,hell::A,me dritë,kirkas
670,hell::A,me dritë,valgei
671,dunkel::A,errët,pimed
672,schwarz::A,i zi,must
673,weiß::A,bardhë,vauged
674,rot::A,kuq,rusked
675,gelb::A,verdhë,pakuine
676,blau::A,blu,sinine
677,blau::A,kaltër,sinine
678,grün::A,blertë,vihand
679,grün::A,gjelbër,vihand
680,grau::A,hirtë,hahk
681,grau::A,bojë hiri,hahk
682,bunt::A,shumëngjyrëshëm,kirjav
683,billig::A,lirë,odav
684,teuer::A,shtrenjtë,kalliž
685,wertvoll::A,çmuar,arvokas
686,wertvoll::A,vlershëm,arvokas
687,blind::A,qorr,soged
688,blind::A,verbër,soged
689,taub::A,shurdhër,kurdiž
690,kräftig::A,fuqishëm,vägev
691,stark::A,fortë,vahv
692,stark::A,fortë,vägekaz
693,schwach::A,dobët,väll'
694,fett::A,dhjamur,razvakaz
695,schlank::A,hollë,kapos
696,hübsch::A,bukur,čoma
697,hübsch::A,hijshëm,čoma
698,böse::A,keq,äred
699,böse::A,keq,käred
700,dumm::A,teveqel,el'getoi
701,faul::A,dembel,lašk
702,fleißig::A,zellshëm,radonnavedii
703,geizig::A,kurnac,ažlak
704,geizig::A,dorështrënguar,ažlak
705,klug::A,mençur,melev
706,klug::A,mençur,melekaz
707,geschickt::A,aftë,mahtokaz
708,lieb::A,dashur,izo
709,lieb::A,dashur,sula
710,lustig::A,gëzuar,ilokaz
711,sanft::A,butë,laskav
712,hungrig::A,uritur,näl'ghine
713,krank::A,sëmurë,läžui
714,nackt::A,lakuriq,alastoi
715,nackt::A,zhveshur,alastoi
716,traurig::A,trishtuar,opalahine
717,lebendig::A,gjallë,eläb
718,gut::A,mirë,hüvä
719,schlecht::A,keq,huba
720,richtig::A,drejtë,oiged
721,schlimm::A,keq,paha
722,wahr::A,vërtetë,todesine
723,alt::A,vjetër,vanh
724,neu::A,i ri,uz'
725,ehemalig::A,dikurshëm,edeline
726,alt[Lebewesen]::A,plak,ravaz
727,jung::A,i ri,nor'
728,arm::A,varfër,gol'l'
729,arm::A,vobektë,gol'l'
730,reich::A,pasur,elokaz
731,bekannt::A,njohur,tutab
732,berühmt::A,famshëm,tetab
733,fremd::A,huaj,veraz
734,verschieden::A,ndryshëm,erazvuitte
735,nah::A,afërt,läheline
736,fern::A,largët,edahaine
737,linker::A,majtë,hura
738,rechter::A,djathtë,oiged
739,anderer::A,tjetër,toine
740,erster::A,parë,ezmäine
741,zweiter::A,dytë,toine
742,dritter::A,i tretë,koumanz'
743,letzter::A,fundit,jäl'gmäine
744,allein::ADV,vetëm,üksnäze
745,auf einmal::ADV,njëkohësisht,ühten aigan
746,zusammen::ADV,bashkë,ühtes
747,zusammen::ADV,së bashku,ühtes
748,lange::ADV,për një kohë të gjatë,hätken
749,plötzlich::ADV,befas,äkkid
750,sofort::ADV,menjëherë,kerdalaz
751,sofort::ADV,aty për aty,kerdalaz
752,später::ADV,më vonë,möhemba
753,jetzt::ADV,tash,nügüd'
754,heute::ADV,sot,tämbei
755,morgen::ADV,nesër,homen
756,bald::ADV,shpejt,pigai
757,bald::ADV,së shpejti,pigai
758,dann::ADV,pastaj,sid'
759,gestern::ADV,dje,eglai
760,einst::ADV,dikur,ende
761,einst::ADV,dikur,kerdan
762,damals::ADV,atëherë,siloi
763,danach::ADV,mandej,sid'
764,vorher::ADV,më parë,ende
765,zuerst::ADV,së pari,ezmäi
766,einmal::ADV,njëherë,kerdan
767,manchmal::ADV,nganjëherë,erašti
768,oft::ADV,shpesh,paksus
769,immer::ADV,përherë,kaiken
770,immer::ADV,gjithnjë,kaiken
771,niemals::ADV,kurrë,ei nikonz
772,niemals::ADV,asnjëherë,ei nikonz
773,hier::ADV,këtu,täs
774,hier::ADV,këtu,tägä
775,hierhin::ADV,knej,tänna
776,von hier::ADV,që këtej,täspäi
777,von hier::ADV,që këtej,sid'päi
778,von hier::ADV,prej këtej,täspäi
779,von hier::ADV,prej këtej,sid'päi
780,dort::ADV,aty,sigä
781,dort::ADV,atje,sigä
782,dorthin::ADV,anej,sinna
783,dorthin::ADV,anej,nakkale
784,geradeaus::ADV,drejt,kohtha
785,vorwärts::ADV,mbroth,edehe
786,vorwärts::ADV,përpara,edehe
787,rückwärts::ADV,mbrapsht,sel'gin
788,zurück::ADV,prapa,tagaze
789,zurück::ADV,mbrapsht,tagaze
790,unten::ADV,poshtë,alahan
791,hinab::ADV,përposh,alaz
792,hinab::ADV,përposh,alahaks
793,oben::ADV,lart,ülähän
794,oben::ADV,sipër,ülähän
795,hinauf::ADV,lart,ülez
796,hinauf::ADV,lart,ülähäks
797,hinauf::ADV,përpjetë,ülez
798,hinauf::ADV,përpjetë,ülähäks
799,überall::ADV,kudo,kaikjal
800,nicht::ADV,s',ei
801,nicht::ADV,nuk,ei
802,ein wenig::ADV,një tis,vähän
803,kaum::ADV,mezi,habi
804,sehr::ADV,fort,lujas
