,Concept_ID,ro,da
856,wieder::ADV,iarăși,igen
857,vergebens::ADV,în zadar,forgæves
858,vor::PRP,înainte de,foran
859,vor::PRP,înainte de,uden for
860,hinter::PRP,după,bag
861,hinter::PRP,după,bagved
862,hinter::PRP,în spatele,bag
863,hinter::PRP,în spatele,bagved
864,unter::PRP,sub,under
865,durch::PRP,prin,gennem
866,durch::PRP,prin,igennem
867,neben::PRP,lângă,ved siden af
868,neben::PRP,alături de,ved siden af
869,zwischen::PRP,între,mellem
870,zwischen::PRP,dintre,mellem
871,wegen::PRP,pentru,på grund af
872,dies::PRN,acesta,dette
873,das::PRN,asta,det
874,alles::PRN,tot,alt
875,ich::PRN,eu,jeg
876,du::PRN,tu,du
877,er::PRN,el,han
878,er::PRN,dânsul,han
879,wir::PRN,noi,vi
880,ihr::PRN,voi,I
881,sie::PRN,ei,de
882,sie::PRN,dânșii,de
883,was::FPRN,ce,hvad
884,wer::FPRN,cine,hvem
885,wo::FADV,unde,hvor
886,wohin::FADV,încotro,hvorhen
887,wie::FADV,cum,hvordan
888,warum::FADV,de ce,hvorfor
889,warum::FADV,pentru ce,hvorfor
890,wieviel::FNUM,cât,hvor meget
891,eins::NUM,unu,én
892,zwei::NUM,doi,to
893,drei::NUM,trei,tre
894,vier::NUM,patru,fire
895,fünf::NUM,cinci,fem
896,sechs::NUM,șase,seks
897,sieben::NUM,șapte,syv
898,acht::NUM,opt,otte
899,neun::NUM,nouă,ni
900,zehn::NUM,zece,ti
901,elf::NUM,unsprezece,elleve
902,zwölf::NUM,douăsprezece,tolv
903,zwanzig::NUM,douăzeci,tyve
904,dreißig::NUM,treizeci,tredive
905,vierzig::NUM,patruzeci,fyrre
906,vierzig::NUM,patruzeci,fyrretyve
907,fünfzig::NUM,cincizeci,halvtreds
908,sechzig::NUM,șaizeci,tres
909,siebzig::NUM,șaptezeci,halvfjerds
910,achtzig::NUM,optzeci,firs
911,neunzig::NUM,nouăzeci,halvfems
912,hundert::NUM,sută,hundrede
913,tausend::NUM,mie,tusind
914,und::CNJ,și,og
915,oder::CNJ,ori,eller
916,stehen::V,sta,stå
917,sitzen::V,ședea,sidde
918,liegen::V,zăcea,ligge
919,liegen::V,fi culcat,ligge
920,hängen::V,atârna,hænge
921,werden::V,deveni,blive
922,werden::V,se face,blive
923,passieren::V,se întâmpla,ske
924,passieren::V,se întâmpla,hænde
925,beginnen::V,începe,begynde
926,enden::V,se sfârși,ende
927,enden::V,se termina,ende
928,wechseln::V,se schimba,veksle
929,aufgehen[Sonne]::V,răsări,gå op
930,aufgehen[Sonne]::V,răsări,stå op
931,untergehen[Sonne]::V,apune,gå ned
932,scheinen[Sonne]::V,străluci,skinne
933,donnern::V,tuna,tordne
934,wehen::V,bate,blæse
935,strömen::V,curge în șiroaie,strømme
936,fließen::V,curge,flyde
937,sich drehen::V,se învârti,dreje sig
938,schwanken::V,se clătina,vakle
939,schwingen::V,vibra,svinge
940,schwingen::V,flutura,svinge
941,fallen::V,cădea,falde
942,brennen::V,arde,brænde
943,rauchen::V,fuma,ryge
944,regnen::V,ploua,regne
945,gefrieren::V,îngheța,fryse
946,tauen::V,se dezgheța,tø
947,schmelzen::V,se topi,smelte
948,trocknen::V,se usca,tørre
949,sieden::V,fierbe,koge
950,sieden::V,clocoti,koge
951,faulen::V,se împuți,rådne
952,verfaulen::V,putrezi,rådne
953,reißen::V,se rupe,briste
954,reißen::V,se sfâșia,briste
955,versinken::V,se scufunda,synke
956,versinken::V,se scufunda,synke ned
957,vergehen::V,trece,forløbe
958,vergehen::V,se scurge,forløbe
959,erscheinen::V,apărea,vise sig
960,verschwinden::V,dispărea,forsvinde
961,sinken::V,cădea,synke
962,sinken::V,coborî,synke
963,abnehmen::V,scădea,aftage
964,abnehmen::V,descrește,aftage
965,zunehmen::V,spori,tiltage
966,zunehmen::V,crește,tiltage
967,zunehmen::V,augmenta,tiltage
968,steigen::V,urca,stige
969,wachsen::V,crește,gro
970,wachsen::V,crește,vokse
971,glänzen::V,luci,glinse
972,glänzen::V,străluci,glinse
973,funkeln::V,scânteia,tindre
974,lärmen::V,face larmă,larme
975,läuten::V,suna,ringe
976,klingeln::V,suna,ringe
977,klirren::V,zăngăni,klirre
978,brausen::V,vui,bruse
979,rauschen::V,vâjâi,suse
980,klingen::V,suna,lyde
981,klingen::V,suna,klinge
982,bellen::V,lătra,gø
983,heulen::V,urla,hyle
984,blasen::V,sufla,blæse
985,pfeifen::V,fluiera,fløjte
986,schreien::V,țipa,skrige
987,stöhnen::V,geme,stønne
988,zittern::V,tremura,dirre
989,zittern::V,tremura,skælve
990,leben::V,trăi,leve
991,geboren werden::V,se naște,fødes
992,atmen::V,respira,ånde
993,trinken::V,bea,drikke
994,essen::V,mânca,spise
995,schlucken::V,înghiți,synke
996,müde werden::V,se obosi,blive træt
997,einschlafen::V,adormi,falde i søvn
998,schlafen::V,dormi,sove
999,aufwachen::V,se deștepta,vågne
1000,aufstehen::V,fi se scula,stå op
1001,sich erholen::V,se relaxa,komme sig
1002,sich erholen::V,se destinde,komme sig
1003,krank werden::V,se îmbolnăvi,blive syg
1004,krank sein::V,zăcea,være syg
1005,krank sein::V,fi bolnav,være syg
1006,schmerzen::V,durea,smerte
1007,husten::V,tuși,hoste
1008,genesen::V,se însănătoși,komme sig
1009,sterben::V,muri,dø
1010,umkommen::V,pieri,omkomme
1011,sich bewegen::V,se mișca,bevæge sig
1012,sich rühren::V,se mișca,røre på sig
1013,sich erheben::V,se ridica,rejse sig
1014,sich setzen::V,lua loc,sætte sig
1015,sich setzen::V,se așeza,sætte sig
1016,hinfallen::V,cădea jos,
1017,laufen::V,merge,løbe
1018,laufen::V,merge pe jos,løbe
1019,schreiten::V,păși,skride
1020,spazierengehen::V,se plimba,gå en tur
1021,eilen::V,fi se grăbi,ile
1022,sich beeilen::V,se grăbi,skynde sig
1023,sausen::V,țâșni,suse
1024,rennen::V,fugi,løbe
1025,rennen::V,fugi,rende
1026,rennen::V,alerga,løbe
1027,rennen::V,alerga,rende
1028,springen::V,sări,hoppe
1029,springen::V,sări,springe
1030,klettern::V,urca,klatre
1031,klettern::V,se cățăra,klatre
1032,schaukeln::V,legăna,gynge
1033,kriechen::V,se târî,krybe
1034,schwimmen::V,înota,svømme
1035,tauchen::V,se scufunda,dykke
1036,rudern::V,vâsli,ro
1037,rudern::V,lopăta,ro
1038,fahren::V,merge,køre
1039,fliegen::V,zbura,flyve
1040,gehen::V,merge,gå
1041,weggehen::V,se duce,gå bort
1042,abfahren::V,pleca,køre bort
1043,anhalten::V,se opri,standse
1044,hineingehen::V,intra,gå ind
1045,eintreten::V,intra,træde ind
1046,kommen::V,veni,komme
1047,ankommen::V,sosi,ankomme
1048,ankommen::V,ajunge,ankomme
1049,zurückkommen::V,se întoarce,komme tilbage
1050,bleiben::V,rămâne,blive
1051,bleiben::V,rămâne,forblive
1052,warten::V,aștepta,vente
1053,erwarten::V,aștepta,vente
1054,erwarten::V,aștepta,afvente
1055,suchen::V,căuta,søge
1056,finden::V,găsi,finde
1057,versuchen::V,încerca,forsøge
1058,vorbereiten::V,pregăti,forberede
1059,lieben::V,iubi,elske
1060,mögen::V,plăcea a,holde af
1061,mögen::V,plăcea a,kunne lide
1062,lachen::V,râde,le
1063,rühren::V,mișca,røre
1064,rühren::V,înduioșa,røre
1065,weinen::V,plânge,græde
1066,schimpfen::V,înjura,skænde
1067,sich ärgern::V,se supăra,ærgre sig
1068,sich fürchten::V,se teme,være bange
1069,sich fürchten::V,fi teamă a,være bange
1070,fürchten::V,se teme de,være bange for
1071,fliehen::V,fugi,flygte
1072,flüchten::V,evada,flygte
1073,sehen::V,vedea,se
1074,anschauen::V,privi,se på
1075,anschauen::V,privi,betragte
1076,ansehen::V,privi,anse
1077,hören::V,auzi,høre
1078,zuhören::V,asculta,høre til
1079,probieren::V,gusta,smage
1080,probieren::V,gusta,smage på
1081,riechen::V,mirosi,lugte
1082,fühlen::V,simți,føle
1083,fühlen::V,resimți,føle
1084,scheinen::V,părea,synes
1085,zu sehen sein::V,se vedea,synes
1086,vernehmen::V,auzi,erfare
1087,frieren::V,fi frig,fryse
1088,tun::V,face,gøre
1089,können::V,ști,kunne
1090,können::V,putea,kunne
1091,wollen::V,dori,ville
1092,anfangen::V,începe,begynde
1093,beenden::V,sfârși,afslutte
1094,beenden::V,termina,afslutte
1095,aufhören::V,înceta,ophøre
1096,aufhören::V,înceta,holde op
1097,gelingen::V,reuși,lykkes
1098,gelingen::V,izbuti,lykkes
1099,geraten::V,reuși,blive
1100,öffnen::V,deschide,åbne
1101,schließen::V,închide,lukke
1102,stellen::V,pune,stille
1103,stellen::V,așeza,stille
1104,setzen::V,pune,sætte
1105,setzen::V,așeza,sætte
1106,legen::V,pune,lægge
1107,berühren::V,atinge,berøre
1108,verbinden::V,lega,forbinde
1109,bedecken::V,acoperi,dække
1110,bedecken::V,acoperi,bedække
1111,aufhängen::V,atârna,hænge
1112,aufhängen::V,atârna,hænge op
1113,aufhängen::V,spânzura,hænge
1114,aufhängen::V,spânzura,hænge op
1115,anzünden::V,aprinde,tænde
1116,anzünden::V,aprinde,antænde
1117,aufheben::V,ridica,løfte
1118,aufheben::V,ridica,tage op
1119,aufheben::V,lua de jos,løfte
1120,aufheben::V,lua de jos,tage op
1121,zurücklassen::V,lăsa,lade tilbage
1122,zurücklassen::V,lăsa în urmă,lade tilbage
1123,verlieren::V,pierde,miste
1124,fallen lassen::V,scăpa,tabe
1125,fallen lassen::V,scăpa,droppe
1126,fallen lassen::V,arunca,tabe
1127,fallen lassen::V,arunca,droppe
1128,machen::V,face,gøre
1129,herstellen::V,fabrica,fremstille
1130,herstellen::V,confecționa,fremstille
1131,bauen::V,clădi,bygge
1132,bauen::V,construi,bygge
1133,reparieren::V,repara,reparere
1134,verbessern::V,ameliora,rette
1135,verbessern::V,ameliora,forbedre
1136,verbessern::V,îmbunătăți,rette
1137,verbessern::V,îmbunătăți,forbedre
1138,ändern::V,schimba,ændre
1139,ändern::V,modifica,ændre
1140,graben::V,săpa,grave
1141,beugen::V,curba,bøje
1142,biegen::V,îndoi,bøje
1143,biegen::V,încovoia,bøje
1144,drehen::V,învârti,dreje
1145,wenden::V,întoarce,vende
1146,umdrehen::V,învârti,dreje om
1147,umdrehen::V,întoarce,dreje om
1148,heben::V,ridica,hæve
1149,hochheben::V,ridica,løfte
1150,ergreifen::V,lua,gribe fat i
1151,ergreifen::V,apuca,gribe fat i
1152,halten::V,ține,holde
1153,drücken::V,apăsa,trykke
1154,drücken::V,strânge,trykke
1155,schieben::V,împinge,skyde
1156,schieben::V,împinge,skubbe
1157,kratzen::V,zgâria,klø
1158,kratzen::V,zgâria,kradse
1159,lecken::V,linge,slikke
1160,beißen::V,mușca,bide
1161,abreißen::V,rupe,rive af
1162,abreißen::V,smulge,rive af
1163,abschneiden::V,scurta,skære af
1164,binden::V,lega,binde
1165,stecken::V,pune,stikke
1166,brechen::V,rupe,brække
1167,brechen::V,frânge,brække
1168,klopfen::V,ciocăni,banke
1169,hauen::V,lovi,hugge
1170,kleben::V,lipi,klistre
1171,reiben::V,freca,gnide
1172,reiben::V,fricționa,gnide
1173,streichen::V,unge,smøre
1174,schleifen::V,ascuți,slibe
1175,schneiden::V,tăia,skære
1176,schneiden::V,tăia,klippe
1177,rütteln::V,zgâlțâi,ruske
1178,schütteln::V,scutura,ryste
1179,schwenken::V,agita,svinge
1180,schütten::V,vărsa,hælde
1181,füllen::V,umple,fylde
1182,einwickeln::V,înveli,pakke ind
1183,einwickeln::V,înfășura,pakke ind
1184,tragen::V,căra,bære
1185,schleppen::V,târî,slæbe
1186,ziehen::V,trage,trække
1187,aufbewahren::V,păstra,opbevare
1188,aufbewahren::V,conserva,opbevare
1189,werfen::V,arunca,kaste
1190,fangen::V,prinde,fange
1191,packen::V,apuca,gribe
1192,verstecken::V,ascunde,gemme
1193,teilen::V,împărți,dele
1194,schicken::V,trimite,sende
1195,bringen::V,aduce,bringe
1196,hinzufügen::V,adăuga,tilføje
1197,bekommen::V,obține,få
1198,bekommen::V,dobândi,få
1199,erhalten::V,primi,få
1200,erhalten::V,căpăta,få
1201,nehmen::V,lua,tage
1202,wählen::V,opta,vælge
1203,wählen::V,alege,vælge
1204,auswählen::V,selecta,udvælge
1205,bewahren::V,păstra,bevare
1206,behindern::V,stingheri,hindre
1207,behindern::V,stingheri,forhindre
1208,verderben::V,strica,ødelægge
1209,beschädigen::V,strica,beskadige
1210,zerbrechen::V,rupe,brække itu
1211,zerbrechen::V,frânge,brække itu
1212,zerreißen::V,rupe,rive itu
1213,zerreißen::V,sfâșia,rive itu
1214,zerstören::V,distruge,ødelægge
1215,verbrennen::V,arde,brænde
1216,verbrennen::V,incendia,brænde
1217,geben::V,da,give
1218,reichen::V,întinde,række
1219,schenken::V,dărui,forære
1220,versprechen::V,făgădui,love
1221,wünschen::V,ura,ønske
1222,loben::V,lăuda,rose
1223,küssen::V,săruta,kysse
1224,wiegen::V,legăna,vugge
1225,zudecken::V,acoperi,dække til
1226,wecken::V,trezi,vække
1227,wecken::V,deștepta,vække
1228,zeigen::V,arăta,vise
1229,führen::V,călăuzi,føre
1230,lehren::V,preda,lære
1231,lehren::V,învăța,lære
1232,unterrichten::V,învăța,undervise
1233,unterrichten::V,instrui,undervise
1234,aufziehen::V,crește,opdrage
1235,leiten::V,duce,lede
1236,leiten::V,conduce,lede
1237,antreiben::V,împinge,skynde på
1238,antreiben::V,încuraja,skynde på
1239,lassen::V,pune pe să,få til at
1240,einladen::V,invita,indbyde
1241,einladen::V,invita,invitere
1242,vereinigen::V,uni,forene
1243,vereinigen::V,întruni,forene
1244,besuchen::V,vizita,besøge
1245,besuchen::V,face o vizită,besøge
1246,treffen::V,întâlni,møde
1247,sich versammeln::V,se aduna,forsamles
1248,spielen::V,se juca,lege
1249,spielen::V,se juca,spille
1250,singen::V,cânta,synge
1251,tanzen::V,dansa,danse
1252,sich trennen::V,se separa,skilles
1253,sich trennen::V,se despărți,skilles
1254,verlassen::V,părăsi,forlade
1255,verlassen::V,abandona,forlade
1256,retten::V,salva,redde
1257,bewachen::V,păzi,bevogte
1258,schützen::V,ocroti,skærme
1259,schützen::V,ocroti,beskytte
1260,schützen::V,proteja,skærme
1261,schützen::V,proteja,beskytte
1262,verteidigen::V,apăra,forsvare
1263,sich schlagen::V,se bate,slås
1264,schießen::V,trage,skyde
1265,siegen::V,birui,sejre
1266,siegen::V,învinge,sejre
1267,ärgern::V,supăra,ærgre
1268,schlagen::V,lovi,slå
1269,treten::V,călca,sparke
1270,stechen::V,înțepa,stikke
1271,stechen::V,împunge,stikke
1272,stoßen::V,împinge,støde
1273,stehlen::V,fura,stjæle
1274,stören::V,deranja,forstyrre
1275,belästigen::V,importuna,genere
1276,belästigen::V,importuna,ulejlige
1277,verbergen::V,ascunde,skjule
1278,täuschen::V,amăgi,villede
1279,betrügen::V,înșela,bedrage
1280,töten::V,omorî,dræbe
1281,wohnen::V,sta,bo
1282,wohnen::V,locui,bo
1283,arbeiten::V,lucra,arbejde
1284,sammeln::V,aduna,samle
1285,sammeln::V,colecționa,samle
1286,pflücken::V,culege,plukke
1287,jagen::V,vâna,jage
1288,fischen::V,pescui,fiske
1289,fassen::V,prinde,fange
1290,hüten::V,paște,vogte
1291,treiben::V,mână,drive
1292,anbinden::V,lega,binde fast
1293,füttern::V,da de mâncare,fodre
1294,melken::V,mulge,malke
1295,hacken::V,toca,hakke
1296,hacken::V,sparge,hakke
1297,gießen::V,uda,hælde
1298,reifen::V,pârgui,modne
1299,zubereiten::V,găti,tilberede
1300,kochen::V,găti,koge
1301,backen::V,coace,bage
1302,braten::V,coace,stege
1303,umrühren::V,mesteca,røre om
1304,stricken::V,împleti,strikke
1305,nähen::V,coase,sy
1306,färben::V,vopsi,farve
1307,färben::V,colora,farve
1308,reinigen::V,curăți,rense
1309,reinigen::V,curăți,gøre ren
1310,waschen::V,spăla,vaske
1311,abwischen::V,șterge,tørre af
1312,spülen::V,clăti,skylle
1313,fegen::V,mătura,feje
1314,kehren::V,mătura,feje
1315,baden::V,se scălda,bade
1316,sich waschen::V,se spăla,vaske sig
1317,ausziehen::V,și scoate,tage af
1318,anziehen::V,îmbrăca,tage på
1319,sich anziehen::V,se îmbrăca,klæde sig på
1320,kämmen::V,pieptăna,rede
1321,kämmen::V,pieptăna,frisere
1322,schmücken::V,împodobi,pynte
1323,schmücken::V,împodobi,smykke
1324,sagen::V,zice,sige
1325,sagen::V,spune,sige
1326,sprechen::V,vorbi,snakke
1327,reden::V,vorbi,tale
1328,reden::V,vorbi,snakke
1329,reden::V,discuta,tale
1330,reden::V,discuta,snakke
1331,sich unterhalten::V,conversa,snakke sammen
1332,sich unterhalten::V,sta de vorbă,snakke sammen
1333,fragen::V,întreba,spørge
1334,bitten::V,ruga,bede
1335,erzählen::V,spune,berette
1336,erzählen::V,spune,fortælle
1337,erzählen::V,povesti,berette
1338,erzählen::V,povesti,fortælle
1339,mitteilen::V,comunica,meddele
1340,mitteilen::V,înștiința,meddele
1341,nennen::V,numi,nævne
1342,nennen::V,chema,nævne
1343,rufen::V,chema,råbe
1344,prahlen::V,se făli,prale
1345,übersetzen::V,traduce,oversætte
1346,denken::V,gândi,tænke
1347,glauben::V,crede,tro
1348,bemerken::V,observa,bemærke
1349,bemerken::V,observa,lægge mærke til
1350,erkennen::V,cunoaște,genkende
1351,erkennen::V,recunoaște,genkende
1352,begreifen::V,pricepe,begribe
1353,begreifen::V,înțelege,begribe
1354,verstehen::V,înțelege,forstå
1355,lernen::V,învăța,lære
1356,wissen::V,ști,vide
1357,sich erinnern an::V,a-și aminti de,mindes
1358,sich erinnern an::V,a-și aminti de,huske på
1359,vergessen::V,uita,glemme
1360,messen::V,măsura,måle
1361,zählen::V,număra,tælle
1362,rechnen::V,calcula,regne
1363,lesen::V,citi,læse
1364,malen::V,picta,male
1365,zeichnen::V,desena,tegne
1366,schreiben::V,scrie,skrive
1367,besitzen::V,avea,eje
1368,besitzen::V,avea,besidde
1369,besitzen::V,poseda,eje
1370,besitzen::V,poseda,besidde
1371,kaufen::V,cumpăra,købe
1372,verkaufen::V,vinde,sælge
1373,bezahlen::V,plăti,betale
1374,bezahlen::V,achita,betale
1375,zahlen::V,plăti,betale
1376,beherrschen::V,stăpâni,beherske
1377,ertragen::V,răbda,tåle
1378,ertragen::V,răbda,udholde
1379,ertragen::V,suporta,tåle
1380,ertragen::V,suporta,udholde
