,Concept_ID,cv,sl
726,hungrig::A,выҫӑ,láčen
727,krank::A,чирлӗ,bolán
728,nackt::A,ҫара,nág
729,traurig::A,салхуллӑ,túžen
730,lebendig::A,чӗрӗ,žív
731,gut::A,аван,dóber
732,gut::A,лайӑх,dóber
733,schlecht::A,япӑх,malopríden
734,schlecht::A,начар,malopríden
735,richtig::A,тӗрӗс,pravílen
736,schlimm::A,йӗрӗнчӗк,húd
737,wahr::A,чӑн,resníčen
738,alt::A,кивӗ,stàr
739,neu::A,ҫӗнӗ,nòv
740,ehemalig::A,пулнӑ,nekdánji
741,alt[Lebewesen]::A,ватӑ,stàr
742,jung::A,яш,mlád
743,jung::A,ҫамрӑк,mlád
744,arm::A,чухӑн,ubóg
745,arm::A,чухӑн,réven
746,reich::A,пуян,bogàt
747,bekannt::A,пӗлӗш,znán
748,berühmt::A,чаплӑ,sláven
749,berühmt::A,чаплӑ,znamenít
750,fremd::A,ют,túj
751,verschieden::A,расна,razlíčen
752,nah::A,ҫывӑх,blížnji
753,nah::A,ҫывӑхри,blížnji
754,fern::A,инҫе,dáleč
755,fern::A,аякри,dáleč
756,linker::A,сулахай,lévi
757,rechter::A,сылтӑм,désni
758,anderer::A,урӑх,drúgi
759,erster::A,пӗрремӗш,pŕvi
760,zweiter::A,иккӗмӗш,drúgi
761,dritter::A,виҫҫӗмӗш,trétji
762,letzter::A,юлашки,poslédnji
763,allein::ADV,пӗччен,sám
764,auf einmal::ADV,кӗмӗрккен,obênem
765,zusammen::ADV,пӗрле,skúpaj
766,lange::ADV,вӑрах,dólgo
767,plötzlich::ADV,сасартӑк,náglo
768,plötzlich::ADV,сасартӑк,nenádoma
769,sofort::ADV,тӳрех,prècej
770,später::ADV,кайран,poznêje
771,jetzt::ADV,халь,zdàj
772,jetzt::ADV,халӗ,zdàj
773,heute::ADV,паян,dánes
774,morgen::ADV,ыран,jútri
775,bald::ADV,халех,kmálu
776,bald::ADV,кӗҫех,kmálu
777,dann::ADV,унтан,nató
778,gestern::ADV,ӗнер,včéraj
779,einst::ADV,пӗррехинче,nékdaj
780,damals::ADV,ун чухне,tedàj
781,damals::ADV,ун чухне,takràt
782,damals::ADV,апла пулсан,tedàj
783,damals::ADV,апла пулсан,takràt
784,danach::ADV,унтан,potèm
785,vorher::ADV,малтан,poprèj
786,zuerst::ADV,пирвай,spŕva
787,einmal::ADV,пӗррехинче,ênkrat
788,manchmal::ADV,хӑш чухне,včásih
789,oft::ADV,тӑтӑш,pogósto
790,immer::ADV,ялан,védno
791,immer::ADV,ялан,zméraj
792,niemals::ADV,нихӑҫан та,nikdàr
793,hier::ADV,кунта,tù
794,hier::ADV,кунта,túkaj
795,hierhin::ADV,кунта,sèmkaj
796,von hier::ADV,кунтан,od tú
797,dort::ADV,унта,tàm
798,dort::ADV,ҫавӑнта,tàm
799,dorthin::ADV,унта,tjà
800,dorthin::ADV,ҫавӑнта,tjà
801,geradeaus::ADV,тикӗс,rávno napréj
802,vorwärts::ADV,малалла,napréj
803,rückwärts::ADV,хыҫала,zádaj
804,zurück::ADV,каялла,nazáj
805,unten::ADV,аялта,dôli
806,unten::ADV,аялта,spôdaj
807,hinab::ADV,аялта,dôl
808,oben::ADV,ҫӳлте,gôri
809,oben::ADV,ҫӳлте,zgôraj
810,hinauf::ADV,ҫӳле,gôr
811,überall::ADV,таҫта та,povsód
812,überall::ADV,пур ҫӗрте те,povsód
813,überall::ADV,кирек ӑҫта та,povsód
814,nicht::ADV,мар,ne
815,ein wenig::ADV,пӑртак,málo
816,kaum::ADV,аран,kómaj
817,sehr::ADV,питӗ,zeló
818,so::ADV,апла,takó
819,noch::ADV,татах,še
820,nur::ADV,ҫех,samó
821,schon::ADV,ӗнтӗ,žè
822,wieder::ADV,каллех,spét
823,vergebens::ADV,харам,zamàn
824,vergebens::ADV,харам,zastónj
825,vor::PRP,умӗнче,pred
826,hinter::PRP,кайра,za
827,unter::PRP,айне,pod
828,unter::PRP,айӗпе,pod
829,unter::PRP,айӗнче,pod
830,unter::PRP,ҫитеспе,pod
831,durch::PRP,витӗр,skózi
832,neben::PRP,патӗнче,kràj
833,neben::PRP,патӗнче,póleg
834,zwischen::PRP,хушшинче,med
835,zwischen::PRP,хушшинче,izmed
836,wegen::PRP,пула,zarádi
837,wegen::PRP,пирки,zarádi
838,dies::PRN,ку,tó
839,dies::PRN,ҫак,tó
840,das::PRN,ҫав,tó
841,alles::PRN,пурте,vsè
842,alles::PRN,йӑлт,vsè
843,ich::PRN,эп,jàz
844,du::PRN,эс,tí
845,er::PRN,вӑл,òn
846,wir::PRN,эпир,mí
847,ihr::PRN,эсир,ví
848,sie::PRN,вӗсем,ôni
849,was::FPRN,мӗн,káj
850,was::FPRN,мӗскер,káj
851,was::FPRN,мӗн те пулин,káj
852,wer::FPRN,кам,kdó
853,wo::FADV,ӑҫта,kjé
854,wohin::FADV,ӑҫта,kám
855,wie::FADV,епле,kakó
856,wie::FADV,мӗнле,kakó
857,warum::FADV,ма,zakáj
858,warum::FADV,мӗншӗн,zakáj
859,wieviel::FNUM,миҫе,kóliko
860,eins::NUM,пӗр,êden
861,eins::NUM,пӗрре,êden
862,zwei::NUM,ик,dvá
863,zwei::NUM,икӗ,dvá
864,zwei::NUM,иккӗ,dvá
865,drei::NUM,виҫ,trí
866,drei::NUM,виҫӗ,trí
867,drei::NUM,виҫҫӗ,trí
868,vier::NUM,тӑват,štíri
869,fünf::NUM,пилӗк,pét
870,fünf::NUM,пиллӗк,pét
871,sechs::NUM,улт,šést
872,sechs::NUM,ултӑ,šést
873,sechs::NUM,улттӑ,šést
874,sieben::NUM,ҫич,sédem
875,sieben::NUM,ҫичӗ,sédem
876,sieben::NUM,ҫиччӗ,sédem
877,acht::NUM,сакӑр,ósem
878,acht::NUM,саккӑр,ósem
879,neun::NUM,тӑхӑр,devét
880,neun::NUM,тӑххӑр,devét
881,zehn::NUM,вунӑ,desét
882,zehn::NUM,вуннӑ,desét
883,elf::NUM,вун пӗр,enájst
884,zwölf::NUM,вун ик,dvánajst
885,zwölf::NUM,вун икӗ,dvánajst
886,zwölf::NUM,вун иккӗ,dvánajst
887,zwanzig::NUM,ҫирӗм,dvájset
888,dreißig::NUM,вӑтӑр,trídeset
889,vierzig::NUM,хӗрӗх,štírideset
890,fünfzig::NUM,аллӑ,pétdeset
891,sechzig::NUM,утмӑл,šéstdeset
892,siebzig::NUM,ҫитмӗл,sédemdeset
893,achtzig::NUM,сакӑр вунӑ,ósemdeset
894,achtzig::NUM,сакӑр вуннӑ,ósemdeset
895,neunzig::NUM,тӑхӑр вун,devétdeset
896,neunzig::NUM,тӑхӑр вунӑ,devétdeset
897,neunzig::NUM,тӑхӑр вуннӑ,devétdeset
898,hundert::NUM,ҫӗр,stó
899,tausend::NUM,пин,tísoč
900,und::CNJ,та,in
901,oder::CNJ,е,áli
902,stehen::V,тӑр,státi
903,sitzen::V,лар,sedéti
904,liegen::V,вырт,ležáti
905,hängen::V,усӑнса тӑр,viséti
906,hängen::V,ҫакӑнса тӑр,viséti
907,werden::V,пул,postáti
908,passieren::V,пул,zgodíti se
909,beginnen::V,пуҫлан,začéti se
910,enden::V,пӗт,končáti se
911,enden::V,вӗҫлен,končáti se
912,wechseln::V,улшӑн,ménjati se
913,aufgehen[Sonne]::V,тух,vzíti
914,untergehen[Sonne]::V,анса лар,zaíti
915,scheinen[Sonne]::V,пӑх,sijáti
916,donnern::V,кӗмсӗртет,grméti
917,donnern::V,авӑт,grméti
918,wehen::V,варкӑш,píhati
919,strömen::V,тӑкӑн,líti
920,fließen::V,юх,têči
921,sich drehen::V,ҫаврӑн,vrtéti se
922,schwanken::V,чӳхен,kolébati
923,schwingen::V,суллан,níhati
924,fallen::V,кип,pádati
925,fallen::V,тӳр кип,pádati
926,fallen::V,татӑлса ан,pádati
927,brennen::V,ҫун,goréti
928,rauchen::V,мӑкӑрлан,kadíti se
929,rauchen::V,тӗтӗм кӑлар,kadíti se
930,regnen::V,ҫумӑр ҫӑвать,deževáti
931,gefrieren::V,шӑн,zmŕzniti
932,tauen::V,ирӗл,tájati
933,schmelzen::V,ирӗл,kopnéti
934,trocknen::V,тип,sušíti se
935,sieden::V,вӗре,kipéti
936,faulen::V,ҫӗр,gníti
937,verfaulen::V,ҫӗр,zgníti
938,reißen::V,ҫурӑл,tŕgati se
939,versinken::V,пут,pogrézniti se
940,vergehen::V,ирт,miníti
941,erscheinen::V,курӑн,pojáviti se
942,erscheinen::V,курӑнса кай,pojáviti se
943,verschwinden::V,ҫухал,izgíniti
944,sinken::V,чак,péšati
945,abnehmen::V,чак,pojémati
946,zunehmen::V,пысӑклан,véčati se
947,zunehmen::V,пысӑклан,množíti se
948,steigen::V,ҫӗклен,dvígati se
949,wachsen::V,ӳс,rásti
950,glänzen::V,ҫиҫ,sijáti
951,funkeln::V,ялкӑш,ískriti se
952,funkeln::V,йӑлтӑртат,ískriti se
953,lärmen::V,шавла,ropotáti
954,lärmen::V,шавла,razgrájati
955,läuten::V,шӑнкӑравла,zvoníti
956,klingeln::V,шӑнкӑравла,zvončkljáti
957,klirren::V,калтлат,žvenketáti
958,klirren::V,шӑнкӑлтат,žvenketáti
959,brausen::V,ахӑр,šuméti
960,rauschen::V,вашӑлтат,šuštéti
961,rauschen::V,вашӑлтат,šelestéti
962,rauschen::V,чашӑлтат,šuštéti
963,rauschen::V,чашӑлтат,šelestéti
964,klingen::V,янӑра,zvenéti
965,bellen::V,вӗр,lájati
966,heulen::V,ула,zavíjati
967,blasen::V,вӗр,píhniti
968,pfeifen::V,шӑхӑр,pískati
969,pfeifen::V,шӑхӑр,žvížgati
970,schreien::V,кӑшкӑр,kričáti
971,stöhnen::V,йынӑш,stókati
972,zittern::V,чӗтре,drgetáti
973,leben::V,пурӑн,živéti
974,geboren werden::V,ҫурал,rodíti se
975,atmen::V,сывла,díhati
976,trinken::V,ӗҫ,píti
977,essen::V,ҫи,jésti
978,schlucken::V,ҫӑт,požírati
979,müde werden::V,ӗшен,péšati
980,müde werden::V,ӗшен,utrúditi se
981,einschlafen::V,ыйха пут,zaspáti
982,einschlafen::V,ҫывӑрса кай,zaspáti
983,schlafen::V,ҫывӑр,spáti
984,aufwachen::V,вӑран,zbudíti se
985,aufstehen::V,тӑр,vstáti
986,sich erholen::V,кан,oddahníti se
987,krank werden::V,чирле,oboléti
988,krank sein::V,чирле,bíti bolán
989,schmerzen::V,сур,boléti
990,schmerzen::V,ырат,boléti
991,husten::V,ӳсӗр,kášljati
992,genesen::V,сывал,okrévati
993,genesen::V,тӳрлен,okrévati
994,sterben::V,вил,umréti
995,umkommen::V,вил,pogíniti
996,sich bewegen::V,куҫ,zganíti se
997,sich rühren::V,хускал,premakníti se
998,sich erheben::V,тӑр,vstájati
999,sich erheben::V,тӑр,vzdígniti se
1000,sich setzen::V,лар,sésti
1001,hinfallen::V,ӳк,pásti dôl
1002,laufen::V,ут,hodíti
1003,schreiten::V,ут,stópati
1004,spazierengehen::V,уҫӑлса ҫӳре,na sprehòd íti
1005,spazierengehen::V,уткаласа ҫӳре,na sprehòd íti
1006,eilen::V,васка,drvéti
1007,eilen::V,хыпалан,drvéti
1008,sich beeilen::V,васка,hitéti
1009,sich beeilen::V,хыпалан,hitéti
1010,sausen::V,ыткӑн,dírkati
1011,sausen::V,вӗҫтер,dírkati
1012,rennen::V,чуп,dírjati
1013,springen::V,сик,skákati
1014,klettern::V,улӑх,plézati
1015,schaukeln::V,йӳрӗн,kolébati
1016,kriechen::V,шу,pláziti se
1017,kriechen::V,упален,pláziti se
1018,schwimmen::V,иш,plávati
1019,tauchen::V,чӑм,potápljati se
1020,rudern::V,авӑс,vesláti
1021,fahren::V,пыр,vozíti se
1022,fahren::V,пыр,peljáti se
1023,fliegen::V,вӗҫ,létati
1024,gehen::V,кай,íti
1025,weggehen::V,кай,odíti
1026,abfahren::V,тапран,odpeljáti se
1027,anhalten::V,чарӑн,ustáviti se
1028,hineingehen::V,кӗр,íti nóter
1029,eintreten::V,кӗр,vstopíti
1030,kommen::V,кил,príti
1031,ankommen::V,ҫит,prispéti
1032,ankommen::V,ҫит,prihájati
1033,zurückkommen::V,таврӑн,vrníti se
1034,zurückkommen::V,каялла кил,vrníti se
1035,bleiben::V,юл,ostáti
1036,warten::V,кӗт,čákati
1037,erwarten::V,кӗт,pričakováti
1038,suchen::V,шыра,iskáti
1039,finden::V,туп,nájti
1040,versuchen::V,пикен,poskúšati
1041,vorbereiten::V,хатӗрле,pripráviti
1042,lieben::V,юрат,ljubíti
1043,mögen::V,кӑмӑлла,márati
1044,mögen::V,килӗштер,márati
1045,lachen::V,кул,smejáti se
1046,lachen::V,ахӑлтат,smejáti se
1047,rühren::V,ҫулӑх,ganíti
1048,weinen::V,йӗр,jókati
1049,weinen::V,йӗр,plákati
1050,weinen::V,макӑр,jókati
1051,weinen::V,макӑр,plákati
1052,schimpfen::V,вӑрҫ,psováti
1053,schimpfen::V,вӑрҫ,zmérjati
1054,schimpfen::V,ятлаҫ,psováti
1055,schimpfen::V,ятлаҫ,zmérjati
1056,sich ärgern::V,ҫиллен,jezíti se
1057,sich fürchten::V,шиклен,báti se
1058,fürchten::V,хӑра,báti se
1059,fliehen::V,тар,bežáti
1060,flüchten::V,чупса тар,pobégniti
1061,sehen::V,кур,vídeti
1062,anschauen::V,пӑхса ил,oglédati
1063,ansehen::V,пӑх,glédati
1064,hören::V,илт,slíšati
1065,zuhören::V,итле,poslúšati
1066,zuhören::V,тӑнла,poslúšati
1067,probieren::V,астив,poskúšati
1068,riechen::V,шӑршла,dúhati
1069,fühlen::V,туй,čutíti
1070,fühlen::V,сис,čutíti
1071,scheinen::V,туйӑн,zdéti se
1072,zu sehen sein::V,курӑн,vídeti se
1073,vernehmen::V,пӑл,čúti
1074,frieren::V,йӳтен,zébsti
1075,tun::V,ту,délati
1076,können::V,пултар,môči
1077,wollen::V,те,hotéti
1078,anfangen::V,пуҫла,začéti
1079,beenden::V,пӗтер,dokončáti
1080,aufhören::V,пӑрах,prenéhati
1081,gelingen::V,ӑн,uspéti
1082,gelingen::V,ӑн,posréčiti se
1083,geraten::V,пул,obnêsti se
1084,öffnen::V,уҫ,odpréti
1085,schließen::V,хуп,zapréti
1086,stellen::V,ларт,postáviti
1087,stellen::V,тӑрат,postáviti
1088,setzen::V,ларт,posadíti
1089,legen::V,хур,položíti
1090,berühren::V,перӗн,dotíkati se
1091,verbinden::V,сып,obvézati
1092,bedecken::V,вит,pokríti
1093,aufhängen::V,ҫак,obésiti
1094,anzünden::V,ҫут,zažgáti
1095,aufheben::V,ҫӗкле,vzdígniti
1096,zurücklassen::V,манса хӑвар,zapustíti
1097,verlieren::V,ҫӗтер,izgubíti
1098,fallen lassen::V,ӳкер,navréči
1099,machen::V,ту,naredíti
1100,machen::V,ту,napráviti
1101,herstellen::V,ӑстала,izdélati
1102,bauen::V,ту,gradíti
1103,reparieren::V,юса,popráviti
1104,verbessern::V,лайӑхлат,izbóljšati
1105,ändern::V,улӑштар,spremeníti
1106,graben::V,чав,kopáti
1107,graben::V,чав,grêbsti
1108,graben::V,чакала,kopáti
1109,graben::V,чакала,grêbsti
1110,beugen::V,кукӑрт,upogníti
1111,biegen::V,ав,zavíjati
1112,biegen::V,кукӑрт,zavíjati
1113,drehen::V,ҫавӑр,vrtéti
1114,wenden::V,ӳпӗнтер,obrníti
1115,umdrehen::V,ҫавӑр,zasúkati
1116,heben::V,хӑпарт,dvígati
1117,hochheben::V,йӑт,privzdígniti
1118,ergreifen::V,тыт,zgrábiti
1119,halten::V,тыт,držáti
1120,drücken::V,пус,tiščáti
1121,schieben::V,тӗк,ríniti
1122,schieben::V,тӗрт,ríniti
1123,kratzen::V,хыр,práskati
1124,lecken::V,ҫула,lízati
1125,beißen::V,ҫырт,grísti
1126,beißen::V,хып,grísti
1127,abreißen::V,тат,odtŕgati
1128,abschneiden::V,кас,odrézati
1129,binden::V,ҫых,vézati
1130,stecken::V,чик,vtakníti
1131,brechen::V,хуҫ,lomíti
1132,klopfen::V,такка,tólči
1133,hauen::V,шакка,séči
1134,kleben::V,ҫыпӑҫтар,lépiti
1135,reiben::V,сӑтӑр,tréti
1136,reiben::V,сӑтӑр,dŕgniti
1137,streichen::V,сӗр,namázati
1138,schleifen::V,хӑйра,brúsiti
1139,schneiden::V,кас,rézati
1140,rütteln::V,лӑка,strésti
1141,rütteln::V,силлентер,strésti
1142,schütteln::V,лӑка,majáti
1143,schütteln::V,силлентер,majáti
1144,schwenken::V,сулла,obrníti
1145,schütten::V,тултар,sípati
1146,füllen::V,тултар,napolníti
1147,einwickeln::V,чӗрке,zavíti
1148,tragen::V,ҫӗкле,nêsti
1149,schleppen::V,сӗтӗр,vláčiti
1150,ziehen::V,тӑс,vléči
1151,aufbewahren::V,усра,shranjeváti
1152,werfen::V,пӑрах,lúčati
1153,fangen::V,тыт,ujéti
1154,packen::V,тыт,prijéti
1155,verstecken::V,пытарса хур,skríti
1156,teilen::V,уйӑр,razdelíti
1157,teilen::V,пайла,razdelíti
1158,schicken::V,яр,pošíljati
1159,bringen::V,кӳр,prinêsti
1160,hinzufügen::V,хуш,pristáviti
1161,bekommen::V,ил,dobíti
1162,bekommen::V,туян,dobíti
1163,erhalten::V,ил,prejéti
1164,erhalten::V,туян,prejéti
1165,nehmen::V,ил,vzéti
1166,wählen::V,суйла,izbírati
1167,auswählen::V,суйла,izbráti
1168,bewahren::V,упра,ohraníti
1169,behindern::V,кансӗрле,ovírati
1170,behindern::V,чӑрмантар,ovírati
1171,verderben::V,пӑс,pokváriti
1172,beschädigen::V,пӑс,poškodováti
1173,zerbrechen::V,ват,razlomíti
1174,zerbrechen::V,ҫӗмӗр,razlomíti
1175,zerreißen::V,ҫур,raztŕgati
1176,zerstören::V,иш,razrúšiti
1177,verbrennen::V,ҫунтар,sežgáti
1178,geben::V,пар,dáti
1179,reichen::V,пар,séči
1180,reichen::V,пар,molíti
1181,schenken::V,парнеле,podáriti
1182,versprechen::V,тума пул,obljubíti
1183,versprechen::V,сӑмах пар,obljubíti
1184,wünschen::V,сун,vóščiti
1185,loben::V,ырла,hváliti
1186,küssen::V,чуп ту,poljubováti
1187,wiegen::V,сиктер,zíbati
1188,wiegen::V,силле,zíbati
1189,zudecken::V,вит,pokríti
1190,wecken::V,вӑрат,zbudíti
1191,zeigen::V,кӑтарт,pokázati
1192,führen::V,илсе пыр,vêsti
1193,führen::V,ҫавӑтса пыр,vêsti
1194,lehren::V,вёрент,učíti
1195,unterrichten::V,вёрент,poučeváti
1196,aufziehen::V,вӗрент,vzgojíti
1197,leiten::V,тытса пыр,uprávljati
1198,antreiben::V,васкат,goníti
1199,lassen::V,пусахла,povzročíti
1200,lassen::V,хуш,povzročíti
1201,einladen::V,чӗн,povábiti
1202,vereinigen::V,пӗрлештер,zdrúžiti
1203,besuchen::V,ҫит,obiskáti
1204,besuchen::V,кӗрсе кур,obiskáti
1205,treffen::V,тӗл пул,pogodíti
1206,sich versammeln::V,пуҫтарӑн,zbráti se
1207,spielen::V,выля,igráti se
1208,singen::V,юрла,péti
1209,tanzen::V,ташла,plésati
1210,sich trennen::V,уйрӑл,ločíti se
1211,verlassen::V,хӑвар,zapustíti
1212,retten::V,ҫӑл,réšiti
1213,bewachen::V,хуралла,strážiti
1214,schützen::V,сыхла,sčítiti
1215,verteidigen::V,хӳтӗле,braníti
1216,sich schlagen::V,ҫапӑҫ,têpsti se
1217,schießen::V,пер,stréljati
1218,siegen::V,ҫӗн,zmágati
1219,siegen::V,ҫӗнтер,zmágati
1220,ärgern::V,тарӑхтар,jezíti
1221,ärgern::V,тарӑхтар,razbúriti
1222,ärgern::V,ҫиллентер,jezíti
1223,ärgern::V,ҫиллентер,razbúriti
1224,schlagen::V,ҫап,têpsti
1225,schlagen::V,ҫап,udáriti
1226,treten::V,тап,teptáti
1227,stechen::V,чик,ubôsti
1228,stoßen::V,чыш,peháti
1229,stoßen::V,чыш,drégniti
1230,stehlen::V,вӑрла,ukrásti
1231,stehlen::V,вӑрла,pokrásti
1232,stören::V,кансӗрле,motíti
1233,belästigen::V,аптӑрат,nadlegováti
1234,belästigen::V,хупла,nadlegováti
1235,verbergen::V,пытар,skríti
1236,täuschen::V,суй,slepíti
1237,betrügen::V,ултала,várati
1238,betrügen::V,ултала,ogoljufáti
1239,töten::V,вӗлер,ubíti
1240,wohnen::V,чуна пар,prebívati
1241,wohnen::V,парӑнса тӑр,prebívati
1242,arbeiten::V,ӗҫле,délati
1243,sammeln::V,пух,zbráti
1244,pflücken::V,тат,obráti
1245,jagen::V,сунара ҫӳре,lovíti
1246,fischen::V,пулӑ тыт,ribáriti
1247,fassen::V,тыт,zajéti
1248,hüten::V,кӗт,pásti
1249,treiben::V,хӑвала,pogánjati
1250,anbinden::V,кӑкар,privézati
1251,füttern::V,ҫитер,kŕmiti
1252,melken::V,су,mólsti
1253,hacken::V,вакла,sékati
1254,gießen::V,шӑвар,ulíti
1255,reifen::V,пиҫ,zoréti
1256,zubereiten::V,пӗҫер,pripráviti
1257,kochen::V,пӗҫер,kúhati
1258,backen::V,пӗҫер,cvréti
1259,braten::V,ӑшала,pêči
1260,umrühren::V,хутӑштар,preméšati
1261,stricken::V,ҫых,plêsti
1262,nähen::V,ҫӗле,šívati
1263,färben::V,пӗвет,bárvati
1264,reinigen::V,тасат,očístiti
1265,waschen::V,ҫу,opráti
1266,abwischen::V,шӑл,obrísati
1267,spülen::V,чӳхе,splakováti
1268,fegen::V,шӑл,pométati
1269,kehren::V,шӑл,mésti
1270,baden::V,шыва кӗр,kópati se
1271,sich waschen::V,ҫӑвӑн,umíti se
1272,ausziehen::V,салан,izvléči
1273,anziehen::V,тӑхӑн,obléči
1274,sich anziehen::V,тӑхӑн,obléči se
1275,kämmen::V,тура,česáti
1276,schmücken::V,илемлет,okrasíti
1277,sagen::V,те,dejáti
1278,sprechen::V,кала,govoríti
1279,reden::V,сӑмахла,rêči
1280,reden::V,калаҫ,rêči
1281,sich unterhalten::V,пупле,razgovárjati se
1282,fragen::V,ыйт,vprášati
1283,bitten::V,ыйт,prosíti
1284,erzählen::V,каласа пар,práviti
1285,mitteilen::V,пӗлтер,naznániti
1286,mitteilen::V,хыпарла,naznániti
1287,nennen::V,те,imenováti
1288,nennen::V,чӗн,imenováti
1289,rufen::V,чӗн,klícati
1290,prahlen::V,мухтан,baháti se
1291,prahlen::V,вӗҫкӗнлен,baháti se
1292,übersetzen::V,куҫар,prevêsti
1293,denken::V,шухӑшла,mísliti
1294,glauben::V,ӗнен,verjéti
1295,bemerken::V,асӑрха,opáziti
1296,erkennen::V,палла,spoznáti
1297,begreifen::V,ӑнлан,pôjmiti
1298,verstehen::V,пӗл,razuméti
1299,lernen::V,вӗрен,učíti se
1300,wissen::V,пӗл,znáti
1301,wissen::V,пӗл,védeti
1302,wissen::V,ӑнкар,znáti
1303,wissen::V,ӑнкар,védeti
1304,sich erinnern an::V,аса ил,spómniti se
1305,vergessen::V,ман,pozábiti
1306,vergessen::V,манса кай,pozábiti
1307,messen::V,виҫ,mériti
1308,zählen::V,шутла,štéti
1309,rechnen::V,шутла,račúnati
1310,lesen::V,вула,bráti
1311,lesen::V,вула,čítati
1312,malen::V,ӳкер,slíkati
1313,zeichnen::V,ӳкер,rísati
1314,schreiben::V,ҫыр,písati
1315,besitzen::V,тыт,iméti
1316,kaufen::V,ил,kupíti
1317,kaufen::V,туян,kupíti
1318,verkaufen::V,сут,prodáti
1319,bezahlen::V,тӳле,pláčati
1320,zahlen::V,тӳле,plačeváti
1321,beherrschen::V,тыт,obvládati
1322,ertragen::V,тӳс,prenêsti
1323,Bauch::N,,trébuh
