,Concept_ID,mn,av
430,Stuhl::N,сандал,бакӏу
431,Wiege::N,өлгий,кини
432,Bett::N,ор,кровать
433,Regal::N,тавиур,хъарщи
434,Kiste::N,авдар,ящик
435,Kiste::N,авдар,тӏалагъуд
436,Kiste::N,хайрцаг,ящик
437,Kiste::N,хайрцаг,тӏалагъуд
438,Fenster::N,гэгээвч,гордо
439,Tür::N,үүд,нуцӏа
440,Tür::N,хаалга,нуцӏа
441,Tor::N,хаалга,каву
442,Zaun::N,хашаа,раци
443,Dach::N,дээвэр,тӏох
444,Leiter::N,шат,мали
445,Besen::N,хамуур,жул
446,Besen::N,туужуу,жул
447,Spaten::N,хүрз,бел
448,Schaufel::N,хүрз,раххан
449,Gabel::N,сэрээ,гӏучӏ
450,Löffel::N,халбага,гъуд
451,Messer::N,хутга,нус
452,Nagel::N,хадаас,магӏ
453,Netz::N,өөш,гьин
454,Netz::N,тор,гьин
455,Haken::N,гох,гъанцӏа
456,Griff::N,иш,гӏоркь
457,Griff::N,сэнж,гӏоркь
458,Schloss::N,цуурга,кӏулал
459,Schloss::N,цоож,кӏулал
460,Bild::N,зураг,сурат
461,Figur::N,баримал,
462,Puppe::N,хүүхэлдэй,нани
463,Beutel::N,агсаа,таргьа
464,Beutel::N,уут,таргьа
465,Bündel::N,боодол,къай
466,Tasche::N,цүнх,сумка
467,Tasche::N,цүнх,къвачӏа
468,Eimer::N,хөнөг,ведро
469,Eimer::N,хувин,ведро
470,Deckel::N,таг,тӏалъел
471,Deckel::N,таг,дадитӏалъел
472,Deckel::N,хавхаг,тӏалъел
473,Deckel::N,хавхаг,дадитӏалъел
474,Geschirr::N,сав суулга,цӏарагӏ
475,Sack::N,шуудай,хъап
476,Sack::N,шуудай,къандалъо
477,Tasse::N,аяга,чашка
478,Topf::N,тогоо,хьаг
479,Kessel::N,тогоо,хьаг
480,Kessel::N,тогоо,гереги
481,Essen::N,идээ,тӏагӏам
482,Nahrung::N,хүнс,квен
483,Speise::N,идээ,квен
484,Fleisch::N,мах,гьан
485,Getreide::N,будаа,бугӏа-ролъ
486,Getreide::N,будаа,могьолабл_культураби
487,Brei::N,богшмол,карщ
488,Brei::N,будаа,карщ
489,Brot::N,талх,чед
490,Scheibe::N,зүсэм,мочӏу
491,Scheibe::N,хэрчим,мочӏу
492,Fett::N,өөх,беэнлъи
493,Butter::N,тос,нах
494,Öl::N,тос,нах
495,Salz::N,давс,цӏам
496,Suppe::N,шөл,чурпа
497,Honig::N,бал,гьоцӏо
498,Milch::N,сүү,рахь
499,Tee::N,цай,чай
500,Leder::N,арьс,тӏом
501,Leder::N,савхи,тӏом
502,Wolle::N,ноос,квас
503,Wolle::N,унгас,квас
504,Stoff::N,бөс,ххам
505,Nadel::N,зүү,рокӏкӏен
506,Faden::N,боолт,кун
507,Faden::N,утас,кун
508,Knopf::N,товч,маргъал
509,Knoten::N,зангилаа,гарацӏ
510,Farbe::N,будаг,релъен
511,Kleidung::N,хувцас,ретӏел
512,Hemd::N,цамц,гурде
513,Kragen::N,зах заам,габур
514,Ärmel::N,ханцуй,къвал
515,Hose::N,өмд,тӏажу
516,Gürtel::N,бүс,рачел
517,Mütze::N,малгай,тӏагъур
518,Mütze::N,бүрх,тӏагъур
519,Schuh::N,туфли,
520,Stiefel::N,гутал,этек
521,Stiefel::N,гутал,чакма
522,Ring::N,бөгж,баргъич
523,Band::N,тууз,лента
524,Kamm::N,сам,гьоркьо
525,Spiegel::N,толь,матӏу
526,Riemen::N,тасам,рижу
527,Riemen::N,сур,рижу
528,Schnur::N,татлага,
529,Leine::N,оосор,
530,Decke::N,хөнжил,одея́ло
531,Decke::N,хучлага,одея́ло
532,Kissen::N,дэр,къандалъо
533,Tuch::N,алчуур,квархьи
534,Tuch::N,даавуу,квархьи
535,Handtuch::N,алчуур,беркӏалрацӏцӏ
536,Kraft::N,чадал,гуч
537,Kraft::N,чадал,къуват
538,Kraft::N,хүч,гуч
539,Kraft::N,хүч,къуват
540,Stärke::N,эрч,хӏалкӏвей
541,Stärke::N,тэнхээ,хӏалкӏвей
542,Gesundheit::N,бие,сахлъи́
543,Gesundheit::N,эрүүл мэнд,сахлъи́
544,Krankheit::N,эмгэг,унти
545,Krankheit::N,эмгэг,щокълъи
546,Schmerz::N,өвчин,унти
547,Wunde::N,шарх,ругъун
548,Fieber::N,халуун,цӏа-кан
549,Arznei::N,эм,дару
550,Brücke::N,гүүр,кьо
551,Brunnen::N,худаг,гъуй
552,Weide::N,бэлчээр,рицӏцӏ
553,Weide::N,бэлчээр,лъичӏирма
554,Weide::N,бэлчээр,гӏурдаллъи
555,Weide::N,бэлчээр,ри́цӏигъветӏ
556,Weide::N,бэлчээр,рицӏцӏигъветӏ
557,Pfad::N,жим,сухъмахъ
558,Pfad::N,зөрөг,сухъмахъ
559,Weg::N,зам,нух
560,Weg::N,харгуй,нух
561,Straße::N,зам,нух
562,Straße::N,харгуй,нух
563,Dorf::N,тосгон,росу
564,Dorf::N,гацаа,росу
565,Stadt::N,хот,шагьар
566,Brief::N,захидал,кагъат
567,Brief::N,захидал,рисалат
568,Brief::N,захиа,кагъат
569,Brief::N,захиа,рисалат
570,Buch::N,ном,тӏехь
571,Buch::N,бичиг,тӏехь
572,Buchstabe::N,үсэг,хӏарп
573,Zeitung::N,сонин,газет
574,Leben::N,амь,яшав
575,Leben::N,амьдрал,яшав
576,Tod::N,үхэл,хвел
577,Grab::N,булш,хоб
578,Kirche::N,сүм,килиса
579,Sünde::N,нүгэл,хӏакъ
580,Sünde::N,нүгэл,мунагь
581,Sünde::N,хилэнц,хӏакъ
582,Sünde::N,хилэнц,мунагь
583,Gott::N,бурхан,бичас
584,Gott::N,бурхан,аллагь
585,Arbeiter::N,ажилчин,хӏалтӏухъан
586,Arbeiter::N,хөдөлмөрчин,хӏалтӏухъан
587,Chef::N,дарга,хӏаким
588,Chef::N,дарга,начальник
589,Meister::N,дархан,устар
590,Meister::N,дархан,мастер
591,Meister::N,дархан,махщалилав
592,Arzt::N,эмч,жайрахӏ
593,Lehrer::N,багш,мугӏалим
594,Geld::N,цаас,гӏарац
595,Geld::N,мөнгө,гӏарац
596,Geschäft::N,наймаа,
597,Laden::N,дэлгүүр,тукен
598,Preis::N,үнэ,багьа
599,Ware::N,таваар,къайи
600,Ware::N,бараа,къайи
601,Nutzen::N,ашиг,мунпагӏат
602,Reichtum::N,баялаг,бечелъи
603,Welt::N,дэлхий,дуниял
604,Welt::N,орчлон,дуниял
605,Land::N,улс,улка
606,Land::N,улс,икълим
607,Land::N,орон,улка
608,Land::N,орон,икълим
609,Staat::N,төр,пачалихъ
610,Staat::N,гүрэн,пачалихъ
611,König::N,ван,пача
612,König::N,ван,малик
613,König::N,ван,къирал
614,König::N,ван,падишагь
615,Macht::N,засаг,кверщел
616,Grenze::N,хил,гӏорхъи
617,Krieg::N,дайн,рагъ
618,Feind::N,дайсан,тушман
619,Gewalt::N,хүчирхэх,зулму
620,Kampf::N,тэмцэл,къеркьей
621,Kampf::N,байлдаан,къеркьей
622,Bogen[Waffe]::N,нум,газаргъо
623,Pfeil::N,годил,чӏор
624,Pfeil::N,сум,чӏор
625,Gewehr::N,буу,туманкӏ
626,Fehler::N,эндэл,гъалатӏ
627,Fehler::N,алдаа,гъалатӏ
628,Lüge::N,худал,гьереси
629,Schaden::N,хор,зиян
630,Schaden::N,хор,зарал
631,Schaden::N,хөнөөл,зиян
632,Schaden::N,хөнөөл,зарал
633,Unglück::N,гай,балагь
634,Unglück::N,гамшиг,балагь
635,Schuld::N,гэм,гӏайиб
636,Schuld::N,буруу,гӏайиб
637,Alter::N,нас,гӏумру
638,Schluss::N,эцэс,ахир
639,Schluss::N,төгсгөл,ахир
640,Zeit::N,цаг,заман
641,Tag::N,өдөр,къо
642,Morgen::N,өглөө,радалмех
643,Mittag::N,үд,къадемех
644,Abend::N,үдэш,релъедамех
645,Nacht::N,шөнө,сордо
646,Woche::N,долоо хоног,анкь
647,Monat::N,сар,моцӏ
648,Jahr::N,жил,сон
649,Jahr::N,жил,лъагӏел
650,Frühling::N,хавар,их
651,Sommer::N,зун,рии
652,Herbst::N,намар,хасалихълъи
653,Winter::N,өвөл,кьин
654,Januar::N,нэгдүгээр сар,январь
655,Februar::N,хоёрдугаар сар,февра́ль
656,März::N,гуравдугаар сар,март
657,April::N,дөрөвдүгээр сар,апрель
658,Mai::N,тавдугаар сар,май
659,Juni::N,зургаадугаар сар,июнь
660,Juli::N,долдугаар сар,июль
661,August::N,наймдугаар сар,август
662,September::N,есдүгээр сар,сентябрь
663,Oktober::N,аравдугаар сар,октябрь
664,November::N,арван нэгдүгээр сар,ноябрь
665,Dezember::N,арван хоёрдугаар сар,декабрь
666,Montag::N,даваа,итни
667,Dienstag::N,мягмар,талат
668,Mittwoch::N,лхагва,арбагӏ
669,Donnerstag::N,пүрэв,хамиз
670,Freitag::N,баасан,рузман
671,Samstag::N,бямба,щамат
672,Sonntag::N,ням,гьатӏан
673,groß::A,их,кӏудияб
674,groß::A,том,кӏудияб
675,klein::A,бага,гьитӏинаб
676,klein::A,жаахан,гьитӏинаб
677,lang::A,урт,халатаб
678,kurz::A,охор,къокъаб
679,kurz::A,богино,къокъаб
680,breit::A,өргөн,гӏебаб
681,schmal::A,уйтан,къваридаб
682,schmal::A,нарийн,къваридаб
683,dicht::A,нягт,ризаб
684,dicht::A,чигжүү,ризаб
685,dick[Gegenstand]::A,зузаан,бицатаб
686,dünn::A,нимгэн,тӏеренаб
687,fein::A,нарийн,тӏеренаб
688,fest::A,бөх,къвакӏараб
689,fest::A,хатуу,къвакӏараб
690,flach::A,хавтгай,чӏепараб
691,glatt::A,цагаан,цӏвакараб
692,hart::A,хатуу,кьварараб
693,weich::A,зөөлөн,тамахаб
694,rund::A,дугуй,гургинаб
695,rund::A,дугариг,гургинаб
696,spitz::A,шовх,бегӏераб
697,spitz::A,шовгор,бегӏераб
698,scharf::A,хурц,рекӏараб
699,scharf::A,иртэй,рекӏараб
700,stumpf::A,мохоо,тӏехӏараб
701,stumpf::A,мохоо,рекӏинчӏеб
702,schwer::A,хүнд,бакӏаб
703,schön::A,гуа,берцинаб
704,schön::A,сайхан,берцинаб
705,heiß::A,халуун,лагьараб
706,warm::A,дулаан,хинаб
707,kalt::A,хүйтэн,квачараб
708,kühl::A,сэрүүн,квачараб
709,frisch::A,эрүүл,цӏияб
710,frisch::A,жихүүн,цӏияб
711,feucht::A,чийгтэй,рагьараб
712,nass::A,нойтон,би́ччараб
713,trocken::A,хатсан,бакъвараб
714,voll::A,дүүрэн,
715,leer::A,хоосон,чӏобогояб
716,offen::A,онгорхой,рагьараб
717,geschlossen::A,битүү,рахараб-къараб
718,geschlossen::A,хаалтай,рахараб-къараб
719,sauber::A,цэвэр,бацӏцӏадаб
720,sauber::A,хиргүй,бацӏцӏадаб
721,schmutzig::A,бохир,гъизараб
722,schmutzig::A,хиртэй,гъизараб
723,roh::A,түүхий,хамаб
724,roh::A,түүхий,гӏатӏгояб
725,reif::A,болсон,барщараб
726,lecker::A,амттай,тӏагӏамаб
727,süß::A,амттай,гьуинаб
728,süß::A,чихэрлэг,гьуинаб
729,bitter::A,гашуун,кьогӏаб
730,sauer::A,эсгэлэн,цӏекӏаб
731,hell::A,гэгээн,канаб
732,hell::A,гэрэлтэй,канаб
733,dunkel::A,бараан,бецӏаб
734,dunkel::A,харанхуй,бецӏаб
735,schwarz::A,хар,чӏегӏераб
736,weiß::A,цагаан,хъахӏаб
737,rot::A,улаан,багӏараб
738,gelb::A,шар,гӏобилаб
739,gelb::A,шар,тӏогьилаб
740,blau::A,хөх,хъахӏилаб
741,blau::A,цэнхэр,хъахӏилаб
742,grün::A,ногоон,гӏурччинаб
743,grau::A,орог,накӏкӏуяб
744,grau::A,саарал,накӏкӏуяб
745,bunt::A,эрээн,къвекӏаб
746,bunt::A,эрээн,чара-гъараб
747,billig::A,хямд,учузаб
748,teuer::A,үнэтэй,хири́яб
749,wertvoll::A,үнэт,къиматаб
750,blind::A,сохор,беццаб
751,taub::A,чих хатуу,гъугъаб
752,kräftig::A,чийрэг,гучаб
753,stark::A,хүчтэй,къуватаб
754,stark::A,чадалтай,къуватаб
755,schwach::A,сул,гӏажизаб
756,fett::A,тарган,кьарияб
757,fett::A,голигор,кьарияб
758,schlank::A,голшиг,чергесаб
759,hübsch::A,сайхан,гьайбатаб
760,hübsch::A,хөөрхөн,гьайбатаб
761,böse::A,муу,ракӏквешаб
762,böse::A,хортой,ракӏквешаб
763,dumm::A,тэнэг,гьагаб
764,dumm::A,тэнэг,гӏантаб
765,faul::A,залхуу,кӏохӏалаб
766,faul::A,залхуу,кӏухӏа́лаб
767,fleißig::A,чармайлтгай,хӏаракатаб
768,geizig::A,харамч,къарумаб
769,klug::A,цэцэн,лумияб
770,geschickt::A,дүйтэй,махщел бугев
771,lieb::A,хайрт,гӏазизаб
772,lustig::A,цэнгэлтэй,кепаб
773,sanft::A,наалинхай,хӏалимаб
774,sanft::A,наалинхай,хӏере́наб
775,hungrig::A,өлөн,бакъараб
776,hungrig::A,өлссөн,бакъараб
777,krank::A,өвчтэй,щокъаб
778,krank::A,өвчтэй,унтараб
779,nackt::A,нүцгэн,гӏицӏаб
780,nackt::A,нүцгэн,чӏанкӏараб
781,traurig::A,гунигт,пашманаб
782,lebendig::A,амьд,чӏагояб
783,lebendig::A,амьтай,чӏагояб
784,gut::A,сайн,лъикӏаб
785,schlecht::A,муу,къадараб
786,schlecht::A,өөдгүй,къадараб
787,richtig::A,зөв,битӏараб
788,richtig::A,зүйтэй,битӏараб
789,schlimm::A,муухай,нажасаб
790,schlimm::A,муухай,къабихӏаб
791,wahr::A,үнэн,хӏакъаб
792,wahr::A,үнэн,битӏараб
793,wahr::A,жинхэнэ,хӏакъаб
794,wahr::A,жинхэнэ,битӏараб
795,alt::A,хуучин,басрияб
796,neu::A,шинэ,цӏияб
797,ehemalig::A,агсан,цебе́госеб
798,ehemalig::A,байсан,цебе́госеб
799,alt[Lebewesen]::A,өвгөн,хераб
800,alt[Lebewesen]::A,хижээл,хераб
801,jung::A,залуу,тӏинчӏаб
802,jung::A,залуу,гӏолохъанаб
803,arm::A,ядуу,пакъираб
804,reich::A,баян,бечедаб
805,reich::A,баялаг,бечедаб
806,bekannt::A,танил,лъалеб
807,berühmt::A,цуутай,машгьураб
808,berühmt::A,алдартай,машгьураб
809,fremd::A,харь,чияр
810,fremd::A,гадаад,чияр
811,verschieden::A,ондоо,батӏи-батӏияб
812,verschieden::A,янз янзын,батӏи-батӏияб
813,nah::A,ойрын,гӏагарда бугеб
814,nah::A,дөтийн,гӏагарда бугеб
815,fern::A,холын,рикӏкӏадаб
816,linker::A,буруу,квегӏаб
817,rechter::A,баруун,кваранаб
818,anderer::A,өөр,батӏияб
819,anderer::A,нөгөө,батӏияб
820,erster::A,нэгдэх,тӏоцебесеб
821,erster::A,нэгдүгээр,тӏоцебесеб
822,zweiter::A,хоёрдугаар,кӏиабилеб
823,dritter::A,гуравдугаар,лъабабилеб
824,letzter::A,сүүлийн,ахирисеб
825,allein::ADV,ганцаараа,ялгъузго
826,auf einmal::ADV,нэгмөсөн,цихӏинтӏаго
827,zusammen::ADV,цуг,цойида
828,zusammen::ADV,хамт,цойида
829,lange::ADV,удаан,
830,plötzlich::ADV,гэнэт,цойидасанго
831,sofort::ADV,дороо,гьебсагӏат
832,später::ADV,дараа,
833,jetzt::ADV,өнөө,гьанже
834,heute::ADV,өнөө,жакъа
835,heute::ADV,өнөөдөр,жакъа
836,morgen::ADV,маргааш,метер
837,morgen::ADV,маргаадар,метер
838,bald::ADV,түргэн,гьабсагӏаталъ
839,bald::ADV,удахгүй,гьабсагӏаталъ
840,dann::ADV,хожим,цинги
841,dann::ADV,тэгээд,цинги
842,gestern::ADV,өчигдөр,сон
843,einst::ADV,нэг,цин
844,damals::ADV,тэгэхэд,гьебмехалъ
845,damals::ADV,тэгэхэд,гьебмехалда
846,danach::ADV,тэгээд,цинги
847,danach::ADV,тэгээд,хадуса
848,danach::ADV,дараа нь,цинги
849,danach::ADV,дараа нь,хадуса
850,vorher::ADV,урьд,цебе
851,zuerst::ADV,анх,тӏоцебе
852,zuerst::ADV,эхлээд,тӏоцебе
853,einmal::ADV,нэг удаа,цинцӏул
854,einmal::ADV,нэг удаа,цихӏин
855,einmal::ADV,нэг удаа,цоцӏул
856,manchmal::ADV,хааяа,олоцӏул
857,manchmal::ADV,заримдаа,олоцӏул
858,oft::ADV,олонтоо,гӏемерго
859,immer::ADV,байнга,кидаго
860,niemals::ADV,хэзээ ч,киданиги
861,niemals::ADV,хэдийд ч,киданиги
862,hier::ADV,энд,аниб
863,hierhin::ADV,нааш,анибехун
864,von hier::ADV,эндээс,гьаниса
865,dort::ADV,тэнд,гьениб
866,dorthin::ADV,тийш,гьадаба
867,geradeaus::ADV,шулуун,битӏутӏа
868,vorwärts::ADV,урагшаа,цебехун
869,rückwärts::ADV,буцаан,нахъ-нахъ
870,rückwärts::ADV,сөөргөө,нахъ-нахъ
871,zurück::ADV,буцаж,нахъе
872,zurück::ADV,гэдрэг,нахъе
873,unten::ADV,дор,ахакь
874,unten::ADV,дор,гъоркь
875,hinab::ADV,уруу,эхебе
876,oben::ADV,дээр,тӏад
877,oben::ADV,дээр,тӏадехун
878,hinauf::ADV,өөд,эхеде
879,hinauf::ADV,дээш,эхеде
880,überall::ADV,хааяагүй,кибго
881,überall::ADV,энд тэндгүй,кибго
882,nicht::ADV,эс,
883,nicht::ADV,-гүй,
884,ein wenig::ADV,жаахан,дагьабго
885,kaum::ADV,арай,хӏалалъ
886,kaum::ADV,арай гэж,хӏалалъ
887,sehr::ADV,тун,кутакалда
888,so::ADV,тэгж,гьедин
889,so::ADV,ингээд,гьедин
890,noch::ADV,дахин,жеги
891,noch::ADV,дахиад,жеги
892,nur::ADV,зөвхөн,гӏӣцӏго
893,nur::ADV,гагцхүү,гӏӣцӏго
894,schon::ADV,нэгэнт,
895,wieder::ADV,дахин,на́хъеги
896,wieder::ADV,дахиад,на́хъеги
897,vergebens::ADV,хий,чӏалгӏаде
898,vor::PRP,өмнө,цебе
899,hinter::PRP,ард,хадуса
900,unter::PRP,доор,ахакь
901,unter::PRP,доор,гъоркь
902,durch::PRP,дундуур,
903,neben::PRP,хажууд,аскӏо
904,zwischen::PRP,завсар,гьоркьоб
905,zwischen::PRP,хооронд,гьоркьоб
906,wegen::PRP,төлөө,гьелда
907,wegen::PRP,дээрээс,гьелда
908,dies::PRN,энэ,гьаб
909,dies::PRN,энэ,гьеб
910,das::PRN,тэр,доб
911,alles::PRN,цөм,
912,alles::PRN,бүгд,
913,ich::PRN,би,дун
914,du::PRN,чи,дуца
915,er::PRN,тэр,доб
916,er::PRN,тэр хүн,доб
917,wir::PRN,бид,ниж
918,ihr::PRN,та нар,нуж
919,sie::PRN,тэд,дол
920,sie::PRN,тэд,эл
921,was::FPRN,юу,щиб
922,wer::FPRN,хэн,щиб
923,wo::FADV,хаа,киб
924,wo::FADV,хаа,кибехун
925,wo::FADV,хаана,киб
926,wo::FADV,хаана,кибехун
927,wohin::FADV,хааш,кибехун
928,wohin::FADV,хаана,кибехун
929,wie::FADV,яаж,кин
930,wie::FADV,хэрхэн,кин
931,warum::FADV,юунд,щай
932,warum::FADV,яагаад,щай
933,wieviel::FNUM,хэдий,кигӏан
934,wieviel::FNUM,хэд,кигӏан
935,eins::NUM,нэг,цо
936,zwei::NUM,хоёр,кӏиго
937,drei::NUM,гурав,лъабго
938,vier::NUM,дөрөв,ункъо
939,fünf::NUM,тав,щуго
940,sechs::NUM,зургаа,анлъго
941,sieben::NUM,долоо,анкьго
942,acht::NUM,найм,микьго
943,neun::NUM,ес,ичӏго
944,zehn::NUM,арав,анцӏго
945,elf::NUM,арван нэг,анцӏила цо
946,zwölf::NUM,арван хоёр,кӏиго-анцӏила
947,zwanzig::NUM,хорь,къого
948,dreißig::NUM,гуч,лъеберго
949,vierzig::NUM,дөч,кӏикъого
950,fünfzig::NUM,тавь,кӏикъо́ялда анцӏго
951,sechzig::NUM,жар,лъабкъого
952,siebzig::NUM,дал,лъабкъо́ялда анцӏго
953,achtzig::NUM,ная,ункъого
954,neunzig::NUM,ер,ункъоялда а́нцӏила
955,hundert::NUM,зуу,нусго
956,tausend::NUM,мянга,азарго
957,und::CNJ,ч,ва
958,und::CNJ,ч,-ги
959,und::CNJ,болон,ва
960,und::CNJ,болон,-ги
961,oder::CNJ,буюу,ялъуни
962,stehen::V,зогсох,бахъунчӏезе
963,sitzen::V,суух,гӏодов чӏезе
964,liegen::V,хэвтэх,бегизе
965,hängen::V,өлгөөтэй байх,базе
966,hängen::V,дүүжлээтэй байх,базе
967,werden::V,болох,бахъине
968,passieren::V,тохиох,лъугьине
969,passieren::V,тохиох,лъугьа-бахъине
970,beginnen::V,эхлэх,байбихьизе
971,enden::V,дүүрэх,лъугӏизе
972,wechseln::V,хувирах,хиса-басизе
973,wechseln::V,хувирах,хисизе
974,aufgehen[Sonne]::V,мандах,баккизе
975,untergehen[Sonne]::V,жаргах,щинкӏизе
976,scheinen[Sonne]::V,гэрэлтэх,къалъ-къалъизе
977,donnern::V,дуугарах,гъугъазе
978,wehen::V,салхилах,пуйзе
979,wehen::V,хөөрөгдөх,пуйзе
980,strömen::V,гүйх,чвахизе
981,strömen::V,урсах,чвахизе
982,fließen::V,урсах,чвахизе
983,sich drehen::V,эргэлдэх,сверизе
984,schwanken::V,хэлбэлзэх,хьвагӏезе
985,schwanken::V,хэлбэлзэх,багъа-бачаризе
986,schwingen::V,ганхах,щвартӏезе
987,schwingen::V,хэлбэлзэх,щвартӏезе
988,fallen::V,унах,бортизе
989,brennen::V,шатах,рекӏине
990,rauchen::V,баагих,кӏкӏуй буризе
991,regnen::V,бороо орно,базе
992,gefrieren::V,хөлдөх,гӏу́низе
993,tauen::V,хайлах,биаризе
994,schmelzen::V,уярах,биине
995,trocknen::V,хатах,бакъвазе
996,sieden::V,буцлах,гьалдезе
997,sieden::V,даргилах,гьалдезе
998,faulen::V,үжрэх,махӏцине
999,faulen::V,өмхийрөх,махӏцине
1000,verfaulen::V,бээх,туризе
1001,verfaulen::V,өгрөх,туризе
1002,reißen::V,цуурах,бихъизе
1003,versinken::V,живэх,гъанкъизе
1004,vergehen::V,нөгчих,базе
1005,vergehen::V,нөгчих,бахъизе
1006,vergehen::V,нөгчих,ине
1007,vergehen::V,өнгөрөх,базе
1008,vergehen::V,өнгөрөх,бахъизе
1009,vergehen::V,өнгөрөх,ине
1010,erscheinen::V,гарах,баккизе
1011,erscheinen::V,бултайх,баккизе
1012,verschwinden::V,далд орох,къине
1013,verschwinden::V,далд орох,билизе
1014,verschwinden::V,алга болох,къине
1015,verschwinden::V,алга болох,билизе
1016,sinken::V,татрах,гӏодо́бе ккезе
1017,sinken::V,доошлох,гӏодо́бе ккезе
1018,abnehmen::V,багасах,тӏаса камизе
1019,abnehmen::V,хорогдох,тӏаса камизе
1020,zunehmen::V,ихсэх,гӏемерлъизе
1021,steigen::V,нэмэгдэх,бахине
1022,wachsen::V,өсөх,кӏодолъизе
1023,wachsen::V,ургах,кӏодолъизе
1024,glänzen::V,гилгэнэх,цӏвакизе
1025,glänzen::V,гилбэгнэх,цӏвакизе
1026,funkeln::V,гялжах,паркъезе
1027,funkeln::V,гялалзах,паркъезе
1028,lärmen::V,шуугих,хъудизе
1029,lärmen::V,шуугих,чӏиргъдизе
1030,läuten::V,цохих,кьабизе
1031,klingeln::V,хонхдох,кьабизе
1032,klingeln::V,дуугарах,кьабизе
1033,klirren::V,хангир жингэр хийх,зваргъизе
1034,brausen::V,бургилах,гьалаглъизе
1035,rauschen::V,сэржигнэх,шуршудизе
1036,klingen::V,хангинах,бахъине
1037,bellen::V,хуцах,гъанчдезе
1038,heulen::V,улих,рурудизе
1039,blasen::V,үлзэх,гьохьизе
1040,pfeifen::V,исгэрэх,гьещтӏезе
1041,schreien::V,хашгирах,ахӏизе
1042,schreien::V,хашгирах,ахӏдезе
1043,stöhnen::V,ёолох,зигардизе
1044,stöhnen::V,гэнгэнэх,зигардизе
1045,zittern::V,дагжих,дарран
1046,zittern::V,дагжих,гьаргьадизе
1047,leben::V,амьдрах,бетӏербахъизе
1048,geboren werden::V,төрөх,лъугьине
1049,atmen::V,амьсгалах,хӏухьел биччазе
1050,trinken::V,уух,гьекъезе
1051,essen::V,идэх,квине
1052,essen::V,идэх,кваназе
1053,schlucken::V,залгих,кӏкӏвине
1054,schlucken::V,залгих,къулчӏизе
1055,müde werden::V,ядрах,сваказе
1056,einschlafen::V,унтчих,кьижизе
1057,einschlafen::V,унтчих,гъапуллъизе
1058,schlafen::V,унтах,кьижизе
1059,aufwachen::V,сэрэх,бигьине
1060,aufstehen::V,босох,бахъине
1061,aufstehen::V,босох,тӏадебахъине
1062,sich erholen::V,амрах,хьи бахъизе
1063,sich erholen::V,амрах,хӏалхьи гьабизе
1064,krank werden::V,өвдөж эхлэх,унтизе
1065,krank sein::V,өвдөх,унтизе
1066,schmerzen::V,өвдөх,унтизе
1067,schmerzen::V,шархирах,унтизе
1068,husten::V,ханиах,хъегӏизе
1069,genesen::V,засрах,лъилъизе
1070,sterben::V,үхэх,хвезе
1071,sterben::V,нас барах,хвезе
1072,umkommen::V,үхэх,гьалаглъизе
1073,sich bewegen::V,хөдлөх,багъаризе
1074,sich bewegen::V,хөдлөх,багъаргъизе
1075,sich rühren::V,хөдлөх,багъаризе
1076,sich erheben::V,босох,тӏадебахъине
1077,sich erheben::V,босох,бахъине
1078,sich setzen::V,суух,гӏодов чӏезе
1079,hinfallen::V,ойчих,щапизе
1080,laufen::V,явган явах,хьвадизе
1081,schreiten::V,алхах,чӏезе
1082,spazierengehen::V,зугаалах,тира-сверизе
1083,eilen::V,хурдлах,ракӏхӏалакине
1084,eilen::V,хурдлах,дуризе
1085,sich beeilen::V,яарах,дуризе
1086,sich beeilen::V,яарах,гӏедегӏизе
1087,sich beeilen::V,шамдах,дуризе
1088,sich beeilen::V,шамдах,гӏедегӏизе
1089,sausen::V,давхих,тӏуризе
1090,rennen::V,гүйх,бекеризе
1091,springen::V,харайх,кӏанцӏизе
1092,springen::V,дэвхрэх,кӏанцӏизе
1093,klettern::V,авирах,хархадизе
1094,schaukeln::V,ганхалзах,гьерщезе
1095,kriechen::V,мөлхөх,хъурщизе
1096,schwimmen::V,сэлэх,лъедезе
1097,tauchen::V,шунгах,букъардизе
1098,rudern::V,сэлүүрдэх,хазе
1099,fahren::V,явах,ине
1100,fliegen::V,нисэх,боржине
1101,gehen::V,явах,ине
1102,weggehen::V,явах,ине
1103,abfahren::V,одох,къокъине
1104,abfahren::V,хөдлөх,къокъине
1105,anhalten::V,зогсох,чӏезе
1106,anhalten::V,зогсох,тархъизе
1107,anhalten::V,зогсох,лъалхъизе
1108,hineingehen::V,орох,тӏаделъугьине
1109,eintreten::V,орох,лъугьине
1110,kommen::V,ирэх,бачӏине
1111,ankommen::V,хүрэх,щвезе
1112,ankommen::V,хүрэх,тӏадебачӏине
1113,zurückkommen::V,харих,тадбуссине
1114,zurückkommen::V,харих,тӏадбуссине
1115,zurückkommen::V,буцаж ирэх,тадбуссине
1116,zurückkommen::V,буцаж ирэх,тӏадбуссине
1117,bleiben::V,үлдэх,чӏезе
1118,bleiben::V,үлдэх,хутӏизе
1119,warten::V,хүлээх,чӏезе
1120,erwarten::V,хүлээх,балагьизе
1121,suchen::V,эрэх,балагьизе
1122,suchen::V,бэдрэх,балагьизе
1123,finden::V,олох,батизе
1124,versuchen::V,оролдох,хӏалбихьизе
1125,vorbereiten::V,бэлтгэх,хӏадурлъизабизе
1126,lieben::V,янаглах,балай бегьизе
