,Concept_ID,mdf,de
121,Wurzel::N,ункс,Wurzel
122,Baum::N,шуфта,Baum
123,Stamm::N,ро́нга,Stamm
124,Rinde::N,кер,Rinde
125,Ast::N,морга,Ast
126,Zweig::N,тарад,Zweig
127,Blatt::N,лопа,Blatt
128,Birke::N,ке́лу,Birke
129,Kiefer[Baum]::N,пиче,Kiefer
130,Weide[Baum]::N,каль,Weide
131,Tanne::N,куз,Tanne
132,Horn::N,сюра,Horn
133,Feder::N,толга,Feder
134,Fell::N,кедь,Fell
135,Flügel::N,паця,Flügel
136,Klaue::N,кенже,Klaue
137,Kralle::N,кенже,Kralle
138,Schwanz::N,пула,Schwanz
139,Ei::N,ал,Ei
140,Nest::N,пиза,Nest
141,Bau::N,пиза,Bau
142,Tier::N,жува́та,Tier
143,Herde::N,нал,Herde
144,Herde::N,стада,Herde
145,Kuh::N,скал,Kuh
146,Kuh::N,тракс,Kuh
147,Bulle::N,бука,Bulle
148,Pferd::N,лишме,Pferd
149,Schaf::N,уча́,Schaf
150,Schwein::N,тува,Schwein
151,Hund::N,пине,Hund
152,Katze::N,катоня,Katze
153,Katze::N,аваката,Katze
154,Bär::N,офта,Bär
155,Eichhörnchen::N,ур,Eichhörnchen
156,Elch::N,ся́рда,Elch
157,Fuchs::N,келазь,Fuchs
158,Hase::N,ну́мол,Hase
159,Maus::N,шеер,Maus
160,Wolf::N,върьгаз,Wolf
161,Vogel::N,нармонь,Vogel
162,Schwarm::N,ко́вол,Schwarm
163,Schwarm::N,ме́швеле,Schwarm
164,Huhn::N,сараз,Huhn
165,Hahn::N,а́тякш,Hahn
166,Gans::N,маци,Gans
167,Adler::N,куцькан,Adler
168,Ente::N,яксярга,Ente
169,Eule::N,ко́рож,Eule
170,Kranich::N,ка́рга,Kranich
171,Krähe::N,ва́рси,Krähe
172,Kuckuck::N,ку́ку,Kuckuck
173,Schwan::N,ло́ксти,Schwan
174,Fisch::N,кал,Fisch
175,Barsch::N,о́кунь,Barsch
176,Hecht::N,щу́ка,Hecht
177,Schlange[Tier]::N,куй,Schlange
178,Wurm::N,сукс,Wurm
179,Spinne::N,унжа́,Spinne
180,Ameise::N,панжам,Ameise
181,Laus::N,си,Laus
182,Mücke::N,ся́ське,Mücke
183,Fliege::N,кару,Fliege
184,Schmetterling::N,ме́лав,Schmetterling
185,Beere::N,и́мож,Beere
186,Apfel::N,марь,Apfel
187,Pilz::N,панга,Pilz
188,Zwiebel::N,шурьхкя́,Zwiebel
189,Saat::N,видьмот,Saat
190,Korn::N,сёра,Korn
191,Heu::N,тише,Heu
192,Schale::N,кедь,Schale
193,Grube::N,лотка,Grube
194,Falle::N,туфкс,Falle
195,Falle::N,кунда́ма,Falle
196,Schlinge::N,килькш,Schlinge
197,Spur::N,пильгоки́,Spur
198,Asche::N,кулу,Asche
199,Dreck::N,ърда́з,Dreck
200,Eisen::N,кшни,Eisen
201,Gold::N,ока,Gold
202,Gold::N,золота,Gold
203,Silber::N,сия́,Silber
204,Kohle::N,седь,Kohle
205,Kohle::N,седьвальмя,Kohle
206,Glas::N,кля́нцек,Glas
207,Lehm::N,сёвонь,Lehm
208,Sand::N,шува́р,Sand
209,Mensch::N,ломань,Mensch
210,Mann::N,аля,Mann
211,Mann::N,цёраломань,Mann
212,Frau::N,ава,Frau
213,Kind::N,идь,Kind
214,Kind::N,шаба,Kind
215,Junge::N,цёраня,Junge
216,Mädchen::N,стирня́,Mädchen
217,Familie::N,тнал,Familie
218,Familie::N,семья,Familie
219,Großvater::N,атя,Großvater
220,Großvater::N,щя́тя,Großvater
221,Großmutter::N,баба,Großmutter
222,Eltern::N,тя́дят-а́лят,Eltern
223,Vater::N,аля,Vater
224,Mutter::N,ава,Mutter
225,Mutter::N,тядя,Mutter
226,Sohn::N,цёра,Sohn
227,Tochter::N,стирь,Tochter
228,Bruder::N,дуган,Bruder
229,Bruder::N,пяльне,Bruder
230,Schwester::N,ака,Schwester
231,Schwester::N,сазор,Schwester
232,Onkel::N,оця,Onkel
233,Onkel::N,патя,Onkel
234,Onkel::N,щеня́,Onkel
235,Tante::N,ака,Tante
236,Tante::N,щака,Tante
237,Ehemann::N,мирде,Ehemann
238,Ehefrau::N,ърьвя́,Ehefrau
239,Freude::N,ке́нярдема,Freude
240,Gelächter::N,рахсема,Gelächter
241,Glück::N,паваз,Glück
242,Kummer::N,ризф,Kummer
243,Kummer::N,пичефкс,Kummer
244,Wunsch::N,мяль,Wunsch
245,Wunsch::N,таколдома,Wunsch
246,Lust::N,таколдома,Lust
247,Geist::N,вайме,Geist
248,Gedanke::N,мяль,Gedanke
249,Gedächtnis::N,прявий,Gedächtnis
250,Verstand::N,прявий,Verstand
251,Sinn::N,ён,Sinn
252,Grund::N,туфта́л,Grund
253,Wahrheit::N,ви́де,Wahrheit
254,Wahrheit::N,видеши́,Wahrheit
255,Gespräch::N,корхтама,Gespräch
256,Märchen::N,ёфкс,Märchen
257,Erzählung::N,азкс,Erzählung
258,Nachricht::N,куля́,Nachricht
259,Neuigkeit::N,куля́,Neuigkeit
260,Name::N,лем,Name
261,Rätsel::N,со́дама ёфкс,Rätsel
262,Rede::N,вал,Rede
263,Rede::N,корхтама,Rede
264,Sprache::N,кяль,Sprache
265,Stimme::N,вайгяль,Stimme
266,Wort::N,вал,Wort
267,Zeichen::N,тя́ште,Zeichen
268,Zeichen::N,тя́штькс,Zeichen
269,Ruf::N,тердема,Ruf
270,Lärm::N,гайф,Lärm
271,Lärm::N,жалакодома,Lärm
272,Laut::N,вайгяль,Laut
273,Ton::N,вайгяль,Ton
274,Lied::N,мора,Lied
275,Ruhe::N,сетьме,Ruhe
276,Leute::N,ломатть,Leute
277,Volk::N,наро́д,Volk
278,Arbeit::N,тев,Arbeit
279,Gast::N,и́нжи,Gast
280,Gast::N,ко́нак,Gast
281,Geschenk::N,казне,Geschenk
282,Spiel::N,налхкома,Spiel
283,Spiel::N,налхксема,Spiel
284,Gesellschaft::N,кружок,Gesellschaft
285,Hilfe::N,лездома,Hilfe
286,Freund::N,я́лга,Freund
287,Kamerad::N,я́лга,Kamerad
288,Angelegenheit::N,тев,Angelegenheit
289,Anzahl::N,лувкс,Anzahl
290,Art::N,вид,Art
291,Stück::N,пакш,Stück
292,Teil::N,часть,Teil
293,Teil::N,пялькс,Teil
294,Hälfte::N,пяле,Hälfte
295,Kreis::N,шаркс,Kreis
296,Kreuz::N,крёз,Kreuz
297,Linie::N,межа,Linie
298,Linie::N,китькс,Linie
299,Strich::N,межа,Strich
300,Abstand::N,ётка,Abstand
301,Entfernung::N,ётка,Entfernung
302,Gegend::N,ва́ста,Gegend
303,Gegend::N,перьфпя́ль,Gegend
304,Platz::N,ва́ста,Platz
305,Ort::N,ва́ста,Ort
306,Seite::N,пяле,Seite
307,Mitte::N,кучка́,Mitte
308,Gegenstand::N,веща,Gegenstand
309,Sache::N,тев,Sache
310,Sache::N,веща,Sache
311,Rand::N,пе,Rand
312,Kante::N,и́рдез,Kante
313,Ecke::N,ужа,Ecke
314,Spitze::N,пря,Spitze
315,Ende::N,пе,Ende
316,Loch::N,варя,Loch
317,Winkel::N,ужа,Winkel
318,Muster::N,сёрма,Muster
319,Größe::N,серь,Größe
320,Länge::N,кува́лма,Länge
321,Höhe::N,серь,Höhe
322,Gewicht::N,сталма,Gewicht
323,Menge::N,лувкс,Menge
324,Haufen::N,мар,Haufen
325,Reihe::N,ряд,Reihe
326,Boot::N,венеж,Boot
327,Ruder::N,миле,Ruder
328,Schlitten::N,ну́рда,Schlitten
329,Ski::N,сокс,Ski
330,Lagerfeuer::N,то́лмар,Lagerfeuer
331,Last::N,канкс,Last
332,Last::N,сталма,Last
333,Gang::N,молема,Gang
334,Schritt::N,аськолкс,Schritt
335,Norden::N,якшама шире,Norden
336,Süden::N,ля́мбе ши́ре,Süden
337,Westen::N,ши валгома шире,Westen
338,Osten::N,шинь стяма шире,Osten
339,Holz::N,вирь,Holz
340,Holz::N,шуфта,Holz
341,Brett::N,лавця,Brett
342,Platte::N,плита́,Platte
343,Stütze::N,неже,Stütze
344,Stange::N,олга,Stange
345,Stock::N,байдек,Stock
346,Stab::N,олгоня,Stab
347,Rohr::N,турама,Rohr
348,Haus::N,куд,Haus
349,Heim::N,куд,Heim
350,Ofen::N,пянакуд,Ofen
351,Fußboden::N,кия́кс,Fußboden
352,Tisch::N,шра,Tisch
353,Tisch::N,моркш,Tisch
354,Stuhl::N,стул,Stuhl
355,Wiege::N,нюря́м,Wiege
356,Bett::N,ацам,Bett
357,Regal::N,лавцяланга,Regal
358,Kiste::N,парга,Kiste
359,Fenster::N,валмья,Fenster
360,Tür::N,кенкш,Tür
361,Tor::N,ортат,Tor
362,Zaun::N,перяфкс,Zaun
363,Dach::N,кудпря,Dach
364,Leiter::N,куцема,Leiter
365,Besen::N,тяльме,Besen
366,Spaten::N,ка́йме,Spaten
367,Schaufel::N,ко́поня,Schaufel
368,Schaufel::N,ця́рдом,Schaufel
369,Gabel::N,ця́нгоня,Gabel
370,Löffel::N,куцю,Löffel
371,Messer::N,пеель,Messer
372,Nagel::N,эска,Nagel
373,Haken::N,кя́чказ,Haken
374,Griff::N,недь,Griff
375,Griff::N,кунда́мка,Griff
376,Schloss::N,замо́к,Schloss
377,Bild::N,карти́на,Bild
378,Figur::N,ронга-понда,Figur
379,Puppe::N,ня́ка,Puppe
380,Beutel::N,кяскав,Beutel
381,Bündel::N,кярьме,Bündel
382,Tasche::N,кошяльня,Tasche
383,Eimer::N,ве́дарка,Eimer
384,Deckel::N,тавадкс,Deckel
385,Deckel::N,вельхкс,Deckel
386,Geschirr::N,кядьге,Geschirr
387,Sack::N,кяскав,Sack
388,Tasse::N,ша́ваня,Tasse
389,Topf::N,кавозь,Topf
390,Kessel::N,сргавозь,Kessel
391,Essen::N,ярхцама,Essen
392,Nahrung::N,ярхцампяль,Nahrung
393,Speise::N,ярхцама,Speise
394,Fleisch::N,пал,Fleisch
395,Fleisch::N,сиволь,Fleisch
396,Getreide::N,сёра,Getreide
397,Brei::N,ям,Brei
398,Brot::N,кши,Brot
399,Scheibe::N,кочам,Scheibe
400,Fett::N,куя́,Fett
401,Butter::N,вай,Butter
402,Öl::N,вай,Öl
403,Salz::N,сал,Salz
404,Suppe::N,шонгарям,Suppe
405,Suppe::N,коршампяль,Suppe
406,Honig::N,медь,Honig
407,Milch::N,лофца,Milch
408,Tee::N,чай,Tee
409,Leder::N,кедь,Leder
410,Wolle::N,пона,Wolle
411,Stoff::N,котф,Stoff
412,Nadel::N,салмокс,Nadel
413,Faden::N,сюре,Faden
414,Knopf::N,пуня,Knopf
415,Knoten::N,сюлма,Knoten
416,Farbe::N,архтомбяль,Farbe
417,Kleidung::N,щам,Kleidung
418,Hemd::N,па́нар,Hemd
419,Kragen::N,сиве,Kragen
420,Ärmel::N,ожа,Ärmel
421,Hose::N,понкст,Hose
422,Gürtel::N,каркс,Gürtel
423,Mütze::N,вазь,Mütze
424,Schuh::N,башма́к,Schuh
425,Stiefel::N,кя́ме,Stiefel
426,Ring::N,суркс,Ring
427,Band::N,керькс,Band
428,Band::N,лента,Band
429,Kamm::N,сюрьхцем,Kamm
430,Spiegel::N,ванома,Spiegel
431,Riemen::N,шнань каркс,Riemen
432,Schnur::N,пикс,Schnur
433,Schnur::N,карькскя,Schnur
434,Leine::N,вядьме,Leine
435,Decke::N,вельхкс,Decke
436,Kissen::N,тоду,Kissen
437,Tuch::N,руця́,Tuch
438,Handtuch::N,на́рдама,Handtuch
439,Kraft::N,вий,Kraft
440,Stärke::N,вииши,Stärke
441,Gesundheit::N,шумбраши́,Gesundheit
442,Krankheit::N,урма́,Krankheit
443,Krankheit::N,сярядема,Krankheit
444,Schmerz::N,маряма,Schmerz
445,Wunde::N,керф,Wunde
446,Fieber::N,маштыкс,Fieber
447,Arznei::N,надо́бья,Arznei
448,Arznei::N,пъчка́фтома,Arznei
449,Brücke::N,седь,Brücke
450,Brunnen::N,эши,Brunnen
451,Weide::N,ванома васта,Weide
452,Pfad::N,ян,Pfad
453,Pfad::N,киня́,Pfad
454,Weg::N,ки,Weg
455,Straße::N,ки,Straße
456,Dorf::N,веле,Dorf
457,Stadt::N,ош,Stadt
458,Brief::N,сёрма,Brief
459,Buch::N,книга,Buch
460,Buchstabe::N,бу́ква,Buchstabe
461,Zeitung::N,газе́та,Zeitung
462,Leben::N,эряф,Leben
463,Leben::N,эряма,Leben
464,Tod::N,кулома́,Tod
465,Grab::N,калма,Grab
466,Kirche::N,це́рькав,Kirche
467,Sünde::N,пежеть,Sünde
468,Sünde::N,муворкс,Sünde
469,Gott::N,шкай,Gott
470,Arbeiter::N,трудендай,Arbeiter
471,Arbeiter::N,работник,Arbeiter
472,Chef::N,азор,Chef
473,Chef::N,оцюня,Chef
474,Meister::N,мастяр,Meister
475,Arzt::N,врач,Arzt
476,Arzt::N,доктор,Arzt
477,Lehrer::N,учи́тель,Lehrer
478,Geld::N,ярмакт,Geld
479,Geschäft::N,ладяфкс,Geschäft
480,Geschäft::N,ладяф тев,Geschäft
481,Laden::N,ла́вка,Laden
482,Preis::N,питне,Preis
483,Ware::N,миф,Ware
484,Ware::N,ра́маф,Ware
485,Nutzen::N,пара,Nutzen
486,Nutzen::N,лезкс,Nutzen
487,Reichtum::N,ко́зяши,Reichtum
488,Welt::N,свет,Welt
489,Land::N,мастор,Land
490,Staat::N,государства,Staat
491,König::N,король,König
492,Macht::N,азорондама,Macht
493,Macht::N,азорксши,Macht
494,Grenze::N,ёткаян,Grenze
495,Krieg::N,война́,Krieg
496,Feind::N,душман,Feind
497,Feind::N,каршек тюри,Feind
498,Gewalt::N,наругама,Gewalt
499,Kampf::N,тюрема́,Kampf
500,Bogen[Waffe]::N,нал,Bogen
501,Pfeil::N,нал,Pfeil
502,Gewehr::N,винто́вка,Gewehr
503,Fehler::N,эльбядькс,Fehler
504,Lüge::N,васькафнема,Lüge
505,Schaden::N,зия́н,Schaden
506,Unglück::N,зия́н,Unglück
507,Schuld::N,муворши,Schuld
508,Alter::N,эряф кизот,Alter
509,Alter::N,эряфонь пинге,Alter
510,Schluss::N,пе,Schluss
511,Zeit::N,пинге,Zeit
512,Tag::N,ши,Tag
513,Morgen::N,шобдава,Morgen
514,Mittag::N,шикучка,Mittag
515,Abend::N,иля́дь,Abend
516,Nacht::N,ве,Nacht
517,Woche::N,недя́ля,Woche
518,Monat::N,ков,Monat
519,Jahr::N,киза,Jahr
520,Frühling::N,тунда́,Frühling
521,Sommer::N,киза,Sommer
522,Herbst::N,сёксе,Herbst
523,Winter::N,тяла,Winter
524,Januar::N,кельмеков,Januar
525,Februar::N,уфайков,Februar
526,März::N,марайков,März
527,April::N,шудиков,April
528,Mai::N,панжиков,Mai
529,Juni::N,лямбеков,Juni
530,Juli::N,псиков,Juli
531,August::N,сёроньков,August
532,September::N,тюжягов,September
533,Oktober::N,кельмазаков,Oktober
534,November::N,эйндамков,November
535,Dezember::N,кучкаков,Dezember
536,Montag::N,одговши,Montag
537,Dienstag::N,ша́вши,Dienstag
538,Mittwoch::N,вержи,Mittwoch
539,Donnerstag::N,шува́ланя,Donnerstag
540,Freitag::N,пя́денця,Freitag
541,Samstag::N,ёткши,Samstag
542,Sonntag::N,таргоши,Sonntag
543,groß::A,оцю,groß
544,klein::A,ёмла,klein
545,lang::A,кува́ка,lang
546,kurz::A,нюрьхкя́ня,kurz
547,breit::A,кели,breit
548,schmal::A,тяйня,schmal
549,dicht::A,сиде,dicht
550,dicht::A,туста,dicht
551,dick[Gegenstand]::A,эчке,dick
552,dünn::A,шува́ня,dünn
553,fein::A,шува́ня,fein
554,fest::A,кеме,fest
555,flach::A,лапш,flach
556,glatt::A,вадяв,glatt
557,glatt::A,такор,glatt
558,hart::A,калгода,hart
559,weich::A,ляпе,weich
560,rund::A,кру́глай,rund
561,spitz::A,ботаз,spitz
562,spitz::A,оржа,spitz
563,scharf::A,оржа,scharf
564,stumpf::A,ношка,stumpf
565,schwer::A,стака,schwer
566,schön::A,мазы,schön
567,heiß::A,пси,heiß
568,warm::A,лямбе,warm
569,kalt::A,кельме,kalt
570,kühl::A,эше,kühl
571,frisch::A,свежай,frisch
572,feucht::A,летьке,feucht
573,nass::A,начка,nass
574,trocken::A,коське,trocken
575,voll::A,пяшксе,voll
576,leer::A,шава,leer
577,offen::A,панжада,offen
578,offen::A,виде,offen
579,geschlossen::A,пякстаф,geschlossen
580,geschlossen::A,сёлгф,geschlossen
581,sauber::A,ару,sauber
582,schmutzig::A,рда́зу,schmutzig
583,schmutzig::A,пя́ндра,schmutzig
584,roh::A,верок,roh
585,reif::A,ке́нерьф,reif
586,lecker::A,танцти,lecker
587,süß::A,ламбама,süß
588,bitter::A,сяпи,bitter
589,sauer::A,шапама,sauer
590,hell::A,валда,hell
591,dunkel::A,шобда,dunkel
592,schwarz::A,равжа,schwarz
593,weiß::A,акша,weiß
594,rot::A,якстерь,rot
595,gelb::A,тюжя́,gelb
596,blau::A,сенем,blau
597,grün::A,пиже,grün
598,grün::A,сянгяря,grün
599,grau::A,уле,grau
600,bunt::A,сёрмав,bunt
601,billig::A,у́цез,billig
602,billig::A,аф пи́тни,billig
603,teuer::A,пи́тни,teuer
604,wertvoll::A,питни,wertvoll
605,blind::A,сокор,blind
606,taub::A,пярав,taub
607,kräftig::A,пяк вии,kräftig
608,stark::A,вии,stark
609,schwach::A,лафча,schwach
610,fett::A,куя́,fett
611,schlank::A,виде ронга,schlank
612,hübsch::A,мазы,hübsch
613,böse::A,кяжи,böse
614,dumm::A,аф ёню,dumm
615,dumm::A,шава пря,dumm
616,faul::A,нола,faul
617,fleißig::A,ку́лхцонды,fleißig
618,geizig::A,кирьжя,geizig
619,geizig::A,жаднай,geizig
620,klug::A,ёню,klug
621,klug::A,пря́ви,klug
622,geschickt::A,маштозь тиф,geschickt
623,lieb::A,цебярь,lieb
624,lustig::A,ра́хси,lustig
625,sanft::A,сетьме,sanft
626,hungrig::A,вача,hungrig
627,hungrig::A,вачеда,hungrig
628,krank::A,сяряди,krank
629,nackt::A,штада,nackt
630,nackt::A,кърхтапа,nackt
631,traurig::A,ла́жнай,traurig
632,lebendig::A,эряй,lebendig
633,gut::A,пара,gut
634,gut::A,цебярь,gut
635,schlecht::A,кальдяв,schlecht
636,richtig::A,виде,richtig
637,schlimm::A,кальдяв,schlimm
638,wahr::A,афкуксонь,wahr
639,alt::A,ташта,alt
640,neu::A,од,neu
641,ehemalig::A,и́нгольдень,ehemalig
642,alt[Lebewesen]::A,сире,alt
643,jung::A,од,jung
644,arm::A,а́шу,arm
645,reich::A,козя,reich
646,bekannt::A,содаф,bekannt
647,berühmt::A,содавикс,berühmt
648,fremd::A,лия,fremd
649,fremd::A,аф содаф,fremd
650,verschieden::A,аф фкя ла́цонь,verschieden
651,nah::A,мала,nah
652,nah::A,аф ичкоздень,nah
653,fern::A,и́чкоздень,fern
654,fern::A,куна́рдонь,fern
655,linker::A,кержи,linker
656,rechter::A,види,rechter
657,anderer::A,лия,anderer
658,erster::A,васенце,erster
659,zweiter::A,омбоце,zweiter
660,dritter::A,колмоце,dritter
661,letzter::A,ме́кольце,letzter
662,allein::ADV,ськамонза,allein
663,auf einmal::ADV,вихцок,auf einmal
664,zusammen::ADV,марс,zusammen
665,zusammen::ADV,ма́рса,zusammen
666,lange::ADV,кува́тьс,lange
667,plötzlich::ADV,а́пак учт,plötzlich
668,sofort::ADV,тяникиге,sofort
669,später::ADV,ме́ле,später
670,jetzt::ADV,тяни,jetzt
671,heute::ADV,тячи,heute
672,morgen::ADV,ва́нды,morgen
673,bald::ADV,курок,bald
674,dann::ADV,меле,dann
675,dann::ADV,сяда меле,dann
676,gestern::ADV,ися́к,gestern
677,einst::ADV,весть,einst
678,einst::ADV,мзя́рда-бди,einst
679,damals::ADV,эста,damals
680,danach::ADV,меле,danach
681,vorher::ADV,инголи,vorher
682,zuerst::ADV,ва́сенда,zuerst
683,einmal::ADV,весть,einmal
684,manchmal::ADV,лия́ста,manchmal
685,manchmal::ADV,ко́ста-ко́ста,manchmal
686,oft::ADV,си́деста,oft
687,immer::ADV,фалу,immer
688,immer::ADV,най,immer
689,niemals::ADV,аф мзя́рдонга,niemals
690,hier::ADV,тяса,hier
691,hierhin::ADV,сей,hierhin
692,hierhin::ADV,тяза,hierhin
693,von hier::ADV,тя́ста,von hier
694,dort::ADV,тоса,dort
695,dorthin::ADV,тов,dorthin
696,dorthin::ADV,тоза,dorthin
697,geradeaus::ADV,ви́деста,geradeaus
698,vorwärts::ADV,и́нголи,vorwärts
699,rückwärts::ADV,ме́ки,rückwärts
700,zurück::ADV,ме́ки,zurück
701,unten::ADV,ала,unten
702,hinab::ADV,алу,hinab
703,oben::ADV,вяре,oben
704,hinauf::ADV,вяри,hinauf
705,überall::ADV,се́мбе ва́стова,überall
706,nicht::ADV,аф,nicht
707,ein wenig::ADV,аф лама,ein wenig
708,kaum::ADV,а́ньцек,kaum
709,sehr::ADV,пяк,sehr
710,so::ADV,ста́не,so
711,noch::ADV,нинге,noch
712,nur::ADV,аньцек,nur
713,schon::ADV,ни,schon
714,wieder::ADV,та́га,wieder
715,vergebens::ADV,стак,vergebens
716,vor::PRP,инголе,vor
717,hinter::PRP,фтала,hinter
718,hinter::PRP,мельге,hinter
719,unter::PRP,ала,unter
720,durch::PRP,пачк,durch
721,neben::PRP,ваксса,neben
722,zwischen::PRP,ёткса,zwischen
723,wegen::PRP,сюнеда,wegen
724,dies::PRN,тя,dies
725,das::PRN,ся,das
726,das::PRN,тона,das
727,alles::PRN,сембе,alles
728,ich::PRN,мон,ich
729,du::PRN,тон,du
730,er::PRN,сон,er
731,wir::PRN,минь,wir
732,ihr::PRN,тинь,ihr
733,sie::PRN,синь,sie
734,was::FPRN,мезе,was
735,wer::FPRN,кие,wer
736,wo::FADV,коса,wo
737,wohin::FADV,ков,wohin
738,wohin::FADV,коза,wohin
739,wie::FADV,ко́да,wie
740,warum::FADV,мес,warum
741,wieviel::FNUM,мзя́ра,wieviel
742,eins::NUM,фкя,eins
743,zwei::NUM,кафта,zwei
744,drei::NUM,колма,drei
745,vier::NUM,ниле,vier
746,fünf::NUM,вете,fünf
747,sechs::NUM,кота,sechs
748,sieben::NUM,сисем,sieben
749,acht::NUM,кафкса,acht
750,neun::NUM,ве́йхкса,neun
751,zehn::NUM,кемонь,zehn
752,elf::NUM,кефкие,elf
753,zwölf::NUM,кемгафтува,zwölf
754,zwanzig::NUM,комсь,zwanzig
755,dreißig::NUM,колмогемонь,dreißig
756,vierzig::NUM,нильге́монь,vierzig
757,fünfzig::NUM,ве́дьгемонь,fünfzig
758,sechzig::NUM,ко́дгемонь,sechzig
759,siebzig::NUM,сизьге́монь,siebzig
760,achtzig::NUM,ка́фксогемонь,achtzig
761,neunzig::NUM,ве́йхксогемонь,neunzig
762,hundert::NUM,сяда,hundert
763,tausend::NUM,тёжянь,tausend
764,und::CNJ,и,und
765,und::CNJ,дъ,und
766,oder::CNJ,или,oder
767,oder::CNJ,али,oder
768,stehen::V,а́щемс стя́да,stehen
769,sitzen::V,ащемс озада,sitzen
770,liegen::V,ма́дозь а́щемс,liegen
771,hängen::V,нюрьгомс,hängen
772,werden::V,арамс,werden
773,werden::V,тиевомс,werden
774,passieren::V,лисэмс,passieren
775,passieren::V,эвондамс,passieren
776,beginnen::V,ушедомс,beginnen
