,Concept_ID,av,se
0,Ohr::N,гӏин,bieljie
1,Ohr::N,гӏин,biellje
2,Ohr::N,гӏин,beallji
3,Ohr::N,гӏин,pelji
4,Ohr::N,гӏин,pe´llj
5,Ohr::N,гӏин,пе̄лльй
6,Nase::N,мегӏер,njuenie
7,Nase::N,мегӏер,njunnje
8,Nase::N,мегӏер,njunni
9,Nase::N,мегӏер,njuṇe
10,Nase::N,мегӏер,njuu´nn
11,Nase::N,мегӏер,нюннҍ
12,Mund::N,кӏал,njaelmie
13,Mund::N,кӏал,njálmme
14,Mund::N,кӏал,njálbmi
15,Mund::N,кӏал,njälmi
16,Mund::N,кӏал,njä´lmm
17,Mund::N,кӏал,ня̄лльм
18,Zahn::N,гӏус,baenie
19,Zahn::N,гӏус,bádne
20,Zahn::N,гӏус,bátni
21,Zahn::N,гӏус,pääṇi
22,Zahn::N,гӏус,pää´nn
23,Zahn::N,гӏус,па̄ннҍ
24,Zunge::N,мацӏ,njoektjeme
25,Zunge::N,мацӏ,njuovtjav
26,Zunge::N,мацӏ,njuovčča
27,Zunge::N,мацӏ,njuovčâ
28,Zunge::N,мацӏ,njuhččâm
29,Zunge::N,мацӏ,нюхчем
30,Lippe::N,кӏветӏ,bangseme
31,Lippe::N,кӏветӏ,njálmmerabdda
32,Lippe::N,кӏветӏ,bavssa
33,Lippe::N,кӏветӏ,poovsâ
34,Lippe::N,кӏветӏ,põõus
35,Lippe::N,кӏветӏ,пэ̄кс
36,Wange::N,гӏоно,skiehrie
37,Wange::N,гӏоно,nierra
38,Wange::N,гӏоно,muohtu
39,Wange::N,гӏоно,nieṛâ
40,Wange::N,гӏоно,njiõrr
41,Wange::N,гӏоно,нӣрр
42,Gesicht::N,гьумер,ååredæjja
43,Gesicht::N,гьумер,muohto
44,Gesicht::N,гьумер,muođut
45,Gesicht::N,гьумер,ámadadju
46,Gesicht::N,гьумер,muáđuh
47,Gesicht::N,гьумер,muâđ
48,Gesicht::N,гьумер,ка̄ссв
49,Stirn::N,нодо,gaalloe
50,Stirn::N,нодо,gállo
51,Stirn::N,нодо,gállu
52,Stirn::N,нодо,kállu
53,Stirn::N,нодо,käll
54,Stirn::N,нодо,вуэххьц
55,Haar::N,рас,voepte
56,Haar::N,рас,vuoppta
57,Haar::N,рас,vuokta
58,Haar::N,рас,vuop'tâ
59,Haar::N,рас,vuõpt
60,Haar::N,рас,вӯппт
61,Schnurrbart::N,михъ,bijjie-skaavtjoe
62,Schnurrbart::N,михъ,njunjevuolskávttjá
63,Schnurrbart::N,михъ,seamu
64,Schnurrbart::N,михъ,siämu
65,Schnurrbart::N,михъ,ää´bben
66,Schnurrbart::N,михъ,о̄а̄бпан
67,Bart::N,мегеж,skaavtja
68,Bart::N,мегеж,skaavtjoe
69,Bart::N,мегеж,skávttjá
70,Bart::N,мегеж,seamu
71,Bart::N,мегеж,siämu
72,Bart::N,мегеж,seäm
73,Bart::N,мегеж,ся̄м
74,Kinn::N,нилъу,gaejpie
75,Kinn::N,нилъу,gájbbe
76,Kinn::N,нилъу,gáibi
77,Kinn::N,нилъу,käibi
78,Kinn::N,нилъу,käi´bb
79,Kinn::N,нилъу,ка̄ййп
80,Kiefer[Anatomie]::N,чанагъ,gaejpie
81,Kiefer[Anatomie]::N,чанагъ,oalol
82,Kiefer[Anatomie]::N,чанагъ,oaloldákte
83,Kiefer[Anatomie]::N,чанагъ,gáibi
84,Kiefer[Anatomie]::N,чанагъ,uá'lultähti
85,Kiefer[Anatomie]::N,чанагъ,vuâl'lõš
86,Kiefer[Anatomie]::N,чанагъ,вуаллнешш
87,Kehle::N,щекъер,gealoe
88,Kehle::N,щекъер,tjåttå
89,Kehle::N,щекъер,njiello
90,Kehle::N,щекъер,čotta
91,Kehle::N,щекъер,čuudâ
92,Kehle::N,щекъер,čoodd
93,Kehle::N,щекъер,чонт
94,Kehle::N,щекъер,кэ̄ҏс
95,Hals::N,габур,tjeapohke
96,Hals::N,габур,tjiebet
97,Hals::N,габур,čeabet
98,Hals::N,габур,čiäppát
99,Hals::N,габур,čeäppat
100,Hals::N,габур,ча̄пэх
101,Genick::N,гъванща,tjovrese
102,Genick::N,гъванща,nisske
103,Genick::N,гъванща,niehkki
104,Genick::N,гъванща,niski
105,Genick::N,гъванща,niek'ki
106,Genick::N,гъванща,nji´šǩǩmaadd
107,Genick::N,гъванща,нышшькмоант
108,Kopf::N,бетӏер,åejjie
109,Kopf::N,бетӏер,oajvve
110,Kopf::N,бетӏер,oaivi
111,Kopf::N,бетӏер,uái'vi
112,Kopf::N,бетӏер,vuei´vv
113,Kopf::N,бетӏер,вуэййв
114,Rücken::N,мугъ,rudtje
115,Rücken::N,мугъ,hárddo
116,Rücken::N,мугъ,tjavelk
117,Rücken::N,мугъ,sealgi
118,Rücken::N,мугъ,selgi
119,Rücken::N,мугъ,čielgi
120,Rücken::N,мугъ,seä´lǧǧ
121,Rücken::N,мугъ,се̄лльк
122,Bauch::N,чехь,tjåejjie
123,Bauch::N,чехь,tjoajvve
124,Bauch::N,чехь,čoavji
125,Bauch::N,чехь,čuáv'ji
126,Bauch::N,чехь,čåu´jj
127,Bauch::N,чехь,чо̄ввьй
128,Nabel::N,цӏину,naepie
129,Nabel::N,цӏину,náhpe
130,Nabel::N,цӏину,náhpi
131,Nabel::N,цӏину,nääpi
132,Nabel::N,цӏину,nää´pp
133,Nabel::N,цӏину,на̄бпь
134,Busen::N,керен,boenge
135,Busen::N,керен,bållå
136,Busen::N,керен,čižži
137,Busen::N,керен,njamma
138,Busen::N,керен,njižže
139,Busen::N,керен,nje´ǯǯ
140,Busen::N,керен,раннҍт
141,Brust::N,керен,mïelke
142,Brust::N,керен,radde
143,Brust::N,керен,mielgga
144,Brust::N,керен,raddi
145,Brust::N,керен,radde
146,Brust::N,керен,râ´dd
147,Brust::N,керен,раннҍт
148,Schulter::N,гъажазубетӏер,åelkie
149,Schulter::N,гъажазубетӏер,oalgge
150,Schulter::N,гъажазубетӏер,hárdu
151,Schulter::N,гъажазубетӏер,ärdee
152,Schulter::N,гъажазубетӏер,uál'gi
153,Schulter::N,гъажазубетӏер,a´rddi
154,Schulter::N,гъажазубетӏер,vuä´lǧǧ
155,Schulter::N,гъажазубетӏер,вуэллык
156,Arm::N,гъеж,gïete
157,Arm::N,гъеж,giehta
158,Arm::N,гъеж,giehta
159,Arm::N,гъеж,kietâ
160,Arm::N,гъеж,kie'tâkaaṿâ
161,Arm::N,гъеж,ǩiõtt
162,Arm::N,гъеж,кӣдт
163,Ellenbogen::N,гӏункӏрукь,gernjere
164,Ellenbogen::N,гӏункӏрукь,garŋŋel
165,Ellenbogen::N,гӏункӏрукь,gargŋil
166,Ellenbogen::N,гӏункӏрукь,käŋŋir
167,Ellenbogen::N,гӏункӏрукь,kõõnjâr
168,Ellenbogen::N,гӏункӏрукь,карьнэль
169,Hand::N,квер,gïete
170,Hand::N,квер,giehta
171,Hand::N,квер,giehta
172,Hand::N,квер,kietâ
173,Hand::N,квер,ǩiõtt
174,Hand::N,квер,кӣдт
175,Handfläche::N,огъохъат,gïeten-låapoe
176,Handfläche::N,огъохъат,giehtavuodo
177,Handfläche::N,огъохъат,tjårmmåvuodo
178,Handfläche::N,огъохъат,giehtaloahpu
179,Handfläche::N,огъохъат,kiämád
180,Handfläche::N,огъохъат,kuámmir
181,Handfläche::N,огъохъат,kuä´m'mer
182,Handfläche::N,огъохъат,ǩiõttǩeä´m'men
183,Handfläche::N,огъохъат,ко̄а̄ллдэгк
184,Handfläche::N,огъохъат,кӣдткоалдэгк
185,Handfläche::N,жанисахъат,gïeten-låapoe
186,Handfläche::N,жанисахъат,giehtavuodo
187,Handfläche::N,жанисахъат,tjårmmåvuodo
188,Handfläche::N,жанисахъат,giehtaloahpu
189,Handfläche::N,жанисахъат,kiämád
190,Handfläche::N,жанисахъат,kuámmir
191,Handfläche::N,жанисахъат,kuä´m'mer
192,Handfläche::N,жанисахъат,ǩiõttǩeä´m'men
193,Handfläche::N,жанисахъат,ко̄а̄ллдэгк
194,Handfläche::N,жанисахъат,кӣдткоалдэгк
195,Finger::N,килищ,soerme
196,Finger::N,килищ,tjuvdde
197,Finger::N,килищ,suorbma
198,Finger::N,килищ,čuvde
199,Finger::N,килищ,suor'mâ
200,Finger::N,килищ,suõrmm
201,Finger::N,килищ,це̄ххп
202,Fingernagel::N,малъ,gadtse
203,Fingernagel::N,малъ,guehpere
204,Fingernagel::N,малъ,gadtsa
205,Fingernagel::N,малъ,gazza
206,Fingernagel::N,малъ,kozzâ
207,Fingernagel::N,малъ,kõʒʒ
208,Fingernagel::N,малъ,кэ̄ннц
209,Nagel[Anatomie]::N,малъ,gadtse
210,Nagel[Anatomie]::N,малъ,guehpere
211,Nagel[Anatomie]::N,малъ,gadtsa
212,Nagel[Anatomie]::N,малъ,gazza
213,Nagel[Anatomie]::N,малъ,kozzâ
214,Nagel[Anatomie]::N,малъ,kõʒʒ
215,Nagel[Anatomie]::N,малъ,кэ̄ннц
216,Zeh::N,килищ,tjiehtjere
217,Zeh::N,килищ,juolggetjuvdde
218,Zeh::N,килищ,juolgesuorbma
219,Zeh::N,килищ,jyel'gisuor'mâ
220,Zeh::N,килищ,jue´lǧǧsuõrmm
221,Zeh::N,килищ,ю̄лльк-це̄һп
222,Fuß::N,хӏетӏ,juelkie
223,Fuß::N,хӏетӏ,juolgge
224,Fuß::N,хӏетӏ,juolgi
225,Fuß::N,хӏетӏ,jyel'gi
226,Fuß::N,хӏетӏ,jue´lǧǧ
227,Fuß::N,хӏетӏ,ла̄бпь
228,Fuß::N,хӏетӏе,juelkie
229,Fuß::N,хӏетӏе,juolgge
230,Fuß::N,хӏетӏе,juolgi
231,Fuß::N,хӏетӏе,jyel'gi
232,Fuß::N,хӏетӏе,jue´lǧǧ
233,Fuß::N,хӏетӏе,ла̄бпь
234,Ferse::N,эгъе,båetskie
235,Ferse::N,эгъе,boasske
236,Ferse::N,эгъе,šušmi
237,Ferse::N,эгъе,šušme
238,Ferse::N,эгъе,jue´lǧǧkädd
239,Ferse::N,эгъе,ка̄ннт
240,Knie::N,наку,boelve
241,Knie::N,наку,buolvva
242,Knie::N,наку,čibbi
243,Knie::N,наку,veaŋki
244,Knie::N,наку,iidâ
245,Knie::N,наку,puõlvv
246,Knie::N,наку,пуллв
247,Oberschenkel::N,мачӏ,ruaksja
248,Oberschenkel::N,мачӏ,tjibbe
249,Oberschenkel::N,мачӏ,gassaváhkká
250,Oberschenkel::N,мачӏ,badjeváhkáa
251,Oberschenkel::N,мачӏ,čuár'bpeeḷi
252,Oberschenkel::N,мачӏ,če´bb
253,Oberschenkel::N,мачӏ,чуаррбе̄лль
254,Bein::N,бох,juelkie
255,Bein::N,бох,juolgge
256,Bein::N,бох,juolgi
257,Bein::N,бох,jyel'gi
258,Bein::N,бох,jue´lǧǧ
259,Bein::N,бох,ю̄лльк
260,Körper::N,къаркъала,kråahpe
261,Körper::N,къаркъала,rumáj
262,Körper::N,къаркъала,rumaš
263,Körper::N,къаркъала,ruumâš
264,Körper::N,къаркъала,rå´pp
265,Körper::N,къаркъала,лышшьк
266,Körper::N,къаркъала,роаӈӈьк
267,Haut::N,тӏом,njaltja
268,Haut::N,тӏом,lijkke
269,Haut::N,тӏом,tjuobma
270,Haut::N,тӏом,liiki
271,Haut::N,тӏом,liške
272,Haut::N,тӏом,le´šǩǩ
273,Haut::N,тӏом,лышшьк
274,Blut::N,би,vïrre
275,Blut::N,би,maelie
276,Blut::N,би,varra
277,Blut::N,би,varra
278,Blut::N,би,vorrâ
279,Blut::N,би,võrr
280,Blut::N,би,вэ̄рр
281,Ader::N,бидурихь,åerie
282,Ader::N,бидурихь,aajroe
283,Ader::N,бидурихь,suodna
284,Ader::N,бидурихь,varrasuotna
285,Ader::N,бидурихь,suoṇâ
286,Ader::N,бидурихь,suõnn
287,Ader::N,бидурихь,сӯнн
288,Knochen::N,ракьа,måara
289,Knochen::N,ракьа,måaroe
290,Knochen::N,ракьа,dákte
291,Knochen::N,ракьа,dákti
292,Knochen::N,ракьа,tähti
293,Knochen::N,ракьа,tä´htt
294,Knochen::N,ракьа,та̄ххт
295,Knochen::N,ракьа,та̄ффьт
296,Gehirn::N,гӏадалнах,aajla
297,Gehirn::N,гӏадалнах,vuojŋam
298,Gehirn::N,гӏадалнах,vuoigŋašat
299,Gehirn::N,гӏадалнах,vuoi'ŋâšeh
300,Gehirn::N,гӏадалнах,vuo'ivâšneh
301,Gehirn::N,гӏадалнах,vuõivâšn
302,Gehirn::N,гӏадалнах,вуэййвэшна
303,Herz::N,ракӏ,vaajmoe
304,Herz::N,ракӏ,tsåhke
305,Herz::N,ракӏ,váibmu
306,Herz::N,ракӏ,váimu
307,Herz::N,ракӏ,čââ´đ
308,Herz::N,ракӏ,кӯттҌк
309,Magen::N,кванирукъ,tjåejjie
310,Magen::N,кванирукъ,tjoajvve
311,Magen::N,кванирукъ,čoavji
312,Magen::N,кванирукъ,čuáv'ji
313,Magen::N,кванирукъ,čåu´jj
314,Magen::N,кванирукъ,чо̄ввьй
315,Leber::N,тӏул,mueksie
316,Leber::N,тӏул,librre
317,Leber::N,тӏул,vuoivvas
318,Leber::N,тӏул,vuoivâs
319,Leber::N,тӏул,vuõivâs
320,Leber::N,тӏул,вуйвас
321,Atem::N,хӏухь,voejngehtasse
322,Atem::N,хӏухь,båssånis
323,Atem::N,хӏухь,vuojŋadahka
324,Atem::N,хӏухь,vuoiŋŋahat
325,Atem::N,хӏухь,vuo'iŋâstim
326,Atem::N,хӏухь,jiõg'g
327,Atem::N,хӏухь,вӯйнас
328,Atem::N,хӏухь,вӯййнмушш
329,Hunger::N,ракъи,nielkie
330,Hunger::N,ракъи,nielgge
331,Hunger::N,ракъи,nealgi
332,Hunger::N,ракъи,nelgi
333,Hunger::N,ракъи,neä´lǧǧ
334,Hunger::N,ракъи,не̄лльк
335,Träne::N,магӏу,gïknjele
336,Träne::N,магӏу,ganjál
337,Träne::N,магӏу,ganjal
338,Träne::N,магӏу,koonjâl
339,Träne::N,магӏу,kõõnjâl
340,Träne::N,магӏу,кэ̄нял
341,Geschmack::N,тату,aelmie
342,Geschmack::N,тату,muosse
343,Geschmack::N,тату,smáhkka
344,Geschmack::N,тату,máhku
345,Geschmack::N,тату,smáhkka
346,Geschmack::N,тату,mááhu
347,Geschmack::N,тату,smakkâ
348,Geschmack::N,тату,njõõd
349,Geschmack::N,тату,smääkk
350,Geschmack::N,тату,ня̄лльк
351,Geruch::N,махӏ,haaje
352,Geruch::N,махӏ,habjja
353,Geruch::N,махӏ,hádja
354,Geruch::N,махӏ,opsâ
355,Geruch::N,махӏ,haajâ
356,Geruch::N,махӏ,õpss
357,Geruch::N,махӏ,haajj
358,Geruch::N,махӏ,апс
359,Geruch::N,махӏ,лэ̄гк
360,Schlaf::N,макьу,nahkerh
361,Schlaf::N,макьу,nager
362,Schlaf::N,макьу,oados
363,Schlaf::N,макьу,nagir
364,Schlaf::N,макьу,naṿer
365,Schlaf::N,макьу,nââ´er
366,Schlaf::N,макьу,нагерь
367,Traum::N,макьу,nahkere
368,Traum::N,макьу,niehko
369,Traum::N,макьу,niehku
370,Traum::N,макьу,naṿer
371,Traum::N,макьу,nââ´er
372,Traum::N,макьу,нагерь
373,Himmel::N,зоб,elmie
374,Himmel::N,зоб,almme
375,Himmel::N,зоб,albmi
376,Himmel::N,зоб,alme
377,Himmel::N,зоб,â´lmm
