,Concept_ID,ca,mrj
780,hierhin::ADV,per aquí,тишкӹ
781,von hier::ADV,des d'aquí,тишец
782,von hier::ADV,des d'aquí,тишецӹн
783,dort::ADV,allí,тӹштӹ
784,dorthin::ADV,hi,тӹшкӹ
785,dorthin::ADV,hi,тӹшкӹлӓ
786,geradeaus::ADV,tot dret,вик
787,geradeaus::ADV,tot dret,тура
788,vorwärts::ADV,endavānt,анзыкы
789,rückwärts::ADV,endarrera,мӹнгеш
790,zurück::ADV,darrere,мӹнгеш
791,unten::ADV,a baix,ӱлнӹ
792,unten::ADV,a baix,лӹвӓлнӹ
793,hinab::ADV,cap avall,ӱлӹкӹ
794,hinab::ADV,cap avall,лӹвӓкӹ
795,oben::ADV,dalt,вӹлнӹ
796,hinauf::ADV,cap amunt,кӱшкӹлӓ
797,hinauf::ADV,cap amunt,кӱш
798,überall::ADV,pertot,йӹлт
799,überall::ADV,pertot,цилӓ вӓре
800,überall::ADV,per tot arreu,йӹлт
801,überall::ADV,per tot arreu,цилӓ вӓре
802,nicht::ADV,no,уке
803,ein wenig::ADV,una mica,изиш
804,ein wenig::ADV,una mica,иклаштык
805,kaum::ADV,a penes,цылик
806,kaum::ADV,a penes,чучок-чучок
807,sehr::ADV,molt,чоте
808,so::ADV,així,тенге
809,so::ADV,així,тенгелӓ
810,noch::ADV,encara,мол
811,noch::ADV,encara,моло
812,nur::ADV,només,веле
813,schon::ADV,ja,уже
814,schon::ADV,ja,ӹнде
815,wieder::ADV,de nou,уэш
816,vergebens::ADV,en va,зря
817,vergebens::ADV,en va,ӹзрӓ
818,vergebens::ADV,en va,ӹзӹрӓ
819,vor::PRP,davānt,анзыц
820,vor::PRP,davānt,анзыцын
821,vor::PRP,enfront de,анзыц
822,vor::PRP,enfront de,анзыцын
823,hinter::PRP,darrera,шайылан
824,hinter::PRP,darrera,шайылный
825,unter::PRP,sota,лӹвӓкӹ
826,durch::PRP,per,вашт
827,neben::PRP,al costāt de,сага
828,zwischen::PRP,entre,лош
829,zwischen::PRP,entre,лошкы
830,wegen::PRP,a causa de,мычыц
831,dies::PRN,aquest,тидӹ
832,dies::PRN,aquest,ти
833,das::PRN,això,тидӹ
834,das::PRN,això,ти
835,alles::PRN,tot,цилӓ
836,ich::PRN,jo,мый
837,du::PRN,tu,тӹнь
838,er::PRN,ell,тӹдӹ
839,wir::PRN,nosaltres,мӓ
840,ihr::PRN,vosaltres,вӓ
841,sie::PRN,ells,нӹнӹ
842,sie::PRN,elles,нӹнӹ
843,was::FPRN,què,ма
844,wer::FPRN,qui,кӱ
845,wo::FADV,on,кышан
846,wo::FADV,on,кыштакен
847,wohin::FADV,cap a on,кышкы
848,wie::FADV,com,кыце
849,warum::FADV,per què,малын
850,wieviel::FNUM,quant,кынар
851,wieviel::FNUM,quant,кынары
852,wieviel::FNUM,quant,кынаркы
853,eins::NUM,u,иктӹ
854,eins::NUM,u,иктӹт
855,zwei::NUM,dos,кок
856,zwei::NUM,dos,кокты
857,drei::NUM,tres,кым
858,drei::NUM,tres,кымыт
859,vier::NUM,quatre,нӹл
860,fünf::NUM,cinc,вӹц
861,sechs::NUM,sis,куд
862,sechs::NUM,sis,кудытмозн
863,sieben::NUM,set,шӹм
864,sieben::NUM,set,шӹмӹт
865,acht::NUM,vuit,кӓндӓкш
866,acht::NUM,vuit,кӓндӓкшӹ
867,neun::NUM,nou,ӹндекшшӱдӹ
868,zehn::NUM,deu,лу
869,elf::NUM,onze,луатик
870,elf::NUM,onze,луатиктӹ
871,zwölf::NUM,dotze,луаткок
872,zwölf::NUM,dotze,луаткокты
873,zwanzig::NUM,vint,коклы
874,dreißig::NUM,trenta,кымлы
875,vierzig::NUM,quaranta,нӹллӹ
876,fünfzig::NUM,cinquanta,вӹцлӹ
877,sechzig::NUM,seixanta,кудлу
878,siebzig::NUM,setanta,шӹмлу
879,achtzig::NUM,vuitanta,кӓндӓкшлу
880,neunzig::NUM,noranta,ӹндекшлу
881,hundert::NUM,cent,шӱдӹ
882,tausend::NUM,mil,тӹжем
883,und::CNJ,i,дöн
884,oder::CNJ,o,льывы
885,stehen::V,estar de peu,шалшаг
886,sitzen::V,seure,шӹнзӓш
887,liegen::V,jeure,киӓш
888,hängen::V,penjar,кечӓш
889,werden::V,fer-se,шагалаш
890,werden::V,posar-se,шагалаш
891,passieren::V,succeir,ӹштӓ́лтӓш
892,beginnen::V,iniciar-se,тӹнгӓлӓлтӓш
893,enden::V,acabar-se,пӹтӓш
894,enden::V,terminar-se,пӹтӓш
895,wechseln::V,canviar,весемӓш
896,wechseln::V,canviar,весемӓлтӓш
897,aufgehen[Sonne]::V,sortir,авараш
898,untergehen[Sonne]::V,posar-se,шӹ́нзӓш
899,scheinen[Sonne]::V,brillar,сотемдӓрӓш
900,donnern::V,tronar,хӹдӹртӓш
901,wehen::V,bufar,ӹфӹлӓш
902,strömen::V,afluir,йогащ
903,fließen::V,fluir,йогащ
904,sich drehen::V,girar,пöрдӓш
905,schwanken::V,vacil·lar,лыпшалташ
906,schwingen::V,oscil·lar,кӓчӓйӓш
907,fallen::V,caure,кенвазаш
908,fallen::V,caure,шынгалташ
909,fallen::V,tombar,кенвазаш
910,fallen::V,tombar,шынгалташ
911,brennen::V,cremar,йылаш
912,rauchen::V,fumejar,шыпшаш
913,regnen::V,ploure,юраш
914,gefrieren::V,gelar-se,гӓш
915,gefrieren::V,gelar-se,кӹлмаш
916,tauen::V,fondre's,шылаш
917,schmelzen::V,fondre's,шӹрӓнӓш
918,trocknen::V,assecar-se,кошкаш
919,sieden::V,bullir,шолаш
920,faulen::V,podrir-se,шӱӓш
921,verfaulen::V,podrir-se,йӓнгӓрӓлтӓш
922,reißen::V,trencar-se,кышкедӓлтӓш
923,versinken::V,enfonsar-se,ва́лаш
924,vergehen::V,passar,эртӓш
925,erscheinen::V,aparèixer,каяш
926,verschwinden::V,desaparèixer,ямаш
927,sinken::V,baixar,пычаш
928,sinken::V,descendir,пычаш
929,abnehmen::V,decréixer,чӹдемӓш
930,abnehmen::V,decréixer,кöтӹргӓш
931,zunehmen::V,augmentar,когоэмӓш
932,steigen::V,pujar,лӱлта́лташ
933,wachsen::V,créixer,кушкаш
934,glänzen::V,brillar,йӹлгӹжӓш
935,glänzen::V,resplendir,йӹлгӹжӓш
936,funkeln::V,espurnejar,валгалташ
937,lärmen::V,fer soroll,юкланаш
938,läuten::V,sonar,цоргаш
939,klingeln::V,trucar,цоргаш
940,klirren::V,dringar,цонгырталгаш
941,brausen::V,rugir,ышдымыла́наш
942,rauschen::V,murmurar,шу́жгаш
943,klingen::V,sonar,йо́нгаш
944,bellen::V,lladrar,опташ
945,heulen::V,udolar,урмыжаш
946,blasen::V,bufar,ӹфӹлӓш
947,pfeifen::V,xiular,ши́шкаш
948,schreien::V,cridar,уташ
949,schreien::V,cridar,саслаш
950,schreien::V,cridar,варгынзаш
951,stöhnen::V,gemegar,ӹнгӹрӓш
952,zittern::V,tremolar,цӹтӹрӓш
953,leben::V,vīure,ӹлӓш
954,geboren werden::V,néixer,шачаш
955,atmen::V,respirar,шӱлӓш
956,trinken::V,beure,йӱӓш
957,essen::V,menjar,качкаш
958,schlucken::V,empassar-se,нелӓш
959,müde werden::V,cansar-se,янгылаш
960,einschlafen::V,adormir-se,амален кеӓш
961,schlafen::V,dormir,амалаш
962,aufwachen::V,despertar-se,понгыжалташ
963,aufstehen::V,llevar-se,кӹньӹл шагалаш
964,sich erholen::V,descansar,кӓнаш
965,krank werden::V,posar-se malalt,церлӓнен вазаш
966,krank sein::V,estar malalt,церлӓнӓш
967,krank sein::V,estar malalt,ясланаш
968,krank sein::V,estar malalt,ясыланаш
969,schmerzen::V,doldre,каршташ
970,husten::V,tossir,кахыраш
971,genesen::V,recuperar-se,паремӓш
972,genesen::V,recuperar-se,тöрлӓнӓш
973,sterben::V,morir,вазын колаш
974,umkommen::V,perir,пӹтӓш
975,sich bewegen::V,moure's,кашташ
976,sich rühren::V,moure's,тӓрвӓнӓш
977,sich erheben::V,aixecar-se,кӹньӹлӓш
978,sich setzen::V,asseure's,шӹнзӓш
979,hinfallen::V,caure's,кенвазаш
980,hinfallen::V,caure's,шынгалташ
981,laufen::V,caminar,кашташ
982,schreiten::V,procedir,ашкедӓш
983,spazierengehen::V,passejar,мадын кашташ
984,eilen::V,anar corrent,вӓшкӓш
985,sich beeilen::V,afanyar-se,вӓшкӓш
986,sich beeilen::V,afanyar-se,талашаш
987,sausen::V,córrer,хойхаланаш
988,sausen::V,córrer,хояш
989,rennen::V,córrer,кыргыжаш
990,springen::V,saltar,тӹршештӓш
991,klettern::V,escalar,ку́заш
992,schaukeln::V,gronxar-se,лыпшалташ
993,schaukeln::V,balancejar-se,лыпшалташ
994,kriechen::V,reptar,авалянаш
995,kriechen::V,reptar,ньыжиклӓш
996,kriechen::V,arrossegar-se,авалянаш
997,kriechen::V,arrossegar-se,ньыжиклӓш
998,schwimmen::V,nadar,илӓш
999,tauchen::V,bussejar,цымаш
1000,tauchen::V,submergir-se,цымаш
1001,rudern::V,remar,шуалташ
1002,fahren::V,anar,кеӓш
1003,fliegen::V,volar,чонгештӓш
1004,gehen::V,caminar,кеӓш
1005,weggehen::V,anar-se'n,кеӓш
1006,abfahren::V,partir,кеӓш
1007,anhalten::V,aturar-se,цӓрнӓш
1008,hineingehen::V,entrar,пыраш
1009,eintreten::V,entrar,пыраш
1010,kommen::V,venir,толаш
1011,ankommen::V,arribar,шоаш
1012,zurückkommen::V,tornar,пöртӹлӓш
1013,bleiben::V,quedar-se,кодаш
1014,warten::V,esperar,вычаш
1015,erwarten::V,esperar,вычаш
1016,suchen::V,buscar,кӹчӓлӓш
1017,finden::V,trobar,моаш
1018,versuchen::V,intentar,путаяш
1019,versuchen::V,intentar,цацаш
1020,vorbereiten::V,preparar,поспейӹктӓш
1021,lieben::V,estimar,яраташ
1022,mögen::V,agradar a,яраташ
1023,lachen::V,riure,ваштылаш
1024,rühren::V,commoure,тӓрвӓтӓш
1025,rühren::V,emocionar,тӓрвӓтӓш
1026,weinen::V,plorar,мӓгӹрӓш
1027,schimpfen::V,renyar,свырседӓлӓш
1028,sich ärgern::V,enfadar-se,шӹдешкӓш
1029,sich fürchten::V,tenir por,лӱдӓш
1030,fürchten::V,témer,лӱдӓш
1031,fliehen::V,fugir,кыргыжаш
1032,flüchten::V,refugiar-se,кыргыж шӹлӓш
1033,sehen::V,veure,ужаш
1034,anschauen::V,mirar,анжалаш
1035,ansehen::V,mirar,анжаш
1036,hören::V,oir,колаш
1037,zuhören::V,escoltar,колышташ
1038,probieren::V,provar,тотештӓш
1039,probieren::V,provar,подыл анжаш
1040,riechen::V,olorar,ӱпшӹнзӓш
1041,fühlen::V,sentīr,шижӓш
1042,scheinen::V,semblar,каяш
1043,zu sehen sein::V,poder-se veure,каяш
1044,vernehmen::V,percebre,колын колташ
1045,frieren::V,tenir fred,кӹлмаш
1046,frieren::V,tenir fred,тӹнгӹргӓш
1047,tun::V,fer,ӹштӓш
1048,können::V,poder,кердӓш
1049,wollen::V,voler,жалаяш
1050,anfangen::V,iniciar,тӹнгӓлӓш
1051,beenden::V,acabar,пӹтӓрӓш
1052,aufhören::V,deixar,цӓрнӓш
1053,gelingen::V,sortir bé,цӓш лиӓш
1054,geraten::V,sortir,лиӓш
1055,öffnen::V,obrir,пачаш
1056,schließen::V,tancar,чӱчӓш
1057,stellen::V,posar,шӹндӓш
1058,stellen::V,col·locar,шӹндӓш
1059,setzen::V,assentar,шӹндӓш
1060,legen::V,posar,опташ
1061,legen::V,posar,пиштӓш
1062,berühren::V,tocar,тӹкӓлӓш
1063,verbinden::V,unir,пидӓш
1064,verbinden::V,connectar,пидӓш
1065,bedecken::V,tapar,леведӓш
1066,bedecken::V,cobrir,леведӓш
1067,aufhängen::V,penjar,сӓкӓш
1068,anzünden::V,encendre,чӱктӓш
1069,aufheben::V,aixecar,кузыкташ
1070,zurücklassen::V,deixar,кодаш
1071,verlieren::V,pērdre,ямдаш
1072,fallen lassen::V,deixar caure,кенвацтараш
1073,machen::V,fer,ӹштӓш
1074,herstellen::V,producir,йӓмдӹлӓш
1075,bauen::V,construir,ӹштӓш
1076,reparieren::V,reparar,чиняш
1077,reparieren::V,reparar,алалаш
1078,verbessern::V,millorar,яжоэмден шӹндӓш
1079,ändern::V,canviar,вашталташ
1080,graben::V,cavar,капаяш
1081,beugen::V,doblegar,лывырташ
1082,beugen::V,doblegar,каклярташ
1083,biegen::V,corbar,лывырташ
1084,biegen::V,arquejar,лывырташ
1085,drehen::V,girar,сӓрӓш
1086,drehen::V,girar,сӓрӹкӓлӓш
1087,wenden::V,girar,сӓрӓлӓш
1088,umdrehen::V,voltar,сӓрӓлӓш
1089,heben::V,pujar,лӱктӓш
1090,heben::V,aixecar,лӱктӓш
1091,hochheben::V,aixecar,кузыкташ
1092,ergreifen::V,agafar,хватяш
1093,halten::V,mantenir,кычаш
1094,drücken::V,prémer,темдӓш
1095,drücken::V,estrènyer,темдӓш
1096,schieben::V,empènyer,шӹкӓш
1097,kratzen::V,raspar,нӹжӓш
1098,lecken::V,llepar,нылаш
1099,beißen::V,mossegar,пыралаш
1100,abreißen::V,arrencar,кӹрӓш
1101,abreißen::V,arrencar,кышкед нӓлӓш
1102,abschneiden::V,tallar,шулаш
1103,abschneiden::V,tallar,лаштыклаш
1104,binden::V,lligar,пидӓш
1105,stecken::V,ficar,шыралаш
1106,brechen::V,trencar,тодылаш
1107,brechen::V,trencar,пыдырташ
1108,klopfen::V,trucar,рушткаш
1109,hauen::V,picar,шелӹштӓш
1110,hauen::V,colpejar,шелӹштӓш
1111,kleben::V,enganxar,клейӓш
1112,reiben::V,fregar,нӹжӓш
1113,streichen::V,untar,шӹрӓш
1114,schleifen::V,afilar,шымаш
1115,schleifen::V,esmolar,шымаш
1116,schneiden::V,tallar,пӹчкӓш
1117,rütteln::V,sacsejar,мыльгыкташ
1118,schütteln::V,agitar,цӹтӹртӓш
1119,schütteln::V,agitar,мыльгыкташ
1120,schütteln::V,sacsejar,цӹтӹртӓш
1121,schütteln::V,sacsejar,мыльгыкташ
1122,schwenken::V,agitar,машыяш
1123,schütten::V,abocar,опталаш
1124,füllen::V,omplir,темӓш
1125,einwickeln::V,embolicar,пӹтӹрӓ́лӓш
1126,tragen::V,dur,намалаш
1127,tragen::V,portar,намалаш
1128,schleppen::V,arrossegar,шӹдӹрӓш
1129,ziehen::V,tirar,шыпшаш
1130,ziehen::V,estirar,шыпшаш
1131,aufbewahren::V,conservar,перегӓш
1132,werfen::V,llançar,кӹшкӓш
1133,fangen::V,agafar,кычаш
1134,fangen::V,atrapar,кычаш
1135,packen::V,engrapar,хватяш
1136,verstecken::V,amagar,шӹлтӓш
1137,teilen::V,dividir,пайылаш
1138,schicken::V,enviar,колташ
1139,bringen::V,portar,кандаш
1140,hinzufügen::V,afegir,
1141,bekommen::V,obtenir,лыкташ
1142,erhalten::V,rebre,получаяш
1143,nehmen::V,prendre,налаш
1144,wählen::V,triar,айыраш
1145,wählen::V,elegir,айыраш
1146,auswählen::V,escollir,айыраш
1147,auswählen::V,seleccionar,айыраш
1148,bewahren::V,conservar,перегӓш
1149,behindern::V,impedir,мешӓйӓш
1150,behindern::V,obstaculitzar,мешӓйӓш
1151,verderben::V,espatllar,портяш
1152,beschädigen::V,danyar,шушырташ
1153,beschädigen::V,destrossar,шушырташ
1154,zerbrechen::V,trencar,пыдырташ
1155,zerreißen::V,estripar,кӹрӓш
1156,zerstören::V,destruir,шӓлӓтӓш
1157,verbrennen::V,cremar,йылаташ
1158,verbrennen::V,cremar,йылалташ
1159,geben::V,donar,пуаш
1160,reichen::V,passar,пуаш
1161,schenken::V,regalar,подараш
1162,versprechen::V,prometre,сöрӓш
1163,wünschen::V,desitjar,жалаяш
1164,loben::V,elogiar,хваляш
1165,küssen::V,fer un petó a,шышшалаш
1166,wiegen::V,bressolar,лӱнгӓлтӓш
1167,zudecken::V,tapar,пиштӓш
1168,zudecken::V,cobrir,пиштӓш
1169,wecken::V,despertar,понгыжалтараш
1170,zeigen::V,mostrar,анжыкташ
1171,zeigen::V,ensenyar,анжыкташ
1172,führen::V,guiar,видӓш
1173,führen::V,conduir,видӓш
1174,lehren::V,ensenyar,тымдаш
1175,unterrichten::V,ensenyar,тымдаш
1176,aufziehen::V,criar,кушташ
1177,leiten::V,dirigir,видӓш
1178,leiten::V,dirigir,вуйлаташ
1179,leiten::V,dirigir,вуйлалташ
1180,antreiben::V,impel·lir,талаштараш
1181,lassen::V,fer,-ыкт
1182,einladen::V,invitar,ӱжӓш
1183,einladen::V,convidar,ӱжӓш
1184,vereinigen::V,unir,иктештӓш
1185,besuchen::V,visitar,толаш
1186,besuchen::V,anar a veure,толаш
1187,treffen::V,trobar,вӓшлиӓш
1188,treffen::V,trobar,вӓшлиӓлтӓш
1189,sich versammeln::V,reunir-se,цымыргаш
1190,spielen::V,jugar,мадаш
1191,singen::V,cantār,мыраш
1192,tanzen::V,ballar,кушташ
1193,sich trennen::V,separar-se,айырлаш
1194,verlassen::V,deixar,шуаш
1195,verlassen::V,abandonar,шуаш
1196,retten::V,salvar,ытараш
1197,bewachen::V,vigilar,оролаш
1198,schützen::V,protegir,перегӓш
1199,verteidigen::V,defensar,перегӓш
1200,sich schlagen::V,barallar-se,шидӓлӓш
1201,sich schlagen::V,barallar-se,шиэдӓлӓш
1202,schießen::V,tirar,лӱӓш
1203,schießen::V,disparar,лӱӓш
1204,siegen::V,vèncer,сӹнгӓш
1205,ärgern::V,enfadar,шӹдештӓрӓш
1206,schlagen::V,pegar,пӓрен колташ
1207,schlagen::V,pegar,хӹрӹктен колташ
1208,schlagen::V,colpejar,пӓрен колташ
1209,schlagen::V,colpejar,хӹрӹктен колташ
1210,treten::V,donar un cop de peu a,чымаш
1211,stechen::V,punxar,пышкылаш
1212,stechen::V,apunyalar,пышкылаш
1213,stoßen::V,empènyer,шыркедӓш
1214,stehlen::V,robar,шолышт толаш
1215,stören::V,molestar,ӓрештӹлӓш
1216,belästigen::V,importunar,кӓньӹсӹрлӓндӓрӓш
1217,belästigen::V,importunar,шытырланыкташ
1218,verbergen::V,amagar,шӹлтӓш
1219,verbergen::V,ocultar,шӹлтӓш
1220,täuschen::V,enganyar,алталаш
1221,täuschen::V,enganyar,аталаш
1222,betrügen::V,estafar,мошеньӹчӓйӓш
1223,töten::V,matar,пуштын шуаш
1224,wohnen::V,vīure,ӹлӓш
1225,wohnen::V,habitar,ӹлӓш
1226,arbeiten::V,treballar,пӓшӓлӓш
1227,arbeiten::V,treballar,ровотаяш
1228,sammeln::V,col·leccionar,погаш
1229,pflücken::V,collir,кӹрӓш
1230,jagen::V,caçar,охотничӓйӓш
1231,fischen::V,pescar,кол кычаш
1232,fassen::V,atrapar,кычаш
1233,hüten::V,pasturar,кӹтӓш
1234,treiben::V,arriar,шуруяш
1235,anbinden::V,lligar,ялшташ
1236,anbinden::V,lligar,ялышташ
1237,füttern::V,donar menjar a,пукшаш
1238,melken::V,munyir,шыпшылаш
1239,hacken::V,picar,роаш
1240,hacken::V,tallar,роаш
1241,gießen::V,regar,шӓвӓш
1242,reifen::V,madurar,кӱӓш
1243,reifen::V,madurar,поспейӓш
1244,zubereiten::V,preparar,йӓмдӹлӓш
1245,kochen::V,coure,шолташ
1246,backen::V,coure al forn,кӱктӓш
1247,braten::V,rostir,жӓрӓш
1248,umrühren::V,remenar,намалаш
1249,stricken::V,tricotar,пидӓш
1250,stricken::V,fer punt de mitja,пидӓш
1251,nähen::V,cosir,ыргаш
1252,färben::V,tenyir,пидӓш
1253,reinigen::V,netejar,чиӓлтӓш
1254,waschen::V,rentār,мышкаш
1255,abwischen::V,eixugar,ӹштӓш
1256,spülen::V,esbandir,шӱӓлтӓш
1257,fegen::V,escombrar,ӹштӓш
1258,kehren::V,escombrar,ӹштӓш
1259,baden::V,banyar-se,нӱштӹлӓш
1260,sich waschen::V,rentār-se,мышкылташ
1261,ausziehen::V,treure's,кыдашаш
1262,anziehen::V,posar-se,чиӓш
1263,sich anziehen::V,vestir-se,чиӓш
1264,kämmen::V,pentinar,шерӓш
1265,schmücken::V,adornar,цеверемдӓш
1266,sagen::V,dir,манаш
1267,sagen::V,dir,келесӓш
1268,sprechen::V,parlar,манаш
1269,reden::V,parlar,шайышташ
1270,sich unterhalten::V,conversar,хытыраш
1271,sich unterhalten::V,conversar,хытыргаш
1272,fragen::V,preguntar,ядаш
1273,bitten::V,demanar,ядаш
1274,erzählen::V,contar,келесӓш
1275,erzählen::V,explicar,келесӓш
1276,mitteilen::V,comunicar,попаш
1277,mitteilen::V,comunicar,увертӓш
1278,mitteilen::V,comunicar,увертӓрӓш
1279,nennen::V,nomenar,лӹмдӓш
1280,rufen::V,cridar,ӱжӓш
1281,prahlen::V,lloar-se,хайзаш
1282,prahlen::V,lloar-se,шаргаланаш
1283,prahlen::V,jactar-se,хайзаш
1284,prahlen::V,jactar-se,шаргаланаш
1285,übersetzen::V,traduir,вашташ
1286,denken::V,pensar,машанаш
1287,glauben::V,creure,ӹнянӓш
1288,bemerken::V,notar,цаклаш
1289,erkennen::V,reconèixer,пӓлӓш
1290,begreifen::V,comprendre,ынгылаш
1291,verstehen::V,entendre,ынгылаш
1292,lernen::V,aprendre,тыменяш
1293,wissen::V,saber,пӓлӓш
1294,sich erinnern an::V,recordar,ышештӓрӓш
1295,vergessen::V,oblidar,монден кодаш
1296,messen::V,mesurar,висӓш
1297,zählen::V,comptar,шотаяш
1298,rechnen::V,calcular,шотаяш
1299,lesen::V,llegir,лыдаш
1300,malen::V,pintar,рисуяш
1301,zeichnen::V,dibuixar,ыдырка́лаш
1302,schreiben::V,escrīure,вазаш
1303,besitzen::V,posseir,кы́чаш
1304,kaufen::V,comprar,нӓлӓш
1305,verkaufen::V,vendre,выжалаш
1306,bezahlen::V,pagar,тӱлӓш
1307,zahlen::V,pagar per,тӱлӓш
1308,beherrschen::V,dominar,кы́чаш
1309,ertragen::V,aguantar,цӹтӓш
