,Concept_ID,hr,av
773,geschickt::A,vješt,махщел бугев
774,lieb::A,drag,гӏазизаб
775,lustig::A,veseo,кепаб
776,sanft::A,blag,хӏалимаб
777,sanft::A,blag,хӏере́наб
778,hungrig::A,gladan,бакъараб
779,krank::A,bolestan,щокъаб
780,krank::A,bolestan,унтараб
781,nackt::A,nag,гӏицӏаб
782,nackt::A,nag,чӏанкӏараб
783,traurig::A,tužan,пашманаб
784,traurig::A,žalostan,пашманаб
785,lebendig::A,živ,чӏагояб
786,gut::A,dobar,лъикӏаб
787,schlecht::A,loš,къадараб
788,schlecht::A,rđav,къадараб
789,richtig::A,tačan,битӏараб
790,richtig::A,ispravan,битӏараб
791,schlimm::A,zao,нажасаб
792,schlimm::A,zao,къабихӏаб
793,schlimm::A,zločest,нажасаб
794,schlimm::A,zločest,къабихӏаб
795,wahr::A,istinit,хӏакъаб
796,wahr::A,istinit,битӏараб
797,alt::A,star,басрияб
798,neu::A,nov,цӏияб
799,ehemalig::A,bivši,цебе́госеб
800,alt[Lebewesen]::A,star,хераб
801,jung::A,mlad,тӏинчӏаб
802,jung::A,mlad,гӏолохъанаб
803,arm::A,ubog,пакъираб
804,arm::A,siromašan,пакъираб
805,reich::A,bogat,бечедаб
806,bekannt::A,poznat,лъалеб
807,berühmt::A,čuven,машгьураб
808,berühmt::A,slavan,машгьураб
809,fremd::A,tuđ,чияр
810,fremd::A,stran,чияр
811,verschieden::A,razan,батӏи-батӏияб
812,verschieden::A,različan,батӏи-батӏияб
813,nah::A,blizak,гӏагарда бугеб
814,fern::A,dalek,рикӏкӏадаб
815,fern::A,daljnji,рикӏкӏадаб
816,linker::A,lijevi,квегӏаб
817,rechter::A,desni,кваранаб
818,anderer::A,drugi,батӏияб
819,anderer::A,drugačiji,батӏияб
820,erster::A,prvi,тӏоцебесеб
821,zweiter::A,drugi,кӏиабилеб
822,dritter::A,treći,лъабабилеб
823,letzter::A,zadnji,ахирисеб
824,allein::ADV,sam,ялгъузго
825,auf einmal::ADV,istodobno,цихӏинтӏаго
826,zusammen::ADV,skupa,цойида
827,zusammen::ADV,zajedno,цойида
828,lange::ADV,dugo,
829,plötzlich::ADV,naglo,цойидасанго
830,plötzlich::ADV,iznenada,цойидасанго
831,sofort::ADV,odmah,гьебсагӏат
832,später::ADV,kasnije,
833,jetzt::ADV,sad,гьанже
834,jetzt::ADV,sada,гьанже
835,heute::ADV,danas,жакъа
836,morgen::ADV,sutra,метер
837,bald::ADV,skoro,гьабсагӏаталъ
838,bald::ADV,doskora,гьабсагӏаталъ
839,dann::ADV,zatim,цинги
840,gestern::ADV,juče,сон
841,gestern::ADV,jučer,сон
842,einst::ADV,negda,цин
843,einst::ADV,nekada,цин
844,damals::ADV,tada,гьебмехалъ
845,damals::ADV,tada,гьебмехалда
846,damals::ADV,onda,гьебмехалъ
847,damals::ADV,onda,гьебмехалда
848,danach::ADV,poslije,цинги
849,danach::ADV,poslije,хадуса
850,danach::ADV,nakon toga,цинги
851,danach::ADV,nakon toga,хадуса
852,vorher::ADV,prije,цебе
853,vorher::ADV,prije toga,цебе
854,zuerst::ADV,prvo,тӏоцебе
855,zuerst::ADV,najprije,тӏоцебе
856,einmal::ADV,jednom,цинцӏул
857,einmal::ADV,jednom,цихӏин
858,einmal::ADV,jednom,цоцӏул
859,einmal::ADV,jedanput,цинцӏул
860,einmal::ADV,jedanput,цихӏин
861,einmal::ADV,jedanput,цоцӏул
862,manchmal::ADV,katkad,олоцӏул
863,manchmal::ADV,katkada,олоцӏул
864,oft::ADV,često,гӏемерго
865,immer::ADV,vazda,кидаго
866,immer::ADV,uvijek,кидаго
867,niemals::ADV,nikad,киданиги
868,niemals::ADV,nikada,киданиги
869,hier::ADV,tu,аниб
870,hier::ADV,ovdje,аниб
871,hierhin::ADV,amo,анибехун
872,hierhin::ADV,ovamo,анибехун
873,von hier::ADV,odavde,гьаниса
874,dort::ADV,ondje,гьениб
875,dorthin::ADV,onamo,гьадаба
876,geradeaus::ADV,ravno,битӏутӏа
877,vorwärts::ADV,naprijed,цебехун
878,rückwärts::ADV,natrag,нахъ-нахъ
879,zurück::ADV,nazad,нахъе
880,zurück::ADV,natrag,нахъе
881,unten::ADV,dolje,ахакь
882,unten::ADV,dolje,гъоркь
883,hinab::ADV,nizbrdo,эхебе
884,oben::ADV,gore,тӏад
885,oben::ADV,gore,тӏадехун
886,hinauf::ADV,uzbrdo,эхеде
887,überall::ADV,svuda,кибго
888,überall::ADV,svagdje,кибго
889,nicht::ADV,ne,
890,ein wenig::ADV,malo,дагьабго
891,kaum::ADV,tek,хӏалалъ
892,kaum::ADV,jedva,хӏалалъ
893,sehr::ADV,jako,кутакалда
894,sehr::ADV,veoma,кутакалда
895,so::ADV,tako,гьедин
896,so::ADV,ovako,гьедин
897,noch::ADV,još,жеги
898,nur::ADV,samo,гӏӣцӏго
899,schon::ADV,već,
900,wieder::ADV,opet,на́хъеги
901,wieder::ADV,ponovo,на́хъеги
902,vergebens::ADV,uzalud,чӏалгӏаде
903,vergebens::ADV,zabadava,чӏалгӏаде
904,vor::PRP,pred,цебе
905,vor::PRP,ispred,цебе
906,hinter::PRP,za,хадуса
907,hinter::PRP,iza,хадуса
908,unter::PRP,pod,ахакь
909,unter::PRP,pod,гъоркь
910,unter::PRP,ispod,ахакь
911,unter::PRP,ispod,гъоркь
912,durch::PRP,po,
913,durch::PRP,kroz,
914,neben::PRP,kraj,аскӏо
915,neben::PRP,pored,аскӏо
916,neben::PRP,pokraj,аскӏо
917,zwischen::PRP,među,гьоркьоб
918,zwischen::PRP,između,гьоркьоб
919,wegen::PRP,radi,гьелда
920,wegen::PRP,zbog,гьелда
921,dies::PRN,ovo,гьаб
922,dies::PRN,ovo,гьеб
923,das::PRN,to,доб
924,das::PRN,ono,доб
925,alles::PRN,sve,
926,ich::PRN,ja,дун
927,du::PRN,ti,дуца
928,er::PRN,on,доб
929,wir::PRN,mi,ниж
930,ihr::PRN,vi,нуж
931,sie::PRN,oni,дол
932,sie::PRN,oni,эл
933,was::FPRN,što,щиб
934,wer::FPRN,tko,щиб
935,wo::FADV,gdje,киб
936,wo::FADV,gdje,кибехун
937,wohin::FADV,kuda,кибехун
938,wohin::FADV,kamo,кибехун
939,wie::FADV,kako,кин
940,warum::FADV,zašto,щай
941,wieviel::FNUM,koliko,кигӏан
942,eins::NUM,jedan,цо
943,zwei::NUM,dva,кӏиго
944,drei::NUM,tri,лъабго
945,vier::NUM,četiri,ункъо
946,fünf::NUM,pet,щуго
947,sechs::NUM,šest,анлъго
948,sieben::NUM,sedam,анкьго
949,acht::NUM,osam,микьго
950,neun::NUM,devet,ичӏго
951,zehn::NUM,deset,анцӏго
952,elf::NUM,jedanaest,анцӏила цо
953,zwölf::NUM,dvanaest,кӏиго-анцӏила
954,zwanzig::NUM,dvadeset,къого
955,dreißig::NUM,trideset,лъеберго
956,vierzig::NUM,četrdeset,кӏикъого
957,fünfzig::NUM,pedeset,кӏикъо́ялда анцӏго
958,sechzig::NUM,šezdeset,лъабкъого
959,siebzig::NUM,sedamdeset,лъабкъо́ялда анцӏго
960,achtzig::NUM,osamdeset,ункъого
961,neunzig::NUM,devetdeset,ункъоялда а́нцӏила
962,hundert::NUM,sto,нусго
963,tausend::NUM,tisuća,азарго
964,und::CNJ,i,ва
965,und::CNJ,i,-ги
966,und::CNJ,te,ва
967,und::CNJ,te,-ги
968,oder::CNJ,ili,ялъуни
969,stehen::V,stajati,бахъунчӏезе
970,sitzen::V,sjediti,гӏодов чӏезе
971,liegen::V,ležati,бегизе
972,hängen::V,visiti,базе
973,werden::V,postati,бахъине
974,werden::V,činiti se,бахъине
975,passieren::V,desiti se,лъугьине
976,passieren::V,desiti se,лъугьа-бахъине
977,passieren::V,dogoditi se,лъугьине
978,passieren::V,dogoditi se,лъугьа-бахъине
979,beginnen::V,početi,байбихьизе
980,enden::V,prestati,лъугӏизе
981,enden::V,svršiti se,лъугӏизе
982,wechseln::V,mijenjati se,хиса-басизе
983,wechseln::V,mijenjati se,хисизе
984,aufgehen[Sonne]::V,izići,баккизе
985,untergehen[Sonne]::V,zaći,щинкӏизе
986,scheinen[Sonne]::V,sijati,къалъ-къалъизе
987,donnern::V,grmjeti,гъугъазе
988,wehen::V,duhati,пуйзе
989,strömen::V,strujati,чвахизе
990,fließen::V,teći,чвахизе
991,sich drehen::V,obrtati se,сверизе
992,sich drehen::V,vrtjeti se,сверизе
993,schwanken::V,teturati,хьвагӏезе
994,schwanken::V,teturati,багъа-бачаризе
995,schwanken::V,kolebati se,хьвагӏезе
996,schwanken::V,kolebati se,багъа-бачаризе
997,schwingen::V,njihati,щвартӏезе
998,schwingen::V,titrati,щвартӏезе
999,fallen::V,padati,бортизе
1000,brennen::V,gorjeti,рекӏине
1001,rauchen::V,dimiti se,кӏкӏуй буризе
1002,regnen::V,kišiti,базе
1003,regnen::V,daždjeti,базе
1004,gefrieren::V,smrznuti se,гӏу́низе
1005,tauen::V,kopnjeti,биаризе
1006,tauen::V,kraviti se,биаризе
1007,schmelzen::V,topiti se,биине
1008,trocknen::V,sušiti se,бакъвазе
1009,sieden::V,kipjeti,гьалдезе
1010,sieden::V,ključati,гьалдезе
1011,faulen::V,gnjiti,махӏцине
1012,verfaulen::V,sagnjiti,туризе
1013,reißen::V,otrgnuti se,бихъизе
1014,versinken::V,tonuti,гъанкъизе
1015,versinken::V,propasti,гъанкъизе
1016,vergehen::V,prolaziti,базе
1017,vergehen::V,prolaziti,бахъизе
1018,vergehen::V,prolaziti,ине
1019,erscheinen::V,pojaviti se,баккизе
1020,verschwinden::V,nestati,къине
1021,verschwinden::V,nestati,билизе
1022,verschwinden::V,izgubiti se,къине
1023,verschwinden::V,izgubiti se,билизе
1024,sinken::V,trgnuti,гӏодо́бе ккезе
1025,sinken::V,spustiti se,гӏодо́бе ккезе
1026,abnehmen::V,opasti,тӏаса камизе
1027,zunehmen::V,povećati se,гӏемерлъизе
1028,steigen::V,uzići,бахине
1029,steigen::V,nadoći,бахине
1030,wachsen::V,rasti,кӏодолъизе
1031,glänzen::V,blistati,цӏвакизе
1032,glänzen::V,sjati se,цӏвакизе
1033,funkeln::V,svjetlucati,паркъезе
1034,lärmen::V,bučati,хъудизе
1035,lärmen::V,bučati,чӏиргъдизе
1036,lärmen::V,galamiti,хъудизе
1037,lärmen::V,galamiti,чӏиргъдизе
1038,läuten::V,zvoniti,кьабизе
1039,klingeln::V,zvoniti,кьабизе
1040,klirren::V,zvečati,зваргъизе
1041,brausen::V,hujati,гьалаглъизе
1042,rauschen::V,šumiti,шуршудизе
1043,rauschen::V,šuškati,шуршудизе
1044,klingen::V,zvučati,бахъине
1045,bellen::V,lajati,гъанчдезе
1046,heulen::V,zavijati,рурудизе
1047,blasen::V,puhati,гьохьизе
1048,pfeifen::V,fućkati,гьещтӏезе
1049,schreien::V,vikati,ахӏизе
1050,schreien::V,vikati,ахӏдезе
1051,schreien::V,kričati,ахӏизе
1052,schreien::V,kričati,ахӏдезе
1053,stöhnen::V,stenjati,зигардизе
1054,zittern::V,drhtati,дарран
1055,zittern::V,drhtati,гьаргьадизе
1056,zittern::V,trepetati,дарран
1057,zittern::V,trepetati,гьаргьадизе
1058,leben::V,živjeti,бетӏербахъизе
1059,geboren werden::V,roditi se,лъугьине
1060,atmen::V,disati,хӏухьел биччазе
1061,trinken::V,piti,гьекъезе
1062,essen::V,jesti,квине
1063,essen::V,jesti,кваназе
1064,schlucken::V,gutati,кӏкӏвине
1065,schlucken::V,gutati,къулчӏизе
1066,müde werden::V,umoriti se,сваказе
1067,einschlafen::V,usnuti,кьижизе
1068,einschlafen::V,usnuti,гъапуллъизе
1069,einschlafen::V,zaspati,кьижизе
1070,einschlafen::V,zaspati,гъапуллъизе
1071,schlafen::V,spati,кьижизе
1072,aufwachen::V,probuditi se,бигьине
1073,aufstehen::V,ustati,бахъине
1074,aufstehen::V,ustati,тӏадебахъине
1075,sich erholen::V,odmoriti se,хьи бахъизе
1076,sich erholen::V,odmoriti se,хӏалхьи гьабизе
1077,krank werden::V,oboljeti se,унтизе
1078,krank werden::V,razboljeti se,унтизе
1079,krank sein::V,bolovati,унтизе
1080,schmerzen::V,boljeti,унтизе
1081,husten::V,kašljati,хъегӏизе
1082,genesen::V,ozdraviti,лъилъизе
1083,genesen::V,oporaviti se,лъилъизе
1084,sterben::V,umrijeti,хвезе
1085,umkommen::V,skapati,гьалаглъизе
1086,sich bewegen::V,gibati se,багъаризе
1087,sich bewegen::V,gibati se,багъаргъизе
1088,sich bewegen::V,kretati se,багъаризе
1089,sich bewegen::V,kretati se,багъаргъизе
1090,sich rühren::V,maknuti se,багъаризе
1091,sich erheben::V,dići se,тӏадебахъине
1092,sich erheben::V,dići se,бахъине
1093,sich setzen::V,sjesti,гӏодов чӏезе
1094,hinfallen::V,pasti,щапизе
1095,laufen::V,hodati,хьвадизе
1096,schreiten::V,stupati,чӏезе
1097,spazierengehen::V,šetati se,тира-сверизе
1098,eilen::V,hitati,ракӏхӏалакине
1099,eilen::V,hitati,дуризе
1100,sich beeilen::V,požuriti se,дуризе
1101,sich beeilen::V,požuriti se,гӏедегӏизе
1102,sausen::V,juriti,тӏуризе
1103,rennen::V,trčati,бекеризе
1104,springen::V,skakati,кӏанцӏизе
1105,klettern::V,popeti se,хархадизе
1106,klettern::V,penjati se,хархадизе
1107,schaukeln::V,ljuljati se,гьерщезе
1108,kriechen::V,puzati,хъурщизе
1109,kriechen::V,gmizati,хъурщизе
1110,schwimmen::V,plivati,лъедезе
1111,tauchen::V,roniti,букъардизе
1112,tauchen::V,gnjuriti,букъардизе
1113,rudern::V,veslati,хазе
1114,fahren::V,voziti se,ине
1115,fliegen::V,letjeti,боржине
1116,fliegen::V,lijetati,боржине
1117,gehen::V,ići,ине
1118,weggehen::V,otići,ине
1119,abfahren::V,krenuti,къокъине
1120,abfahren::V,otputovati,къокъине
1121,anhalten::V,stati,чӏезе
1122,anhalten::V,stati,тархъизе
1123,anhalten::V,stati,лъалхъизе
1124,anhalten::V,zaustaviti,чӏезе
1125,anhalten::V,zaustaviti,тархъизе
1126,anhalten::V,zaustaviti,лъалхъизе
1127,hineingehen::V,ulaziti,тӏаделъугьине
1128,eintreten::V,ući,лъугьине
1129,kommen::V,doći,бачӏине
1130,ankommen::V,stići,щвезе
1131,ankommen::V,stići,тӏадебачӏине
1132,zurückkommen::V,vratiti se,тадбуссине
1133,zurückkommen::V,vratiti se,тӏадбуссине
1134,zurückkommen::V,povratiti se,тадбуссине
1135,zurückkommen::V,povratiti se,тӏадбуссине
1136,bleiben::V,ostati,чӏезе
1137,bleiben::V,ostati,хутӏизе
1138,warten::V,čekati,чӏезе
1139,erwarten::V,očekivati,балагьизе
1140,suchen::V,tražiti,балагьизе
1141,finden::V,naći,батизе
1142,versuchen::V,pokušati,хӏалбихьизе
1143,vorbereiten::V,spremiti,хӏадурлъизабизе
1144,vorbereiten::V,pripremiti,хӏадурлъизабизе
1145,lieben::V,voljeti,балай бегьизе
1146,mögen::V,voljeti,бокьизе
1147,lachen::V,smijati se,белъизе
1148,rühren::V,taknuti,
1149,weinen::V,plakati,гӏодизе
1150,schimpfen::V,psovati,гъанчдезе
1151,sich ärgern::V,ljutiti se,вагъизе
1152,sich ärgern::V,ljutiti se,ццида́хине
1153,sich fürchten::V,bojati se,хӏинкъизе
1154,fürchten::V,bojati se,беркъазе
1155,fürchten::V,bojati se,хӏинкъа-къазе
1156,fliehen::V,pobjeći,лъутизе
1157,flüchten::V,utjeći,лъутизе
1158,sehen::V,vidjeti,бихьизе
1159,anschauen::V,ogledati,бертӏамизе
1160,anschauen::V,ogledati,балагьизе
1161,ansehen::V,gledati,бала-гъалагьизе
1162,hören::V,čuti,рагӏизе
1163,zuhören::V,slušati,гӏенеккизе
1164,probieren::V,probati,кӏалдиб хъва́зе
1165,probieren::V,probati,чӏамизе
1166,riechen::V,osjećati miris,су́нтӏизе
1167,fühlen::V,osjećati,чӏвазе
1168,scheinen::V,činiti se,
1169,zu sehen sein::V,biti vidljiv,бихьизе
1170,vernehmen::V,saznati,рагӏизе
1171,frieren::V,zima je,цӏорозе
1172,tun::V,raditi,гьабизе
1173,können::V,moći,кӏвезе
1174,können::V,moći,лъазе
1175,wollen::V,htjeti,бокьизе
1176,anfangen::V,početi,байбихьизе
1177,beenden::V,svršiti,тӏубазабизе
1178,beenden::V,svršiti,лъугӏизабизе
1179,beenden::V,dovršiti,тӏубазабизе
1180,beenden::V,dovršiti,лъугӏизабизе
1181,aufhören::V,prestati,бахъизе
1182,gelingen::V,uspjeti,бахъизе
1183,geraten::V,desiti se,бахъизе
1184,öffnen::V,otvoriti,рагьизе
1185,schließen::V,zatvoriti,къазе
1186,stellen::V,metnuti,чӏвазе
1187,stellen::V,postaviti,чӏвазе
1188,setzen::V,posaditi,рекӏинабизе
1189,setzen::V,posaditi,гӏодор чӏезаризе
1190,legen::V,polagati,лъезе
1191,berühren::V,doticati,хъвазе
1192,berühren::V,dodirivati,хъвазе
1193,verbinden::V,spojiti,хьухьине
1194,verbinden::V,spojiti,бухьине
1195,verbinden::V,zavezati,хьухьине
1196,verbinden::V,zavezati,бухьине
1197,bedecken::V,pokriti,кквезе
1198,aufhängen::V,objesiti,базе
1199,anzünden::V,upaliti,бакизе
1200,anzünden::V,upaliti,рекӏинабизе
1201,anzünden::V,zapaliti,бакизе
1202,anzünden::V,zapaliti,рекӏинабизе
1203,aufheben::V,podići,
1204,aufheben::V,podignuti,
1205,zurücklassen::V,ostaviti,тезе
1206,zurücklassen::V,pustiti natrag,тезе
1207,verlieren::V,izgubiti,билизабизе
1208,fallen lassen::V,ispustiti,бортизабизе
1209,machen::V,uraditi,гьабизе
1210,machen::V,načiniti,гьабизе
1211,machen::V,napraviti,гьабизе
1212,herstellen::V,proizvesti,гьабизе
1213,herstellen::V,proizvesti,хӏадурлъизабизе
1214,bauen::V,graditi,базе
1215,bauen::V,graditi,гьабизе
1216,reparieren::V,popraviti,къачӏазе
1217,verbessern::V,poboljšati,лъикӏлъизабизе
1218,ändern::V,promijeniti,хисизабизе
1219,graben::V,kopati,бухъизе
1220,graben::V,kopkati,бухъизе
1221,beugen::V,saviti,хьетӏизабизе
1222,biegen::V,saviti,гьетӏизабизе
1223,biegen::V,sagnuti,гьетӏизабизе
1224,drehen::V,vrtjeti,тиризабизе
1225,drehen::V,vrtjeti,свердизабизе
1226,wenden::V,obrnuti,бегизе
1227,umdrehen::V,okrenuti,бегизе
1228,umdrehen::V,okrenuti,бега-битӏизе
1229,umdrehen::V,prevŕnuti,бегизе
1230,umdrehen::V,prevŕnuti,бега-битӏизе
1231,heben::V,dizati,борхизе
1232,hochheben::V,dignuti,борхалъизабизе
1233,hochheben::V,dignuti,борхизе
1234,ergreifen::V,uhvatiti,кквезе
1235,ergreifen::V,prihvatiti,кквезе
1236,halten::V,držati,кквезе
1237,drücken::V,pritiskivati,къазе
1238,drücken::V,pritiskivati,къанцӏу́зе
1239,drücken::V,pritiskivati,къвал ба́зе
1240,schieben::V,gurati,хъилдизе
1241,kratzen::V,česati,хачазе
1242,kratzen::V,grepsti,хачазе
1243,lecken::V,lizati,чӏикӏизе
1244,beißen::V,ujesti,хӏанчӏизе
1245,beißen::V,ujesti,хӏанчӏизабизе
1246,beißen::V,gristi,хӏанчӏизе
1247,beißen::V,gristi,хӏанчӏизабизе
1248,abreißen::V,otkinuti,тӏезе
1249,abreißen::V,otkinuti,тӏезабизе
1250,abschneiden::V,odrezati,къотӏизе
1251,binden::V,vezati,бухьине
1252,stecken::V,turiti,къазабизе
1253,brechen::V,slomiti,бекизе
1254,klopfen::V,lupati,дванкезе
1255,klopfen::V,kucati,дванкезе
1256,hauen::V,tući,базе
1257,hauen::V,udarati,базе
1258,kleben::V,lijepiti,бацӏцӏине
1259,reiben::V,trti,хачазе
1260,streichen::V,namazati,бахине
1261,streichen::V,namazati,жужазе
1262,schleifen::V,brusiti,лъухьизе
1263,schneiden::V,rezati,къотӏизе
1264,rütteln::V,drmati,багъа-бачаризабизе
1265,schütteln::V,tresti,кӏобокӏизе
1266,schwenken::V,mahati,гьесадизе
1267,schwenken::V,mahati,хьвагӏезабизе
1268,schütten::V,sipati,тӏезе
1269,schütten::V,lijevati,тӏезе
1270,füllen::V,napuniti,цӏезабизе
1271,einwickeln::V,umotati,жемизе
1272,einwickeln::V,zamotati,жемизе
1273,tragen::V,nositi,баччизе
1274,schleppen::V,tegliti,бехъерхъизе
1275,ziehen::V,vući,цӏазе
1276,aufbewahren::V,čuvati,цӏунизе
1277,werfen::V,bacati,рехизе
1278,fangen::V,loviti,кквезе
1279,fangen::V,hvatati,кквезе
1280,packen::V,ščepati,кквезе
1281,packen::V,zgrabiti,кквезе
1282,verstecken::V,sakriti,бахчизе
1283,teilen::V,podijeliti,бикьизе
1284,schicken::V,slati,битӏизе
1285,bringen::V,donijeti,баччизе
1286,hinzufügen::V,dodati,жубазе
1287,hinzufügen::V,pridati,жубазе
1288,bekommen::V,dobiti,щвезе
1289,erhalten::V,primiti,щвезе
1290,erhalten::V,primiti,босизе
1291,nehmen::V,uzeti,босизе
1292,wählen::V,izabrati,бищизе
1293,auswählen::V,odabrati,тӏасабищизе
1294,bewahren::V,sačuvati,цӏунизе
1295,behindern::V,smetati,квекӏен гьабизе
1296,verderben::V,pokvariti,хвезабизе
1297,beschädigen::V,oštetiti,галгъазабизе
1298,zerbrechen::V,razbiti,щущазабизе
1299,zerbrechen::V,prelomiti,щущазабизе
1300,zerreißen::V,poderati,бихъизе
1301,zerreißen::V,rastrgnuti,бихъизе
1302,zerstören::V,razoriti,биххизабизе
1303,zerstören::V,razrušiti,биххизабизе
1304,verbrennen::V,spaliti,бухӏизе
1305,verbrennen::V,sagorjeti,бухӏизе
1306,geben::V,dati,кьезе
1307,reichen::V,pružiti,кьезе
1308,schenken::V,darivati,кьезе
1309,versprechen::V,obećati,назру гьабизе
1310,wünschen::V,željeti,бокьизе
1311,loben::V,hvaliti,беццизе
1312,loben::V,hvaliti,бецца-бекъизе
1313,küssen::V,ljubiti,баизе
1314,wiegen::V,njihati,чӏучӏадизабизе
1315,wiegen::V,ljuljati,чӏучӏадизабизе
1316,zudecken::V,pokriti,тӏадбигъине
1317,wecken::V,probuditi,бигьинабизе
1318,zeigen::V,pokazati,бихьизабизе
1319,führen::V,voditi,бачине
1320,lehren::V,učiti,малъизе
1321,lehren::V,učiti,цӏализабизе
1322,unterrichten::V,poučiti,цӏализабизе
1323,aufziehen::V,uzgajati,гӏезабизе
1324,leiten::V,upravljati,нухмалъи гьабизе
1325,antreiben::V,natjeravati,гӏедегӏизабизе
1326,lassen::V,dati,
1327,einladen::V,pozvati,ахӏизе
1328,einladen::V,pozvati,тӏадеахӏизе
1329,vereinigen::V,ujediniti,цолъизабизе
1330,besuchen::V,posjetiti,баккизе
1331,besuchen::V,posjetiti,хьвадизе
1332,treffen::V,sresti,дандчӏвазе
1333,sich versammeln::V,okupiti se,данделъизе
1334,sich versammeln::V,okupiti se,бакӏаризе
1335,spielen::V,igrati se,басандизе
1336,singen::V,pjevati,ахӏизе
1337,tanzen::V,plesati,кьурдизе
1338,sich trennen::V,razići se,батӏалъизе
1339,verlassen::V,ostaviti,тезе
1340,verlassen::V,ostaviti,рехунтезе
1341,verlassen::V,napustiti,тезе
1342,verlassen::V,napustiti,рехунтезе
1343,retten::V,spasiti,хвасар гьабизе
1344,retten::V,spasiti,хвасарлъизабизе
1345,bewachen::V,čuvati,цӏунизе
1346,bewachen::V,stražariti,цӏунизе
1347,schützen::V,čuvati,цӏунизе
1348,verteidigen::V,obraniti,цӏунизе
1349,sich schlagen::V,biti se,багъизе
1350,sich schlagen::V,udariti se,багъизе
1351,schießen::V,pucati,речӏчӏизе
1352,schießen::V,strijeljati,речӏчӏизе
1353,siegen::V,pobijediti,бергьине
1354,ärgern::V,ljutiti,вагъизавизе
1355,schlagen::V,biti,кьабизе
1356,schlagen::V,udariti,кьабизе
1357,treten::V,šutnuti,мал тункизе
1358,stechen::V,ubosti,къазабизе
1359,stoßen::V,gurnuti,тункизе
1360,stoßen::V,gurnuti,хъилдизе
1361,stehlen::V,ukrasti,щинкӏизабизе
1362,stören::V,smetati,квекӏен гьабизе
1363,stören::V,smetati,татубахъи гьабизе
1364,belästigen::V,smetati,рахӏатхвезабизе
1365,belästigen::V,dosaditi,рахӏатхвезабизе
1366,verbergen::V,skriti,бахчизе
1367,verbergen::V,skriti,балъго тезе
1368,täuschen::V,obmanuti,божуда рекӏкӏ гьабизе
1369,täuschen::V,obmanuti,гуккизе
1370,betrügen::V,prevarati,хӏилла гьабизе
1371,betrügen::V,prevarati,сандирахълъи гьабизе
1372,töten::V,ubiti,чӏвазе
1373,wohnen::V,stanovati,яшав гьабизе
1374,arbeiten::V,raditi,хӏалтӏизе
1375,sammeln::V,sabrati,бакӏаризе
1376,pflücken::V,ubrati,бетӏизе
1377,jagen::V,loviti,чан гьабизе
1378,fischen::V,ribati,ччугӏа кквезе
1379,fischen::V,loviti ribu,ччугӏа кквезе
1380,fassen::V,uloviti,кквезе
1381,hüten::V,pasti,кваназабизе
1382,treiben::V,goniti,гъезе
1383,anbinden::V,privezati,бухьине
1384,füttern::V,hraniti,кваназабизе
1385,melken::V,musti,бечӏчӏизе
1386,hacken::V,sjeckati,чӏвазе
1387,gießen::V,politi,лъалъазе
1388,reifen::V,sazreti,барщизе
1389,zubereiten::V,prigotoviti,бежа-белъине
1390,kochen::V,kuhati,белъине
1391,backen::V,peći,базе
1392,braten::V,peći,бежизе
1393,braten::V,pržiti,бежизе
1394,umrühren::V,promiješati,багъаризе
1395,stricken::V,plesti,хьухьине
1396,nähen::V,šiti,букъизе
1397,färben::V,obojiti,кьер гьабизе
1398,reinigen::V,očistiti,бацӏцӏине
1399,reinigen::V,počistiti,бацӏцӏине
1400,waschen::V,prati,чуризе
1401,abwischen::V,otrti,бацӏцӏине
1402,spülen::V,isprati,хулизе
1403,spülen::V,oplakati,хулизе
1404,fegen::V,mesti,лъухьизе
1405,fegen::V,pomesti,лъухьизе
1406,kehren::V,mesti,лъухьизе
1407,baden::V,kupati se,чордезе
1408,sich waschen::V,umiti se,
1409,sich waschen::V,prati se,
1410,ausziehen::V,svući,бахъизе
1411,anziehen::V,obući,ретӏине
1412,sich anziehen::V,obući se,ретӏине
1413,kämmen::V,češljati,хазе
1414,schmücken::V,uresiti,чӏухӏизабизе
1415,schmücken::V,nakititi,чӏухӏизабизе
1416,sagen::V,reći,бицине
1417,sagen::V,kazati,бицине
1418,sprechen::V,govoriti,бицине
1419,reden::V,govoriti,гаргадизе
1420,reden::V,besjediti,гаргадизе
1421,sich unterhalten::V,razgovarati se,гаргадизе
1422,fragen::V,pitati,цӏехезе
1423,fragen::V,pitati,гьикъизе
1424,bitten::V,moliti,гьаризе
1425,erzählen::V,ispričati,бицине
1426,erzählen::V,pripovjediti,бицине
1427,mitteilen::V,saopćiti,лъазабизе
1428,nennen::V,nazvati,цӏар лъезе
1429,rufen::V,zvati,ахӏизе
1430,rufen::V,dozvati,ахӏизе
1431,prahlen::V,hvalisati se,беццаризе
1432,übersetzen::V,prevesti,буссинабизе
1433,denken::V,misliti,ургъизе
1434,glauben::V,vjerovati,божизе
1435,bemerken::V,zapaziti,берречӏчӏизе
1436,bemerken::V,primijetiti,берречӏчӏизе
1437,erkennen::V,prepoznati,лъазе
1438,erkennen::V,prepoznati,батӏаго бахъизе
1439,begreifen::V,pojmiti,бичӏчӏизе
1440,begreifen::V,shvatiti,бичӏчӏизе
1441,verstehen::V,razabrati,
1442,lernen::V,učiti se,цӏализе
1443,wissen::V,znati,лъазе
