,Concept_ID,fr,lbe
473,Getreide::N,céréales,къама
474,Brei::N,purée,ккурч
475,Brei::N,bouillie,ккурч
476,Brot::N,pain,ччатӏ
477,Scheibe::N,tranche,парча
478,Fett::N,graisse,аьгъушиву
479,Butter::N,beurre,нагь
480,Butter::N,beurre,лагаву
481,Öl::N,huile,
482,Salz::N,sel,цӏву
483,Suppe::N,soupe,накь
484,Suppe::N,potage,накь
485,Honig::N,miel,ницӏ
486,Milch::N,lait,накӏ
487,Tee::N,thé,чяй
488,Leder::N,cuir,бурчу
489,Wolle::N,laine,ппал
490,Stoff::N,tissu,янна
491,Stoff::N,étoffe,янна
492,Nadel::N,aiguille,ххалаххи
493,Faden::N,fil,ххал
494,Knopf::N,bouton,банд
495,Knoten::N,nœud,къурхъ
496,Farbe::N,peinture,сир
497,Kleidung::N,vêtements,янна
498,Kleidung::N,vêtements,лаххия
499,Kleidung::N,habillement,янна
500,Kleidung::N,habillement,лаххия
501,Hemd::N,chemise,гьухъа
502,Kragen::N,col,дарвач
503,Ärmel::N,manche,кахха
504,Hose::N,pantalon,хӏажак
505,Gürtel::N,ceinture,мухӏлу
506,Mütze::N,bonnet,кьяпа
507,Mütze::N,casquette,кьяпа
508,Schuh::N,soulier,
509,Schuh::N,chaussure,
510,Stiefel::N,botte,чакма
511,Ring::N,bague,кӏисса
512,Band::N,ruban,линт
513,Kamm::N,peigne,ттарал
514,Spiegel::N,glace,дагьани
515,Spiegel::N,miroir,дагьани
516,Riemen::N,lanière,эн
517,Riemen::N,courroie,эн
518,Schnur::N,corde,хьхьа
519,Schnur::N,ficelle,хьхьа
520,Leine::N,laisse,
521,Decke::N,couverture,виргъан
522,Kissen::N,oreiller,кӏаралу
523,Tuch::N,drap,карщи
524,Tuch::N,fichu,карщи
525,Handtuch::N,serviette,калихьу
526,Handtuch::N,serviette,лажинлихьу
527,Handtuch::N,essuie-mains,калихьу
528,Handtuch::N,essuie-mains,лажинлихьу
529,Kraft::N,force,эллаж
530,Stärke::N,vigueur,гуж
531,Gesundheit::N,santé,цӏуллу-сагъшиву
532,Krankheit::N,maladie,къашайшиву
533,Schmerz::N,douleur,къюву
534,Wunde::N,plaie,щаву
535,Wunde::N,blessure,щаву
536,Fieber::N,fièvre,кӏиришиву
537,Arznei::N,remède,дару
538,Arznei::N,médecine,дару
539,Brücke::N,pont,ламу
540,Brunnen::N,puits,къуй
541,Weide::N,pâturage,бизантту
542,Pfad::N,sentier,жегъир ххуллу
543,Weg::N,voie,ххуллу
544,Weg::N,chemin,ххуллу
545,Straße::N,route,ххуллу
546,Dorf::N,village,щар
547,Dorf::N,village,шяравалу
548,Stadt::N,cité,шагьру
549,Stadt::N,ville,шагьру
550,Brief::N,lettre,чагъар
551,Buch::N,livre,лу
552,Buchstabe::N,lettre,хӏарп
553,Buchstabe::N,caractère,хӏарп
554,Zeitung::N,journal,кказит
555,Leben::N,vie,оьрму
556,Tod::N,mort,ажал
557,Tod::N,mort,бивкӏу
558,Tod::N,mort,ивчӏаву
559,Grab::N,tombe,гьав
560,Kirche::N,église,килиса
561,Sünde::N,péché,бунагъ
562,Gott::N,dieu,зал
563,Arbeiter::N,ouvrier,зузала
564,Arbeiter::N,travailleur,зузала
565,Chef::N,chef,ялувма
566,Chef::N,patron,ялувма
567,Meister::N,maître,усттар
568,Arzt::N,médecin,хӏакин
569,Lehrer::N,professeur,учитель
570,Lehrer::N,instituteur,учитель
571,Geld::N,argent,арцу
572,Geschäft::N,affaire,даву
573,Geschäft::N,commerce,даву
574,Laden::N,magasin,ттучан
575,Laden::N,boutique,ттучан
576,Preis::N,prix,багъа
577,Ware::N,marchandise,хъус
578,Nutzen::N,profit,хайр
579,Nutzen::N,profit,мюнпат
580,Reichtum::N,richesse,давлат
581,Reichtum::N,richesse,аваданшиву
582,Welt::N,monde,дуниял
583,Land::N,pays,билаят
584,Staat::N,État,паччахӏлугъ
585,König::N,roi,
586,Macht::N,pouvoir,власть
587,Macht::N,puissance,власть
588,Grenze::N,frontière,дазу
589,Krieg::N,guerre,дяъви
590,Feind::N,ennemi,душман
591,Gewalt::N,violence,къия
592,Kampf::N,lutte,лачӏуи уккаву
593,Kampf::N,combat,лачӏуи уккаву
594,Bogen[Waffe]::N,arc,ккуртта
595,Pfeil::N,flèche,чӏатӏаракӏ
596,Gewehr::N,fusil,ттупанг
597,Fehler::N,faute,гъалатӏ
598,Fehler::N,erreur,гъалатӏ
599,Lüge::N,mensonge,щялмахъ
600,Schaden::N,dégât,зарал
601,Schaden::N,dommage,зарал
602,Unglück::N,malheur,бала
603,Schuld::N,faute,тахсир
604,Schuld::N,culpabilité,тахсир
605,Alter::N,âge,оьрму
606,Schluss::N,fin,ахир
607,Zeit::N,temps,чӏун
608,Tag::N,jour,кьини
609,Tag::N,journée,кьини
610,Morgen::N,matin,кӏюрх
611,Morgen::N,matinée,кӏюрх
612,Mittag::N,midi,ахттайн
613,Mittag::N,midi,дяахттайн
614,Mittag::N,midi,ахттайн чӏун
615,Abend::N,soir,маркӏачӏан
616,Abend::N,soirée,маркӏачӏан
617,Nacht::N,nuit,хьхьу
618,Woche::N,semaine,нюжмар
619,Monat::N,mois,барз
620,Jahr::N,an,шин
621,Jahr::N,année,шин
622,Frühling::N,printemps,инт
623,Sommer::N,été,гъи
624,Herbst::N,automne,ссут
625,Winter::N,hiver,кӏи
626,Januar::N,janvier,цалчинмур барз
627,Februar::N,février,кӏилчинмур барз
628,März::N,mars,шамилчинмур барз
629,April::N,avril,апрель
630,April::N,avril,мукьилчинмур барз
631,Mai::N,mai,май
632,Mai::N,mai,ххюлчинмур барз
633,Juni::N,juin,июнь
634,Juni::N,juin,ряххилчинмур барз
635,Juli::N,juillet,июль
636,Juli::N,juillet,Арулчинмур барз
637,August::N,août,мяйлчинмур барз
638,September::N,septembre,урчӏилчинмур барз
639,Oktober::N,octobre,ацӏилчинмур барз
640,November::N,novembre,ацӏния цалчинмур барз
641,Dezember::N,décembre,ацӏния кӏилчинмур барз
642,Montag::N,lundi,итин
643,Montag::N,lundi,итин кьини
644,Dienstag::N,mardi,тталат
645,Dienstag::N,mardi,тталат кьини
646,Mittwoch::N,mercredi,арвахӏ
647,Donnerstag::N,jeudi,хамис
648,Freitag::N,vendredi,нюжмар
649,Freitag::N,vendredi,нюжмар кьини
650,Samstag::N,samedi,ххуллун
651,Samstag::N,samedi,ххуллун кьини
652,Sonntag::N,dimanche,алхӏат
653,Sonntag::N,dimanche,алхӏат кьини
654,groß::A,grand,бугъарасса
655,klein::A,petit,чӏивисса
656,lang::A,long,лахъисса
657,kurz::A,court,кутӏасса
658,breit::A,large,уттасса
659,schmal::A,étroit,уттакӏюласса
660,dicht::A,dense,ццунсса
661,dick[Gegenstand]::A,épais,ганзсса
662,dünn::A,mince,кӏюласса
663,fein::A,fin,
664,fein::A,menu,
665,fest::A,ferme,цӏакьсса
666,fest::A,ferme,кьянкьасса
667,fest::A,solide,цӏакьсса
668,fest::A,solide,кьянкьасса
669,flach::A,plat,баягъисса
670,flach::A,plat,цӏубакъасса
671,flach::A,plat,куртӏ дакъасса
672,glatt::A,poli,дюрчӏусса
673,glatt::A,lisse,дюрчӏусса
674,hart::A,dur,кьянкьасса
675,weich::A,mou,кӏукӏлусса
676,rund::A,rond,ккурккисса
677,spitz::A,aigu,ярксса
678,spitz::A,aigu,дайлсса
679,spitz::A,aigu,мицӏ бусса
680,spitz::A,pointu,ярксса
681,spitz::A,pointu,дайлсса
682,spitz::A,pointu,мицӏ бусса
683,scharf::A,tranchant,ярксса
684,scharf::A,tranchant,дайлсса
685,scharf::A,tranchant,мицӏ бусса
686,stumpf::A,mousse,къуркъасса
687,stumpf::A,émoussé,къуркъасса
688,schwer::A,lourd,кӏусса
689,schwer::A,pesant,кӏусса
690,schön::A,beau,аьнтӏикӏасса
691,heiß::A,chaud,кӏирисса
692,heiß::A,très chaud,кӏирисса
693,warm::A,chaud,гъелисса
694,kalt::A,froid,дяркъусса
695,kühl::A,frais,дюхлулсса
696,frisch::A,frais,цӏусса
697,feucht::A,humide,атилсса
698,feucht::A,humide,хъавтусса
699,nass::A,mouillé,атилсса
700,nass::A,mouillé,хъавтусса
701,trocken::A,sec,кьавкьсса
702,trocken::A,sec,кьакьан бувсса
703,voll::A,plein,бувцӏусса
704,voll::A,rempli,бувцӏусса
705,leer::A,vide,бачӏвасса
706,offen::A,ouvert,тӏивтӏусса
707,geschlossen::A,clos,лавкьусса
708,geschlossen::A,fermé,лавкьусса
709,sauber::A,net,марцӏсса
710,sauber::A,propre,марцӏсса
711,schmutzig::A,sale,чапалсса
712,schmutzig::A,crasseux,чапалсса
713,roh::A,cru,шакъавхьсса
714,roh::A,brut,шакъавхьсса
715,reif::A,mûr,дирсса
716,lecker::A,délicieux,нахӏусса
717,lecker::A,délicieux,тӏааьнсса
718,lecker::A,appétissant,нахӏусса
719,lecker::A,appétissant,тӏааьнсса
720,süß::A,doux,нацӏусса
721,bitter::A,amer,кьурчӏисса
722,sauer::A,aigre,туршсса
723,hell::A,clair,чаннасса
724,dunkel::A,sombre,цӏансса
725,schwarz::A,noir,лухӏисса
726,weiß::A,blanc,кӏяласса
727,rot::A,rouge,ятӏулсса
728,gelb::A,jaune,хъахъисса
729,blau::A,bleu,някӏсса
730,grün::A,vert,щюлисса
731,grau::A,gris,оьрусса
732,bunt::A,multicolore,оьрчӏикӏурисса
733,billig::A,bon marché,кьювкьусса
734,teuer::A,cher,ххирасса
735,wertvoll::A,précieux,багьасса
736,blind::A,aveugle,мурчӏисса
737,taub::A,sourd,къюкӏсса
738,kräftig::A,fort,гужсса
739,kräftig::A,vigoureux,гужсса
740,stark::A,fort,кьянкьасса
741,stark::A,puissant,кьянкьасса
742,schwach::A,faible,заэвсса
743,fett::A,gras,бучсса
744,schlank::A,svelte,бювхъусса
745,hübsch::A,joli,янусса
746,böse::A,mauvais,оьсса
747,dumm::A,sot,ахӏмакьсса
748,dumm::A,bête,ахӏмакьсса
749,faul::A,fainéant,танмалсса
750,faul::A,fainéant,курчӏилсса
751,faul::A,paresseux,танмалсса
752,faul::A,paresseux,курчӏилсса
753,fleißig::A,appliqué,хӏарачат бусса
754,geizig::A,avare,янттарцӏансса
755,klug::A,intelligent,аькьлу бусса
756,geschickt::A,habile,паргалсса
757,lieb::A,cher,аьзизсса
758,lieb::A,gentil,аьзизсса
759,lustig::A,gai,тяхъасса
760,lustig::A,joyeux,тяхъасса
761,sanft::A,doux,иминсса
762,hungrig::A,affamé,ккашилсса
763,krank::A,malade,къашавайсса
764,nackt::A,nu,кӏачӏасса
765,traurig::A,triste,пашмансса
766,lebendig::A,vivant,уттавасса
767,gut::A,bon,ххуйсса
768,schlecht::A,mauvais,оьккисса
769,richtig::A,juste,саргъунсса
770,richtig::A,correct,саргъунсса
771,schlimm::A,grave,оьккисса
772,schlimm::A,mauvais,оьккисса
