,Concept_ID,pt,zh
230,Eltern::N,pais,父母
231,Vater::N,pai,父亲
232,Mutter::N,mãe,母亲
233,Sohn::N,filho,儿子
234,Tochter::N,filha,女儿
235,Bruder::N,irmão,兄弟
236,Schwester::N,irmã,姐妹
237,Onkel::N,tio,伯父
238,Tante::N,tia,阿姨
239,Ehemann::N,esposo,丈夫
240,Ehefrau::N,esposa,妻子
241,Freude::N,prazer,愉快
242,Freude::N,alegria,愉快
243,Gelächter::N,risada,大笑
244,Gelächter::N,gargalhada,大笑
245,Glück::N,felicidade,运气
246,Kummer::N,aflição,苦恼
247,Kummer::N,desgosto,苦恼
248,Wunsch::N,desejo,愿望
249,Lust::N,vontade,乐趣
250,Geist::N,mente,精神
251,Geist::N,espírito,精神
252,Gedanke::N,ideia,思想
253,Gedanke::N,pensamento,思想
254,Gedächtnis::N,memória,记性
255,Verstand::N,razão,理智
256,Verstand::N,inteligência,理智
257,Sinn::N,sentido,感觉
258,Sinn::N,significado,感觉
259,Grund::N,causa,理由
260,Grund::N,motivo,理由
261,Wahrheit::N,verdade,真理
262,Gespräch::N,conversa,谈话
263,Gespräch::N,conversação,谈话
264,Märchen::N,conto,童话
265,Erzählung::N,conto,故事
266,Erzählung::N,narrativa,故事
267,Nachricht::N,mensagem,消息
268,Neuigkeit::N,notícia,新闻
269,Neuigkeit::N,novidade,新闻
270,Name::N,nome,名字
271,Rätsel::N,adivinha,谜语
272,Rede::N,oração,讲话
273,Rede::N,discurso,讲话
274,Sprache::N,língua,语言
275,Stimme::N,voz,声音
276,Wort::N,palavra,词
277,Zeichen::N,marca,标记
278,Ruf::N,grito,呼喊
279,Ruf::N,chamada,呼喊
280,Lärm::N,ruído,噪音
281,Lärm::N,barulho,噪音
282,Laut::N,som,响声
283,Ton::N,tom,声音
284,Lied::N,canção,歌曲
285,Ruhe::N,calma,安静
286,Ruhe::N,silêncio,安静
287,Leute::N,gente,人们
288,Leute::N,pessoas,人们
289,Volk::N,povo,人民
290,Volk::N,nação,人民
291,Arbeit::N,trabalho,劳动
292,Gast::N,hóspede,客人
293,Gast::N,convidado,客人
294,Geschenk::N,prenda,礼物
295,Geschenk::N,presente,礼物
296,Spiel::N,jogo,游戏
297,Gesellschaft::N,companhia,陪同
298,Hilfe::N,ajuda,帮助
299,Hilfe::N,socorro,帮助
300,Freund::N,amigo,朋友
301,Kamerad::N,camarada,同志
302,Angelegenheit::N,assunto,事情
303,Anzahl::N,número,数目
304,Anzahl::N,quantidade,数目
305,Art::N,tipo,种类
306,Art::N,espécie,种类
307,Stück::N,pedaço,块
308,Teil::N,peça,部分
309,Teil::N,parte,部分
310,Hälfte::N,metade,一半
311,Kreis::N,círculo,圆
312,Kreuz::N,cruz,十字架
313,Linie::N,linha,线条
314,Strich::N,traço,划
315,Abstand::N,distância,距离
316,Entfernung::N,distância,距离
317,Gegend::N,área,地区
318,Gegend::N,região,地区
319,Platz::N,lugar,场所
320,Ort::N,sítio,地点
321,Seite::N,lado,面
322,Mitte::N,meio,中间
323,Gegenstand::N,objecto,物品
324,Sache::N,coisa,物
325,Rand::N,bordo,边
326,Rand::N,margem,边
327,Kante::N,borda,棱
328,Kante::N,aresta,棱
329,Ecke::N,esquina,角
330,Spitze::N,ponta,尖
331,Ende::N,cabo,结尾
332,Ende::N,extremo,结尾
333,Loch::N,furo,洞
334,Loch::N,buraco,洞
335,Winkel::N,canto,角度
336,Winkel::N,ângulo,角度
337,Muster::N,padrão,模型
338,Muster::N,desenho,模型
339,Größe::N,tamanho,大小
340,Länge::N,comprimento,长度
341,Höhe::N,altura,高度
342,Höhe::N,altitude,高度
343,Gewicht::N,peso,重量
344,Menge::N,quantidade,数量
345,Haufen::N,pilha,堆
346,Reihe::N,fila,行
347,Boot::N,barco,小船
348,Ruder::N,remo,奖
349,Schlitten::N,trenó,雪橇
350,Ski::N,esqui,雪板
351,Lagerfeuer::N,fogueira,营火
352,Last::N,carga,负担
353,Gang::N,curso,行走
354,Gang::N,caminhada,行走
355,Schritt::N,passo,步伐
356,Norden::N,norte,北
357,Süden::N,sul,南
358,Westen::N,oeste,西
359,Westen::N,ocidente,西
360,Osten::N,este,东
361,Osten::N,leste,东
362,Osten::N,oriente,东
363,Holz::N,madeira,木材
364,Brett::N,tábua,木板
365,Brett::N,prancha,木板
366,Platte::N,laje,平板
367,Platte::N,chapa,平板
368,Stütze::N,apoio,支架
369,Stütze::N,suporte,支架
370,Stange::N,vara,杆
371,Stange::N,barra,杆
372,Stock::N,pau,棒
373,Stock::N,bengala,棒
374,Stab::N,bastão,棍
375,Rohr::N,cano,管子
376,Haus::N,casa,房屋
377,Heim::N,lar,家
378,Heim::N,casa,家
379,Ofen::N,estufa,炉子
380,Ofen::N,aquecedor,炉子
381,Fußboden::N,piso,地板
382,Tisch::N,mesa,桌子
383,Stuhl::N,cadeira,椅子
384,Wiege::N,berço,摇蓝
385,Bett::N,cama,床
386,Regal::N,estante,架子
387,Regal::N,prateleira,架子
388,Kiste::N,caixa,箱子
389,Fenster::N,janela,窗户
390,Tür::N,porta,门
391,Tor::N,portão,大门
392,Zaun::N,cerca,篱笆
393,Zaun::N,vedação,篱笆
394,Dach::N,telhado,屋顶
395,Leiter::N,escada,梯子
396,Leiter::N,escada móvel,梯子
397,Besen::N,vassoura,扫帚
398,Spaten::N,pá,铁锹
399,Schaufel::N,pá,铁锹
400,Gabel::N,garfo,叉
401,Löffel::N,colher,食匙
402,Messer::N,faca,刀
403,Nagel::N,cravo,钉子
404,Netz::N,rede,网
405,Haken::N,gancho,钩子
406,Griff::N,asa,把柄
407,Griff::N,cabo,把柄
408,Schloss::N,fechadura,锁
409,Bild::N,imagem,图画
410,Figur::N,figura,人像
411,Puppe::N,boneca,娃娃
412,Beutel::N,saco,袋子
413,Beutel::N,bolsa,袋子
414,Bündel::N,fardo,捆
415,Tasche::N,saco,手提包
416,Tasche::N,bolso,手提包
417,Eimer::N,balde,桶
418,Deckel::N,tampa,盖子
419,Geschirr::N,louça,餐具
420,Sack::N,saca,袋子
421,Tasse::N,chávena,杯子
422,Topf::N,tacho,锅
423,Topf::N,panela,锅
424,Kessel::N,caldeira,水壶
425,Essen::N,refeição,进餐
426,Nahrung::N,comida,食物
427,Nahrung::N,alimento,食物
428,Speise::N,prato,菜肴
429,Fleisch::N,carne,肉
430,Getreide::N,cereais,谷物
431,Brei::N,puré,粥
432,Brot::N,pão,面包
433,Scheibe::N,fatia,片
434,Fett::N,banha,脂肪
435,Fett::N,gordura,脂肪
436,Butter::N,manteiga,黄油
437,Öl::N,azeite,油
438,Salz::N,sal,盐
439,Suppe::N,sopa,汤
440,Suppe::N,caldo,汤
441,Honig::N,mel,蜂蜜
442,Milch::N,leite,奶
443,Tee::N,chá,茶
444,Leder::N,couro,皮革
445,Wolle::N,lã,毛线
446,Stoff::N,pano,织物
447,Stoff::N,tecido,织物
448,Nadel::N,agulha,针
449,Faden::N,fio,线
450,Knopf::N,botão,纽扣
451,Knoten::N,nó,结
452,Farbe::N,corante,颜色
453,Kleidung::N,roupa,衣服
454,Kleidung::N,vestuário,衣服
455,Hemd::N,camisa,衬衫
456,Kragen::N,gola,领子
457,Ärmel::N,manga,袖子
458,Hose::N,calça,裤子
459,Gürtel::N,cinto,腰带
460,Mütze::N,boné,帽子
461,Mütze::N,barrete,帽子
462,Schuh::N,sapato,鞋
463,Stiefel::N,bota,靴子
464,Ring::N,anel,戒指
465,Band::N,fita,带子
466,Band::N,faixa,带子
467,Kamm::N,pente,梳子
468,Spiegel::N,espelho,镜子
469,Riemen::N,correia,皮带
470,Schnur::N,corda,绳子
471,Schnur::N,cordel,绳子
472,Leine::N,trela,皮带
473,Decke::N,cobertor,被子
474,Kissen::N,almofada,软垫
475,Tuch::N,pano,巾
476,Handtuch::N,toalha,手巾
477,Kraft::N,força,力
478,Stärke::N,força,力量
479,Gesundheit::N,saúde,健康
480,Krankheit::N,doença,病
481,Krankheit::N,enfermidade,病
482,Schmerz::N,dor,痛
483,Wunde::N,chaga,伤口
484,Wunde::N,ferida,伤口
485,Fieber::N,febre,发烧
486,Arznei::N,remédio,药
487,Brücke::N,ponte,桥
488,Brunnen::N,poço,井
489,Weide::N,pastagem,牧场
490,Pfad::N,senda,小路
491,Pfad::N,trilho,小路
492,Weg::N,caminho,路
493,Straße::N,via,街
494,Straße::N,estrada,街
495,Dorf::N,aldeia,村庄
496,Stadt::N,cidade,城市
497,Brief::N,carta,信
498,Buch::N,livro,书
499,Buchstabe::N,letra,字母
500,Zeitung::N,jornal,报纸
501,Leben::N,vida,生命
502,Tod::N,morte,死亡
503,Grab::N,túmulo,坟墓
504,Grab::N,sepultura,坟墓
505,Kirche::N,igreja,教堂
506,Sünde::N,pecado,罪
507,Gott::N,deus,上帝
508,Arbeiter::N,operário,工人
509,Arbeiter::N,trabalhador,工人
510,Chef::N,chefe,上司
511,Chef::N,patrão,上司
512,Meister::N,mestre,师傅
513,Arzt::N,médico,医生
514,Lehrer::N,professor,教师
515,Geld::N,dinheiro,钱
516,Geschäft::N,negócio,交易
517,Laden::N,loja,商店
518,Preis::N,preço,价格
519,Ware::N,mercadoria,商品
520,Nutzen::N,proveito,好处
521,Reichtum::N,riqueza,财富
522,Welt::N,mundo,世界
523,Land::N,país,国家
524,Staat::N,Estado,国家
525,König::N,rei,国王
526,Macht::N,poder,权力
527,Macht::N,potência,权力
528,Grenze::N,fronteira,边界
529,Krieg::N,guerra,战争
530,Feind::N,inimigo,敌人
531,Gewalt::N,violência,暴力
532,Kampf::N,luta,战斗
533,Kampf::N,combate,战斗
534,Bogen[Waffe]::N,arco,弓
535,Pfeil::N,seta,箭
536,Pfeil::N,flecha,箭
537,Gewehr::N,espingarda,枪
538,Fehler::N,erro,错误
539,Fehler::N,falha,错误
540,Lüge::N,mentira,谎话
541,Schaden::N,dano,损失
542,Schaden::N,estrago,损失
543,Unglück::N,desgraça,不幸
544,Schuld::N,culpa,过错
545,Alter::N,idade,年龄
546,Schluss::N,fim,结束
547,Zeit::N,tempo,时间
548,Tag::N,dia,天
549,Morgen::N,manhã,早晨
550,Mittag::N,meio-dia,中午
551,Abend::N,noite,晚上
552,Abend::N,tardinha,晚上
553,Nacht::N,noite,夜
554,Woche::N,semana,星期
555,Monat::N,mês,月
556,Jahr::N,ano,年
557,Frühling::N,primavera,春天
558,Sommer::N,verão,夏天
559,Herbst::N,outono,秋天
560,Winter::N,inverno,冬天
561,Januar::N,Janeiro,一月
562,Februar::N,Fevereiro,二月
563,März::N,Março,三月
564,April::N,Abril,四月
565,Mai::N,Maio,五月
566,Juni::N,Junho,六月
567,Juli::N,Julho,七月
568,August::N,Agosto,八月
569,September::N,Setembro,九月
570,Oktober::N,Outubro,十月
571,November::N,Novembro,十一月
572,Dezember::N,Dezembro,十二月
573,Montag::N,segunda-feira,星期一
574,Dienstag::N,terça-feira,星期二
575,Mittwoch::N,quarta-feira,星期三
576,Donnerstag::N,quinta-feira,星期四
577,Freitag::N,sexta-feira,星期五
578,Samstag::N,sábado,星期六
579,Sonntag::N,domingo,星期日
580,groß::A,grande,大
581,klein::A,pequeno,小
582,lang::A,comprido,长
583,kurz::A,curto,短
584,breit::A,largo,宽
585,schmal::A,estreito,细长的
586,dicht::A,denso,密
587,dick[Gegenstand]::A,grosso,厚
588,dünn::A,delgado,薄
589,fein::A,fino,细小
590,fein::A,subtil,细小
591,fest::A,firme,固体
592,fest::A,sólido,固体
593,flach::A,plano,平坦
594,glatt::A,liso,光滑
595,hart::A,duro,硬
596,weich::A,mole,软
597,rund::A,redondo,圆
598,spitz::A,agudo,尖
599,scharf::A,afiado,锋利
600,stumpf::A,rombo,钝
601,schwer::A,pesado,重
602,schön::A,belo,美丽
603,schön::A,bonito,美丽
604,heiß::A,quente,烫
605,warm::A,quente,暖和
606,kalt::A,frio,冷
607,kühl::A,fresco,凉
608,frisch::A,fresco,新鲜
609,feucht::A,húmido,潮湿
610,nass::A,molhado,湿
611,trocken::A,seco,干
612,voll::A,cheio,满
613,leer::A,vazio,空
614,offen::A,aberto,敞开
615,geschlossen::A,fechado,关闭
616,sauber::A,limpo,干净
617,schmutzig::A,sujo,肮脏
618,roh::A,cru,生
619,reif::A,maduro,成熟
620,lecker::A,delicioso,好吃
621,süß::A,doce,甜
622,bitter::A,amargo,苦
623,sauer::A,azedo,酸
624,hell::A,claro,亮
625,dunkel::A,escuro,阴暗
626,dunkel::A,sombrio,阴暗
627,schwarz::A,preto,黑
628,weiß::A,branco,白
629,rot::A,vermelho,红
630,gelb::A,amarelo,黄
631,blau::A,azul,蓝
632,grün::A,verde,绿
633,grau::A,cinzento,灰色
634,bunt::A,colorido,五彩
635,billig::A,barato,便宜
636,teuer::A,caro,贵
637,wertvoll::A,valioso,贵重
638,wertvoll::A,precioso,贵重
639,blind::A,cego,瞎
640,taub::A,surdo,聋
641,kräftig::A,forte,强壮
642,kräftig::A,poderoso,强壮
643,stark::A,forte,强壮
644,stark::A,robusto,强壮
645,schwach::A,débil,弱
646,fett::A,gordo,胖
647,schlank::A,esbelto,苗条
648,hübsch::A,giro,漂亮
649,hübsch::A,bonito,漂亮
650,böse::A,mau,邪恶
651,dumm::A,parvo,笨
652,dumm::A,estúpido,笨
653,faul::A,preguiçoso,懒惰
654,fleißig::A,aplicado,勤奋
655,fleißig::A,diligente,勤奋
656,geizig::A,avarento,吝啬
657,klug::A,prudente,聪明
658,klug::A,inteligente,聪明
659,geschickt::A,hábil,灵巧
660,lieb::A,caro,可爱
661,lieb::A,querido,可爱
662,lustig::A,alegre,快乐
663,sanft::A,suave,柔和
664,sanft::A,brando,柔和
665,hungrig::A,faminto,饥饿
666,krank::A,doente,患病
667,krank::A,enfermo,患病
668,nackt::A,nu,裸体
669,nackt::A,despido,裸体
670,traurig::A,triste,悲哀
671,lebendig::A,vivo,活
672,gut::A,bom,好
673,schlecht::A,mau,坏
674,schlecht::A,ruim,坏
675,richtig::A,justo,正确
676,richtig::A,correcto,正确
677,schlimm::A,mau,糟糕
678,schlimm::A,grave,糟糕
679,wahr::A,verdadeiro,真
680,alt::A,velho,旧
681,alt::A,antigo,旧
682,neu::A,novo,新
683,ehemalig::A,antigo,以前
684,alt[Lebewesen]::A,velho,老
685,jung::A,jovem,年轻
686,arm::A,pobre,贫穷
687,reich::A,rico,富裕
688,bekannt::A,conhecido,出名
689,berühmt::A,famoso,著名
690,berühmt::A,célebre,著名
691,fremd::A,alheio,陌生
692,fremd::A,estranho,陌生
693,verschieden::A,diverso,不同
694,verschieden::A,diferente,不同
695,nah::A,próximo,近
696,fern::A,remoto,遥远
697,fern::A,distante,遥远
698,linker::A,esquerdo,左
699,rechter::A,direito,右
700,anderer::A,outro,别的
701,erster::A,primeiro,第一
702,zweiter::A,segundo,第二
703,dritter::A,terceiro,第三
704,letzter::A,final,最后
705,letzter::A,último,最后
706,allein::ADV,só,单独
707,auf einmal::ADV,de vez,同时
708,zusammen::ADV,juntos,一起
709,lange::ADV,muito tempo,许久
710,plötzlich::ADV,de repente,忽然
711,sofort::ADV,imediatamente,立刻
712,später::ADV,mais tarde,以后
713,jetzt::ADV,agora,现在
714,heute::ADV,hoje,今天
715,morgen::ADV,amanhã,明天
716,bald::ADV,logo,即将
717,bald::ADV,breve,即将
718,dann::ADV,então,然后
719,dann::ADV,depois,然后
720,gestern::ADV,ontem,昨天
721,einst::ADV,antigamente,曾经
722,damals::ADV,então,当时
723,danach::ADV,logo,随后
724,danach::ADV,depois,随后
725,vorher::ADV,antes,事先
726,zuerst::ADV,primeiro,首先
727,einmal::ADV,uma vez,一次
728,manchmal::ADV,às vezes,有时
729,oft::ADV,muitas vezes,时常
730,immer::ADV,sempre,总是
731,niemals::ADV,nunca,从未
732,hier::ADV,cá,这里
733,hier::ADV,aqui,这里
734,hierhin::ADV,para cá,到这里
735,von hier::ADV,daqui,由此
736,dort::ADV,lá,那里
737,dort::ADV,ali,那里
738,dorthin::ADV,lá,到那里
739,dorthin::ADV,para lá,到那里
740,geradeaus::ADV,em frente,一直往前
741,vorwärts::ADV,avante,向前
742,rückwärts::ADV,para trás,向后
743,zurück::ADV,atrás,退后
744,unten::ADV,debaixo,下面
745,unten::ADV,em baixo,下面
746,hinab::ADV,para baixo,向下
747,oben::ADV,em cima,上面
748,hinauf::ADV,para cima,向上
749,überall::ADV,em toda parte,到处
750,nicht::ADV,não,不
751,ein wenig::ADV,um pouco,一点儿
752,ein wenig::ADV,um bocado,一点儿
753,kaum::ADV,apenas,几乎不
754,sehr::ADV,muito,很
755,so::ADV,tão,如此
756,so::ADV,assim,如此
757,noch::ADV,ainda,还
758,nur::ADV,só,只
759,nur::ADV,apenas,只
760,nur::ADV,somente,只
761,schon::ADV,já,已经
762,wieder::ADV,outra vez,又
763,vergebens::ADV,em vão,
764,vor::PRP,diante de,在...面前
765,hinter::PRP,atrás de,在...背后
766,unter::PRP,sob,在...下面
767,unter::PRP,debaixo de,在...下面
768,durch::PRP,por,穿过
769,durch::PRP,através de,穿过
770,neben::PRP,junto de,在...旁
771,neben::PRP,ao lado de,在...旁
772,zwischen::PRP,entre,在...之间
773,wegen::PRP,por,由于
774,wegen::PRP,por causa de,由于
775,dies::PRN,isto,这
776,das::PRN,isso,那
777,das::PRN,aquilo,那
778,alles::PRN,todo,一切
779,ich::PRN,eu,我
780,du::PRN,tu,你
781,er::PRN,ele,他
782,wir::PRN,nós,我们
783,ihr::PRN,vós,你们
784,ihr::PRN,vocês,你们
785,sie::PRN,eles,她
786,was::FPRN,quê,什么
787,wer::FPRN,quem,谁
788,wo::FADV,onde,哪里
789,wohin::FADV,aonde,去哪里
790,wohin::FADV,para onde,去哪里
791,wie::FADV,como,怎么
792,warum::FADV,porquê,为什么
793,warum::FADV,por que,为什么
794,wieviel::FNUM,quanto,多少
795,eins::NUM,um,一
796,zwei::NUM,dois,二
797,drei::NUM,três,三
798,vier::NUM,quatro,四
799,fünf::NUM,cinco,五
800,sechs::NUM,seis,六
801,sieben::NUM,sete,七
802,acht::NUM,oito,八
803,neun::NUM,nove,九
804,zehn::NUM,dez,十
805,elf::NUM,onze,十一
806,zwölf::NUM,doze,十二
807,zwanzig::NUM,vinte,二十
808,dreißig::NUM,trinta,三十
809,vierzig::NUM,quarenta,四十
810,fünfzig::NUM,cinquenta,五十
811,sechzig::NUM,sessenta,六十
812,siebzig::NUM,setenta,七十
813,achtzig::NUM,oitenta,八十
814,neunzig::NUM,noventa,九十
815,hundert::NUM,cem,百
816,hundert::NUM,cento,百
817,tausend::NUM,mil,千
818,und::CNJ,e,和
819,oder::CNJ,ou,或者
820,stehen::V,estar em pé,站
821,sitzen::V,estar sentado,坐
822,liegen::V,jazer,躺着
823,liegen::V,estar deitado,躺着
824,hängen::V,pender,挂着
825,hängen::V,estar pendurado,挂着
826,werden::V,tornar-se,成为
827,passieren::V,acontecer,发生
828,beginnen::V,começar,开始
829,enden::V,acabar,终止
830,enden::V,terminar,终止
831,wechseln::V,variar,变迁
832,wechseln::V,alternar,变迁
833,aufgehen[Sonne]::V,nascer,升起
834,untergehen[Sonne]::V,pôr-se,下落
835,scheinen[Sonne]::V,brilhar,照射
836,donnern::V,trovejar,打雷
837,wehen::V,soprar,飘扬
838,strömen::V,correr,流
839,fließen::V,fluir,流动
840,sich drehen::V,girar,转动
841,schwanken::V,oscilar,摇摆
842,schwingen::V,vibrar,摇
843,fallen::V,cair,坠落
844,brennen::V,arder,燃烧
845,rauchen::V,fumegar,冒烟
846,regnen::V,chover,下雨
847,gefrieren::V,gelar,结冰
848,gefrieren::V,congelar,结冰
849,tauen::V,derreter,融化
850,tauen::V,descongelar,融化
851,schmelzen::V,fundir-se,溶化
852,trocknen::V,secar,变干
853,sieden::V,ferver,煮
854,faulen::V,estragar-se,腐烂
855,verfaulen::V,apodrecer,腐烂
856,reißen::V,romper-se,撕
857,versinken::V,afundar-se,下沉
858,vergehen::V,passar,流逝
859,erscheinen::V,aparecer,出现
860,verschwinden::V,desaparecer,消失
861,sinken::V,descer,下降
862,abnehmen::V,diminuir,减少
863,abnehmen::V,decrescer,减少
864,zunehmen::V,crescer,增加
865,zunehmen::V,aumentar,增加
866,steigen::V,subir,上升
867,wachsen::V,crescer,生长
