,Concept_ID,pl,hu
260,Ehefrau::N,żona,feleség
261,Freude::N,radość,öröm
262,Gelächter::N,śmiech,nevetés
263,Gelächter::N,śmiech,hahotázás
264,Glück::N,szczęście,boldogság
265,Kummer::N,zmartwienie,bánat
266,Wunsch::N,życzenie,óhaj
267,Lust::N,chęć,kedv
268,Lust::N,ochota,kedv
269,Geist::N,duch,elme
270,Geist::N,duch,szellem
271,Gedanke::N,myśl,gondolat
272,Gedächtnis::N,pamięć,emlékezet
273,Verstand::N,rozum,ész
274,Verstand::N,rozum,értelem
275,Sinn::N,zmysł,értelem
276,Grund::N,powód,ok
277,Grund::N,powód,alap
278,Wahrheit::N,prawda,igaz
279,Wahrheit::N,prawda,igazság
280,Gespräch::N,rozmowa,beszélgetés
281,Märchen::N,bajka,mese
282,Erzählung::N,opowiadanie,elbeszélés
283,Nachricht::N,wiadomość,hír
284,Nachricht::N,wiadomość,híradás
285,Neuigkeit::N,nowina,újság
286,Name::N,imię,név
287,Rätsel::N,zagadka,rejtvény
288,Rede::N,mowa,beszéd
289,Rede::N,mowa,szónoklat
290,Sprache::N,język,nyelv
291,Stimme::N,głos,hang
292,Wort::N,słowo,szó
293,Zeichen::N,znak,jel
294,Ruf::N,wołanie,kiáltás
295,Lärm::N,hałas,zaj
296,Lärm::N,zgiełk,zaj
297,Laut::N,dźwięk,hang
298,Ton::N,ton,hang
299,Ton::N,dźwięk,hang
300,Lied::N,pieśń,dal
301,Lied::N,pieśń,ének
302,Lied::N,piosenka,dal
303,Lied::N,piosenka,ének
304,Ruhe::N,spokój,csend
305,Ruhe::N,spokój,nyugalom
306,Leute::N,ludzie,emberek
307,Volk::N,naród,nép
308,Arbeit::N,praca,dolog
309,Arbeit::N,robota,dolog
310,Gast::N,gość,vendég
311,Geschenk::N,prezent,ajándék
312,Geschenk::N,podarunek,ajándék
313,Spiel::N,gra,játék
314,Spiel::N,zabawa,játék
315,Gesellschaft::N,towarzystwo,társaság
316,Hilfe::N,pomoc,segítség
317,Freund::N,przyjaciel,barát
318,Kamerad::N,kolega,társ
319,Angelegenheit::N,sprawa,ügy
320,Anzahl::N,ilość,szám
321,Art::N,rodzaj,faj
322,Art::N,rodzaj,fajta
323,Stück::N,kawałek,darab
324,Teil::N,część,rész
325,Hälfte::N,połowa,fél
326,Kreis::N,krąg,kör
327,Kreuz::N,krzyż,kereszt
328,Linie::N,linia,vonal
329,Strich::N,kreska,vonás
330,Abstand::N,odstęp,köz
331,Entfernung::N,odległość,távolság
332,Gegend::N,okolica,táj
333,Gegend::N,okolica,vidék
334,Platz::N,miejsce,hely
335,Ort::N,miejsce,hely
336,Seite::N,bok,fél
337,Seite::N,bok,oldal
338,Seite::N,strona,fél
339,Seite::N,strona,oldal
340,Mitte::N,środek,közép
341,Gegenstand::N,przedmiot,tárgy
342,Sache::N,rzecz,dolog
343,Rand::N,skraj,szél
344,Rand::N,skraj,perem
345,Rand::N,skraj,szegély
346,Rand::N,krawędź,szél
347,Rand::N,krawędź,perem
348,Rand::N,krawędź,szegély
349,Kante::N,kant,él
350,Kante::N,krawędź,él
351,Ecke::N,róg,sarok
352,Ecke::N,róg,szöglet
353,Spitze::N,ostrze,csúcs
354,Ende::N,koniec,vég
355,Loch::N,dziura,lyuk
356,Winkel::N,kąt,szög
357,Winkel::N,kącik,szög
358,Muster::N,wzór,minta
359,Größe::N,rozmiar,nagyság
360,Größe::N,wielkość,nagyság
361,Länge::N,długość,hossz
362,Länge::N,długość,hosszúság
363,Höhe::N,wysokość,magasság
364,Gewicht::N,ciężar,súly
365,Menge::N,ilość,sokaság
366,Menge::N,ilość,mennyiség
367,Haufen::N,kupa,halom
368,Reihe::N,rząd,sor
369,Reihe::N,szereg,sor
370,Boot::N,łódź,csónak
371,Boot::N,łódka,csónak
372,Ruder::N,wiosło,evező
373,Schlitten::N,sanki,szánkó
374,Ski::N,narta,sí
375,Lagerfeuer::N,ognisko,tábortűz
376,Last::N,ciężar,teher
377,Last::N,brzemię,teher
378,Gang::N,chód,járás
379,Schritt::N,krok,lépés
380,Norden::N,północ,észak
381,Süden::N,południe,dél
382,Westen::N,zachód,nyugat
383,Osten::N,wschód,kelet
384,Holz::N,drzewo,fa
385,Brett::N,deska,deszka
386,Platte::N,płyta,lap
387,Platte::N,płyta,lemez
388,Stütze::N,podpora,támasz
389,Stütze::N,podpora,támaszték
390,Stange::N,drąg,rúd
391,Stange::N,drąg,pózna
392,Stange::N,żerdź,rúd
393,Stange::N,żerdź,pózna
394,Stock::N,kij,pálca
395,Stock::N,laska,pálca
396,Stab::N,pręt,bot
397,Rohr::N,rura,cső
398,Haus::N,dom,ház
399,Heim::N,dom,otthon
400,Ofen::N,piec,kályha
401,Fußboden::N,podłoga,padló
402,Tisch::N,stół,asztal
403,Stuhl::N,krzesło,szék
404,Wiege::N,kołyska,bölcső
405,Bett::N,łóżko,ágy
406,Bett::N,pościel,ágy
407,Regal::N,regał,polc
408,Regal::N,regał,állvány
409,Kiste::N,skrzynia,láda
410,Fenster::N,okno,ablak
411,Tür::N,drzwi,ajtó
412,Tor::N,brama,kapu
413,Zaun::N,płot,kerítés
414,Zaun::N,parkan,kerítés
415,Dach::N,dach,tető
416,Leiter::N,drabina,létra
417,Besen::N,miotła,seprű
418,Spaten::N,rydel,ásó
419,Schaufel::N,łopata,lapát
420,Gabel::N,widelec,villa
421,Löffel::N,łyżka,kanál
422,Messer::N,nóż,kés
423,Nagel::N,gwóźdź,szeg
424,Netz::N,sieć,háló
425,Haken::N,hak,kampó
426,Griff::N,chwyt,nyél
427,Griff::N,chwyt,fogantyú
428,Schloss::N,zamek,zár
429,Bild::N,obraz,kép
430,Figur::N,figura,alak
431,Puppe::N,lalka,bábu
432,Beutel::N,torba,zacskó
433,Bündel::N,wiązka,köteg
434,Tasche::N,torba,táska
435,Eimer::N,kubeł,vödör
436,Eimer::N,wiadro,vödör
437,Deckel::N,przykrywka,fedő
438,Deckel::N,przykrywka,fedél
439,Geschirr::N,statki,edény
440,Geschirr::N,naczynia,edény
441,Sack::N,worek,zsák
442,Tasse::N,filiżanka,csésze
443,Topf::N,garnek,fazék
444,Kessel::N,kocioł,üst
445,Kessel::N,kocioł,bogrács
446,Essen::N,jedzenie,evés
447,Essen::N,jedzenie,étkezés
448,Nahrung::N,pokarm,ennivaló
449,Nahrung::N,pożywienie,ennivaló
450,Speise::N,potrawa,étel
451,Speise::N,jedzenie,étel
452,Fleisch::N,mięso,hús
453,Getreide::N,zboże,gabona
454,Brei::N,kasza,pép
455,Brei::N,kasza,kása
456,Brot::N,chleb,kenyér
457,Scheibe::N,kromka,szelet
458,Fett::N,tłuszcz,háj
459,Fett::N,tłuszcz,zsír
460,Butter::N,masło,vaj
461,Öl::N,olej,olaj
462,Salz::N,sól,só
463,Suppe::N,zupa,leves
464,Honig::N,miód,méz
465,Milch::N,mleko,tej
466,Tee::N,herbata,tea
467,Leder::N,skóra,bőr
468,Wolle::N,wełna,gyapjú
469,Stoff::N,tkanina,szövet
470,Stoff::N,materiał,szövet
471,Nadel::N,igła,tű
472,Faden::N,nić,fonál
473,Faden::N,nitka,fonál
474,Knopf::N,guzik,gomb
475,Knoten::N,węzeł,csomó
476,Farbe::N,farba,szín
477,Farbe::N,farba,festék
478,Kleidung::N,odzież,ruha
479,Kleidung::N,odzież,ruházat
480,Hemd::N,koszula,ing
481,Kragen::N,kołnierz,gallér
482,Ärmel::N,rękaw,ujj
483,Hose::N,spodnie,gatya
484,Hose::N,spodnie,nadrág
485,Gürtel::N,pasek,öv
486,Mütze::N,czapka,sapka
487,Schuh::N,but,cipő
488,Schuh::N,bucik,cipő
489,Stiefel::N,but,csizma
490,Stiefel::N,kozak,csizma
491,Ring::N,pierścień,gyűrű
492,Band::N,wstęga,szalag
493,Kamm::N,grzebień,fésű
494,Spiegel::N,lustro,tükör
495,Riemen::N,rzemień,szíj
496,Schnur::N,sznur,zsinór
497,Leine::N,smycz,póráz
498,Decke::N,kołdra,takaró
499,Kissen::N,poduszka,párna
500,Tuch::N,chustka,kendő
501,Handtuch::N,ręcznik,törülköző
502,Kraft::N,moc,erő
503,Kraft::N,siła,erő
504,Stärke::N,moc,erő
505,Stärke::N,moc,erősség
506,Stärke::N,siła,erő
507,Stärke::N,siła,erősség
508,Gesundheit::N,zdrowie,egészség
509,Krankheit::N,choroba,kór
510,Krankheit::N,choroba,betegség
511,Schmerz::N,ból,fájdalom
512,Wunde::N,rana,seb
513,Fieber::N,gorączka,láz
514,Arznei::N,lekarstwo,orvosság
515,Arznei::N,lekarstwo,gyógyszer
516,Brücke::N,most,híd
517,Brunnen::N,studnia,kút
518,Weide::N,pastwisko,legelő
519,Pfad::N,ścieżka,ösvény
520,Weg::N,droga,út
521,Straße::N,ulica,út
522,Dorf::N,wieś,falu
523,Stadt::N,miasto,város
524,Brief::N,list,levél
525,Buch::N,książka,könyv
526,Buchstabe::N,litera,betű
527,Zeitung::N,gazeta,újság
528,Zeitung::N,gazeta,hírlap
529,Zeitung::N,dziennik,újság
530,Zeitung::N,dziennik,hírlap
531,Leben::N,życie,élet
532,Tod::N,śmierć,halál
533,Grab::N,grób,sír
534,Kirche::N,kościół,templom
535,Sünde::N,grzech,bűn
536,Sünde::N,grzech,vétek
537,Gott::N,bóg,isten
538,Arbeiter::N,robotnik,munkás
539,Chef::N,szef,főnök
540,Meister::N,mistrz,mester
541,Meister::N,majster,mester
542,Arzt::N,lekarz,orvos
543,Lehrer::N,nauczyciel,tanár
544,Lehrer::N,nauczyciel,tanító
545,Geld::N,pieniądze,pénz
546,Geschäft::N,sprawa,üzlet
547,Geschäft::N,interes,üzlet
548,Laden::N,sklep,bolt
549,Preis::N,cena,ár
550,Ware::N,towar,áru
551,Nutzen::N,pożytek,haszon
552,Reichtum::N,bogactwo,gazdagság
553,Welt::N,świat,világ
554,Land::N,kraj,ország
555,Staat::N,państwo,állam
556,König::N,król,király
557,Macht::N,władza,hatalom
558,Grenze::N,granica,határ
559,Krieg::N,wojna,háború
560,Feind::N,wróg,ellenség
561,Gewalt::N,władza,erőszak
562,Kampf::N,bój,harc
563,Kampf::N,walka,harc
564,Bogen[Waffe]::N,łuk,íj
565,Pfeil::N,strzała,nyíl
566,Gewehr::N,karabin,puska
567,Gewehr::N,karabin,fegyver
568,Fehler::N,błąd,hiba
569,Lüge::N,kłamstwo,hazugság
570,Schaden::N,szkoda,kár
571,Unglück::N,nieszczęście,csapás
572,Unglück::N,nieszczęście,balszerencse
573,Schuld::N,wina,bűn
574,Alter::N,wiek,kor
575,Schluss::N,koniec,vég
576,Schluss::N,koniec,befejezés
577,Schluss::N,zakończenie,vég
578,Schluss::N,zakończenie,befejezés
579,Zeit::N,czas,idő
580,Tag::N,dzień,nap
581,Morgen::N,ranek,reggel
582,Morgen::N,poranek,reggel
583,Mittag::N,południe,dél
584,Abend::N,wieczór,este
585,Nacht::N,noc,éj
586,Nacht::N,noc,éjszaka
587,Woche::N,tydzień,hét
588,Monat::N,miesiąc,hó
589,Monat::N,miesiąc,hónap
590,Jahr::N,rok,év
591,Frühling::N,wiosna,tavasz
592,Sommer::N,lato,nyár
593,Herbst::N,jesień,ősz
594,Winter::N,zima,tél
595,Januar::N,styczeń,január
596,Februar::N,luty,február
597,März::N,marzec,március
598,April::N,kwiecień,április
599,Mai::N,maj,május
600,Juni::N,czerwiec,június
601,Juli::N,lipiec,július
602,August::N,sierpień,augusztus
603,September::N,wrzesień,szeptember
604,Oktober::N,październik,október
605,November::N,listopad,november
606,Dezember::N,grudzień,december
607,Montag::N,poniedziałek,hétfő
608,Dienstag::N,wtorek,kedd
609,Mittwoch::N,środa,szerda
610,Donnerstag::N,czwartek,csütörtök
611,Freitag::N,piątek,péntek
612,Samstag::N,sobota,szombat
613,Sonntag::N,niedziela,vasárnap
614,groß::A,duży,nagy
615,groß::A,wielki,nagy
616,klein::A,mały,pici
617,klein::A,mały,kicsi
618,lang::A,długi,hosszú
619,kurz::A,krótki,rövid
620,breit::A,szeroki,széles
621,schmal::A,wąski,keskeny
622,dicht::A,gęsty,sűrű
623,dick[Gegenstand]::A,gruby,vastag
624,dünn::A,cienki,vékony
625,fein::A,drobny,vékony
626,fest::A,mocny,szilárd
627,fest::A,twardy,szilárd
628,flach::A,płaski,sík
629,flach::A,płaski,lapos
630,glatt::A,gładki,sima
631,hart::A,twardy,kemény
632,weich::A,miękki,puha
633,rund::A,okrągły,kerek
634,spitz::A,spiczasty,hegyes
635,scharf::A,ostry,éles
636,stumpf::A,tępy,tompa
637,stumpf::A,tępy,életlen
638,schwer::A,ciężki,nehéz
639,schwer::A,ciężki,súlyos
640,schön::A,ładny,szép
641,schön::A,piękny,szép
642,heiß::A,gorący,forró
643,warm::A,ciepły,meleg
644,kalt::A,zimny,hideg
645,kühl::A,chłodny,hűs
646,kühl::A,chłodny,hűvös
647,frisch::A,świeży,üde
648,frisch::A,świeży,friss
649,feucht::A,wilgotny,nedves
650,nass::A,mokry,vizes
651,trocken::A,suchy,száraz
652,voll::A,pełny,telt
653,leer::A,pusty,üres
654,leer::A,próżny,üres
655,offen::A,otwarty,nyílt
656,offen::A,otwarty,nyitott
657,geschlossen::A,zamknięty,zárt
658,geschlossen::A,zamknięty,csukott
659,sauber::A,czysty,tiszta
660,schmutzig::A,brudny,piszkos
661,schmutzig::A,brudny,szennyes
662,roh::A,surowy,nyers
663,reif::A,dojrzały,érett
664,lecker::A,smaczny,finom
665,süß::A,słodki,édes
666,bitter::A,gorzki,keserű
667,sauer::A,kwaśny,savanyú
668,hell::A,jasny,világos
669,dunkel::A,ciemny,sötét
670,schwarz::A,czarny,fekete
671,weiß::A,biały,fehér
672,rot::A,czerwony,vörös
673,gelb::A,żółty,sárga
674,blau::A,błękitny,kék
675,blau::A,niebieski,kék
676,grün::A,zielony,zöld
677,grau::A,szary,ősz
678,grau::A,szary,szürke
679,bunt::A,barwny,tarka
680,bunt::A,barwny,színes
681,billig::A,tani,olcsó
682,teuer::A,drogi,drága
683,wertvoll::A,cenny,értékes
684,blind::A,ślepy,vak
685,taub::A,głuchy,süket
686,kräftig::A,mocny,erős
687,stark::A,silny,erős
688,schwach::A,słaby,gyenge
689,schwach::A,słaby,erőtlen
690,fett::A,tłusty,hájas
691,schlank::A,smukły,karcsú
692,hübsch::A,ładny,csinos
693,böse::A,zły,rossz
694,böse::A,zły,gonosz
695,dumm::A,głupi,buta
696,dumm::A,głupi,ostoba
697,faul::A,leniwy,lusta
698,fleißig::A,pilny,szorgalmas
699,geizig::A,skąpy,fukar
700,geizig::A,skąpy,fösvény
701,klug::A,mądry,okos
702,klug::A,mądry,eszes
703,geschickt::A,zręczny,ügyes
704,lieb::A,miły,drága
705,lieb::A,miły,kedves
706,lustig::A,wesoły,víg
707,lustig::A,wesoły,vidám
708,sanft::A,łagodny,enyhe
709,hungrig::A,głodny,éhes
710,krank::A,chory,beteg
711,nackt::A,nagi,csupasz
712,nackt::A,nagi,meztelen
713,traurig::A,smutny,bús
714,traurig::A,smutny,szomorú
715,lebendig::A,żywy,élő
716,gut::A,dobry,jó
717,schlecht::A,zły,rossz
718,richtig::A,słuszny,helyes
719,richtig::A,właściwy,helyes
720,schlimm::A,zły,rossz
721,wahr::A,prawdziwy,igaz
722,alt::A,stary,ó
723,alt::A,stary,régi
724,neu::A,nowy,új
725,ehemalig::A,były,volt
726,ehemalig::A,były,egykori
727,alt[Lebewesen]::A,stary,öreg
728,jung::A,młody,fiatal
729,arm::A,ubogi,szegény
730,arm::A,biedny,szegény
731,reich::A,bogaty,gazdag
732,bekannt::A,znany,ismert
733,bekannt::A,znany,ismeretes
734,berühmt::A,słynny,híres
735,fremd::A,obcy,idegen
736,fremd::A,cudzy,idegen
737,verschieden::A,różny,különböző
738,nah::A,bliski,közeli
739,fern::A,daleki,távoli
740,linker::A,lewy,bal
741,rechter::A,prawy,jobb
742,anderer::A,inny,más
743,anderer::A,inny,másik
744,erster::A,pierwszy,első
745,zweiter::A,drugi,második
746,dritter::A,trzeci,harmadik
747,letzter::A,ostatni,utolsó
748,allein::ADV,sam,egyedül
749,auf einmal::ADV,naraz,egyszerre
750,zusammen::ADV,razem,együtt
751,zusammen::ADV,razem,összesen
752,lange::ADV,długo,sokáig
753,lange::ADV,długo,hosszan
754,plötzlich::ADV,nagle,hirtelen
755,plötzlich::ADV,nagle,egyszerre
756,sofort::ADV,natychmiast,rögtön
757,sofort::ADV,natychmiast,tüstént
758,später::ADV,później,későn
759,jetzt::ADV,teraz,most
760,jetzt::ADV,obecnie,most
761,heute::ADV,dziś,ma
762,heute::ADV,dzisiaj,ma
763,morgen::ADV,jutro,holnap
764,bald::ADV,wkrótce,majd
765,bald::ADV,wkrótce,nemsokára
766,dann::ADV,potem,akkor
767,gestern::ADV,wczoraj,tegnap
768,einst::ADV,kiedyś,hajdan
769,einst::ADV,niegdyś,hajdan
770,damals::ADV,wtedy,akkor
771,damals::ADV,wtedy,akkoriban
772,damals::ADV,wówczas,akkor
773,damals::ADV,wówczas,akkoriban
774,danach::ADV,następnie,azután
775,vorher::ADV,przedtem,előbb
776,zuerst::ADV,naprzód,először
777,zuerst::ADV,najpierw,először
778,einmal::ADV,raz,egyszer
779,manchmal::ADV,czasem,néha
780,manchmal::ADV,czasem,olykor
781,oft::ADV,często,sokszor
782,immer::ADV,zawsze,mindig
783,niemals::ADV,nigdy,sohasem
784,hier::ADV,tu,itt
785,hier::ADV,tutaj,itt
786,hierhin::ADV,tu,erre
787,von hier::ADV,stąd,innen
788,dort::ADV,tam,ott
789,dorthin::ADV,tam,oda
790,geradeaus::ADV,prosto,egyenesen
791,vorwärts::ADV,naprzód,előre
792,rückwärts::ADV,wstecz,hátrafelé
793,zurück::ADV,z powrotem,hátra
794,zurück::ADV,z powrotem,vissza
795,unten::ADV,u dołu,alul
796,unten::ADV,na dole,alul
797,hinab::ADV,na_dół,le
798,hinab::ADV,na_dół,lefelé
799,hinab::ADV,w_dół,le
800,hinab::ADV,w_dół,lefelé
801,oben::ADV,w górze,fenn
802,oben::ADV,w górze,felül
803,oben::ADV,na górze,fenn
804,oben::ADV,na górze,felül
805,hinauf::ADV,w górę,fel
806,hinauf::ADV,w górę,felfelé
807,hinauf::ADV,na górę,fel
808,hinauf::ADV,na górę,felfelé
809,überall::ADV,wszędzie,mindenütt
810,nicht::ADV,nie,nem
811,ein wenig::ADV,trochę,egy kicsit
812,kaum::ADV,ledwie,alig
813,kaum::ADV,prawie nie,alig
814,sehr::ADV,bardzo,nagyon
815,so::ADV,tak,úgy
816,noch::ADV,jeszcze,még
817,nur::ADV,tylko,csak
818,nur::ADV,tylko,csupán
819,schon::ADV,już,már
820,wieder::ADV,znów,ismét
821,wieder::ADV,znów,megint
822,wieder::ADV,znowu,ismét
823,wieder::ADV,znowu,megint
824,vergebens::ADV,na próżno,hiába
825,vor::PRP,przed,előtt
826,hinter::PRP,za,mögött
827,unter::PRP,pod,alatt
828,durch::PRP,przez,át
829,durch::PRP,przez,keresztül
830,neben::PRP,obok,mellett
