,Concept_ID,az,os
740,geizig::A,xəsis,мæрддзæст
741,klug::A,ağıllı,зондджын
742,geschickt::A,bacarıqlı,хӕрзарӕхст
743,lieb::A,əziz,уарзон
744,lieb::A,sevimli,уарзон
745,lustig::A,məzəli,хъӕлдзӕг
746,lustig::A,gülməli,хъӕлдзӕг
747,sanft::A,mülayim,мынчын
748,hungrig::A,ac,ӕххормаг
749,krank::A,xəstə,нӕфӕразгӕ
750,nackt::A,çılpaq,бӕгънӕг
751,traurig::A,qəmgin,ӕрхӕндӕг
752,traurig::A,kədərli,ӕрхӕндӕг
753,lebendig::A,canlı,цардӕгас
754,gut::A,yaxşı,хорз
755,schlecht::A,pis,цауд
756,richtig::A,doğru,раст
757,schlimm::A,fəna,ӕвзӕр
758,wahr::A,gərçək,ӕцӕг
759,alt::A,əski,зӕронд
760,alt::A,köhnə,зӕронд
761,neu::A,yeni,ног
762,ehemalig::A,əvvəlki,раздӕры
763,alt[Lebewesen]::A,qoca,ацӕргӕ
764,jung::A,gənc,ӕрыгон
765,arm::A,kasıb,мӕгуыр
766,arm::A,yoxsul,мӕгуыр
767,reich::A,zəngin,хъӕздыг
768,bekannt::A,tanış,зонгӕ
769,berühmt::A,məşhur,номдзыд
770,fremd::A,yad,æцæгæлон
771,verschieden::A,dürlü,æндæр æмæ æндæр
772,verschieden::A,dürlü,алы
773,verschieden::A,dürlü,алыхуызон
774,nah::A,yaxın,хӕстӕг
775,fern::A,uzaq,дард
776,fern::A,uzaq,дӕрддаг
777,linker::A,sol,галиу
778,rechter::A,sağ,рахиз
779,anderer::A,başqa,иннӕ
780,anderer::A,başqa,ӕндӕр
781,erster::A,birinci,фыццаг
782,erster::A,birinci,фыццӕгӕм
783,zweiter::A,ikinci,дыккаг
784,zweiter::A,ikinci,дыккæгæм
785,dritter::A,üçüncü,æртыккаг
786,dritter::A,üçüncü,æртыккæгæм
787,letzter::A,sonuncu,фӕстаг
788,letzter::A,axırıncı,фӕстаг
789,allein::ADV,tək,иунæг
790,allein::ADV,yalqız,иунæг
791,auf einmal::ADV,birdən,уайтагъд
792,auf einmal::ADV,birdən,æвиппайды
793,auf einmal::ADV,birdən,æваст
794,zusammen::ADV,birlikdə,иумӕ
795,lange::ADV,uzun,бирæ рæстæг
796,plötzlich::ADV,qəfildən,æвиппайды
797,plötzlich::ADV,qəfildən,æваст
798,sofort::ADV,həmən,уыцы сахат
799,sofort::ADV,həmən,уайтагъд
800,sofort::ADV,dərhal,уыцы сахат
801,sofort::ADV,dərhal,уайтагъд
802,später::ADV,sonra,фæстæдæр
803,jetzt::ADV,indi,ныр
804,heute::ADV,bugün,абон
805,morgen::ADV,sabah,райсом
806,bald::ADV,yaxında,тагъд
807,bald::ADV,yaxında,рæхджы
808,bald::ADV,tezliklə,тагъд
809,bald::ADV,tezliklə,рæхджы
810,dann::ADV,onda,стæй
811,gestern::ADV,dünən,знон
812,einst::ADV,əvvəllər,кӕддӕр
813,damals::ADV,o vaxt,уæд
814,danach::ADV,sonra,стæй
815,danach::ADV,sonra,уый фæстæ
816,vorher::ADV,qabaqcadan,раздæр
817,zuerst::ADV,əvvəl,фыццаг
818,einmal::ADV,bir dəfə,иу хатт
819,manchmal::ADV,hərdənbir,хатт
820,oft::ADV,tez-tez,арæх
821,oft::ADV,çox vaxt,арæх
822,immer::ADV,daimi,ӕдзух
823,immer::ADV,həmişə,ӕдзух
824,niemals::ADV,əsla,никуы
825,niemals::ADV,əsla,никæд
826,niemals::ADV,heç bir zaman,никуы
827,niemals::ADV,heç bir zaman,никæд
828,hier::ADV,bura,ам
829,hier::ADV,burada,ам
830,hierhin::ADV,buraya,ардӕм
831,von hier::ADV,buradan,ардыгæй
832,dort::ADV,ora,уым
833,dort::ADV,orada,уым
834,dorthin::ADV,oraya,уырдӕм
835,geradeaus::ADV,düz,æргом
836,vorwärts::ADV,irəli,размӕ
837,rückwärts::ADV,geri,фӕстӕмӕ
838,zurück::ADV,geriyə,фӕстӕмӕ
839,unten::ADV,aşağıda,дæлæ
840,unten::ADV,aşağıda,дæлейы
841,unten::ADV,aşağıda,бынæй
842,hinab::ADV,aşağı,дӕлӕмӕ
843,hinab::ADV,aşağı,уырдыгмӕ
844,oben::ADV,yuxarıda,уӕле
845,hinauf::ADV,yuxarı,уӕлӕмӕ
846,überall::ADV,hər yerdə,алыран
847,überall::ADV,hər yerdə,алкæм
848,überall::ADV,hər yerdə,кæмдæриддæр
849,nicht::ADV,-ma-,нӕ
850,ein wenig::ADV,bir az,чысыл
851,kaum::ADV,güclə,цъус
852,sehr::ADV,çox,тынг
853,sehr::ADV,çox,иттӕг
854,so::ADV,belə,афтӕ
855,noch::ADV,hələ,ма
856,nur::ADV,yalnız,канд
857,nur::ADV,yalnız,ӕрмӕст
858,schon::ADV,artıq,нырид
859,wieder::ADV,yenə,ногӕй
860,vergebens::ADV,boş yerə,дзæгъæлы
861,vergebens::ADV,boş yerə,уæгъды
862,vergebens::ADV,boş yerə,æнæхъуаджы
863,vor::PRP,önündə,разы
864,hinter::PRP,arxasında,фӕстӕ
865,unter::PRP,altında,бын
866,durch::PRP,içindən,æхсæнты
867,neben::PRP,yanında,цур
868,zwischen::PRP,arasında,астӕу
869,wegen::PRP,üçün,тыххай
870,wegen::PRP,ötəri,тыххай
871,dies::PRN,bu,ай
872,das::PRN,o,уый
873,alles::PRN,hər şey,алцы
874,alles::PRN,hər şey,æппæтдæр
875,alles::PRN,hər şey,иууылдӕр
876,ich::PRN,mən,æз
877,du::PRN,sən,ды
878,er::PRN,o,уый
879,wir::PRN,biz,мах
880,ihr::PRN,siz,сымах
881,sie::PRN,onlar,уыдон
882,was::FPRN,nə,цы
883,wer::FPRN,kim,чи
884,wo::FADV,harada,кӕм
885,wohin::FADV,haraya,кӕдӕм
886,wie::FADV,necə,куыд
887,warum::FADV,niyə,цӕмӕн
888,warum::FADV,nə üçün,цӕмӕн
889,wieviel::FNUM,neçə,цал
890,wieviel::FNUM,nə qədər,цал
891,eins::NUM,bir,иу
892,zwei::NUM,iki,дыууӕ
893,drei::NUM,üç,ӕртӕ
894,vier::NUM,dörd,цыппар
895,fünf::NUM,beş,фондз
896,sechs::NUM,altı,ӕхсӕз
897,sieben::NUM,yeddi,авд
898,acht::NUM,səkkiz,аст
899,neun::NUM,doqquz,фараст
900,zehn::NUM,on,дӕс
901,elf::NUM,on bir,иуæндæс
902,zwölf::NUM,on iki,дыууадæс
903,zwanzig::NUM,iyirmi,дыууын
904,dreißig::NUM,otuz,æртын
905,dreißig::NUM,otuz,дæсæмæссæдз
906,vierzig::NUM,qırx,цыппор
907,vierzig::NUM,qırx,цыппур
908,vierzig::NUM,qırx,дыууиссæдзы
909,fünfzig::NUM,əlli,фӕндзай
910,sechzig::NUM,altmış,æхсай
911,sechzig::NUM,altmış,æртиссæдзы
912,siebzig::NUM,yetmiş,æвдай
913,siebzig::NUM,yetmiş,дæс æмæ æртиссæдзы
914,achtzig::NUM,səksən,цыппарыссæдзы
915,achtzig::NUM,səksən,æстай
916,neunzig::NUM,doxsan,нæуæдз
917,neunzig::NUM,doxsan,дæс æмæ цыппарыссæдзы
918,hundert::NUM,yüz,сӕдӕ
919,tausend::NUM,min,мин
920,und::CNJ,və,ӕмӕ
921,oder::CNJ,ya,кӕнӕ
922,stehen::V,durmaq,лӕууын
923,sitzen::V,oturmaq,бадын
924,liegen::V,uzanmaq,хуыссын
925,hängen::V,asılmaq,ауыгъд уын
926,werden::V,olmaq,суӕвын
927,passieren::V,olmaq,æрцæуын
928,passieren::V,baş vermək,æрцæуын
929,beginnen::V,başlamaq,райдайын
930,enden::V,bitmək,фæуын
931,wechseln::V,dəyişmək,ивын
932,aufgehen[Sonne]::V,doğmaq,скæсын
933,untergehen[Sonne]::V,batmaq, аныгуылын
934,scheinen[Sonne]::V,parlamaq,рухс кӕнын
935,donnern::V,guruldamaq,нæрын
936,wehen::V,əsmək,дымын
937,strömen::V,axmaq,кӕлын
938,fließen::V,axmaq,цæуын
939,fließen::V,axmaq,уайын
940,fließen::V,axmaq,кæлын
941,sich drehen::V,dönmək,зилын
942,schwanken::V,yellənmək,æнкъуысын
943,schwingen::V,yellənmək,æнкъуысын
944,schwingen::V,yellənmək,змæлын
945,fallen::V,düşmek,хауын
946,brennen::V,yanmaq,судзын
947,rauchen::V,tüstüləmək,фæздæг кæнын
948,regnen::V,yağmaq,уарын
949,gefrieren::V,donmaq,сӕлын
950,tauen::V,ərimək,стайын
951,schmelzen::V,ərimək,тайын
952,trocknen::V,qurumaq,хус кæнын
953,sieden::V,qaynamaq,фыцын
954,faulen::V,çürümək,ӕмбийын
955,verfaulen::V,çürümək,бамбийын
956,reißen::V,yırtılmaq,скъуийын
957,versinken::V,batmaq,дӕлдон_кӕнын
958,vergehen::V,ötmək,аивгъуийын
959,erscheinen::V,görünmək,разынын
960,verschwinden::V,yox olmaq,фæтары уын
961,verschwinden::V,yox olmaq,фæдæлдзæх уын
962,verschwinden::V,yox olmaq,фесæфын
963,verschwinden::V,yox olmaq,æрбайсæфын
964,sinken::V,enmək,дæлæмæ æрхауын
965,abnehmen::V,azalmaq,фæкъаддæр уын
966,abnehmen::V,azalmaq,фæцух уын
967,zunehmen::V,artmaq,фæфылдæр уын
968,zunehmen::V,artmaq,сбирæ уын
969,zunehmen::V,artmaq,сахадын
970,steigen::V,yüksəlmək,сыстын
971,wachsen::V,böyümək,рӕзын
972,glänzen::V,parlamaq,ӕрттивын
973,funkeln::V,parıldamaq,тыбар-тыбур_кӕнын
974,lärmen::V,səs-küy etmək,хъæлæба кæнын
975,läuten::V,çalmaq,цæгъдын
976,klingeln::V,zəng etmək,цæгъдын
977,klirren::V,cingildəmək,дзыгъал-мыгъул кæнын
978,klirren::V,cingildəmək,дзæгъ-дзæгъ кæнын
979,brausen::V,gurlamaq,абухын
980,rauschen::V,xışıldamaq,
981,klingen::V,səslənmək,зæлын
982,klingen::V,səslənmək,азæлын
983,klingen::V,səslənmək,хъуысын
984,bellen::V,hürmək,рæйын
985,heulen::V,ulamaq,ниуын
986,blasen::V,üfləmək,фу кӕнын
987,pfeifen::V,fit vermek,æхситт кæнын
988,pfeifen::V,fit vermek,къуыззитт кæнын
989,schreien::V,bağırmaq,хъӕр кӕнын
990,schreien::V,qışqırmaq,хъӕр кӕнын
991,stöhnen::V,inləmək,хъæрзын
992,stöhnen::V,inləmək,дзыназын
993,zittern::V,titrəmək,ризын
994,leben::V,yaşamaq,цӕрын
995,geboren werden::V,doğmaq,райгуырын
996,atmen::V,nəfəs almaq,улӕфын
997,trinken::V,içmek,нуазын
998,essen::V,yemək,хӕрын
999,schlucken::V,udmaq,ныхъуырын
1000,müde werden::V,yorulmaq,бафæллайын
1001,müde werden::V,yorulmaq,бафæлмæцын
1002,müde werden::V,yorulmaq,сфæлмæцын
1003,einschlafen::V,yuxuya getmək,бафынæй уын
1004,schlafen::V,uyumaq,хуыссын
1005,schlafen::V,uyumaq,фынӕй кӕнын
1006,aufwachen::V,oyanmaq,райхъал уын
1007,aufstehen::V,yuxudan durmaq,стын
1008,sich erholen::V,dincəlmək,фæллад уадзын
1009,sich erholen::V,dincəlmək,улæфын
1010,krank werden::V,xəstə olmaq,фӕрынчын уын
1011,krank sein::V,azarlanmaq,сӕйын
1012,krank sein::V,xəstələnmək,сӕйын
1013,schmerzen::V,ağrimaq,риссын
1014,husten::V,öksürmək,хуыфын
1015,genesen::V,sağalmaq,сдзæбæх уын
1016,genesen::V,sağalmaq,рандидзын
1017,genesen::V,sağalmaq,сæндидзын
1018,sterben::V,ölmək,мӕлын
1019,sterben::V,vəfat etmək,мӕлын
1020,umkommen::V,həlak olmaq,фесæфын
1021,umkommen::V,həlak olmaq,байсæфын
1022,umkommen::V,həlak olmaq,бабын уын
1023,umkommen::V,həlak olmaq,мард фæуын
1024,sich bewegen::V,hərəkət etmək,тæлфын
1025,sich bewegen::V,hərəkət etmək,цæуын
1026,sich rühren::V,tərpənmək,змӕлын
1027,sich erheben::V,qalxmaq,стын
1028,sich setzen::V,oturmaq,сбадын
1029,hinfallen::V,yıxılmaq,ӕрхауын
1030,laufen::V,yerimək,цӕуын
1031,laufen::V,yerimək,рацу-бацу_кӕнын
1032,schreiten::V,addım atmaq,къахдзæф кæнын
1033,schreiten::V,addım atmaq,санчъех кæнын
1034,schreiten::V,addım atmaq,цæуын
1035,spazierengehen::V,gəzmək,озер кæнын
1036,spazierengehen::V,gəzmək,тезгъо кæнын
1037,eilen::V,atılmaq,тагъд кæнын
1038,eilen::V,atılmaq,тындзын
1039,sich beeilen::V,tələsmək,тагъд кæнын
1040,sich beeilen::V,tələsmək,тындзын
1041,sausen::V,çırpmaq,уайын
1042,sausen::V,çırpmaq,тæхын
1043,rennen::V,qaçmaq,згъорын
1044,springen::V,sıçramaq,гæпп кæнын
1045,springen::V,sıçramaq,сæррæтт кæнын
1046,springen::V,sıçramaq,лиуырын
1047,klettern::V,dırmanmaq,хилын
1048,schaukeln::V,sallanmaq,хецъро кæнын
1049,schaukeln::V,sallanmaq,херыйыл бадын
1050,kriechen::V,sürünmək,бырын
1051,schwimmen::V,üzmek,ленк кӕнын
1052,tauchen::V,dalmaq,ныгъуылын
1053,rudern::V,avarlamaq,бæлæгъ тæрын
1054,rudern::V,avarlamaq,чема тæрын
1055,fahren::V,sürmək,цӕуын
1056,fliegen::V,uçmaq,тӕхын
1057,gehen::V,getmək,цӕуын
1058,weggehen::V,getmək,ацӕуын
1059,abfahren::V,yola düşmək,араст уын
1060,anhalten::V,saxlamaq,æрлæууын
1061,hineingehen::V,girmək,мидæмæ цæуын
1062,eintreten::V,girmək,бацӕуын
1063,eintreten::V,daxil olmaq,бацӕуын
1064,kommen::V,gəlmək,æрцæуын
1065,ankommen::V,gəlib çatmaq,æрцæуын
1066,zurückkommen::V,qayıtmaq,раздæхын
1067,zurückkommen::V,qayıtmaq,фæстæмæ_раздæхын
1068,zurückkommen::V,qayıtmaq,æрбаздæхын
1069,zurückkommen::V,qayıtmaq,аздæхын
1070,bleiben::V,qalmaq,лӕууын
1071,warten::V,gözləmək,ӕнхъӕлмӕ кӕсын
1072,erwarten::V,bəkləmək,ӕнхъӕлмӕ кӕсын
1073,suchen::V,aramaq,агурын
1074,suchen::V,axtarmaq,агурын
1075,finden::V,tapmaq,ссарын
1076,versuchen::V,çalışmaq,фӕлварын
1077,vorbereiten::V,hazırlamaq,бацаттæ кæнын
1078,vorbereiten::V,hazırlamaq,æрæввонг кæнын
1079,lieben::V,sevmək,уарзын
1080,mögen::V,xoşlamaq,зæрдæмæ цæуын
1081,lachen::V,gülmək,худын
1082,rühren::V,həyəcanlandırmaq,зæрдæ суынгæг кæнын
1083,weinen::V,ağlamaq,кӕуын
1084,schimpfen::V,küfr etmək,æлгъитын
1085,sich ärgern::V,acıqlanmaq,мæсты кæнын
1086,sich fürchten::V,qorxmaq,тæрсын
1087,fürchten::V,qorxmaq,тæрсын
1088,fliehen::V,qaçmaq,лидзын
1089,flüchten::V,qaçmaq,алидзын
1090,sehen::V,görmək,уынын
1091,anschauen::V,baxmaq,акӕсын
1092,ansehen::V,baxmaq,кӕсын
1093,hören::V,duymaq,хъусын
1094,hören::V,eşitmək,хъусын
1095,zuhören::V,dinləmək,хъусын
1096,probieren::V,dadına baxmaq,уынын
1097,probieren::V,dadına baxmaq,аходын
1098,riechen::V,qoxlamaq,смудын
1099,fühlen::V,duymaq,ӕнкъарын
1100,scheinen::V,görünmək,зынын
1101,zu sehen sein::V,görünmək,зынын
1102,vernehmen::V,eşitmək,фехъусын
1103,frieren::V,üşümək,сийын
1104,tun::V,etmək,кӕнын
1105,können::V,bilmək,фӕразын
1106,können::V,bacarmaq,фӕразын
1107,wollen::V,istəmək,фӕндын
1108,anfangen::V,başlamaq,райдайын
1109,beenden::V,bitirmək,фӕуын
1110,aufhören::V,bitmək,банцайын
1111,aufhören::V,bitmək,фенцайын
1112,aufhören::V,qurtarmaq,банцайын
1113,aufhören::V,qurtarmaq,фенцайын
1114,gelingen::V,müvəffəq olmaq,бантысын
1115,geraten::V,düşmək,разынын
1116,öffnen::V,açmaq,гом кӕнын
1117,schließen::V,qapamaq,ӕхгӕнын
1118,stellen::V,qoymaq,ӕвӕрын
1119,setzen::V,oturtmaq,сбадын кӕнын
1120,legen::V,qoymaq,ӕрӕвӕрын
1121,berühren::V,toxunmaq,агайын
1122,verbinden::V,bağlamaq,бӕттын
1123,bedecken::V,örtmək,ӕмбӕрзын
1124,aufhängen::V,asmaq,ауындзын
1125,anzünden::V,yandırmaq,ссудзын
1126,aufheben::V,qaldırmaq,сисын
1127,zurücklassen::V,buraxmaq,ныууадзын
1128,verlieren::V,itirmək,фесафын
1129,fallen lassen::V,düşürmək,ӕрӕппарын
1130,fallen lassen::V,düşürmək,къухтӕй феуӕгъд кӕнын
1131,machen::V,etmək,саразын
1132,herstellen::V,istehsal etmək,сцæттæ кæнын
1133,herstellen::V,istehsal etmək,саразын
1134,bauen::V,tikmək,амайын
1135,reparieren::V,təmir etmək,æмпъузын
1136,reparieren::V,təmir etmək,цалцæг кæнын
1137,verbessern::V,düzəltmək,фæхуыздæр кæнын
1138,ändern::V,dəyişdirmək,аивын
1139,graben::V,qazımaq,къахын
1140,beugen::V,əymək,æркъæдз кæнын
1141,beugen::V,əymək,æртасын кæнын
1142,biegen::V,bükmək,тасын кӕнын
1143,drehen::V,döndərmək,здухын
1144,wenden::V,çevirmək,афæлдахын
1145,wenden::V,çevirmək,рафæлдахын
1146,umdrehen::V,çevirmək,афæлдахын
1147,heben::V,qaldırmaq,сдарын
1148,heben::V,qaldırmaq,схæцын
1149,hochheben::V,qaldırmaq,уæлæмæ хæцын
1150,ergreifen::V,tutmaq,фӕлӕбурын
1151,halten::V,saxlamaq,дарын
1152,drücken::V,sıxmaq,æлхъивын
1153,drücken::V,sıxmaq,хæцын
1154,schieben::V,sürmək,схойын
1155,kratzen::V,qaşımaq,хафын
1156,lecken::V,yalamaq,сдæрын
1157,beißen::V,dişləmək,хæцын
1158,abreißen::V,qoparmaq,ратонын
1159,abschneiden::V,ayırmaq,ралыг кӕнын
1160,binden::V,bağlamaq,бабӕттын
1161,stecken::V,soxmaq,ныссадзын
1162,brechen::V,qırmaq,асæттын
1163,brechen::V,qırmaq,басæттын
1164,brechen::V,qırmaq,ныссæттын
1165,klopfen::V,sındırmaq,хойын
1166,klopfen::V,sındırmaq,гуыпп-гуыпп кæнын
1167,klopfen::V,sındırmaq,къуырцц-къуырцц кæнын
1168,hauen::V,vurmaq,цӕвын
1169,hauen::V,vurmaq,нӕмын
1170,kleben::V,apışdırmaq,ныхасын
1171,kleben::V,apışdırmaq,æндадзын
1172,reiben::V,ovmaq,сӕрфын
1173,reiben::V,ovmaq,хафын
1174,streichen::V,sürtmək,байсæрдын
1175,streichen::V,sürtmək,сахорын
1176,schleifen::V,bülövləmək,ссын
1177,schleifen::V,bülövləmək,цыргъ кӕнын
1178,schneiden::V,kəsmək,кӕрдын
1179,rütteln::V,sirkələmək,æнкъусын
1180,schütteln::V,çalxalamaq,уигъын
1181,schwenken::V,yelləmək,тилын
1182,schwenken::V,yelləmək,уигъын
1183,schütten::V,tökmək,ныккӕнын
1184,füllen::V,doldurmaq,байдзаг кæнын
1185,einwickeln::V,sarımaq,батухын
1186,tragen::V,daşımaq,хӕссын
1187,schleppen::V,sürükləmək,ласын
1188,ziehen::V,çəkmək,ласын
1189,aufbewahren::V,gizlətmək,æвæрын
1190,werfen::V,atmaq,зыввытт кӕнын
1191,fangen::V,tutmaq,ӕрцахсын
1192,packen::V,yaxalamaq,рацахсын
1193,verstecken::V,gizlətmək,æмбæхсын
1194,verstecken::V,gizlətmək,нымæхсын
1195,teilen::V,bölmək,уарын
1196,schicken::V,yollamaq,ӕрвитын
1197,schicken::V,göndərmək,ӕрвитын
1198,bringen::V,gətirmək,æрхæссын
1199,bringen::V,gətirmək,æрбахæссын
1200,hinzufügen::V,əlavə etmək,ӕфтауын
1201,bekommen::V,almaq,ссарын
1202,bekommen::V,almaq,сфæрæз кæнын
1203,bekommen::V,almaq,самал кæнын
1204,bekommen::V,əldə etmək,ссарын
1205,bekommen::V,əldə etmək,сфæрæз кæнын
1206,bekommen::V,əldə etmək,самал кæнын
1207,erhalten::V,almaq,райсын
1208,nehmen::V,almaq,райсын
1209,wählen::V,seçmək,равзарын
1210,auswählen::V,arımaq,авзарын
1211,bewahren::V,qorumaq,бавæрын
1212,bewahren::V,qorumaq,нывæрын
1213,behindern::V,mane olmaq,цæлхдур æвæрын
1214,behindern::V,mane olmaq,ныхдур æвæрын
1215,behindern::V,mane olmaq,къуылымпы кæнын
1216,behindern::V,mane olmaq,хъыг дарын
1217,verderben::V,pozmaq,фесафын
1218,beschädigen::V,zədələmək,халын
1219,zerbrechen::V,qırmaq,асӕттын
1220,zerbrechen::V,sındırmaq,асӕттын
1221,zerreißen::V,yırtmaq,аскъуынын
1222,zerstören::V,dağıtmaq,фехалын
1223,verbrennen::V,yandırmaq,басудзын
1224,geben::V,vermək,дӕттын
1225,reichen::V,uzatmaq,адæттын
1226,schenken::V,vermək,лæвар кæнын
1227,versprechen::V,vəd vermək,дзырд раттын
1228,versprechen::V,vəd vermək,зӕрдӕ бавӕрын
1229,wünschen::V,arzulamaq,зæрдæ зæгъы
1230,loben::V,tərifləmək,раппӕлын
1231,küssen::V,öpmək,пъа кæнын
1232,küssen::V,öpmək,ба кæнын
1233,wiegen::V,tərpətmək,узын
1234,zudecken::V,örtmək,бамбӕрзын
1235,wecken::V,oyatmaq,райхъал кӕнын
1236,zeigen::V,göstərmək,амонын
1237,führen::V,rəhbərlik etmək,кӕнын
1238,führen::V,rəhbərlik etmək,фæкæнын
1239,lehren::V,öyrətmək,ахуыр кæнын
1240,unterrichten::V,öyrətmək,ахуыр кæнын
1241,unterrichten::V,dərs vermək,ахуыр кæнын
1242,aufziehen::V,tərbiyə etmək,хъомыл кӕнын
1243,leiten::V,idarə etmək,разамынд дӕттын
1244,antreiben::V,bizləmək,тагъд кæнын
1245,antreiben::V,bizləmək,рог кæнын
1246,lassen::V,-tırmaq,кæнын
1247,einladen::V,dəvət etmək,ӕрхонын
1248,einladen::V,dəvət etmək,ӕрбахонын
1249,vereinigen::V,birləşdirmək,баиу кӕнын
1250,besuchen::V,baş çəkmək,абæрæг кæнын
1251,besuchen::V,baş çəkmək,бабæрæг кæнын
1252,besuchen::V,baş çəkmək,бауайын
1253,besuchen::V,ziyarət etmək,абæрæг кæнын
1254,besuchen::V,ziyarət etmək,бабæрæг кæнын
1255,besuchen::V,ziyarət etmək,бауайын
1256,treffen::V,rastlaşmaq,фембæлын
1257,treffen::V,rast gəlmək,фембæлын
1258,sich versammeln::V,toplanmaq,æрæмбырд уын
1259,spielen::V,oynamaq,хъазын
1260,singen::V,oxumaq,зарын
1261,tanzen::V,oynamaq,кафын
1262,tanzen::V,rəqs etmək,кафын
1263,sich trennen::V,ayrılmaq,фæйнæрдæм фæцæуын айхæлын
1264,verlassen::V,tərk etmək,ныууадзын
1265,retten::V,xilas etmək,фервӕзын кӕнын
1266,bewachen::V,gözətmək,хъахъхъӕнын
1267,schützen::V,qorumaq,хъахъхъӕнын
1268,verteidigen::V,qorumaq,бахизын
1269,sich schlagen::V,döyüşmək,хыл кæнын
1270,schießen::V,atmaq,ӕхсын
1271,schießen::V,atəş açmaq,ӕхсын
1272,siegen::V,yenmək,басӕттын
1273,siegen::V,yenmək,фӕуӕлахиз уӕвын
1274,ärgern::V,acışdırmaq,мӕсты кӕнын
1275,schlagen::V,döymək,ныццæвын
1276,treten::V,təpmək,
1277,stechen::V,soxmaq,фæрæхойын
1278,stoßen::V,itələmək,риуыгъын
1279,stehlen::V,çalmaq,давын
1280,stehlen::V,oğurlamaq,давын
1281,stören::V,pozmaq,хъыгдарын
1282,belästigen::V,narahat etmək,хъыгдарын
1283,verbergen::V,gizləmək,бамбӕхсын
1284,verbergen::V,gizləmək,басусӕг кӕнын
1285,täuschen::V,aldatmaq,фӕливын
1286,täuschen::V,aldatmaq,асайын
1287,betrügen::V,aldatmaq,асайын
1288,töten::V,öldürmək,амарын
1289,wohnen::V,yaşamaq,цӕрын
1290,arbeiten::V,işləmək,кусын
1291,arbeiten::V,çalışmaq,кусын
1292,sammeln::V,yığmaq,æртонын
1293,sammeln::V,toplamaq,æртонын
1294,pflücken::V,qoparmaq,тонын
1295,jagen::V,ovlamaq,цуан кæнын
1296,fischen::V,balıq tutmaq,кæсаг ахсын æнгуырæй
1297,fischen::V,balıq tutmaq,æнгуыр дарын
1298,fassen::V,tutmaq,ӕрцахсын
1299,hüten::V,güdmək,хизын
1300,treiben::V,haylamaq,скъӕрын
1301,anbinden::V,bağlamaq,бабæттын
1302,anbinden::V,bağlamaq,æрбæттын
1303,füttern::V,bəsləmək,холлаг дæттын
1304,füttern::V,bəsləmək,холлаг æвæрын
1305,füttern::V,bəsləmək,дарын
1306,melken::V,sağmaq,дуцын
1307,hacken::V,yarmaq,кæрдын
1308,hacken::V,yarmaq,лыгтæ кæнын
1309,gießen::V,sulamaq,бакалын
1310,reifen::V,dəymək,срæгъæд уын
1311,reifen::V,dəymək,сцæттæ уын
1312,zubereiten::V,bişirmək,сцӕттӕ кӕнын
1313,kochen::V,qaynatmaq,фыцын
1314,backen::V,bişirmək,фыцын
1315,braten::V,qızartmaq,цурын
1316,umrühren::V,qarışdırmaq,ахæццæ кæнын
1317,umrühren::V,qarışdırmaq,азмæнтын
1318,umrühren::V,qarışdırmaq,астауын
1319,stricken::V,hörmək,кæнын
1320,stricken::V,hörmək,бийын
1321,nähen::V,tikmək,хуыйын
1322,färben::V,boyamaq,ахорын
1323,reinigen::V,təmizləmək,ссыгъдæг кæнын
1324,reinigen::V,təmizləmək,ныссыгъдæг кæнын
1325,reinigen::V,təmizləmək,ныссæрфын
1326,waschen::V,yumaq,ӕхсын
1327,abwischen::V,silmək,сӕрфын
1328,spülen::V,çalxamaq,æнхъæвзын
1329,fegen::V,süpürmək,мӕрзын
1330,kehren::V,süpürmək,мӕрзын
1331,baden::V,çimmək,хи найын
1332,sich waschen::V,yuyunmaq,хи æхсын
1333,ausziehen::V,soyunmaq,ласын
1334,anziehen::V,geymək,скæнын
1335,sich anziehen::V,geyinmək,дзаума скæнын
1336,sich anziehen::V,geyinmək,дарæс скæнын
1337,kämmen::V,daramaq,ныффасын
1338,kämmen::V,daramaq,æрфасын
1339,schmücken::V,bəzəmək,фӕлындын
1340,sagen::V,demək,зæгъын
1341,sagen::V,söymek,зæгъын
1342,sprechen::V,danışmaq,дзурын
1343,reden::V,danışmaq,ныхас кӕнын
1344,sich unterhalten::V,söhbət etmək,ныхас кæнын
1345,fragen::V,soruşmaq,фӕрсын
1346,bitten::V,diləmək,курын
1347,bitten::V,xahiş etmək,курын
1348,erzählen::V,bəhs etmək,радзурын
1349,erzählen::V,bəhs etmək,ратаурæгъ кæнын
1350,mitteilen::V,bildirmək,фехъусын кæнын
1351,nennen::V,adlandırmaq,хонын
1352,rufen::V,çağırmaq,сидын
1353,prahlen::V,öyünmək,ӕппӕлын
1354,übersetzen::V,tərcümə etmək,ратæлмац кæнын
1355,denken::V,düşünmək,ӕнхъӕлын
1356,denken::V,düşünmək,хъуыды кӕнын
1357,denken::V,fikirləşmək,ӕнхъӕлын
1358,denken::V,fikirləşmək,хъуыды кӕнын
1359,glauben::V,inanmaq,уырнын
1360,bemerken::V,qeyd etmək,фенын
1361,erkennen::V,tanımaq,базонын
1362,begreifen::V,anlamaq,ӕмбарын
1363,begreifen::V,anlamaq,бамбарын
1364,verstehen::V,duymaq,
1365,lernen::V,öyrənmək,ахуыр кӕнын
1366,wissen::V,bilmək,зонын
