,Concept_ID,mhr,ps
398,Stütze::N,чара́к,تکیوان
399,Stange::N,лома́ш,ډاګه
400,Stock::N,тоя́,لرګی
401,Stab::N,вара́,چيخله
402,Stab::N,кашта́,چيخله
403,Rohr::N,пуч,نل
404,Haus::N,пӧрт,کور
405,Heim::N,мӧ́ҥгӧ,کور
406,Ofen::N,комака́,تودنۍ
407,Fußboden::N,кӱва́р,غولی
408,Tisch::N,ӱсте́л,مېز
409,Stuhl::N,пӱке́н,چوکۍ
410,Wiege::N,шепка́,زانګو
411,Bett::N,ва́кшыш,کټ
412,Bett::N,ва́кшыш,چپرکټ
413,Regal::N,шӧ́рлык,تاخچۍ
414,Kiste::N,шо́ндык,صندوق
415,Kiste::N,я́шлык,صندوق
416,Fenster::N,окна́,کړکۍ
417,Tür::N,омса́,دروازه
418,Tor::N,капка́,دروازه
419,Zaun::N,сава́р,کټاره
420,Dach::N,леве́дыш,بام
421,Leiter::N,тошка́лтыш,زينه
422,Besen::N,ӱштерво́штыр,جارو
423,Spaten::N,ко́льмо,یوم
424,Schaufel::N,сово́к,بېلچه
425,Schaufel::N,су́ско,بېلچه
426,Gabel::N,ви́лке,پنجه
427,Löffel::N,па́не,کاشوغه
428,Löffel::N,совла́,کاشوغه
429,Messer::N,кӱ́зӧ,چاقو
430,Nagel::N,пуда́,ميخ
431,Netz::N,вапш,جال
432,Haken::N,са́гыле,څنګک
433,Griff::N,кыл,لاستی
434,Schloss::N,кӧгӧ́н,کلپ
435,Bild::N,сӱре́т,رسم
436,Figur::N,фигу́р,قدوقامت
437,Puppe::N,курча́к,ګوډۍ
438,Beutel::N,меша́к,کڅوړه
439,Bündel::N,арша́ш,دسته
440,Tasche::N,сумка́,بکس
441,Tasche::N,сумка́,توبره
442,Eimer::N,ведра́,سطل
443,Deckel::N,ко́мдыш,سرپوښ
444,Geschirr::N,а́те,لوښی
445,Sack::N,куль,جوال
446,Sack::N,меша́к,جوال
447,Tasse::N,чу́кыр,پیاله
448,Tasse::N,чашка́,پیاله
449,Topf::N,ми́ске,دېګی
450,Kessel::N,под,دېګ
451,Essen::N,ко́чкыш,خوراک
452,Nahrung::N,ку́рго,خوراک
453,Speise::N,ко́чкыш,خواړه
454,Fleisch::N,шыл,غوښه
455,Getreide::N,шу́рно,غله
456,Brei::N,пу́чымыш,اوګره
457,Brot::N,ки́нде,ډوډۍ
458,Scheibe::N,ка́тыш,مړۍ
459,Fett::N,коя́,غوړي
460,Butter::N,ӱй,کوچ
461,Öl::N,ӱй,تېل
462,Salz::N,шинча́л,مالګه
463,Suppe::N,шӱр,شوربا
464,Honig::N,мӱй,شات
465,Milch::N,шӧр,شوده
466,Tee::N,чай,چای
467,Leder::N,сура́н,څرمن
468,Leder::N,шӱ́штӧ,څرمن
469,Wolle::N,пун,پشم
470,Stoff::N,куэ́м,ټوټه
471,Stoff::N,посто́,ټوټه
472,Nadel::N,и́ме,ستن
473,Faden::N,шӱ́ртӧ,تار
474,Knopf::N,по́лдыш,تڼۍ
475,Knopf::N,по́лдыш,تکمه
476,Knoten::N,пышке́м,غوټه
477,Farbe::N,чия́,رنګ
478,Kleidung::N,чие́м,کالي
479,Kleidung::N,вурге́м,کالي
480,Hemd::N,ту́выр,کميس
481,Kragen::N,сога́,غاړه
482,Ärmel::N,шокш,لستوڼی
483,Hose::N,йола́ш,پطلون
484,Gürtel::N,ӱ́штӧ,کمربند
485,Mütze::N,упш,خولۍ
486,Schuh::N,боти́нке,بوټ
487,Stiefel::N,кем,موزه
488,Ring::N,шерга́ш,ګوته
489,Band::N,тасма́,فيته
490,Band::N,ле́нте,فيته
491,Kamm::N,шерге́,ګمنځ
492,Spiegel::N,вошто́нчыш,ایینه
493,Spiegel::N,вошто́нчыш,هنداره
494,Riemen::N,кӱзанӱ́штӧ,تسمه
495,Schnur::N,кере́м,مزی
496,Schnur::N,кандыра́,مزی
497,Leine::N,вӱра́ҥ,رسۍ
498,Decke::N,леве́дыш,بړستن
499,Decke::N,одея́л,بړستن
500,Kissen::N,кӱ́пчык,بالښت
501,Tuch::N,шо́выч,ټیکری
502,Handtuch::N,со́лык,دسمال
503,Kraft::N,вий,زور
504,Kraft::N,вий,توان
505,Kraft::N,куа́т,زور
506,Kraft::N,куа́т,توان
507,Stärke::N,куа́т,قوت
508,Stärke::N,карма́н,قوت
509,Gesundheit::N,таза́лык,صحت
510,Gesundheit::N,таза́лык,روغتیا
511,Krankheit::N,чер,مرض
512,Krankheit::N,чер,ناروغي
513,Schmerz::N,ко́рштыш,درد
514,Wunde::N,су́сыр,ټپ
515,Wunde::N,су́сыр,زخم
516,Fieber::N,йӱштыму́ж,تبه
517,Fieber::N,лихора́дке,تبه
518,Arznei::N,эм,دوا
519,Arznei::N,эм,دارو
520,Brücke::N,кӱва́р,پول
521,Brunnen::N,вӱдвыне́м,څاه
522,Brunnen::N,вӱдвыне́м,کوهی
523,Weide::N,нурше́р,وله
524,Pfad::N,йолго́рно,تړه
525,Pfad::N,сокма́к,تړه
526,Weg::N,ко́рно,لیار
527,Straße::N,ко́рно,سړک
528,Dorf::N,ял,کلی
529,Stadt::N,ола́,ښار
530,Brief::N,се́рыш,لیک
531,Brief::N,се́рыш,مکتوب
532,Buch::N,книга́,کتاب
533,Buchstabe::N,буква́,حرف
534,Buchstabe::N,буква́,توری
535,Zeitung::N,газе́т,اخبار
536,Leben::N,и́лыш,ژوند
537,Tod::N,колыма́ш,مرګ
538,Tod::N,колыма́ш,مړینه
539,Grab::N,шӱга́р,قبر
540,Grab::N,шӱга́р,ډورۍ
541,Kirche::N,че́рке,کلیسا
542,Sünde::N,су́лык,ګناه
543,Gott::N,ю́мо,خدای
544,Arbeiter::N,паша́зе,کاریګر
545,Chef::N,тӧра́,آمر
546,Meister::N,маста́р,استاد
547,Arzt::N,врач,طبیب
548,Arzt::N,врач,ډاکټر
549,Lehrer::N,ту́ныктышо,معلم
550,Lehrer::N,ту́ныктышо,ښوونکی
551,Geld::N,окса́,پیسې
552,Geschäft::N,сатулыма́ш,سوداګري
553,Laden::N,ке́выт,دکان
554,Laden::N,ке́выт,مغازه
555,Preis::N,ак,بیه
556,Ware::N,сату́,مال
557,Nutzen::N,пайда́,ګټه
558,Reichtum::N,поя́нлык,شتمني
559,Welt::N,тӱня́,نړۍ
560,Welt::N,тӱня́,دنیا
561,Land::N,эл,هېواد
562,Staat::N,кугыжа́ныш,دولت
563,König::N,кугыжа́,باچا
564,König::N,кугыжа́,پادشاه
565,Macht::N,власть,قدرت
566,Grenze::N,грани́ца,حد
567,Grenze::N,грани́ца,سرحد
568,Krieg::N,сар,جګړه
569,Feind::N,тушма́н,دښمن
570,Gewalt::N,виешлыма́ш,زور
571,Gewalt::N,виешлыма́ш,تشدد
572,Kampf::N,кредалма́ш,جنګ
573,Kampf::N,кредалма́ш,مبارزه
574,Bogen[Waffe]::N,юҥе́ж,لیندۍ
575,Pfeil::N,пикш,غشی
576,Gewehr::N,пыча́л,ټوپک
577,Fehler::N,йо́ҥылыш,خطا
578,Fehler::N,йо́ҥылыш,غلطي
579,Lüge::N,шоя́к,دروغ
580,Schaden::N,зия́н,زیان
581,Schaden::N,зия́н,تاوان
582,Unglück::N,эҥге́к,بدبختي
583,Schuld::N,тита́к,ګناه
584,Schuld::N,йола́,ګناه
585,Alter::N,ийго́т,منګ
586,Schluss::N,муча́ш,اخر
587,Zeit::N,жап,وخت
588,Zeit::N,па́гыт,وخت
589,Tag::N,ке́че,ورځ
590,Morgen::N,эр,سبا
591,Morgen::N,эр,سهار
592,Mittag::N,кечыва́л,غرمه
593,Abend::N,кас,ماښام
594,Nacht::N,йӱд,شپه
595,Woche::N,арня́,اونۍ
596,Monat::N,ты́лзе,مياشت
597,Jahr::N,ий,کال
598,Frühling::N,шо́шо,پسرلی
599,Sommer::N,кеҥе́ж,دوبی
600,Herbst::N,шы́же,منی
601,Herbst::N,шы́же,خزان
602,Winter::N,те́ле,ژمی
603,Januar::N,шоркыйол,جنوري
604,Januar::N,идалыкву́й,جنوري
605,Januar::N,янва́рь,جنوري
606,Februar::N,пургыж,فبروري
607,Februar::N,февра́ль,فبروري
608,März::N,ӱярня,مارچ
609,März::N,март,مارچ
610,April::N,апре́ль,اپریل
611,Mai::N,ага,مې
612,Mai::N,май,مې
613,Juni::N,пеледыш,جون
614,Juni::N,ию́нь,جون
615,Juli::N,сӱрем,جولای
616,Juli::N,ию́ль,جولای
617,August::N,сорла,اګست
618,August::N,агарма́н,اګست
619,August::N,а́вгуст,اګست
620,September::N,идым,سپټامبر
621,September::N,сентя́брь,سپټامبر
622,Oktober::N,шыжа,اکتوبر
623,Oktober::N,октя́брь,اکتوبر
624,November::N,кылме тылзе,نومبر
625,November::N,ноя́брь,نومبر
626,Dezember::N,дека́брь,دسمبر
627,Montag::N,шо́чмо,دوشنبه
628,Dienstag::N,ку́шкыжмо,سه شنبه
629,Mittwoch::N,вӱрге́че,چارشنبه
630,Donnerstag::N,изарня́,پنجشنبه
631,Freitag::N,кугарня́,جمعه
632,Samstag::N,шуматке́че,خالي
633,Sonntag::N,рушарня́,یکشنبه
634,groß::A,кугу́,لوی
635,klein::A,изи́,وړوکی
636,lang::A,кужу́,اوړد
637,kurz::A,кӱ́чык,لنډ
638,breit::A,кумда́,پراخه
639,schmal::A,а́ҥысыр,تنګ
640,dicht::A,ну́гыдо,ګڼ
641,dick[Gegenstand]::A,кӱ́жгӧ,پنډ
642,dünn::A,ви́чкыж,نری
643,fein::A,ты́гыде,نازک
644,fest::A,чо́ткыдо,کلک
645,fest::A,чо́ткыдо,ټینګ
646,flach::A,лапка́,هوار
647,glatt::A,яклака́,ښوی
648,hart::A,пе́ҥгыде,کلک
649,weich::A,пу́шкыдо,نرم
650,weich::A,пу́шкыдо,پوست
651,rund::A,йырге́шке,ګرد
652,spitz::A,коша́р,تېره
653,scharf::A,пӱ́сӧ,تېز
654,scharf::A,пӱ́сӧ,تېره
655,stumpf::A,токма́к,پڅ
656,schwer::A,не́ле,دروند
657,schön::A,сы́лне,ښکلی
658,heiß::A,шо́кшо,تود
659,warm::A,ле́ве,تود
660,kalt::A,йӱ́штӧ,ېخ
661,kalt::A,йӱ́штӧ,سوړ
662,kühl::A,юа́лге,ېخ
663,kühl::A,юа́лге,سوړ
664,kühl::A,южгата́,ېخ
665,kühl::A,южгата́,سوړ
666,frisch::A,свежа́,تازه
667,feucht::A,вӱ́дыжгӧ,مرطوب
668,nass::A,нӧ́рӧ,لوند
669,trocken::A,ку́кшо,وچ
670,voll::A,тич,ډک
671,leer::A,яра́,خالی
672,offen::A,виш,خلاص
673,offen::A,виш,پرانیستی
674,geschlossen::A,пе́тырыме,تړلی
675,geschlossen::A,тӱ́чмӧ,تړلی
676,sauber::A,ару́,پاک
677,sauber::A,янда́р,پاک
678,schmutzig::A,лавыра́н,چټل
679,schmutzig::A,ла́выргыше,چټل
680,roh::A,кӱ́чымӧ,خام
681,reif::A,лӧза́,پوخ
682,reif::A,лӧза́,رسېدلی
683,lecker::A,ту́тло,خوندور
684,lecker::A,ту́тло,مزه دار
685,süß::A,ше́ре,خوږ
686,süß::A,ше́ре,شیرین
687,bitter::A,ко́чо,تریخ
688,sauer::A,шо́по,ټاک
689,sauer::A,шо́по,تريو
690,hell::A,во́лгыдо,روڼ
691,hell::A,во́лгыдо,روښان
692,dunkel::A,пычке́мыш,تیاره
693,schwarz::A,шола́,تور
694,weiß::A,ош,سپين
695,rot::A,йошка́р,سور
696,gelb::A,сар,زېړ
697,blau::A,ка́нде,شین
698,blau::A,ка́нде,اسماني رنګه
699,grün::A,ужа́р,زرغون
700,grau::A,сур,خړ
701,bunt::A,олача́,رنګارنګ
702,billig::A,шу́лдо,ارزان
703,teuer::A,ше́рге,ګران
704,wertvoll::A,шергака́н,قیمتي
705,blind::A,со́кыр,ړوند
706,taub::A,соҥгыра́,کوڼ
707,kräftig::A,куа́тле,قوی
708,stark::A,вия́н,قوی
709,stark::A,вия́н,تکړه
710,schwach::A,а́лдыме,ضعیف
711,schwach::A,а́лдыме,کمزوری
712,fett::A,коя́,چاغ
713,schlank::A,йоштката́,خوش اندام
714,schlank::A,яжу́,خوش اندام
715,hübsch::A,чеве́р,ښکلی
