,Concept_ID,ar,la
811,elf::NUM,أحد عشر,undecim
812,zwölf::NUM,اثنا عشر,duodecim
813,zwanzig::NUM,عشرون,viginti
814,dreißig::NUM,ثلاثون,triginta
815,vierzig::NUM,أربعون,quadraginta
816,fünfzig::NUM,خمسون,quinquaginta
817,sechzig::NUM,ستون,sexaginta
818,siebzig::NUM,سبعون,septuaginta
819,achtzig::NUM,ثمانون,octoginta
820,neunzig::NUM,تسعون,nonaginta
821,hundert::NUM,مئة,centum
822,tausend::NUM,ألف,mille
823,und::CNJ,و,et
824,und::CNJ,و,-que
825,oder::CNJ,أو,vel
826,stehen::V,وقف,stare
827,sitzen::V,جلس,sedere
828,liegen::V,رقد,iacere
829,hängen::V,تعلق,pendere
830,werden::V,صار,fieri
831,werden::V,أصبح,fieri
832,passieren::V,حدث,accidere
833,beginnen::V,ابتدأ,incipere
834,enden::V,انتهى,finem habere
835,wechseln::V,تغير,mutari
836,aufgehen[Sonne]::V,شرق,oriri
837,untergehen[Sonne]::V,غرب,occidere
838,scheinen[Sonne]::V,أضاء,lucere
839,donnern::V,رعد,tonare
840,wehen::V,هب,flare
841,strömen::V,جرى,fluere
842,fließen::V,سال,manare
843,sich drehen::V,دار,torqueri
844,schwanken::V,ترنح,vacillare
845,schwingen::V,ترجح,vibrare
846,fallen::V,سقط,cadere
847,brennen::V,احترق,ardere
848,rauchen::V,دخن,fumare
849,regnen::V,أمطر,pluere
850,gefrieren::V,تجمد,congelari
851,tauen::V,ذاب,rorare
852,schmelzen::V,ذاب,liquescere
853,trocknen::V,نشف,arescere
854,sieden::V,غلى,fervere
855,faulen::V,فسد,putescere
856,verfaulen::V,تعفن,putescere
857,reißen::V,انقطع,scindi
858,versinken::V,غرق,mergi
859,vergehen::V,مضى,praeterire
860,erscheinen::V,لاح,apparere
861,erscheinen::V,ظهر,apparere
862,verschwinden::V,غاب,discedere
863,sinken::V,هبط,labi
864,abnehmen::V,نقص,deminui
865,zunehmen::V,ازداد,augeri
866,steigen::V,صعد,augescere
867,steigen::V,ارتفع,augescere
868,wachsen::V,نما,crescere
869,wachsen::V,نبت,crescere
870,glänzen::V,لمع,splendere
871,funkeln::V,تلألأ,micare
872,lärmen::V,ضج,strepere
873,lärmen::V,صخب,strepere
874,läuten::V,قرع,sonare
875,klingeln::V,دق,tinnire
876,klirren::V,قعقع,crepare
877,brausen::V,عج,saevire
878,rauschen::V,حف,crepare
879,klingen::V,رن,sonare
880,bellen::V,نبح,latrare
881,heulen::V,عوى,ululare
882,blasen::V,نفخ,flare
883,pfeifen::V,صفر,sibilare
884,schreien::V,صرخ,clamare
885,stöhnen::V,أن,gemere
886,zittern::V,ارتعش,tremere
887,zittern::V,ارتعش,trepidare
888,leben::V,عاش,vivere
889,geboren werden::V,ولد,nasci
890,atmen::V,تنفس,spirare
891,trinken::V,شرب,bibere
892,essen::V,أكل,edere
893,schlucken::V,جرع,devorare
894,müde werden::V,تعب,fatigari
895,einschlafen::V,نام,obdormiscere
896,schlafen::V,نام,dormire
897,aufwachen::V,استيقظ,expergisci
898,aufstehen::V,قام,exsurgere
899,sich erholen::V,استجم,se reficere
900,krank werden::V,مرض,aegrescere
901,krank sein::V,مرض,aegrotare
902,schmerzen::V,آلم,dolere
903,husten::V,كح,tussire
904,husten::V,سعل,tussire
905,genesen::V,نقه,convalescere
906,sterben::V,مات,mori
907,umkommen::V,هلك,perire
908,sich bewegen::V,تحرك,se movere
909,sich rühren::V,تحرك,micare
910,sich erheben::V,قام,surgere
911,sich setzen::V,جلس,considere
912,hinfallen::V,وقع,cadere
913,laufen::V,مشى,vadere
914,schreiten::V,خطا,gradi
915,spazierengehen::V,تنزه,ambulare
916,eilen::V,عجل,properare
917,sich beeilen::V,استعجل,festinare
918,sausen::V,أسرع,currere
919,rennen::V,عدا,currere
920,rennen::V,ركض,currere
921,springen::V,قفز,salire
922,klettern::V,تسلق,niti
923,schaukeln::V,تأرجح,oscillare
924,kriechen::V,دب,repere
925,kriechen::V,دب,serpere
926,kriechen::V,زحف,repere
927,kriechen::V,زحف,serpere
928,schwimmen::V,سبح,nare
929,schwimmen::V,سبح,natare
930,tauchen::V,غطس,mergere
931,rudern::V,جذف,remigare
932,fahren::V,ركب,vehi
933,fahren::V,سافر,vehi
934,fliegen::V,طار,volare
935,gehen::V,سار,ire
936,gehen::V,سار,vadere
937,gehen::V,ذهب,ire
938,gehen::V,ذهب,vadere
939,weggehen::V,ذهب,abire
940,weggehen::V,ذهب,discedere
941,weggehen::V,انصرف,abire
942,weggehen::V,انصرف,discedere
943,abfahren::V,رحل,proficisci
944,anhalten::V,توقف,consistere
945,hineingehen::V,دخل,inire
946,hineingehen::V,دخل,ingredi
947,eintreten::V,دخل,intrare
948,kommen::V,أتى,venire
949,kommen::V,جاء,venire
950,ankommen::V,وصل,advenire
951,zurückkommen::V,عاد,revenire
952,zurückkommen::V,رجع,revenire
953,bleiben::V,مكث,manere
954,warten::V,انتظر,opperiri
955,erwarten::V,ترقب,opperiri
956,erwarten::V,ترقب,expectare
957,erwarten::V,انتظر,opperiri
958,erwarten::V,انتظر,expectare
959,suchen::V,بحث,quaerere
960,finden::V,وجد,reperire
961,versuchen::V,حاول,conari
962,versuchen::V,حاول,temptare
963,vorbereiten::V,أعد,parare
964,vorbereiten::V,حضر,parare
965,lieben::V,أحب,amare
966,mögen::V,أحب,amare
967,lachen::V,ضحك,ridere
968,rühren::V,أثر,commovere
969,weinen::V,بكى,flere
970,schimpfen::V,سب,increpare
971,schimpfen::V,شتم,increpare
972,sich ärgern::V,زعل,indignari
973,sich fürchten::V,هاب,vereri
974,fürchten::V,خاف,timere
975,fürchten::V,خشي,timere
976,fliehen::V,هرب,fugere
977,flüchten::V,فر,effugere
978,sehen::V,رأى,videre
979,anschauen::V,نظر,aspectare
980,ansehen::V,نظر,spectare
981,hören::V,سمع,audire
982,zuhören::V,أصغى,auscultare
983,probieren::V,ذاق,gustare
984,riechen::V,شم,olfacere
985,riechen::V,استنشق,olfacere
986,fühlen::V,شعر,sentire
987,scheinen::V,ظهر,videri
988,zu sehen sein::V,ظهر,conspici
989,vernehmen::V,سمع,comperire
990,frieren::V,بردان,algere
991,tun::V,فعل,facere
992,können::V,قدر,posse
993,können::V,استطاع,posse
994,wollen::V,شاء,velle
995,wollen::V,أراد,velle
996,anfangen::V,بدأ,incipere
997,beenden::V,أنهى,finire
998,aufhören::V,توقف,desistere
999,aufhören::V,انقطع,desistere
1000,gelingen::V,نجح,contingere
1001,geraten::V,طلع,evenire
1002,öffnen::V,فتح,aperire
1003,schließen::V,أغلق,claudere
1004,stellen::V,وضع,sistere
1005,stellen::V,أقام,sistere
1006,setzen::V,أجلس,ponere
1007,legen::V,وضع,ponere
1008,berühren::V,مس,tangere
1009,berühren::V,لمس,tangere
1010,verbinden::V,ربط,iungere
1011,verbinden::V,وصل,iungere
1012,bedecken::V,غطى,tegere
1013,bedecken::V,غطى,operire
1014,aufhängen::V,علق,suspendere
1015,anzünden::V,أوقد,accendere
1016,anzünden::V,أوقد,inflammare
1017,aufheben::V,لقط,tollere
1018,zurücklassen::V,ترك,relinquere
1019,verlieren::V,فقد,perdere
1020,verlieren::V,فقد,amittere
1021,fallen lassen::V,أسقط,dimittere
1022,machen::V,فعل,facere
1023,herstellen::V,صنع,fabricare
1024,herstellen::V,أنتج,fabricare
1025,bauen::V,بنى,construere
1026,bauen::V,شيد,construere
1027,reparieren::V,صلح,reparare
1028,verbessern::V,صحح,emendare
1029,ändern::V,غير,mutare
1030,graben::V,حفر,fodere
1031,beugen::V,ثنى,flectere
1032,beugen::V,أحنى,flectere
1033,biegen::V,لوى,curvare
1034,drehen::V,أدار,torquere
1035,drehen::V,دور,torquere
1036,wenden::V,قلب,vertere
1037,umdrehen::V,قلب,convertere
1038,heben::V,رفع,tollere
1039,hochheben::V,رفع,levare
1040,ergreifen::V,مسك,capessere
1041,halten::V,مسك,tenere
1042,drücken::V,ضغط,premere
1043,schieben::V,حرك,promovere
1044,kratzen::V,خدش,radere
1045,lecken::V,لعق,lambere
1046,beißen::V,عض,mordere
1047,abreißen::V,قلع,avellere
1048,abschneiden::V,قطع,desecare
1049,binden::V,ربط,ligare
1050,stecken::V,دس,inserere
1051,brechen::V,كسر,rumpere
1052,klopfen::V,طرق,pultare
1053,hauen::V,ضرب,ferire
1054,kleben::V,ألصق,agglutinare
1055,reiben::V,حك,terere
1056,streichen::V,نشر,oblinere
1057,schleifen::V,سن,acuere
1058,schneiden::V,قطع,secare
1059,rütteln::V,رج,quassare
1060,schütteln::V,هز,quatere
1061,schwenken::V,لوح,ventilare
1062,schütten::V,صب,fundere
1063,füllen::V,ملأ,complere
1064,einwickeln::V,لف,involvere
1065,tragen::V,حمل,ferre
1066,tragen::V,حمل,portare
1067,schleppen::V,سحب,pertrahere
1068,ziehen::V,سحب,trahere
1069,aufbewahren::V,حفظ,asservare
1070,werfen::V,رمى,iacere
1071,werfen::V,ألقى,iacere
1072,fangen::V,التقط,capere
1073,packen::V,مسك,capessere
1074,verstecken::V,خبأ,abdere
1075,teilen::V,قسم,partiri
1076,teilen::V,قسم,dividere
1077,schicken::V,بعث,mittere
1078,schicken::V,أرسل,mittere
1079,bringen::V,جلب,apportare
1080,hinzufügen::V,أضاف,addere
1081,bekommen::V,حصل,adipisci
1082,erhalten::V,استلم,accipere
1083,nehmen::V,أخذ,sumere
1084,wählen::V,اختار,eligere
1085,auswählen::V,انتقى,deligere
1086,bewahren::V,حافظ,conservare
1087,behindern::V,عاق,impedire
1088,verderben::V,أفسد,corrumpere
1089,beschädigen::V,أضر,laedere
1090,zerbrechen::V,كسر,rumpere
1091,zerbrechen::V,كسر,frangere
1092,zerreißen::V,مزق,discindere
1093,zerstören::V,دمر,delere
1094,verbrennen::V,حرق,urere
1095,verbrennen::V,حرق,cremare
1096,geben::V,أعطى,dare
1097,reichen::V,ناول,praebere
1098,schenken::V,وهب,donare
1099,schenken::V,وهب,largiri
1100,versprechen::V,وعد,polliceri
1101,versprechen::V,وعد,promittere
1102,wünschen::V,تمنى,
1103,loben::V,مدح,laudare
1104,küssen::V,قبل,osculari
1105,wiegen::V,هدهد,
1106,zudecken::V,غطى,tegere
1107,wecken::V,أيقظ,excitare
1108,zeigen::V,أرى,monstrare
1109,führen::V,دل,ducere
1110,lehren::V,علم,docere
1111,unterrichten::V,علم,instituere
1112,aufziehen::V,ربى,nutrire
1113,leiten::V,دل,ducere
1114,leiten::V,أدار,ducere
1115,antreiben::V,حث,incitare
1116,lassen::V,حدا,iubere
1117,einladen::V,دعا,invitare
1118,vereinigen::V,وحد,coniungere
1119,besuchen::V,زار,visere
1120,treffen::V,قابل,convenire
1121,sich versammeln::V,اجتمع,convenire
1122,spielen::V,لعب,ludere
1123,singen::V,غنى,cantare
1124,tanzen::V,رقص,saltare
1125,sich trennen::V,افترق,digredi
1126,sich trennen::V,افترق,discedere
1127,verlassen::V,ترك,deserere
1128,verlassen::V,ترك,relinquere
1129,retten::V,نجى,servare
1130,retten::V,أنقذ,servare
1131,bewachen::V,حرس,custodire
1132,schützen::V,حمى,tueri
1133,schützen::V,حمى,tutari
1134,verteidigen::V,دافع,defendere
1135,sich schlagen::V,تضارب,luctari
1136,schießen::V,أطلق,iaculari
1137,siegen::V,انتصر,vincere
1138,ärgern::V,أزعل,irritare
1139,schlagen::V,ضرب,ferire
1140,treten::V,رفس,calcare
1141,stechen::V,شك,pungere
1142,stoßen::V,دفع,tundere
1143,stehlen::V,سرق,furari
1144,stören::V,ضايق,turbare
1145,belästigen::V,أزعج,obtundere
1146,verbergen::V,كتم,celare
1147,verbergen::V,كتم,occultare
1148,täuschen::V,خدع,fallere
1149,betrügen::V,غش,fraudare
1150,töten::V,قتل,necare
1151,töten::V,قتل,caedere
1152,wohnen::V,سكن,habitare
1153,arbeiten::V,عمل,laborare
1154,arbeiten::V,اشتغل,laborare
1155,sammeln::V,جمع,colligere
1156,pflücken::V,جنى,carpere
1157,pflücken::V,قطف,carpere
1158,jagen::V,صاد,venari
1159,fischen::V,اصطاد,piscari
1160,fassen::V,قبض,capere
1161,hüten::V,رعى,custodire
1162,treiben::V,ساق,agere
1163,anbinden::V,ربط,alligare
1164,füttern::V,علف,nutrire
1165,melken::V,حلب,mulgere
1166,hacken::V,فرم,findere
1167,gießen::V,سقى,rigare
1168,reifen::V,نضج,maturescere
1169,zubereiten::V,حضر,apparare
1170,kochen::V,طبخ,coquere
1171,backen::V,خبز,coquere
1172,braten::V,قلى,torrere
1173,braten::V,حمر,torrere
1174,umrühren::V,قلب,commovere
1175,stricken::V,حاك,texere
1176,nähen::V,خاط,suere
1177,färben::V,صبغ,tingere
1178,färben::V,لون,tingere
1179,reinigen::V,نظف,purgare
1180,waschen::V,غسل,lavare
1181,abwischen::V,مسح,abstergere
1182,spülen::V,شطف,perluere
1183,fegen::V,كنس,verrere
1184,kehren::V,كنس,purgare
1185,baden::V,استحم,lavari
1186,sich waschen::V,اغتسل,lavari
1187,ausziehen::V,خلع,exuere
1188,anziehen::V,لبس,induere
1189,sich anziehen::V,اكتسى,vestiri
1190,kämmen::V,مشط,pectere
1191,schmücken::V,زين,ornare
1192,schmücken::V,زين,decorare
1193,sagen::V,قال,dicere
1194,sprechen::V,تكلم,fari
1195,reden::V,تكلم,loqui
1196,sich unterhalten::V,تحادث,colloqui
1197,sich unterhalten::V,تحادث,disputare
1198,fragen::V,سأل,rogare
1199,fragen::V,سأل,quaerere
1200,bitten::V,رجا,orare
1201,bitten::V,رجا,rogare
1202,erzählen::V,حكي,narrare
1203,mitteilen::V,بلغ,communicare
1204,nennen::V,سمى,appellare
1205,rufen::V,نادى,vocare
1206,prahlen::V,فشر,gloriari
1207,prahlen::V,تفاخر,gloriari
1208,übersetzen::V,ترجم,vertere
1209,denken::V,فكر,cogitare
1210,glauben::V,اعتقد,credere
1211,bemerken::V,لاحظ,animadvertere
1212,erkennen::V,عرف,cognoscere
1213,begreifen::V,فهم,comprehendere
1214,begreifen::V,أدرك,comprehendere
1215,verstehen::V,فهم,intellegere
1216,lernen::V,درس,discere
1217,wissen::V,علم,scire
1218,sich erinnern an::V,تذكر,meminisse
1219,vergessen::V,نسي,oblivisci
1220,messen::V,قاس,metiri
1221,zählen::V,عد,numerare
1222,zählen::V,أحصى,numerare
1223,rechnen::V,حسب,reri
1224,rechnen::V,حسب,calculare
1225,lesen::V,قرأ,legere
1226,malen::V,صور,pingere
1227,zeichnen::V,رسم,scribere
1228,schreiben::V,كتب,scribere
1229,besitzen::V,حاز,possidere
1230,besitzen::V,ملك,possidere
1231,kaufen::V,اشترى,emere
1232,verkaufen::V,باع,vendere
1233,bezahlen::V,دفع,pendere
1234,zahlen::V,سدد,solvere
1235,beherrschen::V,حكم,regere
1236,beherrschen::V,حكم,imperare
1237,ertragen::V,أطاق,tolerare
1238,ertragen::V,أطاق,sustinere
1239,ertragen::V,تحمل,tolerare
1240,ertragen::V,تحمل,sustinere
