,Concept_ID,tr,eu
427,Größe::N,büyüklük,kaizu
428,Größe::N,büyüklük,tamaina
429,Länge::N,uzunluk,luzera
430,Höhe::N,yükseklik,goiera
431,Höhe::N,yükseklik,garaiera
432,Gewicht::N,ağırlık,hazta
433,Menge::N,miktar,kopuru
434,Haufen::N,küme,pila
435,Haufen::N,küme,mendoi
436,Haufen::N,yığın,pila
437,Haufen::N,yığın,mendoi
438,Reihe::N,sıra,ilara
439,Reihe::N,sıra,errenkada
440,Boot::N,kayık,potin
441,Boot::N,kayık,txalupa
442,Boot::N,sandal,potin
443,Boot::N,sandal,txalupa
444,Ruder::N,kürek,arraun
445,Schlitten::N,kızak,lera
446,Schlitten::N,kızak,narra
447,Ski::N,kayak,eski
448,Lagerfeuer::N,kamp ateşi,su
449,Last::N,yük,zama
450,Last::N,yük,karga
451,Gang::N,gidiş,ibilera
452,Gang::N,yürüyüş,ibilera
453,Schritt::N,adım,pauso
454,Schritt::N,adım,urrats
455,Norden::N,kuzey,ipar
456,Norden::N,kuzey,iparralde
457,Süden::N,güney,hego
458,Süden::N,güney,hegoalde
459,Westen::N,batı,sartalde
460,Westen::N,batı,mendebalde
461,Osten::N,doğu,ekialde
462,Osten::N,doğu,sortalde
463,Holz::N,ağaç,zur
464,Holz::N,tahta,zur
465,Brett::N,tahta,ohol
466,Platte::N,levha,lauza
467,Stütze::N,dayak,irozgarri
468,Stütze::N,dayak,bermagailu
469,Stütze::N,destek,irozgarri
470,Stütze::N,destek,bermagailu
471,Stange::N,çubuk,haga
472,Stock::N,sopa,makila
473,Stock::N,değnek,makila
474,Stab::N,sırık,makila
475,Stab::N,baston,makila
476,Rohr::N,boru,hodi
477,Haus::N,ev,etxe
478,Heim::N,ev,etxe
479,Heim::N,ev,etxaleku
480,Heim::N,yurt,etxe
481,Heim::N,yurt,etxaleku
482,Ofen::N,soba,berogailu
483,Fußboden::N,taban,zoru
484,Fußboden::N,döşeme,zoru
485,Tisch::N,masa,mahai
486,Stuhl::N,iskemle,aulki
487,Stuhl::N,sandalye,aulki
488,Wiege::N,beşik,kuma
489,Wiege::N,beşik,sehaska
490,Bett::N,yatak,ohe
491,Bett::N,yatak,ohatze
492,Regal::N,raf,apalategi
493,Kiste::N,sandık,kutxa
494,Fenster::N,pencere,leiho
495,Tür::N,kapı,ate
496,Tor::N,kapı,atari
497,Zaun::N,çit,hesi
498,Dach::N,dam,teilatu
499,Dach::N,çatı,teilatu
500,Leiter::N,merdiven,zurubi
501,Besen::N,süpürge,erratz
502,Spaten::N,bel,burdinpala
503,Schaufel::N,kürek,pala
504,Gabel::N,çatal,sardexka
505,Löffel::N,kaşık,koilara
506,Messer::N,bıçak,aizto
507,Nagel::N,çivi,iltze
508,Netz::N,ağ,sare
509,Haken::N,çengel,mako
510,Griff::N,kulp,eskutoki
511,Griff::N,tutamak,eskutoki
512,Schloss::N,kilit,sarraila
513,Bild::N,imaj,irudi
514,Bild::N,resim,irudi
515,Figur::N,şekil,figura
516,Figur::N,heykel,figura
517,Puppe::N,kukla,panpina
518,Puppe::N,kukla,andrakila
519,Beutel::N,kese,zorro
520,Beutel::N,torba,zorro
521,Bündel::N,deste,azao
522,Bündel::N,deste,espal
523,Tasche::N,çanta,poltsa
524,Eimer::N,kova,treska
525,Deckel::N,kapak,tapa
526,Deckel::N,kapak,estalki
527,Geschirr::N,kap kacak,baxera
528,Geschirr::N,kap kacak,ontziteria
529,Sack::N,torba,zaku
530,Tasse::N,fincan,kikara
531,Topf::N,tencere,ontzi
532,Topf::N,tencere,lapiko
533,Kessel::N,kazan,pazia
534,Essen::N,yemek,janaldi
535,Nahrung::N,gıda,jan
536,Nahrung::N,besin,jan
537,Speise::N,yemek,jaki
538,Fleisch::N,et,okela
539,Fleisch::N,et,haragi
540,Getreide::N,tahıl,labore
541,Getreide::N,hububat,labore
542,Brei::N,ezme,ahi
543,Brei::N,ezme,pure
544,Brot::N,ekmek,ogi
545,Scheibe::N,dilim,xerra
546,Scheibe::N,dilim,pirripita
547,Fett::N,yağ,urin
548,Fett::N,yağ,koipe
549,Butter::N,tereyağı,gurin
550,Öl::N,yağ,olio
551,Öl::N,akar yağ,olio
552,Salz::N,tuz,gatz
553,Suppe::N,çorba,zopa
554,Suppe::N,çorba,salda
555,Honig::N,bal,ezti
556,Milch::N,süt,esne
557,Tee::N,çay,te
558,Leder::N,deri,larru
559,Leder::N,meşin,larru
560,Wolle::N,yün,artile
561,Stoff::N,kumaş,ehun
562,Nadel::N,iğne,orratz
563,Nadel::N,iğne,jostorratz
564,Faden::N,tire,hari
565,Faden::N,iplik,hari
566,Knopf::N,düğme,botoi
567,Knoten::N,düğüm,korapilo
568,Farbe::N,boya,pintura
569,Kleidung::N,giyim,arropa
570,Kleidung::N,giyim,jantziak
571,Hemd::N,gömlek,atorra
572,Hemd::N,gömlek,alkandora
573,Kragen::N,yaka,idun
574,Ärmel::N,yen,mahuka
575,Ärmel::N,elbise kolu,mahuka
576,Hose::N,pantolon,prakak
577,Hose::N,pantolon,galtzak
578,Gürtel::N,kuşak,gerriko
579,Mütze::N,bere,txano
580,Mütze::N,bere,txapel
581,Mütze::N,kasket,txano
582,Mütze::N,kasket,txapel
583,Schuh::N,kundura,oski
584,Schuh::N,kundura,oinetako
585,Schuh::N,ayakkabı,oski
586,Schuh::N,ayakkabı,oinetako
587,Stiefel::N,çizme,bota
588,Ring::N,yüzük,uztai
589,Band::N,bağ,zinta
590,Band::N,bağ,xingola
591,Band::N,şerit,zinta
592,Band::N,şerit,xingola
593,Kamm::N,tarak,orrazi
594,Spiegel::N,ayna,mirail
595,Riemen::N,kayış,uhal
596,Schnur::N,ip,lokailu
597,Schnur::N,sicim,lokailu
598,Leine::N,kayış,lotura
599,Decke::N,örtü,burusi
600,Decke::N,yorgan,burusi
601,Kissen::N,yastık,kuxin
602,Tuch::N,bez,zapi
603,Tuch::N,bez,oihal
604,Handtuch::N,havlu,eskuzapi
605,Handtuch::N,havlu,eskuoihal
606,Kraft::N,güç,indar
607,Kraft::N,kuvvet,indar
608,Stärke::N,kuvvet,indar
609,Gesundheit::N,sağlık,osasun
610,Krankheit::N,hastalık,eritasun
611,Krankheit::N,hastalık,gaixotasun
612,Schmerz::N,ağrı,min
613,Schmerz::N,sancı,min
614,Wunde::N,yara,zauri
615,Fieber::N,ateş,sukar
616,Arznei::N,ilâç,osagai
617,Arznei::N,ilâç,sendagai
618,Brücke::N,köprü,zubi
619,Brunnen::N,kuyu,putzu
620,Brunnen::N,çeşme,putzu
621,Weide::N,otlak,alha
622,Weide::N,otlak,bazkaleku
623,Pfad::N,patika,zidor
624,Pfad::N,patika,bidexka
625,Pfad::N,keçiyolu,zidor
626,Pfad::N,keçiyolu,bidexka
627,Weg::N,yol,bide
628,Straße::N,yol,errepide
629,Straße::N,cadde,errepide
630,Dorf::N,köy,herri
631,Stadt::N,kent,hiri
632,Stadt::N,şehir,hiri
633,Brief::N,mektup,gutun
634,Brief::N,mektup,eskutitz
635,Buch::N,kitap,liburu
636,Buchstabe::N,harf,hizki
637,Zeitung::N,gazete,egunkari
638,Leben::N,hayat,bizi
639,Leben::N,hayat,bizitza
640,Tod::N,ölüm,herio
641,Tod::N,ölüm,heriotza
642,Grab::N,kabir,hobi
643,Grab::N,kabir,hilobi
644,Kirche::N,kilise,eliza
645,Sünde::N,günah,hoben
646,Sünde::N,günah,bekatu
647,Gott::N,tanrı,jainko
648,Arbeiter::N,işçi,langile
649,Arbeiter::N,işçi,behargin
650,Chef::N,şef,nagusi
651,Chef::N,müdür,nagusi
652,Meister::N,usta,maisu
653,Arzt::N,hekim,osagile
654,Arzt::N,hekim,sendagile
655,Arzt::N,doktor,osagile
656,Arzt::N,doktor,sendagile
657,Lehrer::N,hoca,irakasle
658,Lehrer::N,öğretmen,irakasle
659,Geld::N,para,diru
660,Geschäft::N,ticaret,negozio
661,Laden::N,dükkân,denda
662,Laden::N,dükkân,saltegi
663,Preis::N,fiyat,prezio
664,Preis::N,fiyat,salneurri
665,Ware::N,mal,salgai
666,Nutzen::N,fayda,onura
667,Nutzen::N,fayda,probetxu
668,Reichtum::N,servet,aberastasun
669,Reichtum::N,zenginlik,aberastasun
670,Welt::N,dünya,ludi
671,Welt::N,dünya,mundu
672,Land::N,ülke,herrialde
673,Staat::N,devlet,estatu
674,König::N,kral,errege
675,Macht::N,kudret,botere
676,Macht::N,iktidar,botere
677,Grenze::N,had,muga
678,Grenze::N,sınır,muga
679,Krieg::N,savaş,guda
680,Feind::N,düşman,etsai
681,Feind::N,düşman,arerio
682,Gewalt::N,zor,bortxa
683,Gewalt::N,zor,bortizkeria
684,Gewalt::N,cebir,bortxa
685,Gewalt::N,cebir,bortizkeria
686,Kampf::N,savaş,gudu
687,Kampf::N,savaş,auska
688,Bogen[Waffe]::N,yay,arku
689,Pfeil::N,ok,gezi
690,Gewehr::N,tüfek,fusil
691,Fehler::N,hata,huts
692,Fehler::N,hata,hutsegin
693,Fehler::N,yanlış,huts
694,Fehler::N,yanlış,hutsegin
695,Lüge::N,yalan,gezur
696,Schaden::N,zarar,kalte
697,Unglück::N,felâket,zoritxar
698,Unglück::N,felâket,zorigaitz
699,Unglück::N,talihsizlik,zoritxar
700,Unglück::N,talihsizlik,zorigaitz
701,Schuld::N,suç,erru
702,Schuld::N,kabahat,erru
703,Alter::N,yaş,adin
704,Schluss::N,son,bukaera
705,Zeit::N,zaman,aldi
706,Zeit::N,zaman,denbora
707,Tag::N,gün,egun
708,Morgen::N,sabah,goiz
709,Mittag::N,öğle,eguerdi
710,Abend::N,akşam,arrats
711,Nacht::N,gece,gau
712,Woche::N,hafta,aste
713,Monat::N,ay,hil
714,Jahr::N,yıl,urte
715,Jahr::N,sene,urte
716,Frühling::N,ilkbahar,udalehen
717,Sommer::N,yaz,uda
718,Herbst::N,güz,udazken
719,Herbst::N,güz,neguantz
720,Herbst::N,sonbahar,udazken
721,Herbst::N,sonbahar,neguantz
722,Winter::N,kış,negu
723,Januar::N,ocak,urtarril
724,Februar::N,şubat,otsail
725,März::N,mart,martxo
726,April::N,nisan,apiril
727,Mai::N,mayıs,maiatz
728,Juni::N,haziran,ekain
729,Juli::N,temmuz,uztail
730,August::N,ağustos,abuztu
731,September::N,eylül,irail
732,Oktober::N,ekim,urri
733,November::N,kasım,azaro
734,Dezember::N,aralık,abendu
735,Montag::N,pazartesi,astelehen
736,Dienstag::N,salı,astearte
737,Mittwoch::N,çarşamba,asteazken
738,Donnerstag::N,perşembe,ostegun
739,Freitag::N,cuma,ostiral
740,Samstag::N,cumartesi,larunbat
741,Sonntag::N,pazar,igande
742,groß::A,büyük,handi
743,klein::A,ufak,txiki
744,klein::A,küçük,txiki
745,lang::A,uzun,luze
746,kurz::A,kısa,labur
747,breit::A,enli,zabal
748,breit::A,geniş,zabal
749,schmal::A,dar,mehar
750,dicht::A,sık,sarri
751,dicht::A,sık,trinko
752,dicht::A,yoğun,sarri
753,dicht::A,yoğun,trinko
754,dick[Gegenstand]::A,kalın,lodi
755,dick[Gegenstand]::A,iri,lodi
756,dünn::A,ince,mehe
757,fein::A,ince,fin
758,fein::A,narin,fin
759,fest::A,sabit,tinko
760,fest::A,sağlam,tinko
761,flach::A,düz,lau
762,flach::A,düz,ordoki
763,flach::A,yassı,lau
764,flach::A,yassı,ordoki
765,glatt::A,düz,leun
766,hart::A,katı,gogor
767,weich::A,yumuşak,bigun
768,weich::A,yumuşak,beratz
769,rund::A,yuvarlak,biribil
770,spitz::A,sivri,puntadun
771,scharf::A,keskin,zorrotz
772,stumpf::A,kör,kamuts
773,schwer::A,ağır,astun
774,schwer::A,ağır,pisutsu
775,schön::A,güzel,eder
776,heiß::A,kızgın,bero
777,heiß::A,kızgın,oso bero
778,warm::A,sıcak,bero
779,kalt::A,soğuk,hotz
780,kühl::A,serin,hotzil
781,frisch::A,taze,fresko
782,frisch::A,taze,hozkirri
783,feucht::A,nemli,heze
784,feucht::A,rutubetli,heze
785,nass::A,yaş,busti
786,nass::A,ıslak,busti
787,trocken::A,kuru,siku
788,trocken::A,kuru,lehor
789,voll::A,dolu,bete
790,voll::A,dolmuş,bete
791,leer::A,boş,huts
792,offen::A,açık,ireki
793,geschlossen::A,kapalı,itxita
794,sauber::A,pak,xahu
795,sauber::A,pak,garbi
796,sauber::A,temiz,xahu
797,sauber::A,temiz,garbi
798,schmutzig::A,pis,lohi
799,schmutzig::A,pis,zikin
800,schmutzig::A,kirli,lohi
801,schmutzig::A,kirli,zikin
802,roh::A,çiğ,gordin
803,reif::A,olgun,umo
804,reif::A,olgun,heldu
805,lecker::A,lezzetli,goxo
806,süß::A,tatlı,goxo
807,süß::A,şekerli,goxo
808,bitter::A,acı,karmin
809,bitter::A,acı,garratz
810,sauer::A,ekşi,mingots
811,hell::A,aydınlık,argi
812,dunkel::A,karanlık,ilun
813,schwarz::A,kara,beltz
814,schwarz::A,siyah,beltz
815,weiß::A,ak,zuri
816,weiß::A,beyaz,zuri
817,rot::A,kırmızı,gorri
818,gelb::A,sarı,hori
819,blau::A,mavi,urdin
820,grün::A,yeşil,berde
821,grün::A,yeşil,musker
822,grau::A,boz,urdin
823,grau::A,boz,urdinabar
