,Concept_ID,kv,sah
749,eins::NUM,ӧт,биир
750,zwei::NUM,кык,икки
751,drei::NUM,куим,үс
752,vier::NUM,нёль,түөрт
753,fünf::NUM,вит,биэс
754,sechs::NUM,квать,алта
755,sieben::NUM,сизим,сэттэ
756,acht::NUM,кыкьямыс,аҕыс
757,neun::NUM,ӧкмыс,тоҕус
758,zehn::NUM,дас,уон
759,elf::NUM,дасотік,уон биир
760,zwölf::NUM,даскык,уон икки
761,zwanzig::NUM,кыкдас,сүүрбэ
762,dreißig::NUM,куимдас,отут
763,vierzig::NUM,нёльдас,түөрт уон
764,fünfzig::NUM,витдас,биэс уон
765,sechzig::NUM,кватьдас,алта уон
766,siebzig::NUM,сизимдас,сэттэ уон
767,achtzig::NUM,кыкьямысдас,аҕыс уон
768,neunzig::NUM,ӧкмысдас,тоҕус уонус
769,hundert::NUM,сто,сүүс
770,tausend::NUM,тысяча,тыһыынча
771,und::CNJ,и,да
772,und::CNJ,и,уонна
773,und::CNJ,и,итиэннэ
774,und::CNJ,да,да
775,und::CNJ,да,уонна
776,und::CNJ,да,итиэннэ
777,oder::CNJ,или,эбэтэр
778,stehen::V,сулавны,тур
779,sitzen::V,пукавны,олор
780,liegen::V,куйлыны,сыт
781,hängen::V,ӧшавны,санньылый
782,werden::V,лоны,буол
783,passieren::V,аркмыны,буол
784,beginnen::V,петны,саҕалан
785,enden::V,-сь,бүт
786,enden::V,бырны,бүт
787,wechseln::V,вежсьыны,уларый
788,aufgehen[Sonne]::V,петавны,ой
789,untergehen[Sonne]::V,пуксьыны,киир
790,scheinen[Sonne]::V,югьявны,сырдат
791,donnern::V,гымавны,эт
792,wehen::V,пӧлявны,үр
793,strömen::V,киссьыны,кутулун
794,fließen::V,визывтны,сүүр
795,sich drehen::V,бергавны,эргий
796,schwanken::V,кӧвьясьны,биэтэҥнээ
797,schwingen::V,дюттясьны,эйэҥнээ
798,fallen::V,усьны,оҕут
799,brennen::V,сотчыны,умай
800,rauchen::V,тшынасьны,буруолаа
801,regnen::V,зэрны,самыырдаа
802,gefrieren::V,гегдыны,тоҥ
803,tauen::V,сывны,ир
804,schmelzen::V,сывны,уулун
805,trocknen::V,косьмыны,куур
806,sieden::V,пизьны,оргуй
807,faulen::V,нёльзьыны,сытый
808,verfaulen::V,тӧрмыны,сытыйан_хаал
809,verfaulen::V,сiсьмыны,сытыйан_хаал
810,reißen::V,косясьны,хайыт
811,reißen::V,косясьны,быһытталан
812,versinken::V,вӧйны,тимир
813,versinken::V,вӧйны,батылын
814,vergehen::V,мунны,дьай
815,erscheinen::V,мыччисьны,көһүн
816,verschwinden::V,ӧшны,сүт
817,sinken::V,ямны,намтаа
818,abnehmen::V,ямны,аччаа
819,zunehmen::V,паськавны,элбээ
820,steigen::V,лэбтiсьны,үрдээ
821,wachsen::V,быдмыны,үүн
822,glänzen::V,свиттявны,кылбай
823,funkeln::V,югйовтлыны,күлүмнээ
824,funkeln::V,югйовтлыны,күлүмүрдээ
825,funkeln::V,югйӧв-керны,күлүмнээ
826,funkeln::V,югйӧв-керны,күлүмүрдээ
827,lärmen::V,чавзыны,тыаһаа
828,läuten::V,диньгыны,собуоннаа
829,klingeln::V,силькӧтны,линкинээ
830,klirren::V,жольӧтны,айгырат
831,brausen::V,гуасьны,сирилээ
832,rauschen::V,кышӧтны,суугунаа
833,klingen::V,горавны,доргуй
834,bellen::V,увтны,үр
835,bellen::V,вувтны,үр
836,heulen::V,уннявны,улуй
837,blasen::V,пӧлявны,үр
838,pfeifen::V,пиксыны,иһиир
839,schreien::V,айзыны,кылан
840,schreien::V,айзыны,хаһыытаа
841,stöhnen::V,ойзыны,ынчыктаа
842,stöhnen::V,ружтыны,ынчыктаа
843,zittern::V,легьявны,титирээ
844,zittern::V,легьявны,дьигиһий
845,leben::V,овны,олор
846,geboren werden::V,шогмыны,төрөө
847,atmen::V,лолавны,тыын
848,trinken::V,юны,ис
849,essen::V,сёйны,аһаа
850,schlucken::V,ньылавны,ыйыһын
851,müde werden::V,мыдзны,сылай
852,einschlafen::V,ланьтны,утуйан хаал
853,schlafen::V,узьны,утуй
854,schlafen::V,узьны,утуйа сыт
855,aufwachen::V,саймыны,уһугун
856,aufwachen::V,пальмыны,уһугун
857,aufstehen::V,сувтны,тур
858,sich erholen::V,шоччисьлыны,сынньан
859,krank werden::V,моржитны,ыарый
860,krank sein::V,шогавны,ыарый
861,krank sein::V,шогавны,ыарыт
862,krank sein::V,визьӧтны,ыарый
863,krank sein::V,визьӧтны,ыарыт
864,schmerzen::V,висьны,ыарыт
865,husten::V,кашляйтны,сөтөлүн
866,genesen::V,бурдны,көн
867,sterben::V,кувны,өл
868,umkommen::V,вийсьыны,өл
869,umkommen::V,вийсьыны,оҕут
870,sich bewegen::V,локны,хамсаа
871,sich bewegen::V,ветлӧтны,хамсаа
872,sich rühren::V,вӧрзьӧтчыны,хамсаа
873,sich erheben::V,сувтны,тур
874,sich setzen::V,пуксьыны,олор
875,hinfallen::V,пӧрласьны,оҕут
876,laufen::V,мунны,хаам
877,schreiten::V,тальччавны,атыллаа
878,spazierengehen::V,котрасьны,дьаарбай
879,eilen::V,тэрмасьны,тиэтэй
880,sich beeilen::V,тэрмасьны,ыксаа
881,sausen::V,вирдавны-котӧртны,элээр
882,springen::V,чеччавны,ой
883,springen::V,чеччавны,ыстан
884,klettern::V,кышасьны,ытын
885,schaukeln::V,чурликасьны,эйэҥнээ
886,schaukeln::V,чурликасьны,биэрэҥнээ
887,kriechen::V,кыскасьны-мунны,сыыл
888,schwimmen::V,вартчыны,уһун
889,schwimmen::V,вартчыны,харбаа
890,tauchen::V,сунгисьны ваӧ,умус
891,rudern::V,сынны,эрт
892,fahren::V,мунны,айаннаа
893,fliegen::V,лэбавны,көт
894,gehen::V,мунны,бар
895,weggehen::V,мунны,бар
896,abfahren::V,иньдӧтчыны,бар
897,abfahren::V,мунны,бар
898,anhalten::V,сувтны,тохтоо
899,hineingehen::V,пырны,киир
900,eintreten::V,пырны,киир
901,kommen::V,локны,кэл
902,ankommen::V,локны,кэл
903,ankommen::V,локны,тиий
904,zurückkommen::V,бертны,төнүн
905,zurückkommen::V,панӧвтсьыны,төнүн
906,bleiben::V,кольччыны,хаал
907,warten::V,видзчисьны,көһүт
908,erwarten::V,видзчисьны,күүт
909,erwarten::V,видзчисьны,көһүт
910,suchen::V,кошшыны,ирдээ
911,suchen::V,кошшыны,көрдөө
912,finden::V,адззыны,бул
913,versuchen::V,пондыны,сорун
914,versuchen::V,пондӧтны,сорун
915,vorbereiten::V,лӧсьӧтны,бэлэмнээ
916,lieben::V,милуйтны,таптаа
917,mögen::V,радейтны,сөбүл
918,lachen::V,серавны,күл
919,rühren::V,сьӧлӧм вӧрзьӧтны,долгут
920,weinen::V,горзыны,ытаа
921,schimpfen::V,видчыны,үөҕүс
922,sich ärgern::V,лёкавны,кыыһыр
923,sich ärgern::V,лёкавны,кыйахан
924,sich fürchten::V,повны,куттан
925,sich fürchten::V,повны,дьиксин
926,fürchten::V,повны,дьиксин
927,fürchten::V,повны,куттан
928,fliehen::V,пышшыны,күрээ
929,flüchten::V,пышшыны,күрээ
930,sehen::V,адззыны,көр
931,anschauen::V,видзӧтны,көр
932,ansehen::V,видзӧтны,көр
933,hören::V,кывны,бил
934,hören::V,кывны,иһит
935,zuhören::V,кывзыны,иһит
936,probieren::V,пешлыны,боруобалаан көр
937,probieren::V,пешлыны,амсайан көр
938,riechen::V,дукавны,сытырҕаа
939,fühlen::V,кывны,бил
940,scheinen::V,декуйтчыны,көһүн
941,zu sehen sein::V,тыдавны,көһүн
942,vernehmen::V,тӧдмавны,иһит
943,frieren::V,гегдыны,тоҥ
944,frieren::V,гегдыны,үлүй
945,tun::V,керны,гын
946,können::V,вермыны,кыай
947,wollen::V,мӧдны,баҕар
948,anfangen::V,петны,саҕалаа
949,beenden::V,ештӧтны,бүтэр
950,beenden::V,керыштны,бүтэр
951,aufhören::V,дугдыны,уурай
952,gelingen::V,шогмыны,сатан
953,geraten::V,мыччисьны,баар буолан биэр
954,geraten::V,мыччисьны,баар буола тус
955,geraten::V,мыччисьны,буолан таҕыс
956,öffnen::V,осьтны,ас
957,schließen::V,пӧднавны,сап
958,schließen::V,пӧднавны,хатаа
959,stellen::V,сувтӧтны,уур
960,stellen::V,сувтӧтны,туруор
961,setzen::V,пуксьӧтны,туруор
962,setzen::V,пуксьӧтны,уур
963,legen::V,пуктыны,уур
964,berühren::V,вӧрзьӧтны,тыыт
965,berühren::V,вӧрзьӧтны,таарый
966,verbinden::V,йитны,кэлгий
967,bedecken::V,вевттьыны,бүрүй
968,aufhängen::V,ӧшӧтны,ыйаа
969,anzünden::V,ӧзтыны,умат
970,aufheben::V,лэбтыны,өрө тарт
971,zurücklassen::V,кольны,бырах
972,verlieren::V,ӧштыны,сүтэр
973,fallen lassen::V,уськӧтны,түһэр
974,fallen lassen::V,уськӧтны,мүлчү тут
975,machen::V,керны,оҥор
976,machen::V,керны,оҥоһун
977,herstellen::V,вӧчны,оҥор
978,bauen::V,строитны,тут
979,reparieren::V,вочны,абырахтаа
980,verbessern::V,бурсьӧтны,тупсар
981,ändern::V,вежны,уларыт
982,graben::V,гарйыны,хас
983,beugen::V,кусіньтны,бокут
984,beugen::V,кусіньтны,токурут
985,beugen::V,кусіньтны,бүк баттаа
986,biegen::V,чукыльтыштны,иэх
987,biegen::V,чукыльтыштны,өҕүлүннэр
988,drehen::V,бергӧтны,эргит
989,drehen::V,бергӧтны,эргичит
990,wenden::V,бергӧтны,эргилин
991,umdrehen::V,бергӧтны,түҥнэр
992,heben::V,лэбтыны,көтөх
993,hochheben::V,лэбтыны,таһаар
994,ergreifen::V,кватитны,тут
995,halten::V,видзны,тут
996,drücken::V,личкыны,ык
997,schieben::V,тойлавны,ас
998,kratzen::V,шаркӧтны,кыһыы
999,lecken::V,нювны,салаа
1000,beißen::V,йирны,ытыр
1001,abreißen::V,орӧтны,быһа тарт
1002,abreißen::V,орӧтны,туура тарт
1003,abschneiden::V,шӧрыштны,быс
1004,abschneiden::V,шӧрыштны,быһан ыл
1005,abschneiden::V,шӧрыштны,быһа баттаа
1006,abschneiden::V,вундыштны,быс
1007,abschneiden::V,вундыштны,быһан ыл
1008,abschneiden::V,вундыштны,быһа баттаа
1009,binden::V,гӧрдззыны,кэлгий
1010,stecken::V,мӧртны,батары ас
1011,brechen::V,жугдыны,тоһут
1012,klopfen::V,зукӧтны,тоҥсуй
1013,hauen::V,желльыны,оҕус
1014,kleben::V,лякӧтны,силимнээ
1015,reiben::V,зыртны,аал
1016,streichen::V,мавтны,сыбаа
1017,schleifen::V,кыскыны,чочуй
1018,schneiden::V,вундавны,быс
1019,rütteln::V,шатлавны,иэҕэҥнэт
1020,schütteln::V,зыбӧтны,сахсый
1021,schwenken::V,ӧвтны,дайбаа
1022,schwenken::V,макайтны,дайбаа
1023,schütten::V,кисьтны,кут
1024,füllen::V,тыртны,толор
1025,füllen::V,тырсьӧтны,толор
1026,einwickeln::V,тубны,суулаа
1027,tragen::V,новйӧтны,ит
1028,schleppen::V,кыскыны,сос
1029,ziehen::V,кыскыны,тарт
1030,aufbewahren::V,видзны,уур
1031,aufbewahren::V,видзны,харай
1032,werfen::V,шентывлыны,бырах
1033,fangen::V,кутны,хап
1034,packen::V,кутасьны,тут
1035,packen::V,кватитны,тут
1036,verstecken::V,дзебны,саһыар
1037,teilen::V,торйӧтны,үллэр
1038,schicken::V,иньдыны,ыыт
1039,bringen::V,вайны,аҕал
1040,hinzufügen::V,содтыны,эп
1041,bekommen::V,получитны,ыл
1042,bekommen::V,получитны,булун
1043,erhalten::V,получитны,ыл
1044,nehmen::V,босьтны,ыл
1045,wählen::V,бӧрйыны,быыбардаа
1046,auswählen::V,бӧрйыны,тал
1047,bewahren::V,видзны,харай
1048,behindern::V,падтыны,мэһэйдээ
1049,verderben::V,изводавны,буорту гын
1050,beschädigen::V,паздыны,алдьат
1051,zerbrechen::V,паздыны,үлтүрүт
1052,zerreißen::V,косявны,хайыта тарт
1053,zerstören::V,паздыны,алдьат
1054,verbrennen::V,сотны,уоттаа
1055,geben::V,сетны,биэр
1056,reichen::V,сетны,аҕал
1057,schenken::V,козьнавны,бэлэхтээ
1058,versprechen::V,кӧсйыны,эрэннэр
1059,wünschen::V,бурсьыны,баҕар
1060,loben::V,ошкыны,хайҕаа
1061,küssen::V,окавны,уураа
1062,wiegen::V,тюттьӧтны,бигээ
1063,zudecken::V,вевттьыны,сап
1064,zudecken::V,вевттьыны,бүрүй
1065,wecken::V,саймӧтны,уһугуннар
1066,zeigen::V,мыччавны,көрдөр
1067,führen::V,нуӧтны,салай
1068,lehren::V,велӧтны,үөрэт
1069,unterrichten::V,велӧтны,үөрэт
1070,aufziehen::V,быдтыны,иит
1071,leiten::V,юравны,салай
1072,leiten::V,веськӧтлыны,салай
1073,antreiben::V,тэрмӧтны,кыһай
1074,lassen::V,-ӧтыны,күһэй
1075,einladen::V,корны,ыҥыр
1076,vereinigen::V,ӧтувтны,холбоо
1077,vereinigen::V,ӧтувтны,түм
1078,vereinigen::V,ӧтлаавны,холбоо
1079,vereinigen::V,ӧтлаавны,түм
1080,besuchen::V,пыравлыны,сырыт
1081,besuchen::V,пыравлыны,билсэ сырыт
1082,treffen::V,пантавны,көрүс
1083,sich versammeln::V,ӧксьыны,мүһүн
1084,sich versammeln::V,ӧксьыны,түмүс
1085,spielen::V,орсны,оонньоо
1086,singen::V,сьывны,ыллаа
1087,tanzen::V,йӧктыны,үҥкүүлээ
1088,sich trennen::V,торьясьны,араҕыс
1089,verlassen::V,кольны,хааллар
1090,retten::V,мынтны,өрүһүй
1091,bewachen::V,смекайтны,араҥаччылаа
1092,schützen::V,дорйыны,көмүскээ
1093,verteidigen::V,дорйыны,көмүскээ
1094,sich schlagen::V,тышкасьны,охсус
1095,schießen::V,лыйны,ытыалаа
1096,siegen::V,вермыны,хот
1097,siegen::V,вермыны,кыай
1098,ärgern::V,лӧгӧтны,кыыһырт
1099,schlagen::V,базнитны,оҕус
1100,treten::V,чужьявны,тэп
1101,stechen::V,бытшкыны,кэй
1102,stoßen::V,тапкыны,кэп
1103,stoßen::V,тапкыны,үтүрүй
1104,stoßen::V,тойыштны,кэп
1105,stoßen::V,тойыштны,үтүрүй
1106,stehlen::V,гусявны,уор
1107,stören::V,костіавны,мэһэйдээ
1108,belästigen::V,назыляйтны,батар
1109,verbergen::V,дзебны,кистээ
1110,täuschen::V,бӧбӧтны,албыннаа
1111,täuschen::V,пӧрьявны,албыннаа
1112,betrügen::V,муклачитны,албыннаа
1113,töten::V,вийны,өлөр
1114,wohnen::V,овны,олор
1115,arbeiten::V,уджавны,үлэлээ
1116,sammeln::V,ӧктыны,мус
1117,sammeln::V,ӧктыны,хомуй
1118,pflücken::V,судзлавны,үргээ
1119,jagen::V,вӧравны,бултаа
1120,fischen::V,чериавны,балыктаа
1121,fassen::V,кутны,тут
1122,hüten::V,вердны,манаа
1123,hüten::V,йирсьӧтны,манаа
1124,treiben::V,вашӧтны,үүр
1125,anbinden::V,кӧртавны,баай
1126,füttern::V,вердны,аһат
1127,melken::V,высьтыны,ыа
1128,melken::V,чилькӧтны,ыа
1129,hacken::V,керавны,кэрт
1130,gießen::V,киськавны,сиигирт
1131,reifen::V,кисьмыны,бус
1132,zubereiten::V,лӧсьӧтны,бэлэмнээ
1133,kochen::V,пуны,буһар
1134,backen::V,пӧжавны,буһар
1135,braten::V,жаритны,хооруй
1136,braten::V,жаритны,ыһаарылаа
1137,braten::V,жаритны,соркуойдаа
1138,umrühren::V,соравны,былаа
1139,stricken::V,домавны,өр
1140,nähen::V,вурны,иистэн
1141,färben::V,краситны,кырааскалаа
1142,reinigen::V,весӧтны,ыраастаа
1143,waschen::V,пеславны,сууй
1144,abwischen::V,чышкыны,сот
1145,spülen::V,гывьявны,сайҕаа
1146,fegen::V,чышкыны,сиппий
1147,kehren::V,чышкыны,харбаа
1148,baden::V,купайтчыны ,сөтүөлээ
1149,sich waschen::V,миссьыны,суун
1150,ausziehen::V,гыжтӧтны,уһул
1151,ausziehen::V,пӧрччавны,уһул
1152,anziehen::V,пасьтавны,кэтэрт
1153,sich anziehen::V,пасьтасьны,таҥын
1154,kämmen::V,сынавны,тараа
1155,schmücken::V,баситны,симээ
1156,sagen::V,висьтавны,диэ
1157,sprechen::V,шуны,эт
1158,sprechen::V,шуны,саҥар
1159,reden::V,баитны,кэпсэт
1160,sich unterhalten::V,сёрнитны,кэпсэт
1161,fragen::V,юавны,ыйыт
1162,bitten::V,корны,көрдөс
1163,erzählen::V,висьтавны,кэпсээ
1164,erzählen::V,висьтавны,сэһэргээ
1165,mitteilen::V,висьтавны,биллэр
1166,nennen::V,нимтны,ааттаа
1167,rufen::V,китсавны,ыҥыр
1168,rufen::V,корны,ыҥыр
1169,rufen::V,чукӧстны,ыҥыр
1170,prahlen::V,ошшасьны,чабылан
1171,prahlen::V,ошшасьны,киһиргээ
1172,übersetzen::V,вуджӧтны,тылбаастаа
1173,denken::V,чайтны,санаа
1174,denken::V,чайтны,толкуйдаа
1175,glauben::V,веритны,итэҕэй
1176,bemerken::V,казявны,бэлиэтээ
1177,erkennen::V,тӧдсавны,бил
1178,begreifen::V,вежӧртны,өйдөө
1179,verstehen::V,кывны,өйдөө
1180,lernen::V,велӧтчыны,үөрэн
1181,wissen::V,тӧдны,бил
1182,sich erinnern an::V,касьтывны,аҕын
1183,vergessen::V,вунӧтны,умун
1184,messen::V,меряйтны,кэмнээ
1185,messen::V,меряйтны,кээмэйдээ
1186,zählen::V,лыддьыны,аах
1187,rechnen::V,лыддьыны,аах
1188,lesen::V,лыддьӧтны,аах
1189,zeichnen::V,гижмавны,уруһуйдаа
1190,schreiben::V,гижны,суруй
1191,besitzen::V,лоны,баһылаа
1192,kaufen::V,небны,атыылас
1193,verkaufen::V,вузавны,атыылаа
1194,bezahlen::V,вештыны,төлөө
1195,zahlen::V,вештыны,төлөө
1196,ertragen::V,терпитны,тулуй
1197,Insel::N,,арыы
1198,Menge::N,,ахсаан
1199,Gewalt::N,,күүһүлээһин
1200,Alter::N,,саас
1201,richtig::A,,сөп
1202,wahr::A,,кырдьык
1203,berühmt::A,,аатырбыт
1204,allein::ADV,,соҕотох
1205,rennen::V,,сүүрэкэлээ
1206,malen::V,,уруһуйдаа
1207,beherrschen::V,,баһылаа
