,Concept_ID,vep,sv
223,Grube::N,kop,grop
224,Falle::N,rida,fälla
225,Schlinge::N,rihm,snara
226,Spur::N,jäl'g,spår
227,Asche::N,tuhk,aska
228,Dreck::N,redu,lort
229,Dreck::N,pačak,lort
230,Eisen::N,raud,järn
231,Gold::N,kuld,guld
232,Silber::N,hobed,silver
233,Kohle::N,hil',kol
234,Glas::N,stökol,glas
235,Lehm::N,savi,lera
236,Sand::N,lete,sand
237,Mensch::N,mez',människa
238,Mensch::N,ristit,människa
239,Mann::N,mez',man
240,Frau::N,naine,kvinna
241,Kind::N,laps',barn
242,Junge::N,poig,pojke
243,Junge::N,prihaine,pojke
244,Mädchen::N,neičukaine,flicka
245,Familie::N,kanz,familj
246,Familie::N,pereh,familj
247,Großvater::N,ded,morfar
248,Großmutter::N,bab,farmor
249,Eltern::N,vanhembad,föräldrar
250,Eltern::N,kazvatajad,föräldrar
251,Vater::N,tat,far
252,Mutter::N,mam,mor
253,Sohn::N,poig,son
254,Tochter::N,tütär,dotter
255,Bruder::N,veik,bror
256,Bruder::N,vell',bror
257,Schwester::N,čiža,syster
258,Schwester::N,sizar,syster
259,Onkel::N,däd',morbror
260,Tante::N,tädi,tant
261,Ehemann::N,mužik,äkta man
262,Ehefrau::N,ak,hustru
263,Freude::N,ilo,fröjd
264,Freude::N,ilo,glädje
265,Freude::N,ihastuz,fröjd
266,Freude::N,ihastuz,glädje
267,Gelächter::N,nagr,åtlöje
268,Glück::N,oza,lycka
269,Kummer::N,gor'a,sorg
270,Wunsch::N,taht,önskan
271,Lust::N,himo,lust
272,Geist::N,heng,ande
273,Gedanke::N,meletuz,tanke
274,Gedächtnis::N,mušt,minne
275,Verstand::N,mel',förstånd
276,Sinn::N,jüvä,mening
277,Sinn::N,jüvä,betydelse
278,Grund::N,sü,skäl
279,Grund::N,sü,grund
280,Wahrheit::N,tozi,sanning
281,Gespräch::N,lodu,samtal
282,Gespräch::N,pagin,samtal
283,Märchen::N,sarn,saga
284,Erzählung::N,sanutez,berättelse
285,Nachricht::N,tedotuz,meddelande
286,Neuigkeit::N,uzištuz,nyhet
287,Name::N,nimi,namn
288,Rätsel::N,ozoitez,gåta
289,Rede::N,pagin,tal
290,Rede::N,sanad,tal
291,Sprache::N,kel',språk
292,Stimme::N,än',stämma
293,Wort::N,sana,ord
294,Zeichen::N,znam,tecken
295,Ruf::N,kida,rop
296,Ruf::N,kucund,rop
297,Lärm::N,judu,bråk
298,Lärm::N,judu,oväsen
299,Laut::N,kulund,ljud
300,Ton::N,kulund,ton
301,Lied::N,pajo,sång
302,Ruhe::N,lebu,ro
303,Ruhe::N,lebu,lugn
304,Leute::N,rahvaz,folk
305,Volk::N,rahvaz,folk
306,Arbeit::N,tö,arbete
307,Arbeit::N,rad,arbete
308,Gast::N,adiv,gäst
309,Geschenk::N,lahj,gåva
310,Geschenk::N,lahj,present
311,Spiel::N,vänd,lek
312,Spiel::N,vänd,spel
313,Gesellschaft::N,sebr,sällskap
314,Hilfe::N,abu,hjälp
315,Freund::N,sebranik,vän
316,Kamerad::N,sebranik,kamrat
317,Angelegenheit::N,azj,ärende
318,Angelegenheit::N,azj,angelägenhet
319,Anzahl::N,lugu,antal
320,Art::N,rod,art
321,Art::N,rod,slag
322,Art::N,rodsugu,art
323,Art::N,rodsugu,slag
324,Stück::N,pala,stycke
325,Stück::N,supal,stycke
326,Teil::N,pala,del
327,Hälfte::N,pol',halva
328,Kreis::N,ümbruz,krets
329,Kreis::N,ümbruz,cirkel
330,Kreis::N,kehkruz,krets
331,Kreis::N,kehkruz,cirkel
332,Kreuz::N,rist,kors
333,Kreuz::N,rist,kryss
334,Linie::N,pird,linje
335,Strich::N,pird,streck
336,Abstand::N,keskust,avstånd
337,Entfernung::N,matk,avstånd
338,Gegend::N,taho,trakt
339,Platz::N,avaruz',plats
340,Ort::N,koht,plats
341,Ort::N,koht,ställe
342,Seite::N,pol',sida
343,Seite::N,kül'g,sida
344,Mitte::N,kesk,mitt
345,Gegenstand::N,kalu,föremål
346,Sache::N,azj,sak
347,Rand::N,röun,rand
348,Kante::N,röun,kant
349,Ecke::N,saum,vrå
350,Ecke::N,saum,hörn
351,Spitze::N,agjaine,spets
352,Ende::N,agj,ända
353,Loch::N,reig,hål
354,Winkel::N,čoga,vinkel
355,Winkel::N,saum,vinkel
356,Muster::N,kirjam,mönster
357,Größe::N,suruz',storlek
358,Länge::N,piduz,längd
359,Höhe::N,korktuz',höjd
360,Gewicht::N,jügu,tyngd
361,Gewicht::N,vedäduz,tyngd
362,Menge::N,äjüz',mängd
363,Haufen::N,kogo,hög
364,Reihe::N,rivi,rad
365,Boot::N,veneh,båt
366,Ruder::N,air,åra
367,Schlitten::N,regi,släde
368,Schlitten::N,regut,släde
369,Ski::N,suks',skida
370,Lagerfeuer::N,nodj,lägereld
371,Lagerfeuer::N,pažag,lägereld
372,Last::N,jüguz,last
373,Last::N,jüguz,börda
374,Gang::N,astund,gång
375,Schritt::N,hašk,steg
376,Norden::N,pohjoine,norr
377,Süden::N,suvi,söder
378,Westen::N,päivlaskm,väster
379,Osten::N,päivnouzm,öster
380,Holz::N,pu,trä
381,Brett::N,laud,bräda
382,Platte::N,keitim,platta
383,Stütze::N,tugi,stöd
384,Stütze::N,tugi,stötta
385,Stange::N,arz',stång
386,Stock::N,kalu,käpp
387,Stock::N,kalu,pinne
388,Stab::N,seibaz,stav
389,Rohr::N,torv,rör
390,Haus::N,pert',hus
391,Heim::N,kodi,hem
392,Ofen::N,päč,ugn
393,Fußboden::N,lava,golv
394,Tisch::N,laud,bord
395,Tisch::N,stal'c,bord
396,Stuhl::N,ištim,stol
397,Wiege::N,kätte,vagga
398,Bett::N,sija,säng
399,Bett::N,magaduzsija,säng
400,Regal::N,palič,hylla
401,Kiste::N,mülütim,låda
402,Fenster::N,ikun,fönster
403,Tür::N,uks',dörr
404,Tor::N,verai,port
405,Zaun::N,aid,staket
406,Zaun::N,aid,stängsel
407,Dach::N,katuz,tak
408,Leiter::N,pordhad,stege
409,Besen::N,lud,kvast
410,Besen::N,vast,kvast
411,Spaten::N,labid,spade
412,Schaufel::N,labid,skovel
413,Schaufel::N,labid,skyffel
414,Gabel::N,hangoine,gaffel
415,Löffel::N,luzik,sked
416,Messer::N,veič,kniv
417,Nagel::N,nagl,spik
418,Netz::N,verk,nät
419,Haken::N,kouk,krok
420,Griff::N,kägä,tag
421,Griff::N,kägä,handtag
422,Griff::N,varz',tag
423,Griff::N,varz',handtag
424,Schloss::N,lukkol,las
425,Bild::N,kuva,bild
426,Figur::N,figur,figur
427,Puppe::N,tätüine,docka
428,Beutel::N,havad,påse
429,Bündel::N,toppaz,bunt
430,Bündel::N,toppaz,knippa
431,Bündel::N,käč,bunt
432,Bündel::N,käč,knippa
433,Tasche::N,sumk,väska
434,Eimer::N,vädr,hink
435,Eimer::N,vädr,ämbar
436,Deckel::N,katuz,lock
437,Geschirr::N,astii,servis
438,Geschirr::N,astii,porslin
439,Sack::N,havad,säck
440,Tasse::N,čašk,kopp
441,Topf::N,pada,gryta
442,Topf::N,pada,kastrull
443,Kessel::N,katil,kittel
444,Essen::N,sönd,mål
445,Nahrung::N,söm,näring
446,Speise::N,sömine,maträtt
447,Fleisch::N,liha,kött
448,Getreide::N,vill',säd
449,Getreide::N,vill',spannmål
450,Brei::N,pudr,gröt
451,Brot::N,leib,bröd
452,Scheibe::N,bibaleh,skiva
453,Scheibe::N,šlik,skiva
454,Fett::N,razv,fett
455,Butter::N,voi,smör
456,Öl::N,voi,olja
457,Salz::N,sol,salt
458,Suppe::N,lem',soppa
459,Suppe::N,keitoz,soppa
460,Honig::N,mezi,honung
461,Milch::N,maid,mjölk
462,Tee::N,čai,te
463,Leder::N,nahk,läder
464,Wolle::N,vill,ull
465,Wolle::N,vill,ylle
466,Stoff::N,kangaz,tyg
467,Stoff::N,kangaz,stoff
468,Nadel::N,negl,nål
469,Faden::N,nit',tråd
470,Knopf::N,nübl',knapp
471,Knoten::N,sol'm,knut
472,Farbe::N,muju,färg
473,Kleidung::N,sobad,klädsel
474,Hemd::N,paid,skjorta
475,Kragen::N,kagluz,krage
476,Ärmel::N,hijam,ärm
477,Hose::N,štanad,byxor
478,Gürtel::N,vö,bälte
479,Mütze::N,šapuk,mössa
480,Schuh::N,keng',sko
481,Stiefel::N,sapug,stövel
482,Ring::N,rengaz,ring
483,Band::N,lentaine,band
484,Kamm::N,suga,kam
485,Spiegel::N,zerkol,spegel
486,Riemen::N,vö,rem
487,Schnur::N,nor,snöre
488,Leine::N,talutimnor,lina
489,Decke::N,sijakatuz,täcke
490,Kissen::N,pöluz,dyna
491,Kissen::N,pöluz,kudde
492,Tuch::N,paik,sjal
493,Handtuch::N,käzipaik,handduk
494,Kraft::N,vägi,kraft
495,Stärke::N,vahvuz',styrka
496,Gesundheit::N,tervhuz,hälsa
497,Krankheit::N,läžund,sjukdom
498,Schmerz::N,kibu,smärta
499,Wunde::N,čapatez,sår
500,Fieber::N,säru,feber
501,Arznei::N,zel'l',medicin
502,Arznei::N,zel'l',läkemedel
503,Brücke::N,sild,bro
504,Brunnen::N,kaiv,brunn
505,Weide::N,omaluine,bete
506,Pfad::N,tehut,stig
507,Weg::N,te,väg
508,Straße::N,te,gata
509,Dorf::N,külä,by
510,Stadt::N,lidn,stad
511,Brief::N,kirjeine,brev
512,Buch::N,kirj,bok
513,Buchstabe::N,kirjam,bokstav
514,Zeitung::N,lehtez,tidning
515,Leben::N,elo,liv
516,Tod::N,surm,död
517,Grab::N,kaum,grav
518,Kirche::N,jumalanpert',kyrka
519,Sünde::N,grähk,synd
520,Gott::N,jumal,gud
521,Arbeiter::N,radnik,arbetare
522,Chef::N,pämez',chef
523,Meister::N,mastar,mästare
524,Arzt::N,lekar',läkare
525,Lehrer::N,opendai,lärare
526,Geld::N,rahad,pengar
527,Geschäft::N,biznes,rörelse
528,Laden::N,lauk,affär
529,Preis::N,arv,pris
530,Ware::N,tavar,vara
531,Nutzen::N,liža,gagn
532,Nutzen::N,liža,nytta
533,Reichtum::N,kodielo,rikedom
534,Reichtum::N,kal'huz',rikedom
535,Welt::N,mail'm,värld
536,Land::N,ma,land
537,Staat::N,valdkund,stat
538,König::N,kunigaz,kung
539,König::N,kunigaz,konung
540,Macht::N,vald,makt
541,Grenze::N,röun,gräns
542,Krieg::N,soda,krig
543,Feind::N,vihanik,fiende
544,Feind::N,vastustai,fiende
545,Gewalt::N,vägivald,våld
546,Kampf::N,tora,kamp
547,Kampf::N,tora,strid
548,Bogen[Waffe]::N,taug,båge
549,Pfeil::N,nol,pil
550,Gewehr::N,oružj,gevär
551,Fehler::N,viga,fel
552,Lüge::N,kelastuz,lögn
553,Schaden::N,pahuz',skada
554,Unglück::N,bed,otur
555,Unglück::N,bed,olycka
556,Unglück::N,gor'a,otur
557,Unglück::N,gor'a,olycka
558,Schuld::N,värhuz',skuld
559,Alter::N,igä,ålder
560,Schluss::N,lop,slut
561,Zeit::N,aig,tid
562,Tag::N,päiv,dag
563,Morgen::N,homendez,morgon
564,Mittag::N,keskpäiv,middag
565,Abend::N,eht,kväll
566,Nacht::N,ö,natt
567,Woche::N,nedal',vecka
568,Monat::N,ku,månad
569,Jahr::N,voz',år
570,Frühling::N,keväz',vår
571,Sommer::N,keza,sommar
572,Herbst::N,sügüz',höst
573,Winter::N,tal'v,vinter
574,Januar::N,viluku,januari
575,Februar::N,uhoku,februari
576,März::N,keväz'ku,mars
577,April::N,sulaku,april
578,Mai::N,semendku,maj
579,Juni::N,kezaku,juni
580,Juli::N,heinku,juli
581,August::N,eloku,augusti
582,September::N,sügüz'ku,september
583,Oktober::N,reduku,oktober
584,November::N,kül'mku,november
585,Dezember::N,tal'vku,december
586,Montag::N,ezmärg,måndag
587,Dienstag::N,tožnarg,tisdag
588,Mittwoch::N,koumanz'päiv,onsdag
589,Donnerstag::N,nellänz'päiv,torsdag
590,Freitag::N,pätnič,fredag
591,Freitag::N,videnz'päiv,fredag
592,Samstag::N,sobat,lördag
593,Sonntag::N,pühäpäiv,söndag
594,groß::A,sur',stor
595,groß::A,järed,stor
596,klein::A,pen',liten
597,klein::A,pičuine,liten
598,lang::A,pit'k,lång
599,kurz::A,lühüd,kort
600,breit::A,leved,bred
601,schmal::A,kaid,smal
602,dicht::A,tihed,tät
603,dick[Gegenstand]::A,paks,tjock
604,dünn::A,hoik,tunn
605,fein::A,hen,fin
606,fest::A,luja,fast
607,fest::A,ninev,fast
608,flach::A,lapak,platt
609,glatt::A,siled,glatt
610,hart::A,kova,hård
611,weich::A,pehmed,mjuk
612,rund::A,kehker,rund
613,spitz::A,nügu,toppig
614,spitz::A,nügu,spetsig
615,spitz::A,terav,toppig
616,spitz::A,terav,spetsig
617,scharf::A,terav,vass
618,scharf::A,terav,skarp
619,stumpf::A,tül'c,slö
620,schwer::A,jüged,tung
621,schön::A,čoma,skön
622,schön::A,čoma,vacker
623,heiß::A,räk,het
624,warm::A,läm',varm
625,kalt::A,vilu,kall
626,kühl::A,raibak,sval
627,kühl::A,raibak,kylig
628,kühl::A,viluhk,sval
629,kühl::A,viluhk,kylig
630,frisch::A,lahed,färsk
631,feucht::A,neps,fuktig
632,feucht::A,toreh,fuktig
633,nass::A,märg,våt
634,trocken::A,kuiv,torr
635,voll::A,täuz',full
636,leer::A,joudai,tom
637,offen::A,avoin,öppen
638,offen::A,avol'jaine,öppen
639,geschlossen::A,saubaline,stängd
640,sauber::A,puhtaz,ren
641,schmutzig::A,redukaz,snuskig
642,roh::A,rohk,rå
643,roh::A,toreh,rå
644,reif::A,küps,mogen
645,lecker::A,magukaz,läcker
646,süß::A,maged,söt
647,bitter::A,karged,besk
648,bitter::A,karged,bitter
649,sauer::A,muiged,sur
650,hell::A,kirkas,ljus
651,hell::A,valgei,ljus
652,dunkel::A,pimed,mörk
653,schwarz::A,must,svart
654,weiß::A,vauged,vit
655,rot::A,rusked,röd
656,gelb::A,pakuine,gul
657,blau::A,sinine,blå
658,grün::A,vihand,grön
659,grau::A,hahk,grå
660,bunt::A,kirjav,brokig
661,billig::A,odav,billig
662,teuer::A,kalliž,dyr
663,wertvoll::A,arvokas,värdefull
664,blind::A,soged,blind
665,taub::A,kurdiž,döv
666,kräftig::A,vägev,kraftig
667,stark::A,vahv,stark
668,stark::A,vägekaz,stark
669,schwach::A,väll',svag
670,fett::A,razvakaz,fet
671,schlank::A,kapos,slank
672,hübsch::A,čoma,snygg
673,hübsch::A,čoma,vacker
674,böse::A,äred,ond
675,böse::A,äred,elak
676,böse::A,käred,ond
677,böse::A,käred,elak
678,dumm::A,el'getoi,dum
679,faul::A,lašk,lat
680,fleißig::A,radonnavedii,flitig
681,geizig::A,ažlak,snål
682,geizig::A,ažlak,girig
683,klug::A,melev,klok
684,klug::A,melekaz,klok
685,geschickt::A,mahtokaz,händig
686,geschickt::A,mahtokaz,skicklig
687,lieb::A,izo,kär
688,lieb::A,izo,snäll
689,lieb::A,sula,kär
690,lieb::A,sula,snäll
691,lustig::A,ilokaz,rolig
692,lustig::A,ilokaz,lustig
693,sanft::A,laskav,mild
694,hungrig::A,näl'ghine,hungrig
695,krank::A,läžui,sjuk
696,nackt::A,alastoi,naken
697,traurig::A,opalahine,ledsen
698,traurig::A,opalahine,sorgsen
699,lebendig::A,eläb,levande
700,gut::A,hüvä,bra
701,schlecht::A,huba,dålig
702,richtig::A,oiged,riktig
703,schlimm::A,paha,illa
704,wahr::A,todesine,sann
705,alt::A,vanh,gammal
706,neu::A,uz',ny
707,ehemalig::A,edeline,forn
708,ehemalig::A,edeline,tidigare
709,alt[Lebewesen]::A,ravaz,gammal
710,jung::A,nor',ung
711,arm::A,gol'l',fattig
712,reich::A,elokaz,rik
713,bekannt::A,tutab,känd
714,berühmt::A,tetab,berömd
715,fremd::A,veraz,främmande
716,verschieden::A,erazvuitte,åtskillig
717,nah::A,läheline,nära
718,fern::A,edahaine,fjärran
719,linker::A,hura,vänster
720,rechter::A,oiged,höger
721,anderer::A,toine,annan
722,erster::A,ezmäine,första
723,zweiter::A,toine,andra
724,dritter::A,koumanz',tredje
725,letzter::A,jäl'gmäine,sist
726,allein::ADV,üksnäze,allena
727,auf einmal::ADV,ühten aigan,på en gång
728,zusammen::ADV,ühtes,tillsammans
729,lange::ADV,hätken,länge
730,plötzlich::ADV,äkkid,plötsligt
731,sofort::ADV,kerdalaz,strax
732,sofort::ADV,kerdalaz,genast
733,später::ADV,möhemba,senare
734,jetzt::ADV,nügüd',nu
735,heute::ADV,tämbei,i dag
736,morgen::ADV,homen,i morgon
737,bald::ADV,pigai,snart
738,dann::ADV,sid',då
739,gestern::ADV,eglai,i går
740,einst::ADV,ende,en gång
741,einst::ADV,kerdan,en gång
742,damals::ADV,siloi,då
743,damals::ADV,siloi,den gången
744,danach::ADV,sid',därefter
745,vorher::ADV,ende,före
746,vorher::ADV,ende,förut
747,zuerst::ADV,ezmäi,först
748,einmal::ADV,kerdan,en gång
749,manchmal::ADV,erašti,ibland
750,oft::ADV,paksus,ofta
751,immer::ADV,kaiken,alltid
752,niemals::ADV,ei nikonz,aldrig
753,hier::ADV,täs,här
754,hier::ADV,tägä,här
755,hierhin::ADV,tänna,hit
756,von hier::ADV,täspäi,härifrån
757,von hier::ADV,sid'päi,härifrån
758,dort::ADV,sigä,där
759,dorthin::ADV,sinna,dit
760,dorthin::ADV,nakkale,dit
761,geradeaus::ADV,kohtha,rätt fram
762,vorwärts::ADV,edehe,fram
763,vorwärts::ADV,edehe,framåt
764,rückwärts::ADV,sel'gin,baklänges
765,zurück::ADV,tagaze,tillbaka
766,unten::ADV,alahan,nere
767,unten::ADV,alahan,nedanför
768,hinab::ADV,alaz,ned
769,hinab::ADV,alaz,nedåt
770,hinab::ADV,alahaks,ned
771,hinab::ADV,alahaks,nedåt
772,oben::ADV,ülähän,ovan
773,oben::ADV,ülähän,ovanpå
774,hinauf::ADV,ülez,upp
775,hinauf::ADV,ülez,uppåt
776,hinauf::ADV,ülähäks,upp
777,hinauf::ADV,ülähäks,uppåt
778,überall::ADV,kaikjal,överallt
779,nicht::ADV,ei,ej
780,nicht::ADV,ei,inte
781,ein wenig::ADV,vähän,litet
782,kaum::ADV,habi,knappt
783,kaum::ADV,habi,knappast
784,sehr::ADV,lujas,mycket
785,so::ADV,muga,så
786,so::ADV,ninga,så
787,noch::ADV,völ,än
788,noch::ADV,völ,ännu
789,nur::ADV,järg,bara
790,nur::ADV,järg,endast
791,nur::ADV,vaiše,bara
792,nur::ADV,vaiše,endast
793,schon::ADV,jo,redan
794,wieder::ADV,möst,åter
795,vergebens::ADV,uhtei,förgäves
796,vor::PRP,edes,utanför
797,hinter::PRP,taga,bakom
798,unter::PRP,al,under
799,durch::PRP,läbi,genom
800,durch::PRP,läbi,igenom
801,durch::PRP,kal't,genom
802,durch::PRP,kal't,igenom
803,neben::PRP,rindal,bredvid
804,neben::PRP,rindal,vid sidan av
805,zwischen::PRP,keskes,mellan
806,wegen::PRP,tagut,på grund av
807,dies::PRN,nece,detta
808,das::PRN,se,det
809,alles::PRN,kaik,allt
810,ich::PRN,minä,jag
811,du::PRN,sinä,du
812,er::PRN,hän,han
813,wir::PRN,mö,vi
814,ihr::PRN,tö,ni
815,sie::PRN,hö,de
816,was::FPRN,mi,vad
817,wer::FPRN,ken,vem
818,wo::FADV,kus,var
819,wohin::FADV,kuna,vart
820,wie::FADV,kut,hur
821,wie::FADV,mit',hur
822,warum::FADV,mikš,varför
823,wieviel::FNUM,äjak,hur mycket
824,wieviel::FNUM,kuverz',hur mycket
825,eins::NUM,üks',en
826,eins::NUM,üks',ett
827,zwei::NUM,kaks',två
828,drei::NUM,koume,tre
829,vier::NUM,nel'l',fyra
830,fünf::NUM,viž,fem
831,sechs::NUM,kuz',sex
832,sieben::NUM,seičeme,sju
833,acht::NUM,kahesa,åtta
834,neun::NUM,ühesa,nio
835,zehn::NUM,kümne,tio
836,elf::NUM,üks'toštkümne,elva
837,zwölf::NUM,kaks'toštkümne,tolv
838,zwanzig::NUM,kaks'kümne,tjugo
839,dreißig::NUM,koumekümne,trettio
840,vierzig::NUM,nel'l'kümne,fyrtio
841,fünfzig::NUM,vižkümne,femtio
842,sechzig::NUM,kuz'kümne,sextio
843,siebzig::NUM,seičemekümne,sjuttio
844,achtzig::NUM,kahesakümne,åttio
845,neunzig::NUM,ühesakümne,nittio
846,hundert::NUM,sada,hundra
847,tausend::NUM,tuha,tusen
848,und::CNJ,i,och
