,Concept_ID,cy,ku
473,Kraft::N,grym,qewet
474,Stärke::N,nerth,xurtî
475,Stärke::N,cryfder,xurtî
476,Gesundheit::N,iechyd,nojdarî
477,Krankheit::N,afiechyd,nexweşî
478,Krankheit::N,anhwylder,nexweşî
479,Schmerz::N,poen,êş
480,Schmerz::N,gwayw,êş
481,Wunde::N,clwyf,kul
482,Fieber::N,twymyn,ta
483,Arznei::N,meddyginiaeth,derman
484,Brücke::N,pont,kopî
485,Brunnen::N,ffynnon,çal
486,Brunnen::N,ffynnon,kani
487,Weide::N,porfa,beyar
488,Pfad::N,llwybr,xaçirek
489,Weg::N,ffordd,rê
490,Straße::N,heol,rê
491,Straße::N,ffordd,rê
492,Dorf::N,pentref,gund
493,Stadt::N,tref,baçar
494,Brief::N,llythyr,name
495,Buch::N,llyfr,kitêb
496,Buch::N,llyfr,pirtûk
497,Buchstabe::N,llythyren,herf
498,Zeitung::N,papur newydd,rojname
499,Leben::N,bywyd,jiyan
500,Tod::N,marwolaeth,mirin
501,Grab::N,bedd,mezel
502,Kirche::N,eglwys,gilyas
503,Sünde::N,pechod,guneh
504,Gott::N,duw,xwedê
505,Arbeiter::N,gweithiwr,hîşçî
506,Chef::N,pennaeth,bêg
507,Meister::N,meistr,hoste
508,Arzt::N,meddyg,doktor
509,Lehrer::N,athro,mamoste
510,Geld::N,pres,pere
511,Geld::N,arian,pere
512,Geschäft::N,busnes,firoşgeh
513,Laden::N,siop,dikan
514,Preis::N,pris,buha
515,Ware::N,nwydd,tişt
516,Nutzen::N,elw,fêde
517,Nutzen::N,budd,fêde
518,Reichtum::N,cyfoeth,serwet
519,Welt::N,byd,dinya
520,Land::N,gwlad,welat
521,Staat::N,gwladwriaeth,dewlet
522,König::N,brenin,şah
523,König::N,brenin,qral
524,Macht::N,grym,qewet
525,Macht::N,grym,destihilat
526,Macht::N,awdurdod,qewet
527,Macht::N,awdurdod,destihilat
528,Grenze::N,ffin,kevî
529,Grenze::N,goror,kevî
530,Krieg::N,rhyfel,çeng
531,Krieg::N,rhyfel,sêwaş
532,Feind::N,gelyn,dijmin
533,Gewalt::N,ffyrnigrwydd,zor
534,Kampf::N,brwydr,şer
535,Bogen[Waffe]::N,bwa,kêvan
536,Pfeil::N,saeth,çîrik
537,Gewehr::N,dryll,tifing
538,Fehler::N,gwall,şaşî
539,Fehler::N,camgymeriad,şaşî
540,Lüge::N,celwydd,derew
541,Lüge::N,anwiredd,derew
542,Schaden::N,niwed,xisar
543,Schaden::N,difrod,xisar
544,Unglück::N,anffawd,bêbextî
545,Schuld::N,bai,suç
546,Alter::N,oed,temen
547,Schluss::N,diwedd,girtin
548,Zeit::N,amser,çax
549,Tag::N,dydd,roj
550,Tag::N,diwrnod,roj
551,Morgen::N,bore,sibeh
552,Mittag::N,nawn,nîro
553,Abend::N,noswaith,êvar
554,Nacht::N,nos,şev
555,Woche::N,wythnos,heftî
556,Monat::N,mis,meh
557,Jahr::N,blwyddyn,sal
558,Frühling::N,gwanwyn,bihar
559,Sommer::N,haf,havîn
560,Herbst::N,hydref,payîz
561,Winter::N,gaeaf,zistan
562,Januar::N,Ionawr,çile
563,Februar::N,Chwefror,sibat
564,März::N,Mawrth,adar
565,April::N,Ebrill,nîsan
566,Mai::N,Mai,gûlan
567,Juni::N,Mehefin,hezîran
568,Juli::N,Gorffennaf,tîmeh
569,August::N,Awst,tebax
570,September::N,Medi,îlon
571,Oktober::N,Hydref,çotmeh
572,November::N,Tachwedd,mijdar
573,Dezember::N,Rhagfyr,kanûn
574,Montag::N,dydd Llun,duşemb
575,Dienstag::N,dydd Mawrth,sêşem
576,Mittwoch::N,dydd Mercher,çarşemb
577,Donnerstag::N,dydd Iau,pêşemb
578,Freitag::N,dydd Gwener,în
579,Samstag::N,dydd Sadwrn,şemî
580,Sonntag::N,dydd Sul,yekşemb
581,groß::A,mawr,mezin
582,klein::A,bach,çûçik
583,lang::A,hir,dirêj
584,kurz::A,byr,kin
585,kurz::A,cwta,kin
586,breit::A,llydan,fireh
587,schmal::A,cul,tenik
588,dicht::A,dwys,gir
589,dick[Gegenstand]::A,trwchus,şîşman
590,dünn::A,tenau,zirav
591,fein::A,main,tenik
592,fest::A,cadarn,saxlem
593,flach::A,gwastad,pahn
594,glatt::A,llyfn,dûz
595,glatt::A,llyfn,şayîk
596,hart::A,caled,hişk
597,weich::A,meddal,nerm
598,rund::A,crwn,gilover
599,spitz::A,pigfain,pîj
600,scharf::A,miniog,tûj
601,stumpf::A,pŵl,ne tûj
602,schwer::A,trwm,giran
603,schön::A,teg,xweş
604,schön::A,teg,xweşik
605,schön::A,hardd,xweş
606,schön::A,hardd,xweşik
607,schön::A,prydferth,xweş
608,schön::A,prydferth,xweşik
609,heiß::A,poeth,kelandî
610,warm::A,twym,germ
611,warm::A,cynnes,germ
612,kalt::A,oer,sar
613,kühl::A,oeraidd,jemîrî
614,frisch::A,iach,ter
615,feucht::A,llaith,şil
616,nass::A,gwlyb,şilek
617,trocken::A,sych,zuwa
618,voll::A,llawn,tijî
619,leer::A,gwag,vala
620,offen::A,agored,vekirî
621,geschlossen::A,caead,asê
622,geschlossen::A,caeëdig,asê
623,sauber::A,glân,pakij
624,schmutzig::A,budr,lewitî
625,schmutzig::A,brwnt,lewitî
626,roh::A,amrwd,xav
627,reif::A,aeddfed,gihaştî
628,lecker::A,blasus,xweş
629,lecker::A,danteithiol,xweş
630,süß::A,melys,şîrîn
631,bitter::A,chwerw,tahl
632,sauer::A,sur,tirş
633,hell::A,disglair,ronî
634,dunkel::A,tywyll,tarî
635,schwarz::A,du,reş
636,weiß::A,gwyn,sipî
637,rot::A,coch,sor
638,gelb::A,melyn,zer
639,blau::A,glas,şîn
640,grün::A,gwyrdd,şîn
641,grau::A,llwyd,gewr
642,bunt::A,lliwgar,rengîn
643,billig::A,rhad,erzan
644,teuer::A,drud,biha
645,wertvoll::A,gwerthfawr,hêja
646,wertvoll::A,gwerthfawr,giranbiha
647,blind::A,dall,kor
648,taub::A,byddar,kerr
649,kräftig::A,nerthol,gir
650,kräftig::A,nerthol,xurt
651,kräftig::A,grymus,gir
652,kräftig::A,grymus,xurt
653,stark::A,cryf,xurt
654,stark::A,cadarn,xurt
655,schwach::A,gwan,kesad
656,fett::A,tew,qelew
657,schlank::A,main,zirav
658,hübsch::A,tlws,xweşik
659,böse::A,drwg,xerab
660,böse::A,drwg,aciz
661,dumm::A,twp,gêj
662,faul::A,diog,têmbêl
663,fleißig::A,dyfal,jêhatî
664,geizig::A,crintach,destgirtî
665,geizig::A,cybyddlyd,destgirtî
666,klug::A,deallus,baqil
667,geschickt::A,medrus,zîrek
668,geschickt::A,medrus,ziring
669,geschickt::A,deheuig,zîrek
670,geschickt::A,deheuig,ziring
671,lieb::A,hoff,delal
672,lieb::A,annwyl,delal
673,lustig::A,llon,kêfxweş
674,sanft::A,mwyn,nazenîn
675,hungrig::A,newynog,birçî
676,krank::A,sâl,nexweş
677,krank::A,gwael,nexweş
678,nackt::A,noeth,rût
679,nackt::A,noeth,tazî
680,traurig::A,trist,xemgîn
681,lebendig::A,yn fyw,bisaxî
682,gut::A,da,baş
683,schlecht::A,drwg,xerab
684,schlecht::A,gwael,xerab
685,richtig::A,cywir,rast
686,richtig::A,cywir,saxlem
687,schlimm::A,enbyd,nebaş
688,wahr::A,gwir,rast
689,alt::A,hen,pîr
690,alt::A,hen,kevn
691,neu::A,newydd,nû
692,ehemalig::A,blaenorol,kevnar
693,ehemalig::A,blaenorol,peşidar
694,alt[Lebewesen]::A,oedrannus,pîr
695,jung::A,ifanc,xort
696,arm::A,tlawd,feqîr
697,arm::A,tlawd,desteng
698,reich::A,cyfoethog,dewlemend
699,bekannt::A,cynefin,naskirî
700,bekannt::A,cyfarwydd,naskirî
701,berühmt::A,enwog,navdar
702,fremd::A,estron,xerîb
703,verschieden::A,gwahanol,çîhê
704,nah::A,agos,nêzîk
705,fern::A,pell,dûr
706,linker::A,aswy,çepê
707,linker::A,chwith,çepê
708,rechter::A,de,rastê
709,rechter::A,deau,rastê
710,anderer::A,arall,yê din
711,erster::A,cyntaf,yekemîn
712,zweiter::A,ail,duda
713,dritter::A,trydydd,sisêya
714,letzter::A,olaf,paşîn
715,allein::ADV,unig,tenê
716,allein::ADV,ar ei ben ei hun,tenê
717,auf einmal::ADV,ar yr un pryd,jar kê
718,zusammen::ADV,ynghyd,tev
719,zusammen::ADV,ynghyd,bi hev re
720,zusammen::ADV,gyda'i gilydd,tev
721,zusammen::ADV,gyda'i gilydd,bi hev re
722,lange::ADV,amser hir,dirêj
723,plötzlich::ADV,yn sydyn,ji nişkave
724,sofort::ADV,ar unwaith,yekser
725,später::ADV,yn ddiweddarach,paşiyê
726,jetzt::ADV,yn awr,nuha
727,heute::ADV,heddiw,îro
728,morgen::ADV,yfory,sibeh
729,bald::ADV,yn fuan,nêzîk
730,bald::ADV,gyda hyn,nêzîk
731,dann::ADV,yna,paşê
732,dann::ADV,y pryd hwnnw,paşê
733,gestern::ADV,ddoe,do
734,einst::ADV,gynt,jar ke
735,damals::ADV,ar y pryd,hîngî
736,damals::ADV,bryd hynny,hîngî
737,danach::ADV,wedyn,piştra
738,vorher::ADV,o'r blaen,pîşî
739,zuerst::ADV,yn gyntaf,bere
740,einmal::ADV,unwaith,çarik
741,manchmal::ADV,weithiau,çarna
742,manchmal::ADV,ar brydiau,çarna
743,oft::ADV,yn aml,gelek çaran
744,oft::ADV,yn fynych,gelek çaran
745,immer::ADV,bob amser,daîm
746,niemals::ADV,ni ... byth,tu çar
747,niemals::ADV,ni ... erioed,tu çar
748,hier::ADV,yma,li vir
749,hierhin::ADV,hyd yma,vir
750,von hier::ADV,oddi yma,ji vir
751,dort::ADV,acw,li wê derê
752,dorthin::ADV,tuag yno,wêda
753,geradeaus::ADV,syth ymlaen,rastê rast
754,vorwärts::ADV,ymlaen,ber bi pêş
755,rückwärts::ADV,yn ôl,paşpê
756,zurück::ADV,yn ôl,paşdo
757,zurück::ADV,yn ôl,paşvê
758,unten::ADV,isod,jêrî
759,unten::ADV,oddi tanodd,jêrî
760,hinab::ADV,i lawr,berjêr
761,hinab::ADV,i waered,berjêr
762,oben::ADV,fry,banî
763,hinauf::ADV,i fyny,banî
764,hinauf::ADV,i'r lan,banî
765,überall::ADV,ym mhobman,li her derê
766,nicht::ADV,ni,ne
767,nicht::ADV,ni,nîn
768,nicht::ADV,ni,tine
769,nicht::ADV,nid,ne
770,nicht::ADV,nid,nîn
771,nicht::ADV,nid,tine
772,ein wenig::ADV,tipyn,hebkî
773,ein wenig::ADV,ychydig,hebkî
774,kaum::ADV,prin,tema
775,kaum::ADV,prin,himangi
776,sehr::ADV,iawn,gelek
777,so::ADV,fel,weha
778,so::ADV,felly,weha
779,noch::ADV,eto,hêj
780,noch::ADV,eto,dîsa
781,nur::ADV,yn unig,tenê
782,nur::ADV,yn unig,bes
783,schon::ADV,eisoes,hew
784,schon::ADV,yn barod,hew
785,wieder::ADV,drachefn,jar din
786,wieder::ADV,drachefn,dîsa
787,vergebens::ADV,yn ofer,deya çun
788,vergebens::ADV,yn ofer,îfleh bûn
789,vor::PRP,o flaen,li ber
790,hinter::PRP,ar ôl,li pişt
791,unter::PRP,islaw,li bin
792,durch::PRP,trwy,kura
793,neben::PRP,ar bwys,li ba
794,zwischen::PRP,rhwng,nabeyne
795,zwischen::PRP,rhwng,di nav...da
796,zwischen::PRP,cydrhwng,nabeyne
797,zwischen::PRP,cydrhwng,di nav...da
798,wegen::PRP,o achos,ji bo
799,wegen::PRP,o achos,ji ber
