,Concept_ID,uz,ml
627,dort::ADV,ana,അവിടെ
628,dorthin::ADV,u yerga,അവിടേക്ക്
629,geradeaus::ADV,to'g'ri,മുമ്പിൽ
630,geradeaus::ADV,to'g'ri,മുമന്നോട്ട്
631,vorwärts::ADV,ilgari,മുന്നോട്ട്
632,rückwärts::ADV,qoloq,തലതിരിച്ച്
633,zurück::ADV,orqada,പുറകിലേക്ക്
634,unten::ADV,pastda,താഴെ
635,hinab::ADV,tubanga,താഴേക്ക്
636,oben::ADV,ustida,മുകളിൽ
637,hinauf::ADV,yuqorida,മുകളിൽ
638,überall::ADV,har erda,എല്ലായിടത്തും
639,nicht::ADV,ämas,ഇല്ല
640,ein wenig::ADV,biroz,കുറച്ച്
641,kaum::ADV,arang,കഷ്ടിച്ച്
642,sehr::ADV,ancha,വളരെ
643,so::ADV,shunday,അങ്ങനെ
644,noch::ADV,hali,ഇപ്പോഴും
645,nur::ADV,yolg'iz,മാത്രം
646,schon::ADV,endi,നേരത്തേ തന്നെ
647,wieder::ADV,yana,വീണ്ടും
648,vergebens::ADV,bekorga,വിഫല
649,vor::PRP,burun,മുമ്പിൽ
650,hinter::PRP,ketida,പുറകിൽ
651,unter::PRP,ostida,കീഴിൽ
652,durch::PRP,bo'ylab,ഉള്ളിലൂടെ
653,neben::PRP,yonida,അടുത്ത്
654,zwischen::PRP,orada,ഇടയ്ക്ക്
655,wegen::PRP,sababli,നിമിത്തം
656,dies::PRN,o'sha,ഇത്
657,das::PRN,narigi,അത്
658,alles::PRN,har nima,എല്ലാം
659,ich::PRN,men,ഞാൻ
660,du::PRN,sen,നിങ്ങൾ
661,er::PRN,u,അദ്ദേഹം
662,er::PRN,u,അയാൾ
663,er::PRN,u,അവൻ
664,er::PRN,u,അവർ
665,er::PRN,u,അവൾ
666,wir::PRN,biz,നമ്മൾ
667,ihr::PRN,siz,നിങ്ങൾ
668,sie::PRN,ular,അവർ
669,was::FPRN,nima,എന്ത്
670,wer::FPRN,kim,ആര്
671,wo::FADV,qaerda,എവിടെ
672,wohin::FADV,qayerga,എവിടേക്ക്
673,wie::FADV,qanday,എങ്ങനെ
674,warum::FADV,nega,എന്തുകൊണ്ട്
675,wieviel::FNUM,qancha,എത്ര
676,eins::NUM,bir,ഒന്ന്
677,zwei::NUM,ikki,രണ്ട്
678,drei::NUM,uch,മൂന്ന്
679,vier::NUM,to'rt,നാല്
680,fünf::NUM,besh,അഞ്ച്
681,sechs::NUM,olti,ആറ്
682,sieben::NUM,etti,ഏഴ്
683,acht::NUM,sakkiz,എട്ട്
684,neun::NUM,to'qqiz,ഒമ്പത്
685,zehn::NUM,o'n,പത്ത്
686,elf::NUM,o'n bir,പതിനൊന്ന്
687,zwölf::NUM,o'n ikki,പന്ത്രണ്ട്
688,zwanzig::NUM,yigirma,ഇരുപത്
689,dreißig::NUM,o'ttiz,മുപ്പത്
690,vierzig::NUM,qirq,നാൽപ്പത്
691,fünfzig::NUM,ällik,അൻപത്
692,sechzig::NUM,oltmish,അറുപത്
693,siebzig::NUM,etmish,എഴുപത്
694,achtzig::NUM,sakson,എൺപത്
695,neunzig::NUM,to'qson,തൊണ്ണൂറ്
696,hundert::NUM,yuz,നൂറ്
697,tausend::NUM,ming,ആയിരം
698,und::CNJ,va,ഉം
699,oder::CNJ,yo,അഥവാ
700,stehen::V,turmoq,നിൽക്കുക
701,sitzen::V,o'tirmoq,ഇരിക്കുക
702,liegen::V,yotmoq,കിടക്കുക
703,hängen::V,osilmoq,തൂങ്ങുക
704,werden::V,bo'lmoq,ആയിത്തീരുക
705,passieren::V,bo'lib o'tmoq,സംഭവിക്കുക
706,beginnen::V,boshlanmoq,ആരംഭിക്കുക
707,enden::V,bitmoq,അവസാനിപ്പിക്കുക
708,wechseln::V,o'zgarmoq,മാറ്റുക
709,aufgehen[Sonne]::V,chiqmoq,ഉയരുക
710,untergehen[Sonne]::V,botmoq,അടുക്കി_വയ്ക്കുക
711,scheinen[Sonne]::V,yaraqlamoq,പ്രകാശിക്കുക
712,donnern::V,gulduramoq,ഇടിവെട്ടുക
713,wehen::V,elpimoq,വീശുക
714,strömen::V,oqmoq,ഒഴുകുക
715,fließen::V,oqmoq,ഒഴുകുക
716,sich drehen::V,aylanmoq,ചുറ്റുക
717,sich drehen::V,aylanmoq,കറക്കുക
718,schwanken::V,qoqilmoq,ഇരുവശത്തേയ്ക്കും_ആടുക
719,schwingen::V,lopillamoq,ആടുക
720,fallen::V,tushmoq,വീഴുക
721,brennen::V,yonmoq,കത്തുക
722,rauchen::V,tutamoq,പുകയുക
723,regnen::V,yomg'ir yog'moq,മഴ_പെയ്യുക
724,gefrieren::V,muzlamoq,തണത്ത്_മരവിക്കുക
725,tauen::V,ärimoq,അലിയുക
726,schmelzen::V,ärimoq,ഉരുകുക
727,trocknen::V,qurimoq,വരളുക
728,sieden::V,qaynamoq,തിളപ്പിക്കുക
729,faulen::V,chirimoq,ചീയുക
730,verfaulen::V,chirimoq,അഴുകുക
731,reißen::V,qayt qilmoq,ശബ്ദത്തോടെ_മുറിയുക
732,versinken::V,g'arq bo'lmoq,മുക്കുക
733,vergehen::V,o'tmoq,കടന്നുപോകുക
734,erscheinen::V,zuhur ätmoq,പ്രത്യക്ഷപ്പെടുക
735,verschwinden::V,yo'qolmoq,അദൃശ്യമാകുക
736,sinken::V,pasaymoq,താഴുക
737,abnehmen::V,kamaymoq,കുറിയുക
738,zunehmen::V,urchimoq,വർദ്ധിക്കുക
739,steigen::V,oshmoq,ഉയരുക
740,wachsen::V,o'smoq,വളരുക
741,glänzen::V,porlamoq,മിന്നുക
742,funkeln::V,yalt ätmoq,തിളങ്ങുക
743,lärmen::V,taraq ätmoq,ശബ്ദമുണ്ടാക്കുക
744,läuten::V,jiringlamoq,മണിമുഴങ്ങുക
745,klingeln::V,jiringlamoq,ചിലമ്പുക
746,klirren::V,sharaqlamoq,കിലുക്കുക
747,brausen::V,vag'illamoq,മുഴങ്ങുക
748,rauschen::V,shitirlamoq,അനങ്ങുക
749,klingen::V,yangramoq,മുഴക്കുക
750,bellen::V,hurmoq,കുരയ്ക്കുക
751,heulen::V,uvlamoq,ഓരിയിടുക
752,blasen::V,puflamoq,ഊതുക
753,pfeifen::V,xushtak chalmoq ,വിസിലടിക്കുക
754,schreien::V,qiyqirmoq,ആക്രോശിക്കുക
755,stöhnen::V,nola qilmoq,അരക്കം
756,stöhnen::V,nola qilmoq,ആർത്തനാദം
757,zittern::V,titramoq,വിറയ്ക്കുക
758,leben::V,yashamoq,താമസിക്കുക
759,geboren werden::V,tug'ilmoq,ജനിക്കുക
760,atmen::V,nafas chiqarmoq,ശ്വസിക്കുക
761,trinken::V,ichmoq,കുടിക്കുക
762,essen::V,emoq,കഴിക്കുക
763,schlucken::V,yutmoq,വിഴുങ്ങുക
764,müde werden::V,horimoq,ക്ഷീണിക്കുക
765,einschlafen::V,uxlab qolmoq,നിദ്രിക്കുക
766,schlafen::V,uxlamoq,ഉറങ്ങുക
767,aufwachen::V,uyg'onmoq,ഉണരുക
768,aufstehen::V,qo'pmoq,എഴുന്നേൽക്കുക
769,sich erholen::V,dam olmoq,വിശ്രമിക്കുക
770,krank werden::V,kasallanmoq,ദീനംപിടിക്കുക
771,krank sein::V,betob yotmoq,രോഗികളാകുക
772,schmerzen::V,og'rimoq,വേദനിക്കുക
773,husten::V,yo'talmoq,ചുമയ്ക്കുക
774,genesen::V,tuzalmoq,സുഖപ്പെടുക
775,sterben::V,o'lmoq,മരിക്കുക
776,umkommen::V,halok bo'lmoq,മരിക്കുക
777,sich bewegen::V,harakat qilmoq,സ്ഥലം_മാറുക
778,sich rühren::V,qimirlamoq,ചലിക്കുക
779,sich erheben::V,qo'pmoq,നിൽക്കുക
780,sich setzen::V,o'tirmoq,ഇരിക്കുക
781,hinfallen::V,yiqilmoq,വീഴുക
782,laufen::V,yurmoq,നടക്കുക
783,schreiten::V,yurmoq,നടക്കുക
784,spazierengehen::V,sayr ätmoq,ഉലാത്തുക
785,eilen::V,tezlamoq,പാഞ്ഞെത്തുക
786,sich beeilen::V,shoshmoq,തിരിക്കുകൂട്ടുക
787,sich beeilen::V,shoshmoq,തിടുക്കം_കാട്ടുക
788,sausen::V,chopqillamoq,കുതിക്കുക
789,rennen::V,yugurmoq,ഓടുക
790,springen::V,sakramoq,ചാടുക
791,klettern::V,yuqorilamoq,കയറുക
792,schaukeln::V,irg'amoq,ഇളകുക
793,kriechen::V,ämaklamoq,പതുങ്ങികയറുക
794,schwimmen::V,suzmoq,നീന്തുക
795,tauchen::V,chu'mmoq,വെള്ളത്തിലേക്ക് ചാടുക
796,rudern::V,eshkak eshmoq,തുഴയുക
797,fahren::V,haydamoq,വാഹനം ഓടിക്കുക
798,fliegen::V,uchmoq,പറക്കുക
799,gehen::V,bormoq,പോകുക
800,weggehen::V,ketoq,വിടുക
801,abfahren::V,jo'namoq,പുറപ്പെടുക
802,anhalten::V,to'xtamoq,നിർത്തുക
803,hineingehen::V,kirmoq,പ്രവേശിക്കുക
804,eintreten::V,kirmoq,പ്രവേശിക്കുക
805,kommen::V,kelmoq,വരുക
806,ankommen::V,etib kelmoq,എത്തിച്ചേരുക
807,zurückkommen::V,qaytib kelmoq,തിരിച്ചു വരുക
808,bleiben::V,qolmoq,തുടരുക
809,warten::V,poylamoq,കാത്തിരിക്കുക
810,erwarten::V,kutmoq,പ്രതീക്ഷിക്കുക
811,suchen::V,izlamoq,തിരയുക
812,finden::V,topmoq,കണ്ടെത്തുക
813,versuchen::V,chalishmoq,ശ്രമിക്കുക
814,vorbereiten::V,hozirlamoq,തയ്യാറെടുക്കുക
815,lieben::V,sevmoq,സ്നേഹിക്കുക
816,mögen::V,ardoqlamoq,ഇഷ്ടപ്പെടുക
817,lachen::V,kulmoq,ചിരിക്കുക
818,rühren::V,ta'sirlantirmoq,ഹൃദയം സ്പർശിക്കുക
819,weinen::V,yig'lamoq,തേങ്ങുക
820,schimpfen::V,koyinmoq,പിറുപിറുക്കുക
821,sich ärgern::V,g'azab qilmoq,കോപിക്കുക
822,sich fürchten::V,hurkmoq,പേടിക്കുക
823,fürchten::V,qo'rqmoq,പേടിക്കുക
824,fliehen::V,qochmoq,രക്ഷപ്പെടുക
825,flüchten::V,qochmoq,രക്ഷപ്പെടുക
826,sehen::V,ko'rmoq,കാണുക
827,anschauen::V,razm solmoq,നോക്കുക
828,ansehen::V,razm qilmoq,നോക്കുക
829,hören::V,äshitmoq,കേൾക്കുക
830,zuhören::V,tinglamoq,ശ്രദ്ധിക്കുക
831,probieren::V,tatib ko'rmoq,രുചിയുള്ളതായി_തോന്നുക
832,riechen::V,iskamoq,മണത്തു_നോക്കുക
833,fühlen::V,sezmoq,സ്പർശിച്ചറിയുക
834,scheinen::V,tuyilmoq,കാണപ്പെടുക
835,zu sehen sein::V,ko'rinmoq,വെളിച്ചപ്പെടുക
836,vernehmen::V,äshitmoq,കേൾക്കുക
837,frieren::V,sovuq qotmoq,വിറയ്ക്കുക
838,tun::V,ätmoq,ചെയ്യുക
839,können::V,-a olmoq,കഴിയുക
840,können::V,-y olmoq,കഴിയുക
841,wollen::V,istamoq,വേണുക
842,anfangen::V,boshlamoq,തുടങ്ങുക
843,beenden::V,bitirmoq,പൂർത്തിയാക്കുക
844,aufhören::V,tinmoq,നിർത്തുക
845,gelingen::V,muvaffaqiyat qozonmoq,വിജയിക്കുക
846,geraten::V,bo'lmoq,പരിണമിക്കുക
847,öffnen::V,ochmoq,തുറക്കുക
848,schließen::V,yopmoq,അടയ്ക്കുക
849,stellen::V,qo'ymoq,വയ്ക്കുക
850,setzen::V,o'tqazmoq,വയ്ക്കുക
851,legen::V,yotqizmoq,ഇടുക
852,berühren::V,tegmoq,തൊടുക
853,verbinden::V,ulamoq,ഘടിപ്പിക്കുക
854,bedecken::V,bekitmoq,മുടുക
855,aufhängen::V,ildirmoq,കെട്ടിതൂക്കുക
856,anzünden::V,yondirmoq,കത്തിക്കുക
857,aufheben::V,ko'tarmoq,പെറുക്കിയെടുക്കുക
858,zurücklassen::V,ayrilmoq,വച്ചുപോരുക
859,verlieren::V,yo'qotmoq,നഷ്ടപ്പെടുക
860,fallen lassen::V,tushirmoq,വീഴ്ത്തുക
861,machen::V,qilmoq,ഉണ്ടാക്കുക
862,herstellen::V,chiqarmoq,ഉൽപാദിപ്പിക്കുക
863,bauen::V,solmoq,നിർമ്മിക്കുക
864,reparieren::V,tuzatmoq,നന്നാക്കുക
865,verbessern::V,isloh qilmoq,മെച്ചപ്പെടുക
866,ändern::V,o'zgartirmoq,മാറ്റംവരുത്തുക
867,graben::V,qazimoq,കുഴിക്കുക
868,beugen::V,bukmoq,വണങ്ങുക
869,biegen::V,bukmoq,കുനിയുക
870,drehen::V,aylantirmoq,തിരിക്കുക
871,wenden::V,burmoq,തിരിയുക
872,umdrehen::V,ag'darmoq,തിരിയുക
873,heben::V,yuksaltirmoq,ഉയർത്തുക
874,hochheben::V,ko'tarmoq,ഉയർത്തുക
875,ergreifen::V,tutamlamoq,ബലമായി_പിടിക്കുക
876,halten::V,tutmoq,പിടിക്കുക
877,drücken::V,bosmoq,അമർത്തുക
878,schieben::V,surmoq,തള്ളുക
879,kratzen::V,qashimoq,ചുരണ്ടുക
880,lecken::V,mijimoq,നക്കുക
881,beißen::V,tishlamoq,കടിക്കുക
882,abreißen::V,emirmoq,കീറിക്കളയുക
883,abschneiden::V,cho'rt kesmoq,മുറിച്ചുമാറ്റുക
884,binden::V,bog'lamoq,കെട്ടുക
885,stecken::V,suqmoq,തുളയ്ക്കുക
886,brechen::V,sindirmoq,ഉടയുക
887,klopfen::V,dukurlamoq,തട്ടുക
888,hauen::V,urmoq,അടിക്കുക
889,kleben::V,yopishtirmoq,ഒട്ടിക്കുക
890,reiben::V,surkamoq,തിരുമ്മിത്തുടയ്ക്കുക
891,streichen::V,surkamoq,പടർത്തുക
892,schleifen::V,qayramoq,പൊടിക്കുക
893,schneiden::V,kesmoq,മുറിക്കുക
894,rütteln::V,chayqamoq,മുട്ടുക
895,schütteln::V,chayqamoq,കുലുക്കുക
896,schwenken::V,chayqatmoq,ആടുക
897,schütten::V,quymoq,ഒഴിക്കുക
898,füllen::V,to'ldirmoq,നിറയ്ക്കുക
899,einwickeln::V,chulg'amoq,പൊതിയുക
900,tragen::V,tashimoq,വഹിക്കുക
901,schleppen::V,sudramoq,വലിച്ചിഴയ്ക്കുക
902,ziehen::V,tortmoq,വലിക്കുക
903,aufbewahren::V,tutmoq,വയ്ക്കുക
904,werfen::V,tashlamoq,എറിയുക
905,fangen::V,tutmoq,പിടിക്കുക
906,packen::V,opqochmoq,തട്ടിപ്പറിക്കുക
907,verstecken::V,yashirmoq,മറയ്ക്കുക
908,teilen::V,bo'lmoq,വിഭജിക്കുക
909,schicken::V,yubormoq,അയയ്ക്കുക
910,bringen::V,keltirmoq,കൊണ്ടുവരുക
911,hinzufügen::V,tirkamoq,കൂട്ടുക
912,bekommen::V,olmoq,കിട്ടുക
913,erhalten::V,olmoq,സ്വീകരിക്കുക
914,nehmen::V,olmoq,എടുക്കുക
915,wählen::V,saylamoq,തിരഞ്ഞെടുക്കുക
916,auswählen::V,saylamoq,തിരഞ്ഞെടുക്കുക
917,bewahren::V,saqlamoq,പുലർത്തുക
918,behindern::V,xalal bermoq,തടയിടുക
919,verderben::V,xazon qilmoq,നശിപ്പിക്കുക
920,beschädigen::V,buzmoq,ക്ഷതമേൽപ്പിക്കുക
921,zerbrechen::V,sindirmoq,ഉടയുക
922,zerreißen::V,yirtmoq,കീറുക
923,zerstören::V,vayron qilmoq,നശിപ്പിക്കുക
924,verbrennen::V,kuydirmoq,കത്തിനശിക്കുക
925,verbrennen::V,kuydirmoq,കത്തിച്ചുകളയുക
926,geben::V,bermoq,കൊടുക്കുക
927,geben::V,bermoq,തരുക
928,reichen::V,bermoq,കൈമാറുക
929,schenken::V,sovg'a qilmoq,സമ്മാനം കൊടുക്കുക
930,versprechen::V,va'da bermoq,വാഗ്ദാനം_നൽകുക
931,wünschen::V,orziqmoq,ആഗ്രഹിക്കുക
932,loben::V,maqtamoq,പുകഴ്ത്തുക
933,küssen::V,o'pmoq,ഉമ്മവയ്ക്കുക
934,wiegen::V,tebratmoq,ഇളകുക
935,zudecken::V,yopmoq,മുടുക
936,wecken::V,uyg'otmoq,ഉണർത്തുക
937,zeigen::V,ko'rsatmoq,കാണിക്കുക
938,führen::V,boshlik bo'lmoq,നടത്തുക
939,lehren::V,o'rgatmoq,പഠിപ്പിക്കുക
940,unterrichten::V,dars bermoq,പരിശീലിപ്പിക്കുക
941,aufziehen::V,o'stirmoq,വളർത്തിക്കൊണ്ടുവരുക
942,leiten::V,boshqarmoq,നയിക്കുക
943,antreiben::V,shoshiltirmoq,പ്രേരിപ്പിക്കുക
944,lassen::V,ruxsat bermoq,അനുവദിക്കുക
945,einladen::V,taklif kilmoq,ക്ഷണിക്കുക
946,vereinigen::V,qo'shmoq,കൂടിച്ചേരുക
947,besuchen::V,mehmonga bormoq,സന്ദർശിക്കുക
948,treffen::V,duchor bo'lmoq,തമ്മിൽ കാണുക
949,sich versammeln::V,to'planmoq,സംയോജിപ്പിക്കുക
950,spielen::V,o'ynamoq,കളിക്കുക
951,singen::V,yalla qilmoq,പാടുക
952,tanzen::V,raqs qilmoq,നൃത്തം ചെയ്യുക
953,sich trennen::V,yakkalanmoq,നേർപെടുത്തുക
954,verlassen::V,qoldirmoq,പിൻവാങ്ങുക
955,retten::V,qutqazmoq,രക്ഷിക്കുക
956,bewachen::V,qo'rimoq,കാവൽനിൽക്കുക
957,schützen::V,yoniga olmoq,പരിരക്ഷിക്കുക
958,verteidigen::V,yoqlamoq,പ്രതിരോധിക്കുക
959,sich schlagen::V,yoqalashmoq,കലഹിക്കുക
960,schießen::V,otmoq,വെടിവെക്കുക
961,siegen::V,engmoq,വിജയിക്കുക
962,ärgern::V,jahl chiqarmoq,വിഷമിപ്പിക്കുക
963,schlagen::V,urmoq,അടിക്കുക
964,treten::V,tepmoq,തൊഴിക്കുക
965,stechen::V,qadamoq,കുത്തുക
966,stoßen::V,turtmoq,തള്ളുക
967,stehlen::V,o'g'rilamoq,മോഷ്ടിക്കുക
968,stören::V,tebratmoq,ശല്യപ്പെടുത്തുക
969,belästigen::V,g'ashini keltirmoq,മെനക്കെടുക
970,verbergen::V,berkitmoq,മറയ്ക്കുക
971,verbergen::V,berkitmoq,ഒളിക്കുക
972,täuschen::V,aldamoq,കബളിപ്പിക്കുക
973,betrügen::V,tirriq qilmoq,ചതിക്കുക
974,töten::V,o'ldirmoq,കൊല്ലുക
975,wohnen::V,istiqomat qilmoq,താമസിക്കുക
976,arbeiten::V,ishlamoq,ജോലിചെയ്യുക
977,sammeln::V,yig'moq,സഞ്ചയിക്കുക
978,pflücken::V,termoq,പറിച്ചെടുക്കുക
979,jagen::V,ov qilmoq,വേട്ടയാടുക
980,fischen::V,baliq ovlamoq,മീൻ പിടിക്കുക
981,fassen::V,ilinmoq,പിടിക്കുക
982,hüten::V,boqtirmoq,ചേർക്കുക
983,treiben::V,haydamoq,വാഹനം_ഓടിക്കുക
984,anbinden::V,bog'lamoq,കെട്ടിയിടുക
985,füttern::V,edirmoq,തീറ്റുക
986,melken::V,sog'moq,പാലുകറക്കുക
987,hacken::V,chopmoq,വെട്ടിമുറിക്കുക
988,gießen::V,oqizmoq,നനയ്ക്കുക
989,reifen::V,qizarmoq,പാകമാകുക
990,zubereiten::V,pishirmoq,പാചകം_ചെയ്യുക
991,kochen::V,qaynatmoq,വേവിക്കുക
992,backen::V,yopmoq,ബേക്ക് ചെയ്യുക
993,braten::V,qovurmoq,പോരിക്കുക
994,umrühren::V,atalamoq,ഇളക്കുക
995,stricken::V,to'qimoq,മെടയുക
996,nähen::V,tikmoq,തുന്നുക
997,färben::V,bo'yoqlamoq,ചായം പൂശുക
998,reinigen::V,tozalamoq,വൃത്തിയാക്കുക
999,waschen::V,yuvmoq,കഴുകുക
1000,abwischen::V,surkamoq,തുടയ്ക്കുക
1001,spülen::V,chaymoq,കഴുകുക
1002,fegen::V,cho'tkalamoq,അടിച്ചുവാരുക
1003,kehren::V,supurmoq,അടിച്ചുവാരുക
1004,baden::V,cho'milmoq,നീന്തിത്തുടിക്കുക
1005,sich waschen::V,yuvinmoq,കഴുകുക
1006,ausziehen::V,echintirmoq,ഇഴുക്കുക
1007,anziehen::V,kiymoq,ഉടുക്കുക
1008,sich anziehen::V,kiyinmoq,ധരിച്ച നേടുകയുക
1009,kämmen::V,taramoq,മുടിചീകുക
1010,schmücken::V,yasatmoq,അലങ്കരിക്കുക
1011,sagen::V,aytmoq,പറയുക
1012,sprechen::V,so'zlamoq,സംസാരിക്കുക
1013,reden::V,gapirmoq,സംസാരിക്കുക
1014,sich unterhalten::V,suhbatlashmoq,നർമ്മസല്ലാപം നടത്തുക
1015,fragen::V,so'ramoq,ചോദിക്കുക
1016,bitten::V,iltimos qilmoq,അപേക്ഷിക്കുക
1017,erzählen::V,aytib bermoq,പറയുക
1018,mitteilen::V,bildirmoq,അറിയിക്കുക
1019,nennen::V,atamoq,പേരിടുക
1020,rufen::V,chaqirmoq,വിളിക്കുക
1021,prahlen::V,gerdaymoq,പൊങ്ങച്ചം പറയുക
1022,übersetzen::V,tarjima qilmoq,പരിഭാഷപ്പെടുത്തുക
1023,denken::V,o'ylamoq,ചിന്തിക്കുക
1024,glauben::V,ishonmoq,വിശ്വസിക്കുക
1025,bemerken::V,payqamoq,ശ്രദ്ധിക്കുക
1026,erkennen::V,tanimoq,തിരിചറിയുക
1027,begreifen::V,tushunmoq,കൈപ്പിടിയിലാക്കുക
1028,verstehen::V,anglamoq,മനസ്സിലാക്കുക
1029,lernen::V,o'qimoq,പഠിക്കുക
1030,wissen::V,bilmoq,അറിയുക
1031,sich erinnern an::V,äsni tanimoq,ഓർമിക്കുക
1032,vergessen::V,unutmoq,മറക്കുക
1033,messen::V,o'lchamoq,അളക്കുക
1034,zählen::V,raqamlamoq,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1035,rechnen::V,cho'tlamoq,ഗണിക്കുക
1036,lesen::V,o'qimoq,വായിക്കുക
1037,malen::V,rasm solmoq,ചിത്രം വരയ്ക്കുക
1038,zeichnen::V,chizmoq,വരയ്ക്കുക
1039,schreiben::V,yozmoq,എഴുതുക
1040,besitzen::V,ägalamoq,സ്വന്തമാക്കുക
1041,kaufen::V,olmoq,വാങ്ങുക
1042,verkaufen::V,sotmoq,വിൽക്കുക
1043,bezahlen::V,to'lamoq,പരിഹാരം ചെയ്യുക
1044,zahlen::V,to'lamoq,പണം അടയ്ക്കുക
1045,beherrschen::V,ägalamoq,ഭരിക്കുക
1046,ertragen::V,chidamoq,താങ്ങുക
