,Concept_ID,pl,ro
206,Fisch::N,ryba,pește
207,Barsch::N,okoń,biban
208,Hecht::N,szczupak,știucă
209,Schlange[Tier]::N,wąż,șarpe
210,Schlange[Tier]::N,żmija,șarpe
211,Wurm::N,robak,vierme
212,Spinne::N,pająk,păianjen
213,Ameise::N,mrówka,furnică
214,Laus::N,wesz,păduche
215,Mücke::N,komar,țânțar
216,Fliege::N,mucha,muscă
217,Schmetterling::N,motyl,fluture
218,Beere::N,jagoda,boabă
219,Apfel::N,jabłko,măr
220,Pilz::N,grzyb,burete
221,Pilz::N,grzyb,ciupercă
222,Zwiebel::N,cebula,ceapă
223,Saat::N,siew,semănătură
224,Korn::N,ziarno,grâu
225,Heu::N,siano,fân
226,Schale::N,łupina,coajă
227,Grube::N,dół,groapă
228,Grube::N,jama,groapă
229,Falle::N,pułapka,cursă
230,Falle::N,pułapka,capcană
231,Schlinge::N,sidła,laț
232,Spur::N,ślad,dâră
233,Asche::N,popiół,cenușă
234,Dreck::N,brud,noroi
235,Dreck::N,brud,murdărie
236,Eisen::N,żelazo,fier
237,Gold::N,złoto,aur
238,Silber::N,srebro,argint
239,Kohle::N,węgiel,cărbune
240,Glas::N,szkło,sticlă
241,Lehm::N,glina,lut
242,Lehm::N,glina,humă
243,Sand::N,piasek,nisip
244,Mensch::N,człowiek,om
245,Mensch::N,człowiek,persoană
246,Mann::N,mężczyzna,om
247,Mann::N,mężczyzna,bărbat
248,Frau::N,kobieta,femeie
249,Kind::N,dziecko,copil
250,Junge::N,chłopak,băiat
251,Junge::N,chłopak,flăcău
252,Junge::N,chłopiec,băiat
253,Junge::N,chłopiec,flăcău
254,Mädchen::N,dziewczynka,fată
255,Familie::N,rodzina,familie
256,Großvater::N,dziadek,bunic
257,Großvater::N,dziadek,tată mare
258,Großmutter::N,babka,bunică
259,Großmutter::N,babka,mamă mare
260,Eltern::N,rodzice,părinți
261,Vater::N,ojciec,tată
262,Vater::N,ojciec,părinte
263,Mutter::N,matka,mamă
264,Sohn::N,syn,fiu
265,Sohn::N,syn,fecior
266,Tochter::N,córka,fiică
267,Bruder::N,brat,frate
268,Schwester::N,siostra,soră
269,Onkel::N,wuj,unchi
270,Onkel::N,stryj,unchi
271,Tante::N,ciotka,mătușă
272,Ehemann::N,mąż,soț
273,Ehemann::N,mąż,bărbat
274,Ehefrau::N,żona,soție
275,Freude::N,radość,bucurie
276,Gelächter::N,śmiech,râset
277,Glück::N,szczęście,fericire
278,Kummer::N,zmartwienie,mâhnire
279,Wunsch::N,życzenie,dorință
280,Wunsch::N,życzenie,deziderat
281,Lust::N,chęć,poftă
282,Lust::N,chęć,înclinare
283,Lust::N,ochota,poftă
284,Lust::N,ochota,înclinare
285,Geist::N,duch,duh
286,Geist::N,duch,minte
287,Geist::N,duch,suflet
288,Gedanke::N,myśl,gând
289,Gedanke::N,myśl,cuget
290,Gedächtnis::N,pamięć,memorie
291,Verstand::N,rozum,minte
292,Verstand::N,rozum,intelect
293,Sinn::N,zmysł,sens
294,Sinn::N,zmysł,înțeles
295,Grund::N,powód,cauză
296,Grund::N,powód,pricină
297,Wahrheit::N,prawda,adevăr
298,Gespräch::N,rozmowa,convorbire
299,Gespräch::N,rozmowa,conversație
300,Märchen::N,bajka,basm
301,Märchen::N,bajka,poveste
302,Erzählung::N,opowiadanie,poveste
303,Nachricht::N,wiadomość,veste
304,Neuigkeit::N,nowina,noutate
305,Neuigkeit::N,nowina,actualitate
306,Name::N,imię,nume
307,Rätsel::N,zagadka,ghicitoare
308,Rede::N,mowa,discurs
309,Sprache::N,język,limbă
310,Sprache::N,język,limbaj
311,Stimme::N,głos,glas
312,Wort::N,słowo,cuvânt
313,Zeichen::N,znak,semn
314,Zeichen::N,znak,semnal
315,Ruf::N,wołanie,chemare
316,Lärm::N,hałas,zgomot
317,Lärm::N,hałas,tărăboi
318,Lärm::N,zgiełk,zgomot
319,Lärm::N,zgiełk,tărăboi
320,Laut::N,dźwięk,sunet
321,Ton::N,ton,ton
322,Ton::N,dźwięk,ton
323,Lied::N,pieśń,cântec
324,Lied::N,piosenka,cântec
325,Ruhe::N,spokój,odihnă
326,Ruhe::N,spokój,liniște
327,Leute::N,ludzie,lume
328,Leute::N,ludzie,oameni
329,Volk::N,naród,popor
330,Volk::N,naród,națiune
331,Arbeit::N,praca,lucru
332,Arbeit::N,robota,lucru
333,Gast::N,gość,musafir
334,Geschenk::N,prezent,dar
335,Geschenk::N,prezent,cadou
336,Geschenk::N,podarunek,dar
337,Geschenk::N,podarunek,cadou
338,Spiel::N,gra,joc
339,Spiel::N,zabawa,joc
340,Gesellschaft::N,towarzystwo,societate
341,Hilfe::N,pomoc,ajutor
342,Freund::N,przyjaciel,amic
343,Freund::N,przyjaciel,prieten
344,Kamerad::N,kolega,tovarăș
345,Angelegenheit::N,sprawa,afacere
346,Anzahl::N,ilość,număr
347,Anzahl::N,ilość,cantitate
348,Art::N,rodzaj,fel
349,Art::N,rodzaj,specie
350,Stück::N,kawałek,bucată
351,Teil::N,część,parte
352,Teil::N,część,porție
353,Hälfte::N,połowa,jumătate
354,Kreis::N,krąg,cerc
355,Kreuz::N,krzyż,cruce
356,Linie::N,linia,linie
357,Strich::N,kreska,linie
358,Strich::N,kreska,trăsătură
359,Abstand::N,odstęp,distanță
360,Abstand::N,odstęp,depărtare
361,Entfernung::N,odległość,distanță
362,Entfernung::N,odległość,depărtare
363,Gegend::N,okolica,regiune
364,Platz::N,miejsce,loc
365,Ort::N,miejsce,loc
366,Seite::N,bok,latură
367,Seite::N,strona,latură
368,Mitte::N,środek,centru
369,Gegenstand::N,przedmiot,obiect
370,Sache::N,rzecz,lucru
371,Sache::N,rzecz,chestie
372,Rand::N,skraj,bordură
373,Rand::N,krawędź,bordură
374,Kante::N,kant,muchie
375,Kante::N,kant,bordură
376,Kante::N,krawędź,muchie
377,Kante::N,krawędź,bordură
378,Ecke::N,róg,colț
379,Spitze::N,ostrze,vârf
380,Spitze::N,ostrze,creștet
381,Ende::N,koniec,capăt
382,Loch::N,dziura,gaură
383,Winkel::N,kąt,colț
384,Winkel::N,kącik,colț
385,Muster::N,wzór,desen
386,Größe::N,rozmiar,mărime
387,Größe::N,wielkość,mărime
388,Länge::N,długość,lungime
389,Höhe::N,wysokość,înălțime
390,Gewicht::N,ciężar,greutate
391,Menge::N,ilość,cantitate
392,Haufen::N,kupa,grămadă
393,Reihe::N,rząd,șir
394,Reihe::N,rząd,rând
395,Reihe::N,szereg,șir
396,Reihe::N,szereg,rând
397,Boot::N,łódź,barcă
398,Boot::N,łódź,luntre
399,Boot::N,łódka,barcă
400,Boot::N,łódka,luntre
401,Ruder::N,wiosło,vâslă
402,Ruder::N,wiosło,lopată
403,Schlitten::N,sanki,sanie
404,Ski::N,narta,schi
405,Lagerfeuer::N,ognisko,foc de tabără
406,Last::N,ciężar,povară
407,Last::N,ciężar,sarcină
408,Last::N,brzemię,povară
409,Last::N,brzemię,sarcină
410,Gang::N,chód,mers
411,Gang::N,chód,umblet
412,Schritt::N,krok,pas
413,Norden::N,północ,nord
414,Norden::N,północ,miazănoapte
415,Süden::N,południe,sud
416,Süden::N,południe,miazăzi
417,Westen::N,zachód,apus
418,Osten::N,wschód,est
419,Osten::N,wschód,răsărit
420,Holz::N,drzewo,lemn
421,Brett::N,deska,scândură
422,Platte::N,płyta,placă
423,Stütze::N,podpora,proptea
424,Stange::N,drąg,bară
425,Stange::N,drąg,prăjină
426,Stange::N,żerdź,bară
427,Stange::N,żerdź,prăjină
428,Stock::N,kij,băț
429,Stock::N,kij,baston
430,Stock::N,laska,băț
431,Stock::N,laska,baston
432,Stab::N,pręt,baston
433,Stab::N,pręt,prăjină
434,Rohr::N,rura,tub
435,Rohr::N,rura,țeavă
436,Haus::N,dom,casă
437,Heim::N,dom,casă
438,Heim::N,dom,cămin
439,Ofen::N,piec,sobă
440,Fußboden::N,podłoga,podea
441,Fußboden::N,podłoga,dușumea
442,Tisch::N,stół,masă
443,Stuhl::N,krzesło,scaun
444,Wiege::N,kołyska,leagăn
445,Bett::N,łóżko,pat
446,Bett::N,pościel,pat
447,Regal::N,regał,rafturi
448,Kiste::N,skrzynia,ladă
449,Kiste::N,skrzynia,cutie
450,Fenster::N,okno,fereastră
451,Tür::N,drzwi,ușă
452,Tor::N,brama,poartă
453,Zaun::N,płot,gard
454,Zaun::N,parkan,gard
455,Dach::N,dach,acoperiș
456,Leiter::N,drabina,scară
457,Besen::N,miotła,mătură
458,Spaten::N,rydel,cazma
459,Spaten::N,rydel,hârleț
460,Schaufel::N,łopata,lopată
461,Gabel::N,widelec,furculiță
462,Löffel::N,łyżka,lingură
463,Messer::N,nóż,cuțit
464,Nagel::N,gwóźdź,cui
465,Netz::N,sieć,plasă
466,Haken::N,hak,cârlig
467,Griff::N,chwyt,mâner
468,Schloss::N,zamek,lacăt
469,Bild::N,obraz,tablou
470,Bild::N,obraz,imagine
471,Figur::N,figura,chip
472,Figur::N,figura,figură
473,Puppe::N,lalka,păpușă
474,Beutel::N,torba,pungă
475,Beutel::N,torba,săculeț
476,Bündel::N,wiązka,mănunchi
477,Tasche::N,torba,geantă
478,Eimer::N,kubeł,găleată
479,Eimer::N,wiadro,găleată
480,Deckel::N,przykrywka,capac
481,Geschirr::N,statki,vase
482,Geschirr::N,statki,tacâmuri
483,Geschirr::N,naczynia,vase
484,Geschirr::N,naczynia,tacâmuri
485,Sack::N,worek,sac
486,Tasse::N,filiżanka,ceașcă
487,Topf::N,garnek,oală
488,Kessel::N,kocioł,cazan
489,Kessel::N,kocioł,căldare
490,Essen::N,jedzenie,mâncare
491,Nahrung::N,pokarm,hrană
492,Nahrung::N,pokarm,aliment
493,Nahrung::N,pożywienie,hrană
494,Nahrung::N,pożywienie,aliment
495,Speise::N,potrawa,bucate
496,Speise::N,potrawa,fel de bucate
497,Speise::N,jedzenie,bucate
498,Speise::N,jedzenie,fel de bucate
499,Fleisch::N,mięso,carne
500,Getreide::N,zboże,cereale
501,Brei::N,kasza,pireu
502,Brot::N,chleb,pâine
503,Scheibe::N,kromka,felie
504,Scheibe::N,kromka,bucată
505,Fett::N,tłuszcz,untură
506,Fett::N,tłuszcz,grăsime
507,Butter::N,masło,unt
508,Öl::N,olej,ulei
509,Salz::N,sól,sare
510,Suppe::N,zupa,supă
511,Suppe::N,zupa,ciorbă
512,Honig::N,miód,miere
513,Milch::N,mleko,lapte
514,Tee::N,herbata,ceai
515,Leder::N,skóra,piele
516,Wolle::N,wełna,lână
517,Stoff::N,tkanina,stofă
518,Stoff::N,materiał,stofă
519,Nadel::N,igła,ac
520,Faden::N,nić,ață
521,Faden::N,nitka,ață
522,Knopf::N,guzik,buton
523,Knoten::N,węzeł,nod
524,Farbe::N,farba,vopsea
525,Kleidung::N,odzież,haine
526,Kleidung::N,odzież,îmbrăcăminte
527,Hemd::N,koszula,cămașă
528,Kragen::N,kołnierz,guler
529,Ärmel::N,rękaw,mânecă
530,Hose::N,spodnie,pantaloni
531,Gürtel::N,pasek,cordon
532,Mütze::N,czapka,șapcă
533,Schuh::N,but,gheată
534,Schuh::N,bucik,gheată
535,Stiefel::N,but,cizmă
536,Stiefel::N,kozak,cizmă
537,Ring::N,pierścień,inel
538,Ring::N,pierścień,verigă
539,Band::N,wstęga,panglică
540,Band::N,wstęga,șiret
541,Kamm::N,grzebień,pieptene
542,Spiegel::N,lustro,oglindă
543,Riemen::N,rzemień,curea
544,Schnur::N,sznur,funie
545,Schnur::N,sznur,sfoară
546,Leine::N,smycz,lesă
547,Leine::N,smycz,curea
548,Decke::N,kołdra,pătură
549,Kissen::N,poduszka,pernă
550,Tuch::N,chustka,batic
551,Handtuch::N,ręcznik,prosop
552,Handtuch::N,ręcznik,ștergar
553,Kraft::N,moc,forță
554,Kraft::N,moc,putere
555,Kraft::N,siła,forță
556,Kraft::N,siła,putere
557,Stärke::N,moc,tărie
558,Stärke::N,moc,vigoare
559,Stärke::N,siła,tărie
560,Stärke::N,siła,vigoare
561,Gesundheit::N,zdrowie,sănătate
562,Krankheit::N,choroba,boală
563,Krankheit::N,choroba,maladie
564,Schmerz::N,ból,durere
565,Wunde::N,rana,rană
566,Fieber::N,gorączka,febră
567,Arznei::N,lekarstwo,leac
568,Arznei::N,lekarstwo,medicament
569,Brücke::N,most,pod
570,Brücke::N,most,punte
571,Brunnen::N,studnia,puț
572,Weide::N,pastwisko,izlaz
573,Weide::N,pastwisko,pășune
574,Pfad::N,ścieżka,cărare
575,Weg::N,droga,drum
576,Straße::N,ulica,cale
577,Straße::N,ulica,stradă
578,Dorf::N,wieś,sat
579,Stadt::N,miasto,oraș
580,Brief::N,list,scrisoare
581,Buch::N,książka,carte
582,Buchstabe::N,litera,literă
583,Buchstabe::N,litera,caracter
584,Zeitung::N,gazeta,ziar
585,Zeitung::N,gazeta,gazetă
586,Zeitung::N,dziennik,ziar
587,Zeitung::N,dziennik,gazetă
588,Leben::N,życie,viață
589,Tod::N,śmierć,moarte
590,Grab::N,grób,groapă
591,Grab::N,grób,mormânt
592,Kirche::N,kościół,biserică
593,Sünde::N,grzech,păcat
594,Gott::N,bóg,zeu
595,Arbeiter::N,robotnik,muncitor
596,Chef::N,szef,șef
597,Meister::N,mistrz,meșter
598,Meister::N,mistrz,maestru
599,Meister::N,majster,meșter
600,Meister::N,majster,maestru
601,Arzt::N,lekarz,medic
602,Arzt::N,lekarz,doctor
603,Lehrer::N,nauczyciel,profesor
604,Lehrer::N,nauczyciel,învățător
605,Geld::N,pieniądze,bani
606,Geld::N,pieniądze,parale
607,Geschäft::N,sprawa,treabă
608,Geschäft::N,sprawa,afacere
609,Geschäft::N,interes,treabă
610,Geschäft::N,interes,afacere
611,Laden::N,sklep,magazin
612,Laden::N,sklep,prăvălie
613,Preis::N,cena,preț
614,Ware::N,towar,marfă
615,Nutzen::N,pożytek,folos
616,Nutzen::N,pożytek,profit
617,Reichtum::N,bogactwo,avuție
618,Reichtum::N,bogactwo,bogăție
619,Welt::N,świat,lume
620,Land::N,kraj,țară
621,Staat::N,państwo,stat
622,König::N,król,rege
623,Macht::N,władza,putere
624,Macht::N,władza,putință
625,Grenze::N,granica,hotar
626,Grenze::N,granica,graniță
627,Grenze::N,granica,frontieră
628,Krieg::N,wojna,război
629,Feind::N,wróg,dușman
630,Gewalt::N,władza,violență
631,Kampf::N,bój,luptă
632,Kampf::N,walka,luptă
633,Bogen[Waffe]::N,łuk,arc
634,Pfeil::N,strzała,săgeată
635,Gewehr::N,karabin,armă
636,Gewehr::N,karabin,pușcă
637,Fehler::N,błąd,eroare
638,Fehler::N,błąd,greșeală
639,Lüge::N,kłamstwo,minciună
640,Schaden::N,szkoda,daună
641,Schaden::N,szkoda,pagubă
642,Unglück::N,nieszczęście,nenorocire
643,Schuld::N,wina,vină
644,Alter::N,wiek,etate
645,Alter::N,wiek,vârstă
646,Schluss::N,koniec,sfârșit
647,Schluss::N,zakończenie,sfârșit
648,Zeit::N,czas,timp
649,Zeit::N,czas,vreme
650,Tag::N,dzień,zi
651,Morgen::N,ranek,dimineață
652,Morgen::N,poranek,dimineață
653,Mittag::N,południe,prânz
654,Mittag::N,południe,amiază
655,Abend::N,wieczór,seară
656,Nacht::N,noc,noapte
657,Woche::N,tydzień,săptămână
658,Monat::N,miesiąc,lună
659,Jahr::N,rok,an
660,Frühling::N,wiosna,primăvară
661,Sommer::N,lato,vară
662,Herbst::N,jesień,toamnă
663,Winter::N,zima,iarnă
664,Januar::N,styczeń,ianuarie
665,Februar::N,luty,februarie
666,März::N,marzec,martie
667,April::N,kwiecień,aprilie
668,Mai::N,maj,mai
669,Juni::N,czerwiec,iunie
670,Juli::N,lipiec,iulie
671,August::N,sierpień,august
672,September::N,wrzesień,septembrie
673,Oktober::N,październik,octombrie
674,November::N,listopad,noiembrie
675,Dezember::N,grudzień,decembrie
676,Montag::N,poniedziałek,luni
677,Dienstag::N,wtorek,marți
678,Mittwoch::N,środa,miercuri
679,Donnerstag::N,czwartek,joi
680,Freitag::N,piątek,vineri
681,Samstag::N,sobota,sâmbătă
682,Sonntag::N,niedziela,duminică
683,groß::A,duży,mare
684,groß::A,wielki,mare
685,klein::A,mały,mic
686,lang::A,długi,lung
687,kurz::A,krótki,scurt
688,breit::A,szeroki,lat
689,breit::A,szeroki,larg
690,schmal::A,wąski,strâmt
691,dicht::A,gęsty,des
692,dick[Gegenstand]::A,gruby,gros
693,dünn::A,cienki,subțire
694,fein::A,drobny,fin
695,fein::A,drobny,subțire
696,fest::A,mocny,tare
697,fest::A,mocny,solid
698,fest::A,twardy,tare
699,fest::A,twardy,solid
700,flach::A,płaski,șes
701,flach::A,płaski,plan
702,glatt::A,gładki,lins
703,hart::A,twardy,dur
704,weich::A,miękki,moale
705,rund::A,okrągły,rotund
706,rund::A,okrągły,circular
707,spitz::A,spiczasty,ascuțit
708,scharf::A,ostry,tăios
709,scharf::A,ostry,ascuțit
710,stumpf::A,tępy,tocit
711,schwer::A,ciężki,greu
712,schön::A,ładny,frumos
713,schön::A,piękny,frumos
714,heiß::A,gorący,cald
715,heiß::A,gorący,fierbinte
716,warm::A,ciepły,cald
717,warm::A,ciepły,fierbinte
718,kalt::A,zimny,rece
719,kühl::A,chłodny,rece
720,kühl::A,chłodny,răcoros
721,frisch::A,świeży,răcoros
722,frisch::A,świeży,proaspăt
723,feucht::A,wilgotny,umed
724,feucht::A,wilgotny,jilav
725,nass::A,mokry,ud
726,trocken::A,suchy,sec
727,trocken::A,suchy,uscat
728,voll::A,pełny,plin
729,leer::A,pusty,gol
730,leer::A,próżny,gol
731,offen::A,otwarty,deschis
732,geschlossen::A,zamknięty,închis
733,sauber::A,czysty,curat
734,schmutzig::A,brudny,murdar
735,roh::A,surowy,crud
736,reif::A,dojrzały,copt
737,lecker::A,smaczny,gustos
738,süß::A,słodki,dulce
739,bitter::A,gorzki,amar
740,sauer::A,kwaśny,acru
741,hell::A,jasny,clar
742,hell::A,jasny,luminos
743,dunkel::A,ciemny,obscur
744,dunkel::A,ciemny,întunecos
745,schwarz::A,czarny,negru
746,weiß::A,biały,alb
747,rot::A,czerwony,roșu
748,gelb::A,żółty,galben
749,blau::A,błękitny,albastru
750,blau::A,niebieski,albastru
751,grün::A,zielony,verde
752,grau::A,szary,gri
753,grau::A,szary,cenușiu
754,bunt::A,barwny,colorat
755,billig::A,tani,ieftin
756,teuer::A,drogi,scump
757,wertvoll::A,cenny,prețios
758,blind::A,ślepy,orb
759,taub::A,głuchy,surd
760,kräftig::A,mocny,tare
761,kräftig::A,mocny,forte
762,kräftig::A,mocny,robust
763,stark::A,silny,viguros
764,stark::A,silny,puternic
765,schwach::A,słaby,slab
766,schwach::A,słaby,debil
767,fett::A,tłusty,gras
768,schlank::A,smukły,zvelt
769,hübsch::A,ładny,drăguț
770,böse::A,zły,rău
771,böse::A,zły,răutăcios
772,dumm::A,głupi,nerod
773,dumm::A,głupi,tâmpit
774,faul::A,leniwy,leneș
775,fleißig::A,pilny,harnic
776,fleißig::A,pilny,sârguincios
777,geizig::A,skąpy,calic
778,geizig::A,skąpy,zgârcit
779,klug::A,mądry,isteț
780,klug::A,mądry,deștept
781,geschickt::A,zręczny,dibaci
782,lieb::A,miły,drag
783,lieb::A,miły,iubit
784,lustig::A,wesoły,vesel
785,sanft::A,łagodny,blând
786,sanft::A,łagodny,blajin
787,hungrig::A,głodny,flămând
788,krank::A,chory,bolnav
789,nackt::A,nagi,gol
790,traurig::A,smutny,trist
791,traurig::A,smutny,mâhnit
792,lebendig::A,żywy,viu
793,gut::A,dobry,bun
794,schlecht::A,zły,rău
795,schlecht::A,zły,prost
796,richtig::A,słuszny,drept
797,richtig::A,słuszny,corect
798,richtig::A,właściwy,drept
799,richtig::A,właściwy,corect
800,schlimm::A,zły,rău
801,wahr::A,prawdziwy,adevărat
802,alt::A,stary,uzat
803,alt::A,stary,vechi
804,neu::A,nowy,nou
805,ehemalig::A,były,fost
806,ehemalig::A,były,anterior
807,alt[Lebewesen]::A,stary,bătrîn
808,jung::A,młody,tânăr
809,arm::A,ubogi,sărac
810,arm::A,ubogi,sărman
811,arm::A,biedny,sărac
812,arm::A,biedny,sărman
813,reich::A,bogaty,avut
814,reich::A,bogaty,bogat
815,bekannt::A,znany,cunoscut
816,berühmt::A,słynny,renumit
817,fremd::A,obcy,străin
818,fremd::A,cudzy,străin
819,verschieden::A,różny,diferit
820,verschieden::A,różny,deosebit
821,nah::A,bliski,apropiat
822,fern::A,daleki,departe
823,linker::A,lewy,stâng
824,rechter::A,prawy,drept
825,anderer::A,inny,alt
826,erster::A,pierwszy,prim
827,zweiter::A,drugi,al doilea
828,dritter::A,trzeci,treilea
829,letzter::A,ostatni,final
830,allein::ADV,sam,singur
831,auf einmal::ADV,naraz,dintrodată
832,zusammen::ADV,razem,împreună
