,Concept_ID,lez,az
778,dies::PRN,и,bu
779,dies::PRN,им,bu
780,das::PRN,а,o
781,das::PRN,ам,o
782,alles::PRN,вири,hər şey
783,alles::PRN,михьиз,hər şey
784,ich::PRN,за,mən
785,ich::PRN,зун,mən
786,du::PRN,вун,sən
787,er::PRN,ам,o
788,er::PRN,гьа,o
789,wir::PRN,чун,biz
790,ihr::PRN,куьн,siz
791,sie::PRN,абур,onlar
792,was::FPRN,вуч,nə
793,wer::FPRN,вуж,kim
794,wo::FADV,гьина,harada
795,wohin::FADV,гьиниз,haraya
796,wie::FADV,гьикӏ,necə
797,warum::FADV,вучиз,niyə
798,warum::FADV,вучиз,nə üçün
799,wieviel::FNUM,шумуд,neçə
800,wieviel::FNUM,шумуд,nə qədər
801,eins::NUM,са,bir
802,zwei::NUM,кьвед,iki
803,drei::NUM,пуд,üç
804,vier::NUM,кьуд,dörd
805,fünf::NUM,вад,beş
806,sechs::NUM,ругуд,altı
807,sieben::NUM,ирид,yeddi
808,acht::NUM,муьжуьд,səkkiz
809,neun::NUM,кӏуьд,doqquz
810,zehn::NUM,цӏуд,on
811,elf::NUM,цӏусад,on bir
812,zwölf::NUM,цӏикьвед,on iki
813,zwanzig::NUM,къад,iyirmi
814,dreißig::NUM,къанницӏуд,otuz
815,vierzig::NUM,яхцӏур,qırx
816,fünfzig::NUM,яхцӏурни цӏуд,əlli
817,sechzig::NUM,пудкъад,altmış
818,siebzig::NUM,пудкъанни цӏуд,yetmiş
819,achtzig::NUM,кьудкъад,səksən
820,neunzig::NUM,кьудкъанни цӏуд,doxsan
821,hundert::NUM,виш,yüz
822,tausend::NUM,агъзур,min
823,und::CNJ,ва,və
824,oder::CNJ,я,ya
825,stehen::V,акъвазун,durmaq
826,sitzen::V,ацукьун,oturmaq
827,liegen::V,къаткун,uzanmaq
828,hängen::V,куьрс хьун,asılmaq
829,werden::V,хьун,olmaq
830,passieren::V,хьун,olmaq
831,passieren::V,хьун,baş vermək
832,beginnen::V,башламиш хьун,başlamaq
833,enden::V,куьтягь хьун,bitmək
834,wechseln::V,дегиш хьун,dəyişmək
835,aufgehen[Sonne]::V,экъечӏун,doğmaq
836,untergehen[Sonne]::V,акӏун,batmaq
837,scheinen[Sonne]::V,ишигь гун,parlamaq
838,donnern::V,къукърумар авун,guruldamaq
839,strömen::V,авахьун,axmaq
840,fließen::V,авахьун,axmaq
841,sich drehen::V,элкъуьн,dönmək
842,schwanken::V,юзун,yellənmək
843,schwingen::V,галтад хьун,yellənmək
844,fallen::V,аватун,düşmek
845,brennen::V,кун,yanmaq
846,brennen::V,ккун,yanmaq
847,regnen::V,къун,yağmaq
848,gefrieren::V,муркӏади кьун,donmaq
849,tauen::V,цӏурун,ərimək
850,schmelzen::V,цӏурун,ərimək
851,trocknen::V,кьурун,qurumaq
852,sieden::V,ругун,qaynamaq
853,faulen::V,кутӏун,çürümək
854,verfaulen::V,чуьруьтмиш хьун,çürümək
855,verfaulen::V,кутӏун,çürümək
856,reißen::V,атӏун,yırtılmaq
857,reißen::V,къазунун,yırtılmaq
858,versinken::V,батмиш хьун,batmaq
859,vergehen::V,алатун,ötmək
860,erscheinen::V,майдандиз акъатун,görünmək
861,verschwinden::V,квахьун,yox olmaq
862,sinken::V,элекьун,enmək
863,abnehmen::V,тӏимил хьун,azalmaq
864,abnehmen::V,гъвечӏи хьун,azalmaq
865,zunehmen::V,артух хьун,artmaq
866,steigen::V,хкаж хьун,yüksəlmək
867,wachsen::V,экъечӏун,böyümək
868,glänzen::V,цӏарцӏар гун,parlamaq
869,funkeln::V,нур гун,parıldamaq
870,lärmen::V,ван авун,səs-küy etmək
871,läuten::V,зенг ягъун,çalmaq
872,klingeln::V,зенг ягъун,zəng etmək
873,klirren::V,зигринг авун,cingildəmək
874,brausen::V,къати хьун,gurlamaq
875,rauschen::V,вишриш авун,xışıldamaq
876,klingen::V,ван авун,səslənmək
877,bellen::V,элуькьун,hürmək
878,heulen::V,къув ягъун,ulamaq
879,blasen::V,уф гун,üfləmək
880,pfeifen::V,уьфт ягъун,fit vermek
881,schreien::V,гьараюн,bağırmaq
882,schreien::V,гьараюн,qışqırmaq
883,stöhnen::V,суза авун,inləmək
884,zittern::V,зурзун,titrəmək
885,leben::V,яшамиш хьун,yaşamaq
886,geboren werden::V,хьун,doğmaq
887,atmen::V,нефес чӏугун,nəfəs almaq
888,trinken::V,хъун,içmek
889,essen::V,тӏуьн,yemək
890,schlucken::V,туькьуьнун,udmaq
891,müde werden::V,галатун,yorulmaq
892,müde werden::V,юргъун хьун,yorulmaq
893,einschlafen::V,ксун,yuxuya getmək
894,schlafen::V,ксун,uyumaq
895,aufwachen::V,ахварай аватун,oyanmaq
896,aufstehen::V,къарагъун,yuxudan durmaq
897,sich erholen::V,ял ягъун,dincəlmək
898,krank werden::V,кефсуз хьун,xəstə olmaq
899,krank sein::V,тӏа хьун,azarlanmaq
900,krank sein::V,тӏа хьун,xəstələnmək
901,schmerzen::V,тӏа хьун,ağrimaq
902,husten::V,уьгьуь ягъун,öksürmək
903,genesen::V,сагъ хъхьун,sağalmaq
904,sterben::V,кьин,ölmək
905,sterben::V,кьин,vəfat etmək
906,umkommen::V,терг хьун,həlak olmaq
907,sich bewegen::V,юзун,hərəkət etmək
908,sich rühren::V,юзун,tərpənmək
909,sich erheben::V,къарагъун,qalxmaq
910,sich setzen::V,ацукьун,oturmaq
911,hinfallen::V,алукьун,yıxılmaq
912,laufen::V,къекъуьн,yerimək
913,schreiten::V,ккамар къачун,addım atmaq
914,spazierengehen::V,сейр авун,gəzmək
915,eilen::V,тади авун,atılmaq
916,sich beeilen::V,гьерекатун,tələsmək
917,sausen::V,чкурун,çırpmaq
918,rennen::V,катун,qaçmaq
919,rennen::V,зверун,qaçmaq
920,springen::V,хкадарун,sıçramaq
921,klettern::V,акьахун,dırmanmaq
922,kriechen::V,капаралди фин,sürünmək
923,schwimmen::V,сирнав авун,üzmek
924,tauchen::V,кьилихъди циз вегьин,dalmaq
925,rudern::V,кьусуйралди лодка гьалун,avarlamaq
926,rudern::V,цуьруьгъуьлдалди кӏватӏун,avarlamaq
927,fahren::V,фин,sürmək
928,fliegen::V,лув гун,uçmaq
929,fliegen::V,цавай фин,uçmaq
930,gehen::V,фин,getmək
931,weggehen::V,хъфин,getmək
932,abfahren::V,фин,yola düşmək
933,abfahren::V,рекье гьатун,yola düşmək
934,anhalten::V,акъвазун,saxlamaq
935,hineingehen::V,гьахьун,girmək
936,eintreten::V,гьахьун,girmək
937,eintreten::V,гьахьун,daxil olmaq
938,kommen::V,атун,gəlmək
939,ankommen::V,атун,gəlib çatmaq
940,zurückkommen::V,хтун,qayıtmaq
941,bleiben::V,амукьун,qalmaq
942,warten::V,гуьзлемишун,gözləmək
943,erwarten::V,вил алаз акъвазун,bəkləmək
944,suchen::V,къекъуьн,aramaq
945,suchen::V,къекъуьн,axtarmaq
946,finden::V,жугъун,tapmaq
947,versuchen::V,алахъун,çalışmaq
948,vorbereiten::V,гьазурун,hazırlamaq
949,lieben::V,кӏан хьун,sevmək
950,mögen::V,рикӏ ацукьун,xoşlamaq
951,lachen::V,хъуьруьн,gülmək
952,weinen::V,шехьун,ağlamaq
953,schimpfen::V,сеперар гун,küfr etmək
954,schimpfen::V,экъуьгъунар авун,küfr etmək
955,sich ärgern::V,хъел акатун,acıqlanmaq
956,sich fürchten::V,кичӏе хьун,qorxmaq
957,fürchten::V,къурхутмиш хьун,qorxmaq
958,fliehen::V,катун,qaçmaq
959,flüchten::V,катун,qaçmaq
960,sehen::V,акун,görmək
961,anschauen::V,вил вегьин,baxmaq
962,ansehen::V,килигун,baxmaq
963,hören::V,ван хьун,duymaq
964,hören::V,ван хьун,eşitmək
965,zuhören::V,яб гун,dinləmək
966,probieren::V,дад акун,dadına baxmaq
967,riechen::V,ни чӏугун,qoxlamaq
968,fühlen::V,гьисс авун,duymaq
969,frieren::V,кьун,üşümək
970,frieren::V,мекьи хьун,üşümək
971,tun::V,авун,etmək
972,können::V,хьун,bilmək
973,können::V,хьун,bacarmaq
974,können::V,акъакьун,bilmək
975,können::V,акъакьун,bacarmaq
976,wollen::V,кӏан хьун,istəmək
977,anfangen::V,башламишун,başlamaq
978,beenden::V,куьтягьун,bitirmək
979,aufhören::V,акъвазун,bitmək
980,aufhören::V,акъвазун,qurtarmaq
981,gelingen::V,арадал атун,müvəffəq olmaq
982,geraten::V,акъатун,düşmək
983,öffnen::V,ахъаюн,açmaq
984,schließen::V,акьалун,qapamaq
985,stellen::V,эцигун,qoymaq
986,setzen::V,ацукьарун,oturtmaq
987,legen::V,эцигун,qoymaq
988,berühren::V,хкӏурун,toxunmaq
989,verbinden::V,гилигун,bağlamaq
990,bedecken::V,кӏевун,örtmək
991,aufhängen::V,куьрсарун,asmaq
992,anzünden::V,куькӏуьрун,yandırmaq
993,aufheben::V,хкажун,qaldırmaq
994,zurücklassen::V,тун,buraxmaq
995,verlieren::V,квадарун,itirmək
996,fallen lassen::V,авадрун,düşürmək
997,machen::V,авун,etmək
998,machen::V,кар авун,etmək
999,herstellen::V,расун,istehsal etmək
1000,bauen::V,туькӏуьрун,tikmək
1001,reparieren::V,расун,təmir etmək
1002,verbessern::V,хъсанрун,düzəltmək
1003,ändern::V,табдил авун,dəyişdirmək
1004,graben::V,эгъуьнун,qazımaq
1005,beugen::V,акӏажарун,əymək
1006,beugen::V,кангур авун,əymək
1007,biegen::V,патахъарун,bükmək
1008,drehen::V,алчударун,döndərmək
1009,umdrehen::V,элкъуьрун,çevirmək
1010,heben::V,хкажун,qaldırmaq
1011,hochheben::V,хкажун,qaldırmaq
1012,ergreifen::V,агалчна кьун,tutmaq
1013,halten::V,кьун,saxlamaq
1014,drücken::V,чуькьуьн,sıxmaq
1015,schieben::V,хуртӏ гун,sürmək
1016,kratzen::V,къадгъунун,qaşımaq
1017,lecken::V,мез гун,yalamaq
1018,beißen::V,кӏасун,dişləmək
1019,abreißen::V,галудун,qoparmaq
1020,abschneiden::V,атӏун,ayırmaq
1021,stecken::V,сухун,soxmaq
1022,brechen::V,хун,qırmaq
1023,brechen::V,кукӏварун,qırmaq
1024,klopfen::V,тахъ-тахъ авун,sındırmaq
1025,hauen::V,ягъун,vurmaq
1026,kleben::V,алкӏурун,apışdırmaq
1027,kleben::V,кукӏурун,apışdırmaq
1028,reiben::V,тӏушунун,ovmaq
1029,streichen::V,алтадун,sürtmək
1030,schleifen::V,кӏвенкӏв авун,bülövləmək
1031,schneiden::V,атӏун,kəsmək
1032,rütteln::V,къарсурун,sirkələmək
1033,schütteln::V,къарсурун,çalxalamaq
1034,schwenken::V,элягъун,yelləmək
1035,schwenken::V,галтадун,yelləmək
1036,schütten::V,цун,tökmək
1037,füllen::V,ацӏурун,doldurmaq
1038,einwickeln::V,кутун,sarımaq
1039,einwickeln::V,элкъуьрун,sarımaq
1040,tragen::V,тухун,daşımaq
1041,schleppen::V,галчӏурун,sürükləmək
1042,ziehen::V,ялун,çəkmək
1043,ziehen::V,чӏугун,çəkmək
1044,aufbewahren::V,хуьн,gizlətmək
1045,werfen::V,гадрун,atmaq
1046,fangen::V,кьун,tutmaq
1047,packen::V,кьун,yaxalamaq
1048,verstecken::V,кӏевун,gizlətmək
1049,teilen::V,паюн,bölmək
1050,schicken::V,ракъурун,yollamaq
1051,schicken::V,ракъурун,göndərmək
1052,bringen::V,гъун,gətirmək
1053,hinzufügen::V,алава авун,əlavə etmək
1054,bekommen::V,къачун,almaq
1055,bekommen::V,къачун,əldə etmək
1056,bekommen::V,жугъурун,almaq
1057,bekommen::V,жугъурун,əldə etmək
1058,erhalten::V,къачун,almaq
1059,nehmen::V,къачун,almaq
1060,wählen::V,хкягъун,seçmək
1061,auswählen::V,хкягъун,arımaq
1062,bewahren::V,хуьн,qorumaq
1063,behindern::V,манийвал авун,mane olmaq
1064,verderben::V,чӏурун,pozmaq
1065,beschädigen::V,нукьсанвал гун,zədələmək
1066,zerbrechen::V,хун,qırmaq
1067,zerbrechen::V,хун,sındırmaq
1068,zerreißen::V,къазунун,yırtmaq
1069,zerstören::V,чӏурун,dağıtmaq
1070,zerstören::V,барбатӏун,dağıtmaq
1071,verbrennen::V,ккун,yandırmaq
1072,geben::V,гун,vermək
1073,reichen::V,вугун,uzatmaq
1074,reichen::V,гун,uzatmaq
1075,schenken::V,пишкеш авун,vermək
1076,versprechen::V,гаф гун,vəd vermək
1077,wünschen::V,дуьа авун,arzulamaq
1078,loben::V,тариф авун,tərifləmək
1079,küssen::V,темен гун,öpmək
1080,wiegen::V,эчӏягъун,tərpətmək
1081,zudecken::V,гьалдун,örtmək
1082,wecken::V,ахварай авудун,oyatmaq
1083,zeigen::V,къалурун,göstərmək
1084,führen::V,тухун,rəhbərlik etmək
1085,lehren::V,кӏелиз тун,öyrətmək
1086,unterrichten::V,тарс гун,öyrətmək
1087,unterrichten::V,тарс гун,dərs vermək
1088,aufziehen::V,тербия гун,tərbiyə etmək
1089,aufziehen::V,тербияламишун,tərbiyə etmək
1090,leiten::V,идара авун,idarə etmək
1091,antreiben::V,тади кутун,bizləmək
1092,einladen::V,теклиф авун,dəvət etmək
1093,vereinigen::V,сад авун,birləşdirmək
1094,besuchen::V,кьилив атун,baş çəkmək
1095,besuchen::V,кьилив атун,ziyarət etmək
1096,treffen::V,гьалтун,rastlaşmaq
1097,treffen::V,гьалтун,rast gəlmək
1098,sich versammeln::V,алтӏушун,toplanmaq
1099,spielen::V,къугъун,oynamaq
1100,singen::V,лугьун,oxumaq
1101,singen::V,мани лугьун,oxumaq
1102,tanzen::V,кьуьл авун,oynamaq
1103,tanzen::V,кьуьл авун,rəqs etmək
1104,sich trennen::V,къакъатун,ayrılmaq
1105,verlassen::V,гъил къачун,tərk etmək
1106,retten::V,къутармишун,xilas etmək
1107,bewachen::V,хуьн,gözətmək
1108,schützen::V,хуьн,qorumaq
1109,verteidigen::V,хуьн,qorumaq
1110,sich schlagen::V,кукӏун,döyüşmək
1111,schießen::V,акъатун,atmaq
1112,schießen::V,акъатун,atəş açmaq
1113,siegen::V,гъалиб хьун,yenmək
1114,ärgern::V,хъел гъун,acışdırmaq
1115,ärgern::V,хъел кутун,acışdırmaq
1116,schlagen::V,ягъун,döymək
1117,schlagen::V,галукьарун,döymək
1118,treten::V,кьуьл къекъягъун,təpmək
1119,treten::V,кьуьл эцягъун,təpmək
1120,stechen::V,акьадарун,soxmaq
1121,stoßen::V,эцягъун,itələmək
1122,stehlen::V,чуьнуьхун,çalmaq
1123,stehlen::V,чуьнуьхун,oğurlamaq
1124,stören::V,хкуьрун,pozmaq
1125,belästigen::V,хкуьрун,narahat etmək
1126,belästigen::V,азият гун,narahat etmək
1127,verbergen::V,далдаламишун,gizləmək
1128,täuschen::V,алцурарун,aldatmaq
1129,täuschen::V,алцуррун,aldatmaq
1130,betrügen::V,алцурарун,aldatmaq
1131,betrügen::V,гьарамзадавал авун,aldatmaq
1132,töten::V,яна кьин,öldürmək
1133,wohnen::V,дуланмиш хьун,yaşamaq
1134,arbeiten::V,кӏвалахун,işləmək
1135,arbeiten::V,кӏвалахун,çalışmaq
1136,arbeiten::V,кӏвалах авун,işləmək
1137,arbeiten::V,кӏвалах авун,çalışmaq
1138,sammeln::V,кӏватӏун,yığmaq
1139,sammeln::V,кӏватӏун,toplamaq
1140,pflücken::V,атӏун,qoparmaq
1141,jagen::V,гъуьрч авун,ovlamaq
1142,fischen::V,гъетер кьун,balıq tutmaq
1143,fassen::V,кьун,tutmaq
1144,hüten::V,чӏура хуьн,güdmək
1145,treiben::V,гьалун,haylamaq
1146,anbinden::V,акалун,bağlamaq
1147,füttern::V,ем гун,bəsləmək
1148,melken::V,ацун,sağmaq
1149,hacken::V,куьткуьнун,yarmaq
1150,gießen::V,яд гун,sulamaq
1151,reifen::V,чурун,dəymək
1152,reifen::V,агакьун,dəymək
1153,zubereiten::V,гьазурун,bişirmək
1154,kochen::V,ругун,qaynatmaq
1155,backen::V,чурун,bişirmək
1156,braten::V,чурун,qızartmaq
1157,umrühren::V,какадарун,qarışdırmaq
1158,stricken::V,хурун,hörmək
1159,nähen::V,цун,tikmək
1160,färben::V,шир ягъун,boyamaq
1161,reinigen::V,михьун,təmizləmək
1162,waschen::V,чуьхуьн,yumaq
1163,abwischen::V,гуьцӏун,silmək
1164,spülen::V,экъуьрун,çalxamaq
1165,fegen::V,шуткун,süpürmək
1166,kehren::V,кул алтадун,süpürmək
1167,baden::V,эхъуьн,çimmək
1168,sich waschen::V,жендек чуьхуьн,yuyunmaq
1169,ausziehen::V,хутӏунун,soyunmaq
1170,ausziehen::V,галудун,soyunmaq
1171,anziehen::V,алукӏун,geymək
1172,sich anziehen::V,алукӏун,geyinmək
1173,sich anziehen::V,парталар алукӏун,geyinmək
1174,kämmen::V,эвягъун,daramaq
1175,schmücken::V,безетмишун,bəzəmək
1176,schmücken::V,гуьрчегарун,bəzəmək
1177,sagen::V,лугьун,demək
1178,sagen::V,лугьун,söymek
1179,sprechen::V,рахун,danışmaq
1180,reden::V,рахун,danışmaq
1181,sich unterhalten::V,ихтилат авун,söhbət etmək
1182,fragen::V,жузун,soruşmaq
1183,bitten::V,тӏалабун,diləmək
1184,bitten::V,тӏалабун,xahiş etmək
1185,erzählen::V,ахъаюн,bəhs etmək
1186,mitteilen::V,хабар гун,bildirmək
1187,nennen::V,тӏвар гун,adlandırmaq
1188,rufen::V,эверун,çağırmaq
1189,prahlen::V,яцӏу гафар авун,öyünmək
1190,übersetzen::V,таржума авун,tərcümə etmək
1191,übersetzen::V,гафладун,tərcümə etmək
1192,denken::V,фикир авун,düşünmək
1193,denken::V,фикир авун,fikirləşmək
1194,glauben::V,агъун,inanmaq
1195,bemerken::V,фикир гун,qeyd etmək
1196,begreifen::V,гъавурда акьун,anlamaq
1197,lernen::V,кӏелун,öyrənmək
1198,wissen::V,чир хьун,bilmək
1199,wissen::V,чирхьун,bilmək
1200,sich erinnern an::V,рикӏел хуьн,xatırlamaq
1201,vergessen::V,рикӏелай фин,unutmaq
1202,vergessen::V,рикӏелай алатун,unutmaq
1203,messen::V,алцумун,ölçmək
1204,zählen::V,гьисабун,saymaq
1205,rechnen::V,гьисабун,hesablamaq
1206,lesen::V,кӏелун,oxumaq
1207,malen::V,кхьин,şəkil çəkmək
1208,malen::V,шикилар чӏугун,şəkil çəkmək
1209,zeichnen::V,чӏугун,cızmaq
1210,schreiben::V,кхьин,yazmaq
1211,besitzen::V,иеси хьун,yiyələnmək
1212,besitzen::V,иеси хьун,malik olmaq
1213,kaufen::V,къачун,satın almaq
1214,kaufen::V,маса къачун,satın almaq
1215,verkaufen::V,гун,satmaq
1216,verkaufen::V,маса гун,satmaq
1217,bezahlen::V,къимет гун,ödəmək
1218,bezahlen::V,эвезда авун,ödəmək
1219,bezahlen::V,гьакъи агакьрун,ödəmək
1220,zahlen::V,къимет гун,ödəmək
1221,zahlen::V,эвезда авун,ödəmək
1222,zahlen::V,гьакъи агакьрун,ödəmək
1223,beherrschen::V,иеси хьун,idarə etmək
1224,ertragen::V,таб гун,dözmək
1225,Oberschenkel::N,,bud
1226,Strömung::N,,axın
1227,Moor::N,,bataqlıq
1228,Gedächtnis::N,,xatir
1229,Gedächtnis::N,,hafizə
1230,Ski::N,,xizək
1231,Platte::N,,lövhə
1232,Leine::N,,kəmsik
1233,Geschäft::N,,ticarət
1234,dick[Gegenstand]::A,,qalın
1235,auf einmal::ADV,,birdən
1236,zurück::ADV,,geriyə
1237,wieder::ADV,,yenə
1238,wehen::V,,əsmək
1239,rauchen::V,,tüstüləmək
1240,schaukeln::V,,sallanmaq
1241,rühren::V,,həyəcanlandırmaq
1242,scheinen::V,,görünmək
1243,zu sehen sein::V,,görünmək
1244,vernehmen::V,,eşitmək
1245,wenden::V,,çevirmək
1246,binden::V,,bağlamaq
1247,lassen::V,,-tırmaq
1248,erkennen::V,,tanımaq
1249,verstehen::V,,duymaq
