,Concept_ID,no,it
851,dies::PRN,dette,ciò
852,dies::PRN,dette,questo
853,das::PRN,det,ciò
854,das::PRN,det,quello
855,alles::PRN,alt,tutto
856,ich::PRN,jeg,ìo
857,du::PRN,du,tu
858,er::PRN,han,lui
859,er::PRN,han,egli
860,wir::PRN,vi,noi
861,ihr::PRN,dere,voi
862,sie::PRN,de,loro
863,was::FPRN,hva,che
864,was::FPRN,hva,che cosa
865,wer::FPRN,hvem,chi
866,wo::FADV,hvor,dove
867,wohin::FADV,hvor ... hen,dove
868,wie::FADV,hvordan,come
869,warum::FADV,hvorfor,perche
870,wieviel::FNUM,hvor mye,quanto
871,eins::NUM,en,uno
872,eins::NUM,ett,uno
873,zwei::NUM,to,due
874,drei::NUM,tre,tre
875,vier::NUM,fire,quattro
876,fünf::NUM,fem,cinque
877,sechs::NUM,seks,sei
878,sieben::NUM,sju,sette
879,acht::NUM,åtte,otto
880,neun::NUM,ni,nove
881,zehn::NUM,ti,dieci
882,elf::NUM,elleve,ùndici
883,zwölf::NUM,tolv,dodici
884,zwanzig::NUM,tjue,venti
885,dreißig::NUM,tretti,trenta
886,vierzig::NUM,førti,quaranta
887,fünfzig::NUM,femti,cinquanta
888,sechzig::NUM,seksti,sessanta
889,siebzig::NUM,sytti,settanta
890,achtzig::NUM,åtti,ottanta
891,neunzig::NUM,nitti,novanta
892,hundert::NUM,hundre,cento
893,tausend::NUM,tusen,mille
894,und::CNJ,og,e
895,oder::CNJ,eller,o
896,stehen::V,stå,stare in piedi
897,sitzen::V,sitte,sedere
898,sitzen::V,sitte,stare seduto
899,liegen::V,ligge,giacere
900,hängen::V,henge,pèndere
901,hängen::V,henge,èssere appeso
902,werden::V,bli,farsi
903,werden::V,bli,diventare
904,passieren::V,skje,succèdere
905,passieren::V,hende,succèdere
906,beginnen::V,begynne,cominciare
907,enden::V,ende,finire
908,enden::V,ende,terminare
909,enden::V,slutte,finire
910,enden::V,slutte,terminare
911,wechseln::V,veksle,variare
912,wechseln::V,veksle,cambiare
913,aufgehen[Sonne]::V,stå opp,sòrgere
914,aufgehen[Sonne]::V,stå opp,spuntare
915,untergehen[Sonne]::V,gå ned,tramontare
916,scheinen[Sonne]::V,skinne,splèndere
917,donnern::V,tordne,tonare
918,wehen::V,blåse,soffiare
919,strömen::V,strømme,fluire
920,fließen::V,flyte,fluire
921,fließen::V,flyte,scorrere
922,sich drehen::V,dreie seg,girarsi
923,schwanken::V,svaie,oscillare
924,schwanken::V,svaie,barcollare
925,schwingen::V,svinge,vibrare
926,schwingen::V,svinge,oscillare
927,fallen::V,falle,cadere
928,brennen::V,brenne,àrdere
929,brennen::V,brenne,bruciare
930,rauchen::V,ryke,fumare
931,regnen::V,regne,piòvere
932,gefrieren::V,fryse,gelarsi
933,gefrieren::V,fryse,congelarsi
934,tauen::V,tine,sciògliersi
935,schmelzen::V,smelte,fòndere
936,schmelzen::V,smelte,sciògliersi
937,trocknen::V,tørre,asciugarsi
938,sieden::V,koke,bollire
939,faulen::V,råtne,marcire
940,verfaulen::V,råtne,imputridire
941,reißen::V,briste,strapparsi
942,versinken::V,synke,affondare
943,versinken::V,synke ned,affondare
944,vergehen::V,forløpe,passare
945,erscheinen::V,synes,apparire
946,erscheinen::V,synes,comparire
947,verschwinden::V,forsvinne,sparire
948,verschwinden::V,forsvinne,scomparire
949,sinken::V,synke,calare
950,sinken::V,synke,scendere
951,abnehmen::V,avta,diminuire
952,abnehmen::V,minske,diminuire
953,zunehmen::V,tilta,aumentare
954,steigen::V,stige,salire
955,steigen::V,stige,montare
956,wachsen::V,gro,crescere
957,wachsen::V,vokse,crescere
958,glänzen::V,skinne,splèndere
959,funkeln::V,tindre,brillare
960,funkeln::V,tindre,scintillare
961,lärmen::V,bråke,strepitare
962,lärmen::V,bråke,fare chiasso
963,läuten::V,ringe,suonare
964,klingeln::V,ringe,suonare
965,klirren::V,klirre,tintinnare
966,brausen::V,bruse,rombare
967,brausen::V,bruse,rumoreggiare
968,rauschen::V,suse,frusciare
969,klingen::V,lyde,suonare
970,klingen::V,klinge,suonare
971,bellen::V,gjø,latrare
972,bellen::V,gjø,abbaiare
973,bellen::V,bjeffe,latrare
974,bellen::V,bjeffe,abbaiare
975,heulen::V,ule,urlare
976,heulen::V,ule,ululare
977,blasen::V,blåse,soffiare
978,pfeifen::V,plystre,fischiare
979,schreien::V,skrike,gridare
980,stöhnen::V,stønne,gèmere
981,zittern::V,dirre,tremare
982,zittern::V,skjelve,tremare
983,leben::V,leve,vìvere
984,geboren werden::V,fødes,nàscere
985,atmen::V,ånde,respirare
986,atmen::V,puste,respirare
987,trinken::V,drikke,bere
988,essen::V,spise,mangiare
989,schlucken::V,svelge,inghiottire
990,müde werden::V,bli trett,stancarsi
991,einschlafen::V,sovne,addormentarsi
992,schlafen::V,sove,dormire
993,aufwachen::V,våkne,svegliarsi
994,aufstehen::V,stå opp,levarsi
995,sich erholen::V,bli bra,riposarsi
996,sich erholen::V,komme seg,riposarsi
997,krank werden::V,bli syk,ammalarsi
998,krank sein::V,være syk,èssere malato
999,schmerzen::V,gjøre vondt,dolere
1000,husten::V,hoste,tossire
1001,genesen::V,komme seg,guarire
1002,sterben::V,dø,morire
1003,umkommen::V,omkomme,perire
1004,sich bewegen::V,bevege seg,agitarsi
1005,sich rühren::V,røre på seg,muòversi
1006,sich erheben::V,reise seg,alzarsi
1007,sich setzen::V,sette sig,sedersi
1008,hinfallen::V,falle over ende,cadere
1009,laufen::V,løpe,camminare
1010,laufen::V,løpe,andare a piedi
1011,schreiten::V,skride,andare
1012,schreiten::V,skride,procedere
1013,spazierengehen::V,spasere,passeggiare
1014,spazierengehen::V,spasere,andare a passeggio
1015,spazierengehen::V,gå en tur,passeggiare
1016,spazierengehen::V,gå en tur,andare a passeggio
1017,eilen::V,ile,andare in fretta
1018,sich beeilen::V,skynde seg,affrettarsi
1019,sausen::V,suse,volare
1020,sausen::V,suse,correre
1021,rennen::V,løpe,correre
1022,springen::V,hoppe,saltare
1023,springen::V,springe,saltare
1024,klettern::V,klatre,arrampicarsi
1025,schaukeln::V,huske,fare l'altalena
1026,kriechen::V,krype,strisciare
1027,schwimmen::V,svømme,nuotare
1028,tauchen::V,dykke,tuffarsi
1029,tauchen::V,dykke,immèrgersi
1030,rudern::V,ro,remare
1031,fahren::V,kjøre,andare
1032,fahren::V,kjøre,viaggiare
1033,fliegen::V,fly,volare
1034,gehen::V,gå,andare
1035,weggehen::V,gå bort,andàrsene
1036,weggehen::V,gå bort,andare via
1037,abfahren::V,reise,partire
1038,anhalten::V,stanse,fermarsi
1039,hineingehen::V,gå inn,entrare
1040,eintreten::V,tre inn,entrare
1041,kommen::V,komme,venire
1042,ankommen::V,ankomme,arrivare
1043,ankommen::V,komme til,arrivare
1044,zurückkommen::V,komme tilbake,ritornare
1045,bleiben::V,bli,restare
1046,bleiben::V,bli,rimanere
1047,bleiben::V,forbli,restare
1048,bleiben::V,forbli,rimanere
1049,warten::V,vente,aspettare
1050,erwarten::V,vente,attèndere
1051,suchen::V,søke,cercare
1052,finden::V,finne,trovare
1053,versuchen::V,prøve,tentare
1054,versuchen::V,forsøke,tentare
1055,vorbereiten::V,forberede,preparare
1056,lieben::V,elske,amare
1057,mögen::V,like,piacere a
1058,mögen::V,like,volere bene a
1059,lachen::V,le,rìdere
1060,rühren::V,røre,commuòvere
1061,weinen::V,gråte,piàngere
1062,schimpfen::V,skjelle,imprecare
1063,sich ärgern::V,ergre seg,stizzirsi
1064,sich ärgern::V,ergre seg,arrabbiarsi
1065,sich fürchten::V,være redd,avere paura
1066,fürchten::V,være redd for,temere
1067,fliehen::V,rømme,fuggire
1068,fliehen::V,flykte,fuggire
1069,flüchten::V,flykte,sfuggire
1070,sehen::V,se,vedere
1071,anschauen::V,se på,guardare
1072,anschauen::V,betrakte,guardare
1073,ansehen::V,anse,guardare
1074,hören::V,høre,udire
1075,hören::V,høre,sentire
1076,zuhören::V,tilhøre,ascoltare
1077,probieren::V,smake,degustare
1078,probieren::V,smake,assaggiare
1079,probieren::V,smake på,degustare
1080,probieren::V,smake på,assaggiare
1081,riechen::V,lukte,sentire
1082,fühlen::V,føle,sentire
1083,scheinen::V,se ut,parere
1084,scheinen::V,se ut,sembrare
1085,zu sehen sein::V,synes,vedersi
1086,vernehmen::V,få vite,sentire
1087,vernehmen::V,få vite,percepire
1088,frieren::V,fryse,aver freddo
1089,tun::V,gjøre,fare
1090,können::V,kunne,sapere
1091,wollen::V,ville,volere
1092,anfangen::V,begynne,iniziare
1093,anfangen::V,begynne,cominciare
1094,beenden::V,avslutte,finire
1095,beenden::V,avslutte,terminare
1096,aufhören::V,slutte,finire
1097,aufhören::V,slutte,cessare
1098,aufhören::V,holde opp,finire
1099,aufhören::V,holde opp,cessare
1100,gelingen::V,lykkes,riuscire
1101,geraten::V,bli,stare
1102,öffnen::V,åpne,aprire
1103,schließen::V,lukke,chiùdere
1104,schließen::V,stenge,chiùdere
1105,stellen::V,stille,porre
1106,stellen::V,stille,mettere
1107,setzen::V,sette,porre
1108,setzen::V,sette,mettere
1109,legen::V,legge,posare
1110,legen::V,legge,mettere
1111,berühren::V,berøre,toccare
1112,verbinden::V,forbinde,unire
1113,verbinden::V,forbinde,congiùngere
1114,bedecken::V,dekke,coprire
1115,bedecken::V,dekke,ricoprire
1116,aufhängen::V,henge,attaccare
1117,aufhängen::V,henge opp,attaccare
1118,anzünden::V,tenne,accèndere
1119,anzünden::V,tenne,incendiare
1120,anzünden::V,antenne,accèndere
1121,anzünden::V,antenne,incendiare
1122,anzünden::V,tenne på,accèndere
1123,anzünden::V,tenne på,incendiare
1124,aufheben::V,løfte,raccògliere
1125,aufheben::V,ta opp,raccògliere
1126,zurücklassen::V,slippe tilbake,lasciare
1127,zurücklassen::V,slippe tilbake,lasciare indietro
1128,verlieren::V,miste,pèrdere
1129,fallen lassen::V,droppe,lasciare cadere
1130,fallen lassen::V,la falle,lasciare cadere
1131,machen::V,lage,fare
1132,machen::V,gjøre,fare
1133,herstellen::V,fremstille,produrre
1134,herstellen::V,fremstille,fabbricare
1135,bauen::V,bygge,costruire
1136,reparieren::V,reparere,riparare
1137,verbessern::V,rette,migliorare
1138,verbessern::V,forbedre,migliorare
1139,ändern::V,forandre,mutare
1140,ändern::V,forandre,cambiare
1141,graben::V,grave,scavare
1142,beugen::V,bøye,chinare
1143,beugen::V,bøye,flettere
1144,biegen::V,bøye,tòrcere
1145,drehen::V,dreie,girare
1146,wenden::V,vende,girare
1147,wenden::V,vende,voltare
1148,umdrehen::V,snu,rivoltare
1149,heben::V,heve,levare
1150,hochheben::V,løfte,levare
1151,hochheben::V,løfte,sollevare
1152,ergreifen::V,gripe,afferrare
1153,ergreifen::V,få tak i,afferrare
1154,halten::V,holde,tenere
1155,drücken::V,trykke,premere
1156,schieben::V,skyve,spìngere
1157,kratzen::V,klø,grattare
1158,kratzen::V,klø,graffiare
1159,kratzen::V,klore,grattare
1160,kratzen::V,klore,graffiare
1161,lecken::V,slikke,leccare
1162,beißen::V,bite,mòrdere
1163,abreißen::V,rive av,staccarsi
1164,abreißen::V,rive av,strapparsi
1165,abschneiden::V,skjære av,tagliare
1166,binden::V,binde,legare
1167,binden::V,binde,bendare
1168,stecken::V,stikke,ficcare
1169,brechen::V,bryte,rompere
1170,brechen::V,briste,rompere
1171,klopfen::V,banke,bàttere
1172,hauen::V,hogge,picchiare
1173,kleben::V,klistre,incollare
1174,reiben::V,gni,fregare
1175,streichen::V,stryke,spalmare
1176,schleifen::V,slipe,arrotare
1177,schneiden::V,klippe,tagliare
1178,rütteln::V,ruske,scuòtere
1179,schütteln::V,riste,agitare
1180,schütteln::V,riste,scuòtere
1181,schwenken::V,svinge,agitare
1182,schwenken::V,svinge,sventolare
1183,schütten::V,helle,versare
1184,füllen::V,fylle,riempire
1185,einwickeln::V,vikle inn,involtare
1186,tragen::V,bære,portare
1187,schleppen::V,slepe,trainare
1188,schleppen::V,slepe,trascinare
1189,ziehen::V,dra,tirare
1190,ziehen::V,trekke,tirare
1191,aufbewahren::V,oppbevare,custodire
1192,aufbewahren::V,oppbevare,conservare
1193,aufbewahren::V,ta vare på,custodire
1194,aufbewahren::V,ta vare på,conservare
1195,werfen::V,kaste,gettare
1196,werfen::V,kaste,lanciare
1197,fangen::V,fange,prèndere
1198,fangen::V,fange,acchiappare
1199,packen::V,gripe,pigliare
1200,packen::V,gripe,afferrare
1201,packen::V,gripe tak i,pigliare
1202,packen::V,gripe tak i,afferrare
1203,verstecken::V,gjemme,nascondere
1204,teilen::V,dele,divìdere
1205,schicken::V,sende,inviare
1206,bringen::V,bringe,portare
1207,bringen::V,bringe,apportare
1208,hinzufügen::V,tilføye,aggiùngere
1209,bekommen::V,få,ricevere
1210,erhalten::V,få,ricevere
1211,nehmen::V,ta,prèndere
1212,wählen::V,velge,elèggere
1213,wählen::V,velge,scegliere
1214,auswählen::V,velge ut,scegliere
1215,bewahren::V,bevare,conservare
1216,behindern::V,hindre,impedire
1217,behindern::V,forhindre,impedire
1218,verderben::V,ødelegge,guastare
1219,beschädigen::V,skade,danneggiare
1220,zerbrechen::V,brekke i stykker,rompere
1221,zerbrechen::V,brekke i stykker,spezzare
1222,zerreißen::V,rive i stykker,stracciare
1223,zerstören::V,ødelegge,distrùggere
1224,verbrennen::V,brenne,bruciare
1225,verbrennen::V,brenne opp,bruciare
1226,geben::V,gi,dare
1227,reichen::V,rekke,pòrgere
1228,schenken::V,forære,regalare
1229,schenken::V,skjenke,regalare
1230,versprechen::V,love,promettere
1231,wünschen::V,ønske,augurare
1232,loben::V,rose,lodare
1233,küssen::V,kysse,baciare
1234,wiegen::V,vogge,cullare
1235,wiegen::V,vogge,dondolare
1236,zudecken::V,dekke til,coprire
1237,wecken::V,vekke,svegliare
1238,zeigen::V,vise,indicare
1239,führen::V,føre,guidare
1240,führen::V,føre,condurre
1241,lehren::V,lære,insegnare
1242,unterrichten::V,undervise,istruire
1243,unterrichten::V,undervise,insegnare
1244,aufziehen::V,oppdra,allevare
1245,leiten::V,lede,avviare
1246,leiten::V,lede,dirìgere
1247,antreiben::V,drive på,incitare
1248,lassen::V,få til å,fare
1249,einladen::V,be,invitare
1250,einladen::V,invitere,invitare
1251,vereinigen::V,forene,unire
1252,besuchen::V,besøke,visitare
1253,besuchen::V,besøke,far vìsita a
1254,treffen::V,møte,incontrare
1255,treffen::V,treffe,incontrare
1256,sich versammeln::V,forsamles,rinunirsi
1257,spielen::V,leke,giocare
1258,spielen::V,spille,giocare
1259,singen::V,synge,cantare
1260,tanzen::V,danse,danzare
1261,sich trennen::V,skilles,separarsi
1262,verlassen::V,forlate,lasciare
1263,verlassen::V,forlate,abbandonare
1264,retten::V,redde,salvare
1265,bewachen::V,bevokte,custodire
1266,schützen::V,verne,protèggere
1267,schützen::V,beskytte,protèggere
1268,verteidigen::V,forsvare,difèndere
1269,sich schlagen::V,slåss,bàttersi
1270,schießen::V,skyte,sparare
1271,siegen::V,seire,vìncere
1272,ärgern::V,ergre,stizzire
1273,treten::V,sparke,calciare
1274,stechen::V,stikke,pùngere
1275,stoßen::V,støte,urtare
1276,stoßen::V,støte,spìngere
1277,stehlen::V,stjele,rubare
1278,stören::V,forstyrre,disturbare
1279,belästigen::V,plage,molestare
1280,belästigen::V,plage,importunare
1281,belästigen::V,sjenere,molestare
1282,belästigen::V,sjenere,importunare
1283,verbergen::V,gjemme,celare
1284,verbergen::V,gjemme,nascondere
1285,täuschen::V,villede,ingannare
1286,betrügen::V,bedra,frodare
1287,betrügen::V,bedra,truffare
1288,töten::V,drepe,uccìdere
1289,wohnen::V,bo,abitare
1290,arbeiten::V,arbeide,lavorare
1291,sammeln::V,samle,raccògliere
1292,sammeln::V,samle,collezionare
1293,pflücken::V,plukke,cògliere
1294,jagen::V,jage,cacciare
1295,fischen::V,fiske,pescare
1296,fassen::V,fange,catturare
1297,fassen::V,fange,acchiappare
1298,hüten::V,vokte,pascolare
1299,treiben::V,drive,spìngere
1300,anbinden::V,feste,legare
1301,anbinden::V,feste,attaccare
1302,füttern::V,fore,dar da mangiare a
1303,melken::V,melke,mùngere
1304,hacken::V,hakke,tritare
1305,hacken::V,hakke,spaccare
1306,gießen::V,helle,annaffiare
1307,reifen::V,modne,maturare
1308,zubereiten::V,lage,preparare
1309,zubereiten::V,tilberede,preparare
1310,kochen::V,koke,cuòcere
1311,backen::V,bake,cuòcere
1312,backen::V,bake,cuòcere al forno
1313,braten::V,steke,frìggere
1314,braten::V,steke,arrostire
1315,umrühren::V,røre om,mescolare
1316,stricken::V,strikke,llavorare a maglia
1317,nähen::V,sy,cucire
1318,färben::V,farge,tìngere
1319,reinigen::V,rense,pulire
1320,reinigen::V,rense,nettare
1321,reinigen::V,gjøre ren,pulire
1322,reinigen::V,gjøre ren,nettare
1323,waschen::V,vaske,lavare
1324,abwischen::V,tørke av,asciugare
1325,spülen::V,spyle,lavare
1326,spülen::V,spyle,sciacquare
1327,spülen::V,skylle,lavare
1328,spülen::V,skylle,sciacquare
1329,fegen::V,feie,spazzare
1330,kehren::V,koste,spazzare
1331,baden::V,bade,bagnarsi
1332,baden::V,bade,fare il bagno
1333,sich waschen::V,vaske seg,lavarsi
1334,ausziehen::V,ta av,tògliersi
1335,anziehen::V,ta på,mettersi
1336,anziehen::V,ta på,indossare
1337,sich anziehen::V,kle på seg,vestirsi
1338,kämmen::V,gre,pettinare
1339,kämmen::V,kjemme,pettinare
1340,schmücken::V,pynte,ornare
1341,schmücken::V,pynte,decorare
1342,schmücken::V,smykke,ornare
1343,schmücken::V,smykke,decorare
1344,sagen::V,si,dire
1345,sprechen::V,snakke,parlare
1346,reden::V,tale,parlare
1347,reden::V,snakke,parlare
1348,sich unterhalten::V,samtale,conversare
1349,fragen::V,spørre,chièdere
1350,fragen::V,spørre,domandare
1351,bitten::V,be,pregare
1352,erzählen::V,fortelle,narrare
1353,erzählen::V,fortelle,raccontare
1354,mitteilen::V,meddele,comunicare
1355,nennen::V,kalle,nominare
1356,rufen::V,rope,chiamare
1357,prahlen::V,skryte,vantarsi
1358,übersetzen::V,oversette,tradurre
1359,denken::V,tenke,pensare
1360,glauben::V,tro,credere
1361,bemerken::V,bemerke,notare
1362,bemerken::V,bemerke,osservare
1363,bemerken::V,legge merke til,notare
1364,bemerken::V,legge merke til,osservare
1365,erkennen::V,gjenkjenne,riconoscere
1366,begreifen::V,begripe,capire
1367,begreifen::V,begripe,comprèndere
1368,verstehen::V,forstå,intèndere
1369,verstehen::V,forstå,comprèndere
1370,verstehen::V,skjønne,intèndere
1371,verstehen::V,skjønne,comprèndere
1372,lernen::V,lære,imparare
1373,lernen::V,lære,apprèndere
1374,wissen::V,vite,sapere
1375,sich erinnern an::V,huske på,ricordare
1376,sich erinnern an::V,huske på,ricordarsi di
1377,vergessen::V,glemme,dimenticare
1378,messen::V,måle,misurare
1379,zählen::V,telle,contare
1380,rechnen::V,regne,contare
1381,rechnen::V,regne,calcolare
1382,lesen::V,lese,lèggere
1383,malen::V,male,dipìngere
1384,zeichnen::V,tegne,disegnare
1385,schreiben::V,skrive,scrìvere
1386,besitzen::V,eie,possedere
1387,besitzen::V,inneha,possedere
1388,kaufen::V,kjøpe,comprare
1389,kaufen::V,kjøpe,acquistare
1390,verkaufen::V,selge,vendere
1391,bezahlen::V,betale,pagare
1392,zahlen::V,betale,pagare
1393,beherrschen::V,beherske,dominare
1394,ertragen::V,orke,sopportare
1395,schlagen::V,,bàttere
