,Concept_ID,cv,is
731,geschickt::A,ӑста,fimur
732,geschickt::A,ӑста,laginn
733,lieb::A,савнӑ,kær
734,lieb::A,савнӑ,ljúfur
735,lustig::A,хаваслӑ,kátur
736,sanft::A,ачаш,blíður
737,hungrig::A,выҫӑ,soltinn
738,hungrig::A,выҫӑ,hungraður
739,krank::A,чирлӗ,sjúkur
740,nackt::A,ҫара,nakinn
741,traurig::A,салхуллӑ,dapur
742,traurig::A,салхуллӑ,hryggur
743,lebendig::A,чӗрӗ,lifandi
744,gut::A,аван,góður
745,gut::A,лайӑх,góður
746,schlecht::A,япӑх,slæmur
747,schlecht::A,япӑх,lélegur
748,schlecht::A,начар,slæmur
749,schlecht::A,начар,lélegur
750,richtig::A,тӗрӗс,réttur
751,schlimm::A,йӗрӗнчӗк,slæmur
752,wahr::A,чӑн,sannur
753,alt::A,кивӗ,gamall
754,neu::A,ҫӗнӗ,nýr
755,ehemalig::A,пулнӑ,fyrrverandi
756,alt[Lebewesen]::A,ватӑ,gamall
757,jung::A,яш,ungur
758,jung::A,ҫамрӑк,ungur
759,arm::A,чухӑн,vesall
760,arm::A,чухӑн,fátækur
761,reich::A,пуян,ríkur
762,reich::A,пуян,auðugur
763,bekannt::A,пӗлӗш,kunnugur
764,berühmt::A,чаплӑ,frægur
765,fremd::A,ют,framandi
766,fremd::A,ют,ókunnugur
767,verschieden::A,расна,ýmis
768,nah::A,ҫывӑх,nálægur
769,nah::A,ҫывӑхри,nálægur
770,fern::A,инҫе,fjarri
771,fern::A,инҫе,fjarlægur
772,fern::A,аякри,fjarri
773,fern::A,аякри,fjarlægur
774,linker::A,сулахай,vinstri
775,rechter::A,сылтӑм,hægri
776,anderer::A,урӑх,annar
777,erster::A,пӗрремӗш,fyrsti
778,zweiter::A,иккӗмӗш,annar
779,dritter::A,виҫҫӗмӗш,þriðji
780,letzter::A,юлашки,síðasti
781,allein::ADV,пӗччен,einn
782,allein::ADV,пӗччен,aleinn
783,auf einmal::ADV,кӗмӗрккен,allt í einu
784,zusammen::ADV,пӗрле,saman
785,lange::ADV,вӑрах,lengi
786,plötzlich::ADV,сасартӑк,skyndilega
787,sofort::ADV,тӳрех,strax
788,sofort::ADV,тӳрех,þegar í stað
789,später::ADV,кайран,seinna
790,jetzt::ADV,халь,nú
791,jetzt::ADV,халь,núna
792,jetzt::ADV,халӗ,nú
793,jetzt::ADV,халӗ,núna
794,heute::ADV,паян,í dag
795,morgen::ADV,ыран,á morgun
796,bald::ADV,халех,brátt
797,bald::ADV,халех,bráðum
798,bald::ADV,кӗҫех,brátt
799,bald::ADV,кӗҫех,bráðum
800,dann::ADV,унтан,svo
801,dann::ADV,унтан,síðan
802,gestern::ADV,ӗнер,í gær
803,einst::ADV,пӗррехинче,forðum
804,damals::ADV,ун чухне,þá
805,damals::ADV,ун чухне,á þeim tímum
806,damals::ADV,апла пулсан,þá
807,damals::ADV,апла пулсан,á þeim tímum
808,danach::ADV,унтан,á eftir því
809,vorher::ADV,малтан,áður
810,zuerst::ADV,пирвай,fyrst
811,einmal::ADV,пӗррехинче,einu sinni
812,manchmal::ADV,хӑш чухне,stundum
813,oft::ADV,тӑтӑш,oft
814,immer::ADV,ялан,alltaf
815,immer::ADV,ялан,sífellt
816,niemals::ADV,нихӑҫан та,aldrei
817,hier::ADV,кунта,hér
818,hierhin::ADV,кунта,hingað
819,von hier::ADV,кунтан,héðan
820,dort::ADV,унта,þar
821,dort::ADV,унта,þarna
822,dort::ADV,ҫавӑнта,þar
823,dort::ADV,ҫавӑнта,þarna
824,dorthin::ADV,унта,þangað
825,dorthin::ADV,ҫавӑнта,þangað
826,geradeaus::ADV,тикӗс,beint áfram
827,vorwärts::ADV,малалла,áfram
828,rückwärts::ADV,хыҫала,aftur á bak
829,zurück::ADV,каялла,aftur
830,zurück::ADV,каялла,til baka
831,unten::ADV,аялта,niðri
832,unten::ADV,аялта,fyrir neðan
833,hinab::ADV,аялта,niður
834,hinab::ADV,аялта,niður eftir
835,oben::ADV,ҫӳлте,uppi
836,hinauf::ADV,ҫӳле,upp
837,hinauf::ADV,ҫӳле,upp eftir
838,überall::ADV,таҫта та,alls staðar
839,überall::ADV,пур ҫӗрте те,alls staðar
840,überall::ADV,кирек ӑҫта та,alls staðar
841,nicht::ADV,мар,ekki
842,ein wenig::ADV,пӑртак,dálítið
843,kaum::ADV,аран,varla
844,kaum::ADV,аран,tæplega
845,sehr::ADV,питӗ,mjög
846,so::ADV,апла,svo
847,so::ADV,апла,þannig
848,noch::ADV,татах,enn
849,noch::ADV,татах,ennþá
850,nur::ADV,ҫех,bara
851,nur::ADV,ҫех,aðeins
852,schon::ADV,ӗнтӗ,nú þegar
853,wieder::ADV,каллех,aftur
854,wieder::ADV,каллех,að nýju
855,vergebens::ADV,харам,árangurslaust
856,vor::PRP,умӗнче,fyrir
857,hinter::PRP,кайра,bak við
858,hinter::PRP,кайра,aftur fyrir
859,unter::PRP,айне,undir
860,unter::PRP,айӗпе,undir
861,unter::PRP,айӗнче,undir
862,unter::PRP,ҫитеспе,undir
863,durch::PRP,витӗр,gegnum
864,neben::PRP,патӗнче,hjá
865,neben::PRP,патӗнче,við hliðina á
866,zwischen::PRP,хушшинче,milli
867,zwischen::PRP,хушшинче,á milli
868,wegen::PRP,пула,vegna
869,wegen::PRP,пирки,vegna
870,dies::PRN,ку,þetta
871,dies::PRN,ҫак,þetta
872,das::PRN,ҫав,það
873,alles::PRN,пурте,allt
874,alles::PRN,йӑлт,allt
875,ich::PRN,эп,ég
876,du::PRN,эс,þú
877,er::PRN,вӑл,hann
878,wir::PRN,эпир,við
879,ihr::PRN,эсир,þið
880,sie::PRN,вӗсем,þær
881,sie::PRN,вӗсем,þeir
882,was::FPRN,мӗн,hvað
883,was::FPRN,мӗскер,hvað
884,was::FPRN,мӗн те пулин,hvað
885,wer::FPRN,кам,hver
886,wo::FADV,ӑҫта,hvar
887,wohin::FADV,ӑҫта,hvert
888,wie::FADV,епле,hvernig
889,wie::FADV,мӗнле,hvernig
890,warum::FADV,ма,hvers vegna
891,warum::FADV,мӗншӗн,hvers vegna
892,wieviel::FNUM,миҫе,hve mikill
893,eins::NUM,пӗр,einn
894,eins::NUM,пӗрре,einn
895,zwei::NUM,ик,tveir
896,zwei::NUM,икӗ,tveir
897,zwei::NUM,иккӗ,tveir
898,drei::NUM,виҫ,þrír
899,drei::NUM,виҫӗ,þrír
900,drei::NUM,виҫҫӗ,þrír
901,vier::NUM,тӑват,fjórir
902,fünf::NUM,пилӗк,fimm
903,fünf::NUM,пиллӗк,fimm
904,sechs::NUM,улт,sex
905,sechs::NUM,ултӑ,sex
906,sechs::NUM,улттӑ,sex
907,sieben::NUM,ҫич,sjö
908,sieben::NUM,ҫичӗ,sjö
909,sieben::NUM,ҫиччӗ,sjö
910,acht::NUM,сакӑр,átta
911,acht::NUM,саккӑр,átta
912,neun::NUM,тӑхӑр,níu
913,neun::NUM,тӑххӑр,níu
914,zehn::NUM,вунӑ,tíu
915,zehn::NUM,вуннӑ,tíu
916,elf::NUM,вун пӗр,ellefu
917,zwölf::NUM,вун ик,tólf
918,zwölf::NUM,вун икӗ,tólf
919,zwölf::NUM,вун иккӗ,tólf
920,zwanzig::NUM,ҫирӗм,tuttugu
921,dreißig::NUM,вӑтӑр,þrjátíu
922,vierzig::NUM,хӗрӗх,fjörutíu
923,fünfzig::NUM,аллӑ,fimmtíu
924,sechzig::NUM,утмӑл,sextíu
925,siebzig::NUM,ҫитмӗл,sjötíu
926,achtzig::NUM,сакӑр вунӑ,áttatíu
927,achtzig::NUM,сакӑр вуннӑ,áttatíu
928,neunzig::NUM,тӑхӑр вун,níutíu
929,neunzig::NUM,тӑхӑр вунӑ,níutíu
930,neunzig::NUM,тӑхӑр вуннӑ,níutíu
931,hundert::NUM,ҫӗр,hundrað
932,tausend::NUM,пин,þúsund
933,und::CNJ,та,og
934,oder::CNJ,е,eða
935,stehen::V,тӑр,standa
936,sitzen::V,лар,sitja
937,liegen::V,вырт,liggja
938,hängen::V,усӑнса тӑр,hanga
939,hängen::V,ҫакӑнса тӑр,hanga
940,werden::V,пул,verða
941,passieren::V,пул,gerast
942,beginnen::V,пуҫлан,byrja
943,enden::V,пӗт,enda
944,enden::V,пӗт,lykta
945,enden::V,вӗҫлен,enda
946,enden::V,вӗҫлен,lykta
947,wechseln::V,улшӑн,skipta
948,aufgehen[Sonne]::V,тух,koma upp
949,untergehen[Sonne]::V,анса лар,ganga til viðar
950,scheinen[Sonne]::V,пӑх,skína
951,donnern::V,кӗмсӗртет,þruma
952,donnern::V,авӑт,þruma
953,wehen::V,варкӑш,blása
954,strömen::V,тӑкӑн,streyma
955,fließen::V,юх,fljóta
956,sich drehen::V,ҫаврӑн,snúast
957,schwanken::V,чӳхен,riða
958,schwanken::V,чӳхен,rugga
959,schwingen::V,суллан,sveiflast
960,fallen::V,кип,falla
961,fallen::V,тӳр кип,falla
962,fallen::V,татӑлса ан,falla
963,brennen::V,ҫун,brenna
964,rauchen::V,мӑкӑрлан,reykja
965,rauchen::V,тӗтӗм кӑлар,reykja
966,regnen::V,ҫумӑр ҫӑвать,rigna
967,gefrieren::V,шӑн,frjósa
968,tauen::V,ирӗл,þiðna
969,schmelzen::V,ирӗл,bráðna
970,trocknen::V,тип,þorna
971,sieden::V,вӗре,sjóða
972,faulen::V,ҫӗр,rotna
973,verfaulen::V,ҫӗр,rotna
974,reißen::V,ҫурӑл,rifna
975,versinken::V,пут,sökkva
976,vergehen::V,ирт,líða
977,erscheinen::V,курӑн,birtast
978,erscheinen::V,курӑнса кай,birtast
979,verschwinden::V,ҫухал,hverfa
980,sinken::V,чак,síga
981,abnehmen::V,чак,lækka
982,abnehmen::V,чак,minnka
983,zunehmen::V,пысӑклан,aukast
984,steigen::V,ҫӗклен,stíga
985,wachsen::V,ӳс,vaxa
986,glänzen::V,ҫиҫ,glóa
987,glänzen::V,ҫиҫ,glampa
988,funkeln::V,ялкӑш,leiftra
989,funkeln::V,йӑлтӑртат,leiftra
990,lärmen::V,шавла,hafa hátt
991,läuten::V,шӑнкӑравла,hringja
992,klingeln::V,шӑнкӑравла,hringja
993,klirren::V,калтлат,glamra
994,klirren::V,калтлат,skrölta
995,klirren::V,шӑнкӑлтат,glamra
996,klirren::V,шӑнкӑлтат,skrölta
997,brausen::V,ахӑр,ólga
998,rauschen::V,вашӑлтат,suða
999,rauschen::V,чашӑлтат,suða
1000,klingen::V,янӑра,hljóma
1001,bellen::V,вӗр,gelta
1002,heulen::V,ула,væla
1003,heulen::V,ула,ýlfra
1004,blasen::V,вӗр,blása
1005,pfeifen::V,шӑхӑр,blístra
1006,schreien::V,кӑшкӑр,æpa
1007,stöhnen::V,йынӑш,stynja
1008,zittern::V,чӗтре,titra
1009,zittern::V,чӗтре,skjálfa
1010,leben::V,пурӑн,lifa
1011,geboren werden::V,ҫурал,fæðast
1012,atmen::V,сывла,anda
1013,atmen::V,сывла,draga andann
1014,trinken::V,ӗҫ,drekka
1015,essen::V,ҫи,borða
1016,schlucken::V,ҫӑт,kingja
1017,müde werden::V,ӗшен,þreytast
1018,einschlafen::V,ыйха пут,sofna
1019,einschlafen::V,ҫывӑрса кай,sofna
1020,schlafen::V,ҫывӑр,sofa
1021,aufwachen::V,вӑран,vakna
1022,aufstehen::V,тӑр,fara á fætur
1023,sich erholen::V,кан,hvíla sig
1024,krank werden::V,чирле,veikjast
1025,krank werden::V,чирле,verða veikur
1026,krank sein::V,чирле,vera veikur
1027,schmerzen::V,сур,kenna til
1028,schmerzen::V,ырат,kenna til
1029,husten::V,ӳсӗр,hósta
1030,genesen::V,сывал,batna
1031,genesen::V,сывал,frískast
1032,genesen::V,тӳрлен,batna
1033,genesen::V,тӳрлен,frískast
1034,sterben::V,вил,deyja
1035,umkommen::V,вил,farast
1036,sich bewegen::V,куҫ,bifast
1037,sich rühren::V,хускал,hreyfast
1038,sich erheben::V,тӑр,standa upp
1039,sich setzen::V,лар,setjast
1040,hinfallen::V,ӳк,detta
1041,laufen::V,ут,labba
1042,schreiten::V,ут,ganga
1043,spazierengehen::V,уҫӑлса ҫӳре,ganga sér til skemmtunar
1044,spazierengehen::V,уткаласа ҫӳре,ganga sér til skemmtunar
1045,eilen::V,васка,fara hratt
1046,eilen::V,хыпалан,fara hratt
1047,sich beeilen::V,васка,flýta sér
1048,sich beeilen::V,хыпалан,flýta sér
1049,sausen::V,ыткӑн,þjóta
1050,sausen::V,вӗҫтер,þjóta
1051,rennen::V,чуп,hlaupa
1052,springen::V,сик,stökkva
1053,klettern::V,улӑх,klifra
1054,schaukeln::V,йӳрӗн,róla
1055,schaukeln::V,йӳрӗн,rugga
1056,kriechen::V,шу,skríða
1057,kriechen::V,упален,skríða
1058,schwimmen::V,иш,synda
1059,tauchen::V,чӑм,kafa
1060,rudern::V,авӑс,róa
1061,fahren::V,пыр,aka
1062,fahren::V,пыр,fara
1063,fliegen::V,вӗҫ,fljúga
1064,gehen::V,кай,fara
1065,gehen::V,кай,ganga
1066,weggehen::V,кай,fara burt
1067,weggehen::V,кай,ganga burt
1068,abfahren::V,тапран,aka burt
1069,anhalten::V,чарӑн,stöðva
1070,hineingehen::V,кӗр,ganga inn
1071,eintreten::V,кӗр,koma inn
1072,eintreten::V,кӗр,ganga inn
1073,kommen::V,кил,koma
1074,ankommen::V,ҫит,koma til
1075,zurückkommen::V,таврӑн,koma til baka
1076,zurückkommen::V,каялла кил,koma til baka
1077,bleiben::V,юл,haldast
1078,bleiben::V,юл,vera kyrr
1079,warten::V,кӗт,bíða
1080,erwarten::V,кӗт,búast við
1081,erwarten::V,кӗт,eiga von á
1082,suchen::V,шыра,leita
1083,finden::V,туп,finna
1084,versuchen::V,пикен,reyna
1085,vorbereiten::V,хатӗрле,undirbúa
1086,lieben::V,юрат,elska
1087,mögen::V,кӑмӑлла,þykja gott
1088,mögen::V,кӑмӑлла,falla í geð
1089,mögen::V,килӗштер,þykja gott
1090,mögen::V,килӗштер,falla í geð
1091,lachen::V,кул,hlæja
1092,lachen::V,ахӑлтат,hlæja
1093,rühren::V,ҫулӑх,snerta
1094,weinen::V,йӗр,gráta
1095,weinen::V,макӑр,gráta
1096,schimpfen::V,вӑрҫ,skammast
1097,schimpfen::V,ятлаҫ,skammast
1098,sich ärgern::V,ҫиллен,sárna
1099,sich ärgern::V,ҫиллен,gremjast
1100,sich fürchten::V,шиклен,óttast
1101,fürchten::V,хӑра,óttast
1102,fliehen::V,тар,flýja
1103,flüchten::V,чупса тар,strjúka
1104,sehen::V,кур,sjá
1105,anschauen::V,пӑхса ил,horfa á
1106,ansehen::V,пӑх,líta á
1107,hören::V,илт,heyra
1108,zuhören::V,итле,hlusta
1109,zuhören::V,тӑнла,hlusta
1110,probieren::V,астив,smakka
1111,riechen::V,шӑршла,þefa
1112,fühlen::V,туй,finna til
1113,fühlen::V,сис,finna til
1114,scheinen::V,туйӑн,virðast
1115,zu sehen sein::V,курӑн,vera að sjá
1116,vernehmen::V,пӑл,heyra
1117,vernehmen::V,пӑл,greina
1118,frieren::V,йӳтен,frjósa
1119,tun::V,ту,gera
1120,können::V,пултар,geta
1121,wollen::V,те,ætla
1122,wollen::V,те,vilja
1123,anfangen::V,пуҫла,hefja
1124,beenden::V,пӗтер,enda
1125,beenden::V,пӗтер,ljúka
1126,aufhören::V,пӑрах,lykta
1127,gelingen::V,ӑн,heppnast
1128,geraten::V,пул,lukkast
1129,öffnen::V,уҫ,opna
1130,schließen::V,хуп,loka
1131,stellen::V,ларт,láta
1132,stellen::V,ларт,setja
1133,stellen::V,тӑрат,láta
1134,stellen::V,тӑрат,setja
1135,setzen::V,ларт,láta
1136,setzen::V,ларт,setja
1137,legen::V,хур,láta
1138,legen::V,хур,leggja
1139,berühren::V,перӗн,koma við
1140,verbinden::V,сып,sameina
1141,bedecken::V,вит,hylja
1142,aufhängen::V,ҫак,hengja
1143,aufhängen::V,ҫак,hengja upp
1144,anzünden::V,ҫут,kveikja í
1145,aufheben::V,ҫӗкле,taka upp
1146,aufheben::V,ҫӗкле,lyfta upp
1147,zurücklassen::V,манса хӑвар,skilja eftir
1148,verlieren::V,ҫӗтер,týna
1149,verlieren::V,ҫӗтер,glata
1150,fallen lassen::V,ӳкер,missa
1151,machen::V,ту,búa til
1152,herstellen::V,ӑстала,framleiða
1153,bauen::V,ту,smíða
1154,bauen::V,ту,byggja
1155,reparieren::V,юса,gera við
1156,verbessern::V,лайӑхлат,bæta
1157,ändern::V,улӑштар,breyta
1158,graben::V,чав,grafa
1159,graben::V,чакала,grafa
1160,beugen::V,кукӑрт,beygja
1161,biegen::V,ав,sveigja
1162,biegen::V,кукӑрт,sveigja
1163,drehen::V,ҫавӑр,snúa
1164,wenden::V,ӳпӗнтер,snúa
1165,wenden::V,ӳпӗнтер,venda
1166,umdrehen::V,ҫавӑр,venda
1167,umdrehen::V,ҫавӑр,snúa við
1168,heben::V,хӑпарт,hefja
1169,hochheben::V,йӑт,lyfta upp
1170,ergreifen::V,тыт,grípa
1171,halten::V,тыт,rúma
1172,halten::V,тыт,halda
1173,drücken::V,пус,þjá
1174,drücken::V,пус,þrýsta
1175,schieben::V,тӗк,ýta
1176,schieben::V,тӗрт,ýta
1177,kratzen::V,хыр,klóra
1178,lecken::V,ҫула,sleikja
1179,beißen::V,ҫырт,bíta
1180,beißen::V,хып,bíta
1181,abreißen::V,тат,rífa af
1182,abreißen::V,тат,rífa frá
1183,abschneiden::V,кас,skera af
1184,abschneiden::V,кас,klippa af
1185,binden::V,ҫых,binda
1186,stecken::V,чик,stinga
1187,brechen::V,хуҫ,brjóta
1188,klopfen::V,такка,berja
1189,klopfen::V,такка,klappa
1190,hauen::V,шакка,berja
1191,hauen::V,шакка,höggva
1192,kleben::V,ҫыпӑҫтар,líma
1193,reiben::V,сӑтӑр,núa
1194,streichen::V,сӗр,smyrja
1195,schleifen::V,хӑйра,slípa
1196,schneiden::V,кас,skera
1197,schneiden::V,кас,klippa
1198,rütteln::V,лӑка,skaka
1199,rütteln::V,силлентер,skaka
1200,schütteln::V,лӑка,hrista
1201,schütteln::V,силлентер,hrista
1202,schwenken::V,сулла,sveifla
1203,schütten::V,тултар,hella
1204,füllen::V,тултар,fylla
1205,einwickeln::V,чӗрке,vefja inn í
1206,tragen::V,ҫӗкле,bera
1207,schleppen::V,сӗтӗр,draga
1208,ziehen::V,тӑс,toga
1209,ziehen::V,тӑс,draga
1210,aufbewahren::V,усра,geyma
1211,werfen::V,пӑрах,kasta
1212,fangen::V,тыт,grípa
1213,packen::V,тыт,þrífa í
1214,verstecken::V,пытарса хур,fela
1215,teilen::V,уйӑр,deila
1216,teilen::V,пайла,deila
1217,schicken::V,яр,senda
1218,bringen::V,кӳр,færa
1219,bringen::V,кӳр,flytja
1220,hinzufügen::V,хуш,bæta við
1221,bekommen::V,ил,hljóta
1222,bekommen::V,ил,ná
1223,bekommen::V,туян,hljóta
1224,bekommen::V,туян,ná
1225,erhalten::V,ил,fá
1226,erhalten::V,туян,fá
1227,nehmen::V,ил,taka
1228,wählen::V,суйла,velja
1229,auswählen::V,суйла,velja úr
1230,bewahren::V,упра,gæta
1231,bewahren::V,упра,vernda
1232,behindern::V,кансӗрле,varna
1233,behindern::V,чӑрмантар,varna
1234,verderben::V,пӑс,spilla
1235,beschädigen::V,пӑс,skemma
1236,zerbrechen::V,ват,brjóta
1237,zerbrechen::V,ҫӗмӗр,brjóta
1238,zerreißen::V,ҫур,rífa
1239,zerreißen::V,ҫур,rífa sundur
1240,zerstören::V,иш,rífa niður
1241,verbrennen::V,ҫунтар,brenna
1242,geben::V,пар,gefa
1243,reichen::V,пар,rétta
1244,schenken::V,парнеле,gefa
1245,versprechen::V,тума пул,lofa
1246,versprechen::V,тума пул,heita
1247,versprechen::V,сӑмах пар,lofa
1248,versprechen::V,сӑмах пар,heita
1249,wünschen::V,сун,óska
1250,loben::V,ырла,lofa
1251,loben::V,ырла,hrósa
1252,küssen::V,чуп ту,kyssa
1253,wiegen::V,сиктер,rugga
1254,wiegen::V,силле,rugga
1255,zudecken::V,вит,þekja
1256,zudecken::V,вит,breiða yfir
1257,wecken::V,вӑрат,vekja
1258,zeigen::V,кӑтарт,sýna
1259,führen::V,илсе пыр,leiða
1260,führen::V,ҫавӑтса пыр,leiða
1261,lehren::V,вёрент,kenna
1262,unterrichten::V,вёрент,fræða
1263,aufziehen::V,вӗрент,ala upp
1264,leiten::V,тытса пыр,stjórna
1265,antreiben::V,васкат,hvetja
1266,lassen::V,пусахла,láta
1267,lassen::V,хуш,láta
1268,einladen::V,чӗн,bjóða heim
1269,vereinigen::V,пӗрлештер,sameina
1270,besuchen::V,ҫит,heimsækja
1271,besuchen::V,кӗрсе кур,heimsækja
1272,treffen::V,тӗл пул,hitta
1273,sich versammeln::V,пуҫтарӑн,safnast saman
1274,spielen::V,выля,leika sér
1275,singen::V,юрла,syngja
1276,tanzen::V,ташла,dansa
1277,sich trennen::V,уйрӑл,skiljast
1278,verlassen::V,хӑвар,yfirgefa
1279,retten::V,ҫӑл,bjarga
1280,bewachen::V,хуралла,gæta
1281,bewachen::V,хуралла,hafa vörð á
1282,schützen::V,сыхла,vernda
1283,verteidigen::V,хӳтӗле,verja
1284,sich schlagen::V,ҫапӑҫ,slást
1285,sich schlagen::V,ҫапӑҫ,berjast
1286,schießen::V,пер,skjóta
1287,siegen::V,ҫӗн,sigra
1288,siegen::V,ҫӗнтер,sigra
1289,ärgern::V,тарӑхтар,ergja
1290,ärgern::V,тарӑхтар,skaprauna
1291,ärgern::V,ҫиллентер,ergja
1292,ärgern::V,ҫиллентер,skaprauna
1293,schlagen::V,ҫап,slá
1294,schlagen::V,ҫап,lemja
1295,treten::V,тап,sparka
1296,stechen::V,чик,stinga
1297,stoßen::V,чыш,hrinda
1298,stehlen::V,вӑрла,stela
1299,stören::V,кансӗрле,trufla
1300,belästigen::V,аптӑрат,ónáða
1301,belästigen::V,хупла,ónáða
1302,verbergen::V,пытар,leyna
1303,täuschen::V,суй,gabba
1304,täuschen::V,суй,blekkja
1305,betrügen::V,ултала,svíkja
1306,betrügen::V,ултала,blekkja
1307,töten::V,вӗлер,drepa
1308,wohnen::V,чуна пар,búa
1309,wohnen::V,парӑнса тӑр,búa
1310,arbeiten::V,ӗҫле,vinna
1311,sammeln::V,пух,safna
1312,pflücken::V,тат,tína
1313,pflücken::V,тат,reyta
1314,jagen::V,сунара ҫӳре,veiða
1315,fischen::V,пулӑ тыт,fiska
1316,fassen::V,тыт,veiða
1317,hüten::V,кӗт,gæta
1318,hüten::V,кӗт,vakta
1319,treiben::V,хӑвала,reka
1320,anbinden::V,кӑкар,binda við
1321,anbinden::V,кӑкар,binda fast
1322,füttern::V,ҫитер,fóðra
1323,melken::V,су,mjólka
1324,hacken::V,вакла,höggva
1325,gießen::V,шӑвар,hella
1326,reifen::V,пиҫ,þroskast
1327,zubereiten::V,пӗҫер,elda
1328,zubereiten::V,пӗҫер,tilbúa
1329,kochen::V,пӗҫер,sjóða
1330,backen::V,пӗҫер,baka
1331,braten::V,ӑшала,steikja
1332,umrühren::V,хутӑштар,hræra í
1333,stricken::V,ҫых,prjóna
1334,nähen::V,ҫӗле,sauma
1335,färben::V,пӗвет,lita
1336,reinigen::V,тасат,hreinsa
1337,waschen::V,ҫу,þvo
1338,abwischen::V,шӑл,þerra
1339,spülen::V,чӳхе,skola
1340,spülen::V,чӳхе,þvo upp
1341,fegen::V,шӑл,sópa
1342,fegen::V,шӑл,hreinsa
1343,kehren::V,шӑл,sópa
1344,baden::V,шыва кӗр,baða sig
1345,sich waschen::V,ҫӑвӑн,þvo sér
1346,ausziehen::V,салан,fara úr
1347,anziehen::V,тӑхӑн,fara í
1348,sich anziehen::V,тӑхӑн,klæðast
1349,kämmen::V,тура,greiða
1350,schmücken::V,илемлет,prýða
1351,schmücken::V,илемлет,skreyta
1352,sagen::V,те,segja
1353,sprechen::V,кала,tala
1354,reden::V,сӑмахла,ræða
1355,reden::V,калаҫ,ræða
1356,sich unterhalten::V,пупле,spjalla
1357,sich unterhalten::V,пупле,ræðast við
1358,fragen::V,ыйт,spyrja
1359,bitten::V,ыйт,biðja
1360,erzählen::V,каласа пар,segja frá
1361,mitteilen::V,пӗлтер,tilkynna
1362,mitteilen::V,хыпарла,tilkynna
1363,nennen::V,те,nefna
1364,nennen::V,чӗн,nefna
1365,rufen::V,чӗн,kalla
1366,prahlen::V,мухтан,gorta
1367,prahlen::V,вӗҫкӗнлен,gorta
1368,übersetzen::V,куҫар,þýða
1369,denken::V,шухӑшла,hugsa
1370,glauben::V,ӗнен,trúa
1371,bemerken::V,асӑрха,taka eftir
1372,erkennen::V,палла,þekkja
1373,begreifen::V,ӑнлан,skilja
1374,verstehen::V,пӗл,skilja
1375,lernen::V,вӗрен,læra
1376,wissen::V,пӗл,vita
1377,wissen::V,ӑнкар,vita
1378,sich erinnern an::V,аса ил,minnast
1379,vergessen::V,ман,gleyma
1380,vergessen::V,манса кай,gleyma
1381,messen::V,виҫ,mæla
1382,zählen::V,шутла,telja
1383,rechnen::V,шутла,reikna
1384,lesen::V,вула,lesa
1385,malen::V,ӳкер,mála
1386,zeichnen::V,ӳкер,teikna
1387,schreiben::V,ҫыр,skrifa
1388,besitzen::V,тыт,hafa
1389,kaufen::V,ил,kaupa
1390,kaufen::V,туян,kaupa
1391,verkaufen::V,сут,selja
1392,bezahlen::V,тӳле,borga
1393,zahlen::V,тӳле,borga
1394,beherrschen::V,тыт,hafa á valdi sínu
1395,ertragen::V,тӳс,þola
1396,Bauch::N,,kviður
