,Concept_ID,ga,no
177,Klaue::N,crúb,klauv
178,Klaue::N,crobh,klauv
179,Kralle::N,crobh,klo
180,Schwanz::N,eireaball,hale
181,Ei::N,ubh,egg
182,Nest::N,nead,rede
183,Bau::N,brocais,hi
184,Tier::N,ainmhí,dyr
185,Tier::N,beithíoch,dyr
186,Herde::N,tréad,flokk
187,Kuh::N,bó,ku
188,Bulle::N,tarbh,tyr
189,Pferd::N,each,hest
190,Pferd::N,capall,hest
191,Schaf::N,caora,får
192,Schwein::N,muc,gris
193,Hund::N,madra,hund
194,Katze::N,cat,katt
195,Bär::N,béar,bjørn
196,Eichhörnchen::N,iora,ekorn
197,Elch::N,eilc,elg
198,Fuchs::N,sionnach,rev
199,Fuchs::N,madra rua,rev
200,Hase::N,giorria,hare
201,Maus::N,luch,mus
202,Wolf::N,mac tíre,ulv
203,Wolf::N,mac tíre,varg
204,Vogel::N,éan,fugl
205,Schwarm::N,saithe,sverm
206,Huhn::N,cearc,høne
207,Hahn::N,coileach,hane
208,Gans::N,gé,gås
209,Adler::N,iolar,ørn
210,Ente::N,lacha,and
211,Eule::N,ulchabhán,ugle
212,Kranich::N,grús,trane
213,Krähe::N,caróg,kråke
214,Krähe::N,préachán,kråke
215,Kuckuck::N,cuach,gjøk
216,Schwan::N,eala,svane
217,Fisch::N,iasc,fisk
218,Barsch::N,péirse,abbor
219,Hecht::N,liús,gjedde
220,Schlange[Tier]::N,nathair,orm
221,Schlange[Tier]::N,nathair,slange
222,Wurm::N,péist,orm
223,Wurm::N,péist,mark
224,Spinne::N,damhán alla,edderkopp
225,Ameise::N,seangán,maur
226,Laus::N,míol,lus
227,Mücke::N,muiscít,mygg
228,Mücke::N,corrmhíol,mygg
229,Fliege::N,cuil,flue
230,Fliege::N,cuileog,flue
231,Schmetterling::N,féileacán,sommerfugl
232,Beere::N,caor,bær
233,Apfel::N,úll,eple
234,Pilz::N,beacán,sopp
235,Pilz::N,muisiriún,sopp
236,Zwiebel::N,oinniún,løk
237,Saat::N,síol,sæd
238,Korn::N,gráinne,korn
239,Heu::N,féar,høy
240,Schale::N,scaimh,skall
241,Grube::N,poll,grop
242,Falle::N,gaiste,felle
243,Schlinge::N,sealán,snare
244,Spur::N,rian,spor
245,Asche::N,luaith,aske
246,Dreck::N,salachar,møkk
247,Dreck::N,salachar,skitt
248,Eisen::N,iarann,jern
249,Gold::N,ór,gull
250,Silber::N,airgead,sølv
251,Kohle::N,gual,kol
252,Kohle::N,gual,kull
253,Glas::N,gloine,glass
254,Lehm::N,cré,leire
255,Sand::N,gaineamh,sand
256,Mensch::N,duine,menneske
257,Mann::N,fear,mann
258,Frau::N,bean,kvinne
259,Kind::N,gasúr,barn
260,Kind::N,páiste,barn
261,Junge::N,buachaill,gutt
262,Mädchen::N,cailín,pike
263,Mädchen::N,cailín,jente
264,Familie::N,teaghlach,familie
265,Familie::N,comhluadar,familie
266,Großvater::N,seanathair,bestefar
267,Großmutter::N,seanmháthair,bestemor
268,Eltern::N,tuismitheoirí,foreldre
269,Vater::N,athair,far
270,Mutter::N,máthair,mor
271,Sohn::N,mac,sønn
272,Tochter::N,iníon,datter
273,Bruder::N,deartháir,bror
274,Schwester::N,deirfiúr,søster
275,Onkel::N,uncail,onkel
276,Tante::N,aintín,tante
277,Ehemann::N,fear céile,ektemann
278,Ehefrau::N,bean chéile,hustru
279,Freude::N,áthas,glede
280,Gelächter::N,gáire,latter
281,Glück::N,séan,lykke
282,Glück::N,sonas,lykke
283,Kummer::N,brón,sorg
284,Kummer::N,buairt,sorg
285,Wunsch::N,guí,ønske
286,Wunsch::N,achainí,ønske
287,Lust::N,fonn,lyst
288,Geist::N,meon,ånd
289,Geist::N,spiorad,ånd
290,Gedanke::N,smaoineamh,tanke
291,Gedächtnis::N,cuimhne,minne
292,Gedächtnis::N,cuimhne,hukommelse
293,Verstand::N,ciall,forstand
294,Verstand::N,intinn,forstand
295,Sinn::N,brí,mening
296,Sinn::N,brí,betydning
297,Sinn::N,ciall,mening
298,Sinn::N,ciall,betydning
299,Grund::N,fáth,grunn
300,Wahrheit::N,fírinne,sannhet
301,Gespräch::N,comhrá,samtale
302,Märchen::N,scéal,eventyr
303,Erzählung::N,scéal,fortelling
304,Nachricht::N,teachtaireacht,melding
305,Neuigkeit::N,scéala,nyhet
306,Name::N,ainm,navn
307,Rätsel::N,tomhas,gåte
308,Rede::N,óráid,tale
309,Rede::N,aitheasc,tale
310,Sprache::N,teanga,språk
311,Stimme::N,guth,stemme
312,Wort::N,focal,ord
313,Zeichen::N,comhartha,tegn
314,Ruf::N,glaoch,rop
315,Lärm::N,torann,bråk
316,Laut::N,fuaim,lyd
317,Ton::N,ton,tone
318,Lied::N,amhrán,vise
319,Ruhe::N,suaimhneas,ro
320,Leute::N,muintir,folk
321,Volk::N,pobal,folk
322,Arbeit::N,obair,arbeid
323,Gast::N,aoi,gjest
324,Geschenk::N,féirín,gave
325,Geschenk::N,bronntanas,gave
326,Spiel::N,cluiche,lek
327,Spiel::N,cluiche,spill
328,Gesellschaft::N,comhluadar,selskap
329,Hilfe::N,cúnamh,hjelp
330,Hilfe::N,cabhair,hjelp
331,Freund::N,cara,venn
332,Kamerad::N,comrádaí,kamerat
333,Angelegenheit::N,ábhar,sak
334,Angelegenheit::N,ábhar,anliggende
335,Anzahl::N,líon,antall
336,Art::N,sórt,art
337,Art::N,sórt,slag
338,Art::N,saghas,art
339,Art::N,saghas,slag
340,Stück::N,píosa,stykke
341,Teil::N,cuid,del
342,Teil::N,páirt,del
343,Hälfte::N,leath,halvdel
344,Kreis::N,ciorcal,ring
345,Kreis::N,ciorcal,sirkel
346,Kreuz::N,cros,kors
347,Kreuz::N,cros,kryss
348,Linie::N,líne,linje
349,Strich::N,stríoc,strek
350,Abstand::N,achar,avstand
351,Entfernung::N,fad,avstand
352,Gegend::N,ceantar,strøk
353,Platz::N,áit,plass
354,Platz::N,spás,plass
355,Ort::N,áit,sted
356,Seite::N,taobh,side
357,Mitte::N,lár,midte
358,Gegenstand::N,ball,gjenstand
359,Gegenstand::N,ábhar,gjenstand
360,Sache::N,ní,sak
361,Sache::N,rud,sak
362,Rand::N,imeall,rand
363,Rand::N,ciumhais,rand
364,Kante::N,corr,kant
365,Kante::N,colbha,kant
366,Ecke::N,coirnéal,hjørne
367,Spitze::N,gob,spiss
368,Spitze::N,barr,spiss
369,Ende::N,ceann,ende
370,Ende::N,foirceann,ende
371,Loch::N,poll,hull
372,Winkel::N,cúinne,vinkel
373,Winkel::N,uillinn,vinkel
374,Muster::N,patrún,mønster
375,Größe::N,méid,størrelse
376,Größe::N,toise,størrelse
377,Länge::N,fad,lengde
378,Höhe::N,airde,høyde
379,Gewicht::N,meáchan,vekt
380,Menge::N,méid,mengde
381,Haufen::N,cnap,haug
382,Haufen::N,cnap,bunke
383,Reihe::N,líne,rekke
384,Reihe::N,sraith,rekke
385,Boot::N,bád,båt
386,Ruder::N,rámh,åre
387,Ruder::N,maide rámha,åre
388,Schlitten::N,carr sleamhnáin,slede
389,Schlitten::N,carr sleamhnáin,kjelke
390,Ski::N,scí,ski
391,Lagerfeuer::N,tine champa,leirbål
392,Last::N,ualach,bør
393,Last::N,ualach,last
394,Gang::N,siúlóid,gang
395,Schritt::N,céim,steg
396,Schritt::N,céim,skritt
397,Schritt::N,coiscéim,steg
398,Schritt::N,coiscéim,skritt
399,Norden::N,tuaisceart,nord
400,Süden::N,deisceart,sør
401,Westen::N,iarthar,vest
402,Osten::N,oirthear,øst
403,Holz::N,adhmad,tre
404,Brett::N,clár,fjøl
405,Brett::N,clár,brett
406,Platte::N,leac,plate
407,Stütze::N,taca,støtte
408,Stange::N,polla,stang
409,Stange::N,cuaille,stang
410,Stock::N,bata,pinne
411,Stock::N,maide,pinne
412,Stab::N,maide,stav
413,Stab::N,maide,kjepp
414,Stab::N,bachall,stav
415,Stab::N,bachall,kjepp
416,Rohr::N,píopa,rør
417,Haus::N,teach,hus
418,Heim::N,baile,hjem
419,Ofen::N,sornóg,ovn
420,Fußboden::N,urlár,gulv
421,Tisch::N,bord,bord
422,Tisch::N,tábla,bord
423,Stuhl::N,cathaoir,stol
424,Wiege::N,cliabhán,vogge
425,Bett::N,leaba,seng
426,Regal::N,seilf,reol
427,Regal::N,seilf,hylle
428,Kiste::N,bosca,kasse
429,Fenster::N,fuinneoig,vindu
430,Tür::N,doras,dør
431,Tor::N,geata,port
432,Zaun::N,fál,gjerde
433,Zaun::N,claí,gjerde
434,Dach::N,díon,tak
435,Leiter::N,dréimire,stige
436,Besen::N,scuab,kost
437,Spaten::N,spád,spade
438,Spaten::N,rámhainn,spade
439,Schaufel::N,sluasaid,skuffe
440,Gabel::N,forc,gaffel
441,Gabel::N,gabhlóg,gaffel
442,Löffel::N,spúnóg,skje
443,Messer::N,scian,kniv
444,Nagel::N,tairne,spiker
445,Netz::N,líon,nett
446,Netz::N,eangach,nett
447,Haken::N,croch,krok
448,Griff::N,cos,tak
449,Griff::N,cos,håndtak
450,Griff::N,hanla,tak
451,Griff::N,hanla,håndtak
452,Schloss::N,glas,lås
453,Bild::N,pictiúr,bilde
454,Figur::N,fíor,figur
455,Puppe::N,bábóg,dukke
456,Beutel::N,mála,pose
457,Beutel::N,mealbhóg,pose
458,Bündel::N,beart,bylt
459,Tasche::N,mála,veske
460,Eimer::N,buicéad,bøtte
461,Deckel::N,clár,lokk
462,Deckel::N,claibín,lokk
463,Geschirr::N,soithí,kjøkkentøy
464,Geschirr::N,gréithe,kjøkkentøy
465,Sack::N,sac,sekk
466,Sack::N,mála,sekk
467,Tasse::N,cupán,kopp
468,Topf::N,pota,gryte
469,Kessel::N,citeal,kjele
470,Essen::N,béile,mål
471,Nahrung::N,bia,mat
472,Nahrung::N,bia,næring
473,Speise::N,mias,matrett
474,Fleisch::N,feoil,kjøtt
475,Getreide::N,grán,korn
476,Getreide::N,arbhar,korn
477,Brei::N,brúitín,grøt
478,Brot::N,arán,brød
479,Scheibe::N,píosa,skive
480,Scheibe::N,slisne,skive
481,Fett::N,saill,fett
482,Fett::N,méathras,fett
483,Butter::N,im,smør
484,Öl::N,ola,olje
485,Salz::N,salann,salt
486,Suppe::N,sú,suppe
487,Suppe::N,anraith,suppe
488,Honig::N,mil,honning
489,Milch::N,bainne,melk
490,Tee::N,tae,te
491,Leder::N,leathar,lær
492,Leder::N,leathar,skinn
493,Wolle::N,olann,ull
494,Stoff::N,éadach,tøy
495,Stoff::N,éadach,stoff
496,Nadel::N,snáthaid,nål
497,Faden::N,snáth,tråd
498,Knopf::N,cnaipe,knapp
499,Knoten::N,snaidhm,knute
500,Farbe::N,péint,farge
501,Kleidung::N,éadaí,påkledning
502,Hemd::N,léine,skjorte
503,Kragen::N,bóna,krage
504,Ärmel::N,muinchille,erme
505,Hose::N,bríste,bukse
506,Hose::N,treabhsar,bukse
507,Gürtel::N,crios,belte
508,Mütze::N,caipín,lue
509,Schuh::N,bróg,sko
510,Stiefel::N,buatais,støvel
511,Ring::N,fáinne,ring
512,Band::N,ribín,band
513,Kamm::N,cíor,kam
514,Spiegel::N,scáthán,speil
515,Riemen::N,iall,rem
516,Riemen::N,strapa,rem
517,Schnur::N,téad,snor
518,Schnur::N,sreangán,snor
519,Leine::N,iall,line
520,Decke::N,pluid,teppe
521,Decke::N,blaincéad,teppe
522,Kissen::N,piliúr,pute
523,Kissen::N,adhartán,pute
524,Tuch::N,scaif,tøy
525,Handtuch::N,tuáille,håndkle
526,Kraft::N,fórsa,kraft
527,Stärke::N,neart,styrke
528,Gesundheit::N,sláinte,helse
529,Gesundheit::N,sláinte,sunnhet
530,Krankheit::N,tinneas,syke
531,Krankheit::N,tinneas,sykdom
532,Krankheit::N,breoiteacht,syke
533,Krankheit::N,breoiteacht,sykdom
534,Schmerz::N,pian,smerte
535,Wunde::N,goin,sår
536,Fieber::N,fiabhras,feber
537,Arznei::N,cógas,medisin
538,Arznei::N,cógas,legemiddel
539,Brücke::N,droichead,bro
540,Brunnen::N,tobar,brønn
541,Weide::N,féarach,beite
542,Pfad::N,cosán,sti
543,Pfad::N,conair,sti
544,Weg::N,slí,vei
545,Weg::N,bealach,vei
546,Straße::N,bóthar,gate
547,Dorf::N,sráidbhaile,landsby
548,Stadt::N,baile,by
549,Stadt::N,cathair,by
550,Brief::N,litir,brev
551,Buch::N,cín,bok
552,Buch::N,leabhar,bok
553,Buchstabe::N,litir,bokstav
554,Zeitung::N,nuachtán,avis
555,Leben::N,saol,liv
556,Leben::N,beatha,liv
557,Tod::N,bás,død
558,Grab::N,uaigh,grav
559,Kirche::N,eaglais,kirke
560,Sünde::N,peaca,synd
561,Gott::N,dia,gud
562,Arbeiter::N,oibrí,arbeider
563,Chef::N,saoiste,sjef
564,Chef::N,ceannasaí,sjef
565,Meister::N,máistir,mester
566,Arzt::N,lia,lege
567,Arzt::N,dochtúir,lege
568,Lehrer::N,oide,lærer
569,Lehrer::N,múinteoir,lærer
570,Geld::N,airgead,penger
571,Geschäft::N,gnó,forretning
572,Laden::N,siopa,butikk
573,Preis::N,praghas,pris
574,Ware::N,earra,vare
575,Nutzen::N,tairbhe,nytte
576,Reichtum::N,rachmas,rikdom
577,Reichtum::N,saibhreas,rikdom
578,Welt::N,domhan,verden
579,Land::N,tír,land
580,Staat::N,stát,stat
581,König::N,rí,konge
582,Macht::N,cumhacht,makt
583,Grenze::N,críoch,grense
584,Grenze::N,teorainn,grense
585,Krieg::N,cogadh,krig
586,Feind::N,namhaid,fiende
587,Gewalt::N,foréigean,vold
588,Kampf::N,troid,kamp
589,Bogen[Waffe]::N,bogha,bue
590,Pfeil::N,saighead,pil
591,Gewehr::N,gunna,gevær
592,Fehler::N,botún,feil
593,Fehler::N,meancóg,feil
594,Lüge::N,bréag,løgn
595,Lüge::N,éitheach,løgn
596,Schaden::N,dochar,skade
597,Schaden::N,damáiste,skade
598,Unglück::N,drochrath,uhell
599,Schuld::N,locht,skyld
600,Schuld::N,milleán,skyld
601,Alter::N,aois,alder
602,Schluss::N,deireadh,slutt
603,Zeit::N,am,tid
604,Zeit::N,aimsir,tid
605,Tag::N,lá,dag
606,Morgen::N,maidin,morgen
607,Mittag::N,nóin,middag
608,Abend::N,tráthnóna,aften
609,Nacht::N,oíche,natt
610,Woche::N,seachtain,uke
611,Monat::N,mí,måned
612,Jahr::N,bliain,år
613,Frühling::N,earrach,vår
614,Sommer::N,samhradh,sommer
615,Herbst::N,fómhar,høst
616,Winter::N,geimhreadh,vinter
617,Januar::N,Eanáir,januar
618,Februar::N,Feabhra,februar
619,März::N,Márta,mars
620,April::N,Aibreán,april
621,Mai::N,Bealtaine,mai
622,Juni::N,Meitheamh,juni
623,Juli::N,Iúil,juli
624,August::N,Lúnasa,august
625,September::N,Meán Fómhair,september
626,Oktober::N,Deireadh Fómhair,oktober
627,November::N,Samhain,november
628,November::N,Mí na Samhna,november
629,Dezember::N,Mí na Nollag,desember
630,Montag::N,Luan,mandag
631,Montag::N,Dé Luain,mandag
632,Dienstag::N,Máirt,tirsdag
633,Dienstag::N,Dé Máirt,tirsdag
634,Mittwoch::N,Céadaoin,onsdag
635,Mittwoch::N,Dé Céadaoin,onsdag
636,Donnerstag::N,Déardaoin,torsdag
637,Freitag::N,Aoine,fredag
638,Freitag::N,Dé hAoine,fredag
639,Samstag::N,Satharn,lørdag
640,Samstag::N,Dé Sathairn,lørdag
641,Sonntag::N,Domhnach,søndag
642,Sonntag::N,Dé Domhnaigh,søndag
643,groß::A,mór,stor
644,klein::A,beag,liten
645,lang::A,fada,lang
646,kurz::A,gearr,kort
647,kurz::A,gairid,kort
648,breit::A,leathan,bred
649,breit::A,fairsing,bred
650,schmal::A,cúng,smal
651,dicht::A,dlúth,tett
652,dick[Gegenstand]::A,tiubh,tykk
653,dünn::A,caol,tynn
654,dünn::A,tanaí,tynn
655,fein::A,scáinte,fin
656,fein::A,fíneálta,fin
657,fest::A,daingean,fast
658,flach::A,cothrom,flat
659,glatt::A,mín,glatt
660,glatt::A,sleamhain,glatt
661,hart::A,crua,hard
662,weich::A,bog,myk
663,weich::A,bog,bløt
664,rund::A,cruinn,rund
665,spitz::A,gobach,spiss
666,spitz::A,biorach,spiss
667,scharf::A,géar,kvass
668,scharf::A,faobhrach,kvass
669,stumpf::A,maol,stubb
670,schwer::A,trom,tung
671,schön::A,álainn,pen
672,schön::A,álainn,vakker
673,heiß::A,te,het
674,warm::A,te,varm
675,kalt::A,fuar,kald
676,kühl::A,fionnuar,kjølig
677,frisch::A,úr,fersk
678,frisch::A,friseáilte,fersk
679,feucht::A,tais,fuktig
680,nass::A,fliuch,våt
681,trocken::A,tirim,tørr
682,voll::A,lán,full
683,leer::A,folamh,tom
684,offen::A,oscailte,åpen
685,geschlossen::A,dúnta,lukket
686,geschlossen::A,druidte,lukket
687,sauber::A,glan,ren
688,schmutzig::A,salach,skitten
689,roh::A,amh,rå
690,reif::A,aibí,moden
691,lecker::A,blasta,lekker
692,süß::A,milis,søt
693,bitter::A,searbh,besk
694,bitter::A,searbh,bitter
695,sauer::A,géar,sur
696,sauer::A,searbh,sur
697,hell::A,geal,lys
698,hell::A,soilseach,lys
699,dunkel::A,dorcha,mørk
700,schwarz::A,dubh,svart
701,weiß::A,bán,hvit
702,rot::A,dearg,rød
703,gelb::A,buí,gul
704,blau::A,gorm,blå
705,grün::A,glas,grønn
706,grün::A,uaine,grønn
707,grau::A,liath,grå
708,bunt::A,ildathach,broket
709,bunt::A,dathannach,broket
710,billig::A,saor,billig
711,teuer::A,daor,dyr
712,teuer::A,costasach,dyr
713,wertvoll::A,luachmhar,verdifull
714,blind::A,dall,blind
715,blind::A,caoch,blind
716,taub::A,bodhar,døv
717,kräftig::A,cumhachtach,kraftig
718,stark::A,tréan,sterk
719,stark::A,láidir,sterk
720,schwach::A,lag,svak
721,schwach::A,fann,svak
722,fett::A,ramhar,fet
723,schlank::A,caol,slank
724,schlank::A,seang,slank
725,hübsch::A,álainn,pen
726,hübsch::A,dathúil,pen
727,böse::A,olc,slem
728,dumm::A,dúr,dum
729,dumm::A,amaideach,dum
730,faul::A,falsa,lat
731,faul::A,falsa,doven
732,faul::A,leisciúil,lat
733,faul::A,leisciúil,doven
734,fleißig::A,dícheallach,flittig
735,geizig::A,barainneach,gjerrig
736,geizig::A,sprionlaithe,gjerrig
737,klug::A,cliste,klok
738,geschickt::A,oilte,hendig
739,geschickt::A,oilte,skikket
740,geschickt::A,ealaíonta,hendig
741,geschickt::A,ealaíonta,skikket
742,lieb::A,dil,kjær
743,lieb::A,dil,snill
744,lieb::A,dílis,kjær
745,lieb::A,dílis,snill
746,lustig::A,aerach,morsom
747,lustig::A,meidhreach,morsom
748,sanft::A,bog,blid
749,sanft::A,séimh,blid
750,hungrig::A,ocrach,sulten
751,krank::A,tinn,syk
752,krank::A,breoite,syk
753,nackt::A,nocht,naken
754,traurig::A,brónach,sørgmodig
755,lebendig::A,beo,levende
756,gut::A,maith,god
757,schlecht::A,dona,dårlig
758,schlecht::A,droch-,dårlig
759,richtig::A,ceart,riktig
760,schlimm::A,gránna,slem
761,schlimm::A,tubaisteach,slem
762,wahr::A,fíor,sann
763,alt::A,sean,gammel
764,neu::A,úr,ny
765,neu::A,nua,ny
766,ehemalig::A,iar-,forhenværende
767,ehemalig::A,sean-,forhenværende
768,alt[Lebewesen]::A,sean,gammel
769,alt[Lebewesen]::A,aosta,gammel
770,jung::A,óg,ung
771,arm::A,bocht,fattig
772,reich::A,saibhir,rik
773,reich::A,rachmasach,rik
774,bekannt::A,atá eolas air,kjent
775,berühmt::A,cailiúil,berømt
776,berühmt::A,clúiteach,berømt
777,fremd::A,coimhthíoch,fremmed
778,verschieden::A,éagsúil,forskjellig
779,verschieden::A,difriúil,forskjellig
780,nah::A,gar,nær
781,nah::A,deas,nær
782,fern::A,i bhfad uainn,fjern
783,fern::A,i bhfad i gcéin,fjern
784,linker::A,clé,venstre
785,rechter::A,deas,høyre
786,anderer::A,eile,annen
787,erster::A,céad,første
788,zweiter::A,dóú,annen
789,zweiter::A,dara,annen
790,dritter::A,tríú,tredje
791,dritter::A,treas,tredje
792,letzter::A,déanach,sist
793,letzter::A,deireanach,sist
794,allein::ADV,i d'aonar,alene
795,auf einmal::ADV,ag an am céanna,med ett
796,zusammen::ADV,le chéile,sammen
797,zusammen::ADV,in eineacht,sammen
798,lange::ADV,fada,lenge
799,plötzlich::ADV,go tobann,plutselig
800,plötzlich::ADV,i dtobainne,plutselig
801,sofort::ADV,ar an toirt,straks
802,sofort::ADV,ar an bpointe,straks
803,später::ADV,níos déanaí,senere
804,jetzt::ADV,anois,nå
805,heute::ADV,inniu,i dag
806,morgen::ADV,amárach,i morgen
807,bald::ADV,go luath,snart
808,bald::ADV,gan mhoill,snart
809,dann::ADV,ansin,så
810,gestern::ADV,inné,i går
811,einst::ADV,tráth,engang
812,einst::ADV,uair amháin,engang
813,damals::ADV,ag an am,den gang
814,damals::ADV,an t-am sin,den gang
815,danach::ADV,ina dhiaidh sin,deretter
816,vorher::ADV,cheana,før
817,vorher::ADV,cheana,i forveien
818,vorher::ADV,roimhe sin,før
819,vorher::ADV,roimhe sin,i forveien
820,zuerst::ADV,ar dtús,først
821,einmal::ADV,uair amháin,en gang
822,manchmal::ADV,uaireanta,somme tider
823,oft::ADV,minic,ofte
824,immer::ADV,i gcónaí,alltid
825,niemals::ADV,riamh,aldri
826,hier::ADV,anseo,her
827,hierhin::ADV,anseo,hit
828,von hier::ADV,an áit seo,herfra
829,dort::ADV,ann,der
830,dort::ADV,ansin,der
831,dorthin::ADV,ann,dit
832,dorthin::ADV,ansin,dit
833,geradeaus::ADV,ar aghaidh,rett fram
834,rückwärts::ADV,siar,baklengs
835,zurück::ADV,ar ais,tilbake
836,unten::ADV,thíos,nede
837,hinab::ADV,síos,ned
