,Concept_ID,ja,es
856,untergehen[Sonne]::V,沈む,descender
857,scheinen[Sonne]::V,輝く,brillar
858,donnern::V,雷が鳴る,tronar
859,wehen::V,吹く,soplar
860,strömen::V,流れる,afluir
861,fließen::V,流れる,fluir
862,fließen::V,流れる,correr
863,sich drehen::V,回転する,girar
864,schwanken::V,揺れる,vacilar
865,schwingen::V,振動する,oscilar
866,fallen::V,落ちる,caer
867,brennen::V,燃える,arder
868,brennen::V,燃える,quemar
869,rauchen::V,煙を出す,humear
870,rauchen::V,煙を出す,echar humo
871,regnen::V,雨が降る,llover
872,gefrieren::V,凍る,helarse
873,tauen::V,溶ける,deshelarse
874,schmelzen::V,溶ける,fundirse
875,schmelzen::V,溶ける,derretirse
876,trocknen::V,乾く,secarse
877,sieden::V,沸く,hervir
878,faulen::V,腐る,pudrirse
879,verfaulen::V,朽ちる,pudrirse
880,reißen::V,切れる,romperse
881,versinken::V,沈む,hundirse
882,vergehen::V,経つ,pasar
883,erscheinen::V,現れる,aparecer
884,verschwinden::V,消える,desaparecer
885,sinken::V,下がる,bajar
886,abnehmen::V,減る,decrecer
887,abnehmen::V,減る,disminuir
888,zunehmen::V,増える,crecer
889,zunehmen::V,増える,aumentar
890,steigen::V,上がる,subir
891,steigen::V,上がる,ascender
892,wachsen::V,伸びる,crecer
893,glänzen::V,輝く,brillar
894,glänzen::V,輝く,resplandecer
895,funkeln::V,ぴかぴか光る,chispear
896,lärmen::V,騒ぐ,hacer ruido
897,läuten::V,鳴る,sonar
898,läuten::V,鳴る,repicar
899,klingeln::V,鳴る,tocar el timbre
900,klirren::V,がらんがらんと鳴る,tintinear
901,brausen::V,逆巻く,zumbar
902,rauschen::V,戦ぐ,murmurar
903,klingen::V,鳴る,sonar
904,bellen::V,吠える,ladrar
905,heulen::V,きゃんきゃん鳴く,ulular
906,blasen::V,吹く,soplar
907,pfeifen::V,口笛を吹く,silbar
908,schreien::V,叫ぶ,gritar
909,stöhnen::V,うめく,gemir
910,zittern::V,震える,temblar
911,leben::V,生きている,vivir
912,geboren werden::V,生まれる,nacer
913,atmen::V,呼吸する,respirar
914,trinken::V,飲む,beber
915,essen::V,食べる,comer
916,schlucken::V,飲み込む,tragar
917,müde werden::V,眠くなる,cansarse
918,müde werden::V,眠くなる,fatigarse
919,einschlafen::V,寝付く,dormirse
920,schlafen::V,眠る,dormir
921,aufwachen::V,目が覚める,despertarse
922,aufstehen::V,起きる,levantarse
923,sich erholen::V,休養する,reposar
924,sich erholen::V,休養する,descansar
925,krank werden::V,病気になる,caer enfermo
926,krank sein::V,病気である,estar enfermo
927,schmerzen::V,痛む,doler
928,husten::V,咳をする,toser
929,genesen::V,元気になる,convalecer
930,genesen::V,元気になる,restablecerse
931,sterben::V,死ぬ,morir
932,sterben::V,亡くなる,morir
933,umkommen::V,死亡する,perecer
934,sich bewegen::V,移動する,moverse
935,sich rühren::V,動く,rebullir
936,sich erheben::V,立ち上がる,levantarse
937,sich setzen::V,座る,sentarse
938,hinfallen::V,転ぶ,caerse
939,laufen::V,歩く,andar
940,schreiten::V,跨ぐ,proceder
941,spazierengehen::V,散歩する,pasear
942,spazierengehen::V,散歩する,pasearse
943,eilen::V,急ぐ,correr prisa
944,sich beeilen::V,焦る,darse prisa
945,sausen::V,疾駆する,correr
946,rennen::V,走る,correr
947,springen::V,跳ぶ,saltar
948,klettern::V,よじ登る,trepar
949,klettern::V,よじ登る,escalar
950,schaukeln::V,ぶらんこに乗る,bambolearse
951,kriechen::V,這う,reptar
952,kriechen::V,這う,arrastrarse
953,schwimmen::V,泳ぐ,nadar
954,tauchen::V,潜る,bucear
955,tauchen::V,潜る,sumergirse
956,rudern::V,漕ぐ,remar
957,fahren::V,行く,ir
958,fahren::V,乗車する,ir
959,fliegen::V,飛ぶ,volar
960,gehen::V,行く,ir
961,gehen::V,行く,andar
962,weggehen::V,立ち去る,irse
963,weggehen::V,立ち去る,marcharse
964,abfahren::V,出発する,salir
965,abfahren::V,出発する,partir
966,anhalten::V,止まる,parar
967,anhalten::V,止まる,pararse
968,hineingehen::V,入る,entrar
969,eintreten::V,中に入る,entrar
970,kommen::V,来る,venir
971,ankommen::V,着く,llegar
972,ankommen::V,到着する,llegar
973,zurückkommen::V,帰る,volver
974,zurückkommen::V,帰る,regresar
975,bleiben::V,留まる,quedarse
976,warten::V,待つ,esperar
977,erwarten::V,期待する,esperar
978,suchen::V,探る,buscar
979,finden::V,見つける,hallar
980,finden::V,見つける,encontrar
981,versuchen::V,試す,intentar
982,vorbereiten::V,準備する,preparar
983,lieben::V,愛する,amar
984,lieben::V,愛する,querer
985,mögen::V,好きである,querer
986,lachen::V,笑う,reír
987,rühren::V,感情を動かす,conmover
988,weinen::V,泣く,llorar
989,schimpfen::V,叱る,regañar
990,sich ärgern::V,怒る,enfadarse
991,sich ärgern::V,腹を立てる,enfadarse
992,sich fürchten::V,怖がる,tener miedo
993,fürchten::V,恐れる,temer
994,fürchten::V,恐れる,tener miedo a
995,fliehen::V,逃げる,huir
996,flüchten::V,逃亡する,escaparse
997,sehen::V,見る,ver
998,anschauen::V,眺める,mirar
999,ansehen::V,見る,mirar
1000,hören::V,聞く,oír
1001,zuhören::V,聴く,escuchar
1002,probieren::V,食べてみる,probar
1003,probieren::V,食べてみる,degustar
1004,riechen::V,気取る,oler
1005,fühlen::V,感じる,sentir
1006,scheinen::V,ように見える,parecer
1007,zu sehen sein::V,見える,poder verse
1008,vernehmen::V,承る,oír
1009,vernehmen::V,承る,percibir
1010,frieren::V,寒気がする,tener frío
1011,tun::V,する,hacer
1012,können::V,出来る,poder
1013,wollen::V,-たい,querer
1014,anfangen::V,始める,iniciar
1015,beenden::V,終える,acabar
1016,beenden::V,終える,terminar
1017,aufhören::V,止める,cesar
1018,gelingen::V,成功する,salir bien
1019,geraten::V,当たる,salir
1020,geraten::V,当たる,dar resultado
1021,öffnen::V,開く,abrir
1022,öffnen::V,開ける,abrir
1023,schließen::V,閉める,cerrar
1024,stellen::V,置く,poner
1025,stellen::V,置く,colocar
1026,stellen::V,据える,poner
1027,stellen::V,据える,colocar
1028,setzen::V,座らせる,poner
1029,setzen::V,座らせる,colocar
1030,legen::V,置く,poner
1031,berühren::V,触る,tocar
1032,berühren::V,触れる,tocar
1033,verbinden::V,結びつける,unir
1034,verbinden::V,結びつける,juntar
1035,bedecken::V,覆う,tapar
1036,bedecken::V,覆う,cubrir
1037,aufhängen::V,掛ける,colgar
1038,anzünden::V,燃やす,encender
1039,anzünden::V,火をつける,encender
1040,aufheben::V,拾う,recoger
1041,zurücklassen::V,残す,dejar
1042,verlieren::V,無くす,perder
1043,fallen lassen::V,落とす,dejar caer
1044,machen::V,作る,hacer
1045,herstellen::V,製造する,fabricar
1046,bauen::V,建設する,construir
1047,reparieren::V,直す,reparar
1048,reparieren::V,修理する,reparar
1049,verbessern::V,改良する,mejorar
1050,ändern::V,変える,mudar
1051,ändern::V,変える,modificar
1052,graben::V,掘る,cavar
1053,beugen::V,折る,doblar
1054,beugen::V,折る,inclinar
1055,biegen::V,曲げる,doblar
1056,drehen::V,回す,volver
1057,drehen::V,回す,hacer girar
1058,wenden::V,裏返す,volver
1059,umdrehen::V,裏返す,revolver
1060,heben::V,挙げる,levantar
1061,hochheben::V,持ち上げる,alzar
1062,ergreifen::V,取り上げる,coger
1063,halten::V,持つ,tener
1064,drücken::V,押す,apretar
1065,schieben::V,ずらす,empujar
1066,kratzen::V,引っ掻く,rascar
1067,lecken::V,なめる,lamer
1068,beißen::V,噛む,morder
1069,abreißen::V,剝ぎ取る,arrancar
1070,abschneiden::V,切り取る,cortar
1071,binden::V,縛る,atar
1072,stecken::V,差し込む,meter
1073,brechen::V,破る,romper
1074,brechen::V,破る,quebrar
1075,klopfen::V,とんとん叩く,golpear
1076,hauen::V,叩く,pegar
1077,kleben::V,貼る,pegar
1078,kleben::V,貼る,encolar
1079,kleben::V,くっ付ける,pegar
1080,kleben::V,くっ付ける,encolar
1081,reiben::V,擦る,frotar
1082,streichen::V,塗る,untar
1083,streichen::V,塗る,recubrir
1084,schleifen::V,研ぐ,afilar
1085,schneiden::V,切る,cortar
1086,rütteln::V,揺さぶる,agitar
1087,schütteln::V,振る,agitar
1088,schütteln::V,振る,sacudir
1089,schütteln::V,揺さぶる,agitar
1090,schütteln::V,揺さぶる,sacudir
1091,schwenken::V,振る,menear
1092,schütten::V,注ぐ,verter
1093,füllen::V,いっぱいにする,llenar
1094,einwickeln::V,包む,envolver
1095,tragen::V,運ぶ,llevar
1096,schleppen::V,引きずる,arrastrar
1097,ziehen::V,引く,tirar
1098,aufbewahren::V,預かる,conservar
1099,werfen::V,投げる,echar
1100,werfen::V,投げる,lanzar
1101,fangen::V,受ける,coger
1102,packen::V,掴む,agarrar
1103,verstecken::V,隠す,esconder
1104,teilen::V,分ける,partir
1105,teilen::V,分ける,dividir
1106,schicken::V,送る,enviar
1107,bringen::V,持って行く,traer
1108,hinzufügen::V,加える,añadir
1109,bekommen::V,得る,obtener
1110,bekommen::V,得る,conseguir
1111,erhalten::V,受ける,recibir
1112,nehmen::V,取る,tomar
1113,wählen::V,選ぶ,elegir
1114,auswählen::V,選ぶ,escoger
1115,auswählen::V,選ぶ,seleccionar
1116,bewahren::V,保存する,guardar
1117,bewahren::V,保存する,preservar
1118,behindern::V,妨害する,estorbar
1119,behindern::V,妨害する,obstaculizar
1120,verderben::V,台無しにする,estropear
1121,beschädigen::V,損傷する,deteriorar
1122,zerbrechen::V,割る,romper
1123,zerbrechen::V,割る,quebrar
1124,zerreißen::V,引き裂く,desgarrar
1125,zerreißen::V,引き裂く,despedazar
1126,zerstören::V,破壊する,destruir
1127,zerstören::V,破壊する,destrozar
1128,verbrennen::V,焼く,quemar
1129,geben::V,上げる,dar
1130,reichen::V,渡す,pasar
1131,schenken::V,贈る,regalar
1132,versprechen::V,約束する,prometer
1133,wünschen::V,望む,desear
1134,loben::V,褒める,alabar
1135,küssen::V,キスする,besar
1136,wiegen::V,揺する,mecer
1137,zudecken::V,覆う,tapar
1138,zudecken::V,覆う,cubrir
1139,wecken::V,起こす,despertar
1140,zeigen::V,見せる,mostrar
1141,führen::V,案内する,guiar
1142,führen::V,案内する,conducir
1143,lehren::V,教える,enseñar
1144,lehren::V,教える,instruir
1145,unterrichten::V,通知する,enseñar
1146,aufziehen::V,育てる,criar
1147,leiten::V,導く,guiar
1148,leiten::V,導く,dirigir
1149,antreiben::V,励ます,impeler
1150,antreiben::V,励ます,impulsar
1151,lassen::V,～させる,hacer
1152,einladen::V,誘う,invitar
1153,einladen::V,招待する,invitar
1154,vereinigen::V,一つにする,unir
1155,besuchen::V,訪ねる,visitar
1156,besuchen::V,訪ねる,ir a ver
1157,treffen::V,出会う,encontrar
1158,sich versammeln::V,集まる,reunirse
1159,sich versammeln::V,集まる,congregarse
1160,spielen::V,遊ぶ,jugar
1161,singen::V,歌う,cantar
1162,tanzen::V,踊る,bailar
1163,sich trennen::V,別れる,separarse
1164,verlassen::V,別れる,dejar
1165,verlassen::V,別れる,abandonar
1166,retten::V,救う,salvar
1167,retten::V,助ける,salvar
1168,bewachen::V,見張る,vigilar
1169,bewachen::V,軽微する,vigilar
1170,schützen::V,保護する,proteger
1171,verteidigen::V,守る,defender
1172,sich schlagen::V,殴る,batirse
1173,schießen::V,撃つ,tirar
1174,schießen::V,撃つ,disparar
1175,siegen::V,勝つ,vencer
1176,ärgern::V,怒らせる,enojar
1177,ärgern::V,怒らせる,enfadar
1178,schlagen::V,殴る,pegar
1179,schlagen::V,殴る,golpear
1180,treten::V,蹴る,dar una patada a
1181,stechen::V,突く,pinchar
1182,stoßen::V,突く,empujar
1183,stehlen::V,盗る,robar
1184,stehlen::V,盗る,hurtar
1185,stören::V,構う,molestar
1186,belästigen::V,邪魔する,molestar
1187,belästigen::V,邪魔する,importunar
1188,verbergen::V,隠す,ocultar
1189,verbergen::V,隠す,esconder
1190,täuschen::V,だます,engañar
1191,betrügen::V,だます,engañar
1192,töten::V,殺す,matar
1193,wohnen::V,住む,vivir
1194,wohnen::V,住む,habitar
1195,arbeiten::V,働く,trabajar
1196,sammeln::V,集める,recoger
1197,sammeln::V,集める,coleccionar
1198,sammeln::V,収集する,recoger
1199,sammeln::V,収集する,coleccionar
1200,pflücken::V,摘む,coger
1201,jagen::V,狩りをする,cazar
1202,fischen::V,釣る,pescar
1203,fassen::V,捕る,atrapar
1204,fassen::V,捕る,capturar
1205,hüten::V,放牧する,guardar
1206,treiben::V,追う,aballar
1207,anbinden::V,繋ぐ,atar
1208,füttern::V,餌をやる,echar de comer
1209,melken::V,搾乳する,ordeñar
1210,hacken::V,刻む,picar
1211,hacken::V,刻む,cortar
1212,gießen::V,水をやる,regar
1213,reifen::V,熟す,madurar
1214,zubereiten::V,調理する,preparar
1215,kochen::V,煮る,cocer
1216,kochen::V,煮る,guisar
1217,backen::V,焼く,hornear
1218,backen::V,焼く,cocer al horno
1219,braten::V,焼く,asar
1220,braten::V,焼く,freír
1221,braten::V,炒める,asar
1222,braten::V,炒める,freír
1223,umrühren::V,混ぜる,remover
1224,stricken::V,編む,hacer punto
1225,stricken::V,編む,hacer calceta
1226,nähen::V,縫う,coser
1227,färben::V,染める,teñir
1228,färben::V,染める,colorear
1229,reinigen::V,掃除する,limpiar
1230,waschen::V,洗う,lavar
1231,waschen::V,洗濯する,lavar
1232,abwischen::V,拭く,fregar
1233,abwischen::V,拭く,limpiar
1234,spülen::V,洗う,aclarar
1235,spülen::V,洗う,enjuagar
1236,spülen::V,すすぐ,aclarar
1237,spülen::V,すすぐ,enjuagar
1238,fegen::V,掃除する,barrer
1239,fegen::V,掃除する,pasar la escoba
1240,kehren::V,掃く,barrer
1241,baden::V,入浴する,bañarse
1242,sich waschen::V,洗う,lavarse
1243,ausziehen::V,脱ぐ,quitar
1244,ausziehen::V,脱ぐ,quitarse
1245,anziehen::V,着る,ponerse
1246,sich anziehen::V,着る,vestirse
1247,kämmen::V,梳く,peinar
1248,schmücken::V,飾る,adornar
1249,sagen::V,言う,decir
1250,sprechen::V,話す,hablar
1251,reden::V,話す,hablar
1252,reden::V,話す,conversar
1253,sich unterhalten::V,話をする,charlar
1254,sich unterhalten::V,話をする,conversar
1255,fragen::V,聞く,preguntar
1256,bitten::V,頼む,rogar
1257,bitten::V,お願いする,rogar
1258,erzählen::V,物語る,contar
1259,mitteilen::V,伝える,comunicar
1260,mitteilen::V,伝える,participar
1261,nennen::V,名づける,llamar
1262,nennen::V,名づける,nombrar
1263,rufen::V,呼ぶ,llamar
1264,prahlen::V,自慢する,jactarse
1265,übersetzen::V,訳す,traducir
1266,denken::V,考える,pensar
1267,glauben::V,信じる,creer
1268,bemerken::V,気が付く,notar
1269,erkennen::V,認識する,reconocer
1270,begreifen::V,分かる,concebir
1271,verstehen::V,聞き取る,entender
1272,verstehen::V,聞き取る,comprender
1273,lernen::V,学ぶ,aprender
1274,lernen::V,勉強する,aprender
1275,wissen::V,知っている,saber
1276,sich erinnern an::V,思い出す,recordar
1277,sich erinnern an::V,思い出す,acordarse de
1278,vergessen::V,忘れる,olvidar
1279,messen::V,計る,medir
1280,messen::V,測定する,medir
1281,zählen::V,数える,contar
1282,rechnen::V,計算する,contar
1283,rechnen::V,計算する,calcular
1284,lesen::V,読む,leer
1285,malen::V,描く,pintar
1286,zeichnen::V,写生する,dibujar
1287,schreiben::V,書く,escribir
1288,besitzen::V,所持する,poseer
1289,kaufen::V,買う,comprar
1290,verkaufen::V,売る,vender
1291,bezahlen::V,払う,pagar
1292,zahlen::V,支払う,pagar
1293,beherrschen::V,支配する,dominar
1294,ertragen::V,耐える,soportar
