,Concept_ID,ru,av
774,liegen::V,лежать,бегизе
775,hängen::V,висеть,базе
776,werden::V,стать,бахъине
777,passieren::V,случиться,лъугьине
778,passieren::V,случиться,лъугьа-бахъине
779,beginnen::V,начаться,байбихьизе
780,enden::V,кончиться,лъугӏизе
781,wechseln::V,меняться,хиса-басизе
782,wechseln::V,меняться,хисизе
783,aufgehen[Sonne]::V,взойти,баккизе
784,untergehen[Sonne]::V,зайти,щинкӏизе
785,scheinen[Sonne]::V,светить,къалъ-къалъизе
786,donnern::V,греметь,гъугъазе
787,wehen::V,дуть,пуйзе
788,strömen::V,литься,чвахизе
789,fließen::V,течь,чвахизе
790,sich drehen::V,вращаться,сверизе
791,schwanken::V,колебаться,хьвагӏезе
792,schwanken::V,колебаться,багъа-бачаризе
793,schwingen::V,качаться,щвартӏезе
794,fallen::V,падать,бортизе
795,brennen::V,гореть,рекӏине
796,rauchen::V,дымить,кӏкӏуй буризе
797,regnen::V,дождить,базе
798,gefrieren::V,замерзнуть,гӏу́низе
799,tauen::V,таять,биаризе
800,schmelzen::V,плавиться,биине
801,trocknen::V,сохнуть,бакъвазе
802,sieden::V,кипеть,гьалдезе
803,faulen::V,гнить,махӏцине
804,verfaulen::V,сгнить,туризе
805,reißen::V,рваться,бихъизе
806,versinken::V,тонуть,гъанкъизе
807,vergehen::V,проходить,базе
808,vergehen::V,проходить,бахъизе
809,vergehen::V,проходить,ине
810,erscheinen::V,появиться,баккизе
811,verschwinden::V,исчезнуть,къине
812,verschwinden::V,исчезнуть,билизе
813,sinken::V,спадать,гӏодо́бе ккезе
814,abnehmen::V,уменьшиться,тӏаса камизе
815,zunehmen::V,увеличиваться,гӏемерлъизе
816,steigen::V,подниматься,бахине
817,wachsen::V,расти,кӏодолъизе
818,glänzen::V,блестеть,цӏвакизе
819,funkeln::V,сверкать,паркъезе
820,lärmen::V,шуметь,хъудизе
821,lärmen::V,шуметь,чӏиргъдизе
822,läuten::V,звонить,кьабизе
823,klingeln::V,звонить,кьабизе
824,klirren::V,звякать,зваргъизе
825,brausen::V,бушевать,гьалаглъизе
826,rauschen::V,шелестеть,шуршудизе
827,klingen::V,звучать,бахъине
828,bellen::V,лаять,гъанчдезе
829,heulen::V,выть,рурудизе
830,blasen::V,дунуть,гьохьизе
831,pfeifen::V,свистеть,гьещтӏезе
832,schreien::V,кричать,ахӏизе
833,schreien::V,кричать,ахӏдезе
834,stöhnen::V,стонать,зигардизе
835,zittern::V,дрожать,дарран
836,zittern::V,дрожать,гьаргьадизе
837,leben::V,жить,бетӏербахъизе
838,geboren werden::V,родиться,лъугьине
839,atmen::V,дышать,хӏухьел биччазе
840,trinken::V,пить,гьекъезе
841,essen::V,есть,квине
842,essen::V,есть,кваназе
843,essen::V,кушать,квине
844,essen::V,кушать,кваназе
845,schlucken::V,глотать,кӏкӏвине
846,schlucken::V,глотать,къулчӏизе
847,müde werden::V,устать,сваказе
848,einschlafen::V,заснуть,кьижизе
849,einschlafen::V,заснуть,гъапуллъизе
850,schlafen::V,спать,кьижизе
851,aufwachen::V,проснуться,бигьине
852,aufstehen::V,встать,бахъине
853,aufstehen::V,встать,тӏадебахъине
854,sich erholen::V,отдыхать,хьи бахъизе
855,sich erholen::V,отдыхать,хӏалхьи гьабизе
856,krank werden::V,заболеть,унтизе
857,krank sein::V,болеть,унтизе
858,schmerzen::V,болеть,унтизе
859,husten::V,кашлять,хъегӏизе
860,genesen::V,поправиться,лъилъизе
861,sterben::V,умереть,хвезе
862,umkommen::V,погибнуть,гьалаглъизе
863,sich bewegen::V,двигаться,багъаризе
864,sich bewegen::V,двигаться,багъаргъизе
865,sich rühren::V,шевельнуться,багъаризе
866,sich erheben::V,встать,тӏадебахъине
867,sich erheben::V,встать,бахъине
868,sich setzen::V,сесть,гӏодов чӏезе
869,hinfallen::V,упасть,щапизе
870,laufen::V,ходить,хьвадизе
871,schreiten::V,шагать,чӏезе
872,spazierengehen::V,гулять,тира-сверизе
873,eilen::V,спешить,ракӏхӏалакине
874,eilen::V,спешить,дуризе
875,sich beeilen::V,торопиться,дуризе
876,sich beeilen::V,торопиться,гӏедегӏизе
877,sausen::V,мчаться,тӏуризе
878,rennen::V,бегать,бекеризе
879,springen::V,прыгать,кӏанцӏизе
880,klettern::V,лазать,хархадизе
881,schaukeln::V,раскачиваться,гьерщезе
882,kriechen::V,ползать,хъурщизе
883,schwimmen::V,плавать,лъедезе
884,tauchen::V,нырять,букъардизе
885,rudern::V,грести,хазе
886,fahren::V,ехать,ине
887,fliegen::V,летать,боржине
888,gehen::V,идти,ине
889,weggehen::V,уйти,ине
890,abfahren::V,отправиться,къокъине
891,anhalten::V,остановиться,чӏезе
892,anhalten::V,остановиться,тархъизе
893,anhalten::V,остановиться,лъалхъизе
894,hineingehen::V,входить,тӏаделъугьине
895,eintreten::V,войти,лъугьине
896,kommen::V,прийти,бачӏине
897,ankommen::V,прибыть,щвезе
898,ankommen::V,прибыть,тӏадебачӏине
899,zurückkommen::V,возвратиться,тадбуссине
900,zurückkommen::V,возвратиться,тӏадбуссине
901,bleiben::V,остаться,чӏезе
902,bleiben::V,остаться,хутӏизе
903,warten::V,ждать,чӏезе
904,erwarten::V,ожидать,балагьизе
905,suchen::V,искать,балагьизе
906,finden::V,найти,батизе
907,versuchen::V,пытаться,хӏалбихьизе
908,vorbereiten::V,подготовить,хӏадурлъизабизе
909,lieben::V,любить,балай бегьизе
910,mögen::V,любить,бокьизе
911,lachen::V,смеяться,белъизе
912,rühren::V,растрогать,
913,weinen::V,плакать,гӏодизе
914,schimpfen::V,ругаться,гъанчдезе
915,sich ärgern::V,сердиться,вагъизе
916,sich ärgern::V,сердиться,ццида́хине
917,sich fürchten::V,бояться,хӏинкъизе
918,fürchten::V,бояться,беркъазе
919,fürchten::V,бояться,хӏинкъа-къазе
920,fliehen::V,убегать,лъутизе
921,flüchten::V,убежать,лъутизе
922,sehen::V,видеть,бихьизе
923,anschauen::V,посмотреть,бертӏамизе
924,anschauen::V,посмотреть,балагьизе
925,ansehen::V,смотреть,бала-гъалагьизе
926,hören::V,слышать,рагӏизе
927,zuhören::V,слушать,гӏенеккизе
928,probieren::V,пробовать,кӏалдиб хъва́зе
929,probieren::V,пробовать,чӏамизе
930,riechen::V,нюхать,су́нтӏизе
931,fühlen::V,чувствовать,чӏвазе
932,scheinen::V,казаться,
933,zu sehen sein::V,виднеться,бихьизе
934,vernehmen::V,услышать,рагӏизе
935,frieren::V,мерзнуть,цӏорозе
936,tun::V,делать,гьабизе
937,können::V,мочь,кӏвезе
938,können::V,мочь,лъазе
939,können::V,уметь,кӏвезе
940,können::V,уметь,лъазе
941,wollen::V,хотеть,бокьизе
942,anfangen::V,начать,байбихьизе
943,beenden::V,закончить,тӏубазабизе
944,beenden::V,закончить,лъугӏизабизе
945,aufhören::V,перестать,бахъизе
946,gelingen::V,удаться,бахъизе
947,geraten::V,оказаться,бахъизе
948,öffnen::V,открыть,рагьизе
949,schließen::V,закрыть,къазе
950,stellen::V,поставить,чӏвазе
951,setzen::V,посадить,рекӏинабизе
952,setzen::V,посадить,гӏодор чӏезаризе
953,legen::V,класть,лъезе
954,berühren::V,трогать,хъвазе
955,verbinden::V,связать,хьухьине
956,verbinden::V,связать,бухьине
957,bedecken::V,покрыть,кквезе
958,aufhängen::V,повесить,базе
959,anzünden::V,зажечь,бакизе
960,anzünden::V,зажечь,рекӏинабизе
961,aufheben::V,поднять,
962,zurücklassen::V,оставить,тезе
963,verlieren::V,потерять,билизабизе
964,fallen lassen::V,уронить,бортизабизе
965,machen::V,сделать,гьабизе
966,herstellen::V,изготовить,гьабизе
967,herstellen::V,изготовить,хӏадурлъизабизе
968,bauen::V,строить,базе
969,bauen::V,строить,гьабизе
970,reparieren::V,чинить,къачӏазе
971,verbessern::V,улучшить,лъикӏлъизабизе
972,ändern::V,изменить,хисизабизе
973,graben::V,копать,бухъизе
974,beugen::V,согнуть,хьетӏизабизе
975,biegen::V,погнуть,гьетӏизабизе
976,drehen::V,вертеть,тиризабизе
977,drehen::V,вертеть,свердизабизе
978,wenden::V,повернуть,бегизе
979,umdrehen::V,перевернуть,бегизе
980,umdrehen::V,перевернуть,бега-битӏизе
981,heben::V,поднимать,борхизе
982,hochheben::V,поднять,борхалъизабизе
983,hochheben::V,поднять,борхизе
984,ergreifen::V,схватить,кквезе
985,halten::V,держать,кквезе
986,drücken::V,нажимать,къазе
987,drücken::V,нажимать,къанцӏу́зе
988,drücken::V,нажимать,къвал ба́зе
989,schieben::V,толкать,хъилдизе
990,kratzen::V,скрести,хачазе
991,lecken::V,лизать,чӏикӏизе
992,beißen::V,кусать,хӏанчӏизе
993,beißen::V,кусать,хӏанчӏизабизе
994,abreißen::V,оторвать,тӏезе
995,abreißen::V,оторвать,тӏезабизе
996,abschneiden::V,отрезать,къотӏизе
997,binden::V,вязать,бухьине
998,stecken::V,воткнуть,къазабизе
999,brechen::V,сломать,бекизе
1000,klopfen::V,стучать,дванкезе
1001,hauen::V,бить,базе
1002,kleben::V,клеить,бацӏцӏине
1003,reiben::V,тереть,хачазе
1004,streichen::V,намазать,бахине
1005,streichen::V,намазать,жужазе
1006,schleifen::V,точить,лъухьизе
1007,schneiden::V,резать,къотӏизе
1008,rütteln::V,шатать,багъа-бачаризабизе
1009,schütteln::V,трясти,кӏобокӏизе
1010,schwenken::V,махать,гьесадизе
1011,schwenken::V,махать,хьвагӏезабизе
1012,schütten::V,налить,тӏезе
1013,füllen::V,наполнить,цӏезабизе
1014,einwickeln::V,завернуть,жемизе
1015,tragen::V,нести,баччизе
1016,schleppen::V,тащить,бехъерхъизе
1017,ziehen::V,тянуть,цӏазе
1018,aufbewahren::V,хранить,цӏунизе
1019,werfen::V,бросать,рехизе
1020,fangen::V,ловить,кквезе
1021,packen::V,схватить,кквезе
1022,verstecken::V,спрятать,бахчизе
1023,teilen::V,разделить,бикьизе
1024,schicken::V,посылать,битӏизе
1025,bringen::V,принести,баччизе
1026,hinzufügen::V,добавить,жубазе
1027,bekommen::V,достать,щвезе
1028,erhalten::V,получить,щвезе
1029,erhalten::V,получить,босизе
1030,nehmen::V,взять,босизе
1031,wählen::V,выбрать,бищизе
1032,auswählen::V,отобрать,тӏасабищизе
1033,bewahren::V,сохранить,цӏунизе
1034,behindern::V,препятствовать,квекӏен гьабизе
1035,verderben::V,испортить,хвезабизе
1036,beschädigen::V,повредить,галгъазабизе
1037,zerbrechen::V,разбить,щущазабизе
1038,zerreißen::V,разорвать,бихъизе
1039,zerstören::V,разрушить,биххизабизе
1040,verbrennen::V,сжечь,бухӏизе
1041,geben::V,дать,кьезе
1042,reichen::V,передать,кьезе
1043,schenken::V,дарить,кьезе
1044,versprechen::V,обещать,назру гьабизе
1045,wünschen::V,желать,бокьизе
1046,loben::V,хвалить,беццизе
1047,loben::V,хвалить,бецца-бекъизе
1048,küssen::V,целовать,баизе
1049,wiegen::V,качать,чӏучӏадизабизе
1050,zudecken::V,накрыть,тӏадбигъине
1051,wecken::V,разбудить,бигьинабизе
1052,zeigen::V,показать,бихьизабизе
1053,führen::V,вести,бачине
1054,lehren::V,учить,малъизе
1055,lehren::V,учить,цӏализабизе
1056,unterrichten::V,преподавать,цӏализабизе
1057,aufziehen::V,воспитать,гӏезабизе
1058,leiten::V,руководить,нухмалъи гьабизе
1059,antreiben::V,подгонять,гӏедегӏизабизе
1060,lassen::V,заставить,
1061,einladen::V,пригласить,ахӏизе
1062,einladen::V,пригласить,тӏадеахӏизе
1063,vereinigen::V,объединить,цолъизабизе
1064,besuchen::V,посетить,баккизе
1065,besuchen::V,посетить,хьвадизе
1066,treffen::V,встретить,дандчӏвазе
1067,sich versammeln::V,собраться,данделъизе
1068,sich versammeln::V,собраться,бакӏаризе
1069,spielen::V,играть,басандизе
1070,singen::V,петь,ахӏизе
1071,tanzen::V,плясать,кьурдизе
1072,tanzen::V,танцевать,кьурдизе
1073,sich trennen::V,расстаться,батӏалъизе
1074,verlassen::V,покинуть,тезе
1075,verlassen::V,покинуть,рехунтезе
1076,retten::V,спасти,хвасар гьабизе
1077,retten::V,спасти,хвасарлъизабизе
1078,bewachen::V,охранять,цӏунизе
1079,schützen::V,уберегать,цӏунизе
1080,verteidigen::V,защитить,цӏунизе
1081,sich schlagen::V,драться,багъизе
1082,schießen::V,стрелять,речӏчӏизе
1083,siegen::V,победить,бергьине
1084,ärgern::V,сердить,вагъизавизе
1085,schlagen::V,ударить,кьабизе
1086,treten::V,пинать,мал тункизе
1087,stechen::V,уколоть,къазабизе
1088,stoßen::V,толкнуть,тункизе
1089,stoßen::V,толкнуть,хъилдизе
1090,stehlen::V,украсть,щинкӏизабизе
1091,stören::V,помешать,квекӏен гьабизе
1092,stören::V,помешать,татубахъи гьабизе
1093,belästigen::V,надоедать,рахӏатхвезабизе
1094,verbergen::V,скрыть,бахчизе
1095,verbergen::V,скрыть,балъго тезе
1096,täuschen::V,обмануть,божуда рекӏкӏ гьабизе
1097,täuschen::V,обмануть,гуккизе
1098,betrügen::V,смошенничать,хӏилла гьабизе
1099,betrügen::V,смошенничать,сандирахълъи гьабизе
1100,töten::V,убить,чӏвазе
1101,wohnen::V,проживать,яшав гьабизе
1102,arbeiten::V,работать,хӏалтӏизе
1103,sammeln::V,собрать,бакӏаризе
1104,pflücken::V,рвать,бетӏизе
1105,pflücken::V,срывать,бетӏизе
1106,jagen::V,охотиться,чан гьабизе
1107,fischen::V,рыбачить,ччугӏа кквезе
1108,fassen::V,поймать,кквезе
1109,hüten::V,пасти,кваназабизе
1110,treiben::V,гнать,гъезе
1111,anbinden::V,привязать,бухьине
1112,füttern::V,кормить,кваназабизе
1113,melken::V,доить,бечӏчӏизе
1114,hacken::V,рубить,чӏвазе
1115,gießen::V,полить,лъалъазе
1116,reifen::V,созреть,барщизе
1117,zubereiten::V,приготовить,бежа-белъине
1118,kochen::V,варить,белъине
1119,backen::V,печь,базе
1120,braten::V,жарить,бежизе
1121,umrühren::V,перемешать,багъаризе
1122,stricken::V,вязать,хьухьине
1123,nähen::V,шить,букъизе
1124,färben::V,покрасить,кьер гьабизе
1125,reinigen::V,очистить,бацӏцӏине
1126,waschen::V,стирать,чуризе
1127,abwischen::V,вытереть,бацӏцӏине
1128,spülen::V,полоскать,хулизе
1129,fegen::V,подметать,лъухьизе
1130,kehren::V,мести,лъухьизе
1131,baden::V,купаться,чордезе
1132,sich waschen::V,мыться,
1133,ausziehen::V,снять,бахъизе
1134,anziehen::V,надеть,ретӏине
1135,sich anziehen::V,одеться,ретӏине
1136,kämmen::V,причесать,хазе
1137,schmücken::V,украсить,чӏухӏизабизе
1138,sagen::V,сказать,бицине
1139,sprechen::V,говорить,бицине
1140,reden::V,разговаривать,гаргадизе
1141,sich unterhalten::V,беседовать,гаргадизе
1142,fragen::V,спросить,цӏехезе
1143,fragen::V,спросить,гьикъизе
1144,bitten::V,просить,гьаризе
1145,erzählen::V,рассказать,бицине
1146,mitteilen::V,сообщить,лъазабизе
1147,nennen::V,назвать,цӏар лъезе
1148,rufen::V,звать,ахӏизе
1149,prahlen::V,хвастаться,беццаризе
1150,übersetzen::V,перевести,буссинабизе
1151,denken::V,думать,ургъизе
1152,glauben::V,верить,божизе
1153,bemerken::V,заметить,берречӏчӏизе
1154,erkennen::V,узнать,лъазе
1155,erkennen::V,узнать,батӏаго бахъизе
1156,begreifen::V,понять,бичӏчӏизе
1157,begreifen::V,постичь,бичӏчӏизе
1158,verstehen::V,услышать,
1159,lernen::V,учиться,цӏализе
1160,wissen::V,знать,лъазе
1161,sich erinnern an::V,вспомнить,ракӏалде щвезе
1162,vergessen::V,забыть,кӏочене
1163,messen::V,мерить,борцине
1164,zählen::V,считать,рикӏкӏине
1165,rechnen::V,считать,рикӏкӏине
1166,lesen::V,читать,цӏализе
1167,malen::V,рисовать,бахъизе
1168,zeichnen::V,рисовать,бахъизе
1169,schreiben::V,писать,хъвазе
1170,besitzen::V,иметь,щвезе
1171,besitzen::V,иметь,бу́кӏине
1172,kaufen::V,купить,босизе
1173,verkaufen::V,продать,бичизе
1174,bezahlen::V,заплатить,кьезе
1175,zahlen::V,платить,кьезе
1176,beherrschen::V,владеть,
1177,ertragen::V,вытерпеть,баччизе
