,Concept_ID,ta,fr
154,Bulle::N,காளை,taureau
155,Pferd::N,குதிரை,cheval
156,Schaf::N,செம்மறிஆடு,mouton
157,Schwein::N,பன்றி,porc
158,Schwein::N,பன்றி,cochon
159,Hund::N,நாய்,chien
160,Katze::N,பூனை,chat
161,Bär::N,கரடி,ours
162,Eichhörnchen::N,அணில்,écureuil
163,Elch::N,கடம்பை,élan
164,Fuchs::N,நரி,renard
165,Hase::N,முயல்,lièvre
166,Maus::N,எலி,souris
167,Wolf::N,ஓநாய்,loup
168,Vogel::N,பறவை,oiseau
169,Schwarm::N,தொகுதி,nuée
170,Schwarm::N,தொகுதி,volée
171,Huhn::N,கோழிக்குஞசு,poule
172,Hahn::N,சேவல்,coq
173,Gans::N,பெண் வாத்து,oie
174,Adler::N,பருநது,aigle
175,Ente::N,வாத்து,canard
176,Eule::N,ஆந்தை,hibou
177,Kranich::N,நாரை,grue
178,Krähe::N,காகம்,corneille
179,Kuckuck::N,குயில்,coucou
180,Schwan::N,அன்னம்,cygne
181,Fisch::N,மீன்,poisson
182,Barsch::N,பேர்ச்,perche
183,Hecht::N,கோலாச்சி மீன்,brochet
184,Schlange[Tier]::N,பாம்பு,serpent
185,Wurm::N,புழு,ver
186,Spinne::N,சிலந்தி,araignée
187,Ameise::N,எறும்பு,fourmi
188,Laus::N,பேன்,pou
189,Mücke::N,கொசுவினப்பூச்சி,moucheron
190,Fliege::N,ஈ,mouche
191,Schmetterling::N,வண்ணத்துப்பூச்சி,papillon
192,Beere::N,சதைப்பழம்,baie
193,Apfel::N,ஆப்பிள பழம்,pomme
194,Pilz::N,காளான்,champignon
195,Zwiebel::N,வெங்காயம்,oignon
196,Saat::N,விதை,semence
197,Korn::N,தானியம்,grain
198,Heu::N,வைக்கோல்,foin
199,Schale::N,தோல்,pelure
200,Grube::N,குழி,fosse
201,Falle::N,பொறி,piège
202,Schlinge::N,கண்ணி,lacs
203,Spur::N,சுவடு,trace
204,Asche::N,சாம்பல்,cendre
205,Dreck::N,அழுக்கு,crotte
206,Eisen::N,இரும்பு,fer
207,Gold::N,தங்கம்,or
208,Silber::N,வெள்ளி,argent
209,Kohle::N,நிலக்கரி,charbon
210,Glas::N,கண்ணாடி,verre
211,Lehm::N,களிமண்,glaise
212,Sand::N,மணல்,sable
213,Mensch::N,மனிதர்கள்,homme
214,Mann::N,மனிதன்,homme
215,Frau::N,பெண்,femme
216,Kind::N,குழந்தை,enfant
217,Junge::N,பையன்,garçon
218,Mädchen::N,சிறுமி,fille
219,Mädchen::N,சிறுமி,jeune fille
220,Familie::N,குடும்பம்,famille
221,Großvater::N,தாத்தா,grand-père
222,Großmutter::N,பாட்டி,grand-mère
223,Eltern::N,பெற்றோர்,parents
224,Vater::N,தந்தை,père
225,Mutter::N,தாய்,mère
226,Sohn::N,மகன்,fils
227,Tochter::N,மகள்,fille
228,Bruder::N,சகோதரன்,frère
229,Schwester::N,அக்கா,sœur
230,Onkel::N,தாய் மாமன்,oncle
231,Tante::N,அத்தை,tante
232,Ehemann::N,கணவன்,mari
233,Ehemann::N,கணவன்,époux
234,Ehefrau::N,மனைவி,femme
235,Ehefrau::N,மனைவி,épouse
236,Freude::N,கொண்டாட்டம்,joie
237,Freude::N,கொண்டாட்டம்,plaisir
238,Gelächter::N,சிரிப்பு,rires
239,Glück::N,மகிழ்ச்சி,bonheur
240,Kummer::N,துயரம்,peine
241,Kummer::N,துயரம்,chagrin
242,Wunsch::N,விருப்பம்,désir
243,Lust::N,விருப்பம்,envie
244,Geist::N,ஆன்மா,esprit
245,Gedanke::N,எண்ணம்,idée
246,Gedanke::N,எண்ணம்,pensée
247,Gedächtnis::N,ஞாபகம்,mémoire
248,Verstand::N,மனம்,raison
249,Sinn::N,அர்த்தம்,sens
250,Grund::N,காரணம்,cause
251,Grund::N,காரணம்,raison
252,Wahrheit::N,உண்நை,vérité
253,Gespräch::N,பெசு,conversation
254,Märchen::N,நம்பத்தகாத கதை,conte
255,Märchen::N,நம்பத்தகாத கதை,conte de fées
256,Erzählung::N,கதை,conte
257,Erzählung::N,கதை,narration
258,Nachricht::N,செய்தி,message
259,Neuigkeit::N,செய்தி,nouvelle
260,Name::N,பெயர்,nom
261,Rätsel::N,புதிர்,énigme
262,Rätsel::N,புதிர்,devinette
263,Rede::N,பேச்சு,parole
264,Rede::N,பேச்சு,discours
265,Sprache::N,மொழி,langue
266,Sprache::N,மொழி,langage
267,Stimme::N,குரல்,voix
268,Wort::N,வார்த்தை,mot
269,Zeichen::N,குறி,signe
270,Ruf::N,அழைப்பு,cri
271,Ruf::N,அழைப்பு,appel
272,Lärm::N,சத்தம்,bruit
273,Laut::N,ஒலி,son
274,Ton::N,குரல்,ton
275,Lied::N,பாட்டு,chant
276,Lied::N,பாட்டு,chanson
277,Ruhe::N,அமைதி,calme
278,Ruhe::N,அமைதி,tranquillité
279,Leute::N,மக்கள்,gens
280,Volk::N,மக்கள்,peuple
281,Arbeit::N,வேலை,travail
282,Gast::N,விருந்தாளி,hôte
283,Gast::N,விருந்தாளி,invité
284,Geschenk::N,பரிசுப் பொருள்,cadeau
285,Geschenk::N,பரிசுப் பொருள்,présent
286,Spiel::N,விளையாட்டு,jeu
287,Gesellschaft::N,சமுதாயம்,compagnie
288,Hilfe::N,உதவி,aide
289,Hilfe::N,உதவி,secours
290,Freund::N,நண்பன்,ami
291,Kamerad::N,உடனிருப்பவன்,copain
292,Kamerad::N,உடனிருப்பவன்,camarade
293,Angelegenheit::N,செய்தி,affaire
294,Anzahl::N,எண்ணிக்கை,nombre
295,Art::N,வகை,sorte
296,Art::N,வகை,espèce
297,Stück::N,துண்டம்,morceau
298,Teil::N,பகுதி,part
299,Teil::N,பகுதி,partie
300,Hälfte::N,பாதி,moitié
301,Kreis::N,வட்டம்,cercle
302,Kreuz::N,சிலுவை,croix
303,Linie::N,கோடு,ligne
304,Strich::N,வாத நோய்,trait
305,Abstand::N,இடைவெளி,écart
306,Entfernung::N,தூரம்,distance
307,Gegend::N,வட்டாரம்,région
308,Gegend::N,வட்டாரம்,contrée
309,Platz::N,வெற்றிடம்,place
310,Ort::N,இடம்,lieu
311,Ort::N,இடம்,endroit
312,Seite::N,பக்கம்,côté
313,Mitte::N,இடைப்பகுதி,milieu
314,Gegenstand::N,உருப்படி,objet
315,Sache::N,பொருள்,chose
316,Rand::N,தொங்கு,bord
317,Kante::N,விளிம்பு,arête
318,Ecke::N,மூலை,coin
319,Ecke::N,மூலை,tournant
320,Spitze::N,முனை,cime
321,Spitze::N,முனை,pointe
322,Ende::N,முடிவு,bout
323,Loch::N,துளை,trou
324,Winkel::N,கோணம்,coin
325,Winkel::N,கோணம்,réduit
326,Muster::N,பாங்கு,dessin
327,Größe::N,அளவு,grandeur
328,Länge::N,நீளம்,longueur
329,Höhe::N,உயரம்,hauteur
330,Höhe::N,உயரம்,altitude
331,Gewicht::N,எடை,poids
332,Menge::N,தொகை,quantité
333,Haufen::N,குவியல்,tas
334,Reihe::N,வரிசை,file
335,Reihe::N,வரிசை,rangée
336,Boot::N,படகு,canot
337,Boot::N,படகு,bateau
338,Ruder::N,துடுப்பு,rame
339,Ruder::N,துடுப்பு,aviron
340,Schlitten::N,சகடையிலா வண்டி,traîneau
341,Ski::N,பனிச் சறுக்கல்,ski
342,Lagerfeuer::N,மூட்டம்,feu de camp
343,Last::N,பாரம்,charge
344,Last::N,பாரம்,fardeau
345,Gang::N,நடை,tour
346,Gang::N,நடை,marche
347,Schritt::N,காலடி,pas
348,Norden::N,வடக்கு,nord
349,Süden::N,தெற்கு,sud
350,Westen::N,மேற்கு திசை,ouest
351,Westen::N,மேற்கு திசை,occident
352,Osten::N,கிழக்கு,est
353,Osten::N,கிழக்கு,orient
354,Holz::N,மரக்கட்டை,bois
355,Brett::N,பலகை,planche
356,Platte::N,பலகம்,plaque
357,Stütze::N,அடைப்புகன்,appui
358,Stütze::N,அடைப்புகன்,soutien
359,Stange::N,கம்பம்,barre
360,Stange::N,கம்பம்,perche
361,Stock::N,குச்சி,canne
362,Stab::N,கம்பு,bâton
363,Rohr::N,குழாய்,tube
364,Rohr::N,குழாய்,tuyau
365,Haus::N,வீடு,maison
366,Heim::N,வீடு,maison
367,Ofen::N,அடுப்பு,poêle
368,Fußboden::N,தரை,plancher
369,Tisch::N,மேசை,table
370,Stuhl::N,நாற்காலி,chaise
371,Wiege::N,தொட்டில்,berceau
372,Bett::N,படுக்கை,lit
373,Regal::N,அலமாரி,étagère
374,Kiste::N,பெட்டி,caisse
375,Fenster::N,சாளரம்,fenêtre
376,Tür::N,கதவு,porte
377,Tor::N,வாசற்கதவு,porte
378,Tor::N,வாசற்கதவு,portail
379,Zaun::N,வேலி,clôture
380,Dach::N,கூரை,toit
381,Leiter::N,ஏணி,échelle
382,Besen::N,விளக்குமாறு,balai
383,Spaten::N,மண்வெட்டி,bêche
384,Schaufel::N,அடிதண்டா,pelle
385,Gabel::N,முட்கரண்டி,fourchette
386,Löffel::N,கரண்டி,cuiller
387,Messer::N,கத்தி,couteau
388,Nagel::N,ஆணி,clou
389,Netz::N,வலை,filet
390,Haken::N,கொக்கி,croc
391,Haken::N,கொக்கி,crochet
392,Griff::N,கைப்பிடி,prise
393,Griff::N,கைப்பிடி,manche
394,Schloss::N,பூட்டு,serrure
395,Bild::N,படம்,image
396,Bild::N,படம்,tableau
397,Figur::N,எண்ணிக்கை,figure
398,Puppe::N,பொம்மை,poupée
399,Beutel::N,பை,sac
400,Beutel::N,பை,petit sac
401,Bündel::N,பொதி,paquet
402,Bündel::N,பொதி,faisceau
403,Tasche::N,பை,sac
404,Eimer::N,வாளி,seau
405,Deckel::N,உறை,couvercle
406,Geschirr::N,பாத்திரம்,vaisselle
407,Sack::N,பை,sac
408,Tasse::N,கிண்ணம்,tasse
409,Topf::N,பானை,pot
410,Topf::N,பானை,marmite
411,Kessel::N,கெண்டி,chaudron
412,Essen::N,உணவருந்துதல்,repas
413,Essen::N,உணவருந்துதல்,manger
414,Nahrung::N,உணவு,nourriture
415,Speise::N,உணவு வகை,plat
416,Fleisch::N,இறைச்சி,viande
417,Getreide::N,மக்காச்சோளம்,blé
418,Getreide::N,மக்காச்சோளம்,céréales
419,Brei::N,கஞ்சி,purée
420,Brei::N,கஞ்சி,bouillie
421,Brot::N,ரொட்டி,pain
422,Scheibe::N,துண்டு,tranche
423,Fett::N,கொழுப்பு,graisse
424,Butter::N,வெண்ணெய்,beurre
425,Öl::N,எண்ணெய்,huile
426,Salz::N,உப்பு,sel
427,Suppe::N,ரசம்,soupe
428,Suppe::N,ரசம்,potage
429,Honig::N,தேன்,miel
430,Milch::N,பால்,lait
431,Tee::N,தெனீர்,thé
432,Leder::N,பதம் செய்யப்பட்ட தோல்,cuir
433,Wolle::N,கம்பளி,laine
434,Stoff::N,துணி,tissu
435,Stoff::N,துணி,étoffe
436,Nadel::N,ஊசி,aiguille
437,Faden::N,நூல்,fil
438,Knopf::N,பொத்தான்,bouton
439,Knoten::N,முடிச்சு,nœud
440,Farbe::N,வண்ணக் குழம்பு,peinture
441,Kleidung::N,ஆடைகள்,vêtements
442,Kleidung::N,ஆடைகள்,habillement
443,Hemd::N,சட்டை,chemise
444,Kragen::N,கழுத்துப் பட்டை,col
445,Ärmel::N,சட்டைக்கை,manche
446,Hose::N,கால்சட்டை,pantalon
447,Gürtel::N,பெல்ட்,ceinture
448,Mütze::N,தொப்பி,bonnet
449,Mütze::N,தொப்பி,casquette
450,Schuh::N,காலணி,soulier
451,Schuh::N,காலணி,chaussure
452,Stiefel::N,காலணி,botte
453,Ring::N,மோதிரம்,bague
454,Band::N,நாடா,ruban
455,Kamm::N,கீப்பு,peigne
456,Spiegel::N,ஆடி,glace
457,Spiegel::N,ஆடி,miroir
458,Spiegel::N,கண்ணாடி,glace
459,Spiegel::N,கண்ணாடி,miroir
460,Riemen::N,வார்,lanière
461,Riemen::N,வார்,courroie
462,Schnur::N,கயிறு,corde
463,Schnur::N,கயிறு,ficelle
464,Leine::N,தோல்வார்,laisse
465,Decke::N,போர்வை,couverture
466,Kissen::N,தலையணை,oreiller
467,Tuch::N,துணி,drap
468,Tuch::N,துணி,fichu
469,Handtuch::N,தண்டு,serviette
470,Handtuch::N,தண்டு,essuie-mains
471,Kraft::N,நிர்பந்தம்,force
472,Stärke::N,பலம்,vigueur
473,Gesundheit::N,ஆரோக்கியம்,santé
474,Krankheit::N,நோய்,maladie
475,Schmerz::N,வலி,douleur
476,Wunde::N,காயம்,plaie
477,Wunde::N,காயம்,blessure
478,Fieber::N,காய்ச்சல்,fièvre
479,Arznei::N,மருந்து,remède
480,Arznei::N,மருந்து,médecine
481,Brücke::N,பாலம்,pont
482,Brunnen::N,கேணி,puits
483,Weide::N,மேய்ச்சல் நிலம்,pâturage
484,Pfad::N,நடை வழி,sentier
485,Weg::N,வழி,voie
486,Weg::N,வழி,chemin
487,Straße::N,சாலை,route
488,Dorf::N,கிராமம்,village
489,Stadt::N,நகரம்,cité
490,Stadt::N,நகரம்,ville
491,Brief::N,கடிதம்,lettre
492,Buch::N,புத்தகம்,livre
493,Buchstabe::N,எழத்து,lettre
494,Buchstabe::N,எழத்து,caractère
495,Zeitung::N,செய்தித்தாள்,journal
496,Leben::N,வாழ்க்கை,vie
497,Tod::N,மரணம்,mort
498,Grab::N,சமாதி,tombe
499,Kirche::N,தேவாலயம்,église
500,Sünde::N,பாவம்,péché
501,Gott::N,கடவுள்,dieu
502,Arbeiter::N,தொழிலாளி,ouvrier
503,Arbeiter::N,தொழிலாளி,travailleur
504,Chef::N,மேலாளர்,chef
505,Chef::N,மேலாளர்,patron
506,Meister::N,தலைவன்,maître
507,Arzt::N,மருத்துவர்,médecin
508,Lehrer::N,ஆசிரியர்,professeur
509,Lehrer::N,ஆசிரியர்,instituteur
510,Geld::N,பணம்,argent
511,Geschäft::N,வாணிபம்,affaire
512,Geschäft::N,வாணிபம்,commerce
513,Laden::N,கடை,magasin
514,Laden::N,கடை,boutique
515,Preis::N,விலை,prix
516,Ware::N,சாமன்கள்,marchandise
517,Nutzen::N,இலாபம்,profit
518,Reichtum::N,சொத்து,richesse
519,Welt::N,உலகம்,monde
520,Land::N,நாடு,pays
521,Staat::N,நாடு,État
522,König::N,அரசன்,roi
523,Macht::N,அதிகாரம்,pouvoir
524,Macht::N,அதிகாரம்,puissance
525,Grenze::N,எல்லை,frontière
526,Krieg::N,போர்,guerre
527,Feind::N,எதிரி,ennemi
528,Gewalt::N,வன்முறை,violence
529,Kampf::N,போராட்டம்,lutte
530,Kampf::N,போராட்டம்,combat
531,Bogen[Waffe]::N,வில்,arc
532,Pfeil::N,அம்பு,flèche
533,Gewehr::N,துப்பாக்கி,fusil
534,Fehler::N,தவறு,faute
535,Fehler::N,தவறு,erreur
536,Lüge::N,பொய்,mensonge
537,Schaden::N,சேதாரம்,dégât
538,Schaden::N,சேதாரம்,dommage
539,Unglück::N,இடையூறு,malheur
540,Schuld::N,குற்றம்,faute
541,Schuld::N,குற்றம்,culpabilité
542,Alter::N,வயது,âge
543,Schluss::N,முடிவு,fin
544,Zeit::N,காலம்,temps
545,Tag::N,நாள்,jour
546,Tag::N,நாள்,journée
547,Morgen::N,காலை நேரம்,matin
548,Morgen::N,காலை நேரம்,matinée
549,Mittag::N,மதியம்,midi
550,Abend::N,மாலைப் பொழுது,soir
551,Abend::N,மாலைப் பொழுது,soirée
552,Nacht::N,இரவு,nuit
553,Woche::N,வாரம்,semaine
554,Monat::N,மாதம்,mois
555,Jahr::N,வருடம்,an
556,Jahr::N,வருடம்,année
557,Frühling::N,வசந்தம்,printemps
558,Sommer::N,கோடை,été
559,Herbst::N,இலையுதிர் காலம்,automne
560,Winter::N,குளிர்காலம்,hiver
561,Januar::N,ஜனவரி,janvier
562,Februar::N,பிபரவரி மாதம்,février
563,März::N,மார்ச் மாதம்,mars
564,April::N,ஏப்ரல் மாதம்,avril
565,Mai::N,மே மாதம்,mai
566,Juni::N,ஜூன் மாதம்,juin
567,Juli::N,ஜூலை மாதம்,juillet
568,August::N,ஆகஸ்ட் மாதம்,août
569,September::N,செப்டம்பர் மாதம்,septembre
570,Oktober::N,அக்டோபர் மாதம்,octobre
571,November::N,நவம்பர் மாதம்,novembre
572,Dezember::N,டிசம்பர்,décembre
573,Montag::N,திங்கட் கிழமை,lundi
574,Dienstag::N,செவ்வாய்க்கிழமை,mardi
575,Mittwoch::N,புதன் கிழமை,mercredi
576,Donnerstag::N,வியாழக் கிழமை,jeudi
577,Freitag::N,வெள்ளிக்கிழமை,vendredi
578,Samstag::N,சனிக்கிழமை,samedi
579,Sonntag::N,ஞாயிறுக் கிழமை,dimanche
580,groß::A,பெரிய,grand
581,klein::A,சிறிய,petit
582,lang::A,நீண்ட,long
583,kurz::A,குட்டையான,court
584,breit::A,அகலமான,large
585,schmal::A,குறுகலான,étroit
586,dicht::A,அடர்த்தியான,dense
587,dick[Gegenstand]::A,தடித்த,épais
588,dünn::A,சன்னமான,mince
589,fein::A,மெல்லிய,fin
590,fein::A,மெல்லிய,menu
591,fest::A,உறுதியாள,ferme
592,fest::A,உறுதியாள,solide
593,flach::A,தட்டையான,plat
594,glatt::A,வழுவழுப்பான,poli
595,glatt::A,வழுவழுப்பான,lisse
596,hart::A,கடினமான,dur
597,weich::A,மென்மையான,mou
598,rund::A,உருண்டையான,rond
599,spitz::A,திகந்தமாக,aigu
600,spitz::A,திகந்தமாக,pointu
601,scharf::A,கூரான,tranchant
602,stumpf::A,உளம் திறந்த,mousse
603,stumpf::A,உளம் திறந்த,émoussé
604,schwer::A,கனமான,lourd
605,schwer::A,கனமான,pesant
606,schön::A,அழகான,beau
607,heiß::A,சூடான,chaud
608,heiß::A,சூடான,très chaud
609,warm::A,இதமான,chaud
610,kalt::A,குளிர்ச்சியான,froid
611,kühl::A,குளிர்ச்சியான,frais
612,frisch::A,சுத்தமான,frais
613,feucht::A,ஈரமான,humide
614,nass::A,ஈரமான,mouillé
615,trocken::A,உலர்ந்த,sec
616,voll::A,நிரம்பிய,plein
617,voll::A,நிரம்பிய,rempli
618,leer::A,காலியான,vide
619,offen::A,திறந்த,ouvert
620,geschlossen::A,மூடப்பட்ட,clos
621,geschlossen::A,மூடப்பட்ட,fermé
622,sauber::A,சுத்தமான,net
623,sauber::A,சுத்தமான,propre
624,schmutzig::A,அழக்கான,sale
625,schmutzig::A,அழக்கான,crasseux
626,roh::A,கச்சா,cru
627,roh::A,கச்சா,brut
628,reif::A,பழுத்த,mûr
629,lecker::A,சுவைமிக்க,délicieux
630,lecker::A,சுவைமிக்க,appétissant
631,süß::A,இனிப்பான,doux
632,bitter::A,கசப்பான,amer
633,sauer::A,புளிப்பாக,aigre
634,hell::A,பளபளப்பான,clair
635,dunkel::A,கருமையான,sombre
636,schwarz::A,கருப்பு வண்ண,noir
637,weiß::A,வெண்மையன,blanc
638,rot::A,சிவப்பு,rouge
639,gelb::A,மஞ்சள் வண்ணம்,jaune
640,blau::A,நீல வண்ண,bleu
641,grün::A,பச்சை வண்ண,vert
642,grau::A,சாம்பல் நிற,gris
643,bunt::A,வண்ண மயமான,multicolore
644,billig::A,மலிவான,bon marché
645,teuer::A,விலை அதிகமான,cher
646,wertvoll::A,மதிப்புள்ள,précieux
647,blind::A,பார்வையற்ற,aveugle
648,taub::A,செவிடான,sourd
649,kräftig::A,வலிமையான,fort
650,kräftig::A,வலிமையான,vigoureux
651,stark::A,பலமான,fort
652,stark::A,பலமான,puissant
653,schwach::A,பலவீனமான,faible
654,fett::A,பருமனாக,gras
655,schlank::A,ஒல்லியான,svelte
656,hübsch::A,அழகிய,joli
657,böse::A,கேடு விளைவிக்கும்,mauvais
658,dumm::A,முட்டாள்தனமான,sot
659,dumm::A,முட்டாள்தனமான,bête
660,faul::A,சோம்பலான,fainéant
661,faul::A,சோம்பலான,paresseux
662,fleißig::A,ஊக்கந்தளராத,appliqué
663,geizig::A,கஞேசத்தனமான,avare
664,klug::A,சாதுரியமான,intelligent
665,geschickt::A,திறமையள்ள,habile
666,lieb::A,அன்புக்குரிய,cher
667,lieb::A,அன்புக்குரிய,gentil
668,lustig::A,களிப்புமிக்க,gai
669,lustig::A,களிப்புமிக்க,joyeux
670,sanft::A,சாதுவான,doux
671,hungrig::A,பசியுடன்,affamé
672,krank::A,நோயுற்று,malade
673,nackt::A,ஆடையற்ற,nu
674,traurig::A,சோகமான,triste
675,lebendig::A,பிழைப்பு,vivant
676,gut::A,நல்ல,bon
677,schlecht::A,கெட்ட,mauvais
678,richtig::A,சரியான,juste
679,richtig::A,சரியான,correct
680,schlimm::A,அருவருப்பான,grave
681,schlimm::A,அருவருப்பான,mauvais
682,wahr::A,உண்மையான,vrai
683,wahr::A,உண்மையான,véritable
684,alt::A,பழைய,vieux
685,neu::A,புதிய,neuf
686,neu::A,புதிய,nouveau
687,ehemalig::A,முன்நாள்,ancien
688,alt[Lebewesen]::A,வயதான,âgé
689,alt[Lebewesen]::A,வயதான,vieux
690,jung::A,இளமையான,jeune
691,arm::A,ஏழ்மையான,pauvre
692,reich::A,செல்வம் படைத்த,riche
693,bekannt::A,பழக்கப்பட்ட,connu
694,berühmt::A,புகழ்பெற்ற,fameux
695,berühmt::A,புகழ்பெற்ற,célèbre
696,fremd::A,அயல் நாட்டு,étranger
697,verschieden::A,வித்தியாசமான,différent
698,nah::A,பக்கத்தில் உள்ள,lié
699,nah::A,பக்கத்தில் உள்ள,proche
700,fern::A,தொலை தூரத்தில்,éloigné
701,fern::A,தொலை தூரத்தில்,lointain
702,linker::A,மீந்திருக்கும்,gauche
703,rechter::A,வலதுபக்கம்,droit
704,anderer::A,மற்ற,autre
705,erster::A,முதனமையான,premier
706,zweiter::A,இரண்டாவது,second
707,zweiter::A,இரண்டாவது,deuxième
