,Concept_ID,is,es
94,Regenbogen::N,regnbogi,arco iris
95,Donner::N,þruma,trueno
96,Strömung::N,straumur,corriente
97,Tropfen::N,dropi,gota
98,Schaum::N,froða,espuma
99,Schmutz::N,óhreinindi,suciedad
100,See::N,stöðuvatn,lago
101,Sumpf::N,fen,pantano
102,Moor::N,mýri,turbera
103,Wiese::N,engi,prado
104,Wiese::N,engi,pradera
105,Wald::N,skógur,bosque
106,Hügel::N,hæð,colina
107,Hügel::N,hóll,colina
108,Anhöhe::N,hæð,cerro
109,Anhöhe::N,hóll,cerro
110,Berg::N,fell,monte
111,Berg::N,fell,montaña
112,Berg::N,fjall,monte
113,Berg::N,fjall,montaña
114,Gipfel::N,tindur,cima
115,Gipfel::N,tindur,cumbre
116,Höhle::N,hellir,cueva
117,Höhle::N,hellir,caverna
118,Abhang::N,hlíð,cuesta
119,Abhang::N,hlíð,declive
120,Abhang::N,brekka,cuesta
121,Abhang::N,brekka,declive
122,Quelle::N,lind,fuente
123,Quelle::N,lind,manantial
124,Quelle::N,uppspretta,fuente
125,Quelle::N,uppspretta,manantial
126,Bach::N,lækur,arroyo
127,Fluss::N,á,río
128,Fluss::N,fljót,río
129,Ufer::N,árbakki,orilla
130,Ufer::N,sjávarbakki,orilla
131,Küste::N,strönd,costa
132,Festland::N,meginland,tierra firme
133,Meer::N,haf,mar
134,Meer::N,sjór,mar
135,Bucht::N,vík,cala
136,Bucht::N,vík,bahía
137,Insel::N,eyja,isla
138,Blume::N,blóm,flor
139,Gras::N,gras,hierba
140,Wurzel::N,rót,raíz
141,Baum::N,tré,árbol
142,Stamm::N,stofn,tronco
143,Rinde::N,börkur,corteza
144,Ast::N,grein,rama
145,Zweig::N,angi,ramo
146,Zweig::N,kvistur,ramo
147,Blatt::N,blað,hoja
148,Birke::N,birki,abedul
149,Kiefer[Baum]::N,fura,pino
150,Weide[Baum]::N,víðir,sauce
151,Tanne::N,greni,abeto
152,Horn::N,horn,asta
153,Horn::N,horn,cuerno
154,Feder::N,fjöður,pluma
155,Fell::N,skinn,piel
156,Flügel::N,vængur,ala
157,Klaue::N,kló,garra
158,Kralle::N,kló,uña
159,Kralle::N,kló,garra
160,Schwanz::N,rófa,cola
161,Schwanz::N,skott,cola
162,Ei::N,egg,huevo
163,Nest::N,hreiður,nido
164,Bau::N,greni,madriguera
165,Bau::N,bæli,madriguera
166,Tier::N,dýr,animal
167,Herde::N,hjörð,rebaño
168,Kuh::N,kýr,vaca
169,Bulle::N,boli,toro
170,Pferd::N,hestur,caballo
171,Schaf::N,kind,oveja
172,Schwein::N,svín,cerdo
173,Hund::N,hundur,perro
174,Katze::N,köttur,gato
175,Bär::N,björn,oso
176,Eichhörnchen::N,íkorni,ardilla
177,Elch::N,elgur,alce
178,Fuchs::N,refur,zorro
179,Hase::N,héri,liebre
180,Maus::N,mús,ratón
181,Wolf::N,úlfur,lobo
182,Vogel::N,fugl,ave
183,Vogel::N,fugl,pájaro
184,Schwarm::N,sægur,bandada
185,Huhn::N,hæna,gallina
186,Hahn::N,hani,gallo
187,Gans::N,gæs,oca
188,Gans::N,gæs,ganso
189,Adler::N,örn,águila
190,Ente::N,önd,pato
191,Eule::N,uggla,lechuza
192,Kranich::N,trana,grulla
193,Krähe::N,kráka,corneja
194,Kuckuck::N,gaukur,cuco
195,Schwan::N,svanur,cisne
196,Fisch::N,fiskur,pez
197,Barsch::N,aborri,perca
198,Hecht::N,gedda,lucio
199,Schlange[Tier]::N,naðra,serpiente
200,Wurm::N,ormur,gusano
201,Spinne::N,kónguló,araña
202,Ameise::N,maur,hormiga
203,Laus::N,lús,piojo
204,Mücke::N,mý,mosquito
205,Mücke::N,mýfluga,mosquito
206,Fliege::N,fluga,mosca
207,Schmetterling::N,fiðrildi,mariposa
208,Beere::N,ber,baya
209,Apfel::N,epli,manzana
210,Pilz::N,sveppur,seta
211,Pilz::N,sveppur,hongo
212,Zwiebel::N,laukur,cebolla
213,Saat::N,fræ,siembra
214,Saat::N,útsæði,siembra
215,Korn::N,korn,grano
216,Heu::N,hey,heno
217,Schale::N,hýði,cáscara
218,Grube::N,gryfja,foso
219,Falle::N,gildra,trampa
220,Schlinge::N,snara,lazo
221,Spur::N,spor,huella
222,Asche::N,aska,ceniza
223,Dreck::N,óþverri,suciedad
224,Eisen::N,járn,hierro
225,Gold::N,gull,oro
226,Silber::N,silfur,plata
227,Kohle::N,kol,carbón
228,Glas::N,gler,vidrio
229,Glas::N,gler,cristal
230,Lehm::N,leir,barro
231,Sand::N,sandur,arena
232,Mensch::N,maður,hombre
233,Mensch::N,maður,ser humano
234,Mensch::N,manneskja,hombre
235,Mensch::N,manneskja,ser humano
236,Mann::N,maður,hombre
237,Mann::N,karlmaður,hombre
238,Frau::N,kona,mujer
239,Kind::N,barn,niño
240,Kind::N,krakki,niño
241,Junge::N,drengur,chico
242,Junge::N,drengur,muchacho
243,Mädchen::N,stelpa,chica
244,Mädchen::N,stelpa,muchacha
245,Familie::N,fjölskylda,familia
246,Großvater::N,afi,abuelo
247,Großmutter::N,amma,abuela
248,Eltern::N,foreldrar,padres
249,Vater::N,faðir,padre
250,Mutter::N,móðir,madre
251,Sohn::N,sonur,hijo
252,Tochter::N,dóttir,hija
253,Bruder::N,bróðir,hermano
254,Schwester::N,systir,hermana
255,Onkel::N,föðurbróðir,tío
256,Tante::N,frænka,tía
257,Tante::N,móðursystir,tía
258,Ehemann::N,eiginmaður,esposo
259,Ehefrau::N,eiginkona,esposa
260,Freude::N,gleði,placer
261,Freude::N,gleði,alegría
262,Gelächter::N,hlátur,risa
263,Gelächter::N,hlátur,carcajada
264,Glück::N,gæfa,felicidad
265,Kummer::N,sorg,pena
266,Wunsch::N,ósk,deseo
267,Lust::N,fýsn,ganas
268,Lust::N,löngun,ganas
269,Geist::N,andi,mente
270,Geist::N,andi,espíritu
271,Gedanke::N,hugsun,idea
272,Gedanke::N,hugsun,pensamiento
273,Gedächtnis::N,minni,memoria
274,Verstand::N,vit,razón
275,Verstand::N,vit,entendimiento
276,Sinn::N,merking,sentido
277,Sinn::N,merking,significado
278,Grund::N,ástæða,causa
279,Wahrheit::N,sannleikur,verdad
280,Gespräch::N,samtal,conversación
281,Märchen::N,ævintýri,cuento
282,Erzählung::N,saga,cuento
283,Erzählung::N,saga,narración
284,Nachricht::N,frétt,mensaje
285,Neuigkeit::N,frétt,noticia
286,Name::N,nafn,nombre
287,Rätsel::N,gáta,acertijo
288,Rätsel::N,gáta,adivinanza
289,Rede::N,ræða,discurso
290,Sprache::N,mál,lengua
291,Sprache::N,tungumál,lengua
292,Stimme::N,rödd,voz
293,Wort::N,orð,palabra
294,Zeichen::N,tákn,señal
295,Zeichen::N,merki,señal
296,Ruf::N,kall,llamada
297,Lärm::N,hávaði,ruido
298,Lärm::N,hávaði,barullo
299,Laut::N,hljóð,sonido
300,Ton::N,tónn,tono
301,Lied::N,ljóð,canción
302,Lied::N,söngur,canción
303,Ruhe::N,ró,calma
304,Ruhe::N,ró,silencio
305,Ruhe::N,kyrrð,calma
306,Ruhe::N,kyrrð,silencio
307,Leute::N,fólk,gente
308,Volk::N,þjóð,pueblo
309,Arbeit::N,vinna,trabajo
310,Gast::N,gestur,huésped
311,Gast::N,gestur,invitado
312,Geschenk::N,gjöf,regalo
313,Spiel::N,leikur,juego
314,Gesellschaft::N,selskapur,compañía
315,Hilfe::N,hjálp,ayuda
316,Hilfe::N,hjálp,socorro
317,Freund::N,vinur,amigo
318,Kamerad::N,félagi,camarada
319,Kamerad::N,félagi,compañero
320,Angelegenheit::N,mál,asunto
321,Angelegenheit::N,málefni,asunto
322,Anzahl::N,tala,cantidad
323,Anzahl::N,fjöldi,cantidad
324,Art::N,tegund,tipo
325,Art::N,tegund,clase
326,Stück::N,biti,pieza
327,Stück::N,stykki,pieza
328,Teil::N,hluti,parte
329,Teil::N,partur,parte
330,Hälfte::N,helmingur,mitad
331,Kreis::N,hringur,círculo
332,Kreuz::N,kross,cruz
333,Kreuz::N,krossmark,cruz
334,Linie::N,lína,línea
335,Strich::N,strik,raya
336,Strich::N,strik,trazo
337,Abstand::N,millibil,distancia
338,Entfernung::N,fjarlægð,distancia
339,Gegend::N,hérað,región
340,Gegend::N,hérað,comarca
341,Platz::N,pláss,espacio
342,Ort::N,staður,sitio
343,Seite::N,hlið,lado
344,Seite::N,hlið,costado
345,Mitte::N,miðja,medio
346,Mitte::N,miðja,centro
347,Gegenstand::N,hlutur,objeto
348,Sache::N,mál,cosa
349,Rand::N,brún,borde
350,Kante::N,rönd,borde
351,Ecke::N,horn,esquina
352,Spitze::N,oddur,punta
353,Ende::N,endi,cabo
354,Ende::N,endi,extremo
355,Loch::N,gat,agujero
356,Loch::N,gat,abertura
357,Loch::N,hola,agujero
358,Loch::N,hola,abertura
359,Winkel::N,skot,ángulo
360,Winkel::N,krókur,ángulo
361,Muster::N,munstur,dibujo
362,Größe::N,stærð,tamaño
363,Länge::N,lengd,longitud
364,Höhe::N,hæð,altura
365,Höhe::N,hæð,altitud
366,Gewicht::N,vigt,peso
367,Gewicht::N,þyngd,peso
368,Menge::N,magn,cantidad
369,Haufen::N,hrúga,montón
370,Haufen::N,haugur,montón
371,Reihe::N,röð,fila
372,Boot::N,bátur,bote
373,Boot::N,bátur,barca
374,Ruder::N,ár,remo
375,Schlitten::N,sleði,trineo
376,Ski::N,skíði,esquí
377,Lagerfeuer::N,varðeldur,hoguera
378,Last::N,byrði,carga
379,Last::N,farmur,carga
380,Gang::N,ganga,marcha
381,Schritt::N,skref,paso
382,Norden::N,norður,norte
383,Süden::N,suður,sur
384,Westen::N,vestur,oeste
385,Osten::N,austur,este
386,Holz::N,viður,madera
387,Brett::N,fjöl,tabla
388,Platte::N,flötur,placa
389,Platte::N,flötur,plancha
390,Stütze::N,stoð,sostén
391,Stütze::N,stoð,soporte
392,Stange::N,stöng,vara
393,Stange::N,stöng,percha
394,Stock::N,prik,palo
395,Stock::N,prik,bastón
396,Stock::N,stafur,palo
397,Stock::N,stafur,bastón
398,Stab::N,prik,vara
399,Stab::N,prik,bastón
400,Stab::N,stafur,vara
401,Stab::N,stafur,bastón
402,Rohr::N,rör,tubo
403,Rohr::N,pípa,tubo
404,Haus::N,hús,casa
405,Heim::N,heimili,hogar
406,Ofen::N,ofn,estufa
407,Fußboden::N,gólf,suelo
408,Tisch::N,borð,mesa
409,Stuhl::N,stóll,silla
410,Wiege::N,vagga,cuna
411,Bett::N,rúm,cama
412,Bett::N,hvíla,cama
413,Regal::N,hilla,estantería
414,Kiste::N,kassi,caja
415,Fenster::N,gluggi,ventana
416,Tür::N,dyr,puerta
417,Tür::N,hurð,puerta
418,Tor::N,hlið,puerta
419,Zaun::N,girðing,valla
420,Zaun::N,girðing,cercado
421,Zaun::N,limgarður,valla
422,Zaun::N,limgarður,cercado
423,Dach::N,þak,techo
424,Dach::N,þak,tejado
425,Leiter::N,stigi,escalera
426,Besen::N,sópur,escoba
427,Spaten::N,spaði,pala
428,Schaufel::N,skófla,pala
429,Schaufel::N,skófla,paleta
430,Gabel::N,gaffall,tenedor
431,Löffel::N,skeið,cuchara
432,Messer::N,hnífur,cuchillo
433,Nagel::N,nögl,clavo
434,Netz::N,net,red
435,Haken::N,krókur,gancho
436,Haken::N,krókur,corchete
437,Griff::N,tak,asa
438,Griff::N,tak,mango
439,Schloss::N,lás,cerradura
440,Bild::N,mynd,imagen
441,Figur::N,stytta,figura
442,Puppe::N,brúða,muñeca
443,Beutel::N,poki,bolsa
444,Beutel::N,baggi,bolsa
445,Bündel::N,böggull,haz
446,Tasche::N,veski,bolso
447,Eimer::N,fata,cubo
448,Deckel::N,lok,tapa
449,Deckel::N,lok,tapadera
450,Geschirr::N,leirtau,vajilla
451,Sack::N,sekkur,saco
452,Tasse::N,bolli,taza
453,Topf::N,pottur,olla
454,Topf::N,pottur,marmita
455,Kessel::N,ketill,caldera
456,Essen::N,matur,comida
457,Nahrung::N,fæða,alimento
458,Speise::N,réttur,plato
459,Speise::N,matarréttur,plato
460,Fleisch::N,kjöt,carne
461,Getreide::N,korn,cereales
462,Brei::N,grautur,puré
463,Brei::N,grautur,papilla
464,Brot::N,brauð,pan
465,Scheibe::N,sneið,lonja
466,Scheibe::N,sneið,rebanada
467,Fett::N,fita,grasa
468,Butter::N,smjör,mantequilla
469,Öl::N,olía,aceite
470,Salz::N,salt,sal
471,Suppe::N,súpa,sopa
472,Honig::N,hunang,miel
473,Milch::N,mjólk,leche
474,Tee::N,te,té
475,Leder::N,skinn,cuero
476,Wolle::N,ull,lana
477,Stoff::N,dúkur,tela
478,Stoff::N,dúkur,tejido
479,Nadel::N,nál,aguja
480,Faden::N,þráður,hilo
481,Knopf::N,tala,botón
482,Knopf::N,hnappur,botón
483,Knoten::N,hnútur,nudo
484,Farbe::N,málning,pintura
485,Kleidung::N,búningur,ropa
486,Kleidung::N,búningur,vestidos
487,Kleidung::N,klæðnaður,ropa
488,Kleidung::N,klæðnaður,vestidos
489,Hemd::N,skyrta,camisa
490,Kragen::N,kragi,cuello
491,Kragen::N,flibbi,cuello
492,Ärmel::N,ermi,manga
493,Hose::N,buxur,pantalón
494,Gürtel::N,belti,cinturón
495,Mütze::N,húfa,gorro
496,Schuh::N,skór,zapato
497,Stiefel::N,stígvél,bota
498,Ring::N,hringur,anillo
499,Band::N,band,cinta
500,Kamm::N,greiða,peine
501,Spiegel::N,spegill,espejo
502,Riemen::N,ól,correa
503,Riemen::N,reim,correa
504,Schnur::N,snúra,cuerda
505,Leine::N,band,correa
506,Decke::N,teppi,manta
507,Kissen::N,koddi,almohada
508,Tuch::N,klútur,pañuelo
509,Handtuch::N,þurrka,toalla
510,Handtuch::N,handklæði,toalla
511,Kraft::N,afl,fuerza
512,Kraft::N,kraftur,fuerza
513,Stärke::N,styrkur,fuerza
514,Gesundheit::N,heilsa,salud
515,Gesundheit::N,heilbrigði,salud
516,Krankheit::N,sjúkdómur,enfermedad
517,Schmerz::N,sársauki,dolor
518,Wunde::N,sár,llaga
519,Wunde::N,sár,herida
520,Fieber::N,hitasótt,fiebre
521,Arznei::N,lyf,medicina
522,Arznei::N,lyf,medicamento
523,Brücke::N,brú,puente
524,Brunnen::N,brunnur,pozo
525,Weide::N,hagi,pasto
526,Pfad::N,stígur,sendero
527,Weg::N,vegur,camino
528,Straße::N,gata,vía
529,Straße::N,gata,carretera
530,Straße::N,stræti,vía
531,Straße::N,stræti,carretera
532,Dorf::N,þorp,aldea
533,Dorf::N,þorp,pueblo
534,Stadt::N,borg,ciudad
535,Brief::N,bréf,carta
536,Buch::N,bók,libro
537,Buchstabe::N,bókstafur,letra
538,Buchstabe::N,bókstafur,carácter
539,Zeitung::N,dagblað,diario
540,Zeitung::N,dagblað,periódico
541,Leben::N,líf,vida
542,Tod::N,dauði,muerte
543,Grab::N,gröf,tumba
544,Grab::N,gröf,sepulcro
545,Kirche::N,kirkja,iglesia
546,Sünde::N,synd,pecado
547,Gott::N,guð,dios
548,Arbeiter::N,verkamaður,obrero
549,Arbeiter::N,verkamaður,trabajador
550,Chef::N,yfirmaður,jefe
551,Meister::N,meistari,maestro
552,Arzt::N,læknir,médico
553,Lehrer::N,kennari,profesor
554,Geld::N,peningar,dinero
555,Geschäft::N,viðskipti,negocio
556,Laden::N,búð,tienda
557,Laden::N,verslun,tienda
558,Preis::N,verð,precio
559,Ware::N,vara,mercancía
560,Nutzen::N,gagn,provecho
561,Reichtum::N,auður,riqueza
562,Welt::N,veröld,mundo
563,Land::N,land,país
564,Staat::N,ríki,Estado
565,König::N,konungur,rey
566,Macht::N,vald,poder
567,Macht::N,vald,potencia
568,Grenze::N,landamæri,frontera
569,Krieg::N,stríð,guerra
570,Feind::N,fjandmaður,enemigo
571,Gewalt::N,ofbeldi,violencia
572,Kampf::N,bardagi,lucha
573,Kampf::N,bardagi,combate
574,Bogen[Waffe]::N,bogi,arco
575,Pfeil::N,ör,flecha
576,Gewehr::N,byssa,fusil
577,Gewehr::N,byssa,escopeta
578,Fehler::N,villa,error
579,Lüge::N,lygi,mentira
580,Schaden::N,skemmd,daño
581,Unglück::N,óhamingja,desgracia
582,Schuld::N,sök,culpa
583,Alter::N,aldur,edad
584,Schluss::N,lok,fin
585,Schluss::N,lok,final
586,Schluss::N,endir,fin
587,Schluss::N,endir,final
588,Zeit::N,tími,tiempo
589,Tag::N,dagur,día
590,Morgen::N,morgunn,mañana
591,Mittag::N,hádegi,mediodía
592,Abend::N,kvöld,noche
593,Nacht::N,nótt,noche
594,Woche::N,vika,semana
595,Monat::N,mánuður,mes
596,Jahr::N,ár,año
597,Frühling::N,vor,primavera
598,Sommer::N,sumar,verano
599,Herbst::N,haust,otoño
600,Winter::N,vetur,invierno
601,Januar::N,janúar,enero
602,Februar::N,február,febrero
603,März::N,mars,marzo
604,April::N,apríl,abril
605,Mai::N,maí,mayo
606,Juni::N,júní,junio
607,Juli::N,júlí,julio
608,August::N,ágúst,agosto
609,September::N,september,septiembre
610,Oktober::N,október,octubre
611,November::N,nóvember,noviembre
612,Dezember::N,desember,diciembre
613,Montag::N,mánudagur,lunes
614,Dienstag::N,þriðjudagur,martes
615,Mittwoch::N,miðvikudagur,miércoles
616,Donnerstag::N,fimmtudagur,jueves
617,Freitag::N,föstudagur,viernes
618,Samstag::N,laugardagur,sábado
619,Sonntag::N,sunnudagur,domingo
620,groß::A,stór,grande
621,klein::A,lítill,pequeño
622,lang::A,langur,largo
623,kurz::A,stuttur,corto
624,breit::A,breiður,ancho
625,schmal::A,mjór,estrecho
626,dicht::A,þéttur,denso
627,dick[Gegenstand]::A,þykkur,grueso
628,dünn::A,þunnur,fino
629,dünn::A,þunnur,delgado
630,fein::A,fíngerður,fino
631,fein::A,fíngerður,delicado
632,fest::A,fastur,firme
633,fest::A,fastur,sólido
634,flach::A,flatur,plano
635,glatt::A,háll,liso
636,glatt::A,sléttur,liso
637,hart::A,harður,duro
638,weich::A,mjúkur,muelle
639,rund::A,kringlóttur,redondo
640,spitz::A,oddhvass,agudo
641,spitz::A,oddhvass,apuntado
642,scharf::A,beittur,agudo
643,scharf::A,beittur,afilado
644,stumpf::A,bitlaus,sin filo
645,schwer::A,þungur,pesado
646,schön::A,fagur,bello
647,schön::A,fagur,hermoso
648,schön::A,fallegur,bello
649,schön::A,fallegur,hermoso
650,heiß::A,heitur,caluroso
651,warm::A,hlýr,cálido
652,warm::A,hlýr,caliente
653,warm::A,heitur,cálido
654,warm::A,heitur,caliente
655,kalt::A,kaldur,frío
656,kühl::A,svalur,fresco
657,frisch::A,frískur,fresco
658,feucht::A,rakur,húmedo
659,feucht::A,þvalur,húmedo
660,nass::A,votur,mojado
661,nass::A,blautur,mojado
662,trocken::A,þurr,seco
663,voll::A,fullur,lleno
664,leer::A,tómur,vacío
665,offen::A,opinn,abierto
666,geschlossen::A,lokaður,cerrado
667,sauber::A,þrifinn,limpio
668,schmutzig::A,óhreinn,sucio
669,schmutzig::A,sóðalegur,sucio
670,roh::A,hrár,crudo
671,reif::A,þroskaður,maduro
672,lecker::A,ljúffengur,rico
673,lecker::A,ljúffengur,sabroso
674,süß::A,sætur,dulce
675,bitter::A,beiskur,amargo
676,sauer::A,súr,agrio
677,hell::A,bjartur,claro
678,dunkel::A,dimmur,oscuro
679,schwarz::A,svartur,negro
680,weiß::A,hvítur,blanco
681,rot::A,rauður,rojo
682,gelb::A,gulur,amarillo
683,blau::A,blár,azul
684,grün::A,grænn,verde
685,grau::A,grár,gris
686,bunt::A,marglitur,multicolor
687,billig::A,ódýr,barato
688,teuer::A,dýr,caro
689,wertvoll::A,verðmætur,valioso
690,wertvoll::A,verðmætur,precioso
691,blind::A,blindur,ciego
692,taub::A,heyrnarlaus,sordo
693,kräftig::A,öflugur,fuerte
694,stark::A,sterkur,fuerte
695,stark::A,sterkur,vigoroso
696,schwach::A,veill,débil
697,fett::A,feitur,obeso
698,schlank::A,grannur,esbelto
699,schlank::A,spengilegur,esbelto
700,hübsch::A,snotur,mono
701,hübsch::A,snotur,guapo
702,hübsch::A,laglegur,mono
703,hübsch::A,laglegur,guapo
704,böse::A,illur,malo
705,böse::A,vondur,malo
706,dumm::A,heimskur,tonto
707,dumm::A,heimskur,estúpido
708,faul::A,latur,vago
709,faul::A,latur,perezoso
710,fleißig::A,iðinn,aplicado
711,fleißig::A,iðinn,diligente
712,geizig::A,nískur,avaro
713,klug::A,hygginn,sensato
714,klug::A,hygginn,inteligente
715,geschickt::A,fimur,hábil
716,geschickt::A,laginn,hábil
717,lieb::A,kær,querido
718,lieb::A,ljúfur,querido
719,lustig::A,kátur,alegre
720,sanft::A,blíður,suave
721,hungrig::A,soltinn,hambriento
722,hungrig::A,hungraður,hambriento
723,krank::A,sjúkur,enfermo
724,nackt::A,nakinn,desnudo
725,traurig::A,dapur,triste
726,traurig::A,hryggur,triste
727,lebendig::A,lifandi,vivo
728,lebendig::A,lifandi,viviente
729,gut::A,góður,bueno
730,schlecht::A,slæmur,malo
731,schlecht::A,lélegur,malo
732,richtig::A,réttur,justo
733,richtig::A,réttur,correcto
734,schlimm::A,slæmur,malo
735,schlimm::A,slæmur,grave
736,wahr::A,sannur,verídico
737,wahr::A,sannur,verdadero
738,alt::A,gamall,viejo
739,neu::A,nýr,nuevo
740,ehemalig::A,fyrrverandi,antiguo
741,alt[Lebewesen]::A,gamall,viejo
742,jung::A,ungur,joven
743,arm::A,vesall,pobre
744,arm::A,fátækur,pobre
745,reich::A,ríkur,rico
746,reich::A,auðugur,rico
747,bekannt::A,kunnugur,conocido
748,berühmt::A,frægur,famoso
749,berühmt::A,frægur,célebre
750,fremd::A,framandi,extraño
751,fremd::A,ókunnugur,extraño
752,verschieden::A,ýmis,diverso
753,verschieden::A,ýmis,distinto
754,verschieden::A,ýmis,diferente
755,nah::A,nálægur,cercano
756,fern::A,fjarri,lejano
757,fern::A,fjarlægur,lejano
758,linker::A,vinstri,izquierdo
759,rechter::A,hægri,derecho
760,anderer::A,annar,otro
761,erster::A,fyrsti,primero
762,zweiter::A,annar,segundo
763,dritter::A,þriðji,tercero
764,letzter::A,síðasti,último
765,allein::ADV,einn,a solo
766,allein::ADV,aleinn,a solo
767,auf einmal::ADV,allt í einu,de una vez
768,zusammen::ADV,saman,juntos
769,lange::ADV,lengi,mucho tiempo
770,plötzlich::ADV,skyndilega,de repente
771,sofort::ADV,strax,en seguida
772,sofort::ADV,þegar í stað,en seguida
773,später::ADV,seinna,más tarde
774,jetzt::ADV,nú,ahora
775,jetzt::ADV,núna,ahora
776,heute::ADV,í dag,hoy
777,morgen::ADV,á morgun,mañana
778,bald::ADV,brátt,pronto
779,bald::ADV,brátt,en breve
780,bald::ADV,bráðum,pronto
781,bald::ADV,bráðum,en breve
782,dann::ADV,svo,luego
783,dann::ADV,svo,entonces
784,dann::ADV,síðan,luego
785,dann::ADV,síðan,entonces
786,gestern::ADV,í gær,ayer
787,einst::ADV,forðum,antaño
788,damals::ADV,þá,entonces
789,damals::ADV,á þeim tímum,entonces
790,danach::ADV,á eftir því,después
791,vorher::ADV,áður,antes
792,zuerst::ADV,fyrst,primero
793,einmal::ADV,einu sinni,una vez
794,manchmal::ADV,stundum,a veces
795,oft::ADV,oft,a menudo
796,oft::ADV,oft,con frecuencia
797,immer::ADV,alltaf,siempre
798,immer::ADV,sífellt,siempre
799,niemals::ADV,aldrei,jamás
800,hier::ADV,hér,aquí
801,hierhin::ADV,hingað,acá
802,von hier::ADV,héðan,desde aquí
803,dort::ADV,þar,ahí
804,dort::ADV,þar,allí
805,dort::ADV,þarna,ahí
806,dort::ADV,þarna,allí
807,dorthin::ADV,þangað,allí
808,dorthin::ADV,þangað,hacia allí
809,geradeaus::ADV,beint áfram,todo derecho
810,vorwärts::ADV,áfram,adelante
811,rückwärts::ADV,aftur á bak,hacia atrás
812,zurück::ADV,aftur,atrás
813,zurück::ADV,til baka,atrás
814,unten::ADV,niðri,abajo
815,unten::ADV,fyrir neðan,abajo
816,hinab::ADV,niður,hacia abajo
817,hinab::ADV,niður eftir,hacia abajo
818,oben::ADV,uppi,arriba
819,hinauf::ADV,upp,hacia arriba
820,hinauf::ADV,upp eftir,hacia arriba
821,überall::ADV,alls staðar,por todas partes
822,nicht::ADV,ekki,no
823,ein wenig::ADV,dálítið,un poco
824,kaum::ADV,varla,apenas
825,kaum::ADV,tæplega,apenas
826,sehr::ADV,mjög,muy
827,sehr::ADV,mjög,mucho
828,so::ADV,svo,tan
829,so::ADV,þannig,tan
830,noch::ADV,enn,aún
831,noch::ADV,enn,todavía
832,noch::ADV,ennþá,aún
