,Concept_ID,myv,ce
788,stehen::V,аштемс стядо,латта
789,sitzen::V,аштемс озадо,хиъна ӏан
790,liegen::V,мадезь аштемс,ӏилла
791,hängen::V,нурьгемс,кхаза
792,werden::V,арамс,хила
793,passieren::V,лисэмс,хила
794,beginnen::V,ушодомс,доло
795,enden::V,лоткамс,дӏадерза
796,wechseln::V,полавтнемс,хийца
797,aufgehen[Sonne]::V,лисемс,кхета
798,aufgehen[Sonne]::V,стямс,кхета
799,untergehen[Sonne]::V,валгомс,чубуза
800,scheinen[Sonne]::V,валдомтомс,серло яла
801,donnern::V,цярномс,къекъа
802,donnern::V,галдордомс,къекъа
803,wehen::V,пувамс,хьекха
804,strömen::V,чудемс,эха
805,fließen::V,чудемс,охьаэха
806,sich drehen::V,велямс,хьийза
807,schwanken::V,лыкамс,леста
808,schwanken::V,якамс,леста
809,schwingen::V,нурсемс,лесто
810,schwingen::V,лыкамс,лесто
811,fallen::V,прамс,охьакхета
812,fallen::V,сяворемс,охьакхета
813,brennen::V,паломс,дага
814,rauchen::V,качадомс,оза
815,regnen::V,пиземс,догlа догlу
816,gefrieren::V,кельмемс,гӏоро
817,tauen::V,соламс,даша
818,schmelzen::V,соламс,лала
819,trocknen::V,коськемс,дакъо
820,sieden::V,лакамс,кхехка
821,sieden::V,пиксемс,кхехка
822,faulen::V,наксадомс,дахкадала
823,verfaulen::V,наксадомс,дахкадала
824,reißen::V,сезневемс,хеда
825,versinken::V,ваямс,хичудаха
826,vergehen::V,ютамс,дlаэха
827,erscheinen::V,лисемс,схьадала
828,erscheinen::V,лисемс,ӏоттадала
829,verschwinden::V,ёмамс,къайладала
830,sinken::V,явамс,лахдала
831,abnehmen::V,киремемс,
832,zunehmen::V,ламолгадомс,лакхадала
833,zunehmen::V,раштамс,лакхадала
834,steigen::V,куземс,хьаладала
835,steigen::V,кепсевемс,хьаладала
836,wachsen::V,касомс,кхиа
837,glänzen::V,цитнемс,лепа
838,funkeln::V,пиндолдомс,къега
839,funkeln::V,цивтёрдомс,къега
840,lärmen::V,шалномс,гӏовгӏаян
841,läuten::V,гайгезевемс,детта
842,klingeln::V,чавомс баягас,дека
843,klirren::V,калдордомс,дека
844,klirren::V,кальцяемс,дека
845,brausen::V,лакамс,хьаьдда даха
846,rauschen::V,лажномс,леста
847,klingen::V,гайгемс,дека
848,bellen::V,онгомс,лета
849,heulen::V,урномс,угӏа
850,blasen::V,пувамс,хӏуп баха
851,pfeifen::V,вешкемс,шок етта
852,schreien::V,пижнемс,мохь бетта
853,stöhnen::V,кувсемс,узарш дан
854,zittern::V,тарномс,дега
855,leben::V,эрямс,даха
856,geboren werden::V,чачомс,хила
857,atmen::V,лексемс,садеӏа
858,trinken::V,симемс,мала
859,essen::V,ярсамс,кхалла
860,schlucken::V,нилемс,къурдбан
861,schlucken::V,порнемс,къурдбан
862,müde werden::V,сиземс,кӏаддала
863,einschlafen::V,матедевемс,наб кхета
864,schlafen::V,удомс,вижа
865,schlafen::V,удомс,наб ян
866,schlafen::V,удомс,дижина хила
867,aufwachen::V,сыргоземс,самадала
868,aufstehen::V,стямс,гӏатта
869,sich erholen::V,оймсемс,садаӏа
870,krank werden::V,сэредезевемс,цомгуш хила
871,krank sein::V,сэредемс,цомгуш хила
872,schmerzen::V,сэредемс,лаза
873,schmerzen::V,сэредемс,ӏийжа
874,husten::V,козомс,йовхарш етта
875,genesen::V,пичкамс,тадала
876,sterben::V,куломс,дала
877,umkommen::V,чавовомс,хӏаллакхила
878,umkommen::V,ёмамс,хӏаллакхила
879,sich bewegen::V,шаштомс,лела
880,sich rühren::V,сыргамс,меттахъхьен
881,sich erheben::V,куземс,хьалагlатта
882,sich setzen::V,озамс,хаа
883,hinfallen::V,прамс,дожа
884,hinfallen::V,прамс,охьакхета
885,hinfallen::V,сяворемс,дожа
886,hinfallen::V,сяворемс,охьакхета
887,laufen::V,якамс,вада
888,laufen::V,якамс,хьада
889,schreiten::V,эскелямс,болар дан
890,schreiten::V,эскелямс,ког баккха
891,schreiten::V,молемс,болар дан
892,schreiten::V,молемс,ког баккха
893,spazierengehen::V,якамс,доладала
894,eilen::V,эрзкалемс,сихдала
895,eilen::V,капшамс,сихдала
896,sich beeilen::V,капшамс,сихдала
897,sausen::V,ливтямс,
898,rennen::V,чийнемс,дада
899,rennen::V,ардтнемс,дада
900,springen::V,кирнявтнемс,ирхкхийсадала
901,klettern::V,куземс,тӏедийла
902,schaukeln::V,нурямс,техко
903,kriechen::V,ёзмолдомс,такха
904,schwimmen::V,уемс,некадан
905,tauchen::V,чопавтомс,чулелха
906,tauchen::V,чопавтнемс,чулелха
907,rudern::V,миледемс,дига лело
908,rudern::V,миледемс,кема лело
909,fahren::V,ардомс,хахка
910,fliegen::V,ливтямс,тӏемадала
911,gehen::V,туемс,лeла
912,gehen::V,молемс,лeла
913,weggehen::V,туемс,дӏадаха
914,abfahren::V,туемс,дӏадаха
915,anhalten::V,лоткамс,саца
916,hineingehen::V,совамс,чудала
917,eintreten::V,совамс,чудала
918,eintreten::V,эскельдямс,чудала
919,kommen::V,самс,кхача
920,kommen::V,самс,дӏакхача
921,kommen::V,самс,схьакхача
922,ankommen::V,самс,кхача
923,ankommen::V,самс,схьакхача
924,ankommen::V,пачкодемс,кхача
925,ankommen::V,пачкодемс,схьакхача
926,zurückkommen::V,велявтомс,юхада
927,bleiben::V,кадовомс,диса
928,warten::V,учомс,хьежа
929,warten::V,учомс,cобар дан
930,erwarten::V,учомс,хьоьжуш ӏан
931,suchen::V,вешнемс,леха
932,finden::V,муемс,каро
933,versuchen::V,варштамс,дан хьажа
934,vorbereiten::V,анокстамс,кечъян
935,lieben::V,вечкемс,деза
936,mögen::V,вечкемс,безамхила
937,lachen::V,пейдемс,дела
938,rühren::V,токамс седейс,хьедан
939,weinen::V,авардемс,делха
940,schimpfen::V,сёвномс,чехо
941,sich ärgern::V,кежиявтнемс,оьгӏазъэха
942,sich fürchten::V,пелемс,кхера
943,fürchten::V,пелемс,кхера
944,fliehen::V,оргодемс,дӏадада
945,flüchten::V,ворьгодемс,дӏадада
946,flüchten::V,чадомс,дӏадада
947,sehen::V,неемс,ган
948,anschauen::V,ваномс,хьажа
949,anschauen::V,ваномс,хьежа
950,ansehen::V,ваномс,хьовса
951,hören::V,марямс,хаза
952,zuhören::V,кунсоломс,ладогӏа
953,probieren::V,варшамс,хьажа
954,riechen::V,никсемс,хьожа яха
955,fühlen::V,марямс,хаадала
956,scheinen::V,марявомс,мотта
957,zu sehen sein::V,неявомс,гуш хила
958,vernehmen::V,марямс,бартхатта
959,frieren::V,кельмемс,гӏоро
960,tun::V,теемс,дан
961,können::V,маштомс,дадала
962,wollen::V,бажамс,тӏергӏа
963,anfangen::V,кармамс,доло
964,beenden::V,прядомс,довла
965,aufhören::V,лоткамс,саца
966,gelingen::V,удаламс,кадала
967,geraten::V,лисемс,хила
968,öffnen::V,панжомс,дӏаделла
969,öffnen::V,панжомс,схьаделла
970,schließen::V,пекстамс,къовла
971,schließen::V,пекстамс,дӏачӏагӏа
972,schließen::V,сёлгомс,къовла
973,schließen::V,сёлгомс,дӏачӏагӏа
974,schließen::V,конямс,къовла
975,schließen::V,конямс,дӏачӏагӏа
976,stellen::V,аравтомс,хlотто
977,setzen::V,ойсевтемс,дийгӏа
978,setzen::V,озавтнемс,дийгӏа
979,legen::V,путомс,охьадилла
980,berühren::V,токамс,хьедан
981,verbinden::V,содомс,вовшахтаса
982,bedecken::V,вельтямс,тилла
983,bedecken::V,вельтямс,тӏетаса
984,aufhängen::V,понгавтомс,хьалаолла
985,anzünden::V,кирвастемс,лато
986,aufheben::V,кепедемс,айа
987,zurücklassen::V,кадомс,дита
988,verlieren::V,ёмавтомс,дайа
989,fallen lassen::V,правтомс,охьадожо
990,machen::V,теемс,дан
991,herstellen::V,анокстамс,дан
992,bauen::V,путомс,гӏишлоян
993,reparieren::V,витемс,тадан
994,verbessern::V,паролгавтомс,нисдан
995,verbessern::V,вадрялгавтомс,нисдан
996,ändern::V,полавтомс,хийца
997,graben::V,чувомс,ахка
998,graben::V,таргамс,ахка
999,beugen::V,мендемс,сатто
1000,biegen::V,комавтомс,сатто
1001,drehen::V,чаравтомс,хьовзо
1002,drehen::V,велявтнемс,хьовзо
1003,wenden::V,велявтомс,
1004,umdrehen::V,велявтомс,хьовзo
1005,heben::V,кепедемс,айа
1006,heben::V,кепедемс,хьалаайа
1007,hochheben::V,кепедемс,хьалаайа
1008,ergreifen::V,кундамс,дӏалаца
1009,halten::V,кирдемс,латто
1010,drücken::V,нуемс,тӏетаӏо
1011,schieben::V,шаштомс,татта
1012,kratzen::V,ангордамс,мӏараш тийса
1013,lecken::V,нолсемс,мотт хьекха
1014,beißen::V,сускомс,катoха
1015,abreißen::V,сеземс,схьадаккха
1016,abschneiden::V,печкемс,кхада
1017,binden::V,кодамс,дӏадехка
1018,binden::V,кодамс,вовшахтаса
1019,binden::V,сюлмамс,дӏадехка
1020,binden::V,сюлмамс,вовшахтаса
1021,stecken::V,сялгомс,чудахийта
1022,brechen::V,синдемс,кагдан
1023,brechen::V,калавтомс,кагдан
1024,klopfen::V,калтаямс,детта
1025,hauen::V,чавомс,етта
1026,kleben::V,педявтнемс,тӏелато
1027,reiben::V,ёзамс,хьекхо
1028,streichen::V,вадемс,тlехьакха
1029,schleifen::V,човамс,ирдан
1030,schneiden::V,керямс,ларга
1031,rütteln::V,чукамс,лесто
1032,rütteln::V,лыкавтомс,лесто
1033,schütteln::V,чукамс,лесто
1034,schwenken::V,яхолемс,лесто
1035,schütten::V,каямс,дотта
1036,füllen::V,пештямс,дуза
1037,einwickeln::V,тапарямс,хьарчо
1038,tragen::V,кандомс,дахьа
1039,schleppen::V,ускомс,ийзо
1040,ziehen::V,ускомс,озо
1041,aufbewahren::V,ванстомс,ӏалашдан
1042,werfen::V,ёртомс,кхосса
1043,fangen::V,кундамс,леца
1044,packen::V,кундамс,леца
1045,verstecken::V,кекшемс,къайладаккха
1046,teilen::V,явомс,декъа
1047,schicken::V,кучомс,дӏадахьийта
1048,bringen::V,кандомс,дан
1049,hinzufügen::V,путомс,тӏетоха
1050,hinzufügen::V,максомс,тӏетоха
1051,bekommen::V,саемс,даккха
1052,erhalten::V,саемс,даккха
1053,nehmen::V,саемс,схьаэца
1054,wählen::V,кочкамс,харжа
1055,auswählen::V,кочкамс,харжа
1056,bewahren::V,ванстомс,lалашдан
1057,behindern::V,кирдемс,новкъарло ян
1058,verderben::V,коламс,талхо
1059,beschädigen::V,теемс зыян,дохо
1060,zerbrechen::V,коламс,дохо
1061,zerbrechen::V,коламс,кагдан
1062,zerreißen::V,сеземс,хадо
1063,zerstören::V,калавтомс,дохо
1064,zerstören::V,калавтомс,кагдан
1065,verbrennen::V,пултамс,даго
1066,geben::V,максомс,яла
1067,reichen::V,максомс,дӏадала
1068,reichen::V,максомс,дӏакховдо
1069,schenken::V,каземс,совгӏат дан
1070,versprechen::V,алтамс,ваӏда дан
1071,wünschen::V,арсемс,лаа
1072,loben::V,шнамс,хасто
1073,küssen::V,палсемс,оба яккха
1074,wiegen::V,нурсемс,тахка
1075,zudecken::V,тавадомс,тӏетаса
1076,zudecken::V,вельтямс,тӏетаса
1077,wecken::V,стявтомс,самадаккха
1078,zeigen::V,невтемс,гайта
1079,führen::V,ветямс,дига
1080,lehren::V,тонавтомс,ӏамо
1081,unterrichten::V,тонавтомс,хьеха
1082,aufziehen::V,трямс,кхио
1083,aufziehen::V,кастомс,кхио
1084,leiten::V,ветямс,урхалла дан
1085,leiten::V,азоркстамс,урхалла дан
1086,antreiben::V,ветямс,сихдан
1087,lassen::V,кармавтомс,-йта
1088,einladen::V,тердемс,кхайкха
1089,vereinigen::V,вейсэндямс,цхьаьнатоха
1090,vereinigen::V,вейс путомс,цхьаьнатоха
1091,vereinigen::V,вейс пурнамс,цхьаьнатоха
1092,besuchen::V,варштамс,хьажахIотта
1093,treffen::V,вастомс,дуьхьалкхета
1094,sich versammeln::V,промокшномс,гулдан
1095,spielen::V,налксемс,ловза
1096,singen::V,морамс,лакха
1097,tanzen::V,киштемс,хелхадала
1098,sich trennen::V,явомс,къаста
1099,verlassen::V,кадомс,дита
1100,retten::V,идемс,кӏелхьардаккха
1101,bewachen::V,ванстомс,ха дан
1102,schützen::V,аштемс,лардан
1103,verteidigen::V,ваномс,лардан
1104,sich schlagen::V,тюремс,етта
1105,schießen::V,ледемс,детта
1106,siegen::V,изнямс,тола
1107,ärgern::V,кежейгавтомс,оьгӏаздахийта
1108,schlagen::V,токамс,тоха
1109,treten::V,тапамс,мийра тоха
1110,stechen::V,пупамс,ӏотта
1111,stechen::V,пупамс,къовзо
1112,stoßen::V,тулкадемс,татта
1113,stehlen::V,саламс,лачкъо
1114,stören::V,пирямс ки,новкъарло ян
1115,belästigen::V,а максомс,сагатдан
1116,belästigen::V,а кадомс оймамо,сагатдан
1117,verbergen::V,сёпомс,къайладаккха
1118,verbergen::V,кекшемс,къайладаккха
1119,täuschen::V,манямс,ӏexo
1120,betrügen::V,манчемс,ледан
1121,töten::V,чавномс,ден
1122,töten::V,маштнемс,ден
1123,wohnen::V,эрямс,даха
1124,arbeiten::V,важодемс,къахьега
1125,sammeln::V,пурнамс,гулдан
1126,pflücken::V,ноцковтнемс,даха
1127,jagen::V,кундамс,талла
1128,fischen::V,калонь кундамс,чӏерий леца
1129,fassen::V,кундамс,лаца
1130,fassen::V,кундамс,схьалаца
1131,hüten::V,ваномс,лардан
1132,treiben::V,панемс,лахка
1133,anbinden::V,сюлмамс,дӏадехка
1134,füttern::V,андомс,хӏума яла
1135,melken::V,потявтомс,оза
1136,hacken::V,лазномс,
1137,gießen::V,валомс,хи тоха
1138,reifen::V,кенеремс,хьекъа
1139,zubereiten::V,анокстамс,кечъян
1140,zubereiten::V,анокстамс,кхача бан
1141,kochen::V,пидемс,кхача бан
1142,backen::V,пидемс,датта
1143,braten::V,пуштамс,кхарза
1144,umrühren::V,човорямс,кего
1145,stricken::V,кодамс,
1146,nähen::V,стамс,тега
1147,färben::V,артомс,басардан
1148,reinigen::V,урядамс,цӏандан
1149,waschen::V,муськемс,йила
1150,waschen::V,муськемс,йитта
1151,waschen::V,муськемс,дӏадайа
1152,abwischen::V,нардамс,дӏадайа
1153,spülen::V,ёрвалдомс,хи кхарза
1154,fegen::V,тенсемс,нуй хьакха
1155,kehren::V,тенсемс,нуй хьакха
1156,baden::V,экшелямс,лийча
1157,sich waschen::V,шлямс,юьхь йила
1158,ausziehen::V,кайсевтемс,духар дӏадаккха
1159,anziehen::V,оршамс,
1160,sich anziehen::V,оршамс,духа
1161,kämmen::V,судрямс,ехк хьакха
1162,schmücken::V,мазылгавтомс,хаздан
1163,schmücken::V,наряжамс,хаздан
1164,sagen::V,меремс,ала
1165,sprechen::V,кортамс,баха
1166,sprechen::V,кортамс,мотт бийца
1167,reden::V,кортамс,къамел дан
1168,sich unterhalten::V,кортнемс,къамел дан
1169,fragen::V,кевкстемс,хатта
1170,bitten::V,вешемс,деха
1171,erzählen::V,ёвтнемс,дийца
1172,mitteilen::V,ёвтамс,хаам бан
1173,nennen::V,лемдемс,цӏе яккха
1174,nennen::V,путомс лем,цӏе яккха
1175,rufen::V,тердемс,кхайкха
1176,rufen::V,серьгедемс,кхайкха
1177,prahlen::V,шнамс пря,куралла ян
1178,prahlen::V,шнамс пря,дозалла дан
1179,übersetzen::V,ютавтомс,гоч дан
1180,denken::V,арсемс,ойла ян
1181,glauben::V,кемемс,теша
1182,bemerken::V,неемс,ган
1183,erkennen::V,содамс,довза
1184,begreifen::V,пачкодемс,кхета
1185,verstehen::V,чарькодемс,кхета
1186,lernen::V,тонавтнемс,деша
1187,wissen::V,содамс,хаа
1188,sich erinnern an::V,ледстямс,дагадан
1189,vergessen::V,стувтомс,дицдала
1190,messen::V,онкстнемс,дуста
1191,zählen::V,ловомс,дагардан
1192,rechnen::V,ловомс,лара
1193,lesen::V,ловномс,еша
1194,malen::V,рисовамс,сурт дилла
1195,zeichnen::V,рисовамс,сурт дилла
1196,schreiben::V,сёрмадомс,яздан
1197,besitzen::V,улемс,доладан
1198,besitzen::V,улемс азорокс,доладан
1199,kaufen::V,рамамс,эца
1200,verkaufen::V,миемс,дохка
1201,bezahlen::V,пандомс,мах бала
1202,zahlen::V,пандомс,мах бала
1203,beherrschen::V,азоркстамс,собаре хила
1204,ertragen::V,кирдемс,лан
1205,ertragen::V,кирдемс,сатоха
1206,ertragen::V,кирдемс,садетта
