,Concept_ID,ga,kv
798,bald::ADV,gan mhoill,чожа
799,dann::ADV,ansin,сыбӧрын
800,gestern::ADV,inné,тӧн
801,einst::ADV,tráth,ӧтпыр
802,einst::ADV,uair amháin,ӧтпыр
803,damals::ADV,ag an am,сэк
804,damals::ADV,ag an am,сэки
805,damals::ADV,an t-am sin,сэк
806,damals::ADV,an t-am sin,сэки
807,danach::ADV,ina dhiaidh sin,сэсся
808,vorher::ADV,cheana,одзжык
809,vorher::ADV,roimhe sin,одзжык
810,zuerst::ADV,ar dtús,наперво
811,einmal::ADV,uair amháin,ӧтпыр
812,manchmal::ADV,uaireanta,мукӧдпыр
813,oft::ADV,minic,-лы-
814,immer::ADV,i gcónaí,быдпыр
815,immer::ADV,i gcónaí,быдпырся
816,niemals::ADV,riamh,некӧр
817,hier::ADV,anseo,татӧн
818,hierhin::ADV,anseo,татчӧ
819,von hier::ADV,an áit seo,тасянь
820,dort::ADV,ann,сэтӧн
821,dort::ADV,ansin,сэтӧн
822,dorthin::ADV,ann,сэтчин
823,dorthin::ADV,ansin,сэтчин
824,geradeaus::ADV,ar aghaidh,веськыта
825,rückwärts::ADV,siar,бӧр
826,zurück::ADV,ar ais,бӧр
827,unten::ADV,thíos,увтын
828,hinab::ADV,síos,увтас
829,oben::ADV,thuas,вевдӧрас
830,hinauf::ADV,suas,вывлань
831,hinauf::ADV,suas,вывланьӧ
832,überall::ADV,i ngach áit,быдлан
833,überall::ADV,ar fud na háite,быдлан
834,nicht::ADV,ní,ог
835,nicht::ADV,cha,ог
836,ein wenig::ADV,beagán,-ышт
837,ein wenig::ADV,beagán,невна
838,kaum::ADV,ar éigean,ӧдва
839,sehr::ADV,an-,вывтi
840,so::ADV,chomh,сiдз
841,so::ADV,mar sin,сiдз
842,noch::ADV,fós,эшӧ
843,noch::ADV,go fóill,эшӧ
844,nur::ADV,amháin,только
845,nur::ADV,níl ach,только
846,schon::ADV,cheana,ни
847,schon::ADV,cheana féin,ни
848,wieder::ADV,arís,бӧра
849,wieder::ADV,athuair,бӧра
850,vergebens::ADV,amú,весись
851,vergebens::ADV,in aisce,весись
852,vor::PRP,ar thosach,одзас
853,hinter::PRP,laistiar de,бӧрӧ
854,hinter::PRP,taobh thiar de,бӧрӧ
855,unter::PRP,faoi,увтын
856,durch::PRP,trí,пыр
857,neben::PRP,taobh le,бокам
858,neben::PRP,taobh le,боксиным
859,neben::PRP,in aice le,бокам
860,neben::PRP,in aice le,боксиным
861,zwischen::PRP,idir,коласас
862,wegen::PRP,de bharr,понда
863,wegen::PRP,mar gheall ar,понда
864,dies::PRN,seo,эта
865,das::PRN,sin,сiя
866,alles::PRN,gach rud,быдӧс
867,ich::PRN,mé,ме
868,ich::PRN,mise,ме
869,du::PRN,tú,тэ
870,du::PRN,tusa,тэ
871,er::PRN,sé,сiя
872,er::PRN,seisean,сiя
873,wir::PRN,sinn,мийӧ
874,ihr::PRN,sibh,ті
875,ihr::PRN,sibhse,ті
876,sie::PRN,siad,нія
877,sie::PRN,siadsan,нія
878,was::FPRN,cad,мый
879,was::FPRN,céard,мый
880,wer::FPRN,cé,кин
881,wo::FADV,cá,кытӧн
882,wo::FADV,cén áit,кытӧн
883,wohin::FADV,cá,кытчӧ
884,wohin::FADV,cén áit,кытчӧ
885,wie::FADV,conas,дзик
886,wie::FADV,cén chaoi,дзик
887,warum::FADV,cén fáth,мыля
888,warum::FADV,cén fáth,мыйсянь
889,warum::FADV,cad chuige,мыля
890,warum::FADV,cad chuige,мыйсянь
891,wieviel::FNUM,cá mhéad,мымда
892,eins::NUM,aon,ӧт
893,zwei::NUM,dhá,кык
894,drei::NUM,trí,куим
895,vier::NUM,ceathair,нёль
896,fünf::NUM,cúig,вит
897,sechs::NUM,sé,квать
898,sieben::NUM,seacht,сизим
899,acht::NUM,ocht,кыкьямыс
900,neun::NUM,naoi,ӧкмыс
901,zehn::NUM,deich,дас
902,elf::NUM,aon déag,дасотік
903,zwölf::NUM,dó dhéag,даскык
904,zwanzig::NUM,fiche,кыкдас
905,dreißig::NUM,tríocha,куимдас
906,vierzig::NUM,daichead,нёльдас
907,vierzig::NUM,ceathracha,нёльдас
908,fünfzig::NUM,caoga,витдас
909,sechzig::NUM,seasca,кватьдас
910,siebzig::NUM,seachtó,сизимдас
911,achtzig::NUM,ochtó,кыкьямысдас
912,neunzig::NUM,nócha,ӧкмысдас
913,hundert::NUM,céad,сто
914,tausend::NUM,míle,тысяча
915,und::CNJ,agus,и
916,und::CNJ,agus,да
917,oder::CNJ,nó,или
918,stehen::V,seas,сулавны
919,sitzen::V,suigh,пукавны
920,liegen::V,luigh,куйлыны
921,hängen::V,tá crochta,ӧшавны
922,werden::V,éirigh,лоны
923,passieren::V,tarlaigh,аркмыны
924,beginnen::V,tosaigh,петны
925,enden::V,críochnaigh,-сь
926,enden::V,críochnaigh,бырны
927,wechseln::V,athraigh,вежсьыны
928,aufgehen[Sonne]::V,éirigh,петавны
929,untergehen[Sonne]::V,fuin,пуксьыны
930,untergehen[Sonne]::V,téigh faoi,пуксьыны
931,scheinen[Sonne]::V,taitin,югьявны
932,scheinen[Sonne]::V,soilsigh,югьявны
933,donnern::V,tá toirneach ann,гымавны
934,wehen::V,séid,пӧлявны
935,strömen::V,sil,киссьыны
936,fließen::V,rith,визывтны
937,fließen::V,snigh,визывтны
938,sich drehen::V,cas,бергавны
939,sich drehen::V,imrothlaigh,бергавны
940,schwanken::V,luasc,кӧвьясьны
941,schwingen::V,luasc,дюттясьны
942,fallen::V,tit,усьны
943,brennen::V,dóigh,сотчыны
944,rauchen::V,plúch toite,тшынасьны
945,regnen::V,báistigh,зэрны
946,regnen::V,tá ag cur báistí,зэрны
947,gefrieren::V,sioc,гегдыны
948,gefrieren::V,reoigh,гегдыны
949,tauen::V,leáigh,сывны
950,tauen::V,coscair,сывны
951,schmelzen::V,leáigh,сывны
952,trocknen::V,triomaigh,косьмыны
953,sieden::V,fiuch,пизьны
954,sieden::V,beirigh,пизьны
955,faulen::V,lobh,нёльзьыны
956,faulen::V,dreoigh,нёльзьыны
957,verfaulen::V,lobh,тӧрмыны
958,verfaulen::V,lobh,сiсьмыны
959,verfaulen::V,feoigh,тӧрмыны
960,verfaulen::V,feoigh,сiсьмыны
961,reißen::V,bris,косясьны
962,versinken::V,téigh síos,вӧйны
963,vergehen::V,téigh thart,мунны
964,erscheinen::V,tar,мыччисьны
965,verschwinden::V,imigh,ӧшны
966,sinken::V,tit,ямны
967,sinken::V,ísligh,ямны
968,abnehmen::V,maolaigh,ямны
969,abnehmen::V,laghdaigh,ямны
970,zunehmen::V,méadaigh,паськавны
971,steigen::V,éirigh,лэбтiсьны
972,wachsen::V,fás,быдмыны
973,glänzen::V,lonraigh,свиттявны
974,funkeln::V,drithligh,югйовтлыны
975,funkeln::V,drithligh,югйӧв-керны
976,lärmen::V,tóg callán,чавзыны
977,läuten::V,buail,диньгыны
978,klingeln::V,buail,силькӧтны
979,klirren::V,cling,жольӧтны
980,brausen::V,búir,гуасьны
981,rauschen::V,tá ag siosarnach,кышӧтны
982,klingen::V,tá glór ag,горавны
983,bellen::V,amhastraigh,увтны
984,bellen::V,amhastraigh,вувтны
985,heulen::V,glam,уннявны
986,blasen::V,séid,пӧлявны
987,pfeifen::V,lig fead,пиксыны
988,schreien::V,béic,айзыны
989,schreien::V,glaoigh,айзыны
990,stöhnen::V,lig cnead,ойзыны
991,stöhnen::V,lig cnead,ружтыны
992,zittern::V,crith,легьявны
993,zittern::V,creathnaigh,легьявны
994,leben::V,mair,овны
995,geboren werden::V,rugadh,шогмыны
996,atmen::V,análaigh,лолавны
997,trinken::V,ól,юны
998,essen::V,ith,сёйны
999,schlucken::V,slog,ньылавны
1000,müde werden::V,tuirsigh,мыдзны
1001,einschlafen::V,tit ina chodladh,ланьтны
1002,schlafen::V,codail,узьны
1003,aufwachen::V,múscail,саймыны
1004,aufwachen::V,múscail,пальмыны
1005,aufstehen::V,éirigh,сувтны
1006,sich erholen::V,lig scíth,шоччисьлыны
1007,krank werden::V,éirigh tinn,моржитны
1008,krank sein::V,tá tinn,шогавны
1009,krank sein::V,tá tinn,визьӧтны
1010,schmerzen::V,tá pian i,висьны
1011,husten::V,déan casacht,кашляйтны
1012,genesen::V,téarnaigh,бурдны
1013,sterben::V,éag,кувны
1014,sterben::V,faigh bás,кувны
1015,umkommen::V,caill,вийсьыны
1016,sich bewegen::V,bog,локны
1017,sich bewegen::V,bog,ветлӧтны
1018,sich bewegen::V,gluais,локны
1019,sich bewegen::V,gluais,ветлӧтны
1020,sich rühren::V,corraigh,вӧрзьӧтчыны
1021,sich erheben::V,seas suas,сувтны
1022,sich setzen::V,suigh,пуксьыны
1023,hinfallen::V,tit,пӧрласьны
1024,laufen::V,siúil,мунны
1025,schreiten::V,siúil,тальччавны
1026,spazierengehen::V,téigh ag spaisteoireacht,котрасьны
1027,eilen::V,deifrigh,тэрмасьны
1028,eilen::V,brostaigh,тэрмасьны
1029,sich beeilen::V,deifrigh,тэрмасьны
1030,sich beeilen::V,déan deifir,тэрмасьны
1031,sausen::V,luathaigh,вирдавны-котӧртны
1032,rennen::V,rith,
1033,springen::V,léim,чеччавны
1034,klettern::V,dreap,кышасьны
1035,schaukeln::V,téigh ar an maide corrach,чурликасьны
1036,kriechen::V,snámh,кыскасьны-мунны
1037,schwimmen::V,snámh,вартчыны
1038,tauchen::V,tum,сунгисьны ваӧ
1039,rudern::V,iomair,сынны
1040,rudern::V,rámhaigh,сынны
1041,fahren::V,tiomáin,мунны
1042,fliegen::V,eitil,лэбавны
1043,gehen::V,téigh,мунны
1044,weggehen::V,imigh,мунны
1045,abfahren::V,imigh,иньдӧтчыны
1046,abfahren::V,imigh,мунны
1047,anhalten::V,stad,сувтны
1048,hineingehen::V,téigh isteach,пырны
1049,eintreten::V,téigh isteach,пырны
1050,kommen::V,tar,локны
1051,ankommen::V,tar,локны
1052,zurückkommen::V,fill,бертны
1053,zurückkommen::V,fill,панӧвтсьыны
1054,bleiben::V,fan,кольччыны
1055,warten::V,fan,видзчисьны
1056,erwarten::V,tá ag súil le,видзчисьны
1057,erwarten::V,tá ag dréim le,видзчисьны
1058,suchen::V,lorg,кошшыны
1059,finden::V,faigh,адззыны
1060,finden::V,aimsigh,адззыны
1061,versuchen::V,triail,пондыны
1062,versuchen::V,triail,пондӧтны
1063,vorbereiten::V,réitigh,лӧсьӧтны
1064,lieben::V,gráigh,милуйтны
1065,mögen::V,taitin le,радейтны
1066,mögen::V,is maith le,радейтны
1067,lachen::V,gáir,серавны
1068,rühren::V,téigh i bhfeidhm ar,сьӧлӧм вӧрзьӧтны
1069,weinen::V,goil,горзыны
1070,weinen::V,caoin,горзыны
1071,schimpfen::V,tá ag clamhsán,видчыны
1072,sich ärgern::V,tá corraithe,лёкавны
1073,sich fürchten::V,tá eagla ar,повны
1074,fürchten::V,tá eagla ar,повны
1075,fliehen::V,teith,пышшыны
1076,flüchten::V,éalaigh,пышшыны
1077,sehen::V,feic,адззыны
1078,anschauen::V,dearc,видзӧтны
1079,anschauen::V,féach ar,видзӧтны
1080,ansehen::V,breathnaigh,видзӧтны
1081,hören::V,cluin,кывны
1082,zuhören::V,éist,кывзыны
1083,probieren::V,bliais,пешлыны
1084,riechen::V,bolaigh,дукавны
1085,fühlen::V,braith,кывны
1086,fühlen::V,mothaigh,кывны
1087,scheinen::V,tá an chuma ar,декуйтчыны
1088,zu sehen sein::V,tá le feiceáil,тыдавны
1089,vernehmen::V,clois,тӧдмавны
1090,frieren::V,tá fuar,гегдыны
1091,tun::V,déan,керны
1092,können::V,féad,вермыны
1093,können::V,is féidir le,вермыны
1094,wollen::V,tá ag iarraidh,мӧдны
1095,anfangen::V,tosaigh,петны
1096,anfangen::V,cuir tús le,петны
1097,beenden::V,críochnaigh,ештӧтны
1098,beenden::V,críochnaigh,керыштны
1099,beenden::V,cuir deireadh le,ештӧтны
1100,beenden::V,cuir deireadh le,керыштны
1101,aufhören::V,stad,дугдыны
1102,gelingen::V,éirigh le,шогмыны
1103,geraten::V,tá deireadh ar,мыччисьны
1104,öffnen::V,oscail,осьтны
1105,schließen::V,dún,пӧднавны
1106,schließen::V,iaigh,пӧднавны
1107,stellen::V,cuir,сувтӧтны
1108,setzen::V,cuir,пуксьӧтны
1109,setzen::V,socraigh,пуксьӧтны
1110,legen::V,cuir,пуктыны
1111,berühren::V,teagmhaigh le,вӧрзьӧтны
1112,verbinden::V,ceangail,йитны
1113,bedecken::V,clúdaigh,вевттьыны
1114,bedecken::V,cumhdaigh,вевттьыны
1115,aufhängen::V,croch,ӧшӧтны
1116,anzünden::V,las,ӧзтыны
1117,anzünden::V,adhain,ӧзтыны
1118,aufheben::V,tóg,лэбтыны
1119,aufheben::V,ardaigh,лэбтыны
1120,zurücklassen::V,fág,кольны
1121,verlieren::V,caill,ӧштыны
1122,fallen lassen::V,lig uait,уськӧтны
1123,fallen lassen::V,caith uait,уськӧтны
1124,machen::V,déan,керны
1125,machen::V,réitigh,керны
1126,herstellen::V,táirg,вӧчны
1127,bauen::V,tóg,строитны
1128,reparieren::V,deisigh,вочны
1129,verbessern::V,feabhsaigh,бурсьӧтны
1130,ändern::V,athraigh,вежны
1131,graben::V,tochail,гарйыны
1132,beugen::V,crom,кусіньтны
1133,biegen::V,lúb,чукыльтыштны
1134,drehen::V,cas,бергӧтны
1135,wenden::V,tiontaigh,бергӧтны
1136,umdrehen::V,iompaigh,бергӧтны
1137,umdrehen::V,tiontaigh,бергӧтны
1138,heben::V,ardaigh,лэбтыны
1139,hochheben::V,tóg,лэбтыны
1140,ergreifen::V,beir ar,кватитны
1141,halten::V,coimeád,видзны
1142,halten::V,coinnigh,видзны
1143,drücken::V,brúigh,личкыны
1144,schieben::V,brúigh,тойлавны
1145,kratzen::V,scríob,шаркӧтны
1146,lecken::V,ligh,нювны
1147,lecken::V,leadhb,нювны
1148,beißen::V,bain greim as,йирны
1149,abreißen::V,stróic,орӧтны
1150,abreißen::V,tarraing,орӧтны
1151,abschneiden::V,scoith,шӧрыштны
1152,abschneiden::V,scoith,вундыштны
1153,binden::V,ceangail,гӧрдззыны
1154,stecken::V,sáigh,мӧртны
1155,brechen::V,bris,жугдыны
1156,klopfen::V,cnag,зукӧтны
1157,hauen::V,buail,желльыны
1158,kleben::V,gliúáil,лякӧтны
1159,reiben::V,cuimil,зыртны
1160,streichen::V,leath,мавтны
1161,schleifen::V,líomh,кыскыны
1162,schneiden::V,gearr,вундавны
1163,rütteln::V,croith,шатлавны
1164,schütteln::V,croith,зыбӧтны
1165,schwenken::V,luasc,ӧвтны
1166,schwenken::V,luasc,макайтны
1167,schütten::V,doirt,кисьтны
1168,füllen::V,líon,тыртны
1169,füllen::V,líon,тырсьӧтны
1170,einwickeln::V,cuach,тубны
1171,einwickeln::V,clúdaigh,тубны
1172,tragen::V,iompair,новйӧтны
1173,schleppen::V,tarraing,кыскыны
1174,ziehen::V,tarraing,кыскыны
1175,aufbewahren::V,coinnigh,видзны
1176,werfen::V,caith,шентывлыны
1177,fangen::V,ceap,кутны
1178,packen::V,beir ar,кутасьны
1179,packen::V,beir ar,кватитны
1180,verstecken::V,folaigh,дзебны
1181,verstecken::V,cuir i bhfolach,дзебны
1182,teilen::V,roinn,торйӧтны
1183,schicken::V,seol,иньдыны
1184,bringen::V,beir,вайны
1185,bringen::V,tabhair,вайны
1186,hinzufügen::V,cuir le,содтыны
1187,bekommen::V,faigh,получитны
1188,erhalten::V,faigh,получитны
1189,nehmen::V,tóg,босьтны
1190,nehmen::V,glac,босьтны
1191,wählen::V,pioc,бӧрйыны
1192,wählen::V,roghnaigh,бӧрйыны
1193,auswählen::V,roghnaigh,бӧрйыны
1194,bewahren::V,caomhnaigh,видзны
1195,behindern::V,cuir bac ar,падтыны
1196,verderben::V,mill,изводавны
1197,beschädigen::V,loit,паздыны
1198,beschädigen::V,déan damáiste do,паздыны
1199,zerbrechen::V,bris,паздыны
1200,zerreißen::V,stiall,косявны
1201,zerstören::V,mill,паздыны
1202,zerstören::V,scrios,паздыны
1203,verbrennen::V,las,сотны
1204,verbrennen::V,dóigh,сотны
1205,geben::V,tabhair,сетны
1206,reichen::V,sín,сетны
1207,reichen::V,cuir,сетны
1208,schenken::V,bronn,козьнавны
1209,schenken::V,tabhair,козьнавны
1210,versprechen::V,geall,кӧсйыны
1211,wünschen::V,guigh,бурсьыны
1212,loben::V,mol,ошкыны
1213,küssen::V,póg,окавны
1214,wiegen::V,bog,тюттьӧтны
1215,wiegen::V,luasc,тюттьӧтны
1216,zudecken::V,clúdaigh,вевттьыны
1217,wecken::V,dúisigh,саймӧтны
1218,zeigen::V,taispeáin,мыччавны
1219,führen::V,treoraigh,нуӧтны
1220,lehren::V,múin,велӧтны
1221,lehren::V,teagasc,велӧтны
1222,unterrichten::V,múin,велӧтны
1223,unterrichten::V,teagasc,велӧтны
1224,aufziehen::V,tóg,быдтыны
1225,leiten::V,tá i gceannas ar,юравны
1226,leiten::V,tá i gceannas ar,веськӧтлыны
1227,antreiben::V,gríosaigh,тэрмӧтны
1228,lassen::V,cuir ag,-ӧтыны
1229,einladen::V,cuir cuireadh ar,корны
1230,vereinigen::V,aontaigh,ӧтувтны
1231,vereinigen::V,aontaigh,ӧтлаавны
1232,besuchen::V,tabhair cuairt ar,пыравлыны
1233,treffen::V,cas ar,пантавны
1234,treffen::V,buail le,пантавны
1235,sich versammeln::V,bailigh,ӧксьыны
1236,sich versammeln::V,cruinnigh,ӧксьыны
1237,spielen::V,imir,орсны
1238,spielen::V,tá ag spraoi,орсны
1239,singen::V,can,сьывны
1240,tanzen::V,rinc,йӧктыны
1241,tanzen::V,damhsaigh,йӧктыны
1242,sich trennen::V,scar,торьясьны
1243,verlassen::V,fág,кольны
1244,retten::V,tarrtháil,мынтны
1245,bewachen::V,cosain,смекайтны
1246,bewachen::V,gardáil,смекайтны
1247,schützen::V,cosain,дорйыны
1248,verteidigen::V,cosain,дорйыны
1249,sich schlagen::V,tá ag bruíon,тышкасьны
1250,schießen::V,caith,лыйны
1251,schießen::V,scaoil,лыйны
1252,siegen::V,bain,вермыны
1253,siegen::V,buaigh,вермыны
1254,ärgern::V,cuir isteach ar,лӧгӧтны
1255,schlagen::V,buail,базнитны
1256,treten::V,ciceáil,чужьявны
1257,stechen::V,sáigh,бытшкыны
1258,stoßen::V,brúigh,тапкыны
1259,stoßen::V,brúigh,тойыштны
1260,stoßen::V,soncáil,тапкыны
1261,stoßen::V,soncáil,тойыштны
1262,stehlen::V,goid,гусявны
1263,stören::V,cuir isteach ar,костіавны
1264,belästigen::V,cuir as do,назыляйтны
1265,verbergen::V,ceil,дзебны
1266,täuschen::V,cuir dallamullóg ar,бӧбӧтны
1267,täuschen::V,cuir dallamullóg ar,пӧрьявны
1268,betrügen::V,déan calaois ar,муклачитны
1269,töten::V,maraigh,вийны
1270,wohnen::V,cuir faoi,овны
1271,wohnen::V,tá ina chónaí,овны
1272,arbeiten::V,oibrigh,уджавны
1273,sammeln::V,bailigh,ӧктыны
1274,sammeln::V,cruinnigh,ӧктыны
1275,pflücken::V,pioc,судзлавны
1276,jagen::V,seilg,вӧравны
1277,fischen::V,iasc,чериавны
1278,fassen::V,beir ar,кутны
1279,hüten::V,aoirigh,вердны
1280,hüten::V,aoirigh,йирсьӧтны
1281,treiben::V,seol,вашӧтны
1282,treiben::V,tiomáin,вашӧтны
1283,anbinden::V,ceangail,кӧртавны
1284,füttern::V,cothaigh,вердны
1285,füttern::V,beathaigh,вердны
1286,melken::V,bligh,высьтыны
1287,melken::V,bligh,чилькӧтны
1288,melken::V,crúigh,высьтыны
1289,melken::V,crúigh,чилькӧтны
1290,hacken::V,gearr,керавны
1291,gießen::V,uiscigh,киськавны
1292,reifen::V,aibigh,кисьмыны
1293,zubereiten::V,cócaráil,лӧсьӧтны
1294,kochen::V,bruith,пуны
1295,kochen::V,beirigh,пуны
1296,backen::V,bácáil,пӧжавны
1297,braten::V,róst,жаритны
1298,braten::V,frioch,жаритны
1299,umrühren::V,measc,соравны
1300,stricken::V,cniotáil,домавны
1301,nähen::V,fuaigh,вурны
1302,färben::V,dathaigh,краситны
1303,reinigen::V,glan,весӧтны
1304,waschen::V,nigh,пеславны
1305,abwischen::V,glan,чышкыны
1306,spülen::V,sruthlaigh,гывьявны
1307,fegen::V,scuab,чышкыны
1308,kehren::V,scuab,чышкыны
1309,baden::V,folc,купайтчыны 
1310,sich waschen::V,nigh é féin,миссьыны
1311,ausziehen::V,bain de,гыжтӧтны
1312,ausziehen::V,bain de,пӧрччавны
1313,anziehen::V,cuir ar,пасьтавны
1314,sich anziehen::V,gléas é féin,пасьтасьны
1315,kämmen::V,cíor,сынавны
1316,schmücken::V,maisigh,баситны
1317,sagen::V,abair,висьтавны
1318,sprechen::V,labhair,шуны
1319,reden::V,caintigh,баитны
1320,sich unterhalten::V,caintigh,сёрнитны
1321,sich unterhalten::V,tá ag comhrá,сёрнитны
1322,fragen::V,fiafraigh,юавны
1323,fragen::V,cuir ceist,юавны
1324,bitten::V,iarr,корны
1325,erzählen::V,inis,висьтавны
1326,erzählen::V,eachtraigh,висьтавны
1327,mitteilen::V,aithris,висьтавны
1328,mitteilen::V,cuir in iúl,висьтавны
1329,nennen::V,ainmnigh,нимтны
1330,rufen::V,glaoigh,китсавны
1331,rufen::V,glaoigh,корны
1332,rufen::V,glaoigh,чукӧстны
1333,prahlen::V,maígh,ошшасьны
1334,übersetzen::V,aistrigh,вуджӧтны
1335,denken::V,síl,чайтны
1336,denken::V,ceap,чайтны
1337,glauben::V,creid,веритны
1338,bemerken::V,tabhair faoi deara,казявны
1339,erkennen::V,aithin,тӧдсавны
1340,begreifen::V,tuig,вежӧртны
1341,verstehen::V,tuig,кывны
1342,lernen::V,foghlaim,велӧтчыны
1343,wissen::V,tá a fhios ag,тӧдны
1344,sich erinnern an::V,cuimhnigh ar,касьтывны
1345,sich erinnern an::V,is cuimhne ar,касьтывны
1346,vergessen::V,dearmad,вунӧтны
1347,messen::V,tomhais,меряйтны
1348,zählen::V,cuntais,лыддьыны
1349,rechnen::V,ríomh,лыддьыны
1350,rechnen::V,áirigh,лыддьыны
1351,lesen::V,léigh,лыддьӧтны
1352,malen::V,péinteáil,
1353,zeichnen::V,línigh,гижмавны
1354,zeichnen::V,tarraing,гижмавны
1355,schreiben::V,scríobh,гижны
1356,besitzen::V,is le,лоны
1357,kaufen::V,ceannaigh,небны
1358,verkaufen::V,díol,вузавны
1359,bezahlen::V,íoc as,вештыны
1360,zahlen::V,íoc,вештыны
1361,beherrschen::V,rialaigh,
1362,ertragen::V,seas,терпитны
1363,ertragen::V,fulaing,терпитны
1364,ertragen::V,foighnigh,терпитны
1365,Ader::N,,сӧн
1366,vorwärts::ADV,,одзӧ
