,Concept_ID,uz,fr
361,Brett::N,taxta,planche
362,Platte::N,tabaqa,plaque
363,Stütze::N,tayanchi,appui
364,Stütze::N,tayanchi,soutien
365,Stange::N,qo'noq,barre
366,Stange::N,qo'noq,perche
367,Stock::N,tayoq,canne
368,Stab::N,gavron,bâton
369,Rohr::N,tarnov,tube
370,Rohr::N,tarnov,tuyau
371,Haus::N,uy,maison
372,Heim::N,makon,maison
373,Ofen::N,pechka,poêle
374,Fußboden::N,pol,plancher
375,Tisch::N,mosa,table
376,Stuhl::N,o'rindiq,chaise
377,Wiege::N,beshik,berceau
378,Bett::N,yotoq,lit
379,Regal::N,tokcha,étagère
380,Kiste::N,sandiq,caisse
381,Fenster::N,deraza,fenêtre
382,Tür::N,äshik,porte
383,Tor::N,darvoza,porte
384,Tor::N,darvoza,portail
385,Zaun::N,panjara,clôture
386,Dach::N,tom,toit
387,Leiter::N,narvon,échelle
388,Besen::N,supurgi,balai
389,Spaten::N,bel,bêche
390,Schaufel::N,kurak,pelle
391,Gabel::N,bilka,fourchette
392,Löffel::N,qoshiq,cuiller
393,Messer::N,pichoq,couteau
394,Nagel::N,mix,clou
395,Netz::N,to'r,filet
396,Haken::N,ilgak,croc
397,Haken::N,ilgak,crochet
398,Griff::N,sop,prise
399,Griff::N,sop,manche
400,Griff::N,tutqich,prise
401,Griff::N,tutqich,manche
402,Schloss::N,qulf,serrure
403,Bild::N,rasm,image
404,Bild::N,rasm,tableau
405,Figur::N,shakl,figure
406,Puppe::N,ko'g'irchoq,poupée
407,Beutel::N,to'rva,sac
408,Beutel::N,to'rva,petit sac
409,Bündel::N,bog'lam,paquet
410,Bündel::N,bog'lam,faisceau
411,Tasche::N,kissa,sac
412,Eimer::N,chelak,seau
413,Deckel::N,qopqoq,couvercle
414,Geschirr::N,idish,vaisselle
415,Sack::N,qop,sac
416,Tasse::N,piyola,tasse
417,Topf::N,tuvak,pot
418,Topf::N,tuvak,marmite
419,Kessel::N,qozon,chaudron
420,Essen::N,tomoq,repas
421,Essen::N,tomoq,manger
422,Nahrung::N,emak,nourriture
423,Speise::N,taom,plat
424,Fleisch::N,go'sht,viande
425,Getreide::N,g'alla,blé
426,Getreide::N,g'alla,céréales
427,Brei::N,bo'tqa,purée
428,Brei::N,bo'tqa,bouillie
429,Brot::N,non,pain
430,Scheibe::N,disk,tranche
431,Fett::N,moy,graisse
432,Butter::N,yog',beurre
433,Öl::N,moy,huile
434,Salz::N,tuz,sel
435,Suppe::N,sho'rva,soupe
436,Suppe::N,sho'rva,potage
437,Honig::N,asal,miel
438,Milch::N,sut,lait
439,Tee::N,choy,thé
440,Leder::N,charm,cuir
441,Wolle::N,jun,laine
442,Stoff::N,mato,tissu
443,Stoff::N,mato,étoffe
444,Nadel::N,igna,aiguille
445,Faden::N,ip,fil
446,Knopf::N,tugma,bouton
447,Knoten::N,tugun,nœud
448,Farbe::N,bo'yok,peinture
449,Kleidung::N,kiyim,vêtements
450,Kleidung::N,kiyim,habillement
451,Hemd::N,ko'ylak,chemise
452,Kragen::N,yoqa,col
453,Ärmel::N,yeng,manche
454,Hose::N,shim,pantalon
455,Gürtel::N,tasma,ceinture
456,Mütze::N,shapka,bonnet
457,Mütze::N,shapka,casquette
458,Schuh::N,but,soulier
459,Schuh::N,but,chaussure
460,Stiefel::N,botinka,botte
461,Ring::N,yuzuk,bague
462,Band::N,rishta,ruban
463,Kamm::N,taroq,peigne
464,Spiegel::N,ko'zgu,glace
465,Spiegel::N,ko'zgu,miroir
466,Riemen::N,qayish,lanière
467,Riemen::N,qayish,courroie
468,Schnur::N,bog'ich,corde
469,Schnur::N,bog'ich,ficelle
470,Leine::N,etak,laisse
471,Decke::N,odyol,couverture
472,Kissen::N,yostiq,oreiller
473,Tuch::N,gazlama,drap
474,Tuch::N,gazlama,fichu
475,Handtuch::N,sochiq,serviette
476,Handtuch::N,sochiq,essuie-mains
477,Kraft::N,kuch,force
478,Stärke::N,quvvat,vigueur
479,Gesundheit::N,sog'lik,santé
480,Krankheit::N,kasallik,maladie
481,Schmerz::N,og'riq,douleur
482,Wunde::N,yara,plaie
483,Wunde::N,yara,blessure
484,Fieber::N,bezgak,fièvre
485,Arznei::N,dori,remède
486,Arznei::N,dori,médecine
487,Brücke::N,ko'prik,pont
488,Brunnen::N,buloq,puits
489,Weide::N,yaylov,pâturage
490,Pfad::N,dorojka,sentier
491,Weg::N,yo'l,voie
492,Weg::N,yo'l,chemin
493,Straße::N,ko'cha,route
494,Dorf::N,ovul,village
495,Stadt::N,shahar,cité
496,Stadt::N,shahar,ville
497,Brief::N,maktub,lettre
498,Buch::N,kitob,livre
499,Buchstabe::N,harf,lettre
500,Buchstabe::N,harf,caractère
501,Zeitung::N,gazet,journal
502,Leben::N,hayot,vie
503,Tod::N,o'lim,mort
504,Grab::N,go'r,tombe
505,Kirche::N,cherkov,église
506,Sünde::N,gunoh,péché
507,Gott::N,olloh,dieu
508,Arbeiter::N,ishchi,ouvrier
509,Arbeiter::N,ishchi,travailleur
510,Chef::N,rais,chef
511,Chef::N,rais,patron
512,Meister::N,usta,maître
513,Arzt::N,hakim,médecin
514,Lehrer::N,muallim,professeur
515,Lehrer::N,muallim,instituteur
516,Geld::N,pul,argent
517,Geschäft::N,savdo,affaire
518,Geschäft::N,savdo,commerce
519,Laden::N,do'kon,magasin
520,Laden::N,do'kon,boutique
521,Preis::N,baho,prix
522,Ware::N,mol,marchandise
523,Nutzen::N,foyda,profit
524,Reichtum::N,boylik,richesse
525,Welt::N,olam,monde
526,Land::N,o'lka,pays
527,Staat::N,davlat,État
528,König::N,qirol,roi
529,Macht::N,iqtidor,pouvoir
530,Macht::N,iqtidor,puissance
531,Grenze::N,chegara,frontière
532,Krieg::N,harb,guerre
533,Feind::N,dushman,ennemi
534,Gewalt::N,zo'rlik,violence
535,Kampf::N,kurash,lutte
536,Kampf::N,kurash,combat
537,Bogen[Waffe]::N,yoy,arc
538,Pfeil::N,o'q,flèche
539,Gewehr::N,vintovka,fusil
540,Fehler::N,xato,faute
541,Fehler::N,xato,erreur
542,Lüge::N,yolg'on,mensonge
543,Schaden::N,ziyon,dégât
544,Schaden::N,ziyon,dommage
545,Unglück::N,balo,malheur
546,Schuld::N,ayb,faute
547,Schuld::N,ayb,culpabilité
548,Alter::N,yosh,âge
549,Schluss::N,tamom,fin
550,Zeit::N,vaqt,temps
551,Tag::N,kun,jour
552,Tag::N,kun,journée
553,Morgen::N,saboh,matin
554,Morgen::N,saboh,matinée
555,Mittag::N,kun tushlik,midi
556,Abend::N,oqshom,soir
557,Abend::N,oqshom,soirée
558,Nacht::N,tun,nuit
559,Woche::N,hafta,semaine
560,Monat::N,oy,mois
561,Jahr::N,yil,an
562,Jahr::N,yil,année
563,Frühling::N,bahor,printemps
564,Sommer::N,yoz,été
565,Herbst::N,kuz,automne
566,Herbst::N,xazon,automne
567,Winter::N,qish,hiver
568,Januar::N,yanvar',janvier
569,Februar::N,fevral',février
570,März::N,mart,mars
571,April::N,aprel',avril
572,Mai::N,may,mai
573,Juni::N,iyun',juin
574,Juli::N,iyul',juillet
575,August::N,avgust,août
576,September::N,sentyabr',septembre
577,Oktober::N,oktyabr',octobre
578,November::N,noyabr',novembre
579,Dezember::N,dekabr',décembre
580,Montag::N,dushanba,lundi
581,Dienstag::N,seshanba,mardi
582,Mittwoch::N,chorshanba,mercredi
583,Donnerstag::N,payshanba,jeudi
584,Freitag::N,juma,vendredi
585,Samstag::N,shanba,samedi
586,Sonntag::N,yakshanba,dimanche
587,groß::A,buyuk,grand
588,klein::A,kichik,petit
589,lang::A,uzun,long
590,kurz::A,qisqa,court
591,breit::A,keng,large
592,schmal::A,änsiz,étroit
593,dicht::A,quyuq,dense
594,dick[Gegenstand]::A,qalin,épais
595,dünn::A,ingichka,mince
596,fein::A,mayin,fin
597,fein::A,mayin,menu
598,fest::A,qattiq,ferme
599,fest::A,qattiq,solide
600,flach::A,yalpoq,plat
601,glatt::A,tekis,poli
602,glatt::A,tekis,lisse
603,hart::A,qattiq,dur
604,weich::A,yumshoq,mou
605,rund::A,yumaloq,rond
606,spitz::A,uchli,aigu
607,spitz::A,uchli,pointu
608,scharf::A,keskir,tranchant
609,stumpf::A,to'mtoq,mousse
610,stumpf::A,to'mtoq,émoussé
611,schwer::A,salmoqli,lourd
612,schwer::A,salmoqli,pesant
613,schön::A,go'zal,beau
614,heiß::A,qiziq,chaud
615,heiß::A,qiziq,très chaud
616,warm::A,issiq,chaud
617,kalt::A,sovuq,froid
618,kühl::A,salqin,frais
619,frisch::A,toza,frais
620,feucht::A,namli,humide
621,nass::A,nam,mouillé
622,trocken::A,quruq,sec
623,voll::A,to'la,plein
624,voll::A,to'la,rempli
625,leer::A,puch,vide
626,offen::A,ochiq,ouvert
627,geschlossen::A,berk,clos
628,geschlossen::A,berk,fermé
629,sauber::A,ozoda,net
630,sauber::A,ozoda,propre
631,schmutzig::A,kir,sale
632,schmutzig::A,kir,crasseux
633,roh::A,xom,cru
634,roh::A,xom,brut
635,reif::A,pishiq,mûr
636,lecker::A,shirin,délicieux
637,lecker::A,shirin,appétissant
638,süß::A,shirin,doux
639,bitter::A,achchiq,amer
640,sauer::A,achchiq,aigre
641,hell::A,yorug',clair
642,dunkel::A,qorong'i,sombre
643,schwarz::A,qora,noir
644,weiß::A,oq,blanc
645,rot::A,qizil,rouge
646,gelb::A,sariq,jaune
647,blau::A,zangori,bleu
648,grün::A,yashil,vert
649,grau::A,bo'z,gris
650,bunt::A,ola,multicolore
651,billig::A,arzon,bon marché
652,teuer::A,qimmat,cher
653,wertvoll::A,qimmat,précieux
654,blind::A,ko'r,aveugle
655,taub::A,garang,sourd
656,kräftig::A,kuchli,fort
657,kräftig::A,kuchli,vigoureux
658,stark::A,quvvatli,fort
659,stark::A,quvvatli,puissant
660,schwach::A,kuchsiz,faible
661,fett::A,semiz,gras
662,schlank::A,ingichka,svelte
663,hübsch::A,ko'rkam,joli
664,böse::A,yovuz,mauvais
665,dumm::A,aqlsiz,sot
666,dumm::A,aqlsiz,bête
667,faul::A,ärinchak,fainéant
668,faul::A,ärinchak,paresseux
669,fleißig::A,ishchan,appliqué
670,geizig::A,qurumsoq,avare
671,klug::A,oqil,intelligent
672,geschickt::A,äpchil,habile
673,lieb::A,aziz,cher
674,lieb::A,aziz,gentil
675,lustig::A,chaqchaq,gai
676,lustig::A,chaqchaq,joyeux
677,sanft::A,asta,doux
678,hungrig::A,och,affamé
679,krank::A,kasal,malade
680,nackt::A,yalang,nu
681,traurig::A,xafa,triste
682,lebendig::A,hayotiy,vivant
683,gut::A,soz,bon
684,schlecht::A,yomon,mauvais
685,richtig::A,rost,juste
686,richtig::A,rost,correct
687,schlimm::A,yovuz,grave
688,schlimm::A,yovuz,mauvais
689,wahr::A,haqiqiy,vrai
690,wahr::A,haqiqiy,véritable
691,alt::A,äski,vieux
692,neu::A,yangi,neuf
693,neu::A,yangi,nouveau
694,ehemalig::A,sobiq,ancien
695,alt[Lebewesen]::A,qari,âgé
696,alt[Lebewesen]::A,qari,vieux
697,jung::A,navqiron,jeune
698,arm::A,abgor,pauvre
699,reich::A,boy,riche
700,bekannt::A,ma'lum,connu
701,berühmt::A,mashhur,fameux
702,berühmt::A,mashhur,célèbre
703,fremd::A,yot,étranger
704,verschieden::A,turli,différent
705,nah::A,yaqindagi,lié
706,nah::A,yaqindagi,proche
707,fern::A,uzoq,éloigné
708,fern::A,uzoq,lointain
709,linker::A,so'l,gauche
710,rechter::A,o'ng,droit
711,anderer::A,boshqa,autre
712,erster::A,birinchi,premier
713,zweiter::A,ikkinchi,second
714,zweiter::A,ikkinchi,deuxième
715,dritter::A,uchinchi,troisième
716,letzter::A,oxirgi,dernier
717,allein::ADV,o'zicha,seul
718,auf einmal::ADV,varakay,à la fois
719,zusammen::ADV,barobar,ensemble
720,lange::ADV,uzoq,longtemps
721,plötzlich::ADV,qo'qqisdan,tout à coup
722,sofort::ADV,darrov,immédiatement
723,später::ADV,so'ngra,plus tard
724,jetzt::ADV,hozirgina,maintenant
725,heute::ADV,bugun,aujourd'hui
726,morgen::ADV,ärta,demain
727,bald::ADV,toz,bientôt
728,dann::ADV,keyin,puis
729,dann::ADV,keyin,ensuite
730,gestern::ADV,kecha,hier
731,einst::ADV,avvallari,jadis
732,einst::ADV,avvallari,autrefois
733,damals::ADV,ugal,alors
734,damals::ADV,ugal,à l'époque
735,danach::ADV,so'ngra,après
736,danach::ADV,so'ngra,ensuite
737,vorher::ADV,avval,auparavant
738,zuerst::ADV,avval,d'abord
739,zuerst::ADV,avval,premièrement
740,einmal::ADV,bir marta,une fois
741,manchmal::ADV,onda-sonda,parfois
742,manchmal::ADV,onda-sonda,quelquefois
743,oft::ADV,tez-tez,souvent
744,immer::ADV,har vaqt,toujours
745,niemals::ADV,hargiz,ne ... jamais
746,hier::ADV,shu erda,ici
747,hierhin::ADV,beri,par ici
748,von hier::ADV,shu erdan,d'ici
749,dort::ADV,ana,là
750,dort::ADV,ana,là-bas
751,dorthin::ADV,u yerga,y
752,dorthin::ADV,u yerga,par là
753,geradeaus::ADV,to'g'ri,tout droit
754,vorwärts::ADV,ilgari,en avant
755,rückwärts::ADV,qoloq,en arrière
756,zurück::ADV,orqada,de retour
757,unten::ADV,pastda,en bas
758,unten::ADV,pastda,au-dessous
759,hinab::ADV,tubanga,en bas
760,hinab::ADV,tubanga,vers le bas
761,oben::ADV,ustida,dessus
762,oben::ADV,ustida,en haut
763,hinauf::ADV,yuqorida,en haut
764,hinauf::ADV,yuqorida,vers le haut
765,überall::ADV,har erda,partout
766,nicht::ADV,ämas,ne ... pas
767,ein wenig::ADV,biroz,un peu
768,kaum::ADV,arang,à peine
769,sehr::ADV,ancha,très
770,so::ADV,shunday,si
771,so::ADV,shunday,ainsi
772,noch::ADV,hali,encore
773,nur::ADV,yolg'iz,seulement
774,nur::ADV,yolg'iz,ne ... que
775,schon::ADV,endi,déjà
776,wieder::ADV,yana,de nouveau
777,vergebens::ADV,bekorga,en vain
778,vor::PRP,burun,devant
779,hinter::PRP,ketida,derrière
780,unter::PRP,ostida,sous
781,unter::PRP,ostida,au-dessous de
782,durch::PRP,bo'ylab,par
783,durch::PRP,bo'ylab,à travers
784,neben::PRP,yonida,à côté de
785,zwischen::PRP,orada,entre
786,wegen::PRP,sababli,à cause de
787,dies::PRN,o'sha,ceci
788,das::PRN,narigi,ce
789,das::PRN,narigi,cela
790,alles::PRN,har nima,tout
791,ich::PRN,men,je
792,ich::PRN,men,moi
793,du::PRN,sen,tu
794,du::PRN,sen,toi
795,er::PRN,u,il
796,er::PRN,u,lui
797,wir::PRN,biz,nous
798,ihr::PRN,siz,vous
799,sie::PRN,ular,ils
800,sie::PRN,ular,elles
801,was::FPRN,nima,que
802,was::FPRN,nima,quoi
803,wer::FPRN,kim,qui
804,wo::FADV,qaerda,où
805,wohin::FADV,qayerga,où
806,wie::FADV,qanday,comment
807,warum::FADV,nega,pourquoi
808,wieviel::FNUM,qancha,combien
809,eins::NUM,bir,un
810,zwei::NUM,ikki,deux
811,drei::NUM,uch,trois
812,vier::NUM,to'rt,quatre
813,fünf::NUM,besh,cinq
814,sechs::NUM,olti,six
815,sieben::NUM,etti,sept
816,acht::NUM,sakkiz,huit
817,neun::NUM,to'qqiz,neuf
818,zehn::NUM,o'n,dix
819,elf::NUM,o'n bir,onze
820,zwölf::NUM,o'n ikki,douze
821,zwanzig::NUM,yigirma,vingt
822,dreißig::NUM,o'ttiz,trente
823,vierzig::NUM,qirq,quarante
824,fünfzig::NUM,ällik,cinquante
