,Concept_ID,zh,ml
652,er::PRN,他,അവർ
653,er::PRN,他,അവൾ
654,wir::PRN,我们,നമ്മൾ
655,ihr::PRN,你们,നിങ്ങൾ
656,sie::PRN,她,അവർ
657,was::FPRN,什么,എന്ത്
658,wer::FPRN,谁,ആര്
659,wo::FADV,哪里,എവിടെ
660,wohin::FADV,去哪里,എവിടേക്ക്
661,wie::FADV,怎么,എങ്ങനെ
662,warum::FADV,为什么,എന്തുകൊണ്ട്
663,wieviel::FNUM,多少,എത്ര
664,eins::NUM,一,ഒന്ന്
665,zwei::NUM,二,രണ്ട്
666,drei::NUM,三,മൂന്ന്
667,vier::NUM,四,നാല്
668,fünf::NUM,五,അഞ്ച്
669,sechs::NUM,六,ആറ്
670,sieben::NUM,七,ഏഴ്
671,acht::NUM,八,എട്ട്
672,neun::NUM,九,ഒമ്പത്
673,zehn::NUM,十,പത്ത്
674,elf::NUM,十一,പതിനൊന്ന്
675,zwölf::NUM,十二,പന്ത്രണ്ട്
676,zwanzig::NUM,二十,ഇരുപത്
677,dreißig::NUM,三十,മുപ്പത്
678,vierzig::NUM,四十,നാൽപ്പത്
679,fünfzig::NUM,五十,അൻപത്
680,sechzig::NUM,六十,അറുപത്
681,siebzig::NUM,七十,എഴുപത്
682,achtzig::NUM,八十,എൺപത്
683,neunzig::NUM,九十,തൊണ്ണൂറ്
684,hundert::NUM,百,നൂറ്
685,tausend::NUM,千,ആയിരം
686,und::CNJ,和,ഉം
687,oder::CNJ,或者,അഥവാ
688,stehen::V,站,നിൽക്കുക
689,sitzen::V,坐,ഇരിക്കുക
690,liegen::V,躺着,കിടക്കുക
691,hängen::V,挂着,തൂങ്ങുക
692,werden::V,成为,ആയിത്തീരുക
693,passieren::V,发生,സംഭവിക്കുക
694,beginnen::V,开始,ആരംഭിക്കുക
695,enden::V,终止,അവസാനിപ്പിക്കുക
696,wechseln::V,变迁,മാറ്റുക
697,aufgehen[Sonne]::V,升起,ഉയരുക
698,untergehen[Sonne]::V,下落,അടുക്കി_വയ്ക്കുക
699,scheinen[Sonne]::V,照射,പ്രകാശിക്കുക
700,donnern::V,打雷,ഇടിവെട്ടുക
701,wehen::V,飘扬,വീശുക
702,strömen::V,流,ഒഴുകുക
703,fließen::V,流动,ഒഴുകുക
704,sich drehen::V,转动,ചുറ്റുക
705,sich drehen::V,转动,കറക്കുക
706,schwanken::V,摇摆,ഇരുവശത്തേയ്ക്കും_ആടുക
707,schwingen::V,摇,ആടുക
708,fallen::V,坠落,വീഴുക
709,brennen::V,燃烧,കത്തുക
710,rauchen::V,冒烟,പുകയുക
711,regnen::V,下雨,മഴ_പെയ്യുക
712,gefrieren::V,结冰,തണത്ത്_മരവിക്കുക
713,tauen::V,融化,അലിയുക
714,schmelzen::V,溶化,ഉരുകുക
715,trocknen::V,变干,വരളുക
716,sieden::V,煮,തിളപ്പിക്കുക
717,faulen::V,腐烂,ചീയുക
718,verfaulen::V,腐烂,അഴുകുക
719,reißen::V,撕,ശബ്ദത്തോടെ_മുറിയുക
720,versinken::V,下沉,മുക്കുക
721,vergehen::V,流逝,കടന്നുപോകുക
722,erscheinen::V,出现,പ്രത്യക്ഷപ്പെടുക
723,verschwinden::V,消失,അദൃശ്യമാകുക
724,sinken::V,下降,താഴുക
725,abnehmen::V,减少,കുറിയുക
726,zunehmen::V,增加,വർദ്ധിക്കുക
727,steigen::V,上升,ഉയരുക
728,wachsen::V,生长,വളരുക
729,glänzen::V,发光,മിന്നുക
730,funkeln::V,闪烁,തിളങ്ങുക
731,lärmen::V,吵闹,ശബ്ദമുണ്ടാക്കുക
732,läuten::V,响,മണിമുഴങ്ങുക
733,klingeln::V,按铃,ചിലമ്പുക
734,brausen::V,疾驶,മുഴങ്ങുക
735,klingen::V,听起来,മുഴക്കുക
736,bellen::V,吠,കുരയ്ക്കുക
737,heulen::V,嗥,ഓരിയിടുക
738,blasen::V,吹,ഊതുക
739,pfeifen::V,吹口哨,വിസിലടിക്കുക
740,schreien::V,叫喊,ആക്രോശിക്കുക
741,stöhnen::V,呻吟,അരക്കം
742,stöhnen::V,呻吟,ആർത്തനാദം
743,zittern::V,颤抖,വിറയ്ക്കുക
744,leben::V,生存,താമസിക്കുക
745,geboren werden::V,出生,ജനിക്കുക
746,atmen::V,呼吸,ശ്വസിക്കുക
747,trinken::V,喝,കുടിക്കുക
748,essen::V,吃,കഴിക്കുക
749,schlucken::V,咽,വിഴുങ്ങുക
750,müde werden::V,疲倦,ക്ഷീണിക്കുക
751,einschlafen::V,入睡,നിദ്രിക്കുക
752,schlafen::V,睡觉,ഉറങ്ങുക
753,aufwachen::V,睡醒,ഉണരുക
754,aufstehen::V,起床,എഴുന്നേൽക്കുക
755,sich erholen::V,休养,വിശ്രമിക്കുക
756,krank werden::V,生病,ദീനംപിടിക്കുക
757,krank sein::V,生病,രോഗികളാകുക
758,schmerzen::V,疼痛,വേദനിക്കുക
759,husten::V,咳,ചുമയ്ക്കുക
760,genesen::V,痊愈,സുഖപ്പെടുക
761,sterben::V,死,മരിക്കുക
762,umkommen::V,丧命,മരിക്കുക
763,sich bewegen::V,移动,സ്ഥലം_മാറുക
764,sich rühren::V,动弹,ചലിക്കുക
765,sich erheben::V,站起,നിൽക്കുക
766,sich setzen::V,坐,ഇരിക്കുക
767,hinfallen::V,跌倒,വീഴുക
768,laufen::V,步行,നടക്കുക
769,schreiten::V,迈步,നടക്കുക
770,spazierengehen::V,散步,ഉലാത്തുക
771,eilen::V,急忙,പാഞ്ഞെത്തുക
772,sich beeilen::V,赶快,തിരിക്കുകൂട്ടുക
773,sich beeilen::V,赶快,തിടുക്കം_കാട്ടുക
774,sausen::V,疾驰,കുതിക്കുക
775,rennen::V,奔跑,ഓടുക
776,springen::V,跳,ചാടുക
777,klettern::V,攀缘,കയറുക
778,schaukeln::V,荡秋千,ഇളകുക
779,kriechen::V,爬行,പതുങ്ങികയറുക
780,schwimmen::V,游泳,നീന്തുക
781,tauchen::V,潜水,വെള്ളത്തിലേക്ക് ചാടുക
782,rudern::V,划船,തുഴയുക
783,fahren::V,行驶,വാഹനം ഓടിക്കുക
784,fliegen::V,飞,പറക്കുക
785,gehen::V,走,പോകുക
786,weggehen::V,离去,വിടുക
787,abfahren::V,出发,പുറപ്പെടുക
788,anhalten::V,停住,നിർത്തുക
789,hineingehen::V,进去,പ്രവേശിക്കുക
790,eintreten::V,进入,പ്രവേശിക്കുക
791,kommen::V,来,വരുക
792,ankommen::V,到达,എത്തിച്ചേരുക
793,zurückkommen::V,回来,തിരിച്ചു വരുക
794,bleiben::V,停留,തുടരുക
795,warten::V,等,കാത്തിരിക്കുക
796,erwarten::V,等候,പ്രതീക്ഷിക്കുക
797,suchen::V,找,തിരയുക
798,finden::V,找到,കണ്ടെത്തുക
799,versuchen::V,尝试,ശ്രമിക്കുക
800,vorbereiten::V,预备,തയ്യാറെടുക്കുക
801,lieben::V,爱,സ്നേഹിക്കുക
802,mögen::V,喜欢,ഇഷ്ടപ്പെടുക
803,lachen::V,笑,ചിരിക്കുക
804,weinen::V,哭,തേങ്ങുക
805,schimpfen::V,骂,പിറുപിറുക്കുക
806,sich ärgern::V,生气,കോപിക്കുക
807,sich fürchten::V,害怕,പേടിക്കുക
808,fürchten::V,害怕,പേടിക്കുക
809,fliehen::V,逃走,രക്ഷപ്പെടുക
810,flüchten::V,逃跑,രക്ഷപ്പെടുക
811,sehen::V,看,കാണുക
812,anschauen::V,注视,നോക്കുക
813,ansehen::V,注视,നോക്കുക
814,hören::V,听,കേൾക്കുക
815,zuhören::V,倾听,ശ്രദ്ധിക്കുക
816,probieren::V,尝,രുചിയുള്ളതായി_തോന്നുക
817,riechen::V,闻,മണത്തു_നോക്കുക
818,fühlen::V,感到,സ്പർശിച്ചറിയുക
819,scheinen::V,照耀,കാണപ്പെടുക
820,zu sehen sein::V,可以看到,വെളിച്ചപ്പെടുക
821,vernehmen::V,审讯,കേൾക്കുക
822,frieren::V,觉得冷,വിറയ്ക്കുക
823,tun::V,作,ചെയ്യുക
824,können::V,能,കഴിയുക
825,wollen::V,要,വേണുക
826,anfangen::V,开始,തുടങ്ങുക
827,beenden::V,结束,പൂർത്തിയാക്കുക
828,aufhören::V,停止,നിർത്തുക
829,gelingen::V,成功,വിജയിക്കുക
830,geraten::V,陷于,പരിണമിക്കുക
831,öffnen::V,打开,തുറക്കുക
832,schließen::V,关,അടയ്ക്കുക
833,stellen::V,放,വയ്ക്കുക
834,setzen::V,放,വയ്ക്കുക
835,legen::V,摆,ഇടുക
836,berühren::V,触,തൊടുക
837,verbinden::V,联结,ഘടിപ്പിക്കുക
838,bedecken::V,覆盖,മുടുക
839,aufhängen::V,挂,കെട്ടിതൂക്കുക
840,anzünden::V,点,കത്തിക്കുക
841,aufheben::V,拾起,പെറുക്കിയെടുക്കുക
842,zurücklassen::V,遗留,വച്ചുപോരുക
843,verlieren::V,丧失,നഷ്ടപ്പെടുക
844,fallen lassen::V,让掉下,വീഴ്ത്തുക
845,machen::V,做,ഉണ്ടാക്കുക
846,herstellen::V,生产,ഉൽപാദിപ്പിക്കുക
847,bauen::V,建造,നിർമ്മിക്കുക
848,reparieren::V,修理,നന്നാക്കുക
849,verbessern::V,改进,മെച്ചപ്പെടുക
850,ändern::V,改变,മാറ്റംവരുത്തുക
851,graben::V,挖,കുഴിക്കുക
852,beugen::V,弯下,വണങ്ങുക
853,biegen::V,弯,കുനിയുക
854,drehen::V,转动,തിരിക്കുക
855,wenden::V,转动,തിരിയുക
856,umdrehen::V,转动,തിരിയുക
857,heben::V,举起,ഉയർത്തുക
858,hochheben::V,抬高,ഉയർത്തുക
859,ergreifen::V,抓住,ബലമായി_പിടിക്കുക
860,halten::V,拿着,പിടിക്കുക
861,drücken::V,压,അമർത്തുക
862,schieben::V,推,തള്ളുക
863,kratzen::V,搔,ചുരണ്ടുക
864,lecken::V,舔,നക്കുക
865,beißen::V,咬,കടിക്കുക
866,abreißen::V,撕下,കീറിക്കളയുക
867,abschneiden::V,切断,മുറിച്ചുമാറ്റുക
868,binden::V,捆,കെട്ടുക
869,stecken::V,插,തുളയ്ക്കുക
870,brechen::V,断裂,ഉടയുക
871,klopfen::V,敲,തട്ടുക
872,hauen::V,揍,അടിക്കുക
873,kleben::V,粘,ഒട്ടിക്കുക
874,reiben::V,摩擦,തിരുമ്മിത്തുടയ്ക്കുക
875,streichen::V,涂,പടർത്തുക
876,schleifen::V,拖曳,പൊടിക്കുക
877,schneiden::V,切,മുറിക്കുക
878,rütteln::V,颠簸,മുട്ടുക
879,schütteln::V,摇动,കുലുക്കുക
880,schwenken::V,摇动,ആടുക
881,schütten::V,倒,ഒഴിക്കുക
882,füllen::V,填满,നിറയ്ക്കുക
883,einwickeln::V,包,പൊതിയുക
884,tragen::V,提,വഹിക്കുക
885,schleppen::V,扛,വലിച്ചിഴയ്ക്കുക
886,ziehen::V,拉,വലിക്കുക
887,aufbewahren::V,保存,വയ്ക്കുക
888,werfen::V,扔,എറിയുക
889,fangen::V,捕捉,പിടിക്കുക
890,packen::V,抓住,തട്ടിപ്പറിക്കുക
891,verstecken::V,藏,മറയ്ക്കുക
892,teilen::V,分,വിഭജിക്കുക
893,schicken::V,派遣,അയയ്ക്കുക
894,bringen::V,带来,കൊണ്ടുവരുക
895,hinzufügen::V,添加,കൂട്ടുക
896,bekommen::V,得到,കിട്ടുക
897,erhalten::V,接到,സ്വീകരിക്കുക
898,nehmen::V,拿,എടുക്കുക
899,wählen::V,挑选,തിരഞ്ഞെടുക്കുക
900,auswählen::V,选择,തിരഞ്ഞെടുക്കുക
901,bewahren::V,保持,പുലർത്തുക
902,behindern::V,防碍,തടയിടുക
903,verderben::V,败坏,നശിപ്പിക്കുക
904,beschädigen::V,损坏,ക്ഷതമേൽപ്പിക്കുക
905,zerbrechen::V,破碎,ഉടയുക
906,zerreißen::V,撕碎,കീറുക
907,zerstören::V,毁坏,നശിപ്പിക്കുക
908,verbrennen::V,燃烧,കത്തിനശിക്കുക
909,verbrennen::V,燃烧,കത്തിച്ചുകളയുക
910,geben::V,给,കൊടുക്കുക
911,geben::V,给,തരുക
912,reichen::V,递给,കൈമാറുക
913,schenken::V,赠送,സമ്മാനം കൊടുക്കുക
914,versprechen::V,许诺,വാഗ്ദാനം_നൽകുക
915,wünschen::V,祝,ആഗ്രഹിക്കുക
916,loben::V,表扬,പുകഴ്ത്തുക
917,küssen::V,亲,ഉമ്മവയ്ക്കുക
918,wiegen::V,轻摇,ഇളകുക
919,zudecken::V,盖上,മുടുക
920,wecken::V,唤起,ഉണർത്തുക
921,zeigen::V,指,കാണിക്കുക
922,führen::V,带领,നടത്തുക
923,lehren::V,教,പഠിപ്പിക്കുക
924,unterrichten::V,讲课,പരിശീലിപ്പിക്കുക
925,aufziehen::V,抚养,വളർത്തിക്കൊണ്ടുവരുക
926,leiten::V,领导,നയിക്കുക
927,antreiben::V,催促,പ്രേരിപ്പിക്കുക
928,lassen::V,让,അനുവദിക്കുക
929,einladen::V,邀请,ക്ഷണിക്കുക
930,vereinigen::V,统一,കൂടിച്ചേരുക
931,besuchen::V,参观,സന്ദർശിക്കുക
932,treffen::V,会面,തമ്മിൽ കാണുക
933,sich versammeln::V,聚集,സംയോജിപ്പിക്കുക
934,spielen::V,玩,കളിക്കുക
935,singen::V,唱歌,പാടുക
936,tanzen::V,跳舞,നൃത്തം ചെയ്യുക
937,sich trennen::V,分别,നേർപെടുത്തുക
938,verlassen::V,离开,പിൻവാങ്ങുക
939,retten::V,救,രക്ഷിക്കുക
940,bewachen::V,守卫,കാവൽനിൽക്കുക
941,schützen::V,保护,പരിരക്ഷിക്കുക
942,verteidigen::V,保卫,പ്രതിരോധിക്കുക
943,sich schlagen::V,打架,കലഹിക്കുക
944,schießen::V,射击,വെടിവെക്കുക
945,siegen::V,获胜,വിജയിക്കുക
946,ärgern::V,激怒,വിഷമിപ്പിക്കുക
947,schlagen::V,打,അടിക്കുക
948,treten::V,踢,തൊഴിക്കുക
949,stechen::V,刺,കുത്തുക
950,stoßen::V,撞,തള്ളുക
951,stehlen::V,盗窃,മോഷ്ടിക്കുക
952,stören::V,干扰,ശല്യപ്പെടുത്തുക
953,belästigen::V,打搅,മെനക്കെടുക
954,verbergen::V,隐藏,മറയ്ക്കുക
955,verbergen::V,隐藏,ഒളിക്കുക
956,täuschen::V,欺骗,കബളിപ്പിക്കുക
957,betrügen::V,欺骗,ചതിക്കുക
958,töten::V,杀,കൊല്ലുക
959,wohnen::V,居住,താമസിക്കുക
960,arbeiten::V,工作,ജോലിചെയ്യുക
961,sammeln::V,收集,സഞ്ചയിക്കുക
962,pflücken::V,采,പറിച്ചെടുക്കുക
963,jagen::V,打猎,വേട്ടയാടുക
964,fischen::V,捕鱼,മീൻ പിടിക്കുക
965,fassen::V,捉住,പിടിക്കുക
966,hüten::V,守护,ചേർക്കുക
967,treiben::V,漂,വാഹനം_ഓടിക്കുക
968,anbinden::V,拴,കെട്ടിയിടുക
969,füttern::V,喂,തീറ്റുക
970,melken::V,挤奶,പാലുകറക്കുക
971,hacken::V,剁细,വെട്ടിമുറിക്കുക
972,gießen::V,浇,നനയ്ക്കുക
973,reifen::V,成熟,പാകമാകുക
974,kochen::V,煮,വേവിക്കുക
975,backen::V,烤,ബേക്ക് ചെയ്യുക
976,braten::V,煎,പോരിക്കുക
977,umrühren::V,搅拌,ഇളക്കുക
978,stricken::V,织,മെടയുക
979,nähen::V,缝,തുന്നുക
980,färben::V,染色,ചായം പൂശുക
981,reinigen::V,清洁,വൃത്തിയാക്കുക
982,waschen::V,洗,കഴുകുക
983,abwischen::V,擦掉,തുടയ്ക്കുക
984,spülen::V,清洗,കഴുകുക
985,fegen::V,扫,അടിച്ചുവാരുക
986,kehren::V,打扫,അടിച്ചുവാരുക
987,baden::V,给...洗澡,നീന്തിത്തുടിക്കുക
988,sich waschen::V,洗澡,കഴുകുക
989,ausziehen::V,脱,ഇഴുക്കുക
990,anziehen::V,穿,ഉടുക്കുക
991,sich anziehen::V,穿衣,ധരിച്ച നേടുകയുക
992,kämmen::V,梳,മുടിചീകുക
993,schmücken::V,装饰,അലങ്കരിക്കുക
994,sagen::V,说,പറയുക
995,sprechen::V,说,സംസാരിക്കുക
996,reden::V,讲,സംസാരിക്കുക
997,sich unterhalten::V,聊天,നർമ്മസല്ലാപം നടത്തുക
998,fragen::V,问,ചോദിക്കുക
999,bitten::V,请,അപേക്ഷിക്കുക
1000,erzählen::V,叙述,പറയുക
1001,mitteilen::V,通知,അറിയിക്കുക
1002,nennen::V,叫做,പേരിടുക
1003,rufen::V,叫,വിളിക്കുക
1004,prahlen::V,吹牛,പൊങ്ങച്ചം പറയുക
1005,übersetzen::V,翻译,പരിഭാഷപ്പെടുത്തുക
1006,denken::V,想,ചിന്തിക്കുക
1007,glauben::V,以为,വിശ്വസിക്കുക
1008,bemerken::V,发觉,ശ്രദ്ധിക്കുക
1009,erkennen::V,识别,തിരിചറിയുക
1010,begreifen::V,理解,കൈപ്പിടിയിലാക്കുക
1011,verstehen::V,明白,മനസ്സിലാക്കുക
1012,lernen::V,学,പഠിക്കുക
1013,wissen::V,知道,അറിയുക
1014,sich erinnern an::V,回忆,ഓർമിക്കുക
1015,vergessen::V,忘记,മറക്കുക
1016,messen::V,测量,അളക്കുക
1017,zählen::V,数,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1018,rechnen::V,计算,ഗണിക്കുക
1019,lesen::V,读,വായിക്കുക
1020,malen::V,画,ചിത്രം വരയ്ക്കുക
1021,zeichnen::V,绘制,വരയ്ക്കുക
1022,schreiben::V,写,എഴുതുക
1023,besitzen::V,占有,സ്വന്തമാക്കുക
1024,kaufen::V,买,വാങ്ങുക
1025,verkaufen::V,卖,വിൽക്കുക
1026,bezahlen::V,付钱,പരിഹാരം ചെയ്യുക
1027,zahlen::V,支付,പണം അടയ്ക്കുക
1028,beherrschen::V,统治,ഭരിക്കുക
1029,ertragen::V,忍耐,താങ്ങുക
1030,vergebens::ADV,,വിഫല
1031,klirren::V,,കിലുക്കുക
1032,rauschen::V,,അനങ്ങുക
1033,rühren::V,,ഹൃദയം സ്പർശിക്കുക
1034,zubereiten::V,,പാചകം_ചെയ്യുക
