,Concept_ID,udm,ru
819,schmelzen::V,шунаны,плавиться
820,trocknen::V,куасьмыны,сохнуть
821,sieden::V,пӧзьыны,кипеть
822,faulen::V,сисьмыны,гнить
823,verfaulen::V,сисьмыны,сгнить
824,reißen::V,кеськыны,рваться
825,versinken::V,выйыны,тонуть
826,vergehen::V,ортчыны,проходить
827,erscheinen::V,адскыны,появиться
828,verschwinden::V,бырыны,исчезнуть
829,sinken::V,усьыны,спадать
830,abnehmen::V,синыны,уменьшиться
831,zunehmen::V,йылыны,увеличиваться
832,steigen::V,лӧпкыны,подниматься
833,wachsen::V,будыны,расти
834,glänzen::V,чиляны,блестеть
835,glänzen::V,пиштыны,блестеть
836,funkeln::V,чилекъяны,сверкать
837,lärmen::V,уретыны,шуметь
838,lärmen::V,ӵашетыны,шуметь
839,läuten::V,жингыртыны,звонить
840,klingeln::V,жингыртыны,звонить
841,klirren::V,жильккетыны,звякать
842,brausen::V,лекъяськыны,бушевать
843,rauschen::V,ӵашетыны,шелестеть
844,klingen::V,кылӥськыны,звучать
845,bellen::V,утыны,лаять
846,heulen::V,вузыны,выть
847,blasen::V,пельтыны,дунуть
848,pfeifen::V,шуланы,свистеть
849,schreien::V,черекъяны,кричать
850,schreien::V,кесяськыны,кричать
851,stöhnen::V,ӝуштыны,стонать
852,zittern::V,дырекъяны,дрожать
853,zittern::V,куалекъяны,дрожать
854,leben::V,улыны,жить
855,geboren werden::V,вордӥськыны,родиться
856,atmen::V,шоканы,дышать
857,trinken::V,юыны,пить
858,essen::V,сиыны,есть
859,essen::V,сиыны,кушать
860,schlucken::V,ньылыны,глотать
861,müde werden::V,жадьыны,устать
862,einschlafen::V,умме усьыны,заснуть
863,schlafen::V,кӧлыны,спать
864,aufwachen::V,сайканы,проснуться
865,aufstehen::V,султыны,встать
866,sich erholen::V,шутэтскыны,отдыхать
867,krank werden::V,висьыны,заболеть
868,krank sein::V,висьыны,болеть
869,schmerzen::V,висьыны,болеть
870,husten::V,кызыны,кашлять
871,genesen::V,юнматскыны,поправиться
872,genesen::V,бурмытскылыны,поправиться
873,sterben::V,кулыны,умереть
874,umkommen::V,бырыны,погибнуть
875,sich bewegen::V,вырыны,двигаться
876,sich rühren::V,вырӟыны,шевельнуться
877,sich rühren::V,вырӟылыны,шевельнуться
878,sich erheben::V,султыны,встать
879,sich setzen::V,пуксьыны,сесть
880,hinfallen::V,усьыны,упасть
881,laufen::V,мыныны,ходить
882,schreiten::V,вамышъяны,шагать
883,spazierengehen::V,мыныны,гулять
884,spazierengehen::V,ветлыны,гулять
885,eilen::V,дыртыны,спешить
886,sich beeilen::V,дыртыны,торопиться
887,sausen::V,туж ӝог мыныны,мчаться
888,rennen::V,бызьылыны,бегать
889,springen::V,тэтчаны,прыгать
890,klettern::V,тубаны,лазать
891,schaukeln::V,лэйканы,раскачиваться
892,schaukeln::V,шонаськыны,раскачиваться
893,kriechen::V,нюж ветлыны,ползать
894,schwimmen::V,уяны,плавать
895,tauchen::V,зумылыны,нырять
896,rudern::V,полсаны,грести
897,fahren::V,ветлыны,ехать
898,fliegen::V,лобаны,летать
899,gehen::V,мыныны,идти
900,weggehen::V,кошкыны,уйти
901,abfahren::V,кошкыны,отправиться
902,anhalten::V,дугдыны,остановиться
903,hineingehen::V,пырыны,входить
904,eintreten::V,пырыны,войти
905,kommen::V,вуыны,прийти
906,kommen::V,лыктыны,прийти
907,ankommen::V,вуыны,прибыть
908,zurückkommen::V,берытскыны,возвратиться
909,bleiben::V,кыльыны,остаться
910,warten::V,витьыны,ждать
911,erwarten::V,витьыны,ожидать
912,erwarten::V,возьманы,ожидать
913,suchen::V,утчаны,искать
914,finden::V,шедьтыны,найти
915,versuchen::V,турттыны,пытаться
916,vorbereiten::V,дасяны,подготовить
917,lieben::V,гажаны,любить
918,mögen::V,яратыны,любить
919,lachen::V,серекъяны,смеяться
920,rühren::V,сюлме йӧтыны,растрогать
921,weinen::V,бӧрдыны,плакать
922,schimpfen::V,даллашыны,ругаться
923,sich ärgern::V,лекъяськыны,сердиться
924,sich fürchten::V,кышканы,бояться
925,sich fürchten::V,курданы,бояться
926,fürchten::V,курданы,бояться
927,fürchten::V,кышканы,бояться
928,fliehen::V,пегӟыны,убегать
929,flüchten::V,пегӟыны,убежать
930,sehen::V,адӟыны,видеть
931,anschauen::V,учкыны,посмотреть
932,ansehen::V,учкыны,смотреть
933,hören::V,кылыны,слышать
934,zuhören::V,кылзыны,слушать
935,probieren::V,веръяны,пробовать
936,riechen::V,зынъяны,нюхать
937,fühlen::V,шӧдыны,чувствовать
938,scheinen::V,адскыны,казаться
939,zu sehen sein::V,адӟиськыны,виднеться
940,vernehmen::V,кылыны,услышать
941,frieren::V,кынмыны,мерзнуть
942,tun::V,карыны,делать
943,können::V,быгатыны,мочь
944,können::V,быгатыны,уметь
945,wollen::V,потыны,хотеть
946,anfangen::V,кутскыны,начать
947,beenden::V,быдтыны,закончить
948,beenden::V,быдэстыны,закончить
949,aufhören::V,дугдыны,перестать
950,gelingen::V,быгатыны,удаться
951,gelingen::V,луыны,удаться
952,geraten::V,лэсяны,оказаться
953,öffnen::V,усьтыны,открыть
954,schließen::V,пытсаны,закрыть
955,stellen::V,пуктыны,поставить
956,setzen::V,пуктыны,посадить
957,legen::V,поныны,класть
958,berühren::V,исаны,трогать
959,verbinden::V,герӟаны,связать
960,bedecken::V,пытсаны,покрыть
961,aufhängen::V,ошыны,повесить
962,anzünden::V,ӝуатыны,зажечь
963,aufheben::V,ӝутыны,поднять
964,zurücklassen::V,кельтыны,оставить
965,verlieren::V,ыштыны,потерять
966,fallen lassen::V,уськытыны,уронить
967,machen::V,лэсьтыны,сделать
968,herstellen::V,лэсьтыны,изготовить
969,bauen::V,пуктыны,строить
970,reparieren::V,тупатыны,чинить
971,verbessern::V,умоятыны,улучшить
972,ändern::V,воштыны,изменить
973,graben::V,копаны,копать
974,beugen::V,губыртыны,согнуть
975,biegen::V,куасаны,погнуть
976,drehen::V,бергатыны,вертеть
977,wenden::V,берыктыны,повернуть
978,umdrehen::V,берыктыны,перевернуть
979,heben::V,ӝутыны,поднимать
980,hochheben::V,ӝутъяны,поднять
981,ergreifen::V,кутыны,схватить
982,ergreifen::V,кырмыны,схватить
983,halten::V,возьыны,держать
984,drücken::V,зӥбыны,нажимать
985,drücken::V,пачкатыны,нажимать
986,schieben::V,донганы,толкать
987,kratzen::V,вуштыны,скрести
988,lecken::V,нюлыны,лизать
989,beißen::V,куртчыны,кусать
990,abreißen::V,ишкалтыны,оторвать
991,abschneiden::V,шорыны,отрезать
992,abschneiden::V,вандыны,отрезать
993,binden::V,керттыны,вязать
994,stecken::V,мертчытыны,воткнуть
995,brechen::V,тӥяны,сломать
996,klopfen::V,йыганы,стучать
997,klopfen::V,шарккетыны,стучать
998,hauen::V,жугыны,бить
999,hauen::V,тышканы,бить
1000,kleben::V,лякыны,клеить
1001,reiben::V,зыраны,тереть
1002,reiben::V,вуштыны,тереть
1003,streichen::V,зыраны,намазать
1004,schleifen::V,шерыны,точить
1005,schneiden::V,вандыны,резать
1006,rütteln::V,зуркатыны,шатать
1007,schütteln::V,куалекъятыны,трясти
1008,schwenken::V,шонаны,махать
1009,schütten::V,лэзьыны,налить
1010,füllen::V,тырмытыны,наполнить
1011,einwickeln::V,биньыны,завернуть
1012,tragen::V,нуыны,нести
1013,schleppen::V,кыскыны,тащить
1014,ziehen::V,кыскыны,тянуть
1015,aufbewahren::V,возьыны,хранить
1016,werfen::V,куяны,бросать
1017,werfen::V,лэзяны,бросать
1018,fangen::V,кутыны,ловить
1019,packen::V,кутыны,схватить
1020,packen::V,кырмыны,схватить
1021,verstecken::V,ватыны,спрятать
1022,teilen::V,люкыны,разделить
1023,schicken::V,ыстыны,посылать
1024,bringen::V,вайыны,принести
1025,hinzufügen::V,ватсаны,добавить
1026,bekommen::V,басьтыны,достать
1027,erhalten::V,басьтыны,получить
1028,nehmen::V,кутыны,взять
1029,nehmen::V,басьтыны,взять
1030,wählen::V,бырйыны,выбрать
1031,auswählen::V,бырйыны,отобрать
1032,bewahren::V,возьыны,сохранить
1033,behindern::V,могӟытыны,препятствовать
1034,verderben::V,сӧрыны,испортить
1035,beschädigen::V,урод лэсьтыны,повредить
1036,zerbrechen::V,сӧрыны,разбить
1037,zerreißen::V,кесяны,разорвать
1038,zerstören::V,куашкатыны,разрушить
1039,verbrennen::V,сутыны,сжечь
1040,geben::V,сётыны,дать
1041,reichen::V,сётыны,передать
1042,schenken::V,кузьманы,дарить
1043,versprechen::V,кыл сётыны,обещать
1044,wünschen::V,сӥзьыны,желать
1045,loben::V,ушъяны,хвалить
1046,küssen::V,чупаны,целовать
1047,wiegen::V,веттаны,качать
1048,wiegen::V,лэйкатыны,качать
1049,zudecken::V,шобыртыны,накрыть
1050,wecken::V,сайкатыны,разбудить
1051,zeigen::V,возьматыны,показать
1052,führen::V,нуыны,вести
1053,lehren::V,дышетыны,учить
1054,unterrichten::V,дышетыны,преподавать
1055,aufziehen::V,будэтыны,воспитать
1056,leiten::V,кивалтыны,руководить
1057,antreiben::V,дыртытыны,подгонять
1058,lassen::V,-ытыны,заставить
1059,einladen::V,ӧтьыны,пригласить
1060,vereinigen::V,огазеяны,объединить
1061,besuchen::V,адӟыськыны,посетить
1062,treffen::V,пумитаны,встретить
1063,sich versammeln::V,люкаськыны,собраться
1064,spielen::V,шудыны,играть
1065,singen::V,кырӟаны,петь
1066,tanzen::V,эктыны,плясать
1067,tanzen::V,эктыны,танцевать
1068,sich trennen::V,люкиськыны,расстаться
1069,verlassen::V,куштыны,покинуть
1070,retten::V,утьыны,спасти
1071,bewachen::V,возьманы,охранять
1072,schützen::V,утялтыны,уберегать
1073,verteidigen::V,возьманы,защитить
1074,sich schlagen::V,жугиськыны,драться
1075,schießen::V,ыбылӥськны,стрелять
1076,siegen::V,вормыны,победить
1077,ärgern::V,вожпоттыны,сердить
1078,schlagen::V,жуккыны,ударить
1079,treten::V,лёганы,пинать
1080,stechen::V,бышкалтыны,уколоть
1081,stoßen::V,донгыны,толкнуть
1082,stehlen::V,вораны,украсть
1083,stehlen::V,лушканы,украсть
1084,stören::V,люкетыны,помешать
1085,belästigen::V,акыльтыны,надоедать
1086,belästigen::V,вукылмыны,надоедать
1087,verbergen::V,ватыны,скрыть
1088,täuschen::V,алданы,обмануть
1089,betrügen::V,пӧяны,смошенничать
1090,töten::V,виыны,убить
1091,wohnen::V,улыны,проживать
1092,arbeiten::V,ужаны,работать
1093,sammeln::V,бичаны,собрать
1094,pflücken::V,ишкыны,рвать
1095,pflücken::V,ишкыны,срывать
1096,jagen::V,пӧйшураны,охотиться
1097,fischen::V,чорыганы,рыбачить
1098,fassen::V,кутыны,поймать
1099,hüten::V,возьманы,пасти
1100,treiben::V,улляны,гнать
1101,anbinden::V,думыны,привязать
1102,füttern::V,сюдыны,кормить
1103,melken::V,кыскыны,доить
1104,hacken::V,кораны,рубить
1105,gießen::V,киськаны,полить
1106,reifen::V,вуыны,созреть
1107,reifen::V,кисьманы,созреть
1108,zubereiten::V,лесьтыны,приготовить
1109,kochen::V,пӧзьтыны,варить
1110,backen::V,пыжыны,печь
1111,braten::V,пыжыны,жарить
1112,umrühren::V,сураны,перемешать
1113,stricken::V,керттыны,вязать
1114,nähen::V,вурыны,шить
1115,färben::V,буяны,покрасить
1116,reinigen::V,сузяны,очистить
1117,waschen::V,мисьтаськыны,стирать
1118,abwischen::V,ӵушылыны,вытереть
1119,spülen::V,гылъяны,полоскать
1120,fegen::V,ӵужыны,подметать
1121,kehren::V,ӵужыны,мести
1122,baden::V,пыласькыны,купаться
1123,sich waschen::V,пыласькыны,мыться
1124,ausziehen::V,кыльыны,снять
1125,anziehen::V,дӥсяны,надеть
1126,sich anziehen::V,дӥсьяськыны,одеться
1127,kämmen::V,сынаны,причесать
1128,schmücken::V,чеберъяны,украсить
1129,sagen::V,шуыны,сказать
1130,sagen::V,вераны,сказать
1131,sprechen::V,вераськыны,говорить
1132,reden::V,вераськыны,разговаривать
1133,sich unterhalten::V,вераськыны,беседовать
1134,fragen::V,юаны,спросить
1135,bitten::V,курыны,просить
1136,erzählen::V,вераны,рассказать
1137,erzählen::V,мадьыны,рассказать
1138,mitteilen::V,ивортыны,сообщить
1139,nennen::V,шуыны,назвать
1140,rufen::V,ӧтьыны,звать
1141,prahlen::V,ушъяськыны,хвастаться
1142,übersetzen::V,берыктыны,перевести
1143,denken::V,малпаны,думать
1144,glauben::V,оскыны,верить
1145,bemerken::V,адӟыны,заметить
1146,erkennen::V,тодыны,узнать
1147,begreifen::V,валаны,понять
1148,begreifen::V,валаны,постичь
1149,verstehen::V,валаны,услышать
1150,lernen::V,дышетскыны,учиться
1151,wissen::V,тодыны,знать
1152,sich erinnern an::V,тодэ вайыны,вспомнить
1153,vergessen::V,вунэтыны,забыть
1154,messen::V,мертаны,мерить
1155,zählen::V,лыдъяны,считать
1156,rechnen::V,лыдъяны,считать
1157,lesen::V,лыдӟыны,читать
1158,malen::V,суреданы,рисовать
1159,zeichnen::V,суреданы,рисовать
1160,schreiben::V,гожъяны,писать
1161,besitzen::V,луыны,иметь
1162,kaufen::V,басьтыны,купить
1163,verkaufen::V,вузаны,продать
1164,bezahlen::V,тырыны,заплатить
1165,zahlen::V,тырыны,платить
1166,beherrschen::V,кузёяськыны,владеть
1167,ertragen::V,чиданы,вытерпеть
