,Concept_ID,bg,ta
114,Gipfel::N,връх,உச்சி மாநாடு
115,Höhle::N,пещера,குகை
116,Abhang::N,склон,சரிவு
117,Abhang::N,стръмнина,சரிவு
118,Quelle::N,извор,மூலம்
119,Bach::N,поток,ஓடை
120,Fluss::N,река,ஆறு
121,Ufer::N,бряг,நீர்க்கரை
122,Küste::N,бряг,கடற்கரை
123,Küste::N,крайбрежие,கடற்கரை
124,Festland::N,суша,நிலம்
125,Meer::N,море,கடல்
126,Bucht::N,залив,சிறுகுடா
127,Insel::N,остров,தீவு
128,Blume::N,цвете,பூ
129,Gras::N,трева,புல்தரை
130,Wurzel::N,корен,வேர்
131,Baum::N,дърво,மரம்
132,Stamm::N,стъбло,அடிமரம்
133,Rinde::N,кора,பட்டை
134,Rinde::N,кора,மரப்பட்டை
135,Ast::N,клон,கினை
136,Zweig::N,клон,குச்சி
137,Blatt::N,лист,இலை
138,Birke::N,бреза,பிர்ச் மரம்
139,Kiefer[Baum]::N,бор,தேவதாரு மரம்
140,Weide[Baum]::N,върба,மர வகைகளுள் ஒன்று
141,Tanne::N,ела,சாதிக்கய்
142,Horn::N,рог,கொம்பு
143,Feder::N,перо,இறகு
144,Fell::N,кожа,மென்முடி
145,Flügel::N,крило,இறக்கை
146,Klaue::N,нокът,நகம்
147,Kralle::N,нокът,நகம்
148,Schwanz::N,опашка,வால்
149,Ei::N,яйце,முட்டை
150,Nest::N,гнездо,கூடு
151,Bau::N,дупка,குகை
152,Tier::N,животно,விலங்கு
153,Herde::N,стадо,கூட்டம்
154,Kuh::N,крава,பசு
155,Bulle::N,бик,காளை
156,Pferd::N,кон,குதிரை
157,Schaf::N,овца,செம்மறிஆடு
158,Schwein::N,свиня,பன்றி
159,Hund::N,куче,நாய்
160,Katze::N,котка,பூனை
161,Bär::N,мечка,கரடி
162,Eichhörnchen::N,катерица,அணில்
163,Elch::N,лос,கடம்பை
164,Fuchs::N,лисица,நரி
165,Hase::N,заек,முயல்
166,Maus::N,мишка,எலி
167,Wolf::N,вълк,ஓநாய்
168,Vogel::N,птица,பறவை
169,Schwarm::N,рой,தொகுதி
170,Schwarm::N,рояк,தொகுதி
171,Huhn::N,кокошка,கோழிக்குஞசு
172,Hahn::N,петел,சேவல்
173,Gans::N,гъска,பெண் வாத்து
174,Adler::N,орел,பருநது
175,Ente::N,патица,வாத்து
176,Eule::N,сова,ஆந்தை
177,Kranich::N,жерав,நாரை
178,Krähe::N,врана,காகம்
179,Kuckuck::N,кукувица,குயில்
180,Schwan::N,лебед,அன்னம்
181,Fisch::N,риба,மீன்
182,Barsch::N,костур,பேர்ச்
183,Hecht::N,щука,கோலாச்சி மீன்
184,Schlange[Tier]::N,змия,பாம்பு
185,Wurm::N,червей,புழு
186,Spinne::N,паяк,சிலந்தி
187,Ameise::N,мравка,எறும்பு
188,Laus::N,въшка,பேன்
189,Mücke::N,комар,கொசுவினப்பூச்சி
190,Fliege::N,муха,ஈ
191,Schmetterling::N,пеперуда,வண்ணத்துப்பூச்சி
192,Beere::N,плод,சதைப்பழம்
193,Apfel::N,ябълка,ஆப்பிள பழம்
194,Pilz::N,гъба,காளான்
195,Zwiebel::N,лук,வெங்காயம்
196,Zwiebel::N,кромид,வெங்காயம்
197,Saat::N,семе,விதை
198,Korn::N,зърно,தானியம்
199,Heu::N,сено,வைக்கோல்
200,Schale::N,кора,தோல்
201,Grube::N,яма,குழி
202,Grube::N,дупка,குழி
203,Falle::N,примка,பொறி
204,Schlinge::N,клуп,கண்ணி
205,Spur::N,диря,சுவடு
206,Spur::N,следа,சுவடு
207,Asche::N,пепел,சாம்பல்
208,Dreck::N,кал,அழுக்கு
209,Eisen::N,желязо,இரும்பு
210,Gold::N,злато,தங்கம்
211,Silber::N,сребро,வெள்ளி
212,Kohle::N,въглища,நிலக்கரி
213,Glas::N,стъкло,கண்ணாடி
214,Lehm::N,глина,களிமண்
215,Sand::N,пясък,மணல்
216,Mensch::N,човек,மனிதர்கள்
217,Mann::N,мъж,மனிதன்
218,Frau::N,жена,பெண்
219,Kind::N,дете,குழந்தை
220,Junge::N,момче,பையன்
221,Mädchen::N,момиче,சிறுமி
222,Familie::N,фамилия,குடும்பம்
223,Familie::N,семейство,குடும்பம்
224,Großvater::N,дядо,தாத்தா
225,Großmutter::N,баба,பாட்டி
226,Eltern::N,родители,பெற்றோர்
227,Vater::N,баща,தந்தை
228,Mutter::N,майка,தாய்
229,Sohn::N,син,மகன்
230,Tochter::N,дъщеря,மகள்
231,Bruder::N,брат,சகோதரன்
232,Schwester::N,сестра,அக்கா
233,Onkel::N,чичо,தாய் மாமன்
234,Onkel::N,вуйчо,தாய் மாமன்
235,Tante::N,леля,அத்தை
236,Ehemann::N,съпруг,கணவன்
237,Ehefrau::N,съпруга,மனைவி
238,Freude::N,радост,கொண்டாட்டம்
239,Gelächter::N,смях,சிரிப்பு
240,Glück::N,щастие,மகிழ்ச்சி
241,Kummer::N,тъга,துயரம்
242,Wunsch::N,желание,விருப்பம்
243,Lust::N,желание,விருப்பம்
244,Geist::N,дух,ஆன்மா
245,Gedanke::N,мисъл,எண்ணம்
246,Gedächtnis::N,памет,ஞாபகம்
247,Verstand::N,ум,மனம்
248,Verstand::N,разум,மனம்
249,Sinn::N,смисъл,அர்த்தம்
250,Grund::N,причина,காரணம்
251,Wahrheit::N,правда,உண்நை
252,Gespräch::N,разговор,பெசு
253,Märchen::N,приказка,நம்பத்தகாத கதை
254,Erzählung::N,разказ,கதை
255,Nachricht::N,вест,செய்தி
256,Nachricht::N,известие,செய்தி
257,Neuigkeit::N,новина,செய்தி
258,Name::N,име,பெயர்
259,Rätsel::N,гатанка,புதிர்
260,Rede::N,реч,பேச்சு
261,Rede::N,слово,பேச்சு
262,Sprache::N,език,மொழி
263,Stimme::N,глас,குரல்
264,Wort::N,дума,வார்த்தை
265,Zeichen::N,знак,குறி
266,Ruf::N,зов,அழைப்பு
267,Lärm::N,шум,சத்தம்
268,Lärm::N,глъчка,சத்தம்
269,Laut::N,звук,ஒலி
270,Ton::N,тон,குரல்
271,Lied::N,песен,பாட்டு
272,Ruhe::N,тишина,அமைதி
273,Ruhe::N,спокойствие,அமைதி
274,Leute::N,хора,மக்கள்
275,Volk::N,народ,மக்கள்
276,Arbeit::N,труд,வேலை
277,Arbeit::N,работа,வேலை
278,Gast::N,гост,விருந்தாளி
279,Geschenk::N,дар,பரிசுப் பொருள்
280,Geschenk::N,подарък,பரிசுப் பொருள்
281,Spiel::N,игра,விளையாட்டு
282,Gesellschaft::N,общество,சமுதாயம்
283,Hilfe::N,помощ,உதவி
284,Freund::N,приятел,நண்பன்
285,Kamerad::N,другар,உடனிருப்பவன்
286,Angelegenheit::N,работа,செய்தி
287,Anzahl::N,брой,எண்ணிக்கை
288,Anzahl::N,количество,எண்ணிக்கை
289,Art::N,вид,வகை
290,Stück::N,къс,துண்டம்
291,Stück::N,парче,துண்டம்
292,Teil::N,дял,பகுதி
293,Teil::N,част,பகுதி
294,Hälfte::N,половина,பாதி
295,Kreis::N,кръг,வட்டம்
296,Kreuz::N,кръст,சிலுவை
297,Linie::N,черта,கோடு
298,Strich::N,щрих,வாத நோய்
299,Strich::N,черта,வாத நோய்
300,Abstand::N,дистанция,இடைவெளி
301,Abstand::N,разстояние,இடைவெளி
302,Entfernung::N,разстояние,தூரம்
303,Gegend::N,местност,வட்டாரம்
304,Platz::N,място,வெற்றிடம்
305,Ort::N,място,இடம்
306,Seite::N,страна,பக்கம்
307,Mitte::N,среда,இடைப்பகுதி
308,Gegenstand::N,предмет,உருப்படி
309,Sache::N,вещ,பொருள்
310,Rand::N,ръб,தொங்கு
311,Kante::N,ръб,விளிம்பு
312,Kante::N,кант,விளிம்பு
313,Ecke::N,ъгъл,மூலை
314,Spitze::N,връх,முனை
315,Spitze::N,острие,முனை
316,Ende::N,край,முடிவு
317,Loch::N,дупка,துளை
318,Winkel::N,кът,கோணம்
319,Winkel::N,ъгъл,கோணம்
320,Muster::N,десен,பாங்கு
321,Muster::N,образец,பாங்கு
322,Größe::N,големина,அளவு
323,Länge::N,дължина,நீளம்
324,Höhe::N,висота,உயரம்
325,Höhe::N,височина,உயரம்
326,Gewicht::N,тегло,எடை
327,Gewicht::N,тежест,எடை
328,Menge::N,количество,தொகை
329,Haufen::N,куп,குவியல்
330,Haufen::N,грамада,குவியல்
331,Reihe::N,ред,வரிசை
332,Reihe::N,редица,வரிசை
333,Boot::N,лодка,படகு
334,Ruder::N,весло,துடுப்பு
335,Ruder::N,гребло,துடுப்பு
336,Schlitten::N,шейна,சகடையிலா வண்டி
337,Ski::N,ски,பனிச் சறுக்கல்
338,Lagerfeuer::N,огнище,மூட்டம்
339,Last::N,товар,பாரம்
340,Gang::N,ход,நடை
341,Gang::N,вървеж,நடை
342,Schritt::N,стъпка,காலடி
343,Norden::N,север,வடக்கு
344,Süden::N,юг,தெற்கு
345,Westen::N,запад,மேற்கு திசை
346,Osten::N,изток,கிழக்கு
347,Holz::N,дърво,மரக்கட்டை
348,Brett::N,дъска,பலகை
349,Stange::N,прът,கம்பம்
350,Stange::N,върлина,கம்பம்
351,Stock::N,прът,குச்சி
352,Stock::N,тояга,குச்சி
353,Stab::N,прът,கம்பு
354,Rohr::N,цев,குழாய்
355,Rohr::N,тръба,குழாய்
356,Haus::N,къща,வீடு
357,Heim::N,дом,வீடு
358,Ofen::N,печка,அடுப்பு
359,Fußboden::N,под,தரை
360,Tisch::N,маса,மேசை
361,Stuhl::N,стол,நாற்காலி
362,Wiege::N,люлка,தொட்டில்
363,Bett::N,легло,படுக்கை
364,Bett::N,креват,படுக்கை
365,Regal::N,рафт,அலமாரி
366,Regal::N,етажерка,அலமாரி
367,Kiste::N,кутия,பெட்டி
368,Kiste::N,сандък,பெட்டி
369,Fenster::N,прозорец,சாளரம்
370,Tür::N,врата,கதவு
371,Tor::N,врата,வாசற்கதவு
372,Zaun::N,ограда,வேலி
373,Dach::N,покрив,கூரை
374,Leiter::N,стълба,ஏணி
375,Besen::N,метла,விளக்குமாறு
376,Spaten::N,лопата,மண்வெட்டி
377,Schaufel::N,лопата,அடிதண்டா
378,Gabel::N,вилица,முட்கரண்டி
379,Löffel::N,лъжица,கரண்டி
380,Messer::N,нож,கத்தி
381,Nagel::N,гвоздей,ஆணி
382,Netz::N,мрежа,வலை
383,Haken::N,кука,கொக்கி
384,Haken::N,закачалка,கொக்கி
385,Griff::N,ръчка,கைப்பிடி
386,Griff::N,дръжка,கைப்பிடி
387,Schloss::N,брава,பூட்டு
388,Schloss::N,ключалка,பூட்டு
389,Bild::N,картина,படம்
390,Figur::N,фигура,எண்ணிக்கை
391,Puppe::N,кукла,பொம்மை
392,Beutel::N,кесия,பை
393,Bündel::N,връзка,பொதி
394,Tasche::N,чанта,பை
395,Eimer::N,кофа,வாளி
396,Deckel::N,капак,உறை
397,Deckel::N,похлупак,உறை
398,Geschirr::N,съдове,பாத்திரம்
399,Sack::N,чувал,பை
400,Tasse::N,чаша,கிண்ணம்
401,Topf::N,гърне,பானை
402,Topf::N,тенджера,பானை
403,Kessel::N,котел,கெண்டி
404,Essen::N,ядене,உணவருந்துதல்
405,Nahrung::N,храна,உணவு
406,Speise::N,ястие,உணவு வகை
407,Fleisch::N,месо,இறைச்சி
408,Getreide::N,зърнено храни,மக்காச்சோளம்
409,Brei::N,каша,கஞ்சி
410,Brot::N,хляб,ரொட்டி
411,Scheibe::N,резен,துண்டு
412,Fett::N,мазнина,கொழுப்பு
413,Butter::N,масло,வெண்ணெய்
414,Öl::N,олио,எண்ணெய்
415,Öl::N,оливия,எண்ணெய்
416,Salz::N,сол,உப்பு
417,Suppe::N,супа,ரசம்
418,Honig::N,мед,தேன்
419,Milch::N,мляко,பால்
420,Tee::N,чай,தெனீர்
421,Leder::N,кожа,பதம் செய்யப்பட்ட தோல்
422,Wolle::N,вълна,கம்பளி
423,Stoff::N,плат,துணி
424,Stoff::N,материал,துணி
425,Nadel::N,игла,ஊசி
426,Faden::N,конец,நூல்
427,Knopf::N,копче,பொத்தான்
428,Knoten::N,възел,முடிச்சு
429,Farbe::N,боя,வண்ணக் குழம்பு
430,Kleidung::N,дрехи,ஆடைகள்
431,Kleidung::N,облекло,ஆடைகள்
432,Hemd::N,риза,சட்டை
433,Kragen::N,яка,கழுத்துப் பட்டை
434,Ärmel::N,ръкав,சட்டைக்கை
435,Hose::N,панталони,கால்சட்டை
436,Gürtel::N,пояс,பெல்ட்
437,Gürtel::N,колан,பெல்ட்
438,Mütze::N,каскет,தொப்பி
439,Mütze::N,фуражка,தொப்பி
440,Schuh::N,обувка,காலணி
441,Stiefel::N,ботуш,காலணி
442,Ring::N,пръстен,மோதிரம்
443,Band::N,лента,நாடா
444,Band::N,връзка,நாடா
445,Kamm::N,гребен,கீப்பு
446,Spiegel::N,огледало,ஆடி
447,Spiegel::N,огледало,கண்ணாடி
448,Riemen::N,каиш,வார்
449,Riemen::N,ремък,வார்
450,Schnur::N,връв,கயிறு
451,Leine::N,връв,தோல்வார்
452,Leine::N,въже,தோல்வார்
453,Decke::N,покривка,போர்வை
454,Kissen::N,възглавница,தலையணை
455,Tuch::N,сукно,துணி
456,Handtuch::N,пешкир,தண்டு
457,Handtuch::N,кърпа за лице,தண்டு
458,Kraft::N,мощ,நிர்பந்தம்
459,Kraft::N,сила,நிர்பந்தம்
460,Stärke::N,сила,பலம்
461,Gesundheit::N,здраве,ஆரோக்கியம்
462,Krankheit::N,болест,நோய்
463,Schmerz::N,болка,வலி
464,Wunde::N,рана,காயம்
465,Fieber::N,треска,காய்ச்சல்
466,Fieber::N,температура,காய்ச்சல்
467,Arznei::N,лек,மருந்து
468,Arznei::N,лекарство,மருந்து
469,Brücke::N,мост,பாலம்
470,Brunnen::N,чешма,கேணி
471,Brunnen::N,кладенец,கேணி
472,Weide::N,паша,மேய்ச்சல் நிலம்
473,Weide::N,пасище,மேய்ச்சல் நிலம்
474,Pfad::N,пътека,நடை வழி
475,Weg::N,път,வழி
476,Straße::N,шосе,சாலை
477,Dorf::N,село,கிராமம்
478,Stadt::N,град,நகரம்
479,Brief::N,писмо,கடிதம்
480,Buch::N,книга,புத்தகம்
481,Buchstabe::N,буква,எழத்து
482,Zeitung::N,вестник,செய்தித்தாள்
483,Leben::N,живот,வாழ்க்கை
484,Tod::N,смърт,மரணம்
485,Grab::N,гроб,சமாதி
486,Kirche::N,църква,தேவாலயம்
487,Sünde::N,грях,பாவம்
488,Gott::N,бог,கடவுள்
489,Arbeiter::N,работник,தொழிலாளி
490,Chef::N,шеф,மேலாளர்
491,Chef::N,началник,மேலாளர்
492,Meister::N,майстор,தலைவன்
493,Arzt::N,лекар,மருத்துவர்
494,Lehrer::N,учител,ஆசிரியர்
495,Geld::N,пари,பணம்
496,Geschäft::N,сделка,வாணிபம்
497,Laden::N,дюкян,கடை
498,Laden::N,магазин,கடை
499,Preis::N,цена,விலை
500,Ware::N,стока,சாமன்கள்
501,Nutzen::N,полза,இலாபம்
502,Nutzen::N,облага,இலாபம்
503,Reichtum::N,богатство,சொத்து
504,Welt::N,свят,உலகம்
505,Land::N,страна,நாடு
506,Staat::N,щат,நாடு
507,Staat::N,държава,நாடு
508,König::N,крал,அரசன்
509,Macht::N,мощ,அதிகாரம்
510,Macht::N,власт,அதிகாரம்
511,Grenze::N,граница,எல்லை
512,Krieg::N,война,போர்
513,Feind::N,враг,எதிரி
514,Feind::N,неприятел,எதிரி
515,Gewalt::N,сила,வன்முறை
516,Gewalt::N,насилие,வன்முறை
517,Kampf::N,борба,போராட்டம்
518,Kampf::N,сражение,போராட்டம்
519,Bogen[Waffe]::N,лък,வில்
520,Pfeil::N,стрела,அம்பு
521,Gewehr::N,пушка,துப்பாக்கி
522,Fehler::N,грешка,தவறு
523,Lüge::N,лъжа,பொய்
524,Schaden::N,повреда,சேதாரம்
525,Unglück::N,нещастие,இடையூறு
526,Schuld::N,вина,குற்றம்
527,Alter::N,възраст,வயது
528,Schluss::N,край,முடிவு
529,Zeit::N,време,காலம்
530,Tag::N,ден,நாள்
531,Morgen::N,утро,காலை நேரம்
532,Morgen::N,сутрин,காலை நேரம்
533,Mittag::N,обед,மதியம்
534,Mittag::N,пладне,மதியம்
535,Abend::N,вечер,மாலைப் பொழுது
536,Nacht::N,нощ,இரவு
537,Woche::N,седмица,வாரம்
538,Monat::N,месец,மாதம்
539,Jahr::N,година,வருடம்
540,Frühling::N,пролет,வசந்தம்
541,Sommer::N,лято,கோடை
542,Herbst::N,есен,இலையுதிர் காலம்
543,Winter::N,зима,குளிர்காலம்
544,Januar::N,януари,ஜனவரி
545,Februar::N,февруари,பிபரவரி மாதம்
546,März::N,март,மார்ச் மாதம்
547,April::N,април,ஏப்ரல் மாதம்
548,Mai::N,май,மே மாதம்
549,Juni::N,юни,ஜூன் மாதம்
550,Juli::N,юли,ஜூலை மாதம்
551,August::N,август,ஆகஸ்ட் மாதம்
552,September::N,септември,செப்டம்பர் மாதம்
553,Oktober::N,октомври,அக்டோபர் மாதம்
554,November::N,ноември,நவம்பர் மாதம்
555,Dezember::N,декември,டிசம்பர்
556,Montag::N,понеделник,திங்கட் கிழமை
557,Dienstag::N,вторник,செவ்வாய்க்கிழமை
558,Mittwoch::N,сряда,புதன் கிழமை
559,Donnerstag::N,четвъртък,வியாழக் கிழமை
560,Freitag::N,петък,வெள்ளிக்கிழமை
561,Samstag::N,събота,சனிக்கிழமை
562,Sonntag::N,неделя,ஞாயிறுக் கிழமை
563,groß::A,едър,பெரிய
564,groß::A,голям,பெரிய
565,klein::A,малък,சிறிய
566,klein::A,дребен,சிறிய
567,lang::A,дълъг,நீண்ட
568,kurz::A,къс,குட்டையான
569,breit::A,широк,அகலமான
570,schmal::A,тесен,குறுகலான
571,dicht::A,гъст,அடர்த்தியான
572,dick[Gegenstand]::A,дебел,தடித்த
573,dünn::A,тънък,சன்னமான
574,fein::A,фин,மெல்லிய
575,fein::A,тънък,மெல்லிய
576,fest::A,твърд,உறுதியாள
577,fest::A,плътен,உறுதியாள
578,flach::A,равен,தட்டையான
579,flach::A,плосък,தட்டையான
580,glatt::A,гладък,வழுவழுப்பான
581,hart::A,твърд,கடினமான
582,hart::A,корав,கடினமான
583,weich::A,мек,மென்மையான
584,rund::A,кръгъл,உருண்டையான
585,spitz::A,островръх,திகந்தமாக
586,scharf::A,остър,கூரான
587,stumpf::A,тъп,உளம் திறந்த
588,schwer::A,тежък,கனமான
589,schön::A,хубав,அழகான
590,schön::A,красив,அழகான
591,heiß::A,жарък,சூடான
592,warm::A,топъл,இதமான
593,kalt::A,студен,குளிர்ச்சியான
594,kühl::A,хладен,குளிர்ச்சியான
595,frisch::A,свеж,சுத்தமான
596,feucht::A,влажен,ஈரமான
597,nass::A,мокър,ஈரமான
598,trocken::A,сух,உலர்ந்த
599,voll::A,пълен,நிரம்பிய
600,leer::A,празен,காலியான
601,offen::A,откровен,திறந்த
602,geschlossen::A,закрит,மூடப்பட்ட
603,geschlossen::A,затворен,மூடப்பட்ட
604,sauber::A,чист,சுத்தமான
605,schmutzig::A,мръсен,அழக்கான
606,roh::A,суров,கச்சா
607,reif::A,зрял,பழுத்த
608,lecker::A,вкусен,சுவைமிக்க
609,süß::A,сладък,இனிப்பான
610,bitter::A,горчив,கசப்பான
611,sauer::A,кисел,புளிப்பாக
612,hell::A,ясен,பளபளப்பான
613,hell::A,светъл,பளபளப்பான
614,dunkel::A,тъмен,கருமையான
615,schwarz::A,черен,கருப்பு வண்ண
616,weiß::A,бял,வெண்மையன
617,rot::A,червен,சிவப்பு
618,gelb::A,жълт,மஞ்சள் வண்ணம்
619,blau::A,син,நீல வண்ண
620,grün::A,зелен,பச்சை வண்ண
621,grau::A,сив,சாம்பல் நிற
622,bunt::A,шарен,வண்ண மயமான
623,bunt::A,пъстър,வண்ண மயமான
624,billig::A,евтин,மலிவான
625,teuer::A,скъп,விலை அதிகமான
626,wertvoll::A,ценен,மதிப்புள்ள
627,blind::A,сляп,பார்வையற்ற
628,taub::A,глух,செவிடான
629,kräftig::A,силен,வலிமையான
630,stark::A,здрав,பலமான
631,stark::A,силен,பலமான
632,schwach::A,слаб,பலவீனமான
633,fett::A,тлъст,பருமனாக
634,schlank::A,тънък,ஒல்லியான
635,schlank::A,строен,ஒல்லியான
636,hübsch::A,хубав,அழகிய
637,böse::A,зъл,கேடு விளைவிக்கும்
638,dumm::A,глупав,முட்டாள்தனமான
639,faul::A,ленив,சோம்பலான
640,faul::A,мързелив,சோம்பலான
641,fleißig::A,прилежен,ஊக்கந்தளராத
642,geizig::A,скъпернически,கஞேசத்தனமான
643,klug::A,умен,சாதுரியமான
644,klug::A,разумен,சாதுரியமான
645,geschickt::A,умел,திறமையள்ள
646,geschickt::A,сръчен,திறமையள்ள
647,lieb::A,мил,அன்புக்குரிய
648,lieb::A,драг,அன்புக்குரிய
649,lustig::A,весел,களிப்புமிக்க
650,sanft::A,нежен,சாதுவான
651,sanft::A,кротък,சாதுவான
652,hungrig::A,гладен,பசியுடன்
653,krank::A,болен,நோயுற்று
654,nackt::A,гол,ஆடையற்ற
655,traurig::A,тъжен,சோகமான
656,traurig::A,печален,சோகமான
657,lebendig::A,жив,பிழைப்பு
658,gut::A,добър,நல்ல
659,schlecht::A,лош,கெட்ட
660,richtig::A,правилен,சரியான
661,schlimm::A,лош,அருவருப்பான
662,wahr::A,верен,உண்மையான
663,wahr::A,истински,உண்மையான
664,alt::A,стар,பழைய
665,alt::A,древен,பழைய
666,neu::A,нов,புதிய
667,ehemalig::A,бивш,முன்நாள்
668,alt[Lebewesen]::A,стар,வயதான
669,jung::A,млад,இளமையான
670,arm::A,беден,ஏழ்மையான
671,reich::A,богат,செல்வம் படைத்த
672,bekannt::A,познат,பழக்கப்பட்ட
673,bekannt::A,известен,பழக்கப்பட்ட
674,berühmt::A,почут,புகழ்பெற்ற
675,berühmt::A,известен,புகழ்பெற்ற
676,fremd::A,чужд,அயல் நாட்டு
677,verschieden::A,разен,வித்தியாசமான
678,verschieden::A,различен,வித்தியாசமான
679,nah::A,близък,பக்கத்தில் உள்ள
680,fern::A,далечен,தொலை தூரத்தில்
681,linker::A,ляв,மீந்திருக்கும்
682,rechter::A,прав,வலதுபக்கம்
683,anderer::A,друг,மற்ற
684,erster::A,пръв,முதனமையான
685,erster::A,първи,முதனமையான
686,zweiter::A,втори,இரண்டாவது
687,dritter::A,трети,மூன்றாவது
688,letzter::A,последен,கடைசி
689,allein::ADV,само,தனியாக
690,auf einmal::ADV,същевременно,தடீரென்று
691,zusammen::ADV,заедно,சேர்ந்து
692,lange::ADV,дълго,அதிக நோம்
693,plötzlich::ADV,изведнъж,தடீரென்று
694,sofort::ADV,веднага,உடனடியாக
695,später::ADV,по-късно,பிறகு
696,jetzt::ADV,сега,இப்பொழது
697,heute::ADV,днес,இன்று
698,morgen::ADV,утре,நாளைக்கு
699,bald::ADV,скоро,சீக்கிரம்
700,dann::ADV,после,அப்பொழுது
701,dann::ADV,тогава,அப்பொழுது
702,gestern::ADV,вчера,நேற்று
703,einst::ADV,някога,ஒரே முறை
704,damals::ADV,тогава,அப்பொழுது
705,danach::ADV,после,பிற்பாடு
706,danach::ADV,след това,பிற்பாடு
707,vorher::ADV,преди,முன்பாக
708,vorher::ADV,преди това,முன்பாக
709,zuerst::ADV,най-напред,முதலில்
710,einmal::ADV,веднъж,ஒரே முறை
