,Concept_ID,kk,ru
820,alles::PRN,дүйім,все
821,alles::PRN,күллі,все
822,ich::PRN,мен,я
823,du::PRN,сен,ты
824,er::PRN,ол,он
825,wir::PRN,біз,мы
826,ihr::PRN,сіз,вы
827,sie::PRN,олар,они
828,was::FPRN,не,что
829,wer::FPRN,кім,кто
830,wo::FADV,кәні,где
831,wo::FADV,қайда,где
832,wohin::FADV,қайда,куда
833,wie::FADV,калай,как
834,warum::FADV,неғып,почему
835,wieviel::FNUM,неше,сколько
836,wieviel::FNUM,қанша,сколько
837,eins::NUM,бір,один
838,zwei::NUM,екі,два
839,drei::NUM,үш,три
840,vier::NUM,төрт,четыре
841,fünf::NUM,бес,пять
842,sechs::NUM,алты,шесть
843,sieben::NUM,жеті,семь
844,acht::NUM,сегіз,восемь
845,neun::NUM,тоғыз,девять
846,zehn::NUM,он,десять
847,elf::NUM,он бір,одиннадцать
848,zwölf::NUM,он екі,двенадцать
849,zwanzig::NUM,жиырма,двадцать
850,dreißig::NUM,отыз,тридцать
851,vierzig::NUM,қырық,сорок
852,fünfzig::NUM,елу,пятьдесят
853,sechzig::NUM,алпыс,шестьдесят
854,siebzig::NUM,жетпіс,семьдесят
855,achtzig::NUM,сексен,восемьдесят
856,neunzig::NUM,тоқсан,девяносто
857,hundert::NUM,жүз,сто
858,tausend::NUM,мың,тысяча
859,und::CNJ,та,и
860,oder::CNJ,әлде,или
861,oder::CNJ,әлде,либо
862,oder::CNJ,немесе,или
863,oder::CNJ,немесе,либо
864,stehen::V,тұру,стоять
865,sitzen::V,отыру,сидеть
866,liegen::V,жату,лежать
867,hängen::V,ілу,висеть
868,werden::V,болу,стать
869,werden::V,түрегелу,стать
870,passieren::V,болу,случиться
871,beginnen::V,басталу,начаться
872,enden::V,ада болу,кончиться
873,wechseln::V,құбылу,меняться
874,wechseln::V,өзгеру,меняться
875,aufgehen[Sonne]::V,шығу,взойти
876,untergehen[Sonne]::V,батыру,зайти
877,scheinen[Sonne]::V,жылтырау,светить
878,donnern::V,күркіреу,греметь
879,wehen::V,огып тур,дуть
880,strömen::V,сорғалау,литься
881,fließen::V,ағу,течь
882,sich drehen::V,айналу,вращаться
883,schwanken::V,толықсу,колебаться
884,schwingen::V,тербелу,качаться
885,fallen::V,құлау,падать
886,fallen::V,жығылу,падать
887,fallen::V,төмендеу,падать
888,brennen::V,жану,гореть
889,rauchen::V,түтету,дымить
890,regnen::V,жауу,дождить
891,gefrieren::V,мұздай қату,замерзнуть
892,gefrieren::V,мұз боп қату,замерзнуть
893,tauen::V,жібу,таять
894,schmelzen::V,еру,плавиться
895,trocknen::V,курау,сохнуть
896,sieden::V,қайнау,кипеть
897,faulen::V,иістену,гнить
898,verfaulen::V,шіру,сгнить
899,reißen::V,жыртылу,рваться
900,versinken::V,малтығу,тонуть
901,vergehen::V,өту,проходить
902,erscheinen::V,көріну,появиться
903,erscheinen::V,көрініп қалу,появиться
904,verschwinden::V,ғайып_болу,исчезнуть
905,sinken::V,ылдилау,спадать
906,sinken::V,төмендеу,спадать
907,abnehmen::V,кемітілу,уменьшиться
908,zunehmen::V,көбею,увеличиваться
909,steigen::V,қобу,подниматься
910,steigen::V,көтерілу,подниматься
911,steigen::V,жоғарылау,подниматься
912,wachsen::V,өсу,расти
913,glänzen::V,жалтырау,блестеть
914,funkeln::V,жарқырау,сверкать
915,funkeln::V,нұрлану,сверкать
916,funkeln::V,жылтылдау,сверкать
917,lärmen::V,шулау,шуметь
918,lärmen::V,шуылдау,шуметь
919,läuten::V,қоңыраулату,звонить
920,klingeln::V,дыңғырлау,звонить
921,klirren::V,дыңылдату,звякать
922,brausen::V,тасу,бушевать
923,rauschen::V,сусылдау,шелестеть
924,rauschen::V,сыбдырлау,шелестеть
925,klingen::V,дыбыс шығару,звучать
926,bellen::V,үру,лаять
927,heulen::V,ұлу,выть
928,blasen::V,үру,дунуть
929,pfeifen::V,ысқыру,свистеть
930,schreien::V,шыңғыру,кричать
931,schreien::V,айғайлау,кричать
932,schreien::V,байбайлау,кричать
933,schreien::V,бажалақтау,кричать
934,stöhnen::V,ыңырсу,стонать
935,stöhnen::V,ыңкылдау,стонать
936,zittern::V,қалш,дрожать
937,zittern::V,қалшылдату,дрожать
938,leben::V,жасау,жить
939,leben::V,күнелту,жить
940,leben::V,күн көру,жить
941,leben::V,тіршілік ету,жить
942,geboren werden::V,туу,родиться
943,atmen::V,дем алу,дышать
944,atmen::V,ауа жұту,дышать
945,trinken::V,ішу,пить
946,trinken::V,ұрттау,пить
947,essen::V,жеу,есть
948,essen::V,жеу,кушать
949,essen::V,тамақтану,есть
950,essen::V,тамақтану,кушать
951,schlucken::V,жұту,глотать
952,müde werden::V,болдыру,устать
953,einschlafen::V,үйыктап калу,заснуть
954,schlafen::V,ұйықтау,спать
955,aufwachen::V,ояну,проснуться
956,aufstehen::V,ояну,встать
957,sich erholen::V,тынығу,отдыхать
958,krank werden::V,кеселдену,заболеть
959,krank werden::V,сырқаттану,заболеть
960,krank werden::V,ауырып қалу,заболеть
961,krank werden::V,ауыра бастау,заболеть
962,krank werden::V,кеселге ұшырау,заболеть
963,krank werden::V,сырқаттанып қалу,заболеть
964,krank sein::V,ауыру,болеть
965,krank sein::V,сырқаттану,болеть
966,schmerzen::V,ауырады,болеть
967,husten::V,жөтелу,кашлять
968,genesen::V,айығу,поправиться
969,sterben::V,өлу,умереть
970,sterben::V,қайтыс,умереть
971,sterben::V,жантапсыру,умереть
972,umkommen::V,өлу,погибнуть
973,umkommen::V,қаза табу,погибнуть
974,sich bewegen::V,жылжу,двигаться
975,sich rühren::V,қыбырлау,шевельнуться
976,sich erheben::V,тұру,встать
977,sich setzen::V,отыру,сесть
978,hinfallen::V,жығылу,упасть
979,laufen::V,жояу жүру,ходить
980,schreiten::V,кадамдау,шагать
981,spazierengehen::V,қыдыру,гулять
982,eilen::V,асығу,спешить
983,eilen::V,жеделдену,спешить
984,eilen::V,жедепдеу,спешить
985,sich beeilen::V,асығу,торопиться
986,sich beeilen::V,жеделдену,торопиться
987,sausen::V,заулау,мчаться
988,rennen::V,жүгіру,бегать
989,springen::V,секіру,прыгать
990,klettern::V,өрмелеп шығу,лазать
991,schaukeln::V,тербелу,раскачиваться
992,kriechen::V,еңбектеу,ползать
993,schwimmen::V,жүзу,плавать
994,schwimmen::V,малту,плавать
995,schwimmen::V,қалықтау,плавать
996,tauchen::V,сүңгу,нырять
997,rudern::V,есу,грести
998,fahren::V,бару,ехать
999,fliegen::V,ұшу,летать
1000,gehen::V,бару,идти
1001,weggehen::V,кету,уйти
1002,abfahren::V,жөнелу,отправиться
1003,anhalten::V,тоқтау,остановиться
1004,hineingehen::V,кіру,входить
1005,eintreten::V,ену,войти
1006,kommen::V,жету,прийти
1007,ankommen::V,келу,прибыть
1008,zurückkommen::V,қайту,возвратиться
1009,bleiben::V,қалу,остаться
1010,warten::V,тосу,ждать
1011,erwarten::V,күту,ожидать
1012,suchen::V,іздеу,искать
1013,finden::V,табу,найти
1014,versuchen::V,талпыну,пытаться
1015,vorbereiten::V,әзірлеу,подготовить
1016,lieben::V,сүю,любить
1017,mögen::V,жарату,любить
1018,mögen::V,жақсы_көру,любить
1019,lachen::V,күлу,смеяться
1020,lachen::V,күлісу,смеяться
1021,rühren::V,көңілін бұзу,растрогать
1022,weinen::V,жылау,плакать
1023,schimpfen::V,ақырып-бақыру,ругаться
1024,sich ärgern::V,ашулану,сердиться
1025,sich fürchten::V,сескену,бояться
1026,fürchten::V,қауіптену,бояться
1027,fürchten::V,сақсыну,бояться
1028,fliehen::V,қашу,убегать
1029,fliehen::V,қашып кету,убегать
1030,flüchten::V,қашу,убежать
1031,flüchten::V,қашып кету,убежать
1032,sehen::V,көру,видеть
1033,anschauen::V,назар салу,посмотреть
1034,ansehen::V,тамашалау,смотреть
1035,hören::V,есту,слышать
1036,zuhören::V,тыңдау,слушать
1037,zuhören::V,құлақ қою,слушать
1038,probieren::V,тату,пробовать
1039,probieren::V,дәм тату,пробовать
1040,riechen::V,иіскеу,нюхать
1041,fühlen::V,сезу,чувствовать
1042,fühlen::V,сезіну,чувствовать
1043,scheinen::V,болып көріну,казаться
1044,zu sehen sein::V,көріну,виднеться
1045,vernehmen::V,есту,услышать
1046,vernehmen::V,есітіп қалу,услышать
1047,frieren::V,тоңу,мерзнуть
1048,frieren::V,жаурау,мерзнуть
1049,tun::V,ету,делать
1050,tun::V,істеу,делать
1051,können::V,білу,мочь
1052,können::V,білу,уметь
1053,wollen::V,қалау,хотеть
1054,anfangen::V,бастау,начать
1055,beenden::V,бітіру,закончить
1056,beenden::V,адақтау,закончить
1057,beenden::V,тамамдау,закончить
1058,beenden::V,аяқтап шығу,закончить
1059,aufhören::V,доғару,перестать
1060,gelingen::V,жолы түсу,удаться
1061,geraten::V,калу,оказаться
1062,öffnen::V,ашу,открыть
1063,öffnen::V,ашып қою,открыть
1064,schließen::V,жабу,закрыть
1065,stellen::V,қою,поставить
1066,stellen::V,қойдыру,поставить
1067,setzen::V,отырғызу,посадить
1068,legen::V,салу,класть
1069,legen::V,калау,класть
1070,berühren::V,тию,трогать
1071,verbinden::V,байлап алу,связать
1072,verbinden::V,сабақтастыру,связать
1073,bedecken::V,бүркеу,покрыть
1074,aufhängen::V,ілу,повесить
1075,aufhängen::V,асып қою,повесить
1076,anzünden::V,тұтату,зажечь
1077,aufheben::V,көтеру,поднять
1078,zurücklassen::V,қалдыру,оставить
1079,verlieren::V,жоғалту,потерять
1080,fallen lassen::V,құлатып алу,уронить
1081,fallen lassen::V,қолдан түсіріп алу,уронить
1082,machen::V,ету,сделать
1083,machen::V,жасау,сделать
1084,machen::V,жасап шығару,сделать
1085,herstellen::V,жасап шығару,изготовить
1086,bauen::V,тұрғызу,строить
1087,reparieren::V,оңдау,чинить
1088,verbessern::V,дұрыстау,улучшить
1089,ändern::V,өзгерту,изменить
1090,graben::V,үңгу,копать
1091,beugen::V,буғу,согнуть
1092,biegen::V,ию,погнуть
1093,biegen::V,майыстыру,погнуть
1094,drehen::V,айналдыру,вертеть
1095,wenden::V,екінші жағын айналдыру,повернуть
1096,umdrehen::V,бұру,перевернуть
1097,heben::V,көтеру,поднимать
1098,hochheben::V,жоғарылату,поднять
1099,hochheben::V,көтеру,поднять
1100,ergreifen::V,бас_салу,схватить
1101,ergreifen::V,шап_беріп_ұстап_алу,схватить
1102,ergreifen::V,шап_беру,схватить
1103,ergreifen::V,шап_ете_түсу,схватить
1104,halten::V,тұту,держать
1105,halten::V,ұстау,держать
1106,drücken::V,басу,нажимать
1107,schieben::V,итеру,толкать
1108,kratzen::V,қыру,скрести
1109,lecken::V,жалау,лизать
1110,beißen::V,қабу,кусать
1111,beißen::V,тістеу,кусать
1112,beißen::V,қауып алу,кусать
1113,abreißen::V,үзу,оторвать
1114,abschneiden::V,қырқу,отрезать
1115,binden::V,байланыстыру,вязать
1116,binden::V,байлап_алу,вязать
1117,binden::V,байластыру,вязать
1118,binden::V,байлау,вязать
1119,binden::V,буу,вязать
1120,binden::V,матау,вязать
1121,binden::V,сабақтастыру,вязать
1122,binden::V,ұштастыру,вязать
1123,stecken::V,сұғу,воткнуть
1124,brechen::V,сындыру,сломать
1125,klopfen::V,қағу,стучать
1126,hauen::V,соғу,бить
1127,kleben::V,желімдеу,клеить
1128,reiben::V,үйкеу,тереть
1129,streichen::V,сүйкеу,намазать
1130,schleifen::V,егеу,точить
1131,schleifen::V,қайрау,точить
1132,schleifen::V,егеулеу,точить
1133,schneiden::V,кесу,резать
1134,rütteln::V,қозғау,шатать
1135,rütteln::V,жұлмалау,шатать
1136,schütteln::V,дірілдету,трясти
1137,schütteln::V,селкілдету,трясти
1138,schwenken::V,бұлғау,махать
1139,schwenken::V,сермеу,махать
1140,schütten::V,құю,налить
1141,füllen::V,толтыру,наполнить
1142,einwickeln::V,орау,завернуть
1143,tragen::V,алып жүру,нести
1144,schleppen::V,тарту,тащить
1145,ziehen::V,тарту,тянуть
1146,aufbewahren::V,сақтау,хранить
1147,werfen::V,лақтыру,бросать
1148,fangen::V,қармау,ловить
1149,fangen::V,қағып алу,ловить
1150,packen::V,шап беру,схватить
1151,packen::V,шап ете түсу,схватить
1152,packen::V,шап беріп ұстап алу,схватить
1153,verstecken::V,тығу,спрятать
1154,verstecken::V,жасыру,спрятать
1155,teilen::V,бөлу,разделить
1156,schicken::V,жіберу,посылать
1157,bringen::V,әкелу,принести
1158,bringen::V,алып келу,принести
1159,hinzufügen::V,қосу,добавить
1160,hinzufügen::V,үстеу,добавить
1161,bekommen::V,алу,достать
1162,erhalten::V,алмақ,получить
1163,nehmen::V,алу,взять
1164,nehmen::V,алмақ,взять
1165,wählen::V,таңдау,выбрать
1166,auswählen::V,екшеу,отобрать
1167,auswählen::V,саралау,отобрать
1168,auswählen::V,сұрыптау,отобрать
1169,auswählen::V,сайлап алу,отобрать
1170,bewahren::V,сақтау,сохранить
1171,behindern::V,оралғы болу,препятствовать
1172,verderben::V,бүлдіру,испортить
1173,beschädigen::V,бұзу,повредить
1174,zerbrechen::V,уату,разбить
1175,zerreißen::V,жырту,разорвать
1176,zerstören::V,қирату,разрушить
1177,zerstören::V,талқандау,разрушить
1178,verbrennen::V,өртеу,сжечь
1179,verbrennen::V,жандыру,сжечь
1180,verbrennen::V,өртеп жіберу,сжечь
1181,verbrennen::V,жандырып жіберу,сжечь
1182,geben::V,беру,дать
1183,reichen::V,беру,передать
1184,schenken::V,тарту,дарить
1185,versprechen::V,уәде беру,обещать
1186,wünschen::V,тілеу,желать
1187,loben::V,мақтау,хвалить
1188,loben::V,дәріптеу,хвалить
1189,küssen::V,сүю,целовать
1190,wiegen::V,тербеу,качать
1191,zudecken::V,бүркеу,накрыть
1192,wecken::V,ояту,разбудить
1193,zeigen::V,көрсету,показать
1194,führen::V,ерту,вести
1195,führen::V,жетектеу,вести
1196,lehren::V,оқыту,учить
1197,unterrichten::V,оқыту,преподавать
1198,aufziehen::V,бағу,воспитать
1199,leiten::V,басқару,руководить
1200,leiten::V,жетекшілік ету,руководить
1201,antreiben::V,асықтыру,подгонять
1202,lassen::V,-ткізу,заставить
1203,lassen::V,мәжбүр ету,заставить
1204,einladen::V,шақыру,пригласить
1205,vereinigen::V,біріктіру,объединить
1206,vereinigen::V,біріктіріп қою,объединить
1207,besuchen::V,кіріп шығу,посетить
1208,besuchen::V,барып шығу,посетить
1209,treffen::V,кездесу,встретить
1210,sich versammeln::V,топталу,собраться
1211,spielen::V,ойнау,играть
1212,singen::V,сайрау,петь
1213,tanzen::V,билеу,плясать
1214,tanzen::V,билеу,танцевать
1215,sich trennen::V,айрылысу,расстаться
1216,verlassen::V,тастау,покинуть
1217,retten::V,құтқару,спасти
1218,bewachen::V,күзету,охранять
1219,schützen::V,жақтау,уберегать
1220,schützen::V,жақтасу,уберегать
1221,verteidigen::V,қорғау,защитить
1222,sich schlagen::V,алысу,драться
1223,schießen::V,ату,стрелять
1224,siegen::V,жеңу,победить
1225,ärgern::V,ашуландыру,сердить
1226,schlagen::V,ұру,ударить
1227,treten::V,тебу,пинать
1228,stechen::V,шаншу,уколоть
1229,stoßen::V,түрту,толкнуть
1230,stehlen::V,ұрлау,украсть
1231,stören::V,кесірлен,помешать
1232,belästigen::V,мазасын алу,надоедать
1233,verbergen::V,сездірмеу,скрыть
1234,täuschen::V,жалған айту,обмануть
1235,betrügen::V,алдау,смошенничать
1236,betrügen::V,алдап кету,смошенничать
1237,betrügen::V,ақымақ қылу,смошенничать
1238,töten::V,құрту,убить
1239,töten::V,өлтіру,убить
1240,wohnen::V,мекендеу,проживать
1241,wohnen::V,өмір сүру,проживать
1242,arbeiten::V,істеу,работать
1243,arbeiten::V,еңбектену,работать
1244,sammeln::V,жыю,собрать
1245,pflücken::V,жұлу,рвать
1246,pflücken::V,жұлу,срывать
1247,jagen::V,аулау,охотиться
1248,fischen::V,балык_аулау,рыбачить
1249,fassen::V,ұстау,поймать
1250,hüten::V,жаю,пасти
1251,hüten::V,бағу,пасти
1252,treiben::V,айдау,гнать
1253,anbinden::V,байлау,привязать
1254,füttern::V,ас ішкізу,кормить
1255,füttern::V,азықтандыру,кормить
1256,füttern::V,қоректендіру,кормить
1257,melken::V,сауу,доить
1258,hacken::V,турау,рубить
1259,gießen::V,суару,полить
1260,reifen::V,жетілу,созреть
1261,zubereiten::V,даяр ету,приготовить
1262,kochen::V,асу,варить
1263,backen::V,пісіру,печь
1264,braten::V,қуыру,жарить
1265,umrühren::V,былғалау,перемешать
1266,umrühren::V,сапырылыстыру,перемешать
1267,stricken::V,торлау,вязать
1268,stricken::V,тоқу,вязать
1269,nähen::V,тігу,шить
1270,färben::V,бояу,покрасить
1271,färben::V,сырлау,покрасить
1272,reinigen::V,аршу,очистить
1273,reinigen::V,тазалау,очистить
1274,waschen::V,жуу,стирать
1275,abwischen::V,сүрту,вытереть
1276,spülen::V,шаю,полоскать
1277,fegen::V,сыпыру,подметать
1278,kehren::V,сыпыру,мести
1279,baden::V,шомылу,купаться
1280,sich waschen::V,жуыну,мыться
1281,ausziehen::V,шешу,снять
1282,anziehen::V,кигізу,надеть
1283,sich anziehen::V,киіну,одеться
1284,kämmen::V,тарау,причесать
1285,schmücken::V,әсемдеу,украсить
1286,schmücken::V,мәнерлеу,украсить
1287,schmücken::V,көріктендіру,украсить
1288,sagen::V,деу,сказать
1289,sagen::V,айту,сказать
1290,sprechen::V,деу,говорить
1291,sprechen::V,айту,говорить
1292,reden::V,сөйлеу,разговаривать
1293,reden::V,сөйлесу,разговаривать
1294,reden::V,тіл қатысу,разговаривать
1295,sich unterhalten::V,сұхбаттасу,беседовать
1296,fragen::V,сұрау,спросить
1297,bitten::V,өтіну,просить
1298,bitten::V,жалыну,просить
1299,erzählen::V,айту,рассказать
1300,mitteilen::V,білдіру,сообщить
1301,nennen::V,атау,назвать
1302,rufen::V,шақыру,звать
1303,prahlen::V,бөсу,хвастаться
1304,übersetzen::V,аудару,перевести
1305,denken::V,ойлау,думать
1306,glauben::V,нану,верить
1307,glauben::V,илану,верить
1308,bemerken::V,аңғару,заметить
1309,erkennen::V,тану,узнать
1310,begreifen::V,ұғу,понять
1311,begreifen::V,ұғу,постичь
1312,begreifen::V,аңғарып алу,понять
1313,begreifen::V,аңғарып алу,постичь
1314,verstehen::V,пайым,услышать
1315,verstehen::V,түсіну,услышать
1316,lernen::V,оқу,учиться
1317,wissen::V,хабардар болу,знать
1318,sich erinnern an::V,еске түсіру,вспомнить
1319,vergessen::V,ұмыту,забыть
1320,messen::V,өлшеу,мерить
1321,zählen::V,санау,считать
1322,rechnen::V,санап шығару,считать
1323,rechnen::V,санап шығу,считать
1324,rechnen::V,санау,считать
1325,lesen::V,оқу,читать
1326,malen::V,сурет салу,рисовать
1327,zeichnen::V,сурет салу,рисовать
1328,schreiben::V,жазу,писать
1329,besitzen::V,болу,иметь
1330,kaufen::V,алу,купить
1331,kaufen::V,әперу,купить
1332,verkaufen::V,сату,продать
1333,bezahlen::V,төлеу,заплатить
1334,bezahlen::V,ақы беру,заплатить
1335,bezahlen::V,ақы төлеу,заплатить
1336,zahlen::V,төлеу,платить
1337,beherrschen::V,билеу,владеть
1338,ertragen::V,төзу,вытерпеть
1339,ertragen::V,шыдау,вытерпеть
