,Concept_ID,ab,ku
207,Sand::N,аҧслымӡ,qûm
208,Mensch::N,ауаҩы,mirov
209,Mann::N,ахаҵа,mêr
210,Frau::N,аҧҳəыс,jin
211,Kind::N,ахəыҷы,zarok
212,Junge::N,аҷкəын,kur
213,Junge::N,ахаҵарҧыс,kur
214,Mädchen::N,аӡӷаб,keç
215,Mädchen::N,аӡӷаб,keçik
216,Familie::N,аҭаацəа,malbat
217,Großvater::N,абду,bapîr
218,Großmutter::N,анду,pîrik
219,Eltern::N,ани аби,bavudê
220,Vater::N,аб,bav
221,Mutter::N,ан,dê
222,Mutter::N,ан,dayik
223,Sohn::N,аҧа,kur
224,Tochter::N,аҧҳа,keç
225,Bruder::N,аиашьа,bira
226,Schwester::N,Аҳəшьа,xweh
227,Onkel::N,абиашьа,am
228,Onkel::N,абиашьа,xal
229,Onkel::N,аншьа,am
230,Onkel::N,аншьа,xal
231,Tante::N,абиаҳəшьа,metik
232,Tante::N,абиаҳəшьа,xaltîk
233,Ehemann::N,ахаҵа,mêr
234,Ehemann::N,аҧшəма,mêr
235,Ehefrau::N,аҧҳəыс,kulfet
236,Freude::N,агəырӷьара,kêfxweşî
237,Gelächter::N,ачча,pîrqînî
238,Gelächter::N,аччара,pîrqînî
239,Glück::N,аразҟы,bext
240,Kummer::N,агəырҩа,derd
241,Wunsch::N,агəхəтəы,daxwaz
242,Wunsch::N,агəхəтəы,xwestek
243,Wunsch::N,аҭахра,daxwaz
244,Wunsch::N,аҭахра,xwestek
245,Lust::N,агəазыҳəара,şewq
246,Geist::N,аҧсы,aqil
247,Gedanke::N,ахəыцырҭа,fikir
248,Gedächtnis::N,агəынкылара,aqil
249,Verstand::N,ахшыҩ,fêm
250,Sinn::N,аҵакы,aqil
251,Grund::N,амзыз,asas
252,Wahrheit::N,аиаша,rastî
253,Gespräch::N,аиҿцәажәара,guftûgo
254,Märchen::N,алакə,çirok
255,Erzählung::N,ажәабжь,çirok
256,Erzählung::N,ажәабжь,vegotin
257,Nachricht::N,адырраҭара,nûçe
258,Neuigkeit::N,ажәабжь ҿыц,hewal
259,Name::N,ахьӡ,nav
260,Name::N,ахьӡ,paşnav
261,Rätsel::N,ацуфара,tiştonek
262,Rede::N,ажәа,gotar
263,Rede::N,ажәа,axavtin
264,Sprache::N,абызшəа,ziman
265,Stimme::N,абжьы,pejn
266,Wort::N,ажәа,gotin
267,Zeichen::N,адырга,şanek
268,Ruf::N,аҿҭы,hawar
269,Lärm::N,ашьҭыбжь,xarbalix
270,Laut::N,ашьҭыбжь,deng
271,Laut::N,ашьҭыбжь,hês
272,Ton::N,атон,awaz
273,Lied::N,ашəа,sitran
274,Ruhe::N,аҭынчра,rihetî
275,Leute::N,ауаа,xelk
276,Volk::N,ажəлар,xelk
277,Arbeit::N,аусура,xebat
278,Gast::N,асас,mêvan
279,Geschenk::N,аҳамҭа,diyarî
280,Geschenk::N,аҿанҵа,diyarî
281,Spiel::N,ахəмарра,lîstik
282,Gesellschaft::N,агəыҧ,komal
283,Hilfe::N,ацхыраара,alîkarî
284,Freund::N,аҩыза,heval
285,Kamerad::N,Аҧхнагьла,heval
286,Angelegenheit::N,аус,pirsgirêk
287,Anzahl::N,ахыҧхьаӡара,çend
288,Art::N,ахкы,çeh
289,Stück::N,аҽыҭ,lib
290,Stück::N,аҽыҭ,parçe
291,Teil::N,ахəҭа,parçe
292,Hälfte::N,абжа,nîvî
293,Kreis::N,агьагьа,çemil
294,Kreuz::N,аџьар,xaç
295,Linie::N,аицтәар,xezik
296,Strich::N,ацəаҳəа,xezik
297,Abstand::N,абжьара,dûrahî
298,Entfernung::N,абжьара,dûrahî
299,Gegend::N,аҭыҧ,dever
300,Platz::N,аҭыҧ,çih
301,Ort::N,аҭыҧ,dever
302,Seite::N,аган,rûpel
303,Mitte::N,агəҭа,nav
304,Mitte::N,агəҭа,nabênê
305,Gegenstand::N,амаҭəар,tişt
306,Rand::N,аҵкар,kevî
307,Kante::N,авардым,kevî
308,Ecke::N,акəакь,qunç
309,Spitze::N,аҧынҵа,derzî
310,Ende::N,анаӡара,talî
311,Loch::N,акылҵəара,qul
312,Winkel::N,агҿаҩра,kurnîşk
313,Winkel::N,акəындхə,kurnîşk
314,Winkel::N,акəакь,kurnîşk
315,Muster::N,аҟҟа,desen
316,Größe::N,изаҟароу,mezinî
317,Länge::N,аура,dirêjahî
318,Höhe::N,агылара,bilindayî
319,Gewicht::N,акапан,giranî
320,Haufen::N,ачаҟəа,lod
321,Reihe::N,ацəаҳəа,rêz
322,Boot::N,анышь,kelek
323,Ruder::N,ажəҩа,bêrik
324,Schlitten::N,ашəаҩауардын,xîjik
325,Ski::N,ашəаҩа,lakan
326,Ski::N,ашьахаха,lakan
327,Lagerfeuer::N,еиқуу амца,agir
328,Last::N,ахьанҭара,bar
329,Gang::N,аныҟəара,fîtêz
330,Schritt::N,ашьаҿа,gav
331,Norden::N,аҩада,bakur
332,Süden::N,алада,başur
333,Westen::N,амраҭашəара,rojava
334,Osten::N,амрагылара,rojhilat
335,Holz::N,амҿымаҭəахə,dep
336,Brett::N,аӷəы,dep
337,Platte::N,ахаҳәцәы,dep
338,Stütze::N,аҵаргəа,destek
339,Stütze::N,агəышьаҟа,destek
340,Stange::N,акьат,sing
341,Stock::N,алаба,çam
342,Stab::N,акьат,qat
343,Rohr::N,абыкь,borî
344,Haus::N,аҩны,mal
345,Haus::N,аҩны,xanî
346,Heim::N,аҭаацəа,mal
347,Ofen::N,аҳақə,sobe
348,Ofen::N,ауаџьаҟ,sobe
349,Ofen::N,афрына,sobe
350,Fußboden::N,адашьма,binpê
351,Tisch::N,аишәа,mase
352,Stuhl::N,аҟəардə,kursî
353,Wiege::N,агара,derguş
354,Bett::N,акаруаҭ,qerewêle
355,Regal::N,акыӷəра,rêbaz
356,Kiste::N,аидчаҧала,sindoq
357,Fenster::N,аҧенџьыр,çam
358,Fenster::N,аҧенџьыр,şibeke
359,Tür::N,ашə,derî
360,Tor::N,агəашə,derge
361,Zaun::N,аанда,hejik
362,Dach::N,ахыб,sere xanî
363,Leiter::N,амардуан,pêling
364,Besen::N,аҧссага,melkes
365,Spaten::N,ажыга,mer
366,Schaufel::N,аҭəарӷəы,bêr
367,Gabel::N,ачқьыҧ,çetel
368,Löffel::N,амҳаҵə,kevçî
369,Messer::N,аҳəызба,kêr
370,Nagel::N,аҵəымӷ,bizmar
371,Netz::N,акаҭа,tor
372,Haken::N,аҵəаҳə,çenqel
373,Griff::N,амаа,destî
374,Schloss::N,асаҧаҭ,qonax
375,Bild::N,асахьа,dimen
376,Figur::N,афигура,figûr
377,Puppe::N,акьанџьа,bûk
378,Beutel::N,асакь,kîsik
379,Bündel::N,аҿаҳəара,pêçek
380,Tasche::N,арҭмаҟ,bêrîk
381,Eimer::N,аведра,dewl
382,Deckel::N,ахҩа,devik
383,Geschirr::N,ачысмаҭəа,ferax
384,Sack::N,асакь,tûr
385,Tasse::N,аҵəца,kada
386,Topf::N,акаструлиа,beroş
387,Kessel::N,ачуан,şîril
388,Nahrung::N,афатə,xwarin
389,Speise::N,афатə,xwarin
390,Fleisch::N,акəац,goşt
391,Getreide::N,ачакуа,zad
392,Brei::N,ақашь,hewdêl
393,Brot::N,ача,
394,Scheibe::N,аҽыҭ,parçe
395,Scheibe::N,аҿаҵа,parçe
396,Fett::N,ашша,rûn
397,Butter::N,ахəша,rûn
398,Öl::N,азеҭ,rûn
399,Salz::N,аџьыка,xwe
400,Suppe::N,асуҧ,şorbe
401,Honig::N,ацха,hingiv
402,Milch::N,ахш,şîr
403,Tee::N,ачаи,çay
404,Leder::N,ацəа,çerm
405,Wolle::N,аласа,herî
406,Stoff::N,Аба,paç
407,Nadel::N,агəыр,derzî
408,Faden::N,арахəыц,ta
409,Knopf::N,аҳəынҵəра,bişkok
410,Knoten::N,аиқəҳəала,girêk
411,Farbe::N,ашəыга,boyax
412,Kleidung::N,амаҭəа,çil
413,Hemd::N,акьаҿ,qutik
414,Hemd::N,акьаҿ,miltan
415,Kragen::N,ахəда,stûvang
416,Ärmel::N,амаӷра,hûçik
417,Hose::N,аиқəа,şewel
418,Gürtel::N,амаҟа,qayiş
419,Mütze::N,ахылҧа,fîno
420,Schuh::N,аимаа,şêkal
421,Stiefel::N,амагə,gizme
422,Stiefel::N,амагə,çizme
423,Ring::N,амацəаз,xelek
424,Band::N,алента,band
425,Kamm::N,ахҳəа,şeh
426,Spiegel::N,асаркьа,eynik
427,Riemen::N,аа,qayiş
428,Schnur::N,ашаха,doxin
429,Leine::N,аҕура,şirît
430,Decke::N,ахыза,bataniye
431,Kissen::N,ахчы,balgî
432,Tuch::N,акасы,şar
433,Handtuch::N,ампахьшьы,dezmal
434,Kraft::N,амч,hêz
435,Kraft::N,амч,qewet
436,Stärke::N,амч,xurtî
437,Gesundheit::N,агəабзиара,nojdarî
438,Krankheit::N,ачымазара,nexweşî
439,Schmerz::N,ахьаа,êş
440,Wunde::N,ахəра,kul
441,Fieber::N,ашоура,ta
442,Arznei::N,ахəшə,derman
443,Brücke::N,ацҳа,kopî
444,Brunnen::N,аҵыџь,çal
445,Brunnen::N,аҵыџь,kani
446,Weide::N,аҳəырҭа,beyar
447,Pfad::N,амхəасҭа,xaçirek
448,Weg::N,амҩа,rê
449,Straße::N,амҩа,rê
450,Dorf::N,ақыҭа,gund
451,Stadt::N,ақалақь,baçar
452,Brief::N,ашəҟəы,name
453,Buch::N,ашəҟəы,kitêb
454,Buch::N,ашəҟəы,pirtûk
455,Buchstabe::N,анбан,herf
456,Zeitung::N,агазеҭ,rojname
457,Leben::N,аҧсҭазаара,jiyan
458,Tod::N,аҧсра,mirin
459,Grab::N,анышəынҭра,mezel
460,Kirche::N,ауахəама,gilyas
461,Sünde::N,агəнаҳа,guneh
462,Gott::N,анцəа,xwedê
463,Arbeiter::N,аусуҩ,hîşçî
464,Chef::N,Аиҳабы,bêg
465,Meister::N,аҟаза,hoste
466,Arzt::N,аҳақьым,doktor
467,Lehrer::N,арҵаҩы,mamoste
468,Geld::N,аҧара,pere
469,Laden::N,амагазин,dikan
470,Preis::N,ахə,buha
471,Ware::N,атауар,tişt
472,Nutzen::N,ақьар,fêde
473,Reichtum::N,абеиара,serwet
474,Welt::N,адунеи,dinya
475,Land::N,атəыла,welat
476,Staat::N,аҳəынҭқарра,dewlet
477,König::N,акрал,şah
478,König::N,акрал,qral
479,Macht::N,амчра,qewet
480,Macht::N,амчра,destihilat
481,Grenze::N,аҳəаа,kevî
482,Krieg::N,аибашьра,çeng
483,Krieg::N,аибашьра,sêwaş
484,Feind::N,Аҕа,dijmin
485,Gewalt::N,ақəымчра,zor
486,Kampf::N,ақəҧара,şer
487,Bogen[Waffe]::N,ахыц,kêvan
488,Pfeil::N,ахəымпал,çîrik
489,Gewehr::N,ашəақь,tifing
490,Fehler::N,агха,şaşî
491,Lüge::N,амц,derew
492,Schaden::N,аҧырхага,xisar
493,Unglück::N,арыцҳара,bêbextî
494,Schuld::N,ахара,suç
495,Alter::N,ақəра,temen
496,Schluss::N,анҵəамҭа,girtin
497,Zeit::N,аамта,çax
498,Tag::N,амш,roj
499,Morgen::N,ашара,sibeh
500,Morgen::N,ашьыбжь,sibeh
501,Mittag::N,шьыбжьон,nîro
502,Abend::N,ахəылҧаз,êvar
503,Abend::N,ахəлбыҽха,êvar
504,Nacht::N,аҵх,şev
505,Woche::N,амчыбжь,heftî
506,Frühling::N,ааҕын,bihar
507,Sommer::N,аҧхын,havîn
508,Herbst::N,ҭагалан,payîz
509,Herbst::N,хкаарачан,payîz
510,Winter::N,аӡын,zistan
511,Januar::N,ианвар,çile
512,Februar::N,февраль,sibat
513,März::N,март,adar
514,April::N,апрель,nîsan
515,Mai::N,маи,gûlan
516,Juni::N,иуун,hezîran
517,Juli::N,иууль,tîmeh
518,August::N,август,tebax
519,September::N,сентиабр,îlon
520,Oktober::N,октиабр,çotmeh
521,November::N,ноиабр,mijdar
522,Dezember::N,декабр,kanûn
523,Montag::N,ашəахьа,duşemb
524,Dienstag::N,аҩаша,sêşem
525,Mittwoch::N,ахаша,çarşemb
526,Donnerstag::N,аҧшьаша,pêşemb
527,Freitag::N,ахəаша,în
528,Samstag::N,асабша,şemî
529,Sonntag::N,амҽыша,yekşemb
530,groß::A,аду,mezin
531,klein::A,амаҷ,çûçik
532,lang::A,ахəхəа,dirêj
533,kurz::A,акьаҿ,kin
534,breit::A,аиужь,fireh
535,breit::A,аиҵых,fireh
536,schmal::A,аҭшəа,tenik
537,dicht::A,аилач,gir
538,dick[Gegenstand]::A,ажəпа,şîşman
539,fein::A,апа,tenik
540,fein::A,аҵаӷа,tenik
541,fein::A,аӡа,tenik
542,fest::A,аҟаца,saxlem
543,fest::A,аӷəӷəаҟаца,saxlem
544,flach::A,ақəаҟьа,pahn
545,flach::A,аҧаҟьа,pahn
546,glatt::A,аимаҩзы,dûz
547,glatt::A,аимаҩзы,şayîk
548,hart::A,акьакьа,hişk
549,weich::A,атата,nerm
550,rund::A,акəмпыл,gilover
551,spitz::A,аҵар,pîj
552,scharf::A,аҵар,tûj
553,stumpf::A,ацагə,ne tûj
554,schwer::A,ахьанҭа,giran
555,schön::A,аҧшӡа,xweş
556,schön::A,аҧшӡа,xweşik
557,heiß::A,ашы,kelandî
558,warm::A,аҧха,germ
559,kalt::A,ахьшəашəа,sar
560,kühl::A,ахьшəашəа,jemîrî
561,kühl::A,ицәыхьшәашәоу,jemîrî
562,frisch::A,цқьа,ter
563,feucht::A,ацəаак,şil
564,nass::A,абааӡа,şilek
565,trocken::A,Аба,zuwa
566,trocken::A,аҩа,zuwa
567,voll::A,азна,tijî
568,leer::A,аҭацəы,vala
569,offen::A,аарта,vekirî
570,geschlossen::A,ихҩоу,asê
571,geschlossen::A,иаркыу,asê
572,sauber::A,ацқьа,pakij
573,schmutzig::A,аҟьашь,lewitî
574,reif::A,Арҭ,gihaştî
575,reif::A,аҟала,gihaştî
576,reif::A,иҟалахьоу,gihaştî
577,lecker::A,ахаа,xweş
578,süß::A,азла,şîrîn
579,bitter::A,аша,tahl
580,sauer::A,аҵəҵəы,tirş
581,hell::A,алаша,ronî
582,dunkel::A,алашьца,tarî
583,schwarz::A,аиқуаҵәа,reş
584,weiß::A,ашкəакəа,sipî
585,rot::A,аҟаҧшь,sor
586,gelb::A,аҩеижь,zer
587,blau::A,аҽҵәа,şîn
588,grün::A,ашьацҧшҭəала,şîn
589,grün::A,аеҵəа,şîn
590,grau::A,ацəыш,gewr
591,bunt::A,Аилыҕраа,rengîn
592,bunt::A,аҕраҷкəын,rengîn
593,billig::A,амариа,erzan
594,teuer::A,амҩан,biha
595,wertvoll::A,кыр иаҕсоу,hêja
596,wertvoll::A,кыр иаҕсоу,giranbiha
597,wertvoll::A,акыр иаҕсоу,hêja
598,wertvoll::A,акыр иаҕсоу,giranbiha
599,blind::A,алашə,kor
600,taub::A,адагəа,kerr
601,kräftig::A,аӷəӷəа,gir
602,kräftig::A,аӷəӷəа,xurt
603,stark::A,абаҟа,xurt
604,schwach::A,акəада,kesad
605,fett::A,аҧсыла,qelew
606,schlank::A,акала,zirav
607,schlank::A,акьалантар,zirav
608,schlank::A,аиҿартə,zirav
609,hübsch::A,аҧшӡа,xweşik
610,böse::A,абааҧсы,xerab
611,böse::A,абааҧсы,aciz
612,dumm::A,агаӡа,gêj
613,faul::A,аашьа,têmbêl
614,fleißig::A,иҟубҷоу,jêhatî
615,geizig::A,акы,destgirtî
616,geizig::A,акаҷбеи,destgirtî
617,geizig::A,аҟəџьыр,destgirtî
618,klug::A,аҟəыш,baqil
619,klug::A,аҟəыӷа,baqil
620,geschickt::A,напҟазала,zîrek
621,geschickt::A,напҟазала,ziring
622,lieb::A,алашара,delal
623,lustig::A,алах-ҿых,kêfxweş
624,lustig::A,игурҕьаччо,kêfxweş
625,lustig::A,агурҕьа,kêfxweş
626,lustig::A,агурҿыхага,kêfxweş
627,sanft::A,атата,nazenîn
628,sanft::A,аҟəымшəышə,nazenîn
629,sanft::A,ақьыҧш,nazenîn
630,hungrig::A,амлашь,birçî
631,krank::A,ачымазаҩ,nexweş
632,nackt::A,аҟьантаз,rût
633,nackt::A,аҟьантаз,tazî
634,traurig::A,алахьеиқəҵага,xemgîn
635,lebendig::A,абза,bisaxî
636,gut::A,абзиа,baş
637,schlecht::A,-хəарҭам,xerab
638,richtig::A,иашоу,rast
639,richtig::A,иашоу,saxlem
640,schlimm::A,абааҧсы,nebaş
641,wahr::A,агəҭылса,rast
642,wahr::A,абзиаҵəҟьа,rast
643,alt::A,Ажə,pîr
644,alt::A,Ажə,kevn
645,neu::A,аҿыц,nû
646,ehemalig::A,анкьатәи,kevnar
647,ehemalig::A,анкьатәи,peşidar
648,alt[Lebewesen]::A,абырг,pîr
649,alt[Lebewesen]::A,ақабада,pîr
650,alt[Lebewesen]::A,Ажə,pîr
651,jung::A,аҟата,xort
652,arm::A,ананамга,feqîr
653,arm::A,ананамга,desteng
654,reich::A,абеиа,dewlemend
655,bekannt::A,адыр,naskirî
656,berühmt::A,адыр,navdar
657,fremd::A,атəым,xerîb
658,verschieden::A,Еиуа-еиҧшым,çîhê
659,nah::A,ааигəа,nêzîk
660,fern::A,ахара,dûr
661,linker::A,арма,çepê
662,rechter::A,арҕьа,rastê
663,anderer::A,даҽа,yê din
664,anderer::A,даҽакы,yê din
665,erster::A,актәи,yekemîn
666,zweiter::A,аҩбатəи,duda
667,dritter::A,ахҕатәи,sisêya
668,letzter::A,аҵыхəтəантəи,paşîn
669,allein::ADV,мацара,tenê
670,auf einmal::ADV,зныкала,jar kê
671,auf einmal::ADV,зныкҟьара,jar kê
672,zusammen::ADV,аиц...,tev
673,zusammen::ADV,аиц...,bi hev re
674,lange::ADV,акыраамҭа,dirêj
675,plötzlich::ADV,иаалырҟьаны,ji nişkave
676,sofort::ADV,иаразнакҵәҟьа,yekser
677,später::ADV,уажəшьҭаншəа,paşiyê
678,jetzt::ADV,уажәы,nuha
679,heute::ADV,иахьа,îro
680,morgen::ADV,уаҵәы,sibeh
681,bald::ADV,иласны,nêzîk
682,dann::ADV,нас,paşê
683,gestern::ADV,иацы,do
684,einst::ADV,зны,jar ke
685,damals::ADV,усҟан,hîngî
686,danach::ADV,нас,piştra
687,vorher::ADV,уаанӡа,pîşî
688,zuerst::ADV,азнаказы,bere
689,zuerst::ADV,аҧхьа,bere
690,einmal::ADV,зны,çarik
691,manchmal::ADV,зны-зынла,çarna
692,oft::ADV,лассы-лассы,gelek çaran
693,immer::ADV,енагь,daîm
694,immer::ADV,еснагь,daîm
695,niemals::ADV,ианакəызаалак,tu çar
696,hier::ADV,ара,li vir
697,hier::ADV,абра,li vir
698,hier::ADV,араҟа,li vir
699,hierhin::ADV,ара,vir
700,hierhin::ADV,араҟа,vir
701,von hier::ADV,арантә,ji vir
702,dort::ADV,уа,li wê derê
703,dorthin::ADV,уахь,wêda
704,dorthin::ADV,анахь,wêda
705,geradeaus::ADV,ишиашоу,rastê rast
706,vorwärts::ADV,ҕхьаҟа,ber bi pêş
707,rückwärts::ADV,шьҭахьла,paşpê
708,zurück::ADV,шьҭахьҟа,paşdo
709,zurück::ADV,шьҭахьҟа,paşvê
710,unten::ADV,лбаа,jêrî
711,hinab::ADV,алада,berjêr
712,oben::ADV,хыхь,banî
713,hinauf::ADV,аҩада,banî
714,überall::ADV,зегьынцьара,li her derê
715,nicht::ADV,-м,ne
716,nicht::ADV,-м,nîn
717,nicht::ADV,-м,tine
718,ein wenig::ADV,ҕыҭк,hebkî
719,kaum::ADV,аарлаҳәа,tema
720,kaum::ADV,аарлаҳәа,himangi
721,kaum::ADV,афергьҳәа,tema
722,kaum::ADV,афергьҳәа,himangi
723,sehr::ADV,даара,gelek
724,so::ADV,ас,weha
725,so::ADV,абас,weha
726,noch::ADV,макьана,hêj
